Back to Contents,Data 1: Residential Propane Weekly Heating Oil and Propane Prices (October - March),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sourcekey,W_EPLLPA_PRS_NUS_DPG,W_EPLLPA_PRS_R10_DPG,W_EPLLPA_PRS_R1X_DPG,W_EPLLPA_PRS_SCT_DPG,W_EPLLPA_PRS_SME_DPG,W_EPLLPA_PRS_SMA_DPG,W_EPLLPA_PRS_SNH_DPG,W_EPLLPA_PRS_SRI_DPG,W_EPLLPA_PRS_SVT_DPG,W_EPLLPA_PRS_R1Y_DPG,W_EPLLPA_PRS_SDE_DPG,W_EPLLPA_PRS_SMD_DPG,W_EPLLPA_PRS_SNJ_DPG,W_EPLLPA_PRS_SNY_DPG,W_EPLLPA_PRS_SPA_DPG,W_EPLLPA_PRS_R1Z_DPG,W_EPLLPA_PRS_SFL_DPG,W_EPLLPA_PRS_SGA_DPG,W_EPLLPA_PRS_SNC_DPG,W_EPLLPA_PRS_SVA_DPG,W_EPLLPA_PRS_R20_DPG,W_EPLLPA_PRS_SIL_DPG,W_EPLLPA_PRS_SIN_DPG,W_EPLLPA_PRS_SIA_DPG,W_EPLLPA_PRS_SKS_DPG,W_EPLLPA_PRS_SKY_DPG,W_EPLLPA_PRS_SMI_DPG,W_EPLLPA_PRS_SMN_DPG,W_EPLLPA_PRS_SMO_DPG,W_EPLLPA_PRS_SNE_DPG,W_EPLLPA_PRS_SND_DPG,W_EPLLPA_PRS_SOH_DPG,W_EPLLPA_PRS_SOK_DPG,W_EPLLPA_PRS_SSD_DPG,W_EPLLPA_PRS_STN_DPG,W_EPLLPA_PRS_SWI_DPG,W_EPLLPA_PRS_R30_DPG,W_EPLLPA_PRS_SAL_DPG,W_EPLLPA_PRS_SAR_DPG,W_EPLLPA_PRS_SMS_DPG,W_EPLLPA_PRS_STX_DPG,W_EPLLPA_PRS_R40_DPG,W_EPLLPA_PRS_SCO_DPG,W_EPLLPA_PRS_SID_DPG,W_EPLLPA_PRS_SMT_DPG,W_EPLLPA_PRS_SUT_DPG
"Nov 03, 2008",2.5,2.94,3.076,2.876,3.166,2.991,3.104,3.446,3.15,3.008,3.029,3.087,3.248,2.953,2.96,2.713,,,2.586,2.907,2.224,,2.374,1.91,,2.51,2.388,2.128,2.152,1.692,1.823,2.494,,1.859,,2.243,,,,,,,,,,
"Nov 10, 2008",2.463,2.882,2.992,2.825,3.106,2.869,2.987,3.394,3.098,2.967,2.973,3.043,3.312,2.919,2.873,2.654,,,2.494,2.898,2.198,,2.357,1.881,,2.469,2.384,2.086,2.134,1.662,1.815,2.464,,1.792,,2.22,,,,,,,,,,
"Nov 17, 2008",2.443,2.855,2.965,2.801,3.076,2.839,2.97,3.364,3.077,2.942,2.933,3.013,3.285,2.868,2.894,2.621,,,2.47,2.851,2.186,,2.352,1.862,,2.493,2.384,2.059,2.103,1.614,1.762,2.458,,1.748,,2.21,,,,,,,,,,
"Nov 24, 2008",2.415,2.811,2.921,2.733,3.032,2.789,2.92,3.344,3.062,2.906,2.888,2.983,3.242,2.828,2.864,2.564,,,2.441,2.749,2.168,,2.343,1.827,,2.47,2.374,2.034,2.095,1.595,1.726,2.441,,1.701,,2.195,,,,,,,,,,
"Dec 01, 2008",2.401,2.785,2.906,2.704,3.017,2.758,2.904,3.362,3.071,2.888,2.878,2.958,3.2,2.81,2.854,2.516,,,2.415,2.669,2.163,,2.325,1.857,,2.467,2.382,2.019,2.072,1.584,1.684,2.453,,1.671,,2.184,,,,,,,,,,
"Dec 08, 2008",2.369,2.738,2.8,2.63,2.952,2.615,2.782,3.283,2.98,2.857,2.852,2.904,3.156,2.78,2.833,2.499,,,2.402,2.646,2.139,,2.302,1.825,,2.455,2.375,1.987,2.04,1.543,1.656,2.433,,1.614,,2.167,,,,,,,,,,
"Dec 15, 2008",2.341,2.707,2.775,2.641,2.939,2.596,2.739,3.296,2.942,2.825,2.821,2.898,3.091,2.754,2.795,2.464,,,2.364,2.615,2.113,,2.281,1.777,,2.444,2.358,1.942,2.031,1.55,1.624,2.389,,1.585,,2.141,,,,,,,,,,
"Dec 22, 2008",2.33,2.694,2.775,2.663,2.892,2.593,2.743,3.243,2.963,2.804,2.776,2.898,3.043,2.738,2.773,2.449,,,2.351,2.599,2.104,,2.277,1.796,,2.445,2.35,1.921,2.004,1.569,1.609,2.377,,1.57,,2.135,,,,,,,,,,
"Dec 29, 2008",2.317,2.675,2.752,2.601,2.877,2.595,2.705,3.298,2.946,2.786,2.75,2.873,3.039,2.723,2.751,2.432,,,2.352,2.553,2.095,,2.28,1.782,,2.437,2.331,1.923,1.989,1.552,1.613,2.371,,1.568,,2.123,,,,,,,,,,
"Jan 05, 2009",2.31,2.668,2.744,2.578,2.874,2.573,2.719,3.291,2.923,2.78,2.731,2.847,3.011,2.73,2.748,2.428,,,2.348,2.548,2.087,,2.279,1.769,,2.42,2.314,1.916,1.976,1.558,1.6,2.366,,1.569,,2.121,,,,,,,,,,
"Jan 12, 2009",2.306,2.667,2.727,2.568,2.884,2.55,2.688,3.288,2.911,2.786,2.743,2.845,3.022,2.733,2.758,2.429,,,2.35,2.548,2.081,,2.268,1.739,,2.401,2.329,1.915,1.97,1.559,1.602,2.351,,1.578,,2.105,,,,,,,,,,
"Jan 19, 2009",2.312,2.684,2.74,2.602,2.891,2.546,2.691,3.345,2.943,2.805,2.756,2.891,3.028,2.727,2.799,2.447,,,2.36,2.58,2.081,,2.253,1.738,,2.388,2.323,1.922,1.969,1.563,1.612,2.372,,1.585,,2.109,,,,,,,,,,
"Jan 26, 2009",2.324,2.707,2.756,2.608,2.959,2.562,2.694,3.381,2.946,2.828,2.763,2.914,3.096,2.731,2.834,2.476,,,2.375,2.63,2.086,,2.266,1.75,,2.414,2.327,1.903,1.989,1.57,1.602,2.374,,1.589,,2.101,,,,,,,,,,
"Feb 02, 2009",2.324,2.72,2.779,2.675,2.952,2.588,2.715,3.394,2.963,2.847,2.768,2.903,3.09,2.773,2.846,2.472,,,2.374,2.621,2.077,,2.261,1.717,,2.407,2.328,1.908,1.965,1.554,1.612,2.366,,1.596,,2.09,,,,,,,,,,
"Feb 09, 2009",2.32,2.729,2.815,2.702,2.977,2.582,2.782,3.381,3.014,2.847,2.752,2.898,3.089,2.783,2.842,2.468,,,2.376,2.608,2.066,,2.236,1.712,,2.395,2.316,1.892,1.953,1.559,1.612,2.37,,1.592,,2.073,,,,,,,,,,
"Feb 16, 2009",2.31,2.72,2.816,2.705,2.985,2.59,2.786,3.448,2.994,2.841,2.744,2.902,3.08,2.78,2.83,2.445,,,2.356,2.579,2.055,,2.25,1.683,,2.385,2.314,1.869,1.931,1.537,1.601,2.36,,1.57,,2.063,,,,,,,,,,
"Feb 23, 2009",2.292,2.71,2.817,2.68,3.016,2.617,2.79,3.413,2.957,2.829,2.712,2.882,3.06,2.77,2.823,2.431,,,2.35,2.555,2.032,,2.187,1.671,,2.373,2.305,1.853,1.896,1.501,1.596,2.346,,1.542,,2.04,,,,,,,,,,
"Mar 02, 2009",2.274,2.696,2.795,2.634,2.964,2.623,2.754,3.339,2.969,2.826,2.748,2.861,3.05,2.768,2.821,2.407,,,2.321,2.538,2.012,,2.152,1.652,,2.341,2.295,1.849,1.866,1.494,1.56,2.336,,1.515,,2.015,,,,,,,,,,
"Mar 09, 2009",2.246,2.663,2.756,2.625,2.912,2.565,2.741,2.948,2.947,2.794,2.734,2.797,3.016,2.744,2.791,2.378,,,2.294,2.505,1.987,,2.084,1.64,,2.303,2.278,1.837,1.846,1.476,1.529,2.31,,1.491,,1.987,,,,,,,,,,
"Mar 16, 2009",2.223,2.639,2.738,2.613,2.902,2.545,2.733,3,2.895,2.771,2.699,2.759,3.013,2.734,2.755,2.344,,,2.264,2.465,1.965,,2.061,1.621,,2.26,2.271,1.805,1.829,1.458,1.508,2.278,,1.491,,1.96,,,,,,,,,,
"Oct 05, 2009",1.94,2.469,2.546,2.33,2.546,2.44,2.542,2.798,2.552,2.575,2.535,2.484,2.86,2.47,2.594,2.206,,,2.177,2.272,1.529,,1.64,1.297,,1.738,1.719,1.484,1.456,1.289,1.242,1.796,,1.374,,1.399,,,,,,,,,,
"Oct 12, 2009",1.962,2.48,2.56,2.398,2.552,2.478,2.568,2.776,2.532,2.585,2.536,2.508,2.843,2.458,2.629,2.215,,,2.186,2.281,1.559,,1.652,1.313,,1.763,1.755,1.518,1.477,1.341,1.259,1.84,,1.385,,1.453,,,,,,,,,,
"Oct 19, 2009",2.002,2.516,2.58,2.383,2.625,2.514,2.557,2.829,2.55,2.627,2.569,2.522,2.936,2.491,2.669,2.255,,,2.24,2.29,1.601,,1.699,1.376,,1.783,1.785,1.569,1.518,1.376,1.336,1.854,,1.415,,1.507,,,,,,,,,,
"Oct 26, 2009",2.06,2.569,2.621,2.438,2.657,2.543,2.632,2.854,2.541,2.681,2.616,2.546,3.01,2.537,2.733,2.314,,,2.317,2.308,1.664,,1.787,1.441,,1.848,1.817,1.645,1.609,1.449,1.414,1.879,,1.511,,1.563,,,,,,,,,,
"Nov 02, 2009",2.089,2.593,2.63,2.448,2.693,2.557,2.622,2.878,2.549,2.705,2.641,2.58,3.009,2.563,2.763,2.352,,,2.343,2.373,1.695,,1.825,1.472,,1.883,1.844,1.633,1.649,1.459,1.449,1.954,,1.549,,1.6,,,,,,,,,,
"Nov 09, 2009",2.124,2.613,2.635,2.445,2.744,2.59,2.61,2.822,2.575,2.731,2.649,2.592,3.069,2.585,2.786,2.374,,,2.36,2.407,1.742,,1.891,1.522,,1.915,1.887,1.697,1.692,1.485,1.522,1.988,,1.579,,1.643,,,,,,,,,,
"Nov 16, 2009",2.153,2.635,2.654,2.478,2.736,2.583,2.616,2.902,2.616,2.757,2.646,2.625,3.113,2.615,2.805,2.388,,,2.375,2.419,1.777,,1.92,1.562,,1.949,1.94,1.739,1.719,1.502,1.571,2.01,,1.614,,1.668,,,,,,,,,,
"Nov 23, 2009",2.186,2.668,2.686,2.496,2.766,2.582,2.627,3.029,2.651,2.796,2.652,2.65,3.123,2.683,2.837,2.412,,,2.403,2.432,1.812,,1.943,1.618,,2.005,1.948,1.823,1.738,1.505,1.604,2.007,,1.657,,1.714,,,,,,,,,,
"Nov 30, 2009",2.209,2.687,2.693,2.487,2.765,2.618,2.651,2.978,2.663,2.82,2.668,2.646,3.162,2.701,2.87,2.433,,,2.414,2.476,1.836,,2.042,1.63,,2.028,1.98,1.816,1.75,1.516,1.642,2.043,,1.701,,1.716,,,,,,,,,,
"Dec 07, 2009",2.254,2.745,2.736,2.554,2.782,2.67,2.696,2.988,2.732,2.891,2.697,2.689,3.27,2.758,2.956,2.478,,,2.462,2.514,1.872,,2.094,1.647,,2.093,2.009,1.858,1.791,1.559,1.695,2.061,,1.714,,1.758,,,,,,,,,,
"Dec 14, 2009",2.274,2.773,2.748,2.572,2.8,2.678,2.706,2.968,2.763,2.923,2.703,2.711,3.309,2.78,3,2.512,,,2.491,2.559,1.886,,2.106,1.638,,2.122,2.045,1.874,1.769,1.588,1.713,2.075,,1.732,,1.777,,,,,,,,,,
"Dec 21, 2009",2.314,2.833,2.799,2.582,2.813,2.73,2.727,3.223,2.799,2.995,2.765,2.764,3.487,2.805,3.08,2.558,,,2.534,2.613,1.91,,2.121,1.654,,2.173,2.074,1.89,1.796,1.621,1.736,2.107,,1.749,,1.795,,,,,,,,,,
"Dec 28, 2009",2.381,2.883,2.84,2.607,2.851,2.8,2.77,3.261,2.834,3.045,2.8,2.885,3.528,2.835,3.132,2.617,,,2.608,2.636,1.991,,2.188,1.719,,2.193,2.168,1.945,1.895,1.703,1.783,2.296,,1.776,,1.853,,,,,,,,,,
"Jan 04, 2010",2.46,2.969,2.901,2.622,2.893,2.855,2.852,3.282,2.919,3.129,2.861,2.938,3.618,2.944,3.205,2.729,,,2.724,2.741,2.063,,2.325,1.778,,2.269,2.263,1.994,1.947,1.738,1.87,2.36,,1.867,,1.913,,,,,,,,,,
"Jan 11, 2010",2.589,3.126,3.019,2.717,3.036,2.893,2.95,3.488,3.051,3.267,3.007,3.086,3.77,3.092,3.325,2.954,,,2.939,2.988,2.17,,2.449,1.846,,2.422,2.346,2.121,2.068,1.825,1.967,2.527,,1.906,,1.99,,,,,,,,,,
"Jan 18, 2010",2.598,3.159,3.046,2.703,3.036,2.954,2.991,3.432,3.138,3.303,3.012,3.114,3.805,3.12,3.374,2.987,,,2.943,3.087,2.161,,2.477,1.82,,2.451,2.351,2.061,2.083,1.768,1.941,2.542,,1.888,,1.965,,,,,,,,,,
"Jan 25, 2010",2.601,3.168,3.06,2.767,3.061,2.967,2.996,3.426,3.147,3.299,3.019,3.096,3.798,3.122,3.37,3.014,,,2.983,3.085,2.16,,2.486,1.817,,2.419,2.344,2.068,2.072,1.78,1.928,2.559,,1.886,,1.965,,,,,,,,,,
"Feb 01, 2010",2.601,3.161,3.078,2.802,3.043,2.998,2.991,3.495,3.2,3.303,3.071,3.124,3.757,3.124,3.377,2.968,,,2.942,3.026,2.165,,2.496,1.814,,2.448,2.341,2.065,2.072,1.795,1.924,2.566,,1.888,,1.984,,,,,,,,,,
"Feb 08, 2010",2.604,3.155,3.087,2.78,3.023,3.02,3.012,3.526,3.205,3.298,3.086,3.108,3.793,3.123,3.354,2.947,,,2.941,2.96,2.174,,2.508,1.844,,2.471,2.32,2.08,2.095,1.844,1.922,2.523,,1.926,,2.01,,,,,,,,,,
"Feb 15, 2010",2.604,3.164,3.08,2.786,2.978,3.027,3.01,3.5,3.223,3.315,3.063,3.123,3.924,3.123,3.351,2.951,,,2.937,2.984,2.169,,2.517,1.85,,2.469,2.302,2.083,2.089,1.852,1.935,2.492,,1.92,,2.003,,,,,,,,,,
"Feb 22, 2010",2.6,3.156,3.082,2.817,3.009,3.005,3.001,3.512,3.209,3.312,3.095,3.118,3.833,3.117,3.379,2.925,,,2.894,2.996,2.168,,2.508,1.848,,2.458,2.301,2.072,2.079,1.806,1.933,2.547,,1.912,,2.001,,,,,,,,,,
"Mar 01, 2010",2.589,3.15,3.085,2.812,3.008,3.012,2.998,3.521,3.226,3.305,3.089,3.139,3.831,3.112,3.359,2.915,,,2.897,2.956,2.153,,2.487,1.827,,2.426,2.271,2.059,2.063,1.79,1.915,2.576,,1.888,,1.983,,,,,,,,,,
"Mar 08, 2010",2.556,3.108,3.071,2.805,2.997,2.998,2.992,3.502,3.193,3.249,3.103,3.142,3.763,3.067,3.271,2.875,,,2.853,2.924,2.126,,2.468,1.786,,2.422,2.273,2.04,2.051,1.746,1.883,2.482,,1.873,,1.963,,,,,,,,,,
"Mar 15, 2010",2.523,3.08,3.062,2.785,2.939,3.012,2.993,3.627,3.116,3.211,3.089,3.132,3.729,3.059,3.192,2.849,,,2.836,2.878,2.09,,2.433,1.752,,2.395,2.226,2.015,2.014,1.71,1.838,2.438,,1.848,,1.931,,,,,,,,,,
"Oct 04, 2010",2.224,2.747,2.819,2.608,2.668,2.766,2.82,3.269,2.79,2.806,2.95,2.92,3.384,2.691,2.649,2.572,,,2.554,2.622,1.839,,2.015,1.607,,2.068,2.061,1.741,1.768,1.579,1.586,2.159,,1.618,,1.744,,,,,,,,,,
"Oct 11, 2010",2.264,2.782,2.84,2.626,2.65,2.79,2.845,3.295,2.839,2.85,2.952,2.951,3.378,2.741,2.716,2.603,,,2.593,2.629,1.883,,2.077,1.628,,2.111,2.104,1.78,1.828,1.625,1.601,2.225,,1.662,,1.788,,,,,,,,,,
"Oct 18, 2010",2.29,2.82,2.852,2.655,2.675,2.82,2.867,3.262,2.826,2.887,2.975,2.957,3.31,2.765,2.815,2.666,,,2.665,2.67,1.9,,2.12,1.645,,2.137,2.115,1.794,1.845,1.626,1.62,2.24,,1.693,,1.794,,,,,,,,,,
"Oct 25, 2010",2.302,2.831,2.879,2.635,2.701,2.827,2.876,3.309,2.916,2.891,2.977,2.946,3.323,2.772,2.818,2.677,,,2.678,2.673,1.913,,2.129,1.648,,2.18,2.132,1.796,1.856,1.617,1.619,2.271,,1.701,,1.809,,,,,,,,,,
"Nov 01, 2010",2.327,2.85,2.911,2.683,2.695,2.876,2.877,3.503,2.924,2.922,2.985,2.97,3.333,2.825,2.839,2.664,,,2.658,2.679,1.942,,2.273,1.648,,2.229,2.143,1.802,1.856,1.621,1.636,2.353,,1.697,,1.82,,,,,,,,,,
"Nov 08, 2010",2.371,2.917,2.96,2.721,2.724,2.927,2.912,3.557,3.03,3.003,2.997,3.107,3.377,2.903,2.93,2.718,,,2.692,2.786,1.969,,2.291,1.675,,2.317,2.177,1.814,1.873,1.641,1.65,2.41,,1.711,,1.83,,,,,,,,,,
"Nov 15, 2010",2.39,2.943,2.993,2.743,2.728,2.949,2.971,3.541,3.08,3.028,3.031,3.135,3.427,2.943,2.929,2.74,,,2.729,2.77,1.984,,2.325,1.681,,2.325,2.207,1.84,1.876,1.656,1.679,2.418,,1.718,,1.821,,,,,,,,,,
"Nov 22, 2010",2.419,2.987,3.053,2.751,2.79,2.986,3.032,3.606,3.167,3.065,3.063,3.155,3.517,2.964,2.968,2.781,,,2.767,2.82,2.002,,2.388,1.682,,2.364,2.21,1.843,1.873,1.652,1.682,2.486,,1.735,,1.836,,,,,,,,,,
"Nov 29, 2010",2.438,3.014,3.068,2.78,2.825,3.017,3.025,3.64,3.181,3.109,3.132,3.21,3.591,3.008,2.993,2.791,,,2.753,2.893,2.014,,2.405,1.688,,2.384,2.218,1.849,1.881,1.666,1.684,2.531,,1.735,,1.842,,,,,,,,,,
"Dec 06, 2010",2.461,3.046,3.093,2.826,2.805,3.063,3.069,3.635,3.209,3.136,3.069,3.178,3.624,3.039,3.046,2.836,,,2.809,2.91,2.031,,2.467,1.695,,2.401,2.227,1.882,1.9,1.666,1.705,2.505,,1.756,,1.864,,,,,,,,,,
"Dec 13, 2010",2.49,3.081,3.145,2.849,2.861,3.07,3.161,3.646,3.239,3.172,3.112,3.191,3.656,3.073,3.09,2.855,,,2.823,2.94,2.054,,2.468,1.713,,2.425,2.252,1.9,1.917,1.683,1.728,2.572,,1.772,,1.89,,,,,,,,,,
"Dec 20, 2010",2.539,3.153,3.21,2.908,2.935,3.119,3.255,3.682,3.259,3.236,3.138,3.216,3.863,3.131,3.123,2.95,,,2.921,3.029,2.086,,2.506,1.729,,2.464,2.293,1.932,1.956,1.704,1.763,2.608,,1.796,,1.915,,,,,,,,,,
"Dec 27, 2010",2.572,3.2,3.266,2.992,2.97,3.147,3.334,3.695,3.315,3.283,3.144,3.264,3.883,3.208,3.159,2.985,,,2.955,3.065,2.11,,2.535,1.755,,2.466,2.322,1.964,1.981,1.72,1.779,2.637,,1.809,,1.928,,,,,,,,,,
"Jan 03, 2011",2.603,3.241,3.32,2.953,2.994,3.2,3.427,3.74,3.367,3.326,3.199,3.282,3.966,3.253,3.19,3.013,,,2.995,3.06,2.133,,2.561,1.782,,2.487,2.348,1.983,2.009,1.733,1.788,2.662,,1.83,,1.949,,,,,,,,,,
"Jan 10, 2011",2.622,3.261,3.346,3.003,3.023,3.223,3.453,3.756,3.389,3.347,3.217,3.321,4,3.262,3.212,3.024,,,3.005,3.076,2.152,,2.571,1.792,,2.525,2.355,2,2.045,1.757,1.828,2.687,,1.845,,1.968,,,,,,,,,,
"Jan 17, 2011",2.647,3.292,3.4,3.008,3.049,3.267,3.504,3.83,3.491,3.364,3.234,3.332,3.971,3.277,3.251,3.062,,,3.062,3.061,2.173,,2.583,1.813,,2.542,2.365,2.026,2.045,1.773,1.862,2.741,,1.874,,1.988,,,,,,,,,,
"Jan 24, 2011",2.658,3.309,3.433,3.057,3.082,3.295,3.533,3.85,3.543,3.371,3.247,3.359,3.952,3.286,3.257,3.083,,,3.077,3.098,2.178,,2.604,1.815,,2.562,2.381,2.031,2.048,1.779,1.859,2.72,,1.886,,1.993,,,,,,,,,,
"Jan 31, 2011",2.666,3.324,3.464,3.108,3.094,3.353,3.567,3.901,3.545,3.388,3.248,3.39,3.966,3.308,3.269,3.08,,,3.074,3.095,2.181,,2.605,1.815,,2.564,2.392,2.034,2.047,1.78,1.884,2.719,,1.891,,1.993,,,,,,,,,,
"Feb 07, 2011",2.673,3.339,3.488,3.12,3.133,3.376,3.593,3.909,3.564,3.409,3.271,3.395,3.959,3.328,3.306,3.076,,,3.066,3.103,2.183,,2.62,1.815,,2.574,2.384,2.036,2.048,1.774,1.872,2.723,,1.888,,1.998,,,,,,,,,,
"Feb 14, 2011",2.673,3.338,3.449,3.131,3.124,3.357,3.553,3.611,3.647,3.43,3.276,3.411,4.021,3.341,3.324,3.069,,,3.066,3.076,2.184,,2.623,1.815,,2.571,2.385,2.041,2.043,1.776,1.865,2.736,,1.891,,1.992,,,,,,,,,,
"Feb 21, 2011",2.672,3.334,3.437,3.147,3.133,3.367,3.536,3.603,3.595,3.422,3.279,3.417,3.897,3.357,3.331,3.079,,,3.079,3.08,2.185,,2.619,1.818,,2.57,2.394,2.029,2.042,1.773,1.865,2.744,,1.898,,1.994,,,,,,,,,,
"Feb 28, 2011",2.718,3.377,3.467,3.175,3.156,3.372,3.552,3.701,3.63,3.464,3.32,3.439,3.923,3.411,3.372,3.135,,,3.127,3.158,2.234,,2.636,1.88,,2.586,2.452,2.092,2.08,1.872,1.885,2.774,,1.942,,2.061,,,,,,,,,,
"Mar 07, 2011",2.731,3.405,3.491,3.218,3.222,3.431,3.553,3.776,3.596,3.514,3.36,3.486,4.02,3.443,3.425,3.124,,,3.106,3.174,2.236,,2.654,1.873,,2.598,2.411,2.128,2.095,1.878,1.912,2.747,,1.959,,2.068,,,,,,,,,,
"Mar 14, 2011",2.701,3.365,3.471,3.214,3.22,3.429,3.528,3.758,3.552,3.459,3.355,3.497,3.893,3.427,3.332,3.097,,,3.076,3.152,2.212,,2.523,1.868,,2.574,2.393,2.117,2.077,1.856,1.9,2.745,,1.943,,2.054,,,,,,,,,,
"Oct 03, 2011",2.61,3.207,3.326,3.17,3.141,3.354,3.243,3.949,3.351,3.247,3.362,3.352,3.662,3.138,3.155,3.015,,,3,3.06,2.167,,2.345,1.911,,2.426,2.413,2.1,2.042,1.877,1.911,2.577,,1.976,,2.029,,,,,,,,,,
"Oct 10, 2011",2.618,3.211,3.296,3.142,3.145,3.381,3.188,3.896,3.319,3.257,3.339,3.391,3.706,3.138,3.157,3.042,,,3.018,3.116,2.176,,2.364,1.909,,2.501,2.413,2.102,2.039,1.879,1.922,2.608,,1.979,,2.032,,,,,,,,,,
"Oct 17, 2011",2.643,3.232,3.3,3.148,3.157,3.391,3.19,3.887,3.325,3.28,3.329,3.404,3.695,3.159,3.202,3.075,,,3.039,3.187,2.205,,2.486,1.923,,2.533,2.427,2.102,2.082,1.877,1.925,2.663,,1.968,,2.048,,,,,,,,,,
"Oct 24, 2011",2.639,3.219,3.259,3.1,3.13,3.335,3.171,3.701,3.331,3.283,3.34,3.422,3.701,3.164,3.197,3.058,,,3.003,3.227,2.207,,2.504,1.927,,2.593,2.414,2.093,2.062,1.876,1.928,2.696,,1.977,,2.029,,,,,,,,,,
"Oct 31, 2011",2.665,3.256,3.298,3.104,3.134,3.404,3.231,3.739,3.362,3.316,3.356,3.448,3.787,3.17,3.24,3.1,,,3.062,3.218,2.226,,2.555,1.932,,2.548,2.456,2.084,2.084,1.877,1.928,2.769,,1.974,,2.041,,,,,,,,,,
"Nov 07, 2011",2.669,3.27,3.303,3.098,3.155,3.38,3.233,3.757,3.365,3.331,3.374,3.43,3.774,3.176,3.283,3.123,,,3.079,3.258,2.221,,2.57,1.932,,2.561,2.429,2.085,2.075,1.87,1.939,2.755,,1.957,,2.037,,,,,,,,,,
"Nov 14, 2011",2.677,3.272,3.305,3.1,3.152,3.389,3.225,3.797,3.369,3.34,3.372,3.437,3.755,3.192,3.297,3.111,,,3.067,3.246,2.234,,2.618,1.926,,2.557,2.447,2.098,2.079,1.855,1.954,2.801,,1.963,,2.036,,,,,,,,,,
"Nov 21, 2011",2.694,3.293,3.336,3.097,3.162,3.389,3.291,3.799,3.392,3.346,3.365,3.445,3.761,3.212,3.291,3.15,,,3.113,3.264,2.248,,2.639,1.924,,2.602,2.467,2.106,2.096,1.855,1.95,2.828,,1.994,,2.043,,,,,,,,,,
"Nov 28, 2011",2.701,3.303,3.341,3.094,3.156,3.385,3.296,3.804,3.419,3.356,3.359,3.46,3.779,3.228,3.293,3.167,,,3.124,3.299,2.252,,2.661,1.915,,2.604,2.478,2.104,2.102,1.857,1.954,2.831,,1.992,,2.055,,,,,,,,,,
"Dec 05, 2011",2.702,3.309,3.336,3.095,3.175,3.392,3.296,3.662,3.466,3.359,3.363,3.464,3.791,3.233,3.29,3.186,,,3.153,3.288,2.25,,2.651,1.917,,2.569,2.481,2.11,2.109,1.846,1.954,2.836,,1.982,,2.046,,,,,,,,,,
"Dec 12, 2011",2.705,3.314,3.361,3.094,3.193,3.407,3.326,3.744,3.464,3.357,3.385,3.464,3.8,3.23,3.282,3.185,,,3.148,3.299,2.252,,2.655,1.917,,2.571,2.489,2.104,2.1,1.839,1.95,2.857,,1.986,,2.05,,,,,,,,,,
"Dec 19, 2011",2.711,3.328,3.369,3.101,3.204,3.4,3.349,3.712,3.469,3.369,3.403,3.446,3.829,3.247,3.29,3.209,,,3.177,3.307,2.253,,2.664,1.911,,2.585,2.491,2.102,2.1,1.813,1.947,2.868,,1.981,,2.05,,,,,,,,,,
"Dec 26, 2011",2.712,3.337,3.373,3.081,3.193,3.421,3.372,3.651,3.494,3.383,3.392,3.474,3.868,3.246,3.308,3.216,,,3.173,3.348,2.247,,2.663,1.9,,2.582,2.504,2.097,2.091,1.803,1.933,2.861,,1.972,,2.038,,,,,,,,,,
"Jan 02, 2012",2.715,3.344,3.394,3.106,3.234,3.426,3.376,3.74,3.496,3.399,3.404,3.494,3.89,3.238,3.345,3.19,,,3.142,3.34,2.248,,2.668,1.893,,2.588,2.507,2.091,2.103,1.796,1.93,2.858,,1.979,,2.041,,,,,,,,,,
"Jan 09, 2012",2.71,3.339,3.415,3.112,3.229,3.443,3.404,3.764,3.533,3.397,3.405,3.471,3.939,3.239,3.326,3.157,,,3.103,3.325,2.242,,2.667,1.898,,2.605,2.497,2.079,2.091,1.78,1.915,2.863,,1.969,,2.022,,,,,,,,,,
"Jan 16, 2012",2.708,3.344,3.425,3.111,3.23,3.442,3.43,3.758,3.537,3.403,3.414,3.469,3.928,3.244,3.343,3.152,,,3.088,3.349,2.234,,2.655,1.884,,2.62,2.506,2.063,2.094,1.74,1.893,2.872,,1.96,,2.002,,,,,,,,,,
"Jan 23, 2012",2.707,3.34,3.427,3.108,3.238,3.445,3.426,3.756,3.556,3.4,3.412,3.489,3.93,3.246,3.325,3.142,,,3.078,3.338,2.237,,2.668,1.886,,2.622,2.505,2.062,2.096,1.727,1.896,2.879,,1.956,,2.007,,,,,,,,,,
"Jan 30, 2012",2.708,3.351,3.432,3.112,3.236,3.443,3.431,3.777,3.564,3.409,3.417,3.501,3.941,3.26,3.329,3.159,,,3.103,3.332,2.229,,2.659,1.872,,2.623,2.5,2.064,2.099,1.712,1.898,2.856,,1.957,,1.996,,,,,,,,,,
"Feb 06, 2012",2.706,3.352,3.441,3.099,3.234,3.488,3.455,3.742,3.564,3.406,3.42,3.507,3.942,3.259,3.318,3.162,,,3.104,3.34,2.226,,2.659,1.873,,2.583,2.501,2.066,2.096,1.714,1.89,2.849,,1.942,,1.994,,,,,,,,,,
"Feb 13, 2012",2.704,3.35,3.455,3.1,3.251,3.482,3.462,3.781,3.592,3.4,3.423,3.509,3.95,3.263,3.294,3.152,,,3.09,3.343,2.224,,2.66,1.862,,2.603,2.494,2.07,2.097,1.69,1.891,2.848,,1.957,,1.987,,,,,,,,,,
