Back to Contents,Data 1: Residential Heating Oil Weekly Heating Oil and Propane Prices (October - March),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sourcekey,W_EPD2F_PRS_NUS_DPG,W_EPD2F_PRS_R10_DPG,W_EPD2F_PRS_R1X_DPG,W_EPD2F_PRS_SCT_DPG,W_EPD2F_PRS_SME_DPG,W_EPD2F_PRS_SMA_DPG,W_EPD2F_PRS_SNH_DPG,W_EPD2F_PRS_SRI_DPG,W_EPD2F_PRS_SVT_DPG,W_EPD2F_PRS_R1Y_DPG,W_EPD2F_PRS_SDE_DPG,W_EPD2F_PRS_SDC_DPG,W_EPD2F_PRS_SMD_DPG,W_EPD2F_PRS_SNJ_DPG,W_EPD2F_PRS_SNY_DPG,W_EPD2F_PRS_SPA_DPG,W_EPD2F_PRS_R1Z_DPG,W_EPD2F_PRS_SNC_DPG,W_EPD2F_PRS_SVA_DPG,W_EPD2F_PRS_R20_DPG,W_EPD2F_PRS_SIL_DPG,W_EPD2F_PRS_SIN_DPG,W_EPD2F_PRS_SIA_DPG,W_EPD2F_PRS_SKY_DPG,W_EPD2F_PRS_SMI_DPG,W_EPD2F_PRS_SMN_DPG,W_EPD2F_PRS_SNE_DPG,W_EPD2F_PRS_SOH_DPG,W_EPD2F_PRS_SWI_DPG
"Feb 06, 2012",3.988,4.009,3.997,4.121,3.801,4.075,3.929,3.965,3.853,4.029,3.917,4.5,3.988,4.103,4.18,3.796,3.705,3.735,3.689,3.498,,3.554,3.443,3.436,3.51,3.524,3.452,3.541,3.506
"Feb 13, 2012",4.049,4.07,4.06,4.192,3.868,4.124,4.013,4.021,3.918,4.088,3.985,4.515,4.058,4.155,4.232,3.868,3.757,3.765,3.753,3.553,,3.595,3.453,3.503,3.557,3.592,3.488,3.595,3.528
"Feb 20, 2012",4.062,4.083,4.072,4.203,3.871,4.142,4.009,4.026,3.979,4.102,3.988,4.523,4.087,4.184,4.238,3.88,3.778,3.777,3.779,3.556,,3.601,3.472,3.512,3.513,3.59,3.515,3.603,3.499
"Feb 27, 2012",4.125,4.144,4.145,4.268,3.91,4.249,4.06,4.127,4.017,4.155,4.084,4.582,4.132,4.256,4.273,3.946,3.835,3.825,3.841,3.671,,3.73,3.553,3.644,3.591,3.659,3.592,3.715,3.539
"Mar 05, 2012",4.114,4.128,4.128,4.252,3.923,4.215,4.063,4.095,3.977,4.139,4.045,4.577,4.128,4.227,4.255,3.939,3.851,3.844,3.855,3.761,,3.812,3.526,3.681,3.734,3.668,3.602,3.857,3.606
"Mar 12, 2012",4.118,4.132,4.129,4.249,3.92,4.207,4.067,4.102,4.024,4.145,4.052,4.576,4.137,4.246,4.266,3.931,3.852,3.845,3.856,3.778,,3.863,3.607,3.692,3.764,3.696,3.638,3.86,3.666
"Mar 19, 2012",4.123,4.137,4.127,4.248,3.918,4.202,4.048,4.111,4.044,4.154,4.059,4.594,4.154,4.248,4.276,3.941,3.869,3.854,3.877,3.795,,3.896,3.65,3.709,3.823,3.735,3.652,3.857,3.728
"Oct 01, 2012",3.969,3.98,3.915,4.072,3.732,3.956,3.783,3.922,3.824,4.033,3.807,4.389,3.878,4.047,4.237,3.771,3.729,3.779,3.708,3.475,,3.837,3.638,2.988,3.775,3.794,3.651,3.724,3.65
"Oct 08, 2012",3.994,3.999,3.94,4.081,3.784,3.988,3.818,3.931,3.838,4.048,3.866,4.383,3.932,4.039,4.264,3.774,3.728,3.767,3.711,3.76,,3.812,3.836,3.714,3.805,3.913,3.67,3.773,3.675
"Oct 15, 2012",4.052,4.057,3.993,4.132,3.809,4.04,3.879,4.012,3.898,4.11,3.926,4.524,3.952,4.109,4.308,3.864,3.772,3.832,3.747,3.828,,3.892,3.861,3.755,3.914,4.031,3.828,3.832,3.844
"Oct 22, 2012",4.048,4.054,3.998,4.159,3.812,4.034,3.884,4.01,3.888,4.1,3.882,4.55,4.037,4.123,4.281,3.849,3.768,3.833,3.741,3.791,,3.832,3.796,3.753,3.83,3.96,3.835,3.785,3.804
"Oct 29, 2012",4.009,4.016,3.955,4.103,3.779,4.007,3.838,3.966,3.796,4.066,3.891,4.55,4.035,4.123,4.266,3.76,3.758,3.822,3.731,3.718,,3.783,3.595,3.658,3.83,3.782,3.705,3.733,3.706
"Nov 05, 2012",4.008,4.015,3.93,4.077,3.747,3.984,3.83,3.936,3.77,4.081,3.876,4.53,3.991,4.137,4.276,3.797,3.769,3.787,3.761,3.691,,3.751,3.525,3.651,3.763,3.702,3.664,3.72,3.632
"Nov 12, 2012",4.008,4.015,3.918,4.07,3.727,3.959,3.819,3.946,3.758,4.09,3.894,4.544,3.96,4.147,4.299,3.792,3.771,3.814,3.753,3.717,,3.765,3.474,3.684,3.767,3.636,3.581,3.786,3.631
"Nov 19, 2012",4,4.006,3.904,4.051,3.697,3.953,3.81,3.937,3.764,4.085,3.854,4.537,3.986,4.102,4.308,3.785,3.757,3.823,3.73,3.746,,3.824,3.468,3.719,3.792,3.622,3.514,3.808,3.657
"Nov 26, 2012",4.03,4.034,3.942,4.085,3.727,3.97,3.838,4.05,3.798,4.106,3.878,4.542,3.975,4.1,4.338,3.811,3.784,3.841,3.76,3.837,,3.891,3.567,3.851,3.852,3.709,3.548,3.885,3.682
"Dec 03, 2012",4.027,4.032,3.936,4.088,3.721,3.974,3.831,3.999,3.807,4.107,3.869,4.537,3.979,4.122,4.326,3.818,3.78,3.853,3.75,3.821,,3.872,3.553,3.838,3.82,3.688,3.524,3.872,3.684
"Dec 10, 2012",3.982,3.988,3.9,4.049,3.68,3.951,3.814,3.932,3.765,4.057,3.836,4.537,3.968,4.08,4.28,3.752,3.766,3.845,3.733,3.718,,3.795,3.461,3.735,3.735,3.616,3.506,3.726,3.611
"Dec 17, 2012",3.96,3.968,3.891,4.052,3.68,3.937,3.777,3.91,3.783,4.028,3.859,4.544,3.939,4.051,4.231,3.748,3.758,3.813,3.735,3.639,,3.675,3.442,3.667,3.66,3.565,3.452,3.632,3.589
"Dec 24, 2012",3.976,3.985,3.914,4.078,3.698,3.958,3.797,3.951,3.793,4.041,3.863,4.539,3.926,4.078,4.237,3.768,3.753,3.814,3.727,3.592,,3.686,3.476,3.563,3.601,3.566,3.464,3.613,3.564
"Dec 31, 2012",3.987,3.996,3.935,4.087,3.715,3.991,3.815,3.98,3.804,4.046,3.903,4.535,3.941,4.107,4.232,3.77,3.752,3.804,3.73,3.592,,3.674,3.438,3.576,3.612,3.546,3.441,3.606,3.568
"Jan 07, 2013",4.003,4.013,3.956,4.112,3.741,4.013,3.844,3.986,3.817,4.061,3.917,4.535,3.941,4.105,4.259,3.78,3.744,3.801,3.72,3.556,,3.61,3.415,3.562,3.564,3.54,3.456,3.549,3.533
"Jan 14, 2013",4.004,4.014,3.962,4.119,3.754,4.02,3.84,3.981,3.826,4.058,3.936,4.544,3.969,4.104,4.25,3.78,3.744,3.796,3.722,3.543,,3.577,3.427,3.585,3.514,3.518,3.386,3.514,3.522
"Jan 21, 2013",4.014,4.025,3.972,4.137,3.759,4.022,3.869,3.985,3.828,4.069,3.943,4.537,3.975,4.113,4.274,3.774,3.749,3.788,3.732,3.544,,3.586,3.44,3.553,3.556,3.545,3.419,3.532,3.526
"Jan 28, 2013",4.045,4.056,4.002,4.154,3.798,4.058,3.896,4.007,3.894,4.101,3.967,4.594,4.001,4.146,4.302,3.813,3.753,3.792,3.737,3.567,,3.615,3.454,3.541,3.572,3.577,3.445,3.606,3.562
"Feb 04, 2013",4.092,4.101,4.038,4.198,3.817,4.094,3.917,4.068,3.913,4.154,4.024,4.593,4.048,4.212,4.342,3.879,3.781,3.813,3.767,3.685,,3.739,3.545,3.63,3.71,3.628,3.505,3.762,3.7
"Feb 11, 2013",4.161,4.17,4.123,4.304,3.885,4.174,3.987,4.168,3.981,4.211,4.073,4.638,4.108,4.256,4.392,3.953,3.824,3.854,3.812,3.777,,3.799,3.651,3.706,3.868,3.726,3.606,3.863,3.791
"Feb 18, 2013",4.175,4.183,4.136,4.33,3.888,4.193,3.995,4.152,4.002,4.223,4.09,4.646,4.136,4.286,4.402,3.954,3.874,3.88,3.872,3.827,,3.868,3.719,3.775,3.892,3.771,3.69,3.885,3.819
"Feb 25, 2013",4.153,4.16,4.118,4.297,3.893,4.159,4.025,4.124,3.988,4.197,4.079,4.664,4.136,4.273,4.38,3.909,3.875,3.885,3.871,3.816,,3.864,3.667,3.782,3.902,3.757,3.673,3.843,3.788
"Mar 04, 2013",4.077,4.085,4.043,4.199,3.843,4.102,3.945,4.036,3.895,4.12,4.04,4.672,4.11,4.199,4.312,3.807,3.85,3.86,3.846,3.734,,3.766,3.597,3.715,3.793,3.684,3.634,3.758,3.698
"Mar 11, 2013",4.059,4.067,4.027,4.197,3.81,4.075,3.93,4.04,3.878,4.102,4.009,4.562,4.09,4.172,4.314,3.765,3.829,3.854,3.818,3.683,,3.71,3.579,3.666,3.763,3.665,3.61,3.679,3.69
"Mar 18, 2013",4.029,4.037,3.98,4.143,3.759,4.038,3.862,4,3.845,4.084,4.024,4.564,4.081,4.163,4.289,3.749,3.828,3.836,3.825,3.645,,3.679,3.528,3.621,3.708,3.635,3.537,3.656,3.668
"Oct 07, 2013",3.813,3.815,3.744,3.913,3.565,3.791,3.571,3.791,3.59,3.873,3.743,4.279,3.799,3.858,4.103,3.545,3.637,3.652,3.635,3.531,,3.577,3.452,3.542,3.564,3.586,3.451,3.543,3.527
"Oct 14, 2013",3.842,3.845,3.767,3.952,3.569,3.807,3.593,3.84,3.582,3.908,3.677,4.278,3.799,3.88,4.121,3.623,3.643,3.652,3.642,3.539,,3.6,3.439,3.54,3.588,3.592,3.45,3.568,3.518
"Oct 21, 2013",3.855,3.857,3.785,3.967,3.575,3.829,3.613,3.869,3.615,3.916,3.662,4.437,3.863,3.918,4.119,3.621,3.632,3.647,3.63,3.533,,3.59,3.423,3.536,3.577,3.579,3.445,3.58,3.537
"Oct 28, 2013",3.819,3.821,3.757,3.925,3.559,3.802,3.6,3.835,3.588,3.873,3.665,4.437,3.867,3.876,4.089,3.547,3.634,3.639,3.633,3.501,,3.584,3.344,3.515,3.582,3.514,3.354,3.576,3.5
"Nov 04, 2013",3.824,3.827,3.768,3.945,3.561,3.813,3.623,3.839,3.58,3.875,3.675,4.408,3.828,3.912,4.077,3.56,3.623,3.636,3.622,3.517,,3.622,3.356,3.532,3.572,3.491,3.331,3.616,3.549
"Nov 11, 2013",3.815,3.817,3.766,3.943,3.559,3.813,3.619,3.835,3.575,3.859,3.668,4.402,3.825,3.887,4.05,3.563,3.633,3.612,3.635,3.489,,3.576,3.332,3.545,3.532,3.481,3.291,3.558,3.508
"Nov 18, 2013",3.822,3.825,3.773,3.943,3.558,3.822,3.621,3.875,3.575,3.867,3.667,4.426,3.8,3.9,4.06,3.571,3.627,3.614,3.629,3.465,,3.55,3.351,3.481,3.51,3.479,3.281,3.55,3.501
"Nov 25, 2013",3.888,3.891,3.84,4.038,3.584,3.896,3.671,3.925,3.682,3.933,3.728,4.461,3.853,3.966,4.113,3.661,3.641,3.616,3.644,3.522,,3.574,3.496,3.482,3.62,3.55,3.358,3.568,3.588
"Dec 02, 2013",3.917,3.92,3.865,4.064,3.626,3.897,3.718,3.949,3.71,3.965,3.774,4.58,3.885,4.026,4.141,3.683,3.677,3.637,3.682,3.533,,3.581,3.48,3.522,3.611,3.578,3.373,3.588,3.581
"Dec 09, 2013",3.956,3.96,3.918,4.119,3.658,3.963,3.787,4,3.734,3.996,3.786,4.581,3.926,4.06,4.171,3.712,3.683,3.637,3.689,3.501,,3.532,3.431,3.487,3.596,3.566,3.383,3.544,3.535
"Dec 16, 2013",3.953,3.957,3.921,4.104,3.688,3.971,3.793,3.992,3.716,3.989,3.802,4.573,3.942,4.064,4.165,3.692,3.663,3.636,3.666,3.452,,3.472,3.384,3.458,3.508,3.544,3.377,3.5,3.451
"Dec 23, 2013",3.982,3.986,3.962,4.134,3.741,4.001,3.841,4.031,3.811,4.009,3.847,4.592,3.943,4.089,4.181,3.72,3.667,3.636,3.671,3.481,,3.506,3.447,3.476,3.498,3.554,3.384,3.575,3.514
"Dec 30, 2013",4.037,4.041,4.02,4.216,3.78,4.061,3.891,4.081,3.848,4.063,3.919,4.681,3.992,4.141,4.228,3.785,3.674,3.649,3.677,3.508,,3.541,3.478,3.492,3.524,3.583,3.406,3.593,3.555
"Jan 06, 2014",4.02,4.024,4.014,4.183,3.835,4.046,3.896,4.077,3.788,4.037,3.909,4.681,4.02,4.134,4.197,3.747,3.677,3.648,3.68,3.494,,3.535,3.421,3.479,3.503,3.583,3.416,3.619,3.511
"Jan 13, 2014",4.011,4.015,4.008,4.175,3.841,4.043,3.894,4.062,3.758,4.026,3.898,4.653,3.99,4.118,4.192,3.731,3.678,3.655,3.681,3.483,,3.533,3.389,3.468,3.512,3.566,3.409,3.602,3.479
"Jan 20, 2014",4.055,4.06,4.033,4.218,3.829,4.077,3.906,4.103,3.771,4.085,3.975,4.653,4,4.138,4.27,3.792,3.677,3.646,3.681,3.499,,3.531,3.429,3.503,3.546,3.545,3.411,3.675,3.456
"Jan 27, 2014",4.176,4.18,4.131,4.317,3.892,4.202,3.986,4.197,3.894,4.225,4.113,4.695,4.074,4.278,4.438,3.902,3.705,3.696,3.706,3.565,,3.642,3.425,3.535,3.654,3.535,3.431,3.852,3.536
"Feb 03, 2014",4.241,4.246,4.172,4.352,3.934,4.219,4.044,4.268,3.971,4.31,4.193,4.72,4.126,4.365,4.482,4.055,3.741,3.728,3.743,3.646,,3.761,3.396,3.65,3.807,3.517,3.428,4.045,3.572
"Feb 10, 2014",4.245,4.249,4.159,4.344,3.918,4.21,4.027,4.242,3.95,4.325,4.192,4.721,4.154,4.334,4.525,4.051,3.76,3.768,3.759,3.701,,3.811,3.467,3.747,3.889,3.531,3.416,4.103,3.607
"Feb 17, 2014",4.226,4.229,4.151,4.349,3.906,4.204,4.013,4.226,3.917,4.296,4.167,4.721,4.188,4.351,4.46,4.04,3.792,3.784,3.793,3.744,,3.882,3.495,3.786,3.916,3.557,3.447,4.122,3.652
"Feb 24, 2014",4.242,4.245,4.157,4.337,3.909,4.225,4.029,4.236,3.929,4.319,4.162,4.773,4.203,4.37,4.491,4.053,3.835,3.806,3.839,3.785,,3.93,3.526,3.842,3.932,3.613,3.476,4.132,3.713
"Mar 03, 2014",4.226,4.23,4.151,4.338,3.912,4.214,3.987,4.243,3.922,4.296,4.118,4.774,4.205,4.367,4.469,4.015,3.846,3.804,3.851,3.777,,3.928,3.527,3.844,3.868,3.625,3.49,4.086,3.706
"Mar 10, 2014",4.195,4.199,4.137,4.347,3.897,4.179,4.017,4.178,3.923,4.251,4.06,4.763,4.195,4.332,4.417,3.971,3.853,3.8,3.859,3.742,,3.864,3.51,3.796,3.836,3.644,3.496,4.024,3.695
"Mar 17, 2014",4.123,4.127,4.074,4.273,3.847,4.127,3.933,4.114,3.869,4.171,3.971,4.755,4.143,4.255,4.338,3.881,3.876,3.805,3.884,3.688,,3.807,3.465,3.734,3.765,3.618,3.473,3.911,3.644
"Oct 13, 2014",3.522,3.523,3.482,3.692,3.279,3.537,3.346,3.461,3.297,3.559,3.482,4.149,3.686,3.639,3.736,3.245,3.493,3.496,3.492,3.288,,3.27,3.098,3.311,3.293,3.275,3.145,3.279,3.304
"Oct 20, 2014",3.482,3.483,3.437,3.608,3.274,3.483,3.307,3.424,3.31,3.522,3.457,4.148,3.614,3.607,3.714,3.19,3.454,3.465,3.452,3.303,,3.294,3.147,3.301,3.27,3.263,3.165,3.326,3.368
"Oct 27, 2014",3.453,3.454,3.407,3.595,3.212,3.457,3.29,3.419,3.219,3.495,3.451,3.964,3.56,3.561,3.701,3.156,3.418,3.395,3.422,3.302,,3.324,3.233,3.264,3.265,3.386,3.266,3.315,3.331
"Nov 03, 2014",3.436,3.436,3.381,3.562,3.182,3.426,3.248,3.431,3.222,3.483,3.455,3.963,3.531,3.566,3.69,3.138,3.393,3.42,3.388,3.461,,3.487,3.21,3.408,3.656,3.402,3.211,3.528,3.493
"Nov 10, 2014",3.416,3.415,3.362,3.542,3.152,3.396,3.224,3.445,3.239,3.461,3.449,3.928,3.498,3.549,3.674,3.107,3.384,3.396,3.382,3.54,,3.583,3.553,3.448,3.787,3.646,3.461,3.497,3.644
"Nov 17, 2014",3.383,3.383,3.327,3.496,3.128,3.383,3.183,3.383,3.187,3.43,3.466,3.95,3.487,3.531,3.647,3.058,3.38,3.377,3.381,3.496,,3.525,3.234,3.457,3.669,3.546,3.387,3.448,3.522
"Nov 24, 2014",3.364,3.363,3.314,3.489,3.1,3.362,3.194,3.371,3.178,3.406,3.428,3.899,3.46,3.513,3.62,3.035,3.358,3.345,3.36,3.445,,3.454,3.211,3.427,3.552,3.476,3.313,3.407,3.493
"Dec 01, 2014",3.325,3.325,3.277,3.427,3.074,3.337,3.177,3.328,3.121,3.366,3.41,3.892,3.446,3.475,3.573,2.999,3.33,3.34,3.328,3.374,,3.393,3.065,3.356,3.505,3.381,3.164,3.32,3.391
"Dec 08, 2014",3.22,3.22,3.187,3.346,3.006,3.224,3.124,3.187,3.05,3.248,3.316,3.726,3.377,3.368,3.453,2.868,3.273,3.274,3.273,3.17,,3.15,2.725,3.242,3.27,3.158,2.98,3.091,3.068
"Dec 15, 2014",3.142,3.142,3.114,3.245,2.918,3.177,3.065,3.104,3.006,3.166,3.266,3.601,3.327,3.298,3.373,2.772,3.224,3.224,3.224,2.924,,2.888,2.626,2.999,2.942,2.937,2.725,2.849,2.877
"Dec 22, 2014",3.079,3.08,3.046,3.186,2.843,3.11,2.982,3.061,2.912,3.109,3.227,3.549,3.242,3.233,3.323,2.711,3.135,3.183,3.126,2.771,,2.745,2.396,2.835,2.697,2.69,2.513,2.795,2.697
"Dec 29, 2014",3.043,3.044,3.01,3.17,2.809,3.075,2.926,2.996,2.863,3.074,3.17,3.455,3.15,3.2,3.298,2.673,3.059,3.122,3.047,2.663,,2.651,2.32,2.705,2.563,2.626,2.426,2.661,2.629
"Jan 05, 2015",2.97,2.972,2.946,3.105,2.775,2.973,2.934,2.886,2.832,2.993,3.132,3.455,3.123,3.135,3.203,2.594,2.977,2.986,2.975,2.533,,2.553,2.216,2.556,2.41,2.479,2.318,2.512,2.455
"Jan 12, 2015",2.91,2.912,2.878,3.003,2.692,2.923,2.916,2.819,2.76,2.94,3.086,3.444,3.04,3.063,3.134,2.577,2.946,2.927,2.949,2.426,,2.416,2.129,2.493,2.275,2.326,2.248,2.383,2.352
"Jan 19, 2015",2.835,2.837,2.803,2.93,2.64,2.84,2.809,2.729,2.74,2.865,3.018,3.32,2.99,2.991,3.054,2.504,2.872,2.853,2.876,2.359,,2.327,2.029,2.433,2.219,2.254,2.101,2.412,2.276
"Jan 26, 2015",2.817,2.819,2.788,2.919,2.608,2.83,2.816,2.726,2.671,2.844,3.002,3.304,2.935,2.967,3.036,2.487,2.858,2.778,2.873,2.337,,2.303,2.052,2.38,2.282,2.232,2.087,2.451,2.306
"Feb 02, 2015",2.8,2.802,2.776,2.912,2.593,2.823,2.737,2.796,2.612,2.824,2.932,3.304,2.905,2.97,3.014,2.461,2.85,2.743,2.87,2.361,,2.341,2.094,2.388,2.362,2.241,2.098,2.464,2.325
"Feb 09, 2015",2.911,2.913,2.87,3.017,2.607,2.952,2.793,2.984,2.67,2.949,2.986,3.488,2.97,3.041,3.123,2.65,2.861,2.778,2.876,2.442,,2.433,2.233,2.454,2.426,2.313,2.264,2.535,2.423
"Feb 16, 2015",3.038,3.04,2.994,3.176,2.716,3.121,2.771,3.111,2.771,3.081,3.054,3.595,3.021,3.159,3.296,2.748,2.885,2.829,2.895,2.558,,2.545,2.327,2.595,2.553,2.371,2.294,2.615,2.517
"Feb 23, 2015",3.186,3.188,3.154,3.33,2.827,3.299,2.903,3.338,2.962,3.222,3.2,3.727,3.1,3.321,3.423,2.909,2.889,2.845,2.897,2.58,,2.548,2.335,2.623,2.612,2.434,2.317,2.649,2.566
"Mar 02, 2015",3.288,3.291,3.257,3.483,2.92,3.397,3.012,3.368,3.028,3.324,3.298,3.758,3.192,3.396,3.507,3.054,2.888,2.879,2.89,2.619,,2.582,2.386,2.677,2.651,2.462,2.408,2.672,2.584
"Mar 09, 2015",3.207,3.21,3.176,3.388,2.88,3.298,2.986,3.223,2.966,3.242,3.243,3.755,3.217,3.38,3.43,2.913,2.885,2.888,2.885,2.598,,2.56,2.299,2.666,2.598,2.471,2.384,2.632,2.546
"Mar 16, 2015",3.033,3.035,3,3.18,2.776,3.078,2.937,2.929,2.857,3.066,3.122,3.424,3.13,3.18,3.273,2.702,2.876,2.851,2.881,2.54,,2.483,2.203,2.625,2.56,2.38,2.267,2.586,2.503
"Mar 23, 2015",2.928,2.93,2.897,3.079,2.669,2.965,2.839,2.84,2.757,2.959,3.064,3.33,3.028,3.09,3.152,2.604,2.847,2.826,2.851,2.488,,2.432,2.175,2.575,2.492,2.321,2.247,2.542,2.435
"Mar 30, 2015",2.887,2.889,2.843,3,2.629,2.903,2.814,2.802,2.713,2.929,3.003,3.326,2.954,3.028,3.131,2.583,2.834,2.793,2.842,2.419,,2.402,2.153,2.443,2.428,2.296,2.223,2.481,2.416
"Oct 05, 2015",2.422,2.423,2.359,2.534,2.062,2.416,2.278,2.518,2.221,2.486,2.533,3.203,2.564,2.506,2.707,2.146,2.389,2.379,2.389,2.347,,2.352,2.053,2.214,2.452,2.096,2.085,2.365,2.31
"Oct 12, 2015",2.44,2.441,2.374,2.547,2.091,2.433,2.268,2.537,2.245,2.506,2.537,3.138,2.537,2.523,2.718,2.193,2.393,2.36,2.394,2.422,,2.544,2.096,2.334,2.584,2.169,2.126,2.385,2.49
"Oct 19, 2015",2.429,2.43,2.368,2.536,2.089,2.426,2.291,2.51,2.226,2.491,2.541,3.127,2.527,2.519,2.704,2.169,2.378,2.35,2.379,2.37,,2.478,2.027,2.268,2.537,2.222,2.114,2.34,2.428
"Oct 26, 2015",2.422,2.424,2.367,2.531,2.115,2.425,2.275,2.508,2.188,2.482,2.522,3.143,2.527,2.483,2.713,2.145,2.363,2.363,2.363,2.273,,2.365,1.992,2.16,2.523,2.187,2.074,2.249,2.292
"Nov 02, 2015",2.425,2.427,2.368,2.534,2.091,2.439,2.275,2.512,2.189,2.489,2.532,3.234,2.549,2.479,2.709,2.167,2.356,2.358,2.356,2.284,,2.334,1.994,2.174,2.63,2.164,2.04,2.276,2.334
"Nov 09, 2015",2.429,2.432,2.374,2.557,2.103,2.435,2.279,2.507,2.172,2.493,2.523,3.242,2.547,2.492,2.718,2.164,2.35,2.344,2.35,2.246,,2.318,2.004,2.165,2.545,2.172,2.045,2.225,2.288
"Nov 16, 2015",2.398,2.402,2.347,2.511,2.097,2.411,2.245,2.458,2.2,2.458,2.518,3.145,2.497,2.5,2.668,2.134,2.337,2.338,2.337,2.155,,2.213,2.025,2.04,2.2,2.151,2.06,2.142,2.24
"Nov 23, 2015",2.375,2.381,2.316,2.473,2.073,2.369,2.245,2.428,2.158,2.447,2.499,3.154,2.515,2.517,2.663,2.096,2.309,2.325,2.309,2.045,,2.104,1.937,1.998,2.109,2.111,2.064,2.023,2.159
"Nov 30, 2015",2.361,2.366,2.314,2.475,2.051,2.38,2.24,2.419,2.151,2.422,2.475,3.071,2.522,2.507,2.625,2.077,2.289,2.319,2.288,2.02,,2.076,1.853,1.983,1.933,2.068,1.978,2,2.107
"Dec 07, 2015",2.332,2.338,2.279,2.425,2.032,2.345,2.201,2.386,2.136,2.398,2.456,3.045,2.508,2.49,2.6,2.05,2.273,2.289,2.273,1.962,,2.007,1.781,1.884,1.857,2.022,1.978,1.952,2.012
"Dec 14, 2015",2.255,2.262,2.19,2.3,1.975,2.248,2.162,2.311,2.003,2.329,2.401,3.022,2.469,2.401,2.543,1.965,2.253,2.274,2.252,1.889,,1.936,1.702,1.806,1.819,1.912,1.956,1.879,1.948
"Dec 21, 2015",2.21,2.216,2.154,2.28,1.922,2.205,2.146,2.246,1.996,2.274,2.392,2.961,2.443,2.346,2.492,1.895,2.222,2.242,2.221,1.834,,1.857,1.652,1.781,1.798,1.845,1.86,1.834,1.79
"Dec 28, 2015",2.175,2.182,2.132,2.279,1.902,2.184,2.123,2.163,1.977,2.225,2.361,2.943,2.394,2.338,2.405,1.88,2.215,2.264,2.214,1.804,,1.844,1.559,1.787,1.786,1.776,1.748,1.794,1.756
"Jan 04, 2016",2.182,2.188,2.133,2.282,1.898,2.184,2.112,2.202,1.96,2.242,2.361,2.893,2.37,2.303,2.454,1.884,2.156,2.191,2.155,1.816,,1.851,1.554,1.773,1.768,1.738,1.667,1.81,1.798
"Jan 11, 2016",2.164,2.17,2.103,2.249,1.883,2.16,2.069,2.176,1.887,2.236,2.343,2.894,2.349,2.311,2.455,1.867,2.133,2.154,2.132,1.777,,1.797,1.525,1.757,1.757,1.698,1.602,1.775,1.74
"Jan 18, 2016",2.114,2.121,2.052,2.185,1.848,2.099,2.047,2.114,1.844,2.185,2.3,2.893,2.323,2.247,2.424,1.789,2.119,2.085,2.12,1.685,,1.724,1.414,1.72,1.678,1.659,1.546,1.669,1.671
"Jan 25, 2016",2.066,2.072,2.012,2.132,1.795,2.079,2.011,2.065,1.804,2.126,2.252,2.713,2.225,2.176,2.352,1.76,2.1,2.055,2.101,1.68,,1.705,1.433,1.713,1.632,1.626,1.492,1.67,1.664
"Feb 01, 2016",2.082,2.088,2.014,2.134,1.79,2.083,2.011,2.071,1.82,2.158,2.288,2.726,2.259,2.153,2.394,1.8,2.076,2.075,2.076,1.723,,1.754,1.471,1.633,1.704,1.62,1.513,1.725,1.706
"Feb 08, 2016",2.092,2.099,2.021,2.168,1.784,2.081,2.01,2.079,1.811,2.173,2.253,2.723,2.255,2.169,2.416,1.811,2.073,2.085,2.073,1.716,,1.755,1.458,1.637,1.716,1.591,1.514,1.712,1.711
"Feb 15, 2016",2.103,2.109,2.044,2.19,1.783,2.116,2.032,2.137,1.799,2.176,2.291,2.733,2.239,2.211,2.399,1.827,2.047,2.051,2.047,1.708,,1.754,1.482,1.642,1.69,1.591,1.499,1.7,1.699
"Feb 22, 2016",2.094,2.1,2.043,2.192,1.779,2.133,2.013,2.111,1.795,2.158,2.281,2.74,2.235,2.216,2.378,1.803,2.035,2.044,2.035,1.723,,1.759,1.48,1.641,1.687,1.623,1.495,1.722,1.709
"Feb 29, 2016",2.089,2.095,2.034,2.209,1.75,2.115,2.01,2.093,1.789,2.157,2.282,2.734,2.248,2.218,2.365,1.813,2.036,2.023,2.036,1.74,,1.777,1.508,1.65,1.732,1.64,1.528,1.738,1.728
"Mar 07, 2016",2.096,2.101,2.039,2.199,1.747,2.126,1.993,2.123,1.851,2.163,2.288,2.735,2.227,2.226,2.369,1.826,2.061,2.036,2.062,1.772,,1.797,1.61,1.768,1.823,1.647,1.607,1.765,1.778
"Mar 14, 2016",2.122,2.127,2.061,2.237,1.774,2.14,1.995,2.157,1.851,2.195,2.314,2.752,2.216,2.261,2.405,1.861,2.048,2.044,2.048,1.821,,1.862,1.66,1.833,1.891,1.743,1.674,1.805,1.84
"Mar 21, 2016",2.132,2.137,2.07,2.238,1.788,2.157,1.995,2.178,1.85,2.206,2.322,2.724,2.256,2.273,2.411,1.873,2.053,2.047,2.053,1.845,,1.881,1.677,1.87,1.896,1.752,1.675,1.828,1.876
"Mar 28, 2016",2.131,2.136,2.068,2.233,1.792,2.155,1.993,2.169,1.849,2.206,2.305,2.834,2.249,2.294,2.407,1.873,2.046,2.039,2.046,1.849,,1.881,1.655,1.868,1.876,1.749,1.669,1.836,1.863
