Dependency=County	Dependency=Geometry Building Type RECS	Dependency=Vacancy Status	Option=No	Option=Yes	source_count	source_weight	sampling_probability
AL, Hale County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	6.99774e-07
AL, Hale County	Multi-Family with 5+ Units	Occupied	1	0	0	67	2.62798e-06
AL, Hale County	Multi-Family with 5+ Units	Vacant	1	0	0	67	6.72156e-07
AL, Hale County	Single-Family Attached	Occupied	1	0	0	67	3.22006e-07
AL, Hale County	Single-Family Attached	Vacant	1	0	0	67	1.00201e-07
AL, Hale County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	2.67226e-05
AL, Hale County	Single-Family Detached	Vacant	1	0	0	67	7.84234e-06
AL, Henry County	Mobile Home	Occupied	1	0	0	67	8.48473e-06
AL, Henry County	Mobile Home	Vacant	1	0	0	67	2.98675e-06
AL, Henry County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	3.26289e-06
AL, Henry County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	8.48698e-07
AL, Henry County	Multi-Family with 5+ Units	Occupied	1	0	0	67	3.24174e-06
AL, Henry County	Multi-Family with 5+ Units	Vacant	1	0	0	67	7.4754e-07
AL, Henry County	Single-Family Attached	Occupied	1	0	0	67	1.00793e-06
AL, Henry County	Single-Family Attached	Vacant	1	0	0	67	1.35406e-07
AL, Henry County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	4.01725e-05
AL, Henry County	Single-Family Detached	Vacant	1	0	0	67	6.29586e-06
AL, Houston County	Mobile Home	Occupied	1	0	0	67	4.39738e-05
AL, Houston County	Mobile Home	Vacant	1	0	0	67	1.54794e-05
AL, Houston County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	1.69106e-05
AL, Houston County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	4.39854e-06
AL, Houston County	Multi-Family with 5+ Units	Occupied	1	0	0	67	1.6801e-05
AL, Houston County	Multi-Family with 5+ Units	Vacant	1	0	0	67	3.87427e-06
AL, Houston County	Single-Family Attached	Occupied	1	0	0	67	5.22381e-06
AL, Houston County	Single-Family Attached	Vacant	1	0	0	67	7.01766e-07
AL, Houston County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	0.000208202
AL, Houston County	Single-Family Detached	Vacant	1	0	0	67	3.26295e-05
AL, Jackson County	Mobile Home	Occupied	1	0	0	67	2.68692e-05
AL, Jackson County	Mobile Home	Vacant	1	0	0	67	1.09071e-05
AL, Jackson County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	7.85089e-06
AL, Jackson County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	8.24582e-07
AL, Jackson County	Multi-Family with 5+ Units	Occupied	1	0	0	67	5.03645e-06
AL, Jackson County	Multi-Family with 5+ Units	Vacant	1	0	0	67	1.18523e-06
AL, Jackson County	Single-Family Attached	Occupied	1	0	0	67	1.80151e-06
AL, Jackson County	Single-Family Attached	Vacant	1	0	0	67	5.20122e-08
AL, Jackson County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	0.000108283
AL, Jackson County	Single-Family Detached	Vacant	1	0	0	67	2.31512e-05
AL, Jefferson County	Mobile Home	Occupied	1	0	0	67	6.56366e-05
AL, Jefferson County	Mobile Home	Vacant	1	0	0	67	9.3497e-06
AL, Jefferson County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	8.94258e-05
AL, Jefferson County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	1.95949e-05
AL, Jefferson County	Multi-Family with 5+ Units	Occupied	1	0	0	67	0.000362085
AL, Jefferson County	Multi-Family with 5+ Units	Vacant	1	0	0	67	8.1335e-05
AL, Jefferson County	Single-Family Attached	Occupied	1	0	0	67	4.7747e-05
AL, Jefferson County	Single-Family Attached	Vacant	1	0	0	67	7.1237e-06
AL, Jefferson County	Single-Family Detached	Occupied	0.999951	4.87778e-05	14.89	305262	0.0014031
AL, Jefferson County	Single-Family Detached	Vacant	1	0	0	67	0.000206084
AL, Lamar County	Mobile Home	Occupied	1	0	0	67	1.0518e-05
AL, Lamar County	Mobile Home	Vacant	1	0	0	67	3.00122e-06
AL, Lamar County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	2.9348e-06
AL, Lamar County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	2.53872e-07
AL, Lamar County	Multi-Family with 5+ Units	Occupied	1	0	0	67	1.7779e-06
AL, Lamar County	Multi-Family with 5+ Units	Vacant	1	0	0	67	3.76801e-07
AL, Lamar County	Single-Family Attached	Occupied	1	0	0	67	2.75071e-07
AL, Lamar County	Single-Family Attached	Vacant	1	0	0	67	5.8023e-08
AL, Lamar County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	2.98163e-05
AL, Lamar County	Single-Family Detached	Vacant	1	0	0	67	5.98897e-06
AL, Lauderdale County	Mobile Home	Occupied	1	0	0	67	2.63218e-05
AL, Lauderdale County	Mobile Home	Vacant	1	0	0	67	6.58559e-06
AL, Lauderdale County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	1.68898e-05
AL, Lauderdale County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	2.8918e-06
AL, Lauderdale County	Multi-Family with 5+ Units	Occupied	1	0	0	67	2.3185e-05
AL, Lauderdale County	Multi-Family with 5+ Units	Vacant	1	0	0	67	5.22173e-06
AL, Lauderdale County	Single-Family Attached	Occupied	1	0	0	67	1.89987e-06
AL, Lauderdale County	Single-Family Attached	Vacant	1	0	0	67	3.52671e-07
AL, Lauderdale County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	0.000216207
AL, Lauderdale County	Single-Family Detached	Vacant	1	0	0	67	3.30859e-05
AL, Lawrence County	Mobile Home	Occupied	1	0	0	67	1.24682e-05
AL, Lawrence County	Mobile Home	Vacant	1	0	0	67	2.77549e-06
AL, Lawrence County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	3.54078e-06
AL, Lawrence County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	7.8668e-07
AL, Lawrence County	Multi-Family with 5+ Units	Occupied	1	0	0	67	7.17337e-06
AL, Lawrence County	Multi-Family with 5+ Units	Vacant	1	0	0	67	1.56467e-06
AL, Lawrence County	Single-Family Attached	Occupied	1	0	0	67	2.66652e-06
AL, Lawrence County	Single-Family Attached	Vacant	1	0	0	67	1.01199e-07
AL, Lawrence County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	7.61603e-05
AL, Lawrence County	Single-Family Detached	Vacant	1	0	0	67	6.72055e-06
AL, Lee County	Mobile Home	Occupied	1	0	0	67	6.96815e-05
AL, Lee County	Mobile Home	Vacant	1	0	0	67	1.1844e-05
AL, Lee County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	3.31578e-05
AL, Lee County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	3.93118e-06
AL, Lee County	Multi-Family with 5+ Units	Occupied	1	0	0	67	6.20459e-05
AL, Lee County	Multi-Family with 5+ Units	Vacant	1	0	0	67	1.59941e-05
AL, Lee County	Single-Family Attached	Occupied	1	0	0	67	1.34136e-05
AL, Lee County	Single-Family Attached	Vacant	1	0	0	67	5.54347e-07
AL, Lee County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	0.000257129
AL, Lee County	Single-Family Detached	Vacant	1	0	0	67	2.54392e-05
AL, Limestone County	Mobile Home	Occupied	1	0	0	67	2.57901e-05
AL, Limestone County	Mobile Home	Vacant	1	0	0	67	3.70695e-06
AL, Limestone County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	5.49654e-06
AL, Limestone County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	7.68429e-07
AL, Limestone County	Multi-Family with 5+ Units	Occupied	1	0	0	67	1.16087e-05
AL, Limestone County	Multi-Family with 5+ Units	Vacant	1	0	0	67	9.05816e-07
AL, Limestone County	Single-Family Attached	Occupied	1	0	0	67	2.40297e-06
AL, Limestone County	Single-Family Attached	Vacant	1	0	0	67	4.13972e-07
AL, Limestone County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	0.000198074
AL, Limestone County	Single-Family Detached	Vacant	1	0	0	67	1.74286e-05
AL, Lowndes County	Mobile Home	Occupied	1	0	0	67	5.90606e-06
AL, Lowndes County	Mobile Home	Vacant	1	0	0	67	1.09161e-06
AL, Lowndes County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	8.88263e-07
AL, Lowndes County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	9.25066e-08
AL, Lowndes County	Multi-Family with 5+ Units	Occupied	1	0	0	67	1.51015e-06
AL, Lowndes County	Multi-Family with 5+ Units	Vacant	1	0	0	67	2.55808e-07
AL, Lowndes County	Single-Family Attached	Occupied	1	0	0	67	3.55614e-07
AL, Lowndes County	Single-Family Attached	Vacant	1	0	0	67	4.12558e-08
AL, Lowndes County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	2.49303e-05
AL, Lowndes County	Single-Family Detached	Vacant	1	0	0	67	3.06957e-06
AL, Macon County	Mobile Home	Occupied	1	0	0	67	1.3555e-05
AL, Macon County	Mobile Home	Vacant	1	0	0	67	3.31937e-06
AL, Macon County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	4.79162e-06
AL, Macon County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	1.5373e-06
AL, Macon County	Multi-Family with 5+ Units	Occupied	1	0	0	67	5.18104e-06
AL, Macon County	Multi-Family with 5+ Units	Vacant	1	0	0	67	1.18647e-06
AL, Macon County	Single-Family Attached	Occupied	1	0	0	67	7.49605e-07
AL, Macon County	Single-Family Attached	Vacant	1	0	0	67	0
AL, Macon County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	3.77571e-05
AL, Macon County	Single-Family Detached	Vacant	1	0	0	67	8.65508e-06
AL, Madison County	Mobile Home	Occupied	1	0	0	67	5.098e-05
AL, Madison County	Mobile Home	Vacant	1	0	0	67	7.31143e-06
AL, Madison County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	5.65621e-05
AL, Madison County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	1.20254e-05
AL, Madison County	Multi-Family with 5+ Units	Occupied	1	0	0	67	0.0001525
AL, Madison County	Multi-Family with 5+ Units	Vacant	1	0	0	67	2.90348e-05
AL, Madison County	Single-Family Attached	Occupied	1	0	0	67	1.73718e-05
AL, Madison County	Single-Family Attached	Vacant	1	0	0	67	1.35172e-06
AL, Madison County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	0.000767798
AL, Madison County	Single-Family Detached	Vacant	1	0	0	67	6.6412e-05
AL, Marengo County	Mobile Home	Occupied	1	0	0	67	1.41002e-05
AL, Marengo County	Mobile Home	Vacant	1	0	0	67	5.73257e-06
AL, Marengo County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	4.80516e-06
AL, Marengo County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	9.33154e-07
AL, Marengo County	Multi-Family with 5+ Units	Occupied	1	0	0	67	3.50443e-06
AL, Marengo County	Multi-Family with 5+ Units	Vacant	1	0	0	67	8.96324e-07
AL, Marengo County	Single-Family Attached	Occupied	1	0	0	67	4.29398e-07
AL, Marengo County	Single-Family Attached	Vacant	1	0	0	67	1.33619e-07
AL, Marengo County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	3.56348e-05
AL, Marengo County	Single-Family Detached	Vacant	1	0	0	67	1.04578e-05
AL, Marion County	Mobile Home	Occupied	1	0	0	67	1.82354e-05
AL, Marion County	Mobile Home	Vacant	1	0	0	67	5.1321e-06
AL, Marion County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	5.82268e-06
AL, Marion County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	6.13785e-07
AL, Marion County	Multi-Family with 5+ Units	Occupied	1	0	0	67	4.52415e-06
AL, Marion County	Multi-Family with 5+ Units	Vacant	1	0	0	67	9.82531e-07
AL, Marion County	Single-Family Attached	Occupied	1	0	0	67	5.70125e-07
AL, Marion County	Single-Family Attached	Vacant	1	0	0	67	1.16561e-07
AL, Marion County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	6.2589e-05
AL, Marion County	Single-Family Detached	Vacant	1	0	0	67	1.17759e-05
AL, Marshall County	Mobile Home	Occupied	1	0	0	67	3.00703e-05
AL, Marshall County	Mobile Home	Vacant	1	0	0	67	7.91754e-06
AL, Marshall County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	1.20674e-05
AL, Marshall County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	9.80512e-07
AL, Marshall County	Multi-Family with 5+ Units	Occupied	1	0	0	67	9.51375e-06
AL, Marshall County	Multi-Family with 5+ Units	Vacant	1	0	0	67	1.53653e-06
AL, Marshall County	Single-Family Attached	Occupied	1	0	0	67	1.26824e-06
AL, Marshall County	Single-Family Attached	Vacant	1	0	0	67	3.81955e-07
AL, Marshall County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	0.000210791
AL, Marshall County	Single-Family Detached	Vacant	1	0	0	67	2.83798e-05
AL, Mobile County	Mobile Home	Occupied	1	0	0	67	7.76987e-05
AL, Mobile County	Mobile Home	Vacant	1	0	0	67	1.90867e-05
AL, Mobile County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	4.56597e-05
AL, Mobile County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	1.62265e-05
AL, Mobile County	Multi-Family with 5+ Units	Occupied	1	0	0	67	0.000132034
AL, Mobile County	Multi-Family with 5+ Units	Vacant	1	0	0	67	3.67279e-05
AL, Mobile County	Single-Family Attached	Occupied	1	0	0	67	1.13408e-05
AL, Mobile County	Single-Family Attached	Vacant	1	0	0	67	1.36426e-06
AL, Mobile County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	0.000895615
AL, Mobile County	Single-Family Detached	Vacant	1	0	0	67	0.000127536
AL, Monroe County	Mobile Home	Occupied	1	0	0	67	1.61421e-05
AL, Monroe County	Mobile Home	Vacant	1	0	0	67	5.73325e-06
AL, Monroe County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	2.81446e-06
AL, Monroe County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	5.39133e-07
AL, Monroe County	Multi-Family with 5+ Units	Occupied	1	0	0	67	3.45513e-06
AL, Monroe County	Multi-Family with 5+ Units	Vacant	1	0	0	67	3.32781e-07
AL, Monroe County	Single-Family Attached	Occupied	1	0	0	67	3.30216e-07
AL, Monroe County	Single-Family Attached	Vacant	1	0	0	67	8.42163e-08
AL, Monroe County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	4.15463e-05
AL, Monroe County	Single-Family Detached	Vacant	1	0	0	67	1.36594e-05
AL, Montgomery County	Mobile Home	Occupied	1	0	0	67	2.83561e-05
AL, Montgomery County	Mobile Home	Vacant	1	0	0	67	5.4968e-06
AL, Montgomery County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	3.59598e-05
AL, Montgomery County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	9.11064e-06
AL, Montgomery County	Multi-Family with 5+ Units	Occupied	1	0	0	67	0.000104584
AL, Montgomery County	Multi-Family with 5+ Units	Vacant	1	0	0	67	2.11833e-05
AL, Montgomery County	Single-Family Attached	Occupied	1	0	0	67	1.51261e-05
AL, Montgomery County	Single-Family Attached	Vacant	1	0	0	67	3.94176e-06
AL, Montgomery County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	0.000495743
AL, Montgomery County	Single-Family Detached	Vacant	1	0	0	67	5.80099e-05
AL, Morgan County	Mobile Home	Occupied	1	0	0	67	4.23159e-05
AL, Morgan County	Mobile Home	Vacant	1	0	0	67	9.41977e-06
AL, Morgan County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	1.20171e-05
AL, Morgan County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	2.66992e-06
AL, Morgan County	Multi-Family with 5+ Units	Occupied	1	0	0	67	2.43458e-05
AL, Morgan County	Multi-Family with 5+ Units	Vacant	1	0	0	67	5.31034e-06
AL, Morgan County	Single-Family Attached	Occupied	1	0	0	67	9.04992e-06
AL, Morgan County	Single-Family Attached	Vacant	1	0	0	67	3.4346e-07
AL, Morgan County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	0.000258481
AL, Morgan County	Single-Family Detached	Vacant	1	0	0	67	2.28089e-05
AL, Perry County	Mobile Home	Occupied	1	0	0	67	6.4824e-06
AL, Perry County	Mobile Home	Vacant	1	0	0	67	2.63548e-06
AL, Perry County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	2.20911e-06
AL, Perry County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	4.29005e-07
AL, Perry County	Multi-Family with 5+ Units	Occupied	1	0	0	67	1.61112e-06
AL, Perry County	Multi-Family with 5+ Units	Vacant	1	0	0	67	4.12073e-07
AL, Perry County	Single-Family Attached	Occupied	1	0	0	67	1.9741e-07
AL, Perry County	Single-Family Attached	Vacant	1	0	0	67	6.14296e-08
AL, Perry County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	1.63826e-05
AL, Perry County	Single-Family Detached	Vacant	1	0	0	67	4.80784e-06
AL, Pickens County	Mobile Home	Occupied	1	0	0	67	1.17398e-05
AL, Pickens County	Mobile Home	Vacant	1	0	0	67	2.00126e-06
AL, Pickens County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	1.46672e-06
AL, Pickens County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	7.37142e-08
AL, Pickens County	Multi-Family with 5+ Units	Occupied	1	0	0	67	2.28093e-06
AL, Pickens County	Multi-Family with 5+ Units	Vacant	1	0	0	67	1.93299e-08
AL, Pickens County	Single-Family Attached	Occupied	1	0	0	67	1.96571e-07
AL, Pickens County	Single-Family Attached	Vacant	1	0	0	67	0
AL, Pickens County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	4.61262e-05
AL, Pickens County	Single-Family Detached	Vacant	1	0	0	67	7.02548e-06
AL, Pike County	Mobile Home	Occupied	1	0	0	67	2.08643e-05
AL, Pike County	Mobile Home	Vacant	1	0	0	67	5.10926e-06
AL, Pike County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	7.3754e-06
AL, Pike County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	2.36626e-06
AL, Pike County	Multi-Family with 5+ Units	Occupied	1	0	0	67	7.9748e-06
AL, Pike County	Multi-Family with 5+ Units	Vacant	1	0	0	67	1.82625e-06
AL, Pike County	Single-Family Attached	Occupied	1	0	0	67	1.15381e-06
AL, Pike County	Single-Family Attached	Vacant	1	0	0	67	0
AL, Pike County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	5.81168e-05
AL, Pike County	Single-Family Detached	Vacant	1	0	0	67	1.33221e-05
AL, Randolph County	Mobile Home	Occupied	1	0	0	67	1.57264e-05
AL, Randolph County	Mobile Home	Vacant	1	0	0	67	5.43176e-06
AL, Randolph County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	3.73778e-06
AL, Randolph County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	5.84282e-07
AL, Randolph County	Multi-Family with 5+ Units	Occupied	1	0	0	67	2.91672e-06
AL, Randolph County	Multi-Family with 5+ Units	Vacant	1	0	0	67	9.34529e-07
AL, Randolph County	Single-Family Attached	Occupied	1	0	0	67	4.59193e-07
AL, Randolph County	Single-Family Attached	Vacant	1	0	0	67	9.34462e-08
AL, Randolph County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	4.81099e-05
AL, Randolph County	Single-Family Detached	Vacant	1	0	0	67	1.16125e-05
AL, Russell County	Mobile Home	Occupied	1	0	0	67	3.54313e-05
AL, Russell County	Mobile Home	Vacant	1	0	0	67	8.67642e-06
AL, Russell County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	1.25247e-05
AL, Russell County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	4.01832e-06
AL, Russell County	Multi-Family with 5+ Units	Occupied	1	0	0	67	1.35426e-05
AL, Russell County	Multi-Family with 5+ Units	Vacant	1	0	0	67	3.10129e-06
AL, Russell County	Single-Family Attached	Occupied	1	0	0	67	1.95938e-06
AL, Russell County	Single-Family Attached	Vacant	1	0	0	67	0
AL, Russell County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	9.86924e-05
AL, Russell County	Single-Family Detached	Vacant	1	0	0	67	2.26233e-05
AL, Shelby County	Mobile Home	Occupied	1	0	0	67	3.87912e-05
AL, Shelby County	Mobile Home	Vacant	1	0	0	67	1.01814e-05
AL, Shelby County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	1.03741e-05
AL, Shelby County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	1.93234e-06
AL, Shelby County	Multi-Family with 5+ Units	Occupied	1	0	0	67	5.58162e-05
AL, Shelby County	Multi-Family with 5+ Units	Vacant	1	0	0	67	8.89268e-06
AL, Shelby County	Single-Family Attached	Occupied	1	0	0	67	3.49093e-05
AL, Shelby County	Single-Family Attached	Vacant	1	0	0	67	2.09986e-06
AL, Shelby County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	0.000431222
AL, Shelby County	Single-Family Detached	Vacant	1	0	0	67	3.34993e-05
AL, St. Clair County	Mobile Home	Occupied	1	0	0	67	5.28934e-05
AL, St. Clair County	Mobile Home	Vacant	1	0	0	67	1.17978e-05
AL, St. Clair County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	7.51245e-06
AL, St. Clair County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	3.91169e-07
AL, St. Clair County	Multi-Family with 5+ Units	Occupied	1	0	0	67	8.45472e-06
AL, St. Clair County	Multi-Family with 5+ Units	Vacant	1	0	0	67	7.69519e-07
AL, St. Clair County	Single-Family Attached	Occupied	1	0	0	67	1.81753e-06
AL, St. Clair County	Single-Family Attached	Vacant	1	0	0	67	4.13894e-07
AL, St. Clair County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	0.000165862
AL, St. Clair County	Single-Family Detached	Vacant	1	0	0	67	1.91545e-05
AL, Sumter County	Mobile Home	Occupied	1	0	0	67	9.34721e-06
AL, Sumter County	Mobile Home	Vacant	1	0	0	67	3.80019e-06
AL, Sumter County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	3.1854e-06
AL, Sumter County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	6.18599e-07
AL, Sumter County	Multi-Family with 5+ Units	Occupied	1	0	0	67	2.32313e-06
AL, Sumter County	Multi-Family with 5+ Units	Vacant	1	0	0	67	5.94184e-07
AL, Sumter County	Single-Family Attached	Occupied	1	0	0	67	2.84653e-07
AL, Sumter County	Single-Family Attached	Vacant	1	0	0	67	8.85776e-08
AL, Sumter County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	2.36227e-05
AL, Sumter County	Single-Family Detached	Vacant	1	0	0	67	6.9326e-06
AL, Talladega County	Mobile Home	Occupied	1	0	0	67	4.90051e-05
AL, Talladega County	Mobile Home	Vacant	1	0	0	67	1.6926e-05
AL, Talladega County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	67	1.16473e-05
AL, Talladega County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	67	1.82069e-06
AL, Talladega County	Multi-Family with 5+ Units	Occupied	1	0	0	67	9.08882e-06
AL, Talladega County	Multi-Family with 5+ Units	Vacant	1	0	0	67	2.91209e-06
AL, Talladega County	Single-Family Attached	Occupied	1	0	0	67	1.43089e-06
AL, Talladega County	Single-Family Attached	Vacant	1	0	0	67	2.91189e-07
AL, Talladega County	Single-Family Detached	Occupied	0.999951	4.93542e-05	109.04	2.20933e+06	0.000149916
AL, Talladega County	Single-Family Detached	Vacant	1	0	0	67	3.61857e-05
