Dependency=Location Weather	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane
TX_Corpus.Christi.Intl.AP.722510	1960s	0.35	0	0.6	0.04	0	0.01
TX_Corpus.Christi.Intl.AP.722510	1970s	0.37	0	0.58	0.03	0	0.02
TX_Corpus.Christi.Intl.AP.722510	1980s	0.44	0	0.55	0.01	0	0
TX_Corpus.Christi.Intl.AP.722510	1990s	0.43	0	0.52	0.01	0.01	0.03
TX_Corpus.Christi.Intl.AP.722510	2000s	0.4	0	0.57	0.01	0	0.02
TX_Dallas-Fort.Worth.Intl.AP.722590	<1950	0.24	0	0.64	0.04	0	0.08
TX_Dallas-Fort.Worth.Intl.AP.722590	1950s	0.26	0	0.7	0	0	0.04
TX_Dallas-Fort.Worth.Intl.AP.722590	1960s	0.35	0	0.6	0.04	0	0.01
TX_Dallas-Fort.Worth.Intl.AP.722590	1970s	0.37	0	0.58	0.03	0	0.02
TX_Dallas-Fort.Worth.Intl.AP.722590	1980s	0.44	0	0.55	0.01	0	0
TX_Dallas-Fort.Worth.Intl.AP.722590	1990s	0.43	0	0.52	0.01	0.01	0.03
TX_Dallas-Fort.Worth.Intl.AP.722590	2000s	0.4	0	0.57	0.01	0	0.02
TX_El.Paso.Intl.AP.722700	<1950	0.24	0	0.64	0.04	0	0.08
TX_El.Paso.Intl.AP.722700	1950s	0.26	0	0.7	0	0	0.04
TX_El.Paso.Intl.AP.722700	1960s	0.35	0	0.6	0.04	0	0.01
TX_El.Paso.Intl.AP.722700	1970s	0.37	0	0.58	0.03	0	0.02
TX_El.Paso.Intl.AP.722700	1980s	0.44	0	0.55	0.01	0	0
TX_El.Paso.Intl.AP.722700	1990s	0.43	0	0.52	0.01	0.01	0.03
TX_El.Paso.Intl.AP.722700	2000s	0.4	0	0.57	0.01	0	0.02
TX_Houston-Bush.Intercontinental.AP.722430	<1950	0.24	0	0.64	0.04	0	0.08
TX_Houston-Bush.Intercontinental.AP.722430	1950s	0.26	0	0.7	0	0	0.04
TX_Houston-Bush.Intercontinental.AP.722430	1960s	0.35	0	0.6	0.04	0	0.01
TX_Houston-Bush.Intercontinental.AP.722430	1970s	0.37	0	0.58	0.03	0	0.02
TX_Houston-Bush.Intercontinental.AP.722430	1980s	0.44	0	0.55	0.01	0	0
TX_Houston-Bush.Intercontinental.AP.722430	1990s	0.43	0	0.52	0.01	0.01	0.03
TX_Houston-Bush.Intercontinental.AP.722430	2000s	0.4	0	0.57	0.01	0	0.02
TX_Lubbock.Intl.AP.722670	<1950	0.24	0	0.64	0.04	0	0.08
TX_Lubbock.Intl.AP.722670	1950s	0.26	0	0.7	0	0	0.04
TX_Lubbock.Intl.AP.722670	1960s	0.35	0	0.6	0.04	0	0.01
TX_Lubbock.Intl.AP.722670	1970s	0.37	0	0.58	0.03	0	0.02
TX_Lubbock.Intl.AP.722670	1980s	0.44	0	0.55	0.01	0	0
TX_Lubbock.Intl.AP.722670	1990s	0.43	0	0.52	0.01	0.01	0.03
TX_Lubbock.Intl.AP.722670	2000s	0.4	0	0.57	0.01	0	0.02
TX_Lufkin-Angelina.Co.AP.722446	<1950	0.24	0	0.64	0.04	0	0.08
TX_Lufkin-Angelina.Co.AP.722446	1950s	0.26	0	0.7	0	0	0.04
TX_Lufkin-Angelina.Co.AP.722446	1960s	0.35	0	0.6	0.04	0	0.01
TX_Lufkin-Angelina.Co.AP.722446	1970s	0.37	0	0.58	0.03	0	0.02
TX_Lufkin-Angelina.Co.AP.722446	1980s	0.44	0	0.55	0.01	0	0
TX_Lufkin-Angelina.Co.AP.722446	1990s	0.43	0	0.52	0.01	0.01	0.03
TX_Lufkin-Angelina.Co.AP.722446	2000s	0.4	0	0.57	0.01	0	0.02
TX_Midland.Intl.AP.722650	<1950	0.24	0	0.64	0.04	0	0.08
TX_Midland.Intl.AP.722650	1950s	0.26	0	0.7	0	0	0.04
TX_Midland.Intl.AP.722650	1960s	0.35	0	0.6	0.04	0	0.01
TX_Midland.Intl.AP.722650	1970s	0.37	0	0.58	0.03	0	0.02
TX_Midland.Intl.AP.722650	1980s	0.44	0	0.55	0.01	0	0
TX_Midland.Intl.AP.722650	1990s	0.43	0	0.52	0.01	0.01	0.03
TX_Midland.Intl.AP.722650	2000s	0.4	0	0.57	0.01	0	0.02
TX_Port.Arthur-Jefferson.Co.AP.722410	<1950	0.24	0	0.64	0.04	0	0.08
TX_Port.Arthur-Jefferson.Co.AP.722410	1950s	0.26	0	0.7	0	0	0.04
TX_Port.Arthur-Jefferson.Co.AP.722410	1960s	0.35	0	0.6	0.04	0	0.01
TX_Port.Arthur-Jefferson.Co.AP.722410	1970s	0.37	0	0.58	0.03	0	0.02
TX_Port.Arthur-Jefferson.Co.AP.722410	1980s	0.44	0	0.55	0.01	0	0
TX_Port.Arthur-Jefferson.Co.AP.722410	1990s	0.43	0	0.52	0.01	0.01	0.03
TX_Port.Arthur-Jefferson.Co.AP.722410	2000s	0.4	0	0.57	0.01	0	0.02
TX_San.Angelo-Mathis.AP.722630	<1950	0.24	0	0.64	0.04	0	0.08
TX_San.Angelo-Mathis.AP.722630	1950s	0.26	0	0.7	0	0	0.04
TX_San.Angelo-Mathis.AP.722630	1960s	0.35	0	0.6	0.04	0	0.01
TX_San.Angelo-Mathis.AP.722630	1970s	0.37	0	0.58	0.03	0	0.02
TX_San.Angelo-Mathis.AP.722630	1980s	0.44	0	0.55	0.01	0	0
TX_San.Angelo-Mathis.AP.722630	1990s	0.43	0	0.52	0.01	0.01	0.03
TX_San.Angelo-Mathis.AP.722630	2000s	0.4	0	0.57	0.01	0	0.02
TX_San.Antonio.Intl.AP.722530	<1950	0.24	0	0.64	0.04	0	0.08
TX_San.Antonio.Intl.AP.722530	1950s	0.26	0	0.7	0	0	0.04
TX_San.Antonio.Intl.AP.722530	1960s	0.35	0	0.6	0.04	0	0.01
TX_San.Antonio.Intl.AP.722530	1970s	0.37	0	0.58	0.03	0	0.02
TX_San.Antonio.Intl.AP.722530	1980s	0.44	0	0.55	0.01	0	0
TX_San.Antonio.Intl.AP.722530	1990s	0.43	0	0.52	0.01	0.01	0.03
TX_San.Antonio.Intl.AP.722530	2000s	0.4	0	0.57	0.01	0	0.02
TX_Victoria.Rgnl.AP.722550	<1950	0.24	0	0.64	0.04	0	0.08
TX_Victoria.Rgnl.AP.722550	1950s	0.26	0	0.7	0	0	0.04
TX_Victoria.Rgnl.AP.722550	1960s	0.35	0	0.6	0.04	0	0.01
TX_Victoria.Rgnl.AP.722550	1970s	0.37	0	0.58	0.03	0	0.02
TX_Victoria.Rgnl.AP.722550	1980s	0.44	0	0.55	0.01	0	0
TX_Victoria.Rgnl.AP.722550	1990s	0.43	0	0.52	0.01	0.01	0.03
TX_Victoria.Rgnl.AP.722550	2000s	0.4	0	0.57	0.01	0	0.02
TX_Waco.Rgnl.AP.722560	<1950	0.24	0	0.64	0.04	0	0.08
TX_Waco.Rgnl.AP.722560	1950s	0.26	0	0.7	0	0	0.04
TX_Waco.Rgnl.AP.722560	1960s	0.35	0	0.6	0.04	0	0.01
TX_Waco.Rgnl.AP.722560	1970s	0.37	0	0.58	0.03	0	0.02
TX_Waco.Rgnl.AP.722560	1980s	0.44	0	0.55	0.01	0	0
TX_Waco.Rgnl.AP.722560	1990s	0.43	0	0.52	0.01	0.01	0.03
TX_Waco.Rgnl.AP.722560	2000s	0.4	0	0.57	0.01	0	0.02
TX_Wichita.Falls.Muni.AP.723510	<1950	0.24	0	0.64	0.04	0	0.08
TX_Wichita.Falls.Muni.AP.723510	1950s	0.26	0	0.7	0	0	0.04
TX_Wichita.Falls.Muni.AP.723510	1960s	0.35	0	0.6	0.04	0	0.01
TX_Wichita.Falls.Muni.AP.723510	1970s	0.37	0	0.58	0.03	0	0.02
TX_Wichita.Falls.Muni.AP.723510	1980s	0.44	0	0.55	0.01	0	0
TX_Wichita.Falls.Muni.AP.723510	1990s	0.43	0	0.52	0.01	0.01	0.03
TX_Wichita.Falls.Muni.AP.723510	2000s	0.4	0	0.57	0.01	0	0.02
UT_Cedar.City.Muni.AP.724755	<1950	0.08	0	0.92	0	0	0
UT_Cedar.City.Muni.AP.724755	1950s	0.2	0	0.62	0	0.18	0
UT_Cedar.City.Muni.AP.724755	1960s	0	0	1	0	0	0
UT_Cedar.City.Muni.AP.724755	1970s	0.04	0	0.81	0	0	0.15
UT_Cedar.City.Muni.AP.724755	1980s	0.3	0	0.67	0	0.02	0
UT_Cedar.City.Muni.AP.724755	1990s	0	0	0.72	0	0	0.28
UT_Cedar.City.Muni.AP.724755	2000s	0.27	0	0.57	0	0	0.16
UT_Salt.Lake.City.Intl.AP.725720	<1950	0.08	0	0.92	0	0	0
UT_Salt.Lake.City.Intl.AP.725720	1950s	0.2	0	0.62	0	0.18	0
UT_Salt.Lake.City.Intl.AP.725720	1960s	0	0	1	0	0	0
UT_Salt.Lake.City.Intl.AP.725720	1970s	0.04	0	0.81	0	0	0.15
UT_Salt.Lake.City.Intl.AP.725720	1980s	0.3	0	0.67	0	0.02	0
UT_Salt.Lake.City.Intl.AP.725720	1990s	0	0	0.72	0	0	0.28
UT_Salt.Lake.City.Intl.AP.725720	2000s	0.27	0	0.57	0	0	0.16
VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	<1950	0.31	0.22	0.2	0	0.21	0.06
VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	1950s	0.22	0	0.67	0	0	0.11
VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	1960s	0.29	0.16	0.51	0	0.05	0
VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	1970s	0.65	0.13	0.12	0	0.1	0
VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	1980s	0.59	0	0.26	0	0.15	0
VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	1990s	0.44	0	0.52	0	0	0.05
VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	2000s	0.27	0	0.7	0	0	0.03
VA_Norfolk.Intl.AP.723080	<1950	0.31	0.22	0.2	0	0.21	0.06
VA_Norfolk.Intl.AP.723080	1950s	0.22	0	0.67	0	0	0.11
VA_Norfolk.Intl.AP.723080	1960s	0.29	0.16	0.51	0	0.05	0
VA_Norfolk.Intl.AP.723080	1970s	0.65	0.13	0.12	0	0.1	0
VA_Norfolk.Intl.AP.723080	1980s	0.59	0	0.26	0	0.15	0
VA_Norfolk.Intl.AP.723080	1990s	0.44	0	0.52	0	0	0.05
VA_Norfolk.Intl.AP.723080	2000s	0.27	0	0.7	0	0	0.03
VA_Richmond.Intl.AP.724010	<1950	0.31	0.22	0.2	0	0.21	0.06
VA_Richmond.Intl.AP.724010	1950s	0.22	0	0.67	0	0	0.11
VA_Richmond.Intl.AP.724010	1960s	0.29	0.16	0.51	0	0.05	0
VA_Richmond.Intl.AP.724010	1970s	0.65	0.13	0.12	0	0.1	0
VA_Richmond.Intl.AP.724010	1980s	0.59	0	0.26	0	0.15	0
VA_Richmond.Intl.AP.724010	1990s	0.44	0	0.52	0	0	0.05
VA_Richmond.Intl.AP.724010	2000s	0.27	0	0.7	0	0	0.03
VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	<1950	0.31	0.22	0.2	0	0.21	0.06
VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	1950s	0.22	0	0.67	0	0	0.11
VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	1960s	0.29	0.16	0.51	0	0.05	0
VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	1970s	0.65	0.13	0.12	0	0.1	0
VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	1980s	0.59	0	0.26	0	0.15	0
VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	1990s	0.44	0	0.52	0	0	0.05
VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	2000s	0.27	0	0.7	0	0	0.03
VA_Sterling-Washington.Dulles.Intl.AP.724030	<1950	0.31	0.22	0.2	0	0.21	0.06
VA_Sterling-Washington.Dulles.Intl.AP.724030	1950s	0.22	0	0.67	0	0	0.11
VA_Sterling-Washington.Dulles.Intl.AP.724030	1960s	0.29	0.16	0.51	0	0.05	0
VA_Sterling-Washington.Dulles.Intl.AP.724030	1970s	0.65	0.13	0.12	0	0.1	0
VA_Sterling-Washington.Dulles.Intl.AP.724030	1980s	0.59	0	0.26	0	0.15	0
VA_Sterling-Washington.Dulles.Intl.AP.724030	1990s	0.44	0	0.52	0	0	0.05
VA_Sterling-Washington.Dulles.Intl.AP.724030	2000s	0.27	0	0.7	0	0	0.03
VT_Burlington.Intl.AP.726170	<1950	0	0.68	0.2	0	0.1	0.02
VT_Burlington.Intl.AP.726170	1950s	0.02	0.78	0.12	0	0.08	0
VT_Burlington.Intl.AP.726170	1960s	0	0.73	0.13	0	0.1	0.04
VT_Burlington.Intl.AP.726170	1970s	0.02	0.49	0.15	0	0.28	0.06
VT_Burlington.Intl.AP.726170	1980s	0.07	0.59	0.16	0	0.14	0.03
VT_Burlington.Intl.AP.726170	1990s	0	0.61	0.13	0	0.21	0.05
VT_Burlington.Intl.AP.726170	2000s	0	0.66	0.1	0	0.15	0.09
WA_Olympia.AP.727920	<1950	0.25	0.07	0.57	0	0.11	0
WA_Olympia.AP.727920	1950s	0.42	0.11	0.35	0	0.08	0.03
WA_Olympia.AP.727920	1960s	0.36	0.05	0.51	0	0.05	0.04
WA_Olympia.AP.727920	1970s	0.4	0.07	0.37	0	0.15	0
WA_Olympia.AP.727920	1980s	0.39	0	0.52	0	0.05	0.03
WA_Olympia.AP.727920	1990s	0.55	0	0.4	0	0.02	0.02
WA_Olympia.AP.727920	2000s	0.32	0	0.59	0	0.07	0.02
WA_Quillayute.State.AP.727970	<1950	0.25	0.07	0.57	0	0.11	0
WA_Quillayute.State.AP.727970	1950s	0.42	0.11	0.35	0	0.08	0.03
WA_Quillayute.State.AP.727970	1960s	0.36	0.05	0.51	0	0.05	0.04
WA_Quillayute.State.AP.727970	1970s	0.4	0.07	0.37	0	0.15	0
WA_Quillayute.State.AP.727970	1980s	0.39	0	0.52	0	0.05	0.03
WA_Quillayute.State.AP.727970	1990s	0.55	0	0.4	0	0.02	0.02
WA_Quillayute.State.AP.727970	2000s	0.32	0	0.59	0	0.07	0.02
WA_Seattle-Tacoma.Intl.AP.727930	<1950	0.25	0.07	0.57	0	0.11	0
WA_Seattle-Tacoma.Intl.AP.727930	1950s	0.42	0.11	0.35	0	0.08	0.03
WA_Seattle-Tacoma.Intl.AP.727930	1960s	0.36	0.05	0.51	0	0.05	0.04
WA_Seattle-Tacoma.Intl.AP.727930	1970s	0.4	0.07	0.37	0	0.15	0
WA_Seattle-Tacoma.Intl.AP.727930	1980s	0.39	0	0.52	0	0.05	0.03
WA_Seattle-Tacoma.Intl.AP.727930	1990s	0.55	0	0.4	0	0.02	0.02
WA_Seattle-Tacoma.Intl.AP.727930	2000s	0.32	0	0.59	0	0.07	0.02
WA_Spokane.Intl.AP.727850	<1950	0.25	0.07	0.57	0	0.11	0
WA_Spokane.Intl.AP.727850	1950s	0.42	0.11	0.35	0	0.08	0.03
WA_Spokane.Intl.AP.727850	1960s	0.36	0.05	0.51	0	0.05	0.04
WA_Spokane.Intl.AP.727850	1970s	0.4	0.07	0.37	0	0.15	0
WA_Spokane.Intl.AP.727850	1980s	0.39	0	0.52	0	0.05	0.03
WA_Spokane.Intl.AP.727850	1990s	0.55	0	0.4	0	0.02	0.02
WA_Spokane.Intl.AP.727850	2000s	0.32	0	0.59	0	0.07	0.02
WA_Yakima.Air.Terminal-McAllister.Field.727810	<1950	0.25	0.07	0.57	0	0.11	0
WA_Yakima.Air.Terminal-McAllister.Field.727810	1950s	0.42	0.11	0.35	0	0.08	0.03
WA_Yakima.Air.Terminal-McAllister.Field.727810	1960s	0.36	0.05	0.51	0	0.05	0.04
WA_Yakima.Air.Terminal-McAllister.Field.727810	1970s	0.4	0.07	0.37	0	0.15	0
WA_Yakima.Air.Terminal-McAllister.Field.727810	1980s	0.39	0	0.52	0	0.05	0.03
WA_Yakima.Air.Terminal-McAllister.Field.727810	1990s	0.55	0	0.4	0	0.02	0.02
WA_Yakima.Air.Terminal-McAllister.Field.727810	2000s	0.32	0	0.59	0	0.07	0.02
WI_Eau.Claire.County.AP.726435	<1950	0.05	0.09	0.66	0	0.13	0.07
WI_Eau.Claire.County.AP.726435	1950s	0.04	0.13	0.79	0	0	0.04
WI_Eau.Claire.County.AP.726435	1960s	0	0.06	0.89	0	0.05	0
WI_Eau.Claire.County.AP.726435	1970s	0	0	0.83	0	0.08	0.09
WI_Eau.Claire.County.AP.726435	1980s	0.06	0	0.89	0	0.05	0
WI_Eau.Claire.County.AP.726435	1990s	0.06	0	0.49	0	0.06	0.4
WI_Eau.Claire.County.AP.726435	2000s	0	0	0.82	0	0	0.18
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	<1950	0.05	0.09	0.66	0	0.13	0.07
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	1950s	0.04	0.13	0.79	0	0	0.04
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	1960s	0	0.06	0.89	0	0.05	0
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	1970s	0	0	0.83	0	0.08	0.09
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	1980s	0.06	0	0.89	0	0.05	0
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	1990s	0.06	0	0.49	0	0.06	0.4
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	2000s	0	0	0.82	0	0	0.18
WI_La.Crosse.Muni.AP.726430	<1950	0.05	0.09	0.66	0	0.13	0.07
WI_La.Crosse.Muni.AP.726430	1950s	0.04	0.13	0.79	0	0	0.04
WI_La.Crosse.Muni.AP.726430	1960s	0	0.06	0.89	0	0.05	0
WI_La.Crosse.Muni.AP.726430	1970s	0	0	0.83	0	0.08	0.09
WI_La.Crosse.Muni.AP.726430	1980s	0.06	0	0.89	0	0.05	0
WI_La.Crosse.Muni.AP.726430	1990s	0.06	0	0.49	0	0.06	0.4
WI_La.Crosse.Muni.AP.726430	2000s	0	0	0.82	0	0	0.18
WI_Madison-Dane.County.Rgnl.AP.726410	<1950	0.05	0.09	0.66	0	0.13	0.07
WI_Madison-Dane.County.Rgnl.AP.726410	1950s	0.04	0.13	0.79	0	0	0.04
WI_Madison-Dane.County.Rgnl.AP.726410	1960s	0	0.06	0.89	0	0.05	0
WI_Madison-Dane.County.Rgnl.AP.726410	1970s	0	0	0.83	0	0.08	0.09
WI_Madison-Dane.County.Rgnl.AP.726410	1980s	0.06	0	0.89	0	0.05	0
WI_Madison-Dane.County.Rgnl.AP.726410	1990s	0.06	0	0.49	0	0.06	0.4
WI_Madison-Dane.County.Rgnl.AP.726410	2000s	0	0	0.82	0	0	0.18
WI_Milwaukee-Mitchell.Intl.AP.726400	<1950	0.05	0.09	0.66	0	0.13	0.07
WI_Milwaukee-Mitchell.Intl.AP.726400	1950s	0.04	0.13	0.79	0	0	0.04
WI_Milwaukee-Mitchell.Intl.AP.726400	1960s	0	0.06	0.89	0	0.05	0
WI_Milwaukee-Mitchell.Intl.AP.726400	1970s	0	0	0.83	0	0.08	0.09
WI_Milwaukee-Mitchell.Intl.AP.726400	1980s	0.06	0	0.89	0	0.05	0
WI_Milwaukee-Mitchell.Intl.AP.726400	1990s	0.06	0	0.49	0	0.06	0.4
WI_Milwaukee-Mitchell.Intl.AP.726400	2000s	0	0	0.82	0	0	0.18
WV_Charleston-Yeager.AP.724140	<1950	0.11	0.38	0.4	0	0.11	0
WV_Charleston-Yeager.AP.724140	1950s	0.16	0.2	0.39	0	0.06	0.19
WV_Charleston-Yeager.AP.724140	1960s	0.51	0.17	0.27	0	0.05	0
WV_Charleston-Yeager.AP.724140	1970s	0.49	0.13	0.39	0	0	0
WV_Charleston-Yeager.AP.724140	1980s	0.82	0.04	0.09	0	0.04	0
WV_Charleston-Yeager.AP.724140	1990s	0.31	0.04	0.62	0	0.04	0
WV_Charleston-Yeager.AP.724140	2000s	0.47	0	0.27	0	0	0.25
WV_Elkins-Randolph.County.AP.724170	<1950	0.11	0.38	0.4	0	0.11	0
WV_Elkins-Randolph.County.AP.724170	1950s	0.16	0.2	0.39	0	0.06	0.19
WV_Elkins-Randolph.County.AP.724170	1960s	0.51	0.17	0.27	0	0.05	0
WV_Elkins-Randolph.County.AP.724170	1970s	0.49	0.13	0.39	0	0	0
WV_Elkins-Randolph.County.AP.724170	1980s	0.82	0.04	0.09	0	0.04	0
WV_Elkins-Randolph.County.AP.724170	1990s	0.31	0.04	0.62	0	0.04	0
WV_Elkins-Randolph.County.AP.724170	2000s	0.47	0	0.27	0	0	0.25
WV_Huntington-Tri.State.Walker.Long.Field.724250	<1950	0.11	0.38	0.4	0	0.11	0
WV_Huntington-Tri.State.Walker.Long.Field.724250	1950s	0.16	0.2	0.39	0	0.06	0.19
WV_Huntington-Tri.State.Walker.Long.Field.724250	1960s	0.51	0.17	0.27	0	0.05	0
WV_Huntington-Tri.State.Walker.Long.Field.724250	1970s	0.49	0.13	0.39	0	0	0
WV_Huntington-Tri.State.Walker.Long.Field.724250	1980s	0.82	0.04	0.09	0	0.04	0
WV_Huntington-Tri.State.Walker.Long.Field.724250	1990s	0.31	0.04	0.62	0	0.04	0
WV_Huntington-Tri.State.Walker.Long.Field.724250	2000s	0.47	0	0.27	0	0	0.25
WY_Casper-Natrona.County.Intl.AP.725690	<1950	0.08	0	0.92	0	0	0
WY_Casper-Natrona.County.Intl.AP.725690	1950s	0.2	0	0.62	0	0.18	0
WY_Casper-Natrona.County.Intl.AP.725690	1960s	0	0	1	0	0	0
WY_Casper-Natrona.County.Intl.AP.725690	1970s	0.04	0	0.81	0	0	0.15
WY_Casper-Natrona.County.Intl.AP.725690	1980s	0.3	0	0.67	0	0.02	0
WY_Casper-Natrona.County.Intl.AP.725690	1990s	0	0	0.72	0	0	0.28
WY_Casper-Natrona.County.Intl.AP.725690	2000s	0.27	0	0.57	0	0	0.16
WY_Cheyenne.Muni.AP.725640	<1950	0.08	0	0.92	0	0	0
WY_Cheyenne.Muni.AP.725640	1950s	0.2	0	0.62	0	0.18	0
WY_Cheyenne.Muni.AP.725640	1960s	0	0	1	0	0	0
WY_Cheyenne.Muni.AP.725640	1970s	0.04	0	0.81	0	0	0.15
WY_Cheyenne.Muni.AP.725640	1980s	0.3	0	0.67	0	0.02	0
WY_Cheyenne.Muni.AP.725640	1990s	0	0	0.72	0	0	0.28
WY_Cheyenne.Muni.AP.725640	2000s	0.27	0	0.57	0	0	0.16
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	<1950	0.08	0	0.92	0	0	0
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	1950s	0.2	0	0.62	0	0.18	0
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	1960s	0	0	1	0	0	0
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	1970s	0.04	0	0.81	0	0	0.15
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	1980s	0.3	0	0.67	0	0.02	0
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	1990s	0	0	0.72	0	0	0.28
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	2000s	0.27	0	0.57	0	0	0.16
WY_Lander-Hunt.Field.725760	<1950	0.08	0	0.92	0	0	0
WY_Lander-Hunt.Field.725760	1950s	0.2	0	0.62	0	0.18	0
WY_Lander-Hunt.Field.725760	1960s	0	0	1	0	0	0
WY_Lander-Hunt.Field.725760	1970s	0.04	0	0.81	0	0	0.15
WY_Lander-Hunt.Field.725760	1980s	0.3	0	0.67	0	0.02	0
WY_Lander-Hunt.Field.725760	1990s	0	0	0.72	0	0	0.28
WY_Lander-Hunt.Field.725760	2000s	0.27	0	0.57	0	0	0.16
WY_Sheridan.County.AP.726660	<1950	0.08	0	0.92	0	0	0
WY_Sheridan.County.AP.726660	1950s	0.2	0	0.62	0	0.18	0
WY_Sheridan.County.AP.726660	1960s	0	0	1	0	0	0
WY_Sheridan.County.AP.726660	1970s	0.04	0	0.81	0	0	0.15
WY_Sheridan.County.AP.726660	1980s	0.3	0	0.67	0	0.02	0
WY_Sheridan.County.AP.726660	1990s	0	0	0.72	0	0	0.28
WY_Sheridan.County.AP.726660	2000s	0.27	0	0.57	0	0	0.16
