Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage ACS	Option=Double, Clear, Metal, Air	Option=Double, Clear, Metal, Air, Exterior Clear Storm	Option=Double, Clear, Non-metal, Air	Option=Double, Clear, Non-metal, Air, Exterior Clear Storm	Option=Double, Low-E, Non-metal, Air, M-Gain	Option=Single, Clear, Metal	Option=Single, Clear, Metal, Exterior Clear Storm	Option=Single, Clear, Non-metal	Option=Single, Clear, Non-metal, Exterior Clear Storm	Option=Triple, Low-E, Non-metal, Air, L-Gain	Option=Void	source_count	source_weight	sampling_probability
1A	0-100%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	11	13949.5	0
1A	0-100%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.392234	0.0180526	0.0767556	0.00647695	0.0639709	0.336149	0.0154713	0.0221698	0.00102037	0.067699	0	26	0	5.99913e-06
1A	0-100%	Multi-Family with 2 - 4 Units	Renter	1980-99	0.114203	0.00525621	0.104697	0.00873601	0.0851128	0.492939	0.0226876	0.159048	0.00732019	0	0	75	13949.5	3.33982e-05
1A	100-150%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	11	9813.4	0
1A	100-150%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.392234	0.0180526	0.0767556	0.00647695	0.0639709	0.336149	0.0154713	0.0221698	0.00102037	0.067699	0	26	0	4.46828e-06
1A	100-150%	Multi-Family with 2 - 4 Units	Renter	1980-99	0.114203	0.00525621	0.104697	0.00873601	0.0851128	0.492939	0.0226876	0.159048	0.00732019	0	0	75	9813.4	2.4603e-05
1A	150-200%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	11	17322.4	0
1A	150-200%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.392234	0.0180526	0.0767556	0.00647695	0.0639709	0.336149	0.0154713	0.0221698	0.00102037	0.067699	0	26	1726.33	4.61596e-06
1A	150-200%	Multi-Family with 2 - 4 Units	Renter	1980-99	0.114203	0.00525621	0.104697	0.00873601	0.0851128	0.492939	0.0226876	0.159048	0.00732019	0	0	75	15596	2.46168e-05
1A	200-300%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	14	1417.07	0
1A	200-300%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.305286	0.0140508	0	0	0	0.58219	0.0267954	0.00471196	0.000216868	0.0667492	0	17	1160.92	1.14949e-05
1A	200-300%	Multi-Family with 2 - 4 Units	Renter	1980-99	0	0	0.20216	0.0181437	0.192053	0.486698	0.0224003	0.075089	0.00345598	0	0	15	256.15	4.32344e-05
1A	300-400%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	23	6114.62	0
1A	300-400%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.305286	0.0140508	0	0	0	0.58219	0.0267954	0.00471196	0.000216868	0.0667492	0	17	1890.51	1.06713e-05
1A	300-400%	Multi-Family with 2 - 4 Units	Renter	1980-99	0	0	0.20216	0.0181437	0.192053	0.486698	0.0224003	0.075089	0.00345598	0	0	15	4224.1	3.01675e-05
1A	400%+	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	36	16735.9	0
1A	400%+	Multi-Family with 2 - 4 Units	Owner	1980-99	0.534169	0.0245852	0.0518817	0.00367363	0.0279363	0.233659	0.0107542	0.0290391	0.00133653	0.0829655	0	13	0	3.52322e-05
1A	400%+	Multi-Family with 2 - 4 Units	Renter	1980-99	0.187008	0.00860706	0.0800638	0.0064961	0.0610789	0.485285	0.0223353	0.142498	0.00655847	7.00402e-05	0	23	16735.9	5.22757e-05
1A	Not Available	Multi-Family with 2 - 4 Units	Not Available	1980-99	0.194165	0.00893645	0.0805408	0.00717448	0.075341	0.570047	0.0262365	0.0359061	0.00165258	0	0	29	65352.8	3.62561e-05
1A	Not Available	Multi-Family with 2 - 4 Units	Owner	1980-99	0	0	0	0	0	0	0	0	0	0	1	10	4777.76	0
1A	Not Available	Multi-Family with 2 - 4 Units	Renter	1980-99	0	0	0	0	0	0	0	0	0	0	1	19	60575.1	0
1A	0-100%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	31	0	0
1A	0-100%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.331786	0.0152705	0.105158	0.0120997	0.157736	0.249455	0.0114812	0.111865	0.00514858	0	0	15	0	1.18787e-06
1A	0-100%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.328388	0.0151141	0.0388296	0.00446784	0.0582444	0.39905	0.0183663	0.131487	0.00605171	0	0	25	0	1.38614e-05
1A	100-150%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	31	0	0
1A	100-150%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.331786	0.0152705	0.105158	0.0120997	0.157736	0.249455	0.0114812	0.111865	0.00514858	0	0	15	0	1.18312e-06
1A	100-150%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.328388	0.0151141	0.0388296	0.00446784	0.0582444	0.39905	0.0183663	0.131487	0.00605171	0	0	25	0	8.63908e-06
1A	150-200%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	31	0	0
1A	150-200%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.331786	0.0152705	0.105158	0.0120997	0.157736	0.249455	0.0114812	0.111865	0.00514858	0	0	15	0	1.35079e-06
1A	150-200%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.328388	0.0151141	0.0388296	0.00446784	0.0582444	0.39905	0.0183663	0.131487	0.00605171	0	0	25	0	7.48738e-06
1A	200-300%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	33	0	0
1A	200-300%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.0289061	0.00133041	0.128759	0.0148153	0.193138	0.428207	0.0197083	0.176991	0.00814602	0	0	11	0	2.67854e-06
1A	200-300%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.0785465	0.00361511	0.0952804	0.0109632	0.142921	0.479872	0.0220862	0.12889	0.00593218	0.0318935	0	22	0	1.11745e-05
1A	300-400%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	33	0	0
1A	300-400%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.0289061	0.00133041	0.128759	0.0148153	0.193138	0.428207	0.0197083	0.176991	0.00814602	0	0	11	0	2.90559e-06
1A	300-400%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.0785465	0.00361511	0.0952804	0.0109632	0.142921	0.479872	0.0220862	0.12889	0.00593218	0.0318935	0	22	0	7.38692e-06
1A	400%+	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	28	11853.7	0
1A	400%+	Multi-Family with 2 - 4 Units	Owner	2000-09	0.331786	0.0152705	0.105158	0.0120997	0.157736	0.249455	0.0114812	0.111865	0.00514858	0	0	15	0	1.00056e-05
1A	400%+	Multi-Family with 2 - 4 Units	Renter	2000-09	0.226415	0.0104208	0.11231	0.0129227	0.168465	0.375145	0.0172661	0.0421768	0.00194119	0.0329368	0	23	11853.7	1.45332e-05
1A	Not Available	Multi-Family with 2 - 4 Units	Not Available	2000-09	0.470642	0.0216614	0.0528156	0.00607711	0.0792235	0.252482	0.0116205	0	0	0.105478	0	12	11853.7	1.2178e-05
1A	Not Available	Multi-Family with 2 - 4 Units	Owner	2000-09	0	0	0	0	0	0	0	0	0	0	1	15	0	0
1A	Not Available	Multi-Family with 2 - 4 Units	Renter	2000-09	0	0	0	0	0	0	0	0	0	0	1	57	11853.7	0
1A	0-100%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	29	0	0
1A	0-100%	Multi-Family with 2 - 4 Units	Owner	2010s	0.295313	0.0135918	0	0.0107277	0.233083	0.236752	0.0108965	0.187949	0.00865039	0.00303583	0	56	0	4.93336e-07
1A	0-100%	Multi-Family with 2 - 4 Units	Renter	2010s	0.349261	0.0160748	0	0.009074	0.197153	0.193154	0.00888992	0.216432	0.00996131	0	0	26	0	7.39956e-06
1A	100-150%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	29	0	0
1A	100-150%	Multi-Family with 2 - 4 Units	Owner	2010s	0.295313	0.0135918	0	0.0107277	0.233083	0.236752	0.0108965	0.187949	0.00865039	0.00303583	0	56	0	1.83379e-07
1A	100-150%	Multi-Family with 2 - 4 Units	Renter	2010s	0.349261	0.0160748	0	0.009074	0.197153	0.193154	0.00888992	0.216432	0.00996131	0	0	26	0	4.78427e-06
1A	150-200%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	29	0	0
1A	150-200%	Multi-Family with 2 - 4 Units	Owner	2010s	0.295313	0.0135918	0	0.0107277	0.233083	0.236752	0.0108965	0.187949	0.00865039	0.00303583	0	56	0	2.37022e-07
1A	150-200%	Multi-Family with 2 - 4 Units	Renter	2010s	0.349261	0.0160748	0	0.009074	0.197153	0.193154	0.00888992	0.216432	0.00996131	0	0	26	0	3.79396e-06
1A	200-300%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	17	1091.03	0
1A	200-300%	Multi-Family with 2 - 4 Units	Owner	2010s	0.295313	0.0135918	0	0.0107277	0.233083	0.236752	0.0108965	0.187949	0.00865039	0.00303583	0	56	0	7.79562e-07
1A	200-300%	Multi-Family with 2 - 4 Units	Renter	2010s	0.290398	0.0133656	0	0.0107044	0.232578	0.251957	0.0115964	0.181067	0.00833365	0	0	17	1091.03	5.3449e-06
1A	300-400%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	17	11942.9	0
1A	300-400%	Multi-Family with 2 - 4 Units	Owner	2010s	0.295313	0.0135918	0	0.0107277	0.233083	0.236752	0.0108965	0.187949	0.00865039	0.00303583	0	56	0	8.94392e-07
1A	300-400%	Multi-Family with 2 - 4 Units	Renter	2010s	0.290398	0.0133656	0	0.0107044	0.232578	0.251957	0.0115964	0.181067	0.00833365	0	0	17	11942.9	3.03613e-06
1A	400%+	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	23	0	0
1A	400%+	Multi-Family with 2 - 4 Units	Owner	2010s	0.295313	0.0135918	0	0.0107277	0.233083	0.236752	0.0108965	0.187949	0.00865039	0.00303583	0	56	0	4.4368e-06
1A	400%+	Multi-Family with 2 - 4 Units	Renter	2010s	0.187364	0.00862344	0	0.0132261	0.287366	0.299408	0.0137803	0.173482	0.00798453	0.00876534	0	22	0	5.04234e-06
1A	Not Available	Multi-Family with 2 - 4 Units	Not Available	2010s	0.295313	0.0135918	0	0.0107277	0.233083	0.236752	0.0108965	0.187949	0.00865039	0.00303583	0	56	13033.9	6.09626e-06
1A	Not Available	Multi-Family with 2 - 4 Units	Owner	2010s	0	0	0	0	0	0	0	0	0	0	1	56	0	0
1A	Not Available	Multi-Family with 2 - 4 Units	Renter	2010s	0	0	0	0	0	0	0	0	0	0	1	52	13033.9	0
1A	0-100%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	18	1680.78	0
1A	0-100%	Multi-Family with 2 - 4 Units	Owner	<1940	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	27	0	6.03956e-07
1A	0-100%	Multi-Family with 2 - 4 Units	Renter	<1940	0	0	0.0276644	0.00254651	0.0276644	0.659824	0.0303685	0.164911	0.00759003	0.0794317	0	15	1680.78	7.11046e-06
1A	100-150%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	18	0	0
1A	100-150%	Multi-Family with 2 - 4 Units	Owner	<1940	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	27	0	4.23067e-07
1A	100-150%	Multi-Family with 2 - 4 Units	Renter	<1940	0	0	0.0276644	0.00254651	0.0276644	0.659824	0.0303685	0.164911	0.00759003	0.0794317	0	15	0	4.0605e-06
1A	150-200%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	18	0	0
1A	150-200%	Multi-Family with 2 - 4 Units	Owner	<1940	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	27	0	3.92443e-07
1A	150-200%	Multi-Family with 2 - 4 Units	Renter	<1940	0	0	0.0276644	0.00254651	0.0276644	0.659824	0.0303685	0.164911	0.00759003	0.0794317	0	15	0	3.46646e-06
1A	200-300%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	12	314.361	0
1A	200-300%	Multi-Family with 2 - 4 Units	Owner	<1940	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	27	0	7.06152e-07
1A	200-300%	Multi-Family with 2 - 4 Units	Renter	<1940	0.110595	0.00509015	0.0540804	0.00497811	0.0540804	0.444981	0.0204803	0.249582	0.011487	0.0446463	0	22	314.361	5.54779e-06
1A	300-400%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	12	1003.8	0
1A	300-400%	Multi-Family with 2 - 4 Units	Owner	<1940	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	27	0	5.60755e-07
1A	300-400%	Multi-Family with 2 - 4 Units	Renter	<1940	0.110595	0.00509015	0.0540804	0.00497811	0.0540804	0.444981	0.0204803	0.249582	0.011487	0.0446463	0	22	1003.8	4.31551e-06
1A	400%+	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	27	0	0
1A	400%+	Multi-Family with 2 - 4 Units	Owner	<1940	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	27	0	3.316e-06
1A	400%+	Multi-Family with 2 - 4 Units	Renter	<1940	0.110595	0.00509015	0.0540804	0.00497811	0.0540804	0.444981	0.0204803	0.249582	0.011487	0.0446463	0	22	0	9.24045e-06
1A	Not Available	Multi-Family with 2 - 4 Units	Not Available	<1940	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	27	2998.94	8.41406e-06
1A	Not Available	Multi-Family with 2 - 4 Units	Owner	<1940	0	0	0	0	0	0	0	0	0	0	1	27	0	0
1A	Not Available	Multi-Family with 2 - 4 Units	Renter	<1940	0	0	0	0	0	0	0	0	0	0	1	22	2998.94	0
1A	0-100%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	18	2191.01	0
1A	0-100%	Multi-Family with 5+ Units	Owner	1940-59	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	27	0	1.1245e-05
1A	0-100%	Multi-Family with 5+ Units	Renter	1940-59	0	0	0.0276644	0.00254651	0.0276644	0.659824	0.0303685	0.164911	0.00759003	0.0794317	0	15	2191.01	7.92952e-05
1A	100-150%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	18	2375.37	0
1A	100-150%	Multi-Family with 5+ Units	Owner	1940-59	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	27	0	9.67418e-06
1A	100-150%	Multi-Family with 5+ Units	Renter	1940-59	0	0	0.0276644	0.00254651	0.0276644	0.659824	0.0303685	0.164911	0.00759003	0.0794317	0	15	2375.37	4.0816e-05
1A	150-200%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	18	0	0
1A	150-200%	Multi-Family with 5+ Units	Owner	1940-59	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	27	0	7.88913e-06
1A	150-200%	Multi-Family with 5+ Units	Renter	1940-59	0	0	0.0276644	0.00254651	0.0276644	0.659824	0.0303685	0.164911	0.00759003	0.0794317	0	15	0	3.11182e-05
1A	200-300%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	12	0	0
1A	200-300%	Multi-Family with 5+ Units	Owner	1940-59	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	27	0	1.38206e-05
1A	200-300%	Multi-Family with 5+ Units	Renter	1940-59	0.110595	0.00509015	0.0540804	0.00497811	0.0540804	0.444981	0.0204803	0.249582	0.011487	0.0446463	0	22	0	4.38889e-05
1A	300-400%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	12	356.095	0
1A	300-400%	Multi-Family with 5+ Units	Owner	1940-59	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	27	356.095	1.22217e-05
1A	300-400%	Multi-Family with 5+ Units	Renter	1940-59	0.110595	0.00509015	0.0540804	0.00497811	0.0540804	0.444981	0.0204803	0.249582	0.011487	0.0446463	0	22	0	2.76465e-05
1A	400%+	Multi-Family with 5+ Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	27	474.77	0
1A	400%+	Multi-Family with 5+ Units	Owner	1940-59	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	27	474.77	4.81398e-05
1A	400%+	Multi-Family with 5+ Units	Renter	1940-59	0.110595	0.00509015	0.0540804	0.00497811	0.0540804	0.444981	0.0204803	0.249582	0.011487	0.0446463	0	22	0	4.69027e-05
1A	Not Available	Multi-Family with 5+ Units	Not Available	1940-59	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	27	5397.24	0.000119265
1A	Not Available	Multi-Family with 5+ Units	Owner	1940-59	0	0	0	0	0	0	0	0	0	0	1	27	830.865	0
1A	Not Available	Multi-Family with 5+ Units	Renter	1940-59	0	0	0	0	0	0	0	0	0	0	1	22	4566.38	0
1A	0-100%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	11	108233	0
1A	0-100%	Multi-Family with 5+ Units	Owner	1960-79	0.220411	0.0101444	0.0517838	0.00476671	0.0517838	0.418	0.0192385	0.0901507	0.00414919	0.129572	0	33	18606	9.9875e-05
1A	0-100%	Multi-Family with 5+ Units	Renter	1960-79	0.210303	0.00967923	0	0	0	0.720146	0.0331448	0.0255508	0.00117598	0	0	10	89627.2	0.000307337
1A	100-150%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	16	3528.74	0
1A	100-150%	Multi-Family with 5+ Units	Owner	1960-79	0.220411	0.0101444	0.0517838	0.00476671	0.0517838	0.418	0.0192385	0.0901507	0.00414919	0.129572	0	33	764.783	7.38761e-05
1A	100-150%	Multi-Family with 5+ Units	Renter	1960-79	0	0	0.0360677	0.00332004	0.0360677	0.869458	0.0400169	0.0144063	0.000663053	0	0	13	2763.95	0.000193931
1A	150-200%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	11	40825.5	0
1A	150-200%	Multi-Family with 5+ Units	Owner	1960-79	0.220411	0.0101444	0.0517838	0.00476671	0.0517838	0.418	0.0192385	0.0901507	0.00414919	0.129572	0	33	15323.6	6.44113e-05
1A	150-200%	Multi-Family with 5+ Units	Renter	1960-79	0	0	0.0360677	0.00332004	0.0360677	0.869458	0.0400169	0.0144063	0.000663053	0	0	13	25501.9	0.000166237
1A	200-300%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	20	161918	0
1A	200-300%	Multi-Family with 5+ Units	Owner	1960-79	0.179985	0.00828381	0	0	0	0.529648	0.0243771	0.166384	0.00765785	0.0836647	0	19	48665.4	0.000119731
1A	200-300%	Multi-Family with 5+ Units	Renter	1960-79	0.361622	0.0166437	0	0	0	0.400741	0.0184442	0.193637	0.00891216	0	0	11	113253	0.000285066
1A	300-400%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	16	108012	0
1A	300-400%	Multi-Family with 5+ Units	Owner	1960-79	0.0350847	0.00161478	0	0	0	0.64221	0.0295578	0.139325	0.00641247	0.145795	0	10	63479.9	9.6728e-05
1A	300-400%	Multi-Family with 5+ Units	Renter	1960-79	0.452054	0.0208058	0	0	0	0.36496	0.0167973	0.138986	0.00639687	0	0	18	44531.7	0.000203163
1A	400%+	Multi-Family with 5+ Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	22	98101.9	0
1A	400%+	Multi-Family with 5+ Units	Owner	1960-79	0.361207	0.0166246	0	0	0	0.391424	0.0180154	0.0744915	0.00342848	0.134809	0	10	58089.2	0.000315049
1A	400%+	Multi-Family with 5+ Units	Renter	1960-79	0.193912	0.00892484	0.0236432	0.00217636	0.0236432	0.655711	0.0301792	0.0590904	0.00271964	0	0	12	40012.7	0.000373526
1A	Not Available	Multi-Family with 5+ Units	Not Available	1960-79	0.267894	0.0123299	0.00377533	0.00034752	0.00377533	0.551978	0.0254048	0.0966531	0.00444847	0.0333935	0	60	520619	0.000804099
1A	Not Available	Multi-Family with 5+ Units	Owner	1960-79	0	0	0	0	0	0	0	0	0	0	1	22	204929	0
1A	Not Available	Multi-Family with 5+ Units	Renter	1960-79	0	0	0	0	0	0	0	0	0	0	1	38	315690	0
1A	0-100%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	11	8962.23	0
1A	0-100%	Multi-Family with 5+ Units	Owner	1980-99	0.392234	0.0180526	0.0767556	0.00647695	0.0639709	0.336149	0.0154713	0.0221698	0.00102037	0.067699	0	26	2504.9	6.45501e-05
1A	0-100%	Multi-Family with 5+ Units	Renter	1980-99	0.114203	0.00525621	0.104697	0.00873601	0.0851128	0.492939	0.0226876	0.159048	0.00732019	0	0	75	6457.33	0.000193166
1A	100-150%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	11	0	0
1A	100-150%	Multi-Family with 5+ Units	Owner	1980-99	0.392234	0.0180526	0.0767556	0.00647695	0.0639709	0.336149	0.0154713	0.0221698	0.00102037	0.067699	0	26	0	4.38029e-05
1A	100-150%	Multi-Family with 5+ Units	Renter	1980-99	0.114203	0.00525621	0.104697	0.00873601	0.0851128	0.492939	0.0226876	0.159048	0.00732019	0	0	75	0	0.00012511
1A	150-200%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	11	17961.9	0
1A	150-200%	Multi-Family with 5+ Units	Owner	1980-99	0.392234	0.0180526	0.0767556	0.00647695	0.0639709	0.336149	0.0154713	0.0221698	0.00102037	0.067699	0	26	0	4.13942e-05
1A	150-200%	Multi-Family with 5+ Units	Renter	1980-99	0.114203	0.00525621	0.104697	0.00873601	0.0851128	0.492939	0.0226876	0.159048	0.00732019	0	0	75	17961.9	0.000114072
1A	200-300%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	10	67825	0
1A	200-300%	Multi-Family with 5+ Units	Owner	1980-99	0.305286	0.0140508	0	0	0	0.58219	0.0267954	0.00471196	0.000216868	0.0667492	0	17	24787.5	7.80758e-05
1A	200-300%	Multi-Family with 5+ Units	Renter	1980-99	0	0	0.20216	0.0181437	0.192053	0.486698	0.0224003	0.075089	0.00345598	0	0	15	43037.5	0.000194159
1A	300-400%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	23	25207.5	0
1A	300-400%	Multi-Family with 5+ Units	Owner	1980-99	0.305286	0.0140508	0	0	0	0.58219	0.0267954	0.00471196	0.000216868	0.0667492	0	17	19146.6	6.4193e-05
1A	300-400%	Multi-Family with 5+ Units	Renter	1980-99	0	0	0.20216	0.0181437	0.192053	0.486698	0.0224003	0.075089	0.00345598	0	0	15	6060.87	0.000147128
1A	400%+	Multi-Family with 5+ Units	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	36	43557.6	0
1A	400%+	Multi-Family with 5+ Units	Owner	1980-99	0.534169	0.0245852	0.0518817	0.00367363	0.0279363	0.233659	0.0107542	0.0290391	0.00133653	0.0829655	0	13	41538.7	0.000239105
1A	400%+	Multi-Family with 5+ Units	Renter	1980-99	0.187008	0.00860706	0.0800638	0.0064961	0.0610789	0.485285	0.0223353	0.142498	0.00655847	7.00402e-05	0	23	2018.85	0.000320254
1A	Not Available	Multi-Family with 5+ Units	Not Available	1980-99	0.257476	0.0118504	0.0748354	0.00655364	0.0675574	0.532859	0.0245249	0.0232722	0.0010711	0	0	20	163514	0.000480312
1A	Not Available	Multi-Family with 5+ Units	Owner	1980-99	0	0	0	0	0	0	0	0	0	0	1	10	87977.8	0
1A	Not Available	Multi-Family with 5+ Units	Renter	1980-99	0	0	0	0	0	0	0	0	0	0	1	12	75536.4	0
1A	0-100%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	31	38013.8	0
1A	0-100%	Multi-Family with 5+ Units	Owner	2000-09	0.331786	0.0152705	0.105158	0.0120997	0.157736	0.249455	0.0114812	0.111865	0.00514858	0	0	15	1967.73	1.25674e-05
1A	0-100%	Multi-Family with 5+ Units	Renter	2000-09	0.328388	0.0151141	0.0388296	0.00446784	0.0582444	0.39905	0.0183663	0.131487	0.00605171	0	0	25	36046	6.79508e-05
1A	100-150%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	31	15516.2	0
1A	100-150%	Multi-Family with 5+ Units	Owner	2000-09	0.331786	0.0152705	0.105158	0.0120997	0.157736	0.249455	0.0114812	0.111865	0.00514858	0	0	15	15516.2	6.90801e-06
1A	100-150%	Multi-Family with 5+ Units	Renter	2000-09	0.328388	0.0151141	0.0388296	0.00446784	0.0582444	0.39905	0.0183663	0.131487	0.00605171	0	0	25	0	4.3896e-05
1A	150-200%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	31	275.491	0
1A	150-200%	Multi-Family with 5+ Units	Owner	2000-09	0.331786	0.0152705	0.105158	0.0120997	0.157736	0.249455	0.0114812	0.111865	0.00514858	0	0	15	275.491	7.55281e-06
1A	150-200%	Multi-Family with 5+ Units	Renter	2000-09	0.328388	0.0151141	0.0388296	0.00446784	0.0582444	0.39905	0.0183663	0.131487	0.00605171	0	0	25	0	3.88387e-05
1A	200-300%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	33	21804.2	0
1A	200-300%	Multi-Family with 5+ Units	Owner	2000-09	0.0289061	0.00133041	0.128759	0.0148153	0.193138	0.428207	0.0197083	0.176991	0.00814602	0	0	11	4148.62	1.65323e-05
1A	200-300%	Multi-Family with 5+ Units	Renter	2000-09	0.0785465	0.00361511	0.0952804	0.0109632	0.142921	0.479872	0.0220862	0.12889	0.00593218	0.0318935	0	22	17655.6	7.03162e-05
