Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Foundation Type	Dependency=Geometry Building Type RECS	Option=Uninsulated, Vented	Option=Wall R-5, Unvented	Option=Wall R-10, Unvented	Option=Ceiling R-13, Vented	Option=Ceiling R-19, Vented	Option=None	sampling_probability
CR02	1970s	Crawl	Multi-Family with 5+ Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000463
CR05	1970s	Crawl	Multi-Family with 5+ Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000309
CR03	1970s	Crawl	Multi-Family with 5+ Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000421
CR04	1970s	Crawl	Multi-Family with 5+ Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001160
CR06	1970s	Crawl	Multi-Family with 5+ Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000304
CR07	1970s	Crawl	Multi-Family with 5+ Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001128
CR08	1970s	Crawl	Multi-Family with 5+ Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001113
CR09	1970s	Crawl	Multi-Family with 5+ Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002534
CR10	1970s	Crawl	Multi-Family with 5+ Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000326
CR11	1970s	Crawl	Multi-Family with 5+ Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000905
CR02	1980s	Crawl	Multi-Family with 5+ Units	0.520000	0.000000	0.160000	0.000000	0.320000	0.000000	0.000406
CR05	1980s	Crawl	Multi-Family with 5+ Units	0.300000	0.000000	0.610000	0.000000	0.090000	0.000000	0.000271
CR03	1980s	Crawl	Multi-Family with 5+ Units	0.320000	0.000000	0.220000	0.000000	0.460000	0.000000	0.000369
CR04	1980s	Crawl	Multi-Family with 5+ Units	0.100000	0.000000	0.830000	0.000000	0.080000	0.000000	0.001017
CR06	1980s	Crawl	Multi-Family with 5+ Units	0.210000	0.000000	0.090000	0.000000	0.700000	0.000000	0.000267
CR07	1980s	Crawl	Multi-Family with 5+ Units	0.440000	0.000000	0.070000	0.000000	0.490000	0.000000	0.000989
CR08	1980s	Crawl	Multi-Family with 5+ Units	0.410000	0.000000	0.000000	0.000000	0.590000	0.000000	0.000975
CR09	1980s	Crawl	Multi-Family with 5+ Units	0.390000	0.000000	0.310000	0.000000	0.290000	0.000000	0.002221
CR10	1980s	Crawl	Multi-Family with 5+ Units	0.370000	0.000000	0.090000	0.000000	0.530000	0.000000	0.000286
CR11	1980s	Crawl	Multi-Family with 5+ Units	0.210000	0.000000	0.090000	0.000000	0.700000	0.000000	0.000793
CR02	1990s	Crawl	Multi-Family with 5+ Units	0.000000	0.200000	0.240000	0.400000	0.150000	0.000000	0.000427
CR05	1990s	Crawl	Multi-Family with 5+ Units	0.000000	0.000000	0.390000	0.400000	0.210000	0.000000	0.000285
CR03	1990s	Crawl	Multi-Family with 5+ Units	0.000000	0.000000	0.040000	0.350000	0.600000	0.000000	0.000387
CR04	1990s	Crawl	Multi-Family with 5+ Units	0.010000	0.200000	0.440000	0.230000	0.120000	0.000000	0.001068
CR06	1990s	Crawl	Multi-Family with 5+ Units	0.020000	0.010000	0.010000	0.050000	0.920000	0.000000	0.000280
CR07	1990s	Crawl	Multi-Family with 5+ Units	0.000000	0.130000	0.110000	0.080000	0.680000	0.000000	0.001039
CR08	1990s	Crawl	Multi-Family with 5+ Units	0.180000	0.030000	0.210000	0.110000	0.470000	0.000000	0.001024
CR09	1990s	Crawl	Multi-Family with 5+ Units	0.100000	0.000000	0.000000	0.530000	0.360000	0.000000	0.002333
CR10	1990s	Crawl	Multi-Family with 5+ Units	0.000000	0.000000	0.010000	0.390000	0.610000	0.000000	0.000300
CR11	1990s	Crawl	Multi-Family with 5+ Units	0.030000	0.000000	0.010000	0.100000	0.860000	0.000000	0.000833
CR02	2000s	Crawl	Multi-Family with 5+ Units	0.020000	0.120000	0.240000	0.440000	0.170000	0.000000	0.000435
CR05	2000s	Crawl	Multi-Family with 5+ Units	0.000000	0.010000	0.480000	0.330000	0.170000	0.000000	0.000290
CR03	2000s	Crawl	Multi-Family with 5+ Units	0.000000	0.050000	0.070000	0.320000	0.550000	0.000000	0.000395
CR04	2000s	Crawl	Multi-Family with 5+ Units	0.080000	0.220000	0.260000	0.290000	0.150000	0.000000	0.001088
CR06	2000s	Crawl	Multi-Family with 5+ Units	0.020000	0.000000	0.190000	0.040000	0.760000	0.000000	0.000285
CR07	2000s	Crawl	Multi-Family with 5+ Units	0.030000	0.060000	0.220000	0.070000	0.620000	0.000000	0.001059
CR08	2000s	Crawl	Multi-Family with 5+ Units	0.130000	0.060000	0.290000	0.100000	0.420000	0.000000	0.001044
CR09	2000s	Crawl	Multi-Family with 5+ Units	0.100000	0.000000	0.040000	0.510000	0.350000	0.000000	0.002378
CR10	2000s	Crawl	Multi-Family with 5+ Units	0.000000	0.100000	0.050000	0.330000	0.520000	0.000000	0.000306
CR11	2000s	Crawl	Multi-Family with 5+ Units	0.070000	0.000000	0.090000	0.090000	0.750000	0.000000	0.000849
CR02	<1940	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000171
CR05	<1940	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000114
CR03	<1940	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000156
CR04	<1940	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000429
CR06	<1940	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000112
CR07	<1940	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000417
CR08	<1940	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000412
CR09	<1940	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000938
CR10	<1940	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000121
CR11	<1940	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000335
CR02	1950s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000145
CR05	1950s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000097
CR03	1950s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000131
CR04	1950s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000362
CR06	1950s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000095
CR07	1950s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000352
CR08	1950s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000347
CR09	1950s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000791
CR10	1950s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000102
CR11	1950s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000283
CR02	1960s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000146
CR05	1960s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000098
CR03	1960s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000133
CR04	1960s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000367
CR06	1960s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000096
CR07	1960s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000357
CR08	1960s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000352
CR09	1960s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000801
CR10	1960s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000103
CR11	1960s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000286
CR02	1970s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000209
CR05	1970s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000140
CR03	1970s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000190
CR04	1970s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000523
CR06	1970s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000137
CR07	1970s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000509
CR08	1970s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000502
CR09	1970s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001143
CR10	1970s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000147
CR11	1970s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000408
CR02	1980s	Crawl	Multi-Family with 2 - 4 Units	0.520000	0.000000	0.160000	0.000000	0.320000	0.000000	0.000183
CR05	1980s	Crawl	Multi-Family with 2 - 4 Units	0.300000	0.000000	0.610000	0.000000	0.090000	0.000000	0.000122
CR03	1980s	Crawl	Multi-Family with 2 - 4 Units	0.320000	0.000000	0.220000	0.000000	0.460000	0.000000	0.000166
CR04	1980s	Crawl	Multi-Family with 2 - 4 Units	0.100000	0.000000	0.830000	0.000000	0.080000	0.000000	0.000459
CR06	1980s	Crawl	Multi-Family with 2 - 4 Units	0.210000	0.000000	0.090000	0.000000	0.700000	0.000000	0.000120
CR07	1980s	Crawl	Multi-Family with 2 - 4 Units	0.440000	0.000000	0.070000	0.000000	0.490000	0.000000	0.000446
CR08	1980s	Crawl	Multi-Family with 2 - 4 Units	0.410000	0.000000	0.000000	0.000000	0.590000	0.000000	0.000440
CR09	1980s	Crawl	Multi-Family with 2 - 4 Units	0.390000	0.000000	0.310000	0.000000	0.290000	0.000000	0.001002
CR10	1980s	Crawl	Multi-Family with 2 - 4 Units	0.370000	0.000000	0.090000	0.000000	0.530000	0.000000	0.000129
CR11	1980s	Crawl	Multi-Family with 2 - 4 Units	0.210000	0.000000	0.090000	0.000000	0.700000	0.000000	0.000358
CR02	1990s	Crawl	Multi-Family with 2 - 4 Units	0.000000	0.200000	0.240000	0.400000	0.150000	0.000000	0.000192
CR05	1990s	Crawl	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.390000	0.400000	0.210000	0.000000	0.000128
CR03	1990s	Crawl	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.040000	0.350000	0.600000	0.000000	0.000175
CR04	1990s	Crawl	Multi-Family with 2 - 4 Units	0.010000	0.200000	0.440000	0.230000	0.120000	0.000000	0.000482
CR06	1990s	Crawl	Multi-Family with 2 - 4 Units	0.020000	0.010000	0.010000	0.050000	0.920000	0.000000	0.000126
CR07	1990s	Crawl	Multi-Family with 2 - 4 Units	0.000000	0.130000	0.110000	0.080000	0.680000	0.000000	0.000469
CR08	1990s	Crawl	Multi-Family with 2 - 4 Units	0.180000	0.030000	0.210000	0.110000	0.470000	0.000000	0.000462
CR09	1990s	Crawl	Multi-Family with 2 - 4 Units	0.100000	0.000000	0.000000	0.530000	0.360000	0.000000	0.001053
CR10	1990s	Crawl	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.010000	0.390000	0.610000	0.000000	0.000135
CR11	1990s	Crawl	Multi-Family with 2 - 4 Units	0.030000	0.000000	0.010000	0.100000	0.860000	0.000000	0.000376
CR02	2000s	Crawl	Multi-Family with 2 - 4 Units	0.020000	0.120000	0.240000	0.440000	0.170000	0.000000	0.000196
CR05	2000s	Crawl	Multi-Family with 2 - 4 Units	0.000000	0.010000	0.480000	0.330000	0.170000	0.000000	0.000131
CR03	2000s	Crawl	Multi-Family with 2 - 4 Units	0.000000	0.050000	0.070000	0.320000	0.550000	0.000000	0.000178
CR04	2000s	Crawl	Multi-Family with 2 - 4 Units	0.080000	0.220000	0.260000	0.290000	0.150000	0.000000	0.000491
CR06	2000s	Crawl	Multi-Family with 2 - 4 Units	0.020000	0.000000	0.190000	0.040000	0.760000	0.000000	0.000129
CR07	2000s	Crawl	Multi-Family with 2 - 4 Units	0.030000	0.060000	0.220000	0.070000	0.620000	0.000000	0.000478
CR08	2000s	Crawl	Multi-Family with 2 - 4 Units	0.130000	0.060000	0.290000	0.100000	0.420000	0.000000	0.000471
CR09	2000s	Crawl	Multi-Family with 2 - 4 Units	0.100000	0.000000	0.040000	0.510000	0.350000	0.000000	0.001073
CR10	2000s	Crawl	Multi-Family with 2 - 4 Units	0.000000	0.100000	0.050000	0.330000	0.520000	0.000000	0.000138
CR11	2000s	Crawl	Multi-Family with 2 - 4 Units	0.070000	0.000000	0.090000	0.090000	0.750000	0.000000	0.000383
CR02	1940s	Crawl	Single-Family Detached	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000427
CR05	1940s	Crawl	Single-Family Detached	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000285
CR03	1940s	Crawl	Single-Family Detached	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000388
CR04	1940s	Crawl	Single-Family Detached	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001069
CR06	1940s	Crawl	Single-Family Detached	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000280
CR07	1940s	Crawl	Single-Family Detached	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001040
CR08	1940s	Crawl	Single-Family Detached	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001026
CR09	1940s	Crawl	Single-Family Detached	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002336
CR10	1940s	Crawl	Single-Family Detached	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000301
CR11	1940s	Crawl	Single-Family Detached	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000834
CR02	1940s	Crawl	Single-Family Attached	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000042
CR05	1940s	Crawl	Single-Family Attached	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000028
CR03	1940s	Crawl	Single-Family Attached	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000038
CR04	1940s	Crawl	Single-Family Attached	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000105
CR06	1940s	Crawl	Single-Family Attached	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000027
CR07	1940s	Crawl	Single-Family Attached	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000102
CR08	1940s	Crawl	Single-Family Attached	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000100
CR09	1940s	Crawl	Single-Family Attached	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000229
CR10	1940s	Crawl	Single-Family Attached	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000029
CR11	1940s	Crawl	Single-Family Attached	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000082
CR02	1940s	Crawl	Mobile Home	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR05	1940s	Crawl	Mobile Home	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR03	1940s	Crawl	Mobile Home	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR04	1940s	Crawl	Mobile Home	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR06	1940s	Crawl	Mobile Home	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR07	1940s	Crawl	Mobile Home	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR08	1940s	Crawl	Mobile Home	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR09	1940s	Crawl	Mobile Home	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR10	1940s	Crawl	Mobile Home	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR11	1940s	Crawl	Mobile Home	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR02	1940s	Crawl	Multi-Family with 5+ Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000152
CR05	1940s	Crawl	Multi-Family with 5+ Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000102
CR03	1940s	Crawl	Multi-Family with 5+ Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000138
CR04	1940s	Crawl	Multi-Family with 5+ Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000381
CR06	1940s	Crawl	Multi-Family with 5+ Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000100
CR07	1940s	Crawl	Multi-Family with 5+ Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000370
CR08	1940s	Crawl	Multi-Family with 5+ Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000365
CR09	1940s	Crawl	Multi-Family with 5+ Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000832
CR10	1940s	Crawl	Multi-Family with 5+ Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000107
CR11	1940s	Crawl	Multi-Family with 5+ Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000297
CR02	1940s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000069
CR05	1940s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000046
CR03	1940s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000062
CR04	1940s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000172
CR06	1940s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000045
CR07	1940s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000167
CR08	1940s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000165
CR09	1940s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000375
CR10	1940s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000048
CR11	1940s	Crawl	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000134
CR02	2010s	Crawl	Single-Family Detached	0.020000	0.120000	0.240000	0.440000	0.170000	0.000000	0.000278
CR05	2010s	Crawl	Single-Family Detached	0.000000	0.010000	0.480000	0.330000	0.170000	0.000000	0.000185
CR03	2010s	Crawl	Single-Family Detached	0.000000	0.050000	0.070000	0.320000	0.550000	0.000000	0.000252
CR04	2010s	Crawl	Single-Family Detached	0.080000	0.220000	0.260000	0.290000	0.150000	0.000000	0.000695
CR06	2010s	Crawl	Single-Family Detached	0.020000	0.000000	0.190000	0.040000	0.760000	0.000000	0.000182
CR07	2010s	Crawl	Single-Family Detached	0.030000	0.060000	0.220000	0.070000	0.620000	0.000000	0.000676
CR08	2010s	Crawl	Single-Family Detached	0.130000	0.060000	0.290000	0.100000	0.420000	0.000000	0.000666
CR09	2010s	Crawl	Single-Family Detached	0.100000	0.000000	0.040000	0.510000	0.350000	0.000000	0.001518
CR10	2010s	Crawl	Single-Family Detached	0.000000	0.100000	0.050000	0.330000	0.520000	0.000000	0.000195
CR11	2010s	Crawl	Single-Family Detached	0.070000	0.000000	0.090000	0.090000	0.750000	0.000000	0.000542
CR02	2010s	Crawl	Single-Family Attached	0.020000	0.120000	0.240000	0.440000	0.170000	0.000000	0.000027
CR05	2010s	Crawl	Single-Family Attached	0.000000	0.010000	0.480000	0.330000	0.170000	0.000000	0.000018
CR03	2010s	Crawl	Single-Family Attached	0.000000	0.050000	0.070000	0.320000	0.550000	0.000000	0.000025
CR04	2010s	Crawl	Single-Family Attached	0.080000	0.220000	0.260000	0.290000	0.150000	0.000000	0.000068
CR06	2010s	Crawl	Single-Family Attached	0.020000	0.000000	0.190000	0.040000	0.760000	0.000000	0.000018
CR07	2010s	Crawl	Single-Family Attached	0.030000	0.060000	0.220000	0.070000	0.620000	0.000000	0.000066
CR08	2010s	Crawl	Single-Family Attached	0.130000	0.060000	0.290000	0.100000	0.420000	0.000000	0.000065
CR09	2010s	Crawl	Single-Family Attached	0.100000	0.000000	0.040000	0.510000	0.350000	0.000000	0.000149
CR10	2010s	Crawl	Single-Family Attached	0.000000	0.100000	0.050000	0.330000	0.520000	0.000000	0.000019
CR11	2010s	Crawl	Single-Family Attached	0.070000	0.000000	0.090000	0.090000	0.750000	0.000000	0.000053
CR02	2010s	Crawl	Mobile Home	0.020000	0.120000	0.240000	0.440000	0.170000	0.000000	0.000000
CR05	2010s	Crawl	Mobile Home	0.000000	0.010000	0.480000	0.330000	0.170000	0.000000	0.000000
CR03	2010s	Crawl	Mobile Home	0.000000	0.050000	0.070000	0.320000	0.550000	0.000000	0.000000
CR04	2010s	Crawl	Mobile Home	0.080000	0.220000	0.260000	0.290000	0.150000	0.000000	0.000000
CR06	2010s	Crawl	Mobile Home	0.020000	0.000000	0.190000	0.040000	0.760000	0.000000	0.000000
CR07	2010s	Crawl	Mobile Home	0.030000	0.060000	0.220000	0.070000	0.620000	0.000000	0.000000
CR08	2010s	Crawl	Mobile Home	0.130000	0.060000	0.290000	0.100000	0.420000	0.000000	0.000000
CR09	2010s	Crawl	Mobile Home	0.100000	0.000000	0.040000	0.510000	0.350000	0.000000	0.000000
CR10	2010s	Crawl	Mobile Home	0.000000	0.100000	0.050000	0.330000	0.520000	0.000000	0.000000
CR11	2010s	Crawl	Mobile Home	0.070000	0.000000	0.090000	0.090000	0.750000	0.000000	0.000000
CR02	2010s	Crawl	Multi-Family with 5+ Units	0.020000	0.120000	0.240000	0.440000	0.170000	0.000000	0.000099
CR05	2010s	Crawl	Multi-Family with 5+ Units	0.000000	0.010000	0.480000	0.330000	0.170000	0.000000	0.000066
CR03	2010s	Crawl	Multi-Family with 5+ Units	0.000000	0.050000	0.070000	0.320000	0.550000	0.000000	0.000090
CR04	2010s	Crawl	Multi-Family with 5+ Units	0.080000	0.220000	0.260000	0.290000	0.150000	0.000000	0.000247
CR06	2010s	Crawl	Multi-Family with 5+ Units	0.020000	0.000000	0.190000	0.040000	0.760000	0.000000	0.000065
