Dependency=Census Division	Dependency=Geometry Building Type RECS	Dependency=Income RECS2020	Dependency=PUMA Metro Status	Dependency=Tenure	Dependency=Vintage ACS	Option=0-499	Option=500-749	Option=750-999	Option=1000-1499	Option=1500-1999	Option=2000-2499	Option=2500-2999	Option=3000-3999	Option=4000+	source_count	source_weight	sampling_probability
East North Central	Mobile Home	60000-99999	In metro area, principal city	Owner	1960-79	0	0	0.377267	0.458329	0.164403	0	0	0	0	3.92076	4141.45	1.20988e-06
East North Central	Mobile Home	60000-99999	In metro area, principal city	Owner	1980-99	0	0	0.146758	0.285788	0.511359	0.0560949	0	0	0	17.2007	16565.7	1.31499e-06
East North Central	Mobile Home	60000-99999	In metro area, principal city	Owner	2000-09	0	0	0.156447	0.312952	0.462228	0.0683725	0	0	0	3.70814	3704.44	1.16955e-06
East North Central	Mobile Home	60000-99999	In metro area, principal city	Owner	2010s	0	0	0.0527064	0.376823	0.444087	0.126383	0	0	0	0.614185	55.3648	2.92446e-07
East North Central	Mobile Home	60000-99999	In metro area, principal city	Owner	<1940	0	0	0.356174	0.643826	0	0	0	0	0	3.72793e-21	4.44208e-38	5.77302e-07
East North Central	Mobile Home	60000-99999	In metro area, principal city	Renter	1940-59	0	0	0.193204	0.71128	0	0.0955167	0	0	0	0.0177823	2.50188	6.593e-08
East North Central	Mobile Home	60000-99999	In metro area, principal city	Renter	1960-79	0	0	0.319416	0.579339	0.101244	0	0	0	0	0.176026	185.973	2.0208e-06
East North Central	Mobile Home	60000-99999	In metro area, principal city	Renter	1980-99	0	0	0.146442	0.425751	0.371144	0.0566637	0	0	0	0.772243	743.89	4.19565e-07
East North Central	Mobile Home	60000-99999	In metro area, principal city	Renter	2000-09	0	0	0.152024	0.454014	0.326703	0.067258	0	0	0	0.16648	166.349	4.30715e-07
East North Central	Mobile Home	60000-99999	In metro area, principal city	Renter	2010s	0	0	0.0494319	0.527631	0.302946	0.119992	0	0	0	0.0275744	2.48618	1.46175e-07
East North Central	Mobile Home	60000-99999	In metro area, principal city	Renter	<1940	0	0	0.270365	0.729635	0	0	0	0	0	1.67369e-22	1.99473e-39	3.74477e-07
East North Central	Mobile Home	60000-99999	Not/partially in metro area	Owner	1940-59	0	0.0324436	0.414793	0.393228	0.159536	0	0	0	0	0.136379	66.1238	9.24728e-06
East North Central	Mobile Home	60000-99999	Not/partially in metro area	Owner	1960-79	0	0.0777001	0.289676	0.458005	0.0589281	0.11569	0	0	0	8.0908	30773.8	0.000107353
East North Central	Mobile Home	60000-99999	Not/partially in metro area	Owner	1980-99	0	0.00229816	0.212552	0.305485	0.27804	0.0776788	0	0.0267014	0.097245	12.3177	34792.5	0.000248604
East North Central	Mobile Home	60000-99999	Not/partially in metro area	Owner	2000-09	0	0	0.0727075	0.295052	0.354483	0.161744	0	0.116012	0	3.91777	15521.7	7.7837e-05
East North Central	Mobile Home	60000-99999	Not/partially in metro area	Owner	2010s	0	0.0113109	0.230771	0.249764	0	0.508154	0	0	0	0.38339	682.542	1.93046e-05
East North Central	Mobile Home	60000-99999	Not/partially in metro area	Owner	<1940	0	0	0.528089	0.276341	0.195569	0	0	0	0	0.0511851	37.2574	2.8435e-06
East North Central	Mobile Home	60000-99999	Not/partially in metro area	Renter	1940-59	0	0.072105	0.373333	0.450601	0.103961	0	0	0	0	0.0115181	6.41338	2.53522e-06
East North Central	Mobile Home	60000-99999	Not/partially in metro area	Renter	1960-79	0	0.173269	0.261602	0.5266	0.0385298	0	0	0	0	0.68332	2984.77	2.20162e-05
East North Central	Mobile Home	60000-99999	Not/partially in metro area	Renter	1980-99	0	0.00701927	0.262909	0.481075	0.248997	0	0	0	0	1.04031	3374.55	5.59922e-05
East North Central	Mobile Home	60000-99999	Not/partially in metro area	Renter	2000-09	0	0	0.10313	0.53283	0.36404	0	0	0	0	0.330881	1505.46	1.60223e-05
East North Central	Mobile Home	60000-99999	Not/partially in metro area	Renter	2010s	0	0.0484313	0.400164	0.551404	0	0	0	0	0	0.0323797	66.2001	6.06224e-06
East North Central	Mobile Home	60000-99999	Not/partially in metro area	Renter	<1940	0	0	0.516969	0.344418	0.138613	0	0	0	0	0.00432291	3.61361	1.61481e-07
East North Central	Mobile Home	<20000	In metro area, not/partially in principal city	Owner	1940-59	0	0.171112	0.356434	0.432997	0.039457	0	0	0	0	0.336561	168.251	1.31825e-05
East North Central	Mobile Home	<20000	In metro area, not/partially in principal city	Owner	1960-79	0	0.170487	0.572701	0.230545	0.0262665	0	0	0	0	2.46469	9023.07	0.000164912
East North Central	Mobile Home	<20000	In metro area, not/partially in principal city	Owner	1980-99	0	0.0318733	0.396334	0.480896	0.0908975	0	0	0	0	29.2126	99723	0.000195334
East North Central	Mobile Home	<20000	In metro area, not/partially in principal city	Owner	2000-09	0	0	0.364999	0.457577	0.177424	0	0	0	0	0.855025	2930.79	4.03393e-05
East North Central	Mobile Home	<20000	In metro area, not/partially in principal city	Owner	2010s	0	0.0406685	0.223221	0.53098	0.205131	0	0	0	0	1.24221	360.425	1.18018e-05
East North Central	Mobile Home	<20000	In metro area, not/partially in principal city	Owner	<1940	0	0	0.171714	0.472332	0.355954	0	0	0	0	1.20073e-21	1.39858e-38	8.22343e-06
East North Central	Mobile Home	<20000	In metro area, not/partially in principal city	Renter	1940-59	0	0.452913	0.268501	0.248431	0.0301552	0	0	0	0	0.038371	20.9726	6.48833e-06
East North Central	Mobile Home	<20000	In metro area, not/partially in principal city	Renter	1960-79	0	0.435989	0.416817	0.127799	0.019395	0	0	0	0	0.280997	1124.74	6.72123e-05
East North Central	Mobile Home	<20000	In metro area, not/partially in principal city	Renter	1980-99	0	0.115837	0.409935	0.378843	0.0953845	0	0	0	0	3.33049	12430.6	9.17972e-05
East North Central	Mobile Home	<20000	In metro area, not/partially in principal city	Renter	2000-09	0	0	0.408497	0.390046	0.201457	0	0	0	0	0.0974804	365.327	1.83118e-05
East North Central	Mobile Home	<20000	In metro area, not/partially in principal city	Renter	2010s	0	0.146014	0.22809	0.413242	0.212654	0	0	0	0	0.141622	44.9274	3.92631e-06
East North Central	Mobile Home	<20000	In metro area, not/partially in principal city	Renter	<1940	0	0	0.192376	0.403039	0.404585	0	0	0	0	1.36894e-22	1.74335e-39	3.20547e-06
East North Central	Mobile Home	<20000	In metro area, principal city	Owner	1940-59	0	0.380947	0.215643	0.378438	0	0.0249714	0	0	0	0.572113	71.3227	1.11166e-06
East North Central	Mobile Home	<20000	In metro area, principal city	Owner	1960-79	0	0.0256107	0.466095	0.402982	0.017132	0	0	0.0881801	0	5.66332	5301.66	7.73142e-06
East North Central	Mobile Home	<20000	In metro area, principal city	Owner	1980-99	0	0.0293952	0.329136	0.456143	0.0967324	0.0298304	0	0.0587629	0	24.8455	21206.5	4.43509e-06
East North Central	Mobile Home	<20000	In metro area, principal city	Owner	2000-09	0	0.0709028	0.334635	0.476391	0.0833934	0.0346774	0	0	0	5.3562	4742.23	1.34752e-06
East North Central	Mobile Home	<20000	In metro area, principal city	Owner	2010s	0	0.0309546	0.131532	0.66925	0.0934775	0.0747858	0	0	0	0.887155	70.875	1.31054e-07
East North Central	Mobile Home	<20000	In metro area, principal city	Owner	<1940	0	0.192266	0.353271	0.454462	0	0	0	0	0	5.38479e-21	5.6865e-38	1.34704e-06
East North Central	Mobile Home	<20000	In metro area, principal city	Renter	1940-59	0	0.343933	0.175547	0.459941	0	0.0205788	0	0	0	0.0256855	3.20277	9.65405e-07
East North Central	Mobile Home	<20000	In metro area, principal city	Renter	1960-79	0	0.0256211	0.420437	0.542701	0.0112405	0	0	0	0	0.25426	238.073	4.42511e-06
East North Central	Mobile Home	<20000	In metro area, principal city	Renter	1980-99	0	0.0285146	0.287883	0.595648	0.0615411	0.026413	0	0	0	1.11546	952.287	2.65725e-06
East North Central	Mobile Home	<20000	In metro area, principal city	Renter	2000-09	0	0.0644405	0.274232	0.582851	0.0497085	0.028768	0	0	0	0.240472	212.951	5.20099e-07
East North Central	Mobile Home	<20000	In metro area, principal city	Renter	2010s	0	0.0262317	0.100504	0.763463	0.0519531	0.057848	0	0	0	0.0398297	3.18267	4.67999e-08
East North Central	Mobile Home	<20000	In metro area, principal city	Renter	<1940	0	0.171271	0.283753	0.544976	0	0	0	0	0	2.41755e-22	2.55355e-39	1.09347e-06
East North Central	Mobile Home	<20000	Not/partially in metro area	Owner	1940-59	0	0.284213	0.424931	0.259201	0.0316552	0	0	0	0	0.207094	120.302	1.46572e-05
East North Central	Mobile Home	<20000	Not/partially in metro area	Owner	1960-79	0	0.527235	0.229862	0.233846	0.00905682	0	0	0	0	12.286	55988.1	0.000237423
East North Central	Mobile Home	<20000	Not/partially in metro area	Owner	1980-99	0	0.0407199	0.440416	0.407279	0.111584	0	0	0	0	18.7047	63299.4	0.000251202
East North Central	Mobile Home	<20000	Not/partially in metro area	Owner	2000-09	0	0	0.219519	0.573187	0.207294	0	0	0	0	5.94921	28239.3	5.03868e-05
East North Central	Mobile Home	<20000	Not/partially in metro area	Owner	2010s	0	0.19812	0.472697	0.329183	0	0	0	0	0	0.582184	1241.78	8.18955e-06
East North Central	Mobile Home	<20000	Not/partially in metro area	Owner	<1940	0	0	0.710011	0.239061	0.0509281	0	0	0	0	0.0777256	67.7839	2.60077e-06
East North Central	Mobile Home	<20000	Not/partially in metro area	Renter	1940-59	0	0.474301	0.287182	0.223027	0.0154893	0	0	0	0	0.0174904	11.6681	6.65632e-06
East North Central	Mobile Home	<20000	Not/partially in metro area	Renter	1960-79	0	0.709078	0.125195	0.162155	0.00357143	0	0	0	0	1.03763	5430.31	0.000103479
East North Central	Mobile Home	<20000	Not/partially in metro area	Renter	1980-99	0	0.0881788	0.386234	0.454738	0.0708495	0	0	0	0	1.57973	6139.45	0.000139198
East North Central	Mobile Home	<20000	Not/partially in metro area	Renter	2000-09	0	0	0.199679	0.663802	0.136519	0	0	0	0	0.502449	2738.94	3.09719e-05
East North Central	Mobile Home	<20000	Not/partially in metro area	Renter	2010s	0	0.354243	0.342283	0.303474	0	0	0	0	0	0.0491692	120.44	5.17296e-06
East North Central	Mobile Home	<20000	Not/partially in metro area	Renter	<1940	0	0	0.6754	0.289525	0.0350752	0	0	0	0	0.00656442	6.57439	2.19424e-06
East North Central	Multi-Family with 2 - 4 Units	100000-149999	In metro area, not/partially in principal city	Owner	1940-59	0	0.0408537	0.0924017	0.494735	0	0	0.372009	0	0	0.0455494	258.769	2.04325e-05
East North Central	Multi-Family with 2 - 4 Units	100000-149999	In metro area, not/partially in principal city	Owner	1960-79	0	0.0471591	0.102142	0.783751	0.066948	0	0	0	0	0.106849	541.084	4.73399e-05
East North Central	Multi-Family with 2 - 4 Units	100000-149999	In metro area, not/partially in principal city	Owner	1980-99	0	0.0206699	0.042016	0.417199	0.174212	0.307068	0.0388359	0	0	0.138066	812.009	3.51245e-05
East North Central	Multi-Family with 2 - 4 Units	100000-149999	In metro area, not/partially in principal city	Owner	2000-09	0	0.0112232	0.01045	0.108713	0.0942732	0.154713	0.620628	0	0	0.026914	167.996	9.76324e-06
East North Central	Multi-Family with 2 - 4 Units	100000-149999	In metro area, not/partially in principal city	Owner	2010s	0	0	0.0375386	0.477147	0.485315	0	0	0	0	0.00229164	13.2636	5.01581e-06
East North Central	Multi-Family with 2 - 4 Units	100000-149999	In metro area, not/partially in principal city	Owner	<1940	0	0.0489184	0.0792239	0.589658	0.183142	0	0.0990574	0	0	0.132468	747.497	4.56196e-05
East North Central	Multi-Family with 2 - 4 Units	100000-149999	In metro area, not/partially in principal city	Renter	1940-59	0.142511	0.114425	0.263278	0.472453	0	0	0.00733383	0	0	1.76782	8601.4	2.97116e-05
East North Central	Multi-Family with 2 - 4 Units	100000-149999	In metro area, not/partially in principal city	Renter	1960-79	0.0532737	0.104382	0.22999	0.591475	0.0208793	0	0	0	0	4.1469	17985.5	7.87293e-05
East North Central	Multi-Family with 2 - 4 Units	100000-149999	In metro area, not/partially in principal city	Renter	1980-99	0.164802	0.0675302	0.139644	0.46473	0.0801966	0.0822038	0.000893064	0	0	5.35846	26991	8.43563e-05
East North Central	Multi-Family with 2 - 4 Units	100000-149999	In metro area, not/partially in principal city	Renter	2000-09	0	0.125751	0.119113	0.415314	0.148834	0.142043	0.0489458	0	0	1.04456	5584.13	2.95812e-05
East North Central	Multi-Family with 2 - 4 Units	100000-149999	In metro area, not/partially in principal city	Renter	2010s	0	0	0.141827	0.604206	0.253967	0	0	0	0	0.0889405	440.879	1.59997e-05
East North Central	Multi-Family with 2 - 4 Units	100000-149999	In metro area, not/partially in principal city	Renter	<1940	0.15997	0.115086	0.189607	0.472987	0.0607097	0	0.00164031	0	0	5.14119	24846.6	6.46541e-05
East North Central	Multi-Family with 2 - 4 Units	100000-149999	In metro area, principal city	Owner	1940-59	0.00867635	0.0053948	0.133032	0.464734	0.305864	0.0230858	0	0	0.0592133	0.761125	1335.73	2.25376e-05
East North Central	Multi-Family with 2 - 4 Units	100000-149999	In metro area, principal city	Owner	1960-79	0.00754984	0.00556151	0.236285	0.478049	0.103613	0.0169037	0	0	0.152039	0.745918	1124.34	1.61919e-05
East North Central	Multi-Family with 2 - 4 Units	100000-149999	In metro area, principal city	Owner	1980-99	0.00269473	0.00170296	0.135524	0.620966	0.193102	0.0460109	0	0	0	0.326536	528.851	1.16998e-05
East North Central	Multi-Family with 2 - 4 Units	100000-149999	In metro area, principal city	Owner	2000-09	0.00460672	0.00311473	0.0665255	0.547647	0.313191	0.0649152	0	0	0	0.201273	327.451	7.34376e-06
East North Central	Multi-Family with 2 - 4 Units	100000-149999	In metro area, principal city	Owner	2010s	0.0135229	0.00213868	0.172203	0.493271	0.23932	0.0366587	0	0	0.0428868	0.0453097	12.5709	1.35151e-06
East North Central	Multi-Family with 2 - 4 Units	100000-149999	In metro area, principal city	Owner	<1940	0.0045556	0.00215218	0.0736112	0.467678	0.154269	0.0291666	0	0.229096	0.039471	4.01028	8038.93	8.46342e-05
East North Central	Multi-Family with 2 - 4 Units	100000-149999	In metro area, principal city	Renter	1940-59	0.0480432	0.0180402	0.212591	0.494796	0.176371	0.017821	0	0	0.0323379	3.98775	6707.55	2.82308e-05
East North Central	Multi-Family with 2 - 4 Units	100000-149999	In metro area, principal city	Renter	1960-79	0.0379086	0.0168641	0.342396	0.461529	0.0541772	0.0118325	0	0	0.0752924	3.90808	5646.03	2.08569e-05
East North Central	Multi-Family with 2 - 4 Units	100000-149999	In metro area, principal city	Renter	1980-99	0.0142763	0.00544847	0.207208	0.63255	0.106534	0.0339823	0	0	0	1.71082	2655.69	1.51631e-05
East North Central	Multi-Family with 2 - 4 Units	100000-149999	In metro area, principal city	Renter	2000-09	0.0266823	0.0108949	0.111202	0.609899	0.188905	0.0524167	0	0	0	1.05453	1644.34	1.20859e-05
East North Central	Multi-Family with 2 - 4 Units	100000-149999	In metro area, principal city	Renter	2010s	0.0698431	0.00667067	0.256676	0.489852	0.128717	0.0263951	0	0	0.0218461	0.23739	63.1266	2.83718e-06
East North Central	Multi-Family with 2 - 4 Units	100000-149999	In metro area, principal city	Renter	<1940	0.0315452	0.00899992	0.147104	0.622676	0.111243	0.0281557	0	0.0233201	0.0269565	21.011	40368.5	0.000125377
East North Central	Multi-Family with 2 - 4 Units	100000-149999	Not/partially in metro area	Owner	1940-59	0	0	0.0433507	0.0170836	0	0.939566	0	0	0	0.0321863	3.29764e-19	2.70662e-06
East North Central	Multi-Family with 2 - 4 Units	100000-149999	Not/partially in metro area	Owner	1960-79	0	0	0.0760855	0.0489572	0.874957	0	0	0	0	0.0937683	4.92195e-19	3.22874e-06
East North Central	Multi-Family with 2 - 4 Units	100000-149999	Not/partially in metro area	Owner	1980-99	0	0	0.0246748	0.00839624	0.191284	0.170679	0.604966	0	0	0.0603384	4.0466e-19	3.77301e-06
East North Central	Multi-Family with 2 - 4 Units	100000-149999	Not/partially in metro area	Owner	2000-09	0	0	0.0693388	0.0965742	0.834087	0	0	0	0	0.0173515	4.48657e-20	1.37957e-06
East North Central	Multi-Family with 2 - 4 Units	100000-149999	Not/partially in metro area	Owner	2010s	0	0	0.838935	0.161065	0	0	0	0	0	0.000770427	8.86968e-22	3.16645e-07
East North Central	Multi-Family with 2 - 4 Units	100000-149999	Not/partially in metro area	Owner	<1940	0	0	0.425426	0.574574	0	0	0	0	0	0.0814652	5.28135e-19	7.05687e-06
East North Central	Multi-Family with 2 - 4 Units	100000-149999	Not/partially in metro area	Renter	1940-59	0.143614	0.0485504	0.381393	0.162713	0	0.26373	0	0	0	1.88179	1.79853e-17	2.59686e-06
East North Central	Multi-Family with 2 - 4 Units	100000-149999	Not/partially in metro area	Renter	1960-79	0.262161	0.0271562	0.263169	0.183323	0.26419	0	0	0	0	5.48221	2.68442e-17	1.08012e-05
East North Central	Multi-Family with 2 - 4 Units	100000-149999	Not/partially in metro area	Renter	1980-99	0	0.0456171	0.42121	0.155166	0.28505	0.0929568	0	0	0	3.52771	2.20701e-17	1.35553e-05
East North Central	Multi-Family with 2 - 4 Units	100000-149999	Not/partially in metro area	Renter	2000-09	0	0.150657	0.238718	0.359947	0.250678	0	0	0	0	1.01446	2.44697e-18	7.67566e-06
East North Central	Multi-Family with 2 - 4 Units	100000-149999	Not/partially in metro area	Renter	2010s	0	0	0.82792	0.17208	0	0	0	0	0	0.0450434	4.83752e-20	4.89554e-06
East North Central	Multi-Family with 2 - 4 Units	100000-149999	Not/partially in metro area	Renter	<1940	0.207707	0.246543	0.221656	0.324093	0	0	0	0	0	4.7629	2.88045e-17	1.40186e-05
East North Central	Multi-Family with 2 - 4 Units	150000+	In metro area, not/partially in principal city	Owner	1940-59	0	0	0.162915	0.445775	0	0	0.391311	0	0	0.0253052	95.1854	1.50689e-05
East North Central	Multi-Family with 2 - 4 Units	150000+	In metro area, not/partially in principal city	Owner	1960-79	0	0	0.151072	0.592411	0.256517	0	0	0	0	0.0593605	199.032	2.48594e-05
East North Central	Multi-Family with 2 - 4 Units	150000+	In metro area, not/partially in principal city	Owner	1980-99	0	0	0.0336651	0.170833	0.361608	0.415329	0.0185647	0	0	0.0767032	298.689	2.17611e-05
East North Central	Multi-Family with 2 - 4 Units	150000+	In metro area, not/partially in principal city	Owner	2000-09	0	0	0.0110973	0.0589995	0.25935	0.277345	0.393208	0	0	0.0149522	61.7955	7.44966e-06
East North Central	Multi-Family with 2 - 4 Units	150000+	In metro area, not/partially in principal city	Owner	2010s	0	0	0.0243974	0.158483	0.81712	0	0	0	0	0.00127313	4.87888	2.86701e-06
East North Central	Multi-Family with 2 - 4 Units	150000+	In metro area, not/partially in principal city	Owner	<1940	0	0	0.0866678	0.329659	0.519022	0	0.0646511	0	0	0.0735932	274.959	3.00467e-05
East North Central	Multi-Family with 2 - 4 Units	150000+	In metro area, not/partially in principal city	Renter	1940-59	0	0	0.517144	0.474262	0	0	0.00859439	0	0	0.98212	3163.94	1.5521e-05
East North Central	Multi-Family with 2 - 4 Units	150000+	In metro area, not/partially in principal city	Renter	1960-79	0	0	0.392239	0.515514	0.0922472	0	0	0	0	2.30383	6615.77	2.94528e-05
East North Central	Multi-Family with 2 - 4 Units	150000+	In metro area, not/partially in principal city	Renter	1980-99	0	0	0.192825	0.327949	0.286876	0.191614	0.000735721	0	0	2.97692	9928.35	3.64402e-05
