Dependency=County	Option=1A	Option=2A	Option=2B	Option=3A	Option=3B	Option=3C	Option=4A	Option=4B	Option=4C	Option=5A	Option=5B	Option=6A	Option=6B	Option=7A	Option=7B	Option=NA
"MI, St. Clair County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, St. Joseph County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Tuscola County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Van Buren County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Washtenaw County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Wayne County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Wexford County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Aitkin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Anoka County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Becker County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Beltrami County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Benton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Big Stone County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Blue Earth County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Brown County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Carlton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Carver County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Cass County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Chippewa County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Chisago County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Clay County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Clearwater County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Cook County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Cottonwood County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Crow Wing County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Dakota County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Dodge County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Douglas County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Faribault County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Fillmore County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Freeborn County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Goodhue County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Grant County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Hennepin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Houston County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Hubbard County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Isanti County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Itasca County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Jackson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Kanabec County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Kandiyohi County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Kittson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Lac qui Parle County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Lake County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Lake of the Woods County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Le Sueur County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Lincoln County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Lyon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Mahnomen County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Marshall County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Martin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, McLeod County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Meeker County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Mille Lacs County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Morrison County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Mower County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Murray County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Nicollet County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Nobles County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Norman County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Otter Tail County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Pennington County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Pine County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Pipestone County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Polk County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Pope County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Ramsey County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Red Lake County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Redwood County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Renville County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Rice County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Rock County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Roseau County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Scott County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Sherburne County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Sibley County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, St. Louis County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Stearns County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Steele County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Stevens County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Swift County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Todd County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Traverse County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Wabasha County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Wadena County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Waseca County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Washington County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Watonwan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Wilkin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Winona County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Wright County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MN, Yellow Medicine County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Adair County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Andrew County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Atchison County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Audrain County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Barry County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Barton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Bates County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Benton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Bollinger County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Boone County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Buchanan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Butler County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Caldwell County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Callaway County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Camden County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Cape Girardeau County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Carroll County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Carter County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Cass County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Cedar County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Chariton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Christian County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Clark County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Clay County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Clinton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Cole County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Cooper County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Crawford County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Dade County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Dallas County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Daviess County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, DeKalb County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Dent County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Douglas County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Dunklin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Franklin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Gasconade County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Gentry County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Greene County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Grundy County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Harrison County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Henry County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Hickory County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Holt County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Howard County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Howell County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Iron County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Jackson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Jasper County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Jefferson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Johnson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Knox County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Laclede County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Lafayette County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Lawrence County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Lewis County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Lincoln County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Linn County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Livingston County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Macon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Madison County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Maries County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Marion County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, McDonald County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Mercer County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Miller County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Mississippi County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Moniteau County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Monroe County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Montgomery County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Morgan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, New Madrid County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Newton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Nodaway County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Oregon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Osage County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Ozark County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Pemiscot County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Perry County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Pettis County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Phelps County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Pike County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Platte County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Polk County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Pulaski County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Putnam County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Ralls County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Randolph County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Ray County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Reynolds County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Ripley County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Saline County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Schuyler County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Scotland County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Scott County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Shannon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Shelby County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, St. Charles County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, St. Clair County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, St. Francois County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, St. Louis city"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, St. Louis County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Ste. Genevieve County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Stoddard County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Stone County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Sullivan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Taney County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Texas County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Vernon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Warren County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Washington County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Wayne County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Webster County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Worth County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MO, Wright County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Adams County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Alcorn County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Amite County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Attala County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Benton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Bolivar County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Calhoun County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Carroll County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Chickasaw County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Choctaw County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Claiborne County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Clarke County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Clay County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Coahoma County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Copiah County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Covington County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, DeSoto County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Forrest County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Franklin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, George County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Greene County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Grenada County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Hancock County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Harrison County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Hinds County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Holmes County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Humphreys County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Issaquena County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Itawamba County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Jackson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Jasper County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Jefferson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Jefferson Davis County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Jones County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Kemper County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Lafayette County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Lamar County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Lauderdale County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Lawrence County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Leake County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Lee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Leflore County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Lincoln County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Lowndes County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Madison County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Marion County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Marshall County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Monroe County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Montgomery County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Neshoba County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Newton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Noxubee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Oktibbeha County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Panola County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Pearl River County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Perry County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Pike County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Pontotoc County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Prentiss County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Quitman County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Rankin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Scott County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Sharkey County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Simpson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Smith County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Stone County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Sunflower County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Tallahatchie County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Tate County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Tippah County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Tishomingo County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Tunica County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Union County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Walthall County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Warren County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Washington County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Wayne County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Webster County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Wilkinson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Winston County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Yalobusha County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MS, Yazoo County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Beaverhead County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Big Horn County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Blaine County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Broadwater County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Carbon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Carter County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Chouteau County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Custer County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Daniels County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Dawson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Deer Lodge County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Fallon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Fergus County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Flathead County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Gallatin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Garfield County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Glacier County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Golden Valley County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Granite County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Hill County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Jefferson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Judith Basin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Lake County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Lewis and Clark County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Liberty County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Lincoln County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Madison County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, McCone County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Meagher County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Mineral County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Missoula County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Musselshell County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MT, Park County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
