Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Has Zonal Electric Heating	Dependency=HVAC Heating Type	Dependency=Tenure	Option=55F	Option=60F	Option=62F	Option=65F	Option=67F	Option=68F	Option=70F	Option=72F	Option=75F	Option=76F	Option=78F	Option=80F	source_count	source_weight	sampling_probability
2A	Mobile Home	No	Non-Ducted Heating	Renter	0	0	0	0	0	0	0.623946	0.0997088	0.115606	0.112106	0.0486331	0	11	0	0.000126629
2A	Mobile Home	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3589e-05
2A	Mobile Home	No	None	Owner	0	0.0572866	0.00933508	0.0802796	0.0440013	0.162855	0.233201	0.13366	0.200979	0.0468513	0.0191632	0.0123869	0	0	7.31641e-05
2A	Mobile Home	No	None	Renter	0	0.015667	0	0.0176874	0.010696	0.0221085	0.464203	0.227623	0.090845	0.0907384	0.0490996	0.0113323	0	0	2.72818e-05
2A	Mobile Home	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	21	0	0
2A	Mobile Home	Yes	Ducted Heat Pump	Owner	0	0.281608	0	0.0443527	0	0.141031	0.154963	0.0594914	0.154722	0.0859295	0	0.0779016	15	0	0
2A	Mobile Home	Yes	Ducted Heat Pump	Renter	0	0.0441779	0	0.0498748	0.0301606	0.0623414	0.173504	0.4604	0.0457841	0.0518535	0.0499484	0.0319548	23	0	0
2A	Mobile Home	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	21	0	0
2A	Mobile Home	Yes	Ducted Heating	Owner	0	0.281608	0	0.0443527	0	0.141031	0.154963	0.0594914	0.154722	0.0859295	0	0.0779016	15	0	0
2A	Mobile Home	Yes	Ducted Heating	Renter	0	0.0441779	0	0.0498748	0.0301606	0.0623414	0.173504	0.4604	0.0457841	0.0518535	0.0499484	0.0319548	23	0	0
2A	Mobile Home	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	21	0	0
2A	Mobile Home	Yes	Non-Ducted Heat Pump	Owner	0	0.281608	0	0.0443527	0	0.141031	0.154963	0.0594914	0.154722	0.0859295	0	0.0779016	15	0	0
2A	Mobile Home	Yes	Non-Ducted Heat Pump	Renter	0	0.0441779	0	0.0498748	0.0301606	0.0623414	0.173504	0.4604	0.0457841	0.0518535	0.0499484	0.0319548	23	0	0
2A	Mobile Home	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	21	217389	0.000335915
2A	Mobile Home	Yes	Non-Ducted Heating	Owner	0	0.281608	0	0.0443527	0	0.141031	0.154963	0.0594914	0.154722	0.0859295	0	0.0779016	15	141855	0.000835868
2A	Mobile Home	Yes	Non-Ducted Heating	Renter	0	0.0441779	0	0.0498748	0.0301606	0.0623414	0.173504	0.4604	0.0457841	0.0518535	0.0499484	0.0319548	23	75533.7	0.000330323
2A	Mobile Home	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2A	Mobile Home	Yes	None	Owner	0	0.0572866	0.00933508	0.0802796	0.0440013	0.162855	0.233201	0.13366	0.200979	0.0468513	0.0191632	0.0123869	0	0	0
2A	Mobile Home	Yes	None	Renter	0	0.015667	0	0.0176874	0.010696	0.0221085	0.464203	0.227623	0.090845	0.0907384	0.0490996	0.0113323	0	0	0
2A	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	20	217508	0.000463899
2A	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Owner	0	0	0	0.0567951	0	0.0582595	0.205547	0.136169	0.349504	0.193725	0	0	19	10159.7	0.000292227
2A	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Renter	0	0	0	0	0	0.0981958	0.237635	0.270174	0.25813	0	0.135866	0	19	207348	0.00161865
2A	Multi-Family with 2 - 4 Units	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	28	301948	0.000558205
2A	Multi-Family with 2 - 4 Units	No	Ducted Heating	Owner	0	0	0	0.0567951	0	0.0582595	0.205547	0.136169	0.349504	0.193725	0	0	19	16335.6	0.000327706
2A	Multi-Family with 2 - 4 Units	No	Ducted Heating	Renter	0	0.0401473	0.0347065	0	0	0.0800184	0.294485	0.0911465	0.298219	0.118074	0.043203	0	26	285613	0.00207526
2A	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	20	0	3.31486e-05
2A	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Owner	0	0	0	0.0567951	0	0.0582595	0.205547	0.136169	0.349504	0.193725	0	0	19	0	2.46878e-05
2A	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Renter	0	0	0	0	0	0.0981958	0.237635	0.270174	0.25813	0	0.135866	0	19	0	9.11583e-05
2A	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	28	0	0.000152612
2A	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Owner	0	0	0	0.0567951	0	0.0582595	0.205547	0.136169	0.349504	0.193725	0	0	19	0	8.0446e-05
2A	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Renter	0	0.0401473	0.0347065	0	0	0.0800184	0.294485	0.0911465	0.298219	0.118074	0.043203	0	26	0	0.000559123
2A	Multi-Family with 2 - 4 Units	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84626e-05
2A	Multi-Family with 2 - 4 Units	No	None	Owner	0	0.0253975	0.00421389	0.0465111	0	0.0798138	0.204247	0.130349	0.346714	0.140494	0.0152435	0.00701649	0	0	1.35456e-05
2A	Multi-Family with 2 - 4 Units	No	None	Renter	0	0.0192211	0.0166162	0	0	0.0958591	0.24083	0.19276	0.289992	0.0565298	0.0881921	0	0	0	5.87201e-05
2A	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	12	0	0
2A	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Owner	0	0.0743762	0.0123403	0.0266788	0	0.121381	0.201738	0.119125	0.341334	0.0378387	0.0446402	0.0205477	79	0	0
2A	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Renter	0	0	0	0	0	0.134853	0.0993034	0.317957	0.331081	0	0.116806	0	10	0	0
2A	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	12	0	0
2A	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Owner	0	0.0743762	0.0123403	0.0266788	0	0.121381	0.201738	0.119125	0.341334	0.0378387	0.0446402	0.0205477	79	0	0
2A	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Renter	0	0	0	0	0	0.134853	0.0993034	0.317957	0.331081	0	0.116806	0	10	0	0
2A	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	12	0	0
2A	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Owner	0	0.0743762	0.0123403	0.0266788	0	0.121381	0.201738	0.119125	0.341334	0.0378387	0.0446402	0.0205477	79	0	0
2A	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Renter	0	0	0	0	0	0.134853	0.0993034	0.317957	0.331081	0	0.116806	0	10	0	0
2A	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	12	117340	0.00012102
2A	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Owner	0	0.0743762	0.0123403	0.0266788	0	0.121381	0.201738	0.119125	0.341334	0.0378387	0.0446402	0.0205477	79	13739	6.83065e-05
2A	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Renter	0	0	0	0	0	0.134853	0.0993034	0.317957	0.331081	0	0.116806	0	10	103601	0.000460597
2A	Multi-Family with 2 - 4 Units	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2A	Multi-Family with 2 - 4 Units	Yes	None	Owner	0	0.0253975	0.00421389	0.0465111	0	0.0798138	0.204247	0.130349	0.346714	0.140494	0.0152435	0.00701649	0	0	0
2A	Multi-Family with 2 - 4 Units	Yes	None	Renter	0	0.0192211	0.0166162	0	0	0.0958591	0.24083	0.19276	0.289992	0.0565298	0.0881921	0	0	0	0
2A	Multi-Family with 5+ Units	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	49	691453	0.00195411
2A	Multi-Family with 5+ Units	No	Ducted Heat Pump	Owner	0	0	0	0.0633615	0	0.0649953	0.211591	0.107578	0.336351	0.216123	0	0	16	124080	0.000850402
2A	Multi-Family with 5+ Units	No	Ducted Heat Pump	Renter	0	0	0	0	0.0709557	0.0340137	0.279624	0.0975604	0.252513	0.181865	0.0203855	0.0630832	41	567373	0.00540635
2A	Multi-Family with 5+ Units	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	64	823980	0.00205862
2A	Multi-Family with 5+ Units	No	Ducted Heating	Owner	0	0	0	0.0633615	0	0.0649953	0.211591	0.107578	0.336351	0.216123	0	0	16	105086	0.00088207
2A	Multi-Family with 5+ Units	No	Ducted Heating	Renter	0	0.0322283	0	0	0	0.0798628	0.349982	0.219354	0.244586	0.0559571	0.0180295	0	56	718894	0.00570009
2A	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	49	19281.9	6.87125e-05
2A	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Owner	0	0	0	0.0633615	0	0.0649953	0.211591	0.107578	0.336351	0.216123	0	0	16	0	2.58653e-05
2A	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Renter	0	0	0	0	0.0709557	0.0340137	0.279624	0.0975604	0.252513	0.181865	0.0203855	0.0630832	41	19281.9	0.000206638
2A	Multi-Family with 5+ Units	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	64	73522.4	0.000592315
2A	Multi-Family with 5+ Units	No	Non-Ducted Heating	Owner	0	0	0	0.0633615	0	0.0649953	0.211591	0.107578	0.336351	0.216123	0	0	16	0	0.000248259
2A	Multi-Family with 5+ Units	No	Non-Ducted Heating	Renter	0	0.0322283	0	0	0	0.0798628	0.349982	0.219354	0.244586	0.0559571	0.0180295	0	56	73522.4	0.00184172
2A	Multi-Family with 5+ Units	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7.33851e-05
2A	Multi-Family with 5+ Units	No	None	Owner	0	0.00574481	0.000953163	0.0605281	0	0.0693505	0.21083	0.10847	0.336736	0.202352	0.00344801	0.0015871	0	0	3.78201e-05
2A	Multi-Family with 5+ Units	No	None	Renter	0	0.0151004	0	0.00998376	0.0246132	0.0780655	0.310797	0.171535	0.220533	0.111947	0.025558	0.0318661	0	0	0.000151649
2A	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	23	0	0
2A	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Owner	0	0.0743762	0.0123403	0.0266788	0	0.121381	0.201738	0.119125	0.341334	0.0378387	0.0446402	0.0205477	79	0	0
2A	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Renter	0	0	0	0.0540905	0	0.156292	0.269913	0.189172	0.0993716	0.122681	0.0543904	0.0540905	22	0	0
2A	Multi-Family with 5+ Units	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	23	0	0
2A	Multi-Family with 5+ Units	Yes	Ducted Heating	Owner	0	0.0743762	0.0123403	0.0266788	0	0.121381	0.201738	0.119125	0.341334	0.0378387	0.0446402	0.0205477	79	0	0
2A	Multi-Family with 5+ Units	Yes	Ducted Heating	Renter	0	0	0	0.0540905	0	0.156292	0.269913	0.189172	0.0993716	0.122681	0.0543904	0.0540905	22	0	0
2A	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	23	0	0
2A	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Owner	0	0.0743762	0.0123403	0.0266788	0	0.121381	0.201738	0.119125	0.341334	0.0378387	0.0446402	0.0205477	79	0	0
2A	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Renter	0	0	0	0.0540905	0	0.156292	0.269913	0.189172	0.0993716	0.122681	0.0543904	0.0540905	22	0	0
2A	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	23	331341	0.00045234
2A	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Owner	0	0.0743762	0.0123403	0.0266788	0	0.121381	0.201738	0.119125	0.341334	0.0378387	0.0446402	0.0205477	79	19182.4	0.000179732
2A	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Renter	0	0	0	0.0540905	0	0.156292	0.269913	0.189172	0.0993716	0.122681	0.0543904	0.0540905	22	312159	0.00144083
2A	Multi-Family with 5+ Units	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2A	Multi-Family with 5+ Units	Yes	None	Owner	0	0.00574481	0.000953163	0.0605281	0	0.0693505	0.21083	0.10847	0.336736	0.202352	0.00344801	0.0015871	0	0	0
2A	Multi-Family with 5+ Units	Yes	None	Renter	0	0.0151004	0	0.00998376	0.0246132	0.0780655	0.310797	0.171535	0.220533	0.111947	0.025558	0.0318661	0	0	0
2A	Single-Family Attached	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	29	167144	0.000226133
2A	Single-Family Attached	No	Ducted Heat Pump	Owner	0	0	0	0.0275174	0.0595174	0.176824	0.189767	0.257397	0.17727	0.0547307	0.0569759	0	21	122033	0.000841833
2A	Single-Family Attached	No	Ducted Heat Pump	Renter	0	0.0833174	0	0	0.0113504	0.0926509	0.216248	0.302689	0.181615	0	0.0773784	0.0347514	28	45111.7	0.000514194
2A	Single-Family Attached	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	45	255174	0.000323441
2A	Single-Family Attached	No	Ducted Heating	Owner	0	0	0	0	0.0814074	0.141913	0.0468824	0.428206	0.0277116	0.193907	0.0253824	0.0545908	25	137655	0.0012364
2A	Single-Family Attached	No	Ducted Heating	Renter	0	0.04671	0	0	0.015504	0.10323	0.252052	0.354606	0.117847	0	0.0625837	0.0474682	20	117519	0.000812492
2A	Single-Family Attached	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	29	2113.79	7.90772e-06
2A	Single-Family Attached	No	Non-Ducted Heat Pump	Owner	0	0	0	0.0275174	0.0595174	0.176824	0.189767	0.257397	0.17727	0.0547307	0.0569759	0	21	2113.79	2.92056e-05
2A	Single-Family Attached	No	Non-Ducted Heat Pump	Renter	0	0.0833174	0	0	0.0113504	0.0926509	0.216248	0.302689	0.181615	0	0.0773784	0.0347514	28	0	1.9967e-05
2A	Single-Family Attached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	45	5758.29	1.75097e-05
2A	Single-Family Attached	No	Non-Ducted Heating	Owner	0	0	0	0	0.0814074	0.141913	0.0468824	0.428206	0.0277116	0.193907	0.0253824	0.0545908	25	0	6.25509e-05
2A	Single-Family Attached	No	Non-Ducted Heating	Renter	0	0.04671	0	0	0.015504	0.10323	0.252052	0.354606	0.117847	0	0.0625837	0.0474682	20	5758.29	4.82907e-05
2A	Single-Family Attached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8.42878e-06
2A	Single-Family Attached	No	None	Owner	0	0.006275	0.00104113	0.014336	0.0657822	0.157007	0.123193	0.331619	0.109623	0.121656	0.0411496	0.0283177	0	0	3.0128e-05
2A	Single-Family Attached	No	None	Renter	0	0.0551183	0	0.00565451	0.0161791	0.0960812	0.234642	0.354268	0.124823	0.00587884	0.0646654	0.0426888	0	0	1.72445e-05
2A	Single-Family Attached	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	93	0	0
2A	Single-Family Attached	Yes	Ducted Heat Pump	Owner	0	0.0849756	0.0140989	0.0304808	0	0.138679	0.230487	0.136102	0.247467	0.0432311	0.0510019	0.0234759	70	0	0
2A	Single-Family Attached	Yes	Ducted Heat Pump	Renter	0	0.0441779	0	0.0498748	0.0301606	0.0623414	0.173504	0.4604	0.0457841	0.0518535	0.0499484	0.0319548	23	0	0
2A	Single-Family Attached	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	93	0	0
2A	Single-Family Attached	Yes	Ducted Heating	Owner	0	0.0849756	0.0140989	0.0304808	0	0.138679	0.230487	0.136102	0.247467	0.0432311	0.0510019	0.0234759	70	0	0
2A	Single-Family Attached	Yes	Ducted Heating	Renter	0	0.0441779	0	0.0498748	0.0301606	0.0623414	0.173504	0.4604	0.0457841	0.0518535	0.0499484	0.0319548	23	0	0
2A	Single-Family Attached	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	93	0	0
2A	Single-Family Attached	Yes	Non-Ducted Heat Pump	Owner	0	0.0849756	0.0140989	0.0304808	0	0.138679	0.230487	0.136102	0.247467	0.0432311	0.0510019	0.0234759	70	0	0
2A	Single-Family Attached	Yes	Non-Ducted Heat Pump	Renter	0	0.0441779	0	0.0498748	0.0301606	0.0623414	0.173504	0.4604	0.0457841	0.0518535	0.0499484	0.0319548	23	0	0
2A	Single-Family Attached	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	93	42406.2	5.37956e-05
2A	Single-Family Attached	Yes	Non-Ducted Heating	Owner	0	0.0849756	0.0140989	0.0304808	0	0.138679	0.230487	0.136102	0.247467	0.0432311	0.0510019	0.0234759	70	20874	0.000192628
2A	Single-Family Attached	Yes	Non-Ducted Heating	Renter	0	0.0441779	0	0.0498748	0.0301606	0.0623414	0.173504	0.4604	0.0457841	0.0518535	0.0499484	0.0319548	23	21532.1	0.000138336
2A	Single-Family Attached	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2A	Single-Family Attached	Yes	None	Owner	0	0.006275	0.00104113	0.014336	0.0657822	0.157007	0.123193	0.331619	0.109623	0.121656	0.0411496	0.0283177	0	0	0
2A	Single-Family Attached	Yes	None	Renter	0	0.0551183	0	0.00565451	0.0161791	0.0960812	0.234642	0.354268	0.124823	0.00587884	0.0646654	0.0426888	0	0	0
2A	Single-Family Detached	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	282	2.59465e+06	0.0029396
2A	Single-Family Detached	No	Ducted Heat Pump	Owner	0	0.00922363	0	0.0217578	0.0338106	0.165787	0.284568	0.244217	0.136771	0.0541401	0.035262	0.0144627	253	2.29117e+06	0.0167097
2A	Single-Family Detached	No	Ducted Heat Pump	Renter	0	0	0	0.0995593	0.0460594	0.0846172	0.301205	0.221914	0.0826044	0.0654087	0.0807387	0.0178937	29	303483	0.00363528
2A	Single-Family Detached	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	585	5.03391e+06	0.00416402
2A	Single-Family Detached	No	Ducted Heating	Owner	0	0.0189543	0	0.0368613	0.0344343	0.175365	0.245231	0.242688	0.154709	0.0416221	0.0431915	0.00694352	519	4.43521e+06	0.0281215
2A	Single-Family Detached	No	Ducted Heating	Renter	0	0.0259012	0.0407098	0.0900204	0.0551494	0.0694987	0.170811	0.230994	0.16724	0.0875114	0.0337787	0.0283852	66	598708	0.00601537
2A	Single-Family Detached	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	282	109988	0.000116199
2A	Single-Family Detached	No	Non-Ducted Heat Pump	Owner	0	0.00922363	0	0.0217578	0.0338106	0.165787	0.284568	0.244217	0.136771	0.0541401	0.035262	0.0144627	253	109988	0.000669186
2A	Single-Family Detached	No	Non-Ducted Heat Pump	Renter	0	0	0	0.0995593	0.0460594	0.0846172	0.301205	0.221914	0.0826044	0.0654087	0.0807387	0.0178937	29	0	0.000154776
2A	Single-Family Detached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	585	188984	0.000343019
2A	Single-Family Detached	No	Non-Ducted Heating	Owner	0	0.0189543	0	0.0368613	0.0344343	0.175365	0.245231	0.242688	0.154709	0.0416221	0.0431915	0.00694352	519	154848	0.00205501
2A	Single-Family Detached	No	Non-Ducted Heating	Renter	0	0.0259012	0.0407098	0.0900204	0.0551494	0.0694987	0.170811	0.230994	0.16724	0.0875114	0.0337787	0.0283852	66	34135.1	0.000480712
2A	Single-Family Detached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6.17349e-05
2A	Single-Family Detached	No	None	Owner	0	0.0167038	0.00123761	0.0314173	0.0319601	0.168885	0.258601	0.237971	0.156415	0.0450552	0.0422725	0.00948136	0	0	0.000325039
2A	Single-Family Detached	No	None	Renter	0	0.0246512	0.0243199	0.0823	0.0461414	0.0787111	0.206482	0.240111	0.133085	0.08179	0.0536863	0.028722	0	0	7.04169e-05
2A	Single-Family Detached	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	66	0	0
2A	Single-Family Detached	Yes	Ducted Heat Pump	Owner	0	0.0321402	0.0187399	0.0277873	0	0.123762	0.256622	0.163832	0.267671	0.0328042	0.0677904	0.00884979	52	0	0
2A	Single-Family Detached	Yes	Ducted Heat Pump	Renter	0	0.0790385	0	0	0	0.111535	0.156306	0.331905	0.0819122	0.0927708	0.0893625	0.0571702	14	0	0
2A	Single-Family Detached	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	66	0	0
2A	Single-Family Detached	Yes	Ducted Heating	Owner	0	0.0321402	0.0187399	0.0277873	0	0.123762	0.256622	0.163832	0.267671	0.0328042	0.0677904	0.00884979	52	0	0
2A	Single-Family Detached	Yes	Ducted Heating	Renter	0	0.0790385	0	0	0	0.111535	0.156306	0.331905	0.0819122	0.0927708	0.0893625	0.0571702	14	0	0
2A	Single-Family Detached	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	66	0	0
2A	Single-Family Detached	Yes	Non-Ducted Heat Pump	Owner	0	0.0321402	0.0187399	0.0277873	0	0.123762	0.256622	0.163832	0.267671	0.0328042	0.0677904	0.00884979	52	0	0
2A	Single-Family Detached	Yes	Non-Ducted Heat Pump	Renter	0	0.0790385	0	0	0	0.111535	0.156306	0.331905	0.0819122	0.0927708	0.0893625	0.0571702	14	0	0
2A	Single-Family Detached	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	66	617365	0.000601363
2A	Single-Family Detached	Yes	Non-Ducted Heating	Owner	0	0.0321402	0.0187399	0.0277873	0	0.123762	0.256622	0.163832	0.267671	0.0328042	0.0677904	0.00884979	52	494356	0.00351419
2A	Single-Family Detached	Yes	Non-Ducted Heating	Renter	0	0.0790385	0	0	0	0.111535	0.156306	0.331905	0.0819122	0.0927708	0.0893625	0.0571702	14	123009	0.000836854
2A	Single-Family Detached	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2A	Single-Family Detached	Yes	None	Owner	0	0.0167038	0.00123761	0.0314173	0.0319601	0.168885	0.258601	0.237971	0.156415	0.0450552	0.0422725	0.00948136	0	0	0
2A	Single-Family Detached	Yes	None	Renter	0	0.0246512	0.0243199	0.0823	0.0461414	0.0787111	0.206482	0.240111	0.133085	0.08179	0.0536863	0.028722	0	0	0
2B	Mobile Home	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	24	58004.2	0.000146713
2B	Mobile Home	No	Ducted Heat Pump	Owner	0	0.0469553	0	0.103153	0.0361516	0.250412	0.165785	0.269041	0.0387671	0.0897347	0	0	20	58004.2	0.000300597
2B	Mobile Home	No	Ducted Heat Pump	Renter	0	0.0229749	0.0200529	0.0178112	0.0146103	0.0694145	0.285957	0.137576	0.202094	0.0790504	0.112269	0.0381898	48	0	8.99284e-05
2B	Mobile Home	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	15	95522.5	0.000220166
2B	Mobile Home	No	Ducted Heating	Owner	0	0	0	0.206794	0.0724739	0.178067	0.254725	0.192892	0	0.0950484	0	0	11	70939.6	0.000502979
2B	Mobile Home	No	Ducted Heating	Renter	0	0.0229749	0.0200529	0.0178112	0.0146103	0.0694145	0.285957	0.137576	0.202094	0.0790504	0.112269	0.0381898	48	24582.9	0.000153588
2B	Mobile Home	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	24	13270.2	1.04982e-05
2B	Mobile Home	No	Non-Ducted Heat Pump	Owner	0	0.0469553	0	0.103153	0.0361516	0.250412	0.165785	0.269041	0.0387671	0.0897347	0	0	20	13270.2	2.14875e-05
2B	Mobile Home	No	Non-Ducted Heat Pump	Renter	0	0.0229749	0.0200529	0.0178112	0.0146103	0.0694145	0.285957	0.137576	0.202094	0.0790504	0.112269	0.0381898	48	0	6.39724e-06
2B	Mobile Home	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	15	0	2.91186e-05
2B	Mobile Home	No	Non-Ducted Heating	Owner	0	0	0	0.206794	0.0724739	0.178067	0.254725	0.192892	0	0.0950484	0	0	11	0	6.61366e-05
2B	Mobile Home	No	Non-Ducted Heating	Renter	0	0.0229749	0.0200529	0.0178112	0.0146103	0.0694145	0.285957	0.137576	0.202094	0.0790504	0.112269	0.0381898	48	0	2.05328e-05
2B	Mobile Home	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27633e-05
2B	Mobile Home	No	None	Owner	0	0.0199618	0	0.136243	0.0460346	0.181801	0.200889	0.221467	0.0277552	0.078366	0.0289469	0.0585344	0	0	2.09769e-05
2B	Mobile Home	No	None	Renter	0	0.0142435	0.012432	0.0680217	0.00905779	0.0766284	0.307569	0.0852913	0.159155	0.099542	0.144383	0.023676	0	0	7.26706e-06
2B	Mobile Home	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0
2B	Mobile Home	Yes	Ducted Heat Pump	Owner	0	0	0	0.0322241	0	0	0.149121	0.167867	0.0742968	0	0.190757	0.385735	13	0	0
2B	Mobile Home	Yes	Ducted Heat Pump	Renter	0	0	0	0.149929	0	0.0883964	0.342825	0	0.0891093	0.13297	0.19677	0	14	0	0
2B	Mobile Home	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0
2B	Mobile Home	Yes	Ducted Heating	Owner	0	0	0	0.0322241	0	0	0.149121	0.167867	0.0742968	0	0.190757	0.385735	13	0	0
2B	Mobile Home	Yes	Ducted Heating	Renter	0	0	0	0.149929	0	0.0883964	0.342825	0	0.0891093	0.13297	0.19677	0	14	0	0
2B	Mobile Home	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0
2B	Mobile Home	Yes	Non-Ducted Heat Pump	Owner	0	0	0	0.0322241	0	0	0.149121	0.167867	0.0742968	0	0.190757	0.385735	13	0	0
2B	Mobile Home	Yes	Non-Ducted Heat Pump	Renter	0	0	0	0.149929	0	0.0883964	0.342825	0	0.0891093	0.13297	0.19677	0	14	0	0
