Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Option=EF 12, National Average	Option=None	Option=Void	source_count	source_weight	sampling_probability
200-300%	Mobile Home	KS	Not Available	0	0	1	18	16298.8	0
200-300%	Mobile Home	KS	Owner	0.869844	0.130156	0	14	10140.2	5.05834e-05
200-300%	Mobile Home	KS	Renter	0.612731	0.387269	0	51	6158.66	2.0669e-05
300-400%	Mobile Home	KS	Not Available	0	0	1	377	0	0
300-400%	Mobile Home	KS	Owner	0.670587	0.329413	0	345	0	3.67151e-05
300-400%	Mobile Home	KS	Renter	0.476399	0.523601	0	32	0	1.16281e-05
400%+	Mobile Home	KS	Not Available	0	0	1	10	4707.94	0
400%+	Mobile Home	KS	Owner	0.956246	0.0437541	0	10	4707.94	4.89e-05
400%+	Mobile Home	KS	Renter	0.353907	0.646093	0	55	0	1.05646e-05
Not Available	Mobile Home	KS	Not Available	0.580697	0.419303	0	68	43643.7	8.64446e-05
Not Available	Mobile Home	KS	Owner	0	0	1	55	29793.3	0
Not Available	Mobile Home	KS	Renter	0	0	1	13	13850.3	0
0-100%	Mobile Home	KY	Not Available	0	0	1	56	24660.6	0
0-100%	Mobile Home	KY	Owner	0.469524	0.530476	0	36	20296.9	0.000227817
0-100%	Mobile Home	KY	Renter	0.465247	0.534753	0	20	4363.62	0.000158977
100-150%	Mobile Home	KY	Not Available	0	0	1	34	19269.1	0
100-150%	Mobile Home	KY	Owner	0.550883	0.449117	0	25	16686.6	0.000160306
100-150%	Mobile Home	KY	Renter	0.35777	0.64223	0	48	2582.51	7.48043e-05
150-200%	Mobile Home	KY	Not Available	0	0	1	29	28579.7	0
150-200%	Mobile Home	KY	Owner	0.377136	0.622864	0	20	16898.6	0.00012219
150-200%	Mobile Home	KY	Renter	0.247495	0.752505	0	36	11681	4.92421e-05
200-300%	Mobile Home	KY	Not Available	0	0	1	11	33841	0
200-300%	Mobile Home	KY	Owner	0.28381	0.71619	0	29	27050	0.000186029
200-300%	Mobile Home	KY	Renter	0.131308	0.868692	0	47	6790.92	6.21256e-05
300-400%	Mobile Home	KY	Not Available	0	0	1	16	3705.75	0
300-400%	Mobile Home	KY	Owner	0.48826	0.51174	0	15	3705.75	0.000117009
300-400%	Mobile Home	KY	Renter	0.355061	0.644939	0	21	0	3.39243e-05
400%+	Mobile Home	KY	Not Available	0	0	1	20	13992.7	0
400%+	Mobile Home	KY	Owner	0.668375	0.331625	0	19	13992.7	0.000144479
400%+	Mobile Home	KY	Renter	0.17263	0.82737	0	37	0	3.22532e-05
Not Available	Mobile Home	KY	Not Available	0.456131	0.543869	0	31	124049	0.000373592
Not Available	Mobile Home	KY	Owner	0	0	1	25	98630.6	0
Not Available	Mobile Home	KY	Renter	0	0	1	34	25418.1	0
0-100%	Mobile Home	LA	Not Available	0	0	1	18	97719.8	0
0-100%	Mobile Home	LA	Owner	0.594828	0.405172	0	14	72477.5	0.000237852
0-100%	Mobile Home	LA	Renter	0.195535	0.804465	0	16	25242.3	0.000157642
100-150%	Mobile Home	LA	Not Available	0	0	1	10	36150.5	0
100-150%	Mobile Home	LA	Owner	0.519447	0.480553	0	10	36150.5	0.000165285
100-150%	Mobile Home	LA	Renter	0.393293	0.606707	0	10	0	7.98058e-05
150-200%	Mobile Home	LA	Not Available	0	0	1	34	28831.1	0
150-200%	Mobile Home	LA	Owner	0.360809	0.639191	0	27	28831.1	0.000131616
150-200%	Mobile Home	LA	Renter	0.322535	0.677465	0	58	0	5.50332e-05
200-300%	Mobile Home	LA	Not Available	0	0	1	30	36681.9	0
200-300%	Mobile Home	LA	Owner	0.420897	0.579103	0	29	36681.9	0.000199759
200-300%	Mobile Home	LA	Renter	0.32249	0.67751	0	66	0	7.35442e-05
300-400%	Mobile Home	LA	Not Available	0	0	1	13	13110.2	0
300-400%	Mobile Home	LA	Owner	0.75958	0.24042	0	12	6425.63	0.000134738
300-400%	Mobile Home	LA	Renter	0.316754	0.683246	0	40	6684.61	3.92556e-05
400%+	Mobile Home	LA	Not Available	0	0	1	18	31511.6	0
400%+	Mobile Home	LA	Owner	0.803708	0.196292	0	17	31511.2	0.000216708
400%+	Mobile Home	LA	Renter	0.286085	0.713915	0	45	0.317069	4.38419e-05
Not Available	Mobile Home	LA	Not Available	0.515788	0.484212	0	40	244005	0.000431359
Not Available	Mobile Home	LA	Owner	0	0	1	35	212078	0
Not Available	Mobile Home	LA	Renter	0	0	1	29	31927.2	0
0-100%	Mobile Home	MA	Not Available	0	0	1	15	3894.95	0
0-100%	Mobile Home	MA	Owner	0.423726	0.576274	0	13	3894.95	1.63584e-05
0-100%	Mobile Home	MA	Renter	0.0688197	0.93118	0	15	0	5.7289e-06
100-150%	Mobile Home	MA	Not Available	0	0	1	17	5222.02	0
100-150%	Mobile Home	MA	Owner	0.187626	0.812374	0	13	5222.02	1.81106e-05
100-150%	Mobile Home	MA	Renter	0.148754	0.851246	0	25	0	3.9572e-06
150-200%	Mobile Home	MA	Not Available	0	0	1	12	7396.5	0
150-200%	Mobile Home	MA	Owner	0.432556	0.567444	0	94	6069.35	1.66189e-05
150-200%	Mobile Home	MA	Renter	0.00121918	0.998781	0	16	1327.15	3.60755e-06
200-300%	Mobile Home	MA	Not Available	0	0	1	15	3556.18	0
200-300%	Mobile Home	MA	Owner	0.361426	0.638574	0	255	7.55544	2.93121e-05
200-300%	Mobile Home	MA	Renter	0.395136	0.604864	0	28	3548.62	4.68133e-06
300-400%	Mobile Home	MA	Not Available	0	0	1	295	0	0
300-400%	Mobile Home	MA	Owner	0.359655	0.640345	0	282	0	1.88703e-05
300-400%	Mobile Home	MA	Renter	0.303473	0.696527	0	13	0	3.14427e-06
400%+	Mobile Home	MA	Not Available	0	0	1	11	0	0
400%+	Mobile Home	MA	Owner	0.150494	0.849506	0	10	0	2.86257e-05
400%+	Mobile Home	MA	Renter	0.222342	0.777658	0	40	0	3.88266e-06
Not Available	Mobile Home	MA	Not Available	0.283153	0.716847	0	55	20069.6	2.72918e-05
Not Available	Mobile Home	MA	Owner	0	0	1	41	15193.9	0
Not Available	Mobile Home	MA	Renter	0	0	1	14	4875.77	0
0-100%	Mobile Home	MD	Not Available	0	0	1	80	10744.3	0
0-100%	Mobile Home	MD	Owner	0.356456	0.643544	0	52	6763.98	2.38858e-05
0-100%	Mobile Home	MD	Renter	0.250664	0.749336	0	28	3980.33	1.39527e-05
100-150%	Mobile Home	MD	Not Available	0	0	1	62	6184.14	0
100-150%	Mobile Home	MD	Owner	0.547952	0.452048	0	48	0	2.13533e-05
100-150%	Mobile Home	MD	Renter	0.000436062	0.999564	0	14	6184.14	8.46889e-06
150-200%	Mobile Home	MD	Not Available	0	0	1	44	0	0
150-200%	Mobile Home	MD	Owner	0.439985	0.560015	0	38	0	1.79346e-05
150-200%	Mobile Home	MD	Renter	0.269148	0.730852	0	64	0	6.35844e-06
200-300%	Mobile Home	MD	Not Available	0	0	1	60	0	0
200-300%	Mobile Home	MD	Owner	0.290485	0.709515	0	51	0	3.00861e-05
200-300%	Mobile Home	MD	Renter	0.253058	0.746942	0	102	0	8.36985e-06
300-400%	Mobile Home	MD	Not Available	0	0	1	29	0	0
300-400%	Mobile Home	MD	Owner	0.380153	0.619847	0	23	0	2.03297e-05
300-400%	Mobile Home	MD	Renter	0.239126	0.760874	0	73	0	4.031e-06
400%+	Mobile Home	MD	Not Available	0	0	1	29	0	0
400%+	Mobile Home	MD	Owner	0.620211	0.379789	0	22	0	3.35249e-05
400%+	Mobile Home	MD	Renter	0.29219	0.70781	0	124	0	4.1437e-06
Not Available	Mobile Home	MD	Not Available	0.354209	0.645791	0	215	16928.5	5.87691e-05
Not Available	Mobile Home	MD	Owner	0	0	1	161	6763.98	0
Not Available	Mobile Home	MD	Renter	0	0	1	54	10164.5	0
0-100%	Mobile Home	ME	Not Available	0	0	1	15	5908.54	0
0-100%	Mobile Home	ME	Owner	0.423726	0.576274	0	13	5908.54	4.12983e-05
0-100%	Mobile Home	ME	Renter	0.0688197	0.93118	0	15	0	1.85207e-05
100-150%	Mobile Home	ME	Not Available	0	0	1	17	12900.8	0
100-150%	Mobile Home	ME	Owner	0.187626	0.812374	0	13	12900.8	3.82736e-05
100-150%	Mobile Home	ME	Renter	0.148754	0.851246	0	25	0	1.38881e-05
150-200%	Mobile Home	ME	Not Available	0	0	1	12	8318.15	0
150-200%	Mobile Home	ME	Owner	0.432556	0.567444	0	94	8318.15	3.56648e-05
150-200%	Mobile Home	ME	Renter	0.00121918	0.998781	0	16	0	1.28037e-05
200-300%	Mobile Home	ME	Not Available	0	0	1	15	12295.5	0
200-300%	Mobile Home	ME	Owner	0.361426	0.638574	0	255	4973.66	6.63597e-05
200-300%	Mobile Home	ME	Renter	0.395136	0.604864	0	28	7321.87	1.78072e-05
300-400%	Mobile Home	ME	Not Available	0	0	1	295	3149.53	0
300-400%	Mobile Home	ME	Owner	0.359655	0.640345	0	282	1532.95	4.35397e-05
300-400%	Mobile Home	ME	Renter	0.303473	0.696527	0	13	1616.58	9.86452e-06
400%+	Mobile Home	ME	Not Available	0	0	1	11	3623.45	0
400%+	Mobile Home	ME	Owner	0.150494	0.849506	0	10	3623.45	6.03873e-05
400%+	Mobile Home	ME	Renter	0.222342	0.777658	0	40	0	8.54106e-06
Not Available	Mobile Home	ME	Not Available	0.306933	0.693067	0	17	46196	8.41399e-05
Not Available	Mobile Home	ME	Owner	0	0	1	14	37257.5	0
Not Available	Mobile Home	ME	Renter	0	0	1	14	8938.45	0
0-100%	Mobile Home	MI	Not Available	0	0	1	17	57117.9	0
0-100%	Mobile Home	MI	Owner	0.778658	0.221342	0	12	31706	0.000173374
0-100%	Mobile Home	MI	Renter	0.426833	0.573167	0	62	25411.9	8.97275e-05
100-150%	Mobile Home	MI	Not Available	0	0	1	20	32216.5	0
100-150%	Mobile Home	MI	Owner	0.226614	0.773386	0	18	31685.1	0.000157115
100-150%	Mobile Home	MI	Renter	0.381605	0.618395	0	41	531.31	6.36552e-05
150-200%	Mobile Home	MI	Not Available	0	0	1	10	27505.4	0
150-200%	Mobile Home	MI	Owner	0.492491	0.507509	0	170	27505.4	0.000137324
150-200%	Mobile Home	MI	Renter	0.181983	0.818017	0	36	0	5.0264e-05
200-300%	Mobile Home	MI	Not Available	0	0	1	22	12995.4	0
200-300%	Mobile Home	MI	Owner	0.288812	0.711188	0	22	12995.4	0.000236228
200-300%	Mobile Home	MI	Renter	0.370572	0.629428	0	53	0	7.16134e-05
300-400%	Mobile Home	MI	Not Available	0	0	1	10	37472.9	0
300-400%	Mobile Home	MI	Owner	0.519971	0.480029	0	368	36430	0.000150637
300-400%	Mobile Home	MI	Renter	0.295082	0.704918	0	32	1042.89	3.91762e-05
400%+	Mobile Home	MI	Not Available	0	0	1	899	19147.3	0
400%+	Mobile Home	MI	Owner	0.494192	0.505808	0	856	3.38133	0.000193133
400%+	Mobile Home	MI	Renter	0.400628	0.599372	0	43	19143.9	3.40694e-05
Not Available	Mobile Home	MI	Not Available	0.504587	0.495413	0	19	186455	0.000403038
Not Available	Mobile Home	MI	Owner	0	0	1	14	140325	0
Not Available	Mobile Home	MI	Renter	0	0	1	195	46130	0
0-100%	Mobile Home	MN	Not Available	0	0	1	27	21509.7	0
0-100%	Mobile Home	MN	Owner	0.510318	0.489682	0	21	21509.7	5.20352e-05
0-100%	Mobile Home	MN	Renter	0.183776	0.816224	0	39	0	1.79874e-05
100-150%	Mobile Home	MN	Not Available	0	0	1	24	6049.81	0
100-150%	Mobile Home	MN	Owner	0.513175	0.486825	0	19	6049.81	5.20266e-05
100-150%	Mobile Home	MN	Renter	0.548762	0.451238	0	36	0	1.21033e-05
150-200%	Mobile Home	MN	Not Available	0	0	1	10	6261.4	0
150-200%	Mobile Home	MN	Owner	0.665744	0.334256	0	154	6261.4	4.95132e-05
150-200%	Mobile Home	MN	Renter	0.424833	0.575167	0	39	0	9.91386e-06
200-300%	Mobile Home	MN	Not Available	0	0	1	18	10611	0
200-300%	Mobile Home	MN	Owner	0.869844	0.130156	0	14	10611	8.75721e-05
200-300%	Mobile Home	MN	Renter	0.612731	0.387269	0	51	0	1.3744e-05
300-400%	Mobile Home	MN	Not Available	0	0	1	377	2728.85	0
300-400%	Mobile Home	MN	Owner	0.670587	0.329413	0	345	2728.85	5.84295e-05
300-400%	Mobile Home	MN	Renter	0.476399	0.523601	0	32	0	7.4232e-06
400%+	Mobile Home	MN	Not Available	0	0	1	10	0	0
400%+	Mobile Home	MN	Owner	0.956246	0.0437541	0	10	0	7.461e-05
400%+	Mobile Home	MN	Renter	0.353907	0.646093	0	55	0	8.12228e-06
Not Available	Mobile Home	MN	Not Available	0.580697	0.419303	0	68	47160.7	0.000154725
Not Available	Mobile Home	MN	Owner	0	0	1	55	47160.7	0
Not Available	Mobile Home	MN	Renter	0	0	1	13	0	0
0-100%	Mobile Home	MO	Not Available	0	0	1	10	67641.1	0
0-100%	Mobile Home	MO	Owner	0.510318	0.489682	0	21	40199.7	0.000125564
0-100%	Mobile Home	MO	Renter	0.183776	0.816224	0	39	27441.5	8.06032e-05
100-150%	Mobile Home	MO	Not Available	0	0	1	24	43542.3	0
100-150%	Mobile Home	MO	Owner	0.513175	0.486825	0	19	43511.9	0.000103426
100-150%	Mobile Home	MO	Renter	0.548762	0.451238	0	36	30.4541	4.91573e-05
150-200%	Mobile Home	MO	Not Available	0	0	1	10	1758.86	0
150-200%	Mobile Home	MO	Owner	0.665744	0.334256	0	154	1758.86	8.90041e-05
150-200%	Mobile Home	MO	Renter	0.424833	0.575167	0	39	0	3.83761e-05
200-300%	Mobile Home	MO	Not Available	0	0	1	18	24440.2	0
200-300%	Mobile Home	MO	Owner	0.869844	0.130156	0	14	16785.7	0.000145899
200-300%	Mobile Home	MO	Renter	0.612731	0.387269	0	51	7654.5	5.18857e-05
300-400%	Mobile Home	MO	Not Available	0	0	1	377	9140.56	0
300-400%	Mobile Home	MO	Owner	0.670587	0.329413	0	345	9140.56	9.08034e-05
300-400%	Mobile Home	MO	Renter	0.476399	0.523601	0	32	0	2.8525e-05
400%+	Mobile Home	MO	Not Available	0	0	1	10	9156.62	0
400%+	Mobile Home	MO	Owner	0.956246	0.0437541	0	10	9156.62	0.000115157
400%+	Mobile Home	MO	Renter	0.353907	0.646093	0	55	0	2.77928e-05
Not Available	Mobile Home	MO	Not Available	0.626318	0.373682	0	17	155680	0.000323316
Not Available	Mobile Home	MO	Owner	0	0	1	13	120553	0
Not Available	Mobile Home	MO	Renter	0	0	1	13	35126.4	0
0-100%	Mobile Home	MS	Not Available	0	0	1	13	81754.9	0
0-100%	Mobile Home	MS	Owner	0.209349	0.790651	0	10	60420.8	0.000178517
0-100%	Mobile Home	MS	Renter	0.465247	0.534753	0	20	21334.1	0.000108556
100-150%	Mobile Home	MS	Not Available	0	0	1	34	16935.2	0
100-150%	Mobile Home	MS	Owner	0.550883	0.449117	0	25	7129.39	0.000131612
100-150%	Mobile Home	MS	Renter	0.35777	0.64223	0	48	9805.86	5.92444e-05
150-200%	Mobile Home	MS	Not Available	0	0	1	29	31873.4	0
150-200%	Mobile Home	MS	Owner	0.377136	0.622864	0	20	30356.9	0.000103978
150-200%	Mobile Home	MS	Renter	0.247495	0.752505	0	36	1516.44	4.19491e-05
200-300%	Mobile Home	MS	Not Available	0	0	1	35	25841	0
200-300%	Mobile Home	MS	Owner	0.28381	0.71619	0	29	25841	0.000163379
200-300%	Mobile Home	MS	Renter	0.131308	0.868692	0	47	0	5.37957e-05
300-400%	Mobile Home	MS	Not Available	0	0	1	16	3862.85	0
300-400%	Mobile Home	MS	Owner	0.48826	0.51174	0	15	3862.85	0.000106719
300-400%	Mobile Home	MS	Renter	0.355061	0.644939	0	21	0	2.88893e-05
400%+	Mobile Home	MS	Not Available	0	0	1	20	8979.47	0
400%+	Mobile Home	MS	Owner	0.668375	0.331625	0	19	8979.47	0.000141876
400%+	Mobile Home	MS	Renter	0.17263	0.82737	0	37	0	2.87242e-05
Not Available	Mobile Home	MS	Not Available	0.365841	0.634159	0	28	169247	0.000317554
Not Available	Mobile Home	MS	Owner	0	0	1	23	136590	0
Not Available	Mobile Home	MS	Renter	0	0	1	34	32656.4	0
0-100%	Mobile Home	MT	Not Available	0	0	1	27	11755.6	0
0-100%	Mobile Home	MT	Owner	0.305056	0.694944	0	17	1990.12	3.9278e-05
0-100%	Mobile Home	MT	Renter	0.165999	0.834001	0	10	9765.47	2.25559e-05
100-150%	Mobile Home	MT	Not Available	0	0	1	24	6622.89	0
100-150%	Mobile Home	MT	Owner	0.38262	0.61738	0	23	6622.89	3.55818e-05
100-150%	Mobile Home	MT	Renter	0.450077	0.549923	0	26	0	1.72144e-05
150-200%	Mobile Home	MT	Not Available	0	0	1	19	7887.15	0
150-200%	Mobile Home	MT	Owner	0.630869	0.369131	0	14	5044.29	3.09016e-05
150-200%	Mobile Home	MT	Renter	0.27831	0.72169	0	24	2842.86	1.27532e-05
200-300%	Mobile Home	MT	Not Available	0	0	1	23	6061.5	0
200-300%	Mobile Home	MT	Owner	0.407047	0.592953	0	16	5915.08	4.58705e-05
200-300%	Mobile Home	MT	Renter	0.169105	0.830895	0	42	146.417	1.88799e-05
300-400%	Mobile Home	MT	Not Available	0	0	1	16	7897.81	0
300-400%	Mobile Home	MT	Owner	0.894737	0.105263	0	14	6121.7	3.07938e-05
300-400%	Mobile Home	MT	Renter	0.431251	0.568749	0	35	1776.11	9.47977e-06
400%+	Mobile Home	MT	Not Available	0	0	1	16	3485.93	0
400%+	Mobile Home	MT	Owner	0.885267	0.114733	0	15	3485.93	4.49361e-05
400%+	Mobile Home	MT	Renter	0.279563	0.720437	0	45	0	1.26809e-05
Not Available	Mobile Home	MT	Not Available	0.650559	0.349441	0	20	43710.9	6.3366e-05
Not Available	Mobile Home	MT	Owner	0	0	1	13	29180	0
Not Available	Mobile Home	MT	Renter	0	0	1	19	14530.9	0
0-100%	Mobile Home	NC	Not Available	0	0	1	14	144684	0
0-100%	Mobile Home	NC	Owner	0.356456	0.643544	0	52	89995.3	0.000383015
0-100%	Mobile Home	NC	Renter	0.250664	0.749336	0	28	54689.1	0.000387937
100-150%	Mobile Home	NC	Not Available	0	0	1	62	53365.7	0
100-150%	Mobile Home	NC	Owner	0.547952	0.452048	0	48	43639.7	0.000328434
100-150%	Mobile Home	NC	Renter	0.000436062	0.999564	0	14	9726.03	0.00024071
150-200%	Mobile Home	NC	Not Available	0	0	1	10	47920.9	0
150-200%	Mobile Home	NC	Owner	0.439985	0.560015	0	38	35204.1	0.000276937
150-200%	Mobile Home	NC	Renter	0.269148	0.730852	0	64	12716.7	0.000179413
200-300%	Mobile Home	NC	Not Available	0	0	1	14	71274.3	0
200-300%	Mobile Home	NC	Owner	0.395916	0.604084	0	12	54358.9	0.000472058
200-300%	Mobile Home	NC	Renter	0.253058	0.746942	0	102	16915.4	0.000238271
300-400%	Mobile Home	NC	Not Available	0	0	1	29	54867.3	0
300-400%	Mobile Home	NC	Owner	0.380153	0.619847	0	23	50445.3	0.000310146
300-400%	Mobile Home	NC	Renter	0.239126	0.760874	0	73	4422.03	0.000114094
400%+	Mobile Home	NC	Not Available	0	0	1	29	32592.1	0
400%+	Mobile Home	NC	Owner	0.620211	0.379789	0	22	17994.6	0.000419086
400%+	Mobile Home	NC	Renter	0.29219	0.70781	0	124	14597.4	9.98903e-05
Not Available	Mobile Home	NC	Not Available	0.382925	0.617075	0	39	404705	0.000802575
Not Available	Mobile Home	NC	Owner	0	0	1	28	291638	0
Not Available	Mobile Home	NC	Renter	0	0	1	11	113067	0
0-100%	Mobile Home	ND	Not Available	0	0	1	27	3840.4	0
0-100%	Mobile Home	ND	Owner	0.510318	0.489682	0	21	3840.4	1.14353e-05
0-100%	Mobile Home	ND	Renter	0.183776	0.816224	0	39	0	7.0333e-06
100-150%	Mobile Home	ND	Not Available	0	0	1	24	2025.84	0
100-150%	Mobile Home	ND	Owner	0.513175	0.486825	0	19	2025.84	1.03221e-05
100-150%	Mobile Home	ND	Renter	0.548762	0.451238	0	36	0	4.35282e-06
150-200%	Mobile Home	ND	Not Available	0	0	1	10	765.344	0
150-200%	Mobile Home	ND	Owner	0.665744	0.334256	0	154	765.344	1.011e-05
150-200%	Mobile Home	ND	Renter	0.424833	0.575167	0	39	0	3.29426e-06
200-300%	Mobile Home	ND	Not Available	0	0	1	18	1306.82	0
200-300%	Mobile Home	ND	Owner	0.869844	0.130156	0	14	1238.73	2.03218e-05
200-300%	Mobile Home	ND	Renter	0.612731	0.387269	0	51	68.0929	5.49692e-06
300-400%	Mobile Home	ND	Not Available	0	0	1	377	3089.69	0
300-400%	Mobile Home	ND	Owner	0.670587	0.329413	0	345	2192.72	1.84417e-05
300-400%	Mobile Home	ND	Renter	0.476399	0.523601	0	32	896.966	3.84106e-06
400%+	Mobile Home	ND	Not Available	0	0	1	10	4400.97	0
400%+	Mobile Home	ND	Owner	0.956246	0.0437541	0	10	4400.97	3.44198e-05
400%+	Mobile Home	ND	Renter	0.353907	0.646093	0	55	0	5.7626e-06
Not Available	Mobile Home	ND	Not Available	0.615763	0.384237	0	16	15429.1	5.34248e-05
Not Available	Mobile Home	ND	Owner	0	0	1	15	14464	0
Not Available	Mobile Home	ND	Renter	0	0	1	13	965.059	0
0-100%	Mobile Home	NE	Not Available	0	0	1	27	8101.12	0
0-100%	Mobile Home	NE	Owner	0.510318	0.489682	0	21	0	1.47403e-05
0-100%	Mobile Home	NE	Renter	0.183776	0.816224	0	39	8101.12	9.33822e-06
100-150%	Mobile Home	NE	Not Available	0	0	1	24	3427.48	0
100-150%	Mobile Home	NE	Owner	0.513175	0.486825	0	19	399.805	1.38065e-05
100-150%	Mobile Home	NE	Renter	0.548762	0.451238	0	36	3027.68	7.27825e-06
150-200%	Mobile Home	NE	Not Available	0	0	1	10	5011.97	0
150-200%	Mobile Home	NE	Owner	0.665744	0.334256	0	154	4096.65	1.31635e-05
150-200%	Mobile Home	NE	Renter	0.424833	0.575167	0	39	915.326	6.14272e-06
200-300%	Mobile Home	NE	Not Available	0	0	1	18	0	0
200-300%	Mobile Home	NE	Owner	0.869844	0.130156	0	14	0	2.44518e-05
200-300%	Mobile Home	NE	Renter	0.612731	0.387269	0	51	0	9.32343e-06
300-400%	Mobile Home	NE	Not Available	0	0	1	377	0	0
300-400%	Mobile Home	NE	Owner	0.670587	0.329413	0	345	0	1.56429e-05
300-400%	Mobile Home	NE	Renter	0.476399	0.523601	0	32	0	5.72711e-06
400%+	Mobile Home	NE	Not Available	0	0	1	10	0	0
400%+	Mobile Home	NE	Owner	0.956246	0.0437541	0	10	0	1.93363e-05
400%+	Mobile Home	NE	Renter	0.353907	0.646093	0	55	0	5.43591e-06
Not Available	Mobile Home	NE	Not Available	0.580697	0.419303	0	68	16540.6	5.93791e-05
Not Available	Mobile Home	NE	Owner	0	0	1	55	4496.45	0
Not Available	Mobile Home	NE	Renter	0	0	1	13	12044.1	0
0-100%	Mobile Home	NH	Not Available	0	0	1	15	10049.2	0
0-100%	Mobile Home	NH	Owner	0.423726	0.576274	0	13	10049.2	1.79299e-05
0-100%	Mobile Home	NH	Renter	0.0688197	0.93118	0	15	0	6.89863e-06
100-150%	Mobile Home	NH	Not Available	0	0	1	17	0	0
100-150%	Mobile Home	NH	Owner	0.187626	0.812374	0	13	0	2.23742e-05
100-150%	Mobile Home	NH	Renter	0.148754	0.851246	0	25	0	5.46662e-06
150-200%	Mobile Home	NH	Not Available	0	0	1	12	0	0
150-200%	Mobile Home	NH	Owner	0.432556	0.567444	0	94	0	2.17296e-05
150-200%	Mobile Home	NH	Renter	0.00121918	0.998781	0	16	0	5.11841e-06
200-300%	Mobile Home	NH	Not Available	0	0	1	15	8890.8	0
200-300%	Mobile Home	NH	Owner	0.361426	0.638574	0	255	7037.45	4.24688e-05
200-300%	Mobile Home	NH	Renter	0.395136	0.604864	0	28	1853.35	6.94097e-06
300-400%	Mobile Home	NH	Not Available	0	0	1	295	4908.67	0
300-400%	Mobile Home	NH	Owner	0.359655	0.640345	0	282	3152.61	2.97139e-05
300-400%	Mobile Home	NH	Renter	0.303473	0.696527	0	13	1756.06	3.90904e-06
400%+	Mobile Home	NH	Not Available	0	0	1	11	3660.37	0
400%+	Mobile Home	NH	Owner	0.150494	0.849506	0	10	3660.37	4.06966e-05
400%+	Mobile Home	NH	Renter	0.222342	0.777658	0	40	0	3.83468e-06
Not Available	Mobile Home	NH	Not Available	0.283153	0.716847	0	55	27509.1	5.15646e-05
Not Available	Mobile Home	NH	Owner	0	0	1	41	23899.6	0
Not Available	Mobile Home	NH	Renter	0	0	1	14	3609.41	0
0-100%	Mobile Home	NJ	Not Available	0	0	1	20	8929.27	0
0-100%	Mobile Home	NJ	Owner	0.520112	0.479888	0	14	6266.6	2.41456e-05
0-100%	Mobile Home	NJ	Renter	0.2251	0.7749	0	39	2662.66	9.56555e-06
100-150%	Mobile Home	NJ	Not Available	0	0	1	15	14860.5	0
100-150%	Mobile Home	NJ	Owner	0.605582	0.394418	0	11	6532.18	2.45438e-05
100-150%	Mobile Home	NJ	Renter	0.294054	0.705946	0	25	8328.3	7.50461e-06
150-200%	Mobile Home	NJ	Not Available	0	0	1	146	6904.85	0
150-200%	Mobile Home	NJ	Owner	0.505006	0.494994	0	122	2169.02	2.08226e-05
150-200%	Mobile Home	NJ	Renter	0.221036	0.778964	0	24	4735.83	5.48244e-06
200-300%	Mobile Home	NJ	Not Available	0	0	1	13	6432.45	0
200-300%	Mobile Home	NJ	Owner	0.450304	0.549696	0	10	5331.91	3.43803e-05
200-300%	Mobile Home	NJ	Renter	0.195387	0.804613	0	44	1100.54	7.35725e-06
300-400%	Mobile Home	NJ	Not Available	0	0	1	298	0	0
300-400%	Mobile Home	NJ	Owner	0.420266	0.579734	0	266	0	2.41847e-05
300-400%	Mobile Home	NJ	Renter	0.248185	0.751815	0	32	0	4.10591e-06
400%+	Mobile Home	NJ	Not Available	0	0	1	887	0	0
400%+	Mobile Home	NJ	Owner	0.383123	0.616877	0	844	0	3.47734e-05
400%+	Mobile Home	NJ	Renter	0.140563	0.859437	0	43	0	4.79204e-06
Not Available	Mobile Home	NJ	Not Available	0.383744	0.616256	0	46	37127	5.33659e-05
Not Available	Mobile Home	NJ	Owner	0	0	1	35	20299.7	0
Not Available	Mobile Home	NJ	Renter	0	0	1	11	16827.3	0
0-100%	Mobile Home	NM	Not Available	0	0	1	13	46344.9	0
0-100%	Mobile Home	NM	Owner	0.25756	0.74244	0	21	30553.1	0.000133654
0-100%	Mobile Home	NM	Renter	0.342912	0.657088	0	27	15791.9	8.08905e-05
100-150%	Mobile Home	NM	Not Available	0	0	1	27	28439.3	0
100-150%	Mobile Home	NM	Owner	0.350757	0.649243	0	18	23301.8	9.73146e-05
100-150%	Mobile Home	NM	Renter	0.376961	0.623039	0	25	5137.56	4.70488e-05
150-200%	Mobile Home	NM	Not Available	0	0	1	14	11633.6	0
150-200%	Mobile Home	NM	Owner	0.413158	0.586842	0	11	7539.79	8.70667e-05
150-200%	Mobile Home	NM	Renter	0.567896	0.432104	0	18	4093.78	3.31904e-05
200-300%	Mobile Home	NM	Not Available	0	0	1	16	11495.1	0
200-300%	Mobile Home	NM	Owner	0.501142	0.498858	0	15	11495.1	0.000135799
200-300%	Mobile Home	NM	Renter	0.261135	0.738865	0	34	0	4.59058e-05
300-400%	Mobile Home	NM	Not Available	0	0	1	11	7240.14	0
300-400%	Mobile Home	NM	Owner	0.384956	0.615044	0	11	7240.14	9.01406e-05
300-400%	Mobile Home	NM	Renter	0.110085	0.889915	0	22	0	2.35952e-05
400%+	Mobile Home	NM	Not Available	0	0	1	13	7288.75	0
