Dependency=County	Option=CAISO	Option=ERCOT	Option=MISO	Option=NEISO	Option=None	Option=NYISO	Option=PJM	Option=SPP	source_count	source_weight	sampling_probability
FL, Manatee County	0	0	0	0	1	0	0	0	8553	179365	0.001338
FL, Marion County	0	0	0	0	1	0	0	0	13122	163786	0.00122178
FL, Martin County	0	0	0	0	1	0	0	0	3866	78957	0.00058899
FL, Miami-Dade County	0	0	0	0	1	0	0	0	38790	1.00484e+06	0.00749569
FL, Monroe County	0	0	0	0	1	0	0	0	4595	52977	0.000395189
FL, Nassau County	0	0	0	0	1	0	0	0	3025	36152	0.000269681
FL, Okaloosa County	0	0	0	0	1	0	0	0	6128	94851	0.000707553
FL, Okeechobee County	0	0	0	0	1	0	0	0	1836	18234	0.000136018
FL, Orange County	0	0	0	0	1	0	0	0	19821	508562	0.00379368
FL, Osceola County	0	0	0	0	1	0	0	0	6648	135085	0.00100768
FL, Palm Beach County	0	0	0	0	1	0	0	0	20827	674975	0.00503506
FL, Pasco County	0	0	0	0	1	0	0	0	9024	232977	0.00173792
FL, Pinellas County	0	0	0	0	1	0	0	0	22219	504477	0.00376321
FL, Polk County	0	0	0	0	1	0	0	0	19556	283333	0.00211356
FL, Putnam County	0	0	0	0	1	0	0	0	5341	36681	0.000273626
FL, Santa Rosa County	0	0	0	0	1	0	0	0	5629	67603	0.000504293
FL, Sarasota County	0	0	0	0	1	0	0	0	11360	231587	0.00172755
FL, Seminole County	0	0	0	0	1	0	0	0	8063	185436	0.00138328
FL, St. Johns County	0	0	0	0	1	0	0	0	4195	97065	0.000724068
FL, St. Lucie County	0	0	0	0	1	0	0	0	9580	137649	0.00102681
FL, Sumter County	0	0	0	0	1	0	0	0	3854	63694	0.000475134
FL, Suwannee County	0	0	0	0	1	0	0	0	2429	18859	0.000140681
FL, Taylor County	0	0	0	0	1	0	0	0	3257	10885	8.1198e-05
FL, Union County	0	0	0	0	1	0	0	0	922	4462	3.32848e-05
FL, Volusia County	0	0	0	0	1	0	0	0	13343	256164	0.00191089
FL, Wakulla County	0	0	0	0	1	0	0	0	1815	12871	9.60128e-05
FL, Walton County	0	0	0	0	1	0	0	0	4460	47821	0.000356727
FL, Washington County	0	0	0	0	1	0	0	0	2156	10676	7.96389e-05
GA, Appling County	0	0	0	0	1	0	0	0	2010	8408	6.27206e-05
GA, Atkinson County	0	0	0	0	1	0	0	0	613	3446	2.57059e-05
GA, Bacon County	0	0	0	0	1	0	0	0	1158	4743	3.5381e-05
GA, Baker County	0	0	0	0	1	0	0	0	744	1757	1.31066e-05
GA, Baldwin County	0	0	0	0	1	0	0	0	1391	20206	0.00015073
GA, Banks County	0	0	0	0	1	0	0	0	892	7548	5.63051e-05
GA, Barrow County	0	0	0	0	1	0	0	0	1420	26902	0.000200679
GA, Bartow County	0	0	0	0	1	0	0	0	3446	39935	0.0002979
GA, Ben Hill County	0	0	0	0	1	0	0	0	1402	7896	5.89012e-05
GA, Berrien County	0	0	0	0	1	0	0	0	1143	8641	6.44587e-05
GA, Bibb County	0	0	0	0	1	0	0	0	4280	70178	0.000523501
GA, Bleckley County	0	0	0	0	1	0	0	0	780	5282	3.94017e-05
GA, Brantley County	0	0	0	0	1	0	0	0	1153	7924	5.91101e-05
GA, Brooks County	0	0	0	0	1	0	0	0	1013	7657	5.71184e-05
GA, Bryan County	0	0	0	0	1	0	0	0	1673	12994	9.69304e-05
GA, Bulloch County	0	0	0	0	1	0	0	0	3090	29892	0.000222982
GA, Burke County	0	0	0	0	1	0	0	0	1863	9824	7.32832e-05
GA, Butts County	0	0	0	0	1	0	0	0	879	9288	6.92849e-05
GA, Calhoun County	0	0	0	0	1	0	0	0	579	2374	1.77091e-05
GA, Camden County	0	0	0	0	1	0	0	0	3231	21415	0.000159748
GA, Candler County	0	0	0	0	1	0	0	0	923	4693	3.5008e-05
GA, Carroll County	0	0	0	0	1	0	0	0	3010	44691	0.000333378
GA, Catoosa County	0	0	0	0	1	0	0	0	1455	26826	0.000200112
GA, Charlton County	0	0	0	0	1	0	0	0	1849	4425	3.30089e-05
GA, Chatham County	0	0	0	0	1	0	0	0	7339	122702	0.000915311
GA, Chattahoochee County	0	0	0	0	1	0	0	0	1454	3342	2.49301e-05
GA, Chattooga County	0	0	0	0	1	0	0	0	1121	10891	8.12427e-05
GA, Cherokee County	0	0	0	0	1	0	0	0	3455	85926	0.000640975
GA, Clarke County	0	0	0	0	1	0	0	0	1797	51868	0.000386916
GA, Clay County	0	0	0	0	1	0	0	0	469	1903	1.41956e-05
GA, Clayton County	0	0	0	0	1	0	0	0	3505	104699	0.000781014
GA, Clinch County	0	0	0	0	1	0	0	0	2120	2966	2.21253e-05
GA, Cobb County	0	0	0	0	1	0	0	0	9971	293084	0.00218629
GA, Coffee County	0	0	0	0	1	0	0	0	2657	16909	0.000126135
GA, Colquitt County	0	0	0	0	1	0	0	0	2248	18289	0.000136429
GA, Columbia County	0	0	0	0	1	0	0	0	1574	53438	0.000398627
GA, Cook County	0	0	0	0	1	0	0	0	1320	7239	5.40002e-05
GA, Coweta County	0	0	0	0	1	0	0	0	2990	52005	0.000387938
GA, Crawford County	0	0	0	0	1	0	0	0	487	5262	3.92525e-05
GA, Crisp County	0	0	0	0	1	0	0	0	1484	10715	7.99297e-05
GA, Dade County	0	0	0	0	1	0	0	0	1087	7272	5.42464e-05
GA, Dawson County	0	0	0	0	1	0	0	0	930	10645	7.94076e-05
GA, DeKalb County	0	0	0	0	1	0	0	0	7591	307255	0.00229201
GA, Decatur County	0	0	0	0	1	0	0	0	1867	12120	9.04107e-05
GA, Dodge County	0	0	0	0	1	0	0	0	1442	9743	7.26791e-05
GA, Dooly County	0	0	0	0	1	0	0	0	1183	6228	4.64585e-05
GA, Dougherty County	0	0	0	0	1	0	0	0	3101	40713	0.000303704
GA, Douglas County	0	0	0	0	1	0	0	0	1699	51891	0.000387087
GA, Early County	0	0	0	0	1	0	0	0	1238	4924	3.67311e-05
GA, Echols County	0	0	0	0	1	0	0	0	598	1663	1.24054e-05
GA, Effingham County	0	0	0	0	1	0	0	0	1669	20732	0.000154653
GA, Elbert County	0	0	0	0	1	0	0	0	1256	9509	7.09336e-05
GA, Emanuel County	0	0	0	0	1	0	0	0	2096	9869	7.36189e-05
GA, Evans County	0	0	0	0	1	0	0	0	1670	4627	3.45157e-05
GA, Fannin County	0	0	0	0	1	0	0	0	1748	16592	0.00012377
GA, Fayette County	0	0	0	0	1	0	0	0	1705	41391	0.000308761
GA, Floyd County	0	0	0	0	1	0	0	0	3386	40446	0.000301711
GA, Forsyth County	0	0	0	0	1	0	0	0	1704	71466	0.000533108
GA, Franklin County	0	0	0	0	1	0	0	0	1513	10464	7.80575e-05
GA, Fulton County	0	0	0	0	1	0	0	0	13193	449933	0.00335633
GA, Gilmer County	0	0	0	0	1	0	0	0	1770	16660	0.000124277
GA, Glascock County	0	0	0	0	1	0	0	0	373	1508	1.12491e-05
GA, Glynn County	0	0	0	0	1	0	0	0	3621	41748	0.000311424
GA, Gordon County	0	0	0	0	1	0	0	0	2032	22255	0.000166014
GA, Grady County	0	0	0	0	1	0	0	0	1897	10668	7.95792e-05
GA, Greene County	0	0	0	0	1	0	0	0	1288	9050	6.75095e-05
GA, Gwinnett County	0	0	0	0	1	0	0	0	7502	298844	0.00222926
GA, Habersham County	0	0	0	0	1	0	0	0	1714	18109	0.000135086
GA, Hall County	0	0	0	0	1	0	0	0	4202	69701	0.000519943
GA, Hancock County	0	0	0	0	1	0	0	0	1014	5283	3.94091e-05
GA, Haralson County	0	0	0	0	1	0	0	0	1831	12243	9.13281e-05
GA, Harris County	0	0	0	0	1	0	0	0	1538	13684	0.000102077
GA, Hart County	0	0	0	0	1	0	0	0	1985	12948	9.65872e-05
GA, Heard County	0	0	0	0	1	0	0	0	644	5105	3.80813e-05
GA, Henry County	0	0	0	0	1	0	0	0	3017	77863	0.000580828
GA, Houston County	0	0	0	0	1	0	0	0	4605	60547	0.000451658
GA, Irwin County	0	0	0	0	1	0	0	0	1438	4011	2.99205e-05
GA, Jackson County	0	0	0	0	1	0	0	0	2121	23866	0.000178031
GA, Jasper County	0	0	0	0	1	0	0	0	1028	6236	4.65181e-05
GA, Jeff Davis County	0	0	0	0	1	0	0	0	1070	6413	4.78386e-05
GA, Jefferson County	0	0	0	0	1	0	0	0	1629	7238	5.39927e-05
GA, Jenkins County	0	0	0	0	1	0	0	0	844	4804	3.58361e-05
GA, Johnson County	0	0	0	0	1	0	0	0	696	4064	3.03158e-05
GA, Jones County	0	0	0	0	1	0	0	0	957	11589	8.64495e-05
GA, Lamar County	0	0	0	0	1	0	0	0	841	7515	5.6059e-05
GA, Lanier County	0	0	0	0	1	0	0	0	754	4291	3.20093e-05
GA, Laurens County	0	0	0	0	1	0	0	0	2979	21285	0.000158778
GA, Lee County	0	0	0	0	1	0	0	0	692	10682	7.96836e-05
GA, Liberty County	0	0	0	0	1	0	0	0	2880	27233	0.000203148
GA, Lincoln County	0	0	0	0	1	0	0	0	764	4779	3.56495e-05
GA, Long County	0	0	0	0	1	0	0	0	1135	6238	4.65332e-05
GA, Lowndes County	0	0	0	0	1	0	0	0	3132	45711	0.000340987
GA, Lumpkin County	0	0	0	0	1	0	0	0	1076	13089	9.7639e-05
GA, Macon County	0	0	0	0	1	0	0	0	1309	6049	4.51232e-05
GA, Madison County	0	0	0	0	1	0	0	0	1380	11762	8.774e-05
GA, Marion County	0	0	0	0	1	0	0	0	733	4112	3.0674e-05
GA, McDuffie County	0	0	0	0	1	0	0	0	1216	9257	6.90537e-05
GA, McIntosh County	0	0	0	0	1	0	0	0	1846	9289	6.92925e-05
GA, Meriwether County	0	0	0	0	1	0	0	0	1580	9879	7.36936e-05
GA, Miller County	0	0	0	0	1	0	0	0	496	2749	2.05065e-05
GA, Mitchell County	0	0	0	0	1	0	0	0	1098	8948	6.67487e-05
GA, Monroe County	0	0	0	0	1	0	0	0	1185	10940	8.16082e-05
GA, Montgomery County	0	0	0	0	1	0	0	0	871	3903	2.91149e-05
GA, Morgan County	0	0	0	0	1	0	0	0	1422	7520	5.60964e-05
GA, Murray County	0	0	0	0	1	0	0	0	945	15780	0.000117713
GA, Muscogee County	0	0	0	0	1	0	0	0	4103	83921	0.000626019
GA, Newton County	0	0	0	0	1	0	0	0	2102	38414	0.000286554
GA, Oconee County	0	0	0	0	1	0	0	0	914	13121	9.78776e-05
GA, Oglethorpe County	0	0	0	0	1	0	0	0	954	6488	4.8398e-05
GA, Paulding County	0	0	0	0	1	0	0	0	1854	53398	0.000398329
GA, Peach County	0	0	0	0	1	0	0	0	1065	11287	8.41967e-05
GA, Pickens County	0	0	0	0	1	0	0	0	1082	13706	0.000102241
GA, Pierce County	0	0	0	0	1	0	0	0	1987	7971	5.94607e-05
GA, Pike County	0	0	0	0	1	0	0	0	860	6816	5.08448e-05
GA, Polk County	0	0	0	0	1	0	0	0	1903	16922	0.000126232
GA, Pulaski County	0	0	0	0	1	0	0	0	739	4697	3.50378e-05
GA, Putnam County	0	0	0	0	1	0	0	0	896	12750	9.51101e-05
GA, Quitman County	0	0	0	0	1	0	0	0	243	2035	1.51803e-05
GA, Rabun County	0	0	0	0	1	0	0	0	1334	12451	9.28797e-05
GA, Randolph County	0	0	0	0	1	0	0	0	785	3586	2.67502e-05
GA, Richmond County	0	0	0	0	1	0	0	0	5788	87290	0.00065115
GA, Rockdale County	0	0	0	0	1	0	0	0	1518	33299	0.000248398
GA, Schley County	0	0	0	0	1	0	0	0	345	2183	1.62844e-05
GA, Screven County	0	0	0	0	1	0	0	0	1617	6648	4.95916e-05
GA, Seminole County	0	0	0	0	1	0	0	0	713	4785	3.56943e-05
GA, Spalding County	0	0	0	0	1	0	0	0	1767	27005	0.000201447
GA, Stephens County	0	0	0	0	1	0	0	0	1447	12522	9.34094e-05
GA, Stewart County	0	0	0	0	1	0	0	0	915	2340	1.74555e-05
GA, Sumter County	0	0	0	0	1	0	0	0	1454	13833	0.000103189
GA, Talbot County	0	0	0	0	1	0	0	0	790	3362	2.50792e-05
GA, Taliaferro County	0	0	0	0	1	0	0	0	462	1081	8.06385e-06
GA, Tattnall County	0	0	0	0	1	0	0	0	2253	9863	7.35743e-05
GA, Taylor County	0	0	0	0	1	0	0	0	979	4496	3.35384e-05
GA, Telfair County	0	0	0	0	1	0	0	0	1125	7202	5.37242e-05
GA, Terrell County	0	0	0	0	1	0	0	0	879	4167	3.10842e-05
GA, Thomas County	0	0	0	0	1	0	0	0	2065	20323	0.000151602
GA, Tift County	0	0	0	0	1	0	0	0	2317	16415	0.00012245
GA, Toombs County	0	0	0	0	1	0	0	0	1545	12074	9.00675e-05
GA, Towns County	0	0	0	0	1	0	0	0	805	7915	5.90429e-05
GA, Treutlen County	0	0	0	0	1	0	0	0	696	3243	2.41915e-05
GA, Troup County	0	0	0	0	1	0	0	0	2275	28282	0.000210973
GA, Turner County	0	0	0	0	1	0	0	0	1075	3838	2.86299e-05
GA, Twiggs County	0	0	0	0	1	0	0	0	815	4190	3.12558e-05
GA, Union County	0	0	0	0	1	0	0	0	1274	14248	0.000106285
GA, Upson County	0	0	0	0	1	0	0	0	1337	12114	9.03658e-05
GA, Walker County	0	0	0	0	1	0	0	0	2672	30082	0.000224401
GA, Walton County	0	0	0	0	1	0	0	0	1779	32636	0.000243452
GA, Ware County	0	0	0	0	1	0	0	0	3131	16411	0.00012242
GA, Warren County	0	0	0	0	1	0	0	0	949	2944	2.19611e-05
GA, Washington County	0	0	0	0	1	0	0	0	2084	9050	6.75095e-05
GA, Wayne County	0	0	0	0	1	0	0	0	2201	12100	9.02615e-05
GA, Webster County	0	0	0	0	1	0	0	0	450	1365	1.01824e-05
GA, Wheeler County	0	0	0	0	1	0	0	0	629	2594	1.93502e-05
GA, White County	0	0	0	0	1	0	0	0	993	16000	0.000119354
GA, Whitfield County	0	0	0	0	1	0	0	0	3131	39679	0.000295991
GA, Wilcox County	0	0	0	0	1	0	0	0	863	3483	2.59819e-05
GA, Wilkes County	0	0	0	0	1	0	0	0	855	5147	3.83946e-05
GA, Wilkinson County	0	0	0	0	1	0	0	0	794	4427	3.30238e-05
GA, Worth County	0	0	0	0	1	0	0	0	1664	9205	6.86657e-05
HI, Hawaii County	0	0	0	0	1	0	0	0	8888	85328	0.000636514
HI, Honolulu County	0	0	0	0	1	0	0	0	8875	342982	0.00255851
HI, Kalawao County	0	0	0	0	1	0	0	0	63	98	7.31043e-07
HI, Kauai County	0	0	0	0	1	0	0	0	2975	30388	0.000226683
HI, Maui County	0	0	0	0	1	0	0	0	4215	71493	0.000533311
IA, Adair County	0	0	1	0	0	0	0	0	1680	3671	2.73841e-05
IA, Adams County	0	0	1	0	0	0	0	0	1101	2004	1.49491e-05
IA, Allamakee County	0	0	1	0	0	0	0	0	1431	7640	5.69915e-05
IA, Appanoose County	0	0	1	0	0	0	0	0	1544	6572	4.90245e-05
IA, Audubon County	0	0	1	0	0	0	0	0	1265	2991	2.23117e-05
IA, Benton County	0	0	1	0	0	0	0	0	2815	11092	8.27419e-05
IA, Black Hawk County	0	0	1	0	0	0	0	0	4728	56804	0.000423736
IA, Boone County	0	0	1	0	0	0	0	0	2701	11787	8.79264e-05
IA, Bremer County	0	0	1	0	0	0	0	0	1576	10136	7.56107e-05
IA, Buchanan County	0	0	1	0	0	0	0	0	2390	8996	6.71066e-05
IA, Buena Vista County	0	0	1	0	0	0	0	0	1615	8270	6.16911e-05
IA, Butler County	0	0	1	0	0	0	0	0	1733	6735	5.02405e-05
IA, Calhoun County	0	0	1	0	0	0	0	0	1885	5081	3.79023e-05
IA, Carroll County	0	0	1	0	0	0	0	0	1957	9415	7.02322e-05
IA, Cass County	0	0	1	0	0	0	0	0	2124	6560	4.8935e-05
IA, Cedar County	0	0	1	0	0	0	0	0	2036	8108	6.04824e-05
IA, Cerro Gordo County	0	0	1	0	0	0	0	0	2684	22254	0.000166006
IA, Cherokee County	0	0	1	0	0	0	0	0	1929	5770	4.30419e-05
IA, Chickasaw County	0	0	1	0	0	0	0	0	1710	5672	4.23109e-05
IA, Clarke County	0	0	1	0	0	0	0	0	1314	4148	3.09424e-05
IA, Clay County	0	0	1	0	0	0	0	0	1790	8099	6.04154e-05
IA, Clayton County	0	0	1	0	0	0	0	0	1714	9019	6.72783e-05
IA, Clinton County	0	0	1	0	0	0	0	0	2469	21781	0.000162478
IA, Crawford County	0	0	1	0	0	0	0	0	2440	7002	5.22322e-05
IA, Dallas County	0	0	1	0	0	0	0	0	2628	31678	0.000236305
IA, Davis County	0	0	1	0	0	0	0	0	1360	3581	2.67127e-05
IA, Decatur County	0	0	1	0	0	0	0	0	1472	3846	2.86897e-05
IA, Delaware County	0	0	1	0	0	0	0	0	1696	8028	5.98857e-05
IA, Des Moines County	0	0	1	0	0	0	0	0	2448	18472	0.000137794
IA, Dickinson County	0	0	1	0	0	0	0	0	1510	13251	9.88474e-05
IA, Dubuque County	0	0	1	0	0	0	0	0	2918	40424	0.000301548
IA, Emmet County	0	0	1	0	0	0	0	0	1300	4773	3.56047e-05
IA, Fayette County	0	0	1	0	0	0	0	0	2693	9540	7.11646e-05
IA, Floyd County	0	0	1	0	0	0	0	0	2075	7532	5.61858e-05
IA, Franklin County	0	0	1	0	0	0	0	0	2012	4870	3.63283e-05
IA, Fremont County	0	0	1	0	0	0	0	0	1836	3435	2.56238e-05
IA, Greene County	0	0	1	0	0	0	0	0	1539	4541	3.3874e-05
IA, Grundy County	0	0	1	0	0	0	0	0	1132	5545	4.13636e-05
IA, Guthrie County	0	0	1	0	0	0	0	0	1886	5747	4.28704e-05
IA, Hamilton County	0	0	1	0	0	0	0	0	1612	7170	5.34854e-05
IA, Hancock County	0	0	1	0	0	0	0	0	1433	5303	3.95583e-05
IA, Hardin County	0	0	1	0	0	0	0	0	1834	8167	6.09227e-05
IA, Harrison County	0	0	1	0	0	0	0	0	1984	6731	5.02106e-05
IA, Henry County	0	0	1	0	0	0	0	0	2255	8266	6.16611e-05
IA, Howard County	0	0	1	0	0	0	0	0	1327	4356	3.24941e-05
IA, Humboldt County	0	0	1	0	0	0	0	0	1562	4698	3.50453e-05
IA, Ida County	0	0	1	0	0	0	0	0	1456	3419	2.55044e-05
IA, Iowa County	0	0	1	0	0	0	0	0	1903	7279	5.42985e-05
IA, Jackson County	0	0	1	0	0	0	0	0	1927	9441	7.04262e-05
IA, Jasper County	0	0	1	0	0	0	0	0	3168	16147	0.00012045
IA, Jefferson County	0	0	1	0	0	0	0	0	1932	7554	5.63498e-05
IA, Johnson County	0	0	1	0	0	0	0	0	3182	59551	0.000444227
IA, Jones County	0	0	1	0	0	0	0	0	2168	8905	6.64278e-05
IA, Keokuk County	0	0	1	0	0	0	0	0	1463	4891	3.64849e-05
IA, Kossuth County	0	0	1	0	0	0	0	0	2715	7485	5.58352e-05
IA, Lee County	0	0	1	0	0	0	0	0	2106	16189	0.000120764
IA, Linn County	0	0	1	0	0	0	0	0	6241	94738	0.000706708
IA, Louisa County	0	0	1	0	0	0	0	0	1608	5008	3.73577e-05
IA, Lucas County	0	0	1	0	0	0	0	0	998	4219	3.1472e-05
IA, Lyon County	0	0	1	0	0	0	0	0	1151	4938	3.68356e-05
IA, Madison County	0	0	1	0	0	0	0	0	2032	6679	4.98228e-05
IA, Mahaska County	0	0	1	0	0	0	0	0	1775	9785	7.29923e-05
IA, Marion County	0	0	1	0	0	0	0	0	1900	13997	0.000104412
IA, Marshall County	0	0	1	0	0	0	0	0	2309	16729	0.000124792
IA, Mills County	0	0	1	0	0	0	0	0	1838	6087	4.54067e-05
IA, Mitchell County	0	0	1	0	0	0	0	0	1231	4917	3.66789e-05
IA, Monona County	0	0	1	0	0	0	0	0	1815	4715	3.51721e-05
IA, Monroe County	0	0	1	0	0	0	0	0	930	3909	2.91595e-05
IA, Montgomery County	0	0	1	0	0	0	0	0	1777	5203	3.88122e-05
IA, Muscatine County	0	0	1	0	0	0	0	0	2232	17966	0.000134019
IA, O'Brien County	0	0	1	0	0	0	0	0	1917	6647	4.9584e-05
IA, Osceola County	0	0	1	0	0	0	0	0	1259	2962	2.20954e-05
IA, Page County	0	0	1	0	0	0	0	0	2272	7173	5.35077e-05
IA, Palo Alto County	0	0	1	0	0	0	0	0	1973	4618	3.44485e-05
IA, Plymouth County	0	0	1	0	0	0	0	0	2237	10657	7.9497e-05
IA, Pocahontas County	0	0	1	0	0	0	0	0	1940	3765	2.80854e-05
IA, Polk County	0	0	1	0	0	0	0	0	9891	190705	0.00142259
IA, Pottawattamie County	0	0	1	0	0	0	0	0	4592	39537	0.000294931
IA, Poweshiek County	0	0	1	0	0	0	0	0	1889	8997	6.7114e-05
IA, Ringgold County	0	0	1	0	0	0	0	0	1542	2598	1.93801e-05
IA, Sac County	0	0	1	0	0	0	0	0	1672	5396	4.02521e-05
IA, Scott County	0	0	1	0	0	0	0	0	6960	73064	0.000545029
IA, Shelby County	0	0	1	0	0	0	0	0	1847	5557	4.14531e-05
IA, Sioux County	0	0	1	0	0	0	0	0	2165	12574	9.37973e-05
IA, Story County	0	0	1	0	0	0	0	0	3775	38168	0.000284717
IA, Tama County	0	0	1	0	0	0	0	0	2051	7734	5.76926e-05
IA, Taylor County	0	0	1	0	0	0	0	0	1654	3089	2.30426e-05
IA, Union County	0	0	1	0	0	0	0	0	1889	5919	4.41534e-05
IA, Van Buren County	0	0	1	0	0	0	0	0	1060	3655	2.72649e-05
IA, Wapello County	0	0	1	0	0	0	0	0	2793	16026	0.000119548
IA, Warren County	0	0	1	0	0	0	0	0	2052	19103	0.000142501
IA, Washington County	0	0	1	0	0	0	0	0	1683	9557	7.12914e-05
IA, Wayne County	0	0	1	0	0	0	0	0	1473	3173	2.36694e-05
IA, Webster County	0	0	1	0	0	0	0	0	3459	17003	0.000126836
IA, Winnebago County	0	0	1	0	0	0	0	0	1051	5175	3.86035e-05
IA, Winneshiek County	0	0	1	0	0	0	0	0	2335	8822	6.58085e-05
IA, Woodbury County	0	0	1	0	0	0	0	0	6395	41608	0.00031038
IA, Worth County	0	0	1	0	0	0	0	0	1374	3522	2.62728e-05
IA, Wright County	0	0	1	0	0	0	0	0	1807	6503	4.85098e-05
ID, Ada County	0	0	0	0	1	0	0	0	10146	167739	0.00125127
ID, Adams County	0	0	0	0	1	0	0	0	2792	2635	1.96561e-05
ID, Bannock County	0	0	0	0	1	0	0	0	4892	33400	0.000249151
ID, Bear Lake County	0	0	0	0	1	0	0	0	2279	3984	2.97191e-05
ID, Benewah County	0	0	0	0	1	0	0	0	2002	4620	3.44634e-05
ID, Bingham County	0	0	0	0	1	0	0	0	3465	16254	0.000121248
ID, Blaine County	0	0	0	0	1	0	0	0	2836	15134	0.000112894
ID, Boise County	0	0	0	0	1	0	0	0	3449	5356	3.99537e-05
ID, Bonner County	0	0	0	0	1	0	0	0	4108	24570	0.000183283
ID, Bonneville County	0	0	0	0	1	0	0	0	6573	40783	0.000304226
ID, Boundary County	0	0	0	0	1	0	0	0	1669	5253	3.91854e-05
ID, Butte County	0	0	0	0	1	0	0	0	1100	1293	9.64523e-06
ID, Camas County	0	0	0	0	1	0	0	0	1000	815	6.07958e-06
ID, Canyon County	0	0	0	0	1	0	0	0	9185	71441	0.000532923
ID, Caribou County	0	0	0	0	1	0	0	0	2834	3214	2.39752e-05
ID, Cassia County	0	0	0	0	1	0	0	0	3677	8440	6.29592e-05
ID, Clark County	0	0	0	0	1	0	0	0	1000	545	4.06549e-06
ID, Clearwater County	0	0	0	0	1	0	0	0	3248	4457	3.32475e-05
ID, Custer County	0	0	0	0	1	0	0	0	2434	3154	2.35276e-05
ID, Elmore County	0	0	0	0	1	0	0	0	5441	12195	9.097e-05
ID, Franklin County	0	0	0	0	1	0	0	0	2579	4664	3.47916e-05
ID, Fremont County	0	0	0	0	1	0	0	0	2542	8653	6.4548e-05
ID, Gem County	0	0	0	0	1	0	0	0	2276	7100	5.29634e-05
ID, Gooding County	0	0	0	0	1	0	0	0	3860	6063	4.52275e-05
ID, Idaho County	0	0	0	0	1	0	0	0	5061	8653	6.4548e-05
ID, Jefferson County	0	0	0	0	1	0	0	0	2754	8895	6.63532e-05
ID, Jerome County	0	0	0	0	1	0	0	0	3921	8233	6.1415e-05
ID, Kootenai County	0	0	0	0	1	0	0	0	6033	66126	0.000493276
ID, Latah County	0	0	0	0	1	0	0	0	2747	16331	0.000121823
ID, Lemhi County	0	0	0	0	1	0	0	0	3737	4748	3.54183e-05
ID, Lewis County	0	0	0	0	1	0	0	0	924	1869	1.3942e-05
ID, Lincoln County	0	0	0	0	1	0	0	0	2552	1956	1.4591e-05
ID, Madison County	0	0	0	0	1	0	0	0	2183	12778	9.53188e-05
ID, Minidoka County	0	0	0	0	1	0	0	0	4263	7776	5.80058e-05
ID, Nez Perce County	0	0	0	0	1	0	0	0	2197	17420	0.000129946
ID, Oneida County	0	0	0	0	1	0	0	0	1404	1945	1.45089e-05
ID, Owyhee County	0	0	0	0	1	0	0	0	4122	4763	3.55302e-05
ID, Payette County	0	0	0	0	1	0	0	0	2277	9058	6.75692e-05
ID, Power County	0	0	0	0	1	0	0	0	2563	2942	2.19462e-05
ID, Shoshone County	0	0	0	0	1	0	0	0	3016	6991	5.21502e-05
ID, Teton County	0	0	0	0	1	0	0	0	1354	5512	4.11174e-05
ID, Twin Falls County	0	0	0	0	1	0	0	0	6294	31792	0.000237156
ID, Valley County	0	0	0	0	1	0	0	0	4865	11920	8.89185e-05
ID, Washington County	0	0	0	0	1	0	0	0	2188	4543	3.38891e-05
IL, Adams County	0	0	1	0	0	0	0	0	3928	29991	0.000223721
IL, Alexander County	0	0	1	0	0	0	0	0	1117	3974	2.96445e-05
IL, Bond County	0	0	1	0	0	0	0	0	1598	7101	5.29707e-05
IL, Boone County	0	0	0	0	0	0	1	0	1771	19959	0.000148886
IL, Brown County	0	0	1	0	0	0	0	0	1081	2449	1.82686e-05
IL, Bureau County	0	0	1	0	0	0	0	0	3973	15664	0.000116847
IL, Calhoun County	0	0	1	0	0	0	0	0	687	2843	2.12077e-05
IL, Carroll County	0	0	1	0	0	0	0	0	1975	8424	6.28397e-05
IL, Cass County	0	0	1	0	0	0	0	0	1775	5773	4.30642e-05
IL, Champaign County	0	0	1	0	0	0	0	0	7268	89646	0.000668724
IL, Christian County	0	0	1	0	0	0	0	0	3229	15501	0.000115632
IL, Clark County	0	0	1	0	0	0	0	0	2008	7759	5.78792e-05
IL, Clay County	0	0	1	0	0	0	0	0	1636	6363	4.74655e-05
IL, Clinton County	0	0	1	0	0	0	0	0	2552	15539	0.000115915
IL, Coles County	0	0	1	0	0	0	0	0	3030	23425	0.000174741
IL, Cook County	0	0	0	0	0	0	1	0	99042	2.17734e+06	0.0162421
IL, Crawford County	0	0	1	0	0	0	0	0	1997	8657	6.45779e-05
IL, Cumberland County	0	0	1	0	0	0	0	0	1470	4854	3.6209e-05
IL, De Witt County	0	0	1	0	0	0	0	0	2021	7513	5.6044e-05
IL, DeKalb County	0	0	0	0	0	0	1	0	3973	41017	0.000305972
IL, Douglas County	0	0	1	0	0	0	0	0	2467	8385	6.25488e-05
IL, DuPage County	0	0	0	0	0	0	1	0	17374	357549	0.00266718
IL, Edgar County	0	0	1	0	0	0	0	0	3401	8780	6.54954e-05
IL, Edwards County	0	0	1	0	0	0	0	0	788	3164	2.36023e-05
IL, Effingham County	0	0	1	0	0	0	0	0	2466	14731	0.000109887
IL, Fayette County	0	0	1	0	0	0	0	0	2837	9232	6.88671e-05
IL, Ford County	0	0	1	0	0	0	0	0	1678	6324	4.71745e-05
IL, Franklin County	0	0	1	0	0	0	0	0	3911	18525	0.000138189
IL, Fulton County	0	0	1	0	0	0	0	0	3357	16190	0.000120771
