Dependency=County	Option=Cold	Option=Hot-Dry	Option=Hot-Humid	Option=Marine	Option=Mixed-Dry	Option=Mixed-Humid	Option=Very Cold	source_count	source_weight	sampling_probability
MT, Chouteau County	1	0	0	0	0	0	0	2	2863	2.14981e-05
MT, Custer County	1	0	0	0	0	0	0	6	5606	4.20952e-05
MT, Daniels County	1	0	0	0	0	0	0	1	1144	8.59024e-06
MT, Dawson County	1	0	0	0	0	0	0	3	4346	3.26338e-05
MT, Deer Lodge County	1	0	0	0	0	0	0	3	5122	3.84608e-05
MT, Fallon County	1	0	0	0	0	0	0	1	1483	1.11358e-05
MT, Fergus County	1	0	0	0	0	0	0	2	5810	4.3627e-05
MT, Flathead County	1	0	0	0	0	0	0	19	47407	0.000355977
MT, Gallatin County	1	0	0	0	0	0	0	22	44932	0.000337392
MT, Garfield County	1	0	0	0	0	0	0	1	842	6.32254e-06
MT, Glacier County	1	0	0	0	0	0	0	4	5309	3.9865e-05
MT, Golden Valley County	1	0	0	0	0	0	0	1	453	3.40155e-06
MT, Granite County	1	0	0	0	0	0	0	1	2782	2.08899e-05
MT, Hill County	1	0	0	0	0	0	0	6	7212	5.41545e-05
MT, Jefferson County	1	0	0	0	0	0	0	3	5042	3.78601e-05
MT, Judith Basin County	1	0	0	0	0	0	0	1	1338	1.0047e-05
MT, Lake County	1	0	0	0	0	0	0	8	16585	0.000124536
MT, Lewis and Clark County	1	0	0	0	0	0	0	14	30646	0.000230119
MT, Liberty County	1	0	0	0	0	0	0	1	1081	8.11717e-06
MT, Lincoln County	1	0	0	0	0	0	0	5	11484	8.62327e-05
MT, Madison County	1	0	0	0	0	0	0	3	6906	5.18568e-05
MT, McCone County	1	0	0	0	0	0	0	1	1022	7.67415e-06
MT, Meagher County	1	0	0	0	0	0	0	1	1378	1.03474e-05
MT, Mineral County	1	0	0	0	0	0	0	2	2448	1.83819e-05
MT, Missoula County	1	0	0	0	0	0	0	20	51463	0.000386433
MT, Musselshell County	1	0	0	0	0	0	0	2	2695	2.02367e-05
MT, Park County	1	0	0	0	0	0	0	6	9369	7.03513e-05
MT, Petroleum County	1	0	0	0	0	0	0	1	318	2.38784e-06
MT, Phillips County	1	0	0	0	0	0	0	1	2310	1.73456e-05
MT, Pondera County	1	0	0	0	0	0	0	2	2639	1.98161e-05
MT, Powder River County	1	0	0	0	0	0	0	1	1035	7.77176e-06
MT, Powell County	1	0	0	0	0	0	0	2	3090	2.32026e-05
MT, Prairie County	1	0	0	0	0	0	0	1	664	4.98594e-06
MT, Ravalli County	1	0	0	0	0	0	0	10	19542	0.00014674
MT, Richland County	1	0	0	0	0	0	0	4	5032	3.7785e-05
MT, Roosevelt County	1	0	0	0	0	0	0	3	4082	3.06516e-05
MT, Rosebud County	1	0	0	0	0	0	0	4	4104	3.08167e-05
MT, Sanders County	1	0	0	0	0	0	0	3	6653	4.9957e-05
MT, Sheridan County	1	0	0	0	0	0	0	2	2095	1.57312e-05
MT, Silver Bow County	1	0	0	0	0	0	0	8	16812	0.00012624
MT, Stillwater County	1	0	0	0	0	0	0	3	4811	3.61256e-05
MT, Sweet Grass County	1	0	0	0	0	0	0	1	2016	1.5138e-05
MT, Teton County	1	0	0	0	0	0	0	3	2882	2.16408e-05
MT, Toole County	1	0	0	0	0	0	0	3	2346	1.7616e-05
MT, Treasure County	1	0	0	0	0	0	0	1	452	3.39404e-06
MT, Valley County	1	0	0	0	0	0	0	3	4833	3.62908e-05
MT, Wheatland County	1	0	0	0	0	0	0	1	1297	9.73913e-06
MT, Wibaux County	1	0	0	0	0	0	0	1	557	4.18249e-06
MT, Yellowstone County	1	0	0	0	0	0	0	32	66708	0.000500907
NC, Alamance County	0	0	0	0	0	1	0	36	68211	0.000512192
NC, Alexander County	0	0	0	0	0	1	0	7	16179	0.000121487
NC, Alleghany County	1	0	0	0	0	0	0	3	8108	6.08825e-05
NC, Anson County	0	0	0	0	0	1	0	6	11512	8.64431e-05
NC, Ashe County	1	0	0	0	0	0	0	6	17420	0.000130806
NC, Avery County	1	0	0	0	0	0	0	5	14008	0.000105185
NC, Beaufort County	0	0	0	0	0	1	0	11	25387	0.000190631
NC, Bertie County	0	0	0	0	0	1	0	4	9759	7.32798e-05
NC, Bladen County	0	0	0	0	0	1	0	6	17639	0.000132451
NC, Brunswick County	0	0	1	0	0	0	0	33	81727	0.000613685
NC, Buncombe County	0	0	0	0	0	1	0	56	115984	0.000870917
NC, Burke County	0	0	0	0	0	1	0	18	40618	0.000304998
NC, Cabarrus County	0	0	0	0	0	1	0	37	75287	0.000565326
NC, Caldwell County	0	0	0	0	0	1	0	17	37658	0.000282771
NC, Camden County	0	0	0	0	0	1	0	2	4142	3.11022e-05
NC, Carteret County	0	0	1	0	0	0	0	39	48932	0.000367429
NC, Caswell County	0	0	0	0	0	1	0	6	10626	7.97902e-05
NC, Catawba County	0	0	0	0	0	1	0	31	68076	0.000511178
NC, Chatham County	0	0	0	0	0	1	0	13	30056	0.00022569
NC, Cherokee County	0	0	0	0	0	1	0	7	17709	0.000132976
NC, Chowan County	0	0	0	0	0	1	0	3	7256	5.4485e-05
NC, Clay County	0	0	0	0	0	1	0	2	7223	5.42372e-05
NC, Cleveland County	0	0	0	0	0	1	0	22	43285	0.000325025
NC, Columbus County	0	0	1	0	0	0	0	13	25935	0.000194745
NC, Craven County	0	0	0	0	0	1	0	21	45946	0.000345006
NC, Cumberland County	0	0	0	0	0	1	0	68	143412	0.00107687
NC, Currituck County	0	0	0	0	0	1	0	8	15017	0.000112762
NC, Dare County	0	0	0	0	0	1	0	11	34031	0.000255537
NC, Davidson County	0	0	0	0	0	1	0	34	73053	0.000548552
NC, Davie County	0	0	0	0	0	1	0	7	18241	0.000136971
NC, Duplin County	0	0	0	0	0	1	0	11	25518	0.000191614
NC, Durham County	0	0	0	0	0	1	0	60	128160	0.000962347
NC, Edgecombe County	0	0	0	0	0	1	0	14	24684	0.000185351
NC, Forsyth County	0	0	0	0	0	1	0	93	160821	0.0012076
NC, Franklin County	0	0	0	0	0	1	0	12	26934	0.000202246
NC, Gaston County	0	0	0	0	0	1	0	65	90212	0.000677398
NC, Gates County	0	0	0	0	0	1	0	3	5228	3.92567e-05
NC, Graham County	0	0	0	0	0	1	0	3	5939	4.45955e-05
NC, Granville County	0	0	0	0	0	1	0	13	23309	0.000175026
NC, Greene County	0	0	0	0	0	1	0	4	8151	6.12055e-05
NC, Guilford County	0	0	0	0	0	1	0	119	223530	0.00167847
NC, Halifax County	0	0	0	0	0	1	0	12	25696	0.00019295
NC, Harnett County	0	0	0	0	0	1	0	27	49283	0.000370062
NC, Haywood County	0	0	0	0	0	1	0	16	35098	0.00026355
NC, Henderson County	0	0	0	0	0	1	0	27	55547	0.000417099
NC, Hertford County	0	0	0	0	0	1	0	5	10547	7.91968e-05
NC, Hoke County	0	0	0	0	0	1	0	9	19817	0.000148806
NC, Hyde County	0	0	0	0	0	1	0	3	3362	2.52451e-05
NC, Iredell County	0	0	0	0	0	1	0	44	70448	0.000528991
NC, Jackson County	0	0	0	0	0	1	0	9	26509	0.000199055
NC, Johnston County	0	0	0	0	0	1	0	25	70272	0.000527669
NC, Jones County	0	0	0	0	0	1	0	3	4863	3.6516e-05
NC, Lee County	0	0	0	0	0	1	0	13	24234	0.000181972
NC, Lenoir County	0	0	0	0	0	1	0	15	27319	0.000205138
NC, Lincoln County	0	0	0	0	0	1	0	18	33947	0.000254905
NC, Macon County	0	0	0	0	0	1	0	9	25334	0.000190232
NC, Madison County	0	0	0	0	0	1	0	6	10698	8.03306e-05
NC, Martin County	0	0	0	0	0	1	0	6	11561	8.68111e-05
NC, McDowell County	0	0	0	0	0	1	0	10	20922	0.000157102
NC, Mecklenburg County	0	0	0	0	0	1	0	233	419325	0.00314869
NC, Mitchell County	1	0	0	0	0	0	0	4	8751	6.5711e-05
NC, Montgomery County	0	0	0	0	0	1	0	6	16012	0.000120233
NC, Moore County	0	0	0	0	0	1	0	18	45323	0.000340328
NC, Nash County	0	0	0	0	0	1	0	18	42404	0.00031841
NC, New Hanover County	0	0	1	0	0	0	0	45	105579	0.000792788
NC, Northampton County	0	0	0	0	0	1	0	5	11542	8.66682e-05
NC, Onslow County	0	0	1	0	0	0	0	32	75588	0.000567587
NC, Orange County	0	0	0	0	0	1	0	28	56474	0.00042406
NC, Pamlico County	0	0	0	0	0	1	0	5	7581	5.69255e-05
NC, Pasquotank County	0	0	0	0	0	1	0	10	16922	0.000127067
NC, Pender County	0	0	1	0	0	0	0	16	27363	0.000205467
NC, Perquimans County	0	0	0	0	0	1	0	3	7025	5.27505e-05
NC, Person County	0	0	0	0	0	1	0	7	18205	0.0001367
NC, Pitt County	0	0	0	0	0	1	0	32	76744	0.000576267
NC, Polk County	0	0	0	0	0	1	0	7	11497	8.63304e-05
NC, Randolph County	0	0	0	0	0	1	0	28	61310	0.000460375
NC, Richmond County	0	0	0	0	0	1	0	11	20999	0.000157681
NC, Robeson County	0	0	0	0	0	1	0	31	52318	0.000392854
NC, Rockingham County	0	0	0	0	0	1	0	21	43591	0.000327322
NC, Rowan County	0	0	0	0	0	1	0	30	60472	0.000454082
NC, Rutherford County	0	0	0	0	0	1	0	13	33908	0.000254613
NC, Sampson County	0	0	0	0	0	1	0	11	27154	0.000203898
NC, Scotland County	0	0	0	0	0	1	0	7	15173	0.000113933
NC, Stanly County	0	0	0	0	0	1	0	13	27282	0.000204859
NC, Stokes County	0	0	0	0	0	1	0	9	21868	0.000164206
NC, Surry County	0	0	0	0	0	1	0	22	33625	0.000252489
NC, Swain County	0	0	0	0	0	1	0	5	8797	6.60563e-05
NC, Transylvania County	0	0	0	0	0	1	0	7	19366	0.000145418
NC, Tyrrell County	0	0	0	0	0	1	0	1	2048	1.53784e-05
NC, Union County	0	0	0	0	0	1	0	41	76549	0.000574803
NC, Vance County	0	0	0	0	0	1	0	10	19964	0.000149909
NC, Wake County	0	0	0	0	0	1	0	187	401178	0.00301242
NC, Warren County	0	0	0	0	0	1	0	6	11771	8.83878e-05
NC, Washington County	0	0	0	0	0	1	0	3	6420	4.82076e-05
NC, Watauga County	1	0	0	0	0	0	0	13	32983	0.000247668
NC, Wayne County	0	0	0	0	0	1	0	26	53202	0.000399492
NC, Wilkes County	0	0	0	0	0	1	0	14	33046	0.00024814
NC, Wilson County	0	0	0	0	0	1	0	19	35714	0.000268175
NC, Yadkin County	0	0	0	0	0	1	0	7	17242	0.000129469
NC, Yancey County	1	0	0	0	0	0	0	5	11072	8.31391e-05
ND, Adams County	1	0	0	0	0	0	0	1	1369	1.02798e-05
ND, Barnes County	0	0	0	0	0	0	1	4	5754	4.32065e-05
ND, Benson County	0	0	0	0	0	0	1	4	2989	2.24442e-05
ND, Billings County	1	0	0	0	0	0	0	1	524	3.93469e-06
ND, Bottineau County	0	0	0	0	0	0	1	3	4387	3.29417e-05
ND, Bowman County	1	0	0	0	0	0	0	2	1730	1.29905e-05
ND, Burke County	0	0	0	0	0	0	1	1	1404	1.05426e-05
ND, Burleigh County	1	0	0	0	0	0	0	19	39774	0.000298661
ND, Cass County	0	0	0	0	0	0	1	33	75400	0.000566174
ND, Cavalier County	0	0	0	0	0	0	1	2	2316	1.73907e-05
ND, Dickey County	1	0	0	0	0	0	0	3	2655	1.99363e-05
ND, Divide County	0	0	0	0	0	0	1	1	1467	1.10157e-05
ND, Dunn County	1	0	0	0	0	0	0	1	2450	1.83969e-05
ND, Eddy County	0	0	0	0	0	0	1	1	1320	9.91184e-06
ND, Emmons County	1	0	0	0	0	0	0	1	2083	1.56412e-05
ND, Foster County	0	0	0	0	0	0	1	1	1809	1.35837e-05
ND, Golden Valley County	1	0	0	0	0	0	0	1	1006	7.554e-06
ND, Grand Forks County	0	0	0	0	0	0	1	18	31288	0.00023494
ND, Grant County	1	0	0	0	0	0	0	1	1706	1.28103e-05
ND, Griggs County	0	0	0	0	0	0	1	1	1410	1.05876e-05
ND, Hettinger County	1	0	0	0	0	0	0	2	1463	1.09856e-05
ND, Kidder County	0	0	0	0	0	0	1	1	1706	1.28103e-05
ND, LaMoure County	1	0	0	0	0	0	0	2	2228	1.673e-05
ND, Logan County	1	0	0	0	0	0	0	1	1181	8.86807e-06
ND, McHenry County	0	0	0	0	0	0	1	2	3062	2.29924e-05
ND, McIntosh County	1	0	0	0	0	0	0	1	1858	1.39516e-05
ND, McKenzie County	1	0	0	0	0	0	0	4	4622	3.47063e-05
ND, McLean County	0	0	0	0	0	0	1	2	5908	4.43628e-05
ND, Mercer County	1	0	0	0	0	0	0	3	4667	3.50443e-05
ND, Morton County	1	0	0	0	0	0	0	5	13733	0.00010312
ND, Mountrail County	0	0	0	0	0	0	1	3	4722	3.54572e-05
ND, Nelson County	0	0	0	0	0	0	1	1	1911	1.43496e-05
ND, Oliver County	1	0	0	0	0	0	0	1	954	7.16352e-06
ND, Pembina County	0	0	0	0	0	0	1	5	3867	2.90371e-05
ND, Pierce County	0	0	0	0	0	0	1	2	2337	1.75484e-05
ND, Ramsey County	0	0	0	0	0	0	1	3	5772	4.33416e-05
ND, Ransom County	1	0	0	0	0	0	0	3	2668	2.00339e-05
ND, Renville County	0	0	0	0	0	0	1	1	1279	9.60391e-06
ND, Richland County	1	0	0	0	0	0	0	6	7622	5.72332e-05
ND, Rolette County	0	0	0	0	0	0	1	4	5492	4.12391e-05
ND, Sargent County	1	0	0	0	0	0	0	2	2058	1.54534e-05
ND, Sheridan County	0	0	0	0	0	0	1	1	869	6.52527e-06
ND, Sioux County	1	0	0	0	0	0	0	2	1333	1.00094e-05
ND, Slope County	1	0	0	0	0	0	0	1	440	3.30394e-06
ND, Stark County	1	0	0	0	0	0	0	8	13412	0.00010071
ND, Steele County	0	0	0	0	0	0	1	1	1244	9.34113e-06
ND, Stutsman County	0	0	0	0	0	0	1	6	10065	7.55775e-05
ND, Towner County	0	0	0	0	0	0	1	1	1331	9.99443e-06
ND, Traill County	0	0	0	0	0	0	1	4	3810	2.86091e-05
ND, Walsh County	0	0	0	0	0	0	1	6	5569	4.18173e-05
ND, Ward County	0	0	0	0	0	0	1	13	31257	0.000234707
ND, Wells County	0	0	0	0	0	0	1	2	2516	1.88925e-05
ND, Williams County	0	0	0	0	0	0	1	7	16337	0.000122674
NE, Adams County	1	0	0	0	0	0	0	9	13675	0.000102685
NE, Antelope County	1	0	0	0	0	0	0	3	3284	2.46595e-05
NE, Arthur County	1	0	0	0	0	0	0	1	259	1.94482e-06
NE, Banner County	1	0	0	0	0	0	0	1	384	2.88343e-06
NE, Blaine County	1	0	0	0	0	0	0	1	352	2.64314e-06
NE, Boone County	1	0	0	0	0	0	0	2	2628	1.97336e-05
NE, Box Butte County	1	0	0	0	0	0	0	3	5440	4.08487e-05
NE, Boyd County	1	0	0	0	0	0	0	1	1385	1.03999e-05
NE, Brown County	1	0	0	0	0	0	0	1	1873	1.40643e-05
NE, Buffalo County	1	0	0	0	0	0	0	11	19742	0.000148242
NE, Burt County	1	0	0	0	0	0	0	3	3456	2.5951e-05
NE, Butler County	1	0	0	0	0	0	0	3	4059	3.04788e-05
NE, Cass County	1	0	0	0	0	0	0	6	11272	8.46409e-05
NE, Cedar County	1	0	0	0	0	0	0	2	4131	3.10194e-05
NE, Chase County	1	0	0	0	0	0	0	1	1939	1.45599e-05
NE, Cherry County	1	0	0	0	0	0	0	2	3082	2.31427e-05
NE, Cheyenne County	1	0	0	0	0	0	0	3	4947	3.71469e-05
NE, Clay County	1	0	0	0	0	0	0	2	2990	2.24518e-05
NE, Colfax County	1	0	0	0	0	0	0	3	4121	3.09443e-05
NE, Cuming County	1	0	0	0	0	0	0	3	4210	3.16127e-05
NE, Custer County	1	0	0	0	0	0	0	4	5587	4.19526e-05
NE, Dakota County	1	0	0	0	0	0	0	4	7753	5.8217e-05
NE, Dawes County	1	0	0	0	0	0	0	2	4223	3.17104e-05
NE, Dawson County	1	0	0	0	0	0	0	7	10156	7.6261e-05
NE, Deuel County	1	0	0	0	0	0	0	1	994	7.4639e-06
NE, Dixon County	1	0	0	0	0	0	0	2	2680	2.0124e-05
NE, Dodge County	1	0	0	0	0	0	0	9	16608	0.000124709
NE, Douglas County	1	0	0	0	0	0	0	156	227013	0.00170463
NE, Dundy County	1	0	0	0	0	0	0	1	1102	8.27487e-06
NE, Fillmore County	1	0	0	0	0	0	0	2	2918	2.19111e-05
NE, Franklin County	1	0	0	0	0	0	0	2	1720	1.29154e-05
NE, Frontier County	1	0	0	0	0	0	0	1	1541	1.15713e-05
NE, Furnas County	1	0	0	0	0	0	0	1	2710	2.03493e-05
NE, Gage County	1	0	0	0	0	0	0	7	10420	7.82433e-05
NE, Garden County	1	0	0	0	0	0	0	1	1346	1.01071e-05
NE, Garfield County	1	0	0	0	0	0	0	1	1211	9.09335e-06
NE, Gosper County	1	0	0	0	0	0	0	1	1251	9.39371e-06
NE, Grant County	1	0	0	0	0	0	0	1	385	2.89094e-06
NE, Greeley County	1	0	0	0	0	0	0	1	1300	9.76165e-06
NE, Hall County	1	0	0	0	0	0	0	14	24127	0.000181169
NE, Hamilton County	1	0	0	0	0	0	0	3	4037	3.03137e-05
NE, Harlan County	1	0	0	0	0	0	0	1	2393	1.79689e-05
NE, Hayes County	1	0	0	0	0	0	0	1	527	3.95722e-06
NE, Hitchcock County	1	0	0	0	0	0	0	1	1727	1.2968e-05
NE, Holt County	1	0	0	0	0	0	0	4	5217	3.91743e-05
NE, Hooker County	1	0	0	0	0	0	0	1	427	3.20632e-06
NE, Howard County	1	0	0	0	0	0	0	2	3007	2.25794e-05
NE, Jefferson County	1	0	0	0	0	0	0	3	3903	2.93076e-05
NE, Johnson County	1	0	0	0	0	0	0	2	2162	1.62344e-05
NE, Kearney County	1	0	0	0	0	0	0	2	2924	2.19562e-05
NE, Keith County	1	0	0	0	0	0	0	3	5365	4.02857e-05
NE, Keya Paha County	1	0	0	0	0	0	0	1	506	3.79953e-06
NE, Kimball County	1	0	0	0	0	0	0	1	1970	1.47927e-05
NE, Knox County	1	0	0	0	0	0	0	3	4840	3.63433e-05
NE, Lancaster County	1	0	0	0	0	0	0	74	125247	0.000940474
NE, Lincoln County	1	0	0	0	0	0	0	8	16632	0.000124889
NE, Logan County	1	0	0	0	0	0	0	1	421	3.16127e-06
NE, Loup County	1	0	0	0	0	0	0	1	417	3.13123e-06
NE, Madison County	1	0	0	0	0	0	0	9	15101	0.000113393
NE, McPherson County	1	0	0	0	0	0	0	1	240	1.80215e-06
NE, Merrick County	1	0	0	0	0	0	0	3	3740	2.80834e-05
NE, Morrill County	1	0	0	0	0	0	0	1	2422	1.81867e-05
NE, Nance County	1	0	0	0	0	0	0	1	1838	1.38015e-05
NE, Nemaha County	1	0	0	0	0	0	0	2	3499	2.62738e-05
NE, Nuckolls County	1	0	0	0	0	0	0	2	2454	1.8427e-05
NE, Otoe County	1	0	0	0	0	0	0	5	7073	5.31108e-05
NE, Pawnee County	1	0	0	0	0	0	0	1	1601	1.20218e-05
NE, Perkins County	1	0	0	0	0	0	0	1	1444	1.08429e-05
NE, Phelps County	1	0	0	0	0	0	0	3	4208	3.15977e-05
NE, Pierce County	1	0	0	0	0	0	0	2	3224	2.42089e-05
NE, Platte County	1	0	0	0	0	0	0	7	13606	0.000102167
NE, Polk County	1	0	0	0	0	0	0	2	2707	2.03267e-05
NE, Red Willow County	1	0	0	0	0	0	0	3	5275	3.96099e-05
NE, Richardson County	1	0	0	0	0	0	0	3	4390	3.29643e-05
NE, Rock County	1	0	0	0	0	0	0	1	878	6.59288e-06
NE, Saline County	1	0	0	0	0	0	0	4	5790	4.34769e-05
NE, Sarpy County	1	0	0	0	0	0	0	43	65751	0.000493722
NE, Saunders County	1	0	0	0	0	0	0	5	9380	7.04339e-05
NE, Scotts Bluff County	1	0	0	0	0	0	0	11	16327	0.000122599
NE, Seward County	1	0	0	0	0	0	0	4	6993	5.25101e-05
NE, Sheridan County	1	0	0	0	0	0	0	2	2901	2.17835e-05
NE, Sherman County	1	0	0	0	0	0	0	1	1940	1.45674e-05
NE, Sioux County	1	0	0	0	0	0	0	1	779	5.84949e-06
NE, Stanton County	1	0	0	0	0	0	0	2	2645	1.98612e-05
NE, Thayer County	1	0	0	0	0	0	0	2	2733	2.0522e-05
NE, Thomas County	1	0	0	0	0	0	0	1	391	2.936e-06
NE, Thurston County	1	0	0	0	0	0	0	2	2408	1.80816e-05
NE, Valley County	1	0	0	0	0	0	0	2	2298	1.72556e-05
NE, Washington County	1	0	0	0	0	0	0	5	8419	6.32178e-05
NE, Wayne County	1	0	0	0	0	0	0	2	3833	2.87819e-05
NE, Webster County	1	0	0	0	0	0	0	2	1903	1.42896e-05
NE, Wheeler County	1	0	0	0	0	0	0	1	546	4.09989e-06
NE, York County	1	0	0	0	0	0	0	4	6273	4.71037e-05
NH, Belknap County	1	0	0	0	0	0	0	15	37715	0.0002832
NH, Carroll County	1	0	0	0	0	0	0	11	40287	0.000302513
NH, Cheshire County	1	0	0	0	0	0	0	16	34964	0.000262543
NH, Coos County	1	0	0	0	0	0	0	11	21277	0.000159768
NH, Grafton County	1	0	0	0	0	0	0	19	51773	0.000388761
NH, Hillsborough County	1	0	0	0	0	0	0	86	167606	0.00125855
NH, Merrimack County	1	0	0	0	0	0	0	36	63711	0.000478403
NH, Rockingham County	1	0	0	0	0	0	0	66	128637	0.000965929
NH, Strafford County	1	0	0	0	0	0	0	25	52396	0.00039344
NH, Sullivan County	1	0	0	0	0	0	0	10	22363	0.000167923
NJ, Atlantic County	0	0	0	0	0	1	0	70	127617	0.000958269
NJ, Bergen County	1	0	0	0	0	0	0	179	354772	0.00266397
NJ, Burlington County	0	0	0	0	0	1	0	114	177623	0.00133376
NJ, Camden County	0	0	0	0	0	1	0	127	205800	0.00154534
NJ, Cape May County	0	0	0	0	0	1	0	33	98900	0.000742634
NJ, Cumberland County	0	0	0	0	0	1	0	35	56299	0.000422747
NJ, Essex County	0	0	0	0	0	1	0	210	314384	0.0023607
NJ, Gloucester County	0	0	0	0	0	1	0	63	112106	0.000841799
NJ, Hudson County	0	0	0	0	0	1	0	166	276087	0.00207312
NJ, Hunterdon County	1	0	0	0	0	0	0	26	49875	0.000374508
NJ, Mercer County	1	0	0	0	0	0	0	77	144171	0.00108258
NJ, Middlesex County	0	0	0	0	0	1	0	175	298832	0.00224392
NJ, Monmouth County	0	0	0	0	0	1	0	144	260222	0.00195399
NJ, Morris County	1	0	0	0	0	0	0	100	191081	0.00143482
NJ, Ocean County	0	0	0	0	0	1	0	126	280508	0.00210632
NJ, Passaic County	1	0	0	0	0	0	0	100	176639	0.00132637
NJ, Salem County	0	0	0	0	0	1	0	25	27630	0.000207472
NJ, Somerset County	1	0	0	0	0	0	0	68	125232	0.000940363
NJ, Sussex County	1	0	0	0	0	0	0	41	62236	0.000467327
NJ, Union County	0	0	0	0	0	1	0	108	201107	0.0015101
NJ, Warren County	1	0	0	0	0	0	0	23	45321	0.000340314
NM, Bernalillo County	0	0	0	0	1	0	0	153	288016	0.00216269
NM, Catron County	1	0	0	0	0	0	0	1	3930	2.95102e-05
NM, Chaves County	0	1	0	0	0	0	0	16	26710	0.000200564
NM, Cibola County	1	0	0	0	0	0	0	7	11110	8.34243e-05
NM, Colfax County	1	0	0	0	0	0	0	3	10059	7.55327e-05
NM, Curry County	0	0	0	0	1	0	0	12	20685	0.000155322
NM, De Baca County	0	0	0	0	1	0	0	1	1024	7.68916e-06
NM, Dona Ana County	0	1	0	0	0	0	0	41	84121	0.00063166
NM, Eddy County	0	1	0	0	0	0	0	12	23428	0.000175919
NM, Grant County	0	0	0	0	1	0	0	8	14678	0.000110216
NM, Guadalupe County	0	0	0	0	1	0	0	1	2344	1.76009e-05
NM, Harding County	1	0	0	0	0	0	0	1	514	3.8596e-06
NM, Hidalgo County	0	1	0	0	0	0	0	2	2399	1.80139e-05
NM, Lea County	0	1	0	0	0	0	0	18	25340	0.000190276
NM, Lincoln County	0	0	0	0	1	0	0	5	17671	0.00013269
NM, Los Alamos County	1	0	0	0	0	0	0	4	8309	6.23919e-05
NM, Luna County	0	1	0	0	0	0	0	6	10958	8.2283e-05
NM, McKinley County	1	0	0	0	0	0	0	17	25768	0.000193491
NM, Mora County	1	0	0	0	0	0	0	1	2947	2.21289e-05
NM, Otero County	0	1	0	0	0	0	0	16	30976	0.000232597
NM, Quay County	0	0	0	0	1	0	0	3	5549	4.16672e-05
NM, Rio Arriba County	1	0	0	0	0	0	0	9	19557	0.000146852
NM, Roosevelt County	0	0	0	0	1	0	0	5	8299	6.23167e-05
NM, San Juan County	1	0	0	0	0	0	0	33	49607	0.000372497
NM, San Miguel County	1	0	0	0	0	0	0	7	15535	0.000116651
NM, Sandoval County	1	0	0	0	0	0	0	28	54193	0.000406931
NM, Santa Fe County	1	0	0	0	0	0	0	50	71751	0.000538774
NM, Sierra County	0	0	0	0	1	0	0	4	8289	6.22416e-05
NM, Socorro County	0	0	0	0	1	0	0	6	8004	6.01016e-05
NM, Taos County	1	0	0	0	0	0	0	6	20359	0.000152875
NM, Torrance County	1	0	0	0	0	0	0	4	7753	5.8217e-05
NM, Union County	0	0	0	0	1	0	0	1	2306	1.73157e-05
NM, Valencia County	0	0	0	0	1	0	0	18	30256	0.00022719
NV, Carson City	1	0	0	0	0	0	0	14	23459	0.000176152
NV, Churchill County	1	0	0	0	0	0	0	7	10683	8.02183e-05
NV, Clark County	0	1	0	0	0	0	0	487	864164	0.00648896
NV, Douglas County	1	0	0	0	0	0	0	17	23810	0.000178788
NV, Elko County	1	0	0	0	0	0	0	14	20425	0.00015337
NV, Esmeralda County	1	0	0	0	0	0	0	1	969	7.27616e-06
NV, Eureka County	1	0	0	0	0	0	0	1	1146	8.60527e-06
NV, Humboldt County	1	0	0	0	0	0	0	4	7223	5.42371e-05
NV, Lander County	1	0	0	0	0	0	0	1	2505	1.88099e-05
NV, Lincoln County	1	0	0	0	0	0	0	2	2581	1.93806e-05
NV, Lyon County	1	0	0	0	0	0	0	10	22427	0.000168403
NV, Mineral County	1	0	0	0	0	0	0	2	2775	2.08373e-05
NV, Nye County	1	0	0	0	0	0	0	10	21786	0.00016359
NV, Pershing County	1	0	0	0	0	0	0	1	2403	1.8044e-05
NV, Storey County	1	0	0	0	0	0	0	1	2001	1.50254e-05
NV, Washoe County	1	0	0	0	0	0	0	112	187716	0.00140955
NV, White Pine County	1	0	0	0	0	0	0	3	4444	3.33698e-05
NY, Albany County	1	0	0	0	0	0	0	75	138448	0.0010396
NY, Allegany County	1	0	0	0	0	0	0	13	25991	0.000195165
NY, Bronx County	0	0	0	0	0	1	0	339	522401	0.00392268
NY, Broome County	1	0	0	0	0	0	0	55	89919	0.000675198
NY, Cattaraugus County	1	0	0	0	0	0	0	21	40973	0.000307664
NY, Cayuga County	1	0	0	0	0	0	0	20	36418	0.000273461
NY, Chautauqua County	1	0	0	0	0	0	0	36	66722	0.000501014
NY, Chemung County	1	0	0	0	0	0	0	22	38372	0.000288135
NY, Chenango County	1	0	0	0	0	0	0	12	24817	0.00018635
NY, Clinton County	1	0	0	0	0	0	0	19	35948	0.000269932
NY, Columbia County	1	0	0	0	0	0	0	21	32863	0.000246767
NY, Cortland County	1	0	0	0	0	0	0	12	20492	0.000153874
NY, Delaware County	1	0	0	0	0	0	0	14	31158	0.000233964
NY, Dutchess County	1	0	0	0	0	0	0	79	119023	0.000893739
NY, Erie County	1	0	0	0	0	0	0	237	421361	0.00316399
NY, Essex County	1	0	0	0	0	0	0	13	25756	0.000193401
NY, Franklin County	1	0	0	0	0	0	0	14	25324	0.000190157
NY, Fulton County	1	0	0	0	0	0	0	15	28632	0.000214996
NY, Genesee County	1	0	0	0	0	0	0	15	25657	0.000192657
