Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=State	Dependency=Vintage ACS	Option=Central AC	Option=Ducted Heat Pump	Option=Evaporative or Swamp Cooler	Option=Non-Ducted Heat Pump	Option=None	Option=Room AC	source_count	source_weight	sampling_probability
Single-Family Attached	Ducted Heat Pump	AL	2000-09	0	1	0	0	0	0	67	2704.34	2.50659e-05
Single-Family Attached	Ducted Heating	AL	2000-09	1	0	0	0	0	0	13	0	2.6458e-05
Single-Family Attached	Non-Ducted Heat Pump	AL	2000-09	0	0	0	1	0	0	35	0	3.73967e-07
Single-Family Attached	Non-Ducted Heating	AL	2000-09	0.706327	0	0	0	0	0.293673	14	0	3.20257e-06
Single-Family Attached	None	AL	2000-09	0.882841	0	0	0	0.0913497	0.0258091	57	0	1.2926e-07
Single-Family Attached	Ducted Heat Pump	AL	2010s	0	1	0	0	0	0	29	0	7.83919e-06
Single-Family Attached	Ducted Heating	AL	2010s	1	0	0	0	0	0	11	0	9.04797e-06
Single-Family Attached	Non-Ducted Heat Pump	AL	2010s	0	0	0	1	0	0	35	0	0
Single-Family Attached	Non-Ducted Heating	AL	2010s	0.698828	0	0	0	0.225501	0.0756708	11	3161.78	7.14348e-07
Single-Family Attached	None	AL	2010s	0.882841	0	0	0	0.0913497	0.0258091	57	0	0
Single-Family Attached	Ducted Heat Pump	AL	<1940	0	1	0	0	0	0	23	0	2.17446e-06
Single-Family Attached	Ducted Heating	AL	<1940	0.853203	0	0	0	0.0403707	0.106427	84	0	4.70039e-06
Single-Family Attached	Non-Ducted Heat Pump	AL	<1940	0	0	0	1	0	0	35	0	0
Single-Family Attached	Non-Ducted Heating	AL	<1940	0.210265	0	0	0	0.12816	0.661576	29	0	1.84262e-06
Single-Family Attached	None	AL	<1940	0.589407	0	0	0	0.197562	0.213031	15	0	1.38193e-07
Single-Family Detached	Ducted Heat Pump	AL	1940-59	0	1	0	0	0	0	11	74252.1	0.00052746
Single-Family Detached	Ducted Heating	AL	1940-59	0.95987	0	0	0	0.0199441	0.0201857	21	100037	0.00105015
Single-Family Detached	Non-Ducted Heat Pump	AL	1940-59	0	0	0	1	0	0	35	0	0
Single-Family Detached	Non-Ducted Heating	AL	1940-59	0.182082	0	0	0	0.156715	0.661204	35	21795.1	0.000270234
Single-Family Detached	None	AL	1940-59	0.589407	0	0	0	0.197562	0.213031	15	0	5.69114e-06
Single-Family Detached	Ducted Heat Pump	AL	1960-79	0	1	0	0	0	0	13	109717	0.00118415
Single-Family Detached	Ducted Heating	AL	1960-79	0.947225	0	0	0	0	0.0527746	21	172685	0.00139107
Single-Family Detached	Non-Ducted Heat Pump	AL	1960-79	0	0	0	1	0	0	10	0	0
Single-Family Detached	Non-Ducted Heating	AL	1960-79	0.42239	0	0	0	0.0926107	0.484999	10	82978.1	0.000842785
Single-Family Detached	None	AL	1960-79	0.819646	0	0	0	0.0364022	0.143952	42	0	7.87466e-06
Single-Family Detached	Ducted Heat Pump	AL	1980-99	0	1	0	0	0	0	19	169394	0.00163942
Single-Family Detached	Ducted Heating	AL	1980-99	0.841705	0	0	0	0	0.158295	14	117213	0.00109775
Single-Family Detached	Non-Ducted Heat Pump	AL	1980-99	0	0	0	1	0	0	13	0	0
Single-Family Detached	Non-Ducted Heating	AL	1980-99	0.569227	0	0	0	0	0.430773	21	24551.7	0.000140132
Single-Family Detached	None	AL	1980-99	0.870841	0	0	0	0.0441169	0.0850423	53	0	9.40215e-06
Single-Family Detached	Ducted Heat Pump	AL	2000-09	0	1	0	0	0	0	13	73299.6	0.000724432
Single-Family Detached	Ducted Heating	AL	2000-09	1	0	0	0	0	0	13	72810.2	0.000808614
Single-Family Detached	Non-Ducted Heat Pump	AL	2000-09	0	0	0	1	0	0	35	0	0
Single-Family Detached	Non-Ducted Heating	AL	2000-09	0.706327	0	0	0	0	0.293673	14	18237.1	0.000160524
Single-Family Detached	None	AL	2000-09	0.882841	0	0	0	0.0913497	0.0258091	57	0	6.26548e-06
Single-Family Detached	Ducted Heat Pump	AL	2010s	0	1	0	0	0	0	26	68792.5	0.000295401
Single-Family Detached	Ducted Heating	AL	2010s	0.9222	0	0	0	0.0349194	0.0428803	42	71259.5	0.000309671
Single-Family Detached	Non-Ducted Heat Pump	AL	2010s	0	0	0	1	0	0	35	0	0
Single-Family Detached	Non-Ducted Heating	AL	2010s	0.698828	0	0	0	0.225501	0.0756708	11	0	1.64771e-05
Single-Family Detached	None	AL	2010s	0.882841	0	0	0	0.0913497	0.0258091	57	0	2.20861e-06
Single-Family Detached	Ducted Heat Pump	AL	<1940	0	1	0	0	0	0	21	18320.1	0.000162953
Single-Family Detached	Ducted Heating	AL	<1940	0.859395	0	0	0	0.0698792	0.0707259	14	73783.1	0.00039346
Single-Family Detached	Non-Ducted Heat Pump	AL	<1940	0	0	0	1	0	0	35	0	0
Single-Family Detached	Non-Ducted Heating	AL	<1940	0.210265	0	0	0	0.12816	0.661576	29	36289.7	0.000195535
Single-Family Detached	None	AL	<1940	0.589407	0	0	0	0.197562	0.213031	15	0	3.1499e-06
Mobile Home	Ducted Heat Pump	AR	1940-59	0	1	0	0	0	0	23	0	2.42768e-06
Mobile Home	Ducted Heating	AR	1940-59	0.865751	0	0	0	0.0037307	0.130518	160	0	5.6033e-06
Mobile Home	Non-Ducted Heat Pump	AR	1940-59	0	0	0	1	0	0	35	0	5.07517e-07
Mobile Home	Non-Ducted Heating	AR	1940-59	0.0608238	0	0	0	0.048853	0.890323	50	0	4.58744e-06
Mobile Home	None	AR	1940-59	0.589407	0	0	0	0.197562	0.213031	15	0	0
Mobile Home	Ducted Heat Pump	AR	1960-79	0	1	0	0	0	0	48	0	3.40042e-05
Mobile Home	Ducted Heating	AR	1960-79	0.879556	0	0	0	0.0537882	0.0666554	272	9311.02	0.000119458
Mobile Home	Non-Ducted Heat Pump	AR	1960-79	0	0	0	1	0	0	10	0	4.15101e-06
Mobile Home	Non-Ducted Heating	AR	1960-79	0.399522	0	0	0	0.0115208	0.588957	53	18517	6.18922e-05
Mobile Home	None	AR	1960-79	0.480227	0	0	0	0.131149	0.388625	14	0	1.64672e-06
Mobile Home	Ducted Heat Pump	AR	1980-99	0	1	0	0	0	0	13	9938.89	0.000120307
Mobile Home	Ducted Heating	AR	1980-99	0.68053	0	0	0	0.0720014	0.247469	28	34071.8	0.000306521
Mobile Home	Non-Ducted Heat Pump	AR	1980-99	0	0	0	1	0	0	13	0	0
Mobile Home	Non-Ducted Heating	AR	1980-99	0.312228	0	0	0	0	0.687772	20	10015.9	0.00020066
Mobile Home	None	AR	1980-99	0.870841	0	0	0	0.0441169	0.0850423	53	5000.56	2.19919e-06
Mobile Home	Ducted Heat Pump	AR	2000-09	0	1	0	0	0	0	58	6982.99	4.66009e-05
Mobile Home	Ducted Heating	AR	2000-09	0.94293	0	0	0	0.0570704	0	16	11498.6	0.000148599
Mobile Home	Non-Ducted Heat Pump	AR	2000-09	0	0	0	1	0	0	35	0	0
Mobile Home	Non-Ducted Heating	AR	2000-09	0.557627	0	0	0	0	0.442373	20	5602.12	6.56861e-05
Mobile Home	None	AR	2000-09	0.508602	0	0	0	0.353992	0.137406	11	0	2.44178e-07
Mobile Home	Ducted Heat Pump	AR	2010s	0	1	0	0	0	0	41	6788.86	2.76968e-05
Mobile Home	Ducted Heating	AR	2010s	0.946195	0	0	0	0.0538052	0	12	4575.77	4.36738e-05
Mobile Home	Non-Ducted Heat Pump	AR	2010s	0	0	0	1	0	0	35	0	0
Mobile Home	Non-Ducted Heating	AR	2010s	0.889773	0	0	0	0.0615117	0.0487153	11	0	8.149e-06
Mobile Home	None	AR	2010s	0.508602	0	0	0	0.353992	0.137406	11	0	7.23557e-08
Mobile Home	Ducted Heat Pump	AR	<1940	0	1	0	0	0	0	13	0	8.36802e-07
Mobile Home	Ducted Heating	AR	<1940	0.833219	0	0	0	0.0179018	0.148879	82	0	2.52283e-06
Mobile Home	Non-Ducted Heat Pump	AR	<1940	0	0	0	1	0	0	35	0	0
Mobile Home	Non-Ducted Heating	AR	<1940	0.0855166	0	0	0	0.059554	0.854929	25	0	2.4551e-06
Mobile Home	None	AR	<1940	0.589407	0	0	0	0.197562	0.213031	15	0	4.52471e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	AR	1940-59	0	1	0	0	0	0	31	0	7.84918e-06
Multi-Family with 2 - 4 Units	Ducted Heating	AR	1940-59	0.813157	0	0	0	0.076557	0.110286	50	6522.82	2.20839e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	AR	1940-59	0	0	0	1	0	0	14	0	1.31138e-07
Multi-Family with 2 - 4 Units	Non-Ducted Heating	AR	1940-59	0.283731	0	0	0	0.0653318	0.650937	49	0	1.77859e-05
Multi-Family with 2 - 4 Units	None	AR	1940-59	0.849495	0	0	0	0.085747	0.0647577	102	0	4.37466e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	AR	1960-79	0	1	0	0	0	0	16	0	3.86031e-05
Multi-Family with 2 - 4 Units	Ducted Heating	AR	1960-79	1	0	0	0	0	0	11	15686.9	0.000107018
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	AR	1960-79	0	0	0	1	0	0	14	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	AR	1960-79	0.721141	0	0	0	0.278859	0	15	0	4.35341e-05
Multi-Family with 2 - 4 Units	None	AR	1960-79	0.693856	0	0	0	0.182979	0.123164	26	0	6.2834e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	AR	1980-99	0	1	0	0	0	0	12	0	8.68652e-05
Multi-Family with 2 - 4 Units	Ducted Heating	AR	1980-99	0.69523	0	0	0	0.21916	0.0856107	13	0	0.00011847
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	AR	1980-99	0	0	0	1	0	0	14	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	AR	1980-99	0.606407	0	0	0	0.146464	0.247129	26	0	5.00766e-05
Multi-Family with 2 - 4 Units	None	AR	1980-99	0.949851	0	0	0	0.0318391	0.0183102	34	6060.71	5.94146e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	AR	2000-09	0	1	0	0	0	0	22	3618.97	1.03067e-05
Multi-Family with 2 - 4 Units	Ducted Heating	AR	2000-09	0.884969	0	0	0	0.0575153	0.0575153	27	2960.26	5.92624e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	AR	2000-09	0	0	0	1	0	0	14	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	AR	2000-09	0.817058	0	0	0	0.0504412	0.132501	21	0	1.6765e-05
Multi-Family with 2 - 4 Units	None	AR	2000-09	0.890226	0	0	0	0.0695433	0.0402311	36	0	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	AR	2010s	0	1	0	0	0	0	14	0	1.61947e-05
Multi-Family with 2 - 4 Units	Ducted Heating	AR	2010s	0.953145	0	0	0	0.0468546	0	18	3598.3	2.4253e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	AR	2010s	0	0	0	1	0	0	14	0	1.13947e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heating	AR	2010s	1	0	0	0	0	0	12	0	1.3912e-05
Multi-Family with 2 - 4 Units	None	AR	2010s	0.890226	0	0	0	0.0695433	0.0402311	36	0	1.85497e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	AR	<1940	0	1	0	0	0	0	31	0	6.9436e-06
Multi-Family with 2 - 4 Units	Ducted Heating	AR	<1940	0.813157	0	0	0	0.076557	0.110286	50	0	1.02737e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	AR	<1940	0	0	0	1	0	0	14	0	4.20265e-07
Multi-Family with 2 - 4 Units	Non-Ducted Heating	AR	<1940	0.283731	0	0	0	0.0653318	0.650937	49	0	1.03353e-05
Multi-Family with 2 - 4 Units	None	AR	<1940	0.849495	0	0	0	0.085747	0.0647577	102	0	6.74184e-07
Multi-Family with 5+ Units	Ducted Heat Pump	AR	1940-59	0	1	0	0	0	0	31	9156.15	1.32833e-05
Multi-Family with 5+ Units	Ducted Heating	AR	1940-59	0.813157	0	0	0	0.076557	0.110286	50	0	1.92853e-05
Multi-Family with 5+ Units	Non-Ducted Heat Pump	AR	1940-59	0	0	0	1	0	0	14	0	3.04101e-07
Multi-Family with 5+ Units	Non-Ducted Heating	AR	1940-59	0.283731	0	0	0	0.0653318	0.650937	49	0	1.71227e-05
Multi-Family with 5+ Units	None	AR	1940-59	0.849495	0	0	0	0.085747	0.0647577	102	0	0
Multi-Family with 5+ Units	Ducted Heat Pump	AR	1960-79	0	1	0	0	0	0	12	13557.2	7.62452e-05
Multi-Family with 5+ Units	Ducted Heating	AR	1960-79	0.879012	0	0	0	0.0757764	0.0452116	15	6259.59	8.52541e-05
Multi-Family with 5+ Units	Non-Ducted Heat Pump	AR	1960-79	0	0	0	1	0	0	14	0	5.98043e-06
Multi-Family with 5+ Units	Non-Ducted Heating	AR	1960-79	0.66661	0	0	0	0.33339	0	12	14965	6.29893e-05
Multi-Family with 5+ Units	None	AR	1960-79	0.693856	0	0	0	0.182979	0.123164	26	0	1.58086e-06
Multi-Family with 5+ Units	Ducted Heat Pump	AR	1980-99	0	1	0	0	0	0	18	8591.6	0.000145505
Multi-Family with 5+ Units	Ducted Heating	AR	1980-99	0.926163	0	0	0	0.073837	0	19	23559.1	0.00013177
Multi-Family with 5+ Units	Non-Ducted Heat Pump	AR	1980-99	0	0	0	1	0	0	14	0	0
Multi-Family with 5+ Units	Non-Ducted Heating	AR	1980-99	0.591792	0	0	0	0.151362	0.256846	17	0	0.000115798
Multi-Family with 5+ Units	None	AR	1980-99	0.949851	0	0	0	0.0318391	0.0183102	34	8937.95	1.66981e-06
Multi-Family with 5+ Units	Ducted Heat Pump	AR	2000-09	0	1	0	0	0	0	22	0	3.3665e-05
Multi-Family with 5+ Units	Ducted Heating	AR	2000-09	0.846914	0	0	0	0.076543	0.076543	18	8589.29	9.81699e-05
Multi-Family with 5+ Units	Non-Ducted Heat Pump	AR	2000-09	0	0	0	1	0	0	14	0	0
Multi-Family with 5+ Units	Non-Ducted Heating	AR	2000-09	0.817058	0	0	0	0.0504412	0.132501	21	8629.66	4.21639e-05
Multi-Family with 5+ Units	None	AR	2000-09	0.890226	0	0	0	0.0695433	0.0402311	36	0	1.35099e-06
Multi-Family with 5+ Units	Ducted Heat Pump	AR	2010s	0	1	0	0	0	0	12	7155.68	4.09013e-05
Multi-Family with 5+ Units	Ducted Heating	AR	2010s	0.950316	0	0	0	0.0496843	0	16	0	5.02446e-05
Multi-Family with 5+ Units	Non-Ducted Heat Pump	AR	2010s	0	0	0	1	0	0	14	0	3.20656e-06
Multi-Family with 5+ Units	Non-Ducted Heating	AR	2010s	1	0	0	0	0	0	11	0	3.48953e-05
Multi-Family with 5+ Units	None	AR	2010s	0.890226	0	0	0	0.0695433	0.0402311	36	0	4.43643e-07
Multi-Family with 5+ Units	Ducted Heat Pump	AR	<1940	0	1	0	0	0	0	31	0	7.97475e-06
Multi-Family with 5+ Units	Ducted Heating	AR	<1940	0.813157	0	0	0	0.076557	0.110286	50	0	8.63467e-06
Multi-Family with 5+ Units	Non-Ducted Heat Pump	AR	<1940	0	0	0	1	0	0	14	0	4.82676e-07
Multi-Family with 5+ Units	Non-Ducted Heating	AR	<1940	0.283731	0	0	0	0.0653318	0.650937	49	0	8.16141e-06
Multi-Family with 5+ Units	None	AR	<1940	0.849495	0	0	0	0.085747	0.0647577	102	0	1.9857e-07
Single-Family Attached	Ducted Heat Pump	AR	1940-59	0	1	0	0	0	0	22	0	1.77197e-06
Single-Family Attached	Ducted Heating	AR	1940-59	0.733076	0	0	0	0	0.266924	17	2879.62	6.15284e-06
Single-Family Attached	Non-Ducted Heat Pump	AR	1940-59	0	0	0	1	0	0	35	0	3.75816e-07
Single-Family Attached	Non-Ducted Heating	AR	1940-59	0.0608238	0	0	0	0.048853	0.890323	50	0	3.59048e-06
Single-Family Attached	None	AR	1940-59	0.589407	0	0	0	0.197562	0.213031	15	0	1.4253e-07
Single-Family Attached	Ducted Heat Pump	AR	1960-79	0	1	0	0	0	0	47	2054.03	6.47788e-06
Single-Family Attached	Ducted Heating	AR	1960-79	0.802588	0	0	0	0.131214	0.0661976	15	2794.92	2.38728e-05
Single-Family Attached	Non-Ducted Heat Pump	AR	1960-79	0	0	0	1	0	0	10	0	8.22522e-07
Single-Family Attached	Non-Ducted Heating	AR	1960-79	0.435097	0	0	0	0.0135067	0.551396	44	2905.41	6.39025e-06
Single-Family Attached	None	AR	1960-79	0.560123	0	0	0	0.0577313	0.382145	12	0	6.09562e-08
Single-Family Attached	Ducted Heat Pump	AR	1980-99	0	1	0	0	0	0	71	0	1.21094e-05
Single-Family Attached	Ducted Heating	AR	1980-99	0.946544	0	0	0	0	0.0534561	15	3241.3	3.98876e-05
Single-Family Attached	Non-Ducted Heat Pump	AR	1980-99	0	0	0	1	0	0	13	0	6.37009e-07
Single-Family Attached	Non-Ducted Heating	AR	1980-99	0.498193	0	0	0	0.0751947	0.426613	43	6230.08	8.58473e-06
Single-Family Attached	None	AR	1980-99	0.870841	0	0	0	0.0441169	0.0850423	53	0	2.81944e-07
Single-Family Attached	Ducted Heat Pump	AR	2000-09	0	1	0	0	0	0	53	0	7.22177e-06
Single-Family Attached	Ducted Heating	AR	2000-09	1	0	0	0	0	0	14	9454.62	2.22751e-05
Single-Family Attached	Non-Ducted Heat Pump	AR	2000-09	0	0	0	1	0	0	35	0	0
Single-Family Attached	Non-Ducted Heating	AR	2000-09	0.742488	0	0	0	0	0.257512	14	0	1.80166e-06
Single-Family Attached	None	AR	2000-09	0.508602	0	0	0	0.353992	0.137406	11	0	0
Single-Family Attached	Ducted Heat Pump	AR	2010s	0	1	0	0	0	0	34	2713.18	4.62005e-06
Single-Family Attached	Ducted Heating	AR	2010s	0.970382	0	0	0	0.0222934	0.00732425	139	2636.63	7.97487e-06
Single-Family Attached	Non-Ducted Heat Pump	AR	2010s	0	0	0	1	0	0	35	0	0
Single-Family Attached	Non-Ducted Heating	AR	2010s	0.86354	0	0	0	0.0761509	0.0603091	10	0	6.86422e-07
Single-Family Attached	None	AR	2010s	0.508602	0	0	0	0.353992	0.137406	11	0	1.25792e-07
Single-Family Attached	Ducted Heat Pump	AR	<1940	0	1	0	0	0	0	13	0	8.40493e-07
Single-Family Attached	Ducted Heating	AR	<1940	0.831228	0	0	0	0.0181156	0.150657	81	0	4.25209e-06
Single-Family Attached	Non-Ducted Heat Pump	AR	<1940	0	0	0	1	0	0	35	0	0
Single-Family Attached	Non-Ducted Heating	AR	<1940	0.0855166	0	0	0	0.059554	0.854929	25	0	1.85422e-06
Single-Family Attached	None	AR	<1940	0.589407	0	0	0	0.197562	0.213031	15	0	0
Single-Family Detached	Ducted Heat Pump	AR	1940-59	0	1	0	0	0	0	21	21908.3	7.67999e-05
Single-Family Detached	Ducted Heating	AR	1940-59	0.639845	0	0	0	0.0615085	0.298646	21	48523.6	0.000576914
Single-Family Detached	Non-Ducted Heat Pump	AR	1940-59	0	0	0	1	0	0	35	0	1.66703e-05
Single-Family Detached	Non-Ducted Heating	AR	1940-59	0.0608238	0	0	0	0.048853	0.890323	50	18633.7	0.000262177
Single-Family Detached	None	AR	1940-59	0.589407	0	0	0	0.197562	0.213031	15	0	1.44887e-06
Single-Family Detached	Ducted Heat Pump	AR	1960-79	0	1	0	0	0	0	10	40243.6	0.000344341
Single-Family Detached	Ducted Heating	AR	1960-79	0.882958	0	0	0	0.071654	0.0453883	45	187454	0.00150224
Single-Family Detached	Non-Ducted Heat Pump	AR	1960-79	0	0	0	1	0	0	10	8082.64	6.5072e-05
Single-Family Detached	Non-Ducted Heating	AR	1960-79	0.444053	0	0	0	0	0.555947	41	39564.1	0.000275641
Single-Family Detached	None	AR	1960-79	0.608132	0	0	0	0.0626795	0.329188	10	0	4.30681e-06
Single-Family Detached	Ducted Heat Pump	AR	1980-99	0	1	0	0	0	0	65	26522.4	0.000371719
Single-Family Detached	Ducted Heating	AR	1980-99	0.913558	0	0	0	0.0250872	0.0613544	37	147504	0.00120237
Single-Family Detached	Non-Ducted Heat Pump	AR	1980-99	0	0	0	1	0	0	13	0	1.62813e-05
Single-Family Detached	Non-Ducted Heating	AR	1980-99	0.391936	0	0	0	0.104027	0.504038	10	41914.4	0.000336396
Single-Family Detached	None	AR	1980-99	0.870841	0	0	0	0.0441169	0.0850423	53	0	3.38014e-06
Single-Family Detached	Ducted Heat Pump	AR	2000-09	0	1	0	0	0	0	10	34413.5	0.000364716
Single-Family Detached	Ducted Heating	AR	2000-09	0.901841	0	0	0	0.0403661	0.0577932	20	69367.5	0.000612844
Single-Family Detached	Non-Ducted Heat Pump	AR	2000-09	0	0	0	1	0	0	35	0	0
Single-Family Detached	Non-Ducted Heating	AR	2000-09	0.742488	0	0	0	0	0.257512	14	7234.96	8.6487e-05
Single-Family Detached	None	AR	2000-09	0.508602	0	0	0	0.353992	0.137406	11	0	1.27703e-06
Single-Family Detached	Ducted Heat Pump	AR	2010s	0	1	0	0	0	0	30	13263.7	8.57693e-05
Single-Family Detached	Ducted Heating	AR	2010s	0.830125	0	0	0	0	0.169875	12	40607.1	0.000257927
Single-Family Detached	Non-Ducted Heat Pump	AR	2010s	0	0	0	1	0	0	35	0	0
Single-Family Detached	Non-Ducted Heating	AR	2010s	0.86354	0	0	0	0.0761509	0.0603091	10	11003.7	6.74288e-05
Single-Family Detached	None	AR	2010s	0.508602	0	0	0	0.353992	0.137406	11	2897.38	1.23189e-06
Single-Family Detached	Ducted Heat Pump	AR	<1940	0	1	0	0	0	0	12	9765.17	3.33504e-05
Single-Family Detached	Ducted Heating	AR	<1940	0.699744	0	0	0	0.160248	0.140008	15	48131.2	0.000265033
Single-Family Detached	Non-Ducted Heat Pump	AR	<1940	0	0	0	1	0	0	35	0	0
Single-Family Detached	Non-Ducted Heating	AR	<1940	0.0855166	0	0	0	0.059554	0.854929	25	21534.1	0.000128185
Single-Family Detached	None	AR	<1940	0.589407	0	0	0	0.197562	0.213031	15	0	4.65231e-07
Mobile Home	Ducted Heat Pump	AZ	1940-59	0	1	0	0	0	0	21	0	4.94377e-06
Mobile Home	Ducted Heating	AZ	1940-59	0.886236	0	0	0	0.046158	0.0676065	36	0	1.45219e-05
Mobile Home	Non-Ducted Heat Pump	AZ	1940-59	0	0	0	1	0	0	17	0	1.92098e-06
Mobile Home	Non-Ducted Heating	AZ	1940-59	0.128471	0	0	0	0.296318	0.575211	18	8835.86	1.62794e-05
Mobile Home	None	AZ	1940-59	0.0802227	0	0	0	0.683634	0.236143	53	0	1.12958e-06
Mobile Home	Ducted Heat Pump	AZ	1960-79	0	1	0	0	0	0	24	0	0.000141677
Mobile Home	Ducted Heating	AZ	1960-79	0.919374	0	0	0	0.0806255	0	11	32043.7	0.000417222
Mobile Home	Non-Ducted Heat Pump	AZ	1960-79	0	0	0	1	0	0	10	0	1.16684e-05
Mobile Home	Non-Ducted Heating	AZ	1960-79	0.203609	0	0	0	0.302815	0.493576	20	13737.7	0.000105582
Mobile Home	None	AZ	1960-79	0.280618	0	0	0	0.469829	0.249553	93	18381.1	1.59765e-05
Mobile Home	Ducted Heat Pump	AZ	1980-99	0	1	0	0	0	0	53	19161.3	0.000333454
Mobile Home	Ducted Heating	AZ	1980-99	0.743352	0	0	0	0	0.256648	10	68211.8	0.000516249
Mobile Home	Non-Ducted Heat Pump	AZ	1980-99	0	0	0	1	0	0	41	13270.2	3.14375e-05
Mobile Home	Non-Ducted Heating	AZ	1980-99	0.405068	0	0	0	0.248573	0.346359	34	5680.96	0.000204522
Mobile Home	None	AZ	1980-99	0.315065	0	0	0	0.431939	0.252996	86	12604.3	1.76391e-05
Mobile Home	Ducted Heat Pump	AZ	2000-09	0	1	0	0	0	0	20	5506.81	9.82262e-05
Mobile Home	Ducted Heating	AZ	2000-09	0.954739	0	0	0	0.0350876	0.0101734	138	20519.9	0.000241983
Mobile Home	Non-Ducted Heat Pump	AZ	2000-09	0	0	0	1	0	0	41	0	0
Mobile Home	Non-Ducted Heating	AZ	2000-09	0.696324	0	0	0	0.303676	0	16	0	5.24923e-05
Mobile Home	None	AZ	2000-09	1	0	0	0	0	0	10	0	4.38342e-06
Mobile Home	Ducted Heat Pump	AZ	2010s	0	1	0	0	0	0	13	6677.7	2.61411e-05
Mobile Home	Ducted Heating	AZ	2010s	0.9908	0	0	0	0.0092	0	76	15491.9	4.39981e-05
Mobile Home	Non-Ducted Heat Pump	AZ	2010s	0	0	0	1	0	0	41	0	0
Mobile Home	Non-Ducted Heating	AZ	2010s	0.660833	0	0	0	0.339167	0	20	0	1.54958e-05
Mobile Home	None	AZ	2010s	1	0	0	0	0	0	13	0	2.2305e-06
Mobile Home	Ducted Heat Pump	AZ	<1940	0	1	0	0	0	0	21	0	9.46681e-07
Mobile Home	Ducted Heating	AZ	<1940	1	0	0	0	0	0	12	0	3.07714e-06
Mobile Home	Non-Ducted Heat Pump	AZ	<1940	0	0	0	1	0	0	17	0	1.16655e-06
Mobile Home	Non-Ducted Heating	AZ	<1940	0.142647	0	0	0	0.321625	0.535728	18	0	4.74094e-06
Mobile Home	None	AZ	<1940	0.0802227	0	0	0	0.683634	0.236143	53	0	8.86579e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	AZ	1940-59	0	1	0	0	0	0	52	0	5.29413e-06
Multi-Family with 2 - 4 Units	Ducted Heating	AZ	1940-59	0.285055	0	0	0	0.264458	0.450487	27	0	2.8474e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	AZ	1940-59	0	0	0	1	0	0	5	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	AZ	1940-59	0	0	0	0	0.52517	0.47483	62	0	4.74033e-05
Multi-Family with 2 - 4 Units	None	AZ	1940-59	0.195983	0	0	0	0.406398	0.397619	20	9536.69	1.42539e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	AZ	1960-79	0	1	0	0	0	0	11	17097.1	8.0856e-05
Multi-Family with 2 - 4 Units	Ducted Heating	AZ	1960-79	0.721528	0	0	0	0.210863	0.0676081	18	17627.4	0.000138056
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	AZ	1960-79	0	0	0	1	0	0	9	0	6.76336e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heating	AZ	1960-79	0.130801	0	0	0	0.384166	0.485034	107	0	8.89024e-05
Multi-Family with 2 - 4 Units	None	AZ	1960-79	0.153227	0	0	0	0.315039	0.531733	63	16724.4	5.36944e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	AZ	1980-99	0	1	0	0	0	0	14	18510.3	9.99921e-05
Multi-Family with 2 - 4 Units	Ducted Heating	AZ	1980-99	0.916783	0	0	0	0.0444439	0.0387735	23	32866.5	0.000216124
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	AZ	1980-99	0	0	0	1	0	0	9	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	AZ	1980-99	0.721662	0	0	0	0.18388	0.0944579	11	6486.37	0.000100209
Multi-Family with 2 - 4 Units	None	AZ	1980-99	0.228601	0	0	0	0.500565	0.270834	44	0	7.12494e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	AZ	2000-09	0	1	0	0	0	0	19	0	3.44393e-05
Multi-Family with 2 - 4 Units	Ducted Heating	AZ	2000-09	0.901746	0	0	0	0.0982543	0	12	0	5.98358e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	AZ	2000-09	0	0	0	1	0	0	20	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	AZ	2000-09	0.390604	0	0	0	0.318702	0.290695	77	0	5.07984e-05
