Dependency=Electric Vehicle Charger	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage ACS	Option=No	Option=Yes	Option=Void	source_count	source_weight	sampling_probability
Level 1 charger	150-200%	Multi-Family with 5+ Units	Renter	1980-99	0.749903	0.250097	0	0.0832776	3.57052e-19	8.6238e-06
Level 1 charger	150-200%	Multi-Family with 5+ Units	Renter	2000-09	0.749903	0.250097	0	0.0832776	257.005	3.24155e-06
Level 1 charger	150-200%	Multi-Family with 5+ Units	Renter	2010s	0.749903	0.250097	0	0.0832776	64.5713	1.63904e-06
Level 1 charger	150-200%	Multi-Family with 5+ Units	Renter	<1940	0.749903	0.250097	0	0.0832776	38.3002	3.75153e-06
Level 1 charger	150-200%	Single-Family Attached	Not Available	1940-59	0	0	1	0.0909376	0.87521	0
Level 1 charger	150-200%	Single-Family Attached	Not Available	1960-79	0	0	1	0.0909376	73.4572	0
Level 1 charger	150-200%	Single-Family Attached	Not Available	1980-99	0	0	1	0.0909376	28.9772	0
Level 1 charger	150-200%	Single-Family Attached	Not Available	2000-09	0	0	1	0.0909376	47.6101	0
Level 1 charger	150-200%	Single-Family Attached	Not Available	2010s	0	0	1	0.0909376	41.9229	0
Level 1 charger	150-200%	Single-Family Attached	Not Available	<1940	0	0	1	0.0909376	2.26174	0
Level 1 charger	150-200%	Single-Family Attached	Owner	1940-59	0.0143208	0.985679	0	0.0240302	0.215842	0
Level 1 charger	150-200%	Single-Family Attached	Owner	1960-79	0.0143208	0.985679	0	0.0240302	18.1158	0
Level 1 charger	150-200%	Single-Family Attached	Owner	1980-99	0.0143208	0.985679	0	0.0240302	7.14627	0
Level 1 charger	150-200%	Single-Family Attached	Owner	2000-09	0.0143208	0.985679	0	0.0240302	11.7415	0
Level 1 charger	150-200%	Single-Family Attached	Owner	2010s	0.0143208	0.985679	0	0.0240302	10.3389	0
Level 1 charger	150-200%	Single-Family Attached	Owner	<1940	0.0143208	0.985679	0	0.0240302	0.557785	0
Level 1 charger	150-200%	Single-Family Attached	Renter	1940-59	0.0360307	0.963969	0	0.0214188	0.221783	7.55763e-07
Level 1 charger	150-200%	Single-Family Attached	Renter	1960-79	0.0360307	0.963969	0	0.0214188	18.6145	1.13361e-06
Level 1 charger	150-200%	Single-Family Attached	Renter	1980-99	0.0360307	0.963969	0	0.0214188	7.34298	1.30527e-06
Level 1 charger	150-200%	Single-Family Attached	Renter	2000-09	0.0360307	0.963969	0	0.0214188	12.0647	5.49558e-07
Level 1 charger	150-200%	Single-Family Attached	Renter	2010s	0.0360307	0.963969	0	0.0214188	10.6235	1.9313e-07
Level 1 charger	150-200%	Single-Family Attached	Renter	<1940	0.0360307	0.963969	0	0.0214188	0.573139	7.04468e-07
Level 1 charger	150-200%	Single-Family Detached	Not Available	1940-59	0	0	1	0.126376	336.152	0
Level 1 charger	150-200%	Single-Family Detached	Not Available	1960-79	0	0	1	0.0772296	355.002	0
Level 1 charger	150-200%	Single-Family Detached	Not Available	1980-99	0	0	1	0.0982923	511.43	0
Level 1 charger	150-200%	Single-Family Detached	Not Available	2000-09	0	0	1	0.0631879	219.186	0
Level 1 charger	150-200%	Single-Family Detached	Not Available	2010s	0	0	1	0.0386148	138.536	0
Level 1 charger	150-200%	Single-Family Detached	Not Available	<1940	0	0	1	0.087761	314.41	0
Level 1 charger	150-200%	Single-Family Detached	Owner	1940-59	0.0622469	0.937753	0	0.0902601	240.814	3.8061e-05
Level 1 charger	150-200%	Single-Family Detached	Owner	1960-79	0.233654	0.766346	0	0.0551589	254.318	4.25028e-05
Level 1 charger	150-200%	Single-Family Detached	Owner	1980-99	0.0567254	0.943275	0	0.0702023	366.38	3.23181e-05
Level 1 charger	150-200%	Single-Family Detached	Owner	2000-09	0	1	0	0.04513	157.021	1.58743e-05
Level 1 charger	150-200%	Single-Family Detached	Owner	2010s	0.32911	0.67089	0	0.0275795	99.2451	3.67772e-06
Level 1 charger	150-200%	Single-Family Detached	Owner	<1940	0.167359	0.832641	0	0.0626806	225.238	1.8768e-05
Level 1 charger	150-200%	Single-Family Detached	Renter	1940-59	0.128687	0.871313	0	0.00303142	7.93137	0
Level 1 charger	150-200%	Single-Family Detached	Renter	1960-79	0.40419	0.59581	0	0.00185254	8.37613	0
Level 1 charger	150-200%	Single-Family Detached	Renter	1980-99	0.118014	0.881986	0	0.00235777	12.067	0
Level 1 charger	150-200%	Single-Family Detached	Renter	2000-09	0	1	0	0.00151571	5.17159	0
Level 1 charger	150-200%	Single-Family Detached	Renter	2010s	0.521872	0.478128	0	0.000926268	3.2687	0
Level 1 charger	150-200%	Single-Family Detached	Renter	<1940	0.309021	0.690979	0	0.00210515	7.41836	0
Level 1 charger	200-300%	Mobile Home	Not Available	1940-59	0	0	1	3.12852	1.41383e-18	0
Level 1 charger	200-300%	Mobile Home	Not Available	1960-79	0	0	1	3.12852	247.735	0
Level 1 charger	200-300%	Mobile Home	Not Available	1980-99	0	0	1	3.12852	197.299	0
Level 1 charger	200-300%	Mobile Home	Not Available	2000-09	0	0	1	3.12852	16.1534	0
Level 1 charger	200-300%	Mobile Home	Not Available	2010s	0	0	1	3.12852	1.41383e-18	0
Level 1 charger	200-300%	Mobile Home	Not Available	<1940	0	0	1	3.12852	1.41383e-18	0
Level 1 charger	200-300%	Mobile Home	Owner	1940-59	0.0794385	0.920561	0	2.22039	9.81405e-19	2.20225e-07
Level 1 charger	200-300%	Mobile Home	Owner	1960-79	0.0794385	0.920561	0	2.22039	171.965	2.85334e-06
Level 1 charger	200-300%	Mobile Home	Owner	1980-99	0.0794385	0.920561	0	2.22039	136.955	3.58613e-06
Level 1 charger	200-300%	Mobile Home	Owner	2000-09	0.0794385	0.920561	0	2.22039	11.2128	1.15443e-06
Level 1 charger	200-300%	Mobile Home	Owner	2010s	0.0794385	0.920561	0	2.22039	9.81405e-19	3.45896e-07
Level 1 charger	200-300%	Mobile Home	Owner	<1940	0.0794385	0.920561	0	2.22039	9.81405e-19	4.82731e-08
Level 1 charger	200-300%	Mobile Home	Renter	1940-59	0.105147	0.894853	0	0.0773298	3.93567e-20	1.57082e-07
Level 1 charger	200-300%	Mobile Home	Renter	1960-79	0.105147	0.894853	0	0.0773298	6.8962	1.52473e-06
Level 1 charger	200-300%	Mobile Home	Renter	1980-99	0.105147	0.894853	0	0.0773298	5.49222	2.22844e-06
Level 1 charger	200-300%	Mobile Home	Renter	2000-09	0.105147	0.894853	0	0.0773298	0.449661	7.19505e-07
Level 1 charger	200-300%	Mobile Home	Renter	2010s	0.105147	0.894853	0	0.0773298	3.93567e-20	2.15307e-07
Level 1 charger	200-300%	Mobile Home	Renter	<1940	0.105147	0.894853	0	0.0773298	3.93567e-20	3.85593e-08
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	1	0.376348	108.205	0
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	1	0.376348	103.771	0
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	1	0.376348	1.17861e-18	0
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	1	0.376348	1.17861e-18	0
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	1	0.376348	101.214	0
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	1	0.376348	85.8158	0
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.388753	0.611247	0	0.00683837	2.23625	5.52223e-07
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.388753	0.611247	0	0.00683837	2.14461	8.39679e-07
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.388753	0.611247	0	0.00683837	2.43582e-20	6.68856e-07
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.388753	0.611247	0	0.00683837	2.43582e-20	1.87048e-07
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Owner	2010s	0.388753	0.611247	0	0.00683837	2.09178	4.86519e-08
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Owner	<1940	0.388753	0.611247	0	0.00683837	1.77354	9.65758e-07
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.788758	0.211242	0	0.281514	79.3304	1.65744e-05
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.788758	0.211242	0	0.281514	76.0795	2.79558e-05
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Renter	1980-99	0.788758	0.211242	0	0.281514	8.64099e-19	2.2187e-05
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.788758	0.211242	0	0.281514	8.64099e-19	6.4509e-06
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Renter	2010s	0.788758	0.211242	0	0.281514	74.2051	2.35296e-06
Level 1 charger	200-300%	Multi-Family with 2 - 4 Units	Renter	<1940	0.788758	0.211242	0	0.281514	62.9157	2.26435e-05
Level 1 charger	200-300%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	1	0.247159	41.1316	0
Level 1 charger	200-300%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	1	0.247159	390.391	0
Level 1 charger	200-300%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	1	0.247159	9.90916e-19	0
Level 1 charger	200-300%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	1	0.247159	713.259	0
Level 1 charger	200-300%	Multi-Family with 5+ Units	Not Available	2010s	0	0	1	0.247159	179.203	0
Level 1 charger	200-300%	Multi-Family with 5+ Units	Not Available	<1940	0	0	1	0.247159	106.294	0
Level 1 charger	200-300%	Multi-Family with 5+ Units	Owner	1940-59	0.518022	0.481978	0	0.00368918	0.576494	6.5758e-07
Level 1 charger	200-300%	Multi-Family with 5+ Units	Owner	1960-79	0.518022	0.481978	0	0.00368918	5.47166	2.15241e-06
Level 1 charger	200-300%	Multi-Family with 5+ Units	Owner	1980-99	0.518022	0.481978	0	0.00368918	1.38885e-20	1.61079e-06
Level 1 charger	200-300%	Multi-Family with 5+ Units	Owner	2000-09	0.518022	0.481978	0	0.00368918	9.99692	4.8486e-07
Level 1 charger	200-300%	Multi-Family with 5+ Units	Owner	2010s	0.518022	0.481978	0	0.00368918	2.51168	2.17379e-07
Level 1 charger	200-300%	Multi-Family with 5+ Units	Owner	<1940	0.518022	0.481978	0	0.00368918	1.48979	4.95579e-07
Level 1 charger	200-300%	Multi-Family with 5+ Units	Renter	1940-59	0.754005	0.245995	0	0.190426	31.9691	5.08598e-06
Level 1 charger	200-300%	Multi-Family with 5+ Units	Renter	1960-79	0.754005	0.245995	0	0.190426	303.427	1.50219e-05
Level 1 charger	200-300%	Multi-Family with 5+ Units	Renter	1980-99	0.754005	0.245995	0	0.190426	7.70178e-19	1.34721e-05
Level 1 charger	200-300%	Multi-Family with 5+ Units	Renter	2000-09	0.754005	0.245995	0	0.190426	554.372	5.1084e-06
Level 1 charger	200-300%	Multi-Family with 5+ Units	Renter	2010s	0.754005	0.245995	0	0.190426	139.283	2.71848e-06
Level 1 charger	200-300%	Multi-Family with 5+ Units	Renter	<1940	0.754005	0.245995	0	0.190426	82.6155	5.45133e-06
Level 1 charger	200-300%	Single-Family Attached	Not Available	1940-59	0	0	1	0.384718	3.97052	0
Level 1 charger	200-300%	Single-Family Attached	Not Available	1960-79	0	0	1	0.384718	333.25	0
Level 1 charger	200-300%	Single-Family Attached	Not Available	1980-99	0	0	1	0.384718	131.459	0
Level 1 charger	200-300%	Single-Family Attached	Not Available	2000-09	0	0	1	0.384718	215.99	0
Level 1 charger	200-300%	Single-Family Attached	Not Available	2010s	0	0	1	0.384718	190.19	0
Level 1 charger	200-300%	Single-Family Attached	Not Available	<1940	0	0	1	0.384718	10.2607	0
Level 1 charger	200-300%	Single-Family Attached	Owner	1940-59	0.0138622	0.986138	0	0.141547	1.39262	0
Level 1 charger	200-300%	Single-Family Attached	Owner	1960-79	0.0138622	0.986138	0	0.141547	116.884	0
Level 1 charger	200-300%	Single-Family Attached	Owner	1980-99	0.0138622	0.986138	0	0.141547	46.1081	0
Level 1 charger	200-300%	Single-Family Attached	Owner	2000-09	0.0138622	0.986138	0	0.141547	75.7565	0
Level 1 charger	200-300%	Single-Family Attached	Owner	2010s	0.0138622	0.986138	0	0.141547	66.7071	0
Level 1 charger	200-300%	Single-Family Attached	Owner	<1940	0.0138622	0.986138	0	0.141547	3.59885	0
Level 1 charger	200-300%	Single-Family Attached	Renter	1940-59	0.029886	0.970114	0	0.059417	0.660194	2.61854e-06
Level 1 charger	200-300%	Single-Family Attached	Renter	1960-79	0.029886	0.970114	0	0.059417	55.4107	4.40573e-06
Level 1 charger	200-300%	Single-Family Attached	Renter	1980-99	0.029886	0.970114	0	0.059417	21.8582	5.33411e-06
Level 1 charger	200-300%	Single-Family Attached	Renter	2000-09	0.029886	0.970114	0	0.059417	35.9136	2.40417e-06
Level 1 charger	200-300%	Single-Family Attached	Renter	2010s	0.029886	0.970114	0	0.059417	31.6236	8.43811e-07
Level 1 charger	200-300%	Single-Family Attached	Renter	<1940	0.029886	0.970114	0	0.059417	1.70609	2.34576e-06
Level 1 charger	200-300%	Single-Family Detached	Not Available	1940-59	0	0	1	0.59122	1453.26	0
Level 1 charger	200-300%	Single-Family Detached	Not Available	1960-79	0	0	1	0.361301	1534.75	0
Level 1 charger	200-300%	Single-Family Detached	Not Available	1980-99	0	0	1	0.459838	2211.02	0
Level 1 charger	200-300%	Single-Family Detached	Not Available	2000-09	0	0	1	0.29561	947.585	0
Level 1 charger	200-300%	Single-Family Detached	Not Available	2010s	0	0	1	0.180651	598.92	0
Level 1 charger	200-300%	Single-Family Detached	Not Available	<1940	0	0	1	0.41057	1359.26	0
Level 1 charger	200-300%	Single-Family Detached	Owner	1940-59	0.0540625	0.945937	0	0.456329	1096.5	3.90611e-05
Level 1 charger	200-300%	Single-Family Detached	Owner	1960-79	0.20793	0.79207	0	0.278868	1157.99	4.56025e-05
Level 1 charger	200-300%	Single-Family Detached	Owner	1980-99	0.0492289	0.950771	0	0.354922	1668.24	3.73694e-05
Level 1 charger	200-300%	Single-Family Detached	Owner	2000-09	0	1	0	0.228164	714.964	1.92309e-05
Level 1 charger	200-300%	Single-Family Detached	Owner	2010s	0.296949	0.703051	0	0.139434	451.893	4.84201e-06
Level 1 charger	200-300%	Single-Family Detached	Owner	<1940	0.147529	0.852471	0	0.316895	1025.58	1.94574e-05
Level 1 charger	200-300%	Single-Family Detached	Renter	1940-59	0.099784	0.900216	0	0.00865425	25.0818	7.03629e-06
Level 1 charger	200-300%	Single-Family Detached	Renter	1960-79	0.337369	0.662631	0	0.00528871	26.4882	7.45427e-06
Level 1 charger	200-300%	Single-Family Detached	Renter	1980-99	0.0912569	0.908743	0	0.00673108	38.16	6.52486e-06
Level 1 charger	200-300%	Single-Family Detached	Renter	2000-09	0	1	0	0.00432713	16.3544	3.66296e-06
Level 1 charger	200-300%	Single-Family Detached	Renter	2010s	0.450299	0.549701	0	0.00264435	10.3368	9.84519e-07
Level 1 charger	200-300%	Single-Family Detached	Renter	<1940	0.251297	0.748703	0	0.0060099	23.4594	3.60059e-06
Level 1 charger	300-400%	Mobile Home	Not Available	1940-59	0	0	1	0.777067	3.76249e-19	0
Level 1 charger	300-400%	Mobile Home	Not Available	1960-79	0	0	1	0.777067	65.9276	0
Level 1 charger	300-400%	Mobile Home	Not Available	1980-99	0	0	1	0.777067	52.5055	0
Level 1 charger	300-400%	Mobile Home	Not Available	2000-09	0	0	1	0.777067	4.29876	0
Level 1 charger	300-400%	Mobile Home	Not Available	2010s	0	0	1	0.777067	3.76249e-19	0
Level 1 charger	300-400%	Mobile Home	Not Available	<1940	0	0	1	0.777067	3.76249e-19	0
Level 1 charger	300-400%	Mobile Home	Owner	1940-59	0.060074	0.939926	0	0.624108	3.10147e-19	8.0622e-08
Level 1 charger	300-400%	Mobile Home	Owner	1960-79	0.060074	0.939926	0	0.624108	54.345	1.07382e-06
Level 1 charger	300-400%	Mobile Home	Owner	1980-99	0.060074	0.939926	0	0.624108	43.281	1.52275e-06
Level 1 charger	300-400%	Mobile Home	Owner	2000-09	0.060074	0.939926	0	0.624108	3.54353	5.4126e-07
Level 1 charger	300-400%	Mobile Home	Owner	2010s	0.060074	0.939926	0	0.624108	3.10147e-19	1.68294e-07
Level 1 charger	300-400%	Mobile Home	Owner	<1940	0.060074	0.939926	0	0.624108	3.10147e-19	2.43713e-08
Level 1 charger	300-400%	Mobile Home	Renter	1940-59	0.0518763	0.948124	0	0.00825629	3.1903e-21	7.70378e-08
Level 1 charger	300-400%	Mobile Home	Renter	1960-79	0.0518763	0.948124	0	0.00825629	0.559015	7.69222e-07
Level 1 charger	300-400%	Mobile Home	Renter	1980-99	0.0518763	0.948124	0	0.00825629	0.445206	1.16611e-06
Level 1 charger	300-400%	Mobile Home	Renter	2000-09	0.0518763	0.948124	0	0.00825629	0.0364501	3.88914e-07
Level 1 charger	300-400%	Mobile Home	Renter	2010s	0.0518763	0.948124	0	0.00825629	3.1903e-21	1.28721e-07
Level 1 charger	300-400%	Mobile Home	Renter	<1940	0.0518763	0.948124	0	0.00825629	3.1903e-21	1.99039e-08
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	1	0.154846	44.8042	0
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	1	0.154846	42.9682	0
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	1	0.154846	4.88026e-19	0
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	1	0.154846	4.88026e-19	0
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	1	0.154846	41.9096	0
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	1	0.154846	35.5335	0
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.485725	0.514275	0	0.00356995	0.898635	5.2352e-07
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.485725	0.514275	0	0.00356995	0.86181	7.41011e-07
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.485725	0.514275	0	0.00356995	9.78831e-21	6.02048e-07
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.485725	0.514275	0	0.00356995	9.78831e-21	1.92383e-07
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Owner	2010s	0.485725	0.514275	0	0.00356995	0.840578	5.06144e-08
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Owner	<1940	0.485725	0.514275	0	0.00356995	0.712693	9.32754e-07
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.73994	0.26006	0	0.111279	33.0123	7.07066e-06
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.73994	0.26006	0	0.111279	31.6595	1.16098e-05
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Renter	1980-99	0.73994	0.26006	0	0.111279	3.59584e-19	9.2465e-06
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.73994	0.26006	0	0.111279	3.59584e-19	2.68167e-06
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Renter	2010s	0.73994	0.26006	0	0.111279	30.8795	9.88707e-07
Level 1 charger	300-400%	Multi-Family with 2 - 4 Units	Renter	<1940	0.73994	0.26006	0	0.111279	26.1815	1.01522e-05
Level 1 charger	300-400%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	1	0.123883	24.3738	0
Level 1 charger	300-400%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	1	0.123883	231.338	0
Level 1 charger	300-400%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	1	0.123883	5.87197e-19	0
Level 1 charger	300-400%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	1	0.123883	422.663	0
Level 1 charger	300-400%	Multi-Family with 5+ Units	Not Available	2010s	0	0	1	0.123883	106.192	0
Level 1 charger	300-400%	Multi-Family with 5+ Units	Not Available	<1940	0	0	1	0.123883	62.9874	0
Level 1 charger	300-400%	Multi-Family with 5+ Units	Owner	1940-59	0.518022	0.481978	0	0.00278534	0.558421	5.75195e-07
Level 1 charger	300-400%	Multi-Family with 5+ Units	Owner	1960-79	0.518022	0.481978	0	0.00278534	5.30012	1.92534e-06
Level 1 charger	300-400%	Multi-Family with 5+ Units	Owner	1980-99	0.518022	0.481978	0	0.00278534	1.34531e-20	1.47529e-06
Level 1 charger	300-400%	Multi-Family with 5+ Units	Owner	2000-09	0.518022	0.481978	0	0.00278534	9.68352	5.11236e-07
Level 1 charger	300-400%	Multi-Family with 5+ Units	Owner	2010s	0.518022	0.481978	0	0.00278534	2.43294	2.48808e-07
Level 1 charger	300-400%	Multi-Family with 5+ Units	Owner	<1940	0.518022	0.481978	0	0.00278534	1.44309	5.03064e-07
Level 1 charger	300-400%	Multi-Family with 5+ Units	Renter	1940-59	0.754005	0.245995	0	0.0895155	17.5536	9.83108e-06
Level 1 charger	300-400%	Multi-Family with 5+ Units	Renter	1960-79	0.754005	0.245995	0	0.0895155	166.606	2.9544e-05
Level 1 charger	300-400%	Multi-Family with 5+ Units	Renter	1980-99	0.754005	0.245995	0	0.0895155	4.2289e-19	2.7411e-05
Level 1 charger	300-400%	Multi-Family with 5+ Units	Renter	2000-09	0.754005	0.245995	0	0.0895155	304.395	1.07914e-05
Level 1 charger	300-400%	Multi-Family with 5+ Units	Renter	2010s	0.754005	0.245995	0	0.0895155	76.4778	6.29433e-06
Level 1 charger	300-400%	Multi-Family with 5+ Units	Renter	<1940	0.754005	0.245995	0	0.0895155	45.3626	1.08254e-05
Level 1 charger	300-400%	Single-Family Attached	Not Available	1940-59	0	0	1	0.273518	2.85558	0
Level 1 charger	300-400%	Single-Family Attached	Not Available	1960-79	0	0	1	0.273518	239.672	0
Level 1 charger	300-400%	Single-Family Attached	Not Available	1980-99	0	0	1	0.273518	94.545	0
Level 1 charger	300-400%	Single-Family Attached	Not Available	2000-09	0	0	1	0.273518	155.339	0
Level 1 charger	300-400%	Single-Family Attached	Not Available	2010s	0	0	1	0.273518	136.784	0
Level 1 charger	300-400%	Single-Family Attached	Not Available	<1940	0	0	1	0.273518	7.37949	0
Level 1 charger	300-400%	Single-Family Attached	Owner	1940-59	0.0137503	0.98625	0	0.109684	1.12422	4.9675e-06
Level 1 charger	300-400%	Single-Family Attached	Owner	1960-79	0.0137503	0.98625	0	0.109684	94.3569	9.83516e-06
Level 1 charger	300-400%	Single-Family Attached	Owner	1980-99	0.0137503	0.98625	0	0.109684	37.2216	1.36016e-05
Level 1 charger	300-400%	Single-Family Attached	Owner	2000-09	0.0137503	0.98625	0	0.109684	61.1559	5.98611e-06
Level 1 charger	300-400%	Single-Family Attached	Owner	2010s	0.0137503	0.98625	0	0.109684	53.8506	1.71826e-06
Level 1 charger	300-400%	Single-Family Attached	Owner	<1940	0.0137503	0.98625	0	0.109684	2.90524	4.58854e-06
Level 1 charger	300-400%	Single-Family Attached	Renter	1940-59	0.021666	0.978334	0	0.0367736	0.396339	1.69738e-06
Level 1 charger	300-400%	Single-Family Attached	Renter	1960-79	0.021666	0.978334	0	0.0367736	33.2651	3.21172e-06
