Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Cooling Type	Dependency=Tenure	Option=60F	Option=62F	Option=65F	Option=67F	Option=68F	Option=70F	Option=72F	Option=75F	Option=76F	Option=78F	Option=80F	Option=Void	source_count	source_weight	sampling_probability
2A	Single-Family Attached	Room AC	Renter	0.037819	0	0.0223966	0.0223601	0.0651145	0.262593	0.14202	0.134925	0.0561934	0.222299	0.0342793	0	32	19559.2	0.000132139
2A	Single-Family Detached	Central AC	Not Available	0.00227903	0.00100308	0.00941849	0.0029895	0.061581	0.124734	0.200739	0.252387	0.182809	0.132355	0.0297051	0	642	5.82531e+06	0.00430209
2A	Single-Family Detached	Central AC	Owner	0.00256804	0.00113028	0.00926891	0.00121734	0.0515294	0.117132	0.197132	0.262812	0.190709	0.13659	0.0299122	0	574	5.16974e+06	0.0288122
2A	Single-Family Detached	Central AC	Renter	0	0	0.010598	0.0169646	0.140846	0.184684	0.229187	0.170177	0.120506	0.0989656	0.028072	0	68	655569	0.00615363
2A	Single-Family Detached	Ducted Heat Pump	Not Available	0	0.00440156	0.0119923	0.00499673	0.0421532	0.0799497	0.190239	0.269965	0.25359	0.119589	0.0231231	0	258	2.47267e+06	0.0029396
2A	Single-Family Detached	Ducted Heat Pump	Owner	0	0.00494537	0.0078533	0.00561408	0.0340443	0.0672158	0.200799	0.256993	0.271116	0.125439	0.02598	0	232	2.20076e+06	0.0167097
2A	Single-Family Detached	Ducted Heat Pump	Renter	0	0	0.0454931	0	0.107786	0.183016	0.104771	0.374957	0.111739	0.0722383	0	0	26	271906	0.00363528
2A	Single-Family Detached	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	2	11121.9	0
2A	Single-Family Detached	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	2	11121.9	0
2A	Single-Family Detached	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
2A	Single-Family Detached	Non-Ducted Heat Pump	Not Available	0	0	0	0	0	0.0666151	0.402791	0.361772	0.0267312	0.0286412	0.113449	0	41	55695.4	0.000116199
2A	Single-Family Detached	Non-Ducted Heat Pump	Owner	0	0	0	0	0	0.069768	0.421856	0.357905	0.0108625	0.0207897	0.118819	0	37	55695.4	0.000669186
2A	Single-Family Detached	Non-Ducted Heat Pump	Renter	0.03358	0.00527529	0.0198862	0.0198539	0.057816	0.237462	0.131577	0.147488	0.0567401	0.209362	0.0809593	0	56	0	0.000154776
2A	Single-Family Detached	None	Not Available	0.00284737	0.00478374	0.0143607	0.00331184	0.0538694	0.115167	0.198295	0.249685	0.193257	0.131141	0.0332815	0	0	0	0.000236829
2A	Single-Family Detached	None	Owner	0.00324983	0.00545989	0.0130936	0.00236784	0.0460384	0.103234	0.199083	0.253067	0.204454	0.135558	0.0343949	0	0	0	0.00146319
2A	Single-Family Detached	None	Renter	0	0	0.0233257	0.00999062	0.109273	0.199751	0.193677	0.225566	0.113245	0.0994979	0.025673	0	0	0	0.000318512
2A	Single-Family Detached	Room AC	Not Available	0.0193909	0.0413575	0.0701559	0	0.0334819	0.168775	0.189315	0.136153	0.068836	0.173949	0.0985859	0	67	635290	0.000631218
2A	Single-Family Detached	Room AC	Owner	0.0274011	0.058442	0.0843486	0	0.047313	0.123887	0.185521	0.108801	0.0601678	0.187442	0.116677	0	47	449574	0.00374031
2A	Single-Family Detached	Room AC	Renter	0	0	0.0357988	0	0	0.277438	0.198497	0.202366	0.0898198	0.141288	0.0547922	0	20	185716	0.000931213
2B	Mobile Home	Central AC	Not Available	0	0	0	0	0.0584847	0.186556	0	0.146337	0.240008	0.0798575	0.288757	0	16	97135.8	0.000218154
2B	Mobile Home	Central AC	Owner	0	0	0	0	0.0716552	0.15126	0	0.179291	0.24401	0	0.353784	0	13	79281.9	0.000494719
2B	Mobile Home	Central AC	Renter	0.0365009	0	0	0	0.0368745	0.0655375	0.0206593	0.348386	0.2034	0.207071	0.0815704	0	33	17853.9	0.000151622
2B	Mobile Home	Ducted Heat Pump	Not Available	0	0.0119974	0	0	0	0.0372305	0.0396102	0.18459	0.17778	0.346395	0.202398	0	96	42781.2	0.000146713
2B	Mobile Home	Ducted Heat Pump	Owner	0	0.0146627	0	0	0	0.0142916	0.04841	0.225598	0.147358	0.343004	0.206676	0	80	42781.2	0.000300597
2B	Mobile Home	Ducted Heat Pump	Renter	0	0	0	0	0	0.140485	0	0	0.314714	0.361659	0.183142	0	16	0	8.99284e-05
2B	Mobile Home	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	28	0	0
2B	Mobile Home	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0
2B	Mobile Home	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0
2B	Mobile Home	Non-Ducted Heat Pump	Not Available	0.0408538	0	0.0415994	0.00797699	0.0177614	0.151788	0.128644	0.136492	0.0743352	0.184459	0.216089	0	106	7757.03	1.04983e-05
2B	Mobile Home	Non-Ducted Heat Pump	Owner	0.0234704	0	0.0569773	0	0.0131739	0.171112	0.142101	0.124928	0.0811745	0.207303	0.17976	0	67	7757.03	2.14875e-05
2B	Mobile Home	Non-Ducted Heat Pump	Renter	0.0706524	0	0.0152385	0.0216512	0.0256252	0.118664	0.105575	0.156317	0.0626111	0.145301	0.278365	0	39	0	6.39724e-06
2B	Mobile Home	None	Not Available	0.030604	0.00226002	0.039385	0.000272463	0.0256213	0.126072	0.0423929	0.167083	0.15409	0.21339	0.198829	0	0	0	3.02755e-05
2B	Mobile Home	None	Owner	0.00100929	0.00347752	0.030084	0	0.0320602	0.114654	0.0511252	0.186586	0.162605	0.173416	0.244983	0	0	0	6.18341e-05
2B	Mobile Home	None	Renter	0.0592615	0	0.00977325	0.0138861	0.0305259	0.10115	0.0521151	0.233386	0.117882	0.172319	0.209702	0	0	0	1.98155e-05
2B	Mobile Home	Room AC	Not Available	0.0835116	0	0.108545	0	0	0.0974445	0.0873104	0.186012	0.0440514	0.307876	0.0852489	0	19	79431.3	5.29181e-05
2B	Mobile Home	Room AC	Owner	0	0	0.0985821	0	0	0.133513	0.119628	0.174475	0.0603568	0.296642	0.116803	0	13	50563.9	0.000115871
2B	Mobile Home	Room AC	Renter	0.0733385	0	0.0158178	0.0224743	0.0265995	0.123175	0.0715699	0.16226	0.0649914	0.150825	0.288948	0	38	28867.4	3.62394e-05
2B	Multi-Family with 2 - 4 Units	Central AC	Not Available	0	0	0.0320264	0	0.0743203	0.0758443	0.0762024	0.29455	0.171106	0.154347	0.121604	0	38	77642.1	6.49515e-05
2B	Multi-Family with 2 - 4 Units	Central AC	Owner	0	0	0	0	0.0895919	0.129735	0.262022	0.126028	0.0992668	0.0782855	0.21507	0	12	0	4.33839e-05
2B	Multi-Family with 2 - 4 Units	Central AC	Renter	0	0	0.0335518	0	0.0778601	0.0794566	0.0561579	0.284625	0.179255	0.161698	0.127396	0	36	77642.1	0.000343015
2B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Not Available	0	0	0	0.0752776	0	0.0752776	0.0790933	0.492023	0.0842434	0.0956202	0.0984644	0	11	17097.1	3.16091e-05
2B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Owner	0	0	0	0	0.0895919	0.129735	0.262022	0.126028	0.0992668	0.0782855	0.21507	0	12	0	2.14185e-05
2B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Renter	0	0	0	0.0752776	0	0.0752776	0.0790933	0.492023	0.0842434	0.0956202	0.0984644	0	11	17097.1	0.000175088
2B	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	34	0	0
2B	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0
2B	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Not Available	0.0413975	0	0.0505996	0.0226323	0.163232	0.14011	0.0798365	0.216417	0.0385511	0.0617076	0.185516	0	91	0	1.23312e-06
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Owner	0.0226061	0	0.054879	0	0.0126887	0.16481	0.136868	0.120327	0.0781851	0.216246	0.19339	0	69	0	7.85532e-07
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Renter	0.0422366	0	0.0516252	0.0230911	0.166541	0.14295	0.0814547	0.220804	0.0393325	0.0538346	0.178131	0	89	0	6.22241e-06
2B	Multi-Family with 2 - 4 Units	None	Not Available	0.00921238	0	0.0320267	0.015785	0.0814939	0.0869693	0.0784709	0.306084	0.131556	0.126383	0.132019	0	0	0	2.58034e-05
2B	Multi-Family with 2 - 4 Units	None	Owner	0.00931202	0	0.0326431	0.0158395	0.0830018	0.088433	0.0721644	0.303351	0.134291	0.127886	0.133078	0	0	0	1.46092e-05
2B	Multi-Family with 2 - 4 Units	None	Renter	0.00941166	0	0.0332594	0.0158939	0.0845096	0.0898966	0.0658579	0.300618	0.137026	0.12939	0.134137	0	0	0	0.000123784
2B	Multi-Family with 2 - 4 Units	Room AC	Not Available	0.0441217	0	0.0539293	0.0241217	0.159502	0.129514	0.0850901	0.214749	0.0410879	0.0605762	0.187308	0	84	25001.2	2.06794e-05
2B	Multi-Family with 2 - 4 Units	Room AC	Owner	0.0226061	0	0.054879	0	0.0126887	0.16481	0.136868	0.120327	0.0781851	0.216246	0.19339	0	69	0	1.16371e-05
2B	Multi-Family with 2 - 4 Units	Room AC	Renter	0.0450761	0	0.0550959	0.0246435	0.162952	0.132316	0.0869308	0.219394	0.0419768	0.0521494	0.179465	0	82	25001.2	0.000101777
2B	Multi-Family with 5+ Units	Central AC	Not Available	0	0	0	0	0.0284868	0.0985122	0.0667664	0.291624	0.156185	0.200477	0.157948	0	30	259781	0.000234768
2B	Multi-Family with 5+ Units	Central AC	Owner	0	0	0	0	0.0895919	0.129735	0.262022	0.126028	0.0992668	0.0782855	0.21507	0	12	15340.4	9.59382e-05
2B	Multi-Family with 5+ Units	Central AC	Renter	0	0	0	0	0.0302746	0.104695	0.0397629	0.278362	0.165987	0.213058	0.16786	0	28	244441	0.00126089
2B	Multi-Family with 5+ Units	Ducted Heat Pump	Not Available	0	0	0	0.0752776	0	0.0752776	0.0790933	0.492023	0.0842434	0.0956202	0.0984644	0	11	68108.5	0.00013388
2B	Multi-Family with 5+ Units	Ducted Heat Pump	Owner	0	0	0	0	0.0895919	0.129735	0.262022	0.126028	0.0992668	0.0782855	0.21507	0	12	0	5.40931e-05
2B	Multi-Family with 5+ Units	Ducted Heat Pump	Renter	0	0	0	0.0752776	0	0.0752776	0.0790933	0.492023	0.0842434	0.0956202	0.0984644	0	11	68108.5	0.000729864
2B	Multi-Family with 5+ Units	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	34	15838	0
2B	Multi-Family with 5+ Units	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0
2B	Multi-Family with 5+ Units	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	14	15838	0
2B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Not Available	0.0413975	0	0.0505996	0.0226323	0.163232	0.14011	0.0798365	0.216417	0.0385511	0.0617076	0.185516	0	91	14040.3	7.3376e-06
2B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Owner	0.0226061	0	0.054879	0	0.0126887	0.16481	0.136868	0.120327	0.0781851	0.216246	0.19339	0	69	0	2.92004e-06
2B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Renter	0.0422366	0	0.0516252	0.0230911	0.166541	0.14295	0.0814547	0.220804	0.0393325	0.0538346	0.178131	0	89	14040.3	3.83664e-05
2B	Multi-Family with 5+ Units	None	Not Available	0.00357233	0	0.00436641	0.0162856	0.0341346	0.0970895	0.0704352	0.323435	0.13279	0.168891	0.149001	0	0	0	7.05669e-05
2B	Multi-Family with 5+ Units	None	Owner	0	0	0	0	0.0895919	0.129735	0.262022	0.126028	0.0992668	0.0782855	0.21507	0	0	0	2.76396e-05
2B	Multi-Family with 5+ Units	None	Renter	0.00381082	0	0.00465791	0.0170582	0.0359588	0.101685	0.0514717	0.315786	0.138813	0.175747	0.155012	0	0	0	0.000372042
2B	Multi-Family with 5+ Units	Room AC	Not Available	0.0441217	0	0.0539293	0.0241217	0.159502	0.129514	0.0850901	0.214749	0.0410879	0.0605762	0.187308	0	84	15789.5	5.52242e-05
2B	Multi-Family with 5+ Units	Room AC	Owner	0.0226061	0	0.054879	0	0.0126887	0.16481	0.136868	0.120327	0.0781851	0.216246	0.19339	0	69	0	2.1635e-05
2B	Multi-Family with 5+ Units	Room AC	Renter	0.0450761	0	0.0550959	0.0246435	0.162952	0.132316	0.0869308	0.219394	0.0419768	0.0521494	0.179465	0	82	15789.5	0.000292674
2B	Single-Family Attached	Central AC	Not Available	0	0	0	0	0	0	0.178161	0.270429	0.029613	0.296272	0.225525	0	27	73043.1	7.26773e-05
2B	Single-Family Attached	Central AC	Owner	0	0	0	0	0	0	0.204022	0.198285	0	0.322247	0.275446	0	19	47473.6	0.000251009
2B	Single-Family Attached	Central AC	Renter	0.0365009	0	0	0	0.0368745	0.0655375	0.0206593	0.348386	0.2034	0.207071	0.0815704	0	33	25569.4	0.000144241
2B	Single-Family Attached	Ducted Heat Pump	Not Available	0	0	0	0	0	0.123656	0	0.0771774	0.236002	0.487654	0.0755104	0	11	28333.3	5.59065e-05
2B	Single-Family Attached	Ducted Heat Pump	Owner	0	0.0146627	0	0	0	0.0142916	0.04841	0.225598	0.147358	0.343004	0.206676	0	80	18671.2	0.000208781
2B	Single-Family Attached	Ducted Heat Pump	Renter	0	0	0	0	0	0.140485	0	0	0.314714	0.361659	0.183142	0	16	9662.03	0.000113455
2B	Single-Family Attached	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	28	0	0
2B	Single-Family Attached	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0
2B	Single-Family Attached	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0
2B	Single-Family Attached	Non-Ducted Heat Pump	Not Available	0.0408538	0	0.0415994	0.00797699	0.0177614	0.151788	0.128644	0.136492	0.0743352	0.184459	0.216089	0	106	0	2.15139e-06
2B	Single-Family Attached	Non-Ducted Heat Pump	Owner	0.0234704	0	0.0569773	0	0.0131739	0.171112	0.142101	0.124928	0.0811745	0.207303	0.17976	0	67	0	8.44011e-06
2B	Single-Family Attached	Non-Ducted Heat Pump	Renter	0.0706524	0	0.0152385	0.0216512	0.0256252	0.118664	0.105575	0.156317	0.0626111	0.145301	0.278365	0	39	0	5.76223e-06
2B	Single-Family Attached	None	Not Available	0.00234248	0	0.00304465	0	0	0.0363242	0.127216	0.215565	0.0860829	0.348586	0.180839	0	0	0	1.4394e-05
2B	Single-Family Attached	None	Owner	0	0.00413897	0	0	0	0.00403419	0.160096	0.205995	0.041596	0.328106	0.256034	0	0	0	5.01632e-05
2B	Single-Family Attached	None	Renter	0.0300827	0	0.00121281	0.00172319	0.0267494	0.0889348	0.0193315	0.245898	0.220974	0.241903	0.12319	0	0	0	2.90255e-05
2B	Single-Family Attached	Room AC	Not Available	0.0835116	0	0.108545	0	0	0.0974445	0.0873104	0.186012	0.0440514	0.307876	0.0852489	0	19	2925.64	5.70591e-06
2B	Single-Family Attached	Room AC	Owner	0	0	0.0985821	0	0	0.133513	0.119628	0.174475	0.0603568	0.296642	0.116803	0	13	0	1.95073e-05
2B	Single-Family Attached	Room AC	Renter	0.0733385	0	0.0158178	0.0224743	0.0265995	0.123175	0.0715699	0.16226	0.0649914	0.150825	0.288948	0	38	2925.64	1.54708e-05
2B	Single-Family Detached	Central AC	Not Available	0.00554384	0	0.00496424	0	0.0435996	0.0514898	0.042808	0.18244	0.209347	0.244492	0.215316	0	210	1.06054e+06	0.000722975
2B	Single-Family Detached	Central AC	Owner	0	0	0.00558369	0	0.0427405	0.0532191	0.0481496	0.156654	0.207224	0.254579	0.23185	0	188	942882	0.00522755
2B	Single-Family Detached	Central AC	Renter	0.0499726	0	0	0	0.0504841	0.0376315	0	0.389086	0.226361	0.163658	0.0828067	0	22	117653	0.00129819
2B	Single-Family Detached	Ducted Heat Pump	Not Available	0	0.0140484	0	0	0	0.0351727	0.0463818	0.21089	0.146816	0.35916	0.187532	0	79	415981	0.000359099
2B	Single-Family Detached	Ducted Heat Pump	Owner	0	0.0173357	0	0	0	0.0168969	0.057235	0.260237	0.0985082	0.366478	0.18331	0	66	337101	0.00280541
2B	Single-Family Detached	Ducted Heat Pump	Renter	0	0	0	0	0	0.113276	0	0	0.353264	0.327885	0.205575	0	13	78880.1	0.000710182
2B	Single-Family Detached	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	28	16410	0
2B	Single-Family Detached	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	20	11361.4	0
2B	Single-Family Detached	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	14	5048.57	0
2B	Single-Family Detached	Non-Ducted Heat Pump	Not Available	0.0408538	0	0.0415994	0.00797699	0.0177614	0.151788	0.128644	0.136492	0.0743352	0.184459	0.216089	0	106	11744.5	1.74248e-05
2B	Single-Family Detached	Non-Ducted Heat Pump	Owner	0.0234704	0	0.0569773	0	0.0131739	0.171112	0.142101	0.124928	0.0811745	0.207303	0.17976	0	67	11744.5	0.000118814
2B	Single-Family Detached	Non-Ducted Heat Pump	Renter	0.0706524	0	0.0152385	0.0216512	0.0256252	0.118664	0.105575	0.156317	0.0626111	0.145301	0.278365	0	39	0	3.99439e-05
2B	Single-Family Detached	None	Not Available	0.00869618	0.00370746	0.00970916	5.9436e-05	0.0294671	0.0504963	0.0468749	0.189805	0.182612	0.277844	0.200729	0	0	0	6.95262e-05
2B	Single-Family Detached	None	Owner	0.000201868	0.00427969	0.00967099	0	0.029626	0.0496036	0.0550618	0.182916	0.171367	0.284069	0.213204	0	0	0	0.000495873
2B	Single-Family Detached	None	Renter	0.0328467	0	0.00106767	0.00151697	0.0299774	0.0717168	0.00483084	0.228154	0.262965	0.224256	0.142669	0	0	0	0.000131491
2B	Single-Family Detached	Room AC	Not Available	0.0835116	0	0.108545	0	0	0.0974445	0.0873104	0.186012	0.0440514	0.307876	0.0852489	0	19	87988.9	6.65441e-05
2B	Single-Family Detached	Room AC	Owner	0	0	0.0985821	0	0	0.133513	0.119628	0.174475	0.0603568	0.296642	0.116803	0	13	73763.1	0.000419542
2B	Single-Family Detached	Room AC	Renter	0.0733385	0	0.0158178	0.0224743	0.0265995	0.123175	0.0715699	0.16226	0.0649914	0.150825	0.288948	0	38	14225.9	0.00012323
3A	Mobile Home	Central AC	Not Available	0.0271734	0	0.0937509	0	0.110528	0.289707	0.187164	0.148636	0.101028	0.0274465	0.014565	0	62	446686	0.00117424
3A	Mobile Home	Central AC	Owner	0	0	0.100695	0	0.137579	0.235961	0.203946	0.146214	0.116671	0.0385021	0.0204319	0	45	318423	0.00285248
3A	Mobile Home	Central AC	Renter	0.0946336	0	0.0765121	0	0.0433724	0.423136	0.145501	0.154651	0.0621933	0	0	0	17	128263	0.00125999
3A	Mobile Home	Ducted Heat Pump	Not Available	0.0125551	0.0182048	0.0485978	0.0498293	0.139801	0.276461	0.245752	0.0897054	0.0408999	0.0781939	0	0	53	438713	0.00109632
3A	Mobile Home	Ducted Heat Pump	Owner	0	0.0271454	0.0504163	0.051	0.120455	0.288381	0.24469	0.0846499	0.0609862	0.0722765	0	0	37	294219	0.00272823
3A	Mobile Home	Ducted Heat Pump	Renter	0.0381201	0	0.044895	0.0474453	0.179193	0.25219	0.247914	0.0999994	0	0.0902429	0	0	16	144493	0.00133055
3A	Mobile Home	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
3A	Mobile Home	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
3A	Mobile Home	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
3A	Mobile Home	Non-Ducted Heat Pump	Not Available	0.0271394	0.00615425	0.0925988	0.0354916	0.1208	0.273425	0.145012	0.180619	0.021284	0.0599758	0.0375009	0	131	0	1.7988e-05
3A	Mobile Home	Non-Ducted Heat Pump	Owner	0.0279717	0.00634301	0.0882339	0.0298904	0.124505	0.281811	0.149459	0.180608	0.0219368	0.0618152	0.027426	0	127	0	4.28942e-05
3A	Mobile Home	Non-Ducted Heat Pump	Renter	0.11926	0.0353332	0.10324	0.0357061	0.159854	0.205252	0.127416	0.110135	0.0359302	0.00462788	0.063246	0	280	0	1.94323e-05
3A	Mobile Home	None	Not Available	0.0247258	0.0137833	0.0827324	0.0197809	0.140543	0.286012	0.196357	0.0998691	0.0605472	0.0462242	0.0294249	0	0	0	0.000166289
3A	Mobile Home	None	Owner	0.0170508	0.00781429	0.0922675	0.0207456	0.143548	0.280587	0.211689	0.0848405	0.0585667	0.0513948	0.0314955	0	0	0	0.000415648
3A	Mobile Home	None	Renter	0.0445139	0.029173	0.0581487	0.0172937	0.132794	0.3	0.156826	0.138617	0.0656535	0.0328933	0.0240863	0	0	0	0.000209332
3A	Mobile Home	Room AC	Not Available	0.0326911	0.021694	0.101592	0.011627	0.166303	0.290777	0.163409	0.06737	0.0427963	0.0356485	0.0660923	0	68	533082	0.000690471
3A	Mobile Home	Room AC	Owner	0.0425651	0	0.115788	0.0151388	0.164785	0.309694	0.193996	0.0372451	0.0116381	0.0464158	0.0627335	0	51	409420	0.00167332
3A	Mobile Home	Room AC	Renter	0	0.0935191	0.0545885	0	0.171329	0.228145	0.0621412	0.167108	0.145956	0	0.0772128	0	17	123661	0.000765423
3A	Multi-Family with 2 - 4 Units	Central AC	Not Available	0.0692604	0	0.0627205	0	0.241592	0.223805	0.260222	0.0896241	0.0227115	0.0300638	0	0	48	370892	0.00054275
3A	Multi-Family with 2 - 4 Units	Central AC	Owner	0	0	0	0	0	0.117821	0.134409	0.470675	0.230295	0.0468012	0	0	11	11128.3	0.000173222
3A	Multi-Family with 2 - 4 Units	Central AC	Renter	0.0714028	0	0.0646606	0	0.249065	0.230728	0.268271	0.0754556	0.023414	0.0170023	0	0	46	359764	0.00268441
3A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Not Available	0.0338995	0.0294489	0	0	0.176217	0.230908	0.25186	0.193397	0.0842697	0	0	0	24	185903	0.00035145
3A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Owner	0	0	0.03749	0	0.0627672	0.204216	0.282711	0.285762	0.127054	0	0	0	23	7965.3	0.000103095
3A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Renter	0.035417	0.0307672	0	0	0.139341	0.241244	0.263135	0.202054	0.088042	0	0	0	23	177938	0.00167215
3A	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
3A	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
3A	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Not Available	0.04369	0	0.0613942	0	0.0897831	0.0106297	0.315956	0.225085	0.14655	0.106913	0	0	21	0	1.82199e-05
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Owner	0.0910675	0.00678215	0.0792107	0.0287515	0.14721	0.22202	0.133332	0.0970106	0.0961135	0.0421301	0.0563717	0	132	0	6.06837e-06
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Renter	0	0	0.0768592	0	0.112399	0.0133072	0.269632	0.262945	0.131014	0.133844	0	0	16	0	8.15352e-05
3A	Multi-Family with 2 - 4 Units	None	Not Available	0.0598415	0.0129846	0.0413459	0	0.212765	0.2152	0.257107	0.136317	0.0439485	0.0180894	0.00240133	0	0	0	7.49959e-05
3A	Multi-Family with 2 - 4 Units	None	Owner	0	0	0.0156397	0	0.0261847	0.153863	0.196276	0.393535	0.187225	0.0272771	0	0	0	0	2.34909e-05
3A	Multi-Family with 2 - 4 Units	None	Renter	0.0623471	0.0137059	0.0429367	0	0.207295	0.222892	0.259943	0.132266	0.0457166	0.0102405	0.00265728	0	0	0	0.000369521
3A	Multi-Family with 2 - 4 Units	Room AC	Not Available	0.0821399	0.0424268	0.0372976	0	0.147386	0.112674	0.254093	0.248816	0.0503362	0	0.0248302	0	21	59612.9	0.000107345
3A	Multi-Family with 2 - 4 Units	Room AC	Owner	0.0878947	0.00695284	0.0812042	0.0294751	0.150915	0.227607	0.124108	0.09757	0.0932919	0.0431904	0.0577904	0	127	0	3.2307e-05
3A	Multi-Family with 2 - 4 Units	Room AC	Renter	0.0880794	0.0454947	0.0399946	0	0.158044	0.120822	0.200157	0.266808	0.053976	0	0.0266257	0	20	59612.9	0.00049521
3A	Multi-Family with 5+ Units	Central AC	Not Available	0.0211857	0	0.0323463	0.0386015	0.0779015	0.29146	0.26903	0.23103	0.0327526	0.00569169	0	0	110	1.25282e+06	0.00178699
3A	Multi-Family with 5+ Units	Central AC	Owner	0	0	0	0	0	0.117821	0.134409	0.470675	0.230295	0.0468012	0	0	11	96425.3	0.000416185
3A	Multi-Family with 5+ Units	Central AC	Renter	0.0229523	0	0.0350434	0.0418202	0.0843972	0.304805	0.278962	0.211789	0.0140645	0.00616629	0	0	101	1.15639e+06	0.00800019
3A	Multi-Family with 5+ Units	Ducted Heat Pump	Not Available	0.0336654	0	0.0300935	0	0.150403	0.323605	0.207228	0.232448	0.0225567	0	0	0	45	518718	0.00114059
3A	Multi-Family with 5+ Units	Ducted Heat Pump	Owner	0	0	0.03749	0	0.0627672	0.204216	0.282711	0.285762	0.127054	0	0	0	23	26140.4	0.00023236
3A	Multi-Family with 5+ Units	Ducted Heat Pump	Renter	0.035452	0	0.0316905	0	0.158385	0.323584	0.20627	0.220864	0.0237538	0	0	0	42	492578	0.00507859
3A	Multi-Family with 5+ Units	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
3A	Multi-Family with 5+ Units	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
3A	Multi-Family with 5+ Units	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
