Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=290 Rated kWh	Option=318 Rated kWh	Option=None	Option=Void	source_count	source_weight	sampling_probability
400%+	Mobile Home	AR	Renter	1980s	0.478256	0.478256	0.0434889	0	18	0	3.92058e-06
Not Available	Mobile Home	AR	Not Available	1980s	0.161571	0.161571	0.676858	0	294	1.41666e+06	6.1521e-05
Not Available	Mobile Home	AR	Owner	1980s	0	0	0	1	28	133333	0
Not Available	Mobile Home	AR	Renter	1980s	0	0	0	1	14	69047.9	0
0-100%	Mobile Home	AR	Not Available	1990s	0	0	0	1	91	36657.5	0
0-100%	Mobile Home	AR	Owner	1990s	0.236703	0.236703	0.526593	0	19	0	3.75281e-05
0-100%	Mobile Home	AR	Renter	1990s	0.206987	0.206987	0.586027	0	16	5236.79	2.83587e-05
100-150%	Mobile Home	AR	Not Available	1990s	0	0	0	1	21	106105	0
100-150%	Mobile Home	AR	Owner	1990s	0.154623	0.154623	0.690754	0	12	5000.56	3.23166e-05
100-150%	Mobile Home	AR	Renter	1990s	0.206987	0.206987	0.586027	0	16	10157.2	1.65768e-05
150-200%	Mobile Home	AR	Not Available	1990s	0	0	0	1	42	34646.4	0
150-200%	Mobile Home	AR	Owner	1990s	0.154623	0.154623	0.690754	0	12	0	2.73668e-05
150-200%	Mobile Home	AR	Renter	1990s	0.206987	0.206987	0.586027	0	16	4949.49	1.10981e-05
200-300%	Mobile Home	AR	Not Available	1990s	0	0	0	1	28	0	0
200-300%	Mobile Home	AR	Owner	1990s	0.417376	0.417376	0.165249	0	16	0	4.28731e-05
200-300%	Mobile Home	AR	Renter	1990s	0.451623	0.451623	0.0967542	0	25	0	1.41482e-05
300-400%	Mobile Home	AR	Not Available	1990s	0	0	0	1	21	0	0
300-400%	Mobile Home	AR	Owner	1990s	0.417376	0.417376	0.165249	0	16	0	2.84002e-05
300-400%	Mobile Home	AR	Renter	1990s	0.451623	0.451623	0.0967542	0	25	0	7.20759e-06
400%+	Mobile Home	AR	Not Available	1990s	0	0	0	1	42	33400.7	0
400%+	Mobile Home	AR	Owner	1990s	0.468138	0.468138	0.0637246	0	186	4771.53	3.76492e-05
400%+	Mobile Home	AR	Renter	1990s	0.478256	0.478256	0.0434889	0	18	0	6.331e-06
Not Available	Mobile Home	AR	Not Available	1990s	0.161395	0.161395	0.67721	0	294	1.47566e+06	9.28302e-05
Not Available	Mobile Home	AR	Owner	1990s	0	0	0	1	14	68404.7	0
Not Available	Mobile Home	AR	Renter	1990s	0	0	0	1	28	142405	0
0-100%	Mobile Home	AR	Not Available	2000s	0	0	0	1	21	109634	0
0-100%	Mobile Home	AR	Owner	2000s	0.268554	0.268554	0.462892	0	20	1476.22	1.79242e-05
0-100%	Mobile Home	AR	Renter	2000s	0.39031	0.39031	0.21938	0	10	14185.7	1.67638e-05
100-150%	Mobile Home	AR	Not Available	2000s	0	0	0	1	14	58952.1	0
100-150%	Mobile Home	AR	Owner	2000s	0.283744	0.283744	0.432511	0	17	8421.73	1.77883e-05
100-150%	Mobile Home	AR	Renter	2000s	0.39031	0.39031	0.21938	0	10	0	9.95991e-06
150-200%	Mobile Home	AR	Not Available	2000s	0	0	0	1	77	0	0
150-200%	Mobile Home	AR	Owner	2000s	0.283744	0.283744	0.432511	0	17	0	1.73284e-05
150-200%	Mobile Home	AR	Renter	2000s	0.39031	0.39031	0.21938	0	10	0	7.66158e-06
200-300%	Mobile Home	AR	Not Available	2000s	0	0	0	1	56	0	0
200-300%	Mobile Home	AR	Owner	2000s	0.372231	0.372231	0.255538	0	10	0	3.16325e-05
200-300%	Mobile Home	AR	Renter	2000s	0.40269	0.40269	0.19462	0	21	0	1.08567e-05
300-400%	Mobile Home	AR	Not Available	2000s	0	0	0	1	14	0	0
300-400%	Mobile Home	AR	Owner	2000s	0.372231	0.372231	0.255538	0	10	0	2.32197e-05
300-400%	Mobile Home	AR	Renter	2000s	0.40269	0.40269	0.19462	0	21	0	5.7875e-06
400%+	Mobile Home	AR	Not Available	2000s	0	0	0	1	35	0	0
400%+	Mobile Home	AR	Owner	2000s	0.494057	0.494057	0.0118852	0	268	0	3.29085e-05
400%+	Mobile Home	AR	Renter	2000s	0.461166	0.461166	0.0776685	0	51	0	5.44326e-06
Not Available	Mobile Home	AR	Not Available	2000s	0.350464	0.350464	0.299071	0	196	1.1801e+06	6.38565e-05
Not Available	Mobile Home	AR	Owner	2000s	0	0	0	1	14	69285.6	0
Not Available	Mobile Home	AR	Renter	2000s	0	0	0	1	14	99300	0
0-100%	Mobile Home	AR	Not Available	2010s	0	0	0	1	42	0	0
0-100%	Mobile Home	AR	Owner	2010s	0.226007	0.226007	0.547986	0	13	0	5.32452e-06
0-100%	Mobile Home	AR	Renter	2010s	0.39031	0.39031	0.21938	0	10	0	4.35822e-06
100-150%	Mobile Home	AR	Not Available	2010s	0	0	0	1	35	37355.8	0
100-150%	Mobile Home	AR	Owner	2010s	0.226007	0.226007	0.547986	0	13	0	4.5596e-06
100-150%	Mobile Home	AR	Renter	2010s	0.39031	0.39031	0.21938	0	10	5336.54	3.08574e-06
150-200%	Mobile Home	AR	Not Available	2010s	0	0	0	1	35	10166.2	0
150-200%	Mobile Home	AR	Owner	2010s	0.226007	0.226007	0.547986	0	13	0	4.97162e-06
150-200%	Mobile Home	AR	Renter	2010s	0.39031	0.39031	0.21938	0	10	1452.32	2.11192e-06
200-300%	Mobile Home	AR	Not Available	2010s	0	0	0	1	49	32030.4	0
200-300%	Mobile Home	AR	Owner	2010s	0.442514	0.442514	0.114971	0	19	4575.77	9.0948e-06
200-300%	Mobile Home	AR	Renter	2010s	0.40269	0.40269	0.19462	0	21	0	2.94847e-06
300-400%	Mobile Home	AR	Not Available	2010s	0	0	0	1	14	0	0
300-400%	Mobile Home	AR	Owner	2010s	0.442514	0.442514	0.114971	0	19	0	7.36171e-06
300-400%	Mobile Home	AR	Renter	2010s	0.40269	0.40269	0.19462	0	21	0	1.87239e-06
400%+	Mobile Home	AR	Not Available	2010s	0	0	0	1	28	0	0
400%+	Mobile Home	AR	Owner	2010s	0.494057	0.494057	0.0118852	0	268	0	1.17072e-05
400%+	Mobile Home	AR	Renter	2010s	0.461166	0.461166	0.0776685	0	51	0	2.66677e-06
Not Available	Mobile Home	AR	Not Available	2010s	0.201316	0.201316	0.597367	0	98	556867	1.9529e-05
Not Available	Mobile Home	AR	Owner	2010s	0	0	0	1	133	32030.4	0
Not Available	Mobile Home	AR	Renter	2010s	0	0	0	1	14	47522	0
0-100%	Mobile Home	AR	Not Available	<1940	0	0	0	1	21	0	0
0-100%	Mobile Home	AR	Owner	<1940	0.182706	0.182706	0.634588	0	101	0	1.00011e-06
0-100%	Mobile Home	AR	Renter	<1940	0.0865656	0.0865656	0.826869	0	48	0	6.21322e-07
100-150%	Mobile Home	AR	Not Available	<1940	0	0	0	1	21	0	0
100-150%	Mobile Home	AR	Owner	<1940	0.182706	0.182706	0.634588	0	101	0	5.56363e-07
100-150%	Mobile Home	AR	Renter	<1940	0.0865656	0.0865656	0.826869	0	48	0	2.76209e-07
150-200%	Mobile Home	AR	Not Available	<1940	0	0	0	1	21	0	0
150-200%	Mobile Home	AR	Owner	<1940	0.182706	0.182706	0.634588	0	101	0	4.5003e-07
150-200%	Mobile Home	AR	Renter	<1940	0.0865656	0.0865656	0.826869	0	48	0	1.89538e-07
200-300%	Mobile Home	AR	Not Available	<1940	0	0	0	1	728	0	0
200-300%	Mobile Home	AR	Owner	<1940	0.251838	0.251838	0.496324	0	80	0	6.14005e-07
200-300%	Mobile Home	AR	Renter	<1940	0.275148	0.275148	0.449704	0	24	0	2.06303e-07
300-400%	Mobile Home	AR	Not Available	<1940	0	0	0	1	728	0	0
300-400%	Mobile Home	AR	Owner	<1940	0.251838	0.251838	0.496324	0	80	0	3.47786e-07
300-400%	Mobile Home	AR	Renter	<1940	0.275148	0.275148	0.449704	0	24	0	8.13125e-08
400%+	Mobile Home	AR	Not Available	<1940	0	0	0	1	504	0	0
400%+	Mobile Home	AR	Owner	<1940	0.450232	0.450232	0.099536	0	64	0	4.53078e-07
400%+	Mobile Home	AR	Renter	<1940	0.350925	0.350925	0.29815	0	42	0	1.03566e-07
Not Available	Mobile Home	AR	Not Available	<1940	0.5	0.5	0	0	49	0	1.36759e-06
Not Available	Mobile Home	AR	Owner	<1940	0	0	0	1	1260	0	0
Not Available	Mobile Home	AR	Renter	<1940	0	0	0	1	406	0	0
0-100%	Mobile Home	AZ	Not Available	1940s	0	0	0	1	21	0	0
0-100%	Mobile Home	AZ	Owner	1940s	0.0843948	0.0843948	0.83121	0	17	0	7.15576e-07
0-100%	Mobile Home	AZ	Renter	1940s	0.181586	0.181586	0.636827	0	17	0	3.89849e-07
100-150%	Mobile Home	AZ	Not Available	1940s	0	0	0	1	21	0	0
100-150%	Mobile Home	AZ	Owner	1940s	0.0843948	0.0843948	0.83121	0	17	0	5.35732e-07
100-150%	Mobile Home	AZ	Renter	1940s	0.181586	0.181586	0.636827	0	17	0	1.53062e-07
150-200%	Mobile Home	AZ	Not Available	1940s	0	0	0	1	21	0	0
150-200%	Mobile Home	AZ	Owner	1940s	0.0843948	0.0843948	0.83121	0	17	0	3.81887e-07
150-200%	Mobile Home	AZ	Renter	1940s	0.181586	0.181586	0.636827	0	17	0	1.01035e-07
200-300%	Mobile Home	AZ	Not Available	1940s	0	0	0	1	210	0	0
200-300%	Mobile Home	AZ	Owner	1940s	0.237737	0.237737	0.524526	0	27	0	5.42247e-07
200-300%	Mobile Home	AZ	Renter	1940s	0.153753	0.153753	0.692493	0	50	0	1.55505e-07
300-400%	Mobile Home	AZ	Not Available	1940s	0	0	0	1	210	0	0
300-400%	Mobile Home	AZ	Owner	1940s	0.237737	0.237737	0.524526	0	27	0	2.60787e-07
300-400%	Mobile Home	AZ	Renter	1940s	0.153753	0.153753	0.692493	0	50	0	7.18396e-08
400%+	Mobile Home	AZ	Not Available	1940s	0	0	0	1	189	0	0
400%+	Mobile Home	AZ	Owner	1940s	0.378794	0.378794	0.242411	0	22	0	3.9811e-07
400%+	Mobile Home	AZ	Renter	1940s	0.287154	0.287154	0.425692	0	35	0	5.22102e-08
Not Available	Mobile Home	AZ	Not Available	1940s	0	0	1	0	147	0	1.11347e-06
Not Available	Mobile Home	AZ	Owner	1940s	0	0	0	1	14	0	0
Not Available	Mobile Home	AZ	Renter	1940s	0	0	0	1	133	0	0
0-100%	Mobile Home	AZ	Not Available	1950s	0	0	0	1	21	61628.3	0
0-100%	Mobile Home	AZ	Owner	1950s	0.0843948	0.0843948	0.83121	0	17	0	4.60734e-06
0-100%	Mobile Home	AZ	Renter	1950s	0.181586	0.181586	0.636827	0	17	8804.04	2.53583e-06
100-150%	Mobile Home	AZ	Not Available	1950s	0	0	0	1	14	222.753	0
100-150%	Mobile Home	AZ	Owner	1950s	0.0843948	0.0843948	0.83121	0	17	0	3.61469e-06
100-150%	Mobile Home	AZ	Renter	1950s	0.181586	0.181586	0.636827	0	17	31.8218	1.09076e-06
150-200%	Mobile Home	AZ	Not Available	1950s	0	0	0	1	14	0	0
150-200%	Mobile Home	AZ	Owner	1950s	0.0843948	0.0843948	0.83121	0	17	0	2.47197e-06
150-200%	Mobile Home	AZ	Renter	1950s	0.181586	0.181586	0.636827	0	17	0	6.7999e-07
200-300%	Mobile Home	AZ	Not Available	1950s	0	0	0	1	210	0	0
200-300%	Mobile Home	AZ	Owner	1950s	0.237737	0.237737	0.524526	0	27	0	3.46995e-06
200-300%	Mobile Home	AZ	Renter	1950s	0.153753	0.153753	0.692493	0	50	0	1.00427e-06
300-400%	Mobile Home	AZ	Not Available	1950s	0	0	0	1	210	0	0
300-400%	Mobile Home	AZ	Owner	1950s	0.237737	0.237737	0.524526	0	27	0	1.81358e-06
300-400%	Mobile Home	AZ	Renter	1950s	0.153753	0.153753	0.692493	0	50	0	4.63035e-07
400%+	Mobile Home	AZ	Not Available	1950s	0	0	0	1	189	0	0
400%+	Mobile Home	AZ	Owner	1950s	0.378794	0.378794	0.242411	0	22	0	2.80209e-06
400%+	Mobile Home	AZ	Renter	1950s	0.287154	0.287154	0.425692	0	35	0	3.39298e-07
Not Available	Mobile Home	AZ	Not Available	1950s	0	0	1	0	49	432957	9.03156e-06
Not Available	Mobile Home	AZ	Owner	1950s	0	0	0	1	14	0	0
Not Available	Mobile Home	AZ	Renter	1950s	0	0	0	1	133	61851	0
0-100%	Mobile Home	AZ	Not Available	1960s	0	0	0	1	21	140706	0
0-100%	Mobile Home	AZ	Owner	1960s	0.162643	0.162643	0.674714	0	14	13889.6	2.06814e-05
0-100%	Mobile Home	AZ	Renter	1960s	0.187935	0.187935	0.624131	0	17	6211.3	9.57698e-06
100-150%	Mobile Home	AZ	Not Available	1960s	0	0	0	1	14	338.963	0
100-150%	Mobile Home	AZ	Owner	1960s	0.162643	0.162643	0.674714	0	14	25.9728	1.65005e-05
100-150%	Mobile Home	AZ	Renter	1960s	0.187935	0.187935	0.624131	0	17	22.4505	6.2217e-06
150-200%	Mobile Home	AZ	Not Available	1960s	0	0	0	1	14	0	0
150-200%	Mobile Home	AZ	Owner	1960s	0.162643	0.162643	0.674714	0	14	0	1.30818e-05
150-200%	Mobile Home	AZ	Renter	1960s	0.187935	0.187935	0.624131	0	17	0	4.29861e-06
200-300%	Mobile Home	AZ	Not Available	1960s	0	0	0	1	35	0	0
200-300%	Mobile Home	AZ	Owner	1960s	0.367593	0.367593	0.264815	0	85	0	1.84138e-05
200-300%	Mobile Home	AZ	Renter	1960s	0.393795	0.393795	0.21241	0	11	0	5.66087e-06
300-400%	Mobile Home	AZ	Not Available	1960s	0	0	0	1	35	35954.4	0
300-400%	Mobile Home	AZ	Owner	1960s	0.367593	0.367593	0.264815	0	85	5136.34	9.75038e-06
300-400%	Mobile Home	AZ	Renter	1960s	0.393795	0.393795	0.21241	0	11	0	2.8964e-06
400%+	Mobile Home	AZ	Not Available	1960s	0	0	0	1	14	34.4745	0
400%+	Mobile Home	AZ	Owner	1960s	0.451421	0.451421	0.0971576	0	66	4.92493	1.10914e-05
400%+	Mobile Home	AZ	Renter	1960s	0.416417	0.416417	0.167165	0	49	0	2.67877e-06
Not Available	Mobile Home	AZ	Not Available	1960s	0	0	1	0	196	1.23924e+06	4.18595e-05
Not Available	Mobile Home	AZ	Owner	1960s	0	0	0	1	21	133398	0
Not Available	Mobile Home	AZ	Renter	1960s	0	0	0	1	28	43636.2	0
0-100%	Mobile Home	AZ	Not Available	1970s	0	0	0	1	14	94512.6	0
0-100%	Mobile Home	AZ	Owner	1970s	0.162643	0.162643	0.674714	0	14	13501.8	6.85187e-05
0-100%	Mobile Home	AZ	Renter	1970s	0.187935	0.187935	0.624131	0	17	0	2.83111e-05
100-150%	Mobile Home	AZ	Not Available	1970s	0	0	0	1	14	43092.8	0
100-150%	Mobile Home	AZ	Owner	1970s	0.162643	0.162643	0.674714	0	14	27.0251	5.27e-05
100-150%	Mobile Home	AZ	Renter	1970s	0.187935	0.187935	0.624131	0	17	6129.1	1.83289e-05
150-200%	Mobile Home	AZ	Not Available	1970s	0	0	0	1	14	44247.2	0
150-200%	Mobile Home	AZ	Owner	1970s	0.162643	0.162643	0.674714	0	14	6321.04	4.25931e-05
150-200%	Mobile Home	AZ	Renter	1970s	0.187935	0.187935	0.624131	0	17	0	1.30305e-05
200-300%	Mobile Home	AZ	Not Available	1970s	0	0	0	1	21	90250.7	0
200-300%	Mobile Home	AZ	Owner	1970s	0.367593	0.367593	0.264815	0	85	12893	6.15091e-05
200-300%	Mobile Home	AZ	Renter	1970s	0.393795	0.393795	0.21241	0	11	0	1.75127e-05
300-400%	Mobile Home	AZ	Not Available	1970s	0	0	0	1	28	0	0
300-400%	Mobile Home	AZ	Owner	1970s	0.367593	0.367593	0.264815	0	85	0	3.23746e-05
300-400%	Mobile Home	AZ	Renter	1970s	0.393795	0.393795	0.21241	0	11	0	9.37436e-06
400%+	Mobile Home	AZ	Not Available	1970s	0	0	0	1	21	0	0
400%+	Mobile Home	AZ	Owner	1970s	0.451421	0.451421	0.0971576	0	66	0	3.85341e-05
400%+	Mobile Home	AZ	Renter	1970s	0.416417	0.416417	0.167165	0	49	0	9.10196e-06
Not Available	Mobile Home	AZ	Not Available	1970s	0.0911925	0.0911925	0.817615	0	294	1.90472e+06	0.000137525
Not Available	Mobile Home	AZ	Owner	1970s	0	0	0	1	35	229200	0
Not Available	Mobile Home	AZ	Renter	1970s	0	0	0	1	21	42903.7	0
0-100%	Mobile Home	AZ	Not Available	1980s	0	0	0	1	35	186028	0
0-100%	Mobile Home	AZ	Owner	1980s	0.0932492	0.0932492	0.813502	0	17	19846.4	5.55435e-05
0-100%	Mobile Home	AZ	Renter	1980s	0.205195	0.205195	0.589609	0	20	6728.94	2.54063e-05
100-150%	Mobile Home	AZ	Not Available	1980s	0	0	0	1	28	126324	0
100-150%	Mobile Home	AZ	Owner	1980s	0.0871079	0.0871079	0.825784	0	10	13362.2	4.49862e-05
100-150%	Mobile Home	AZ	Renter	1980s	0.205195	0.205195	0.589609	0	20	4684.13	1.67235e-05
150-200%	Mobile Home	AZ	Not Available	1980s	0	0	0	1	14	16140.3	0
150-200%	Mobile Home	AZ	Owner	1980s	0.0871079	0.0871079	0.825784	0	10	893.897	4.01145e-05
150-200%	Mobile Home	AZ	Renter	1980s	0.205195	0.205195	0.589609	0	20	1411.85	1.24537e-05
200-300%	Mobile Home	AZ	Not Available	1980s	0	0	0	1	21	148902	0
200-300%	Mobile Home	AZ	Owner	1980s	0.289977	0.289977	0.420046	0	11	13514.7	6.63873e-05
200-300%	Mobile Home	AZ	Renter	1980s	0.402248	0.402248	0.195504	0	13	7757.03	1.81169e-05
300-400%	Mobile Home	AZ	Not Available	1980s	0	0	0	1	21	0	0
300-400%	Mobile Home	AZ	Owner	1980s	0.289977	0.289977	0.420046	0	11	0	4.05512e-05
300-400%	Mobile Home	AZ	Renter	1980s	0.402248	0.402248	0.195504	0	13	0	9.3608e-06
400%+	Mobile Home	AZ	Not Available	1980s	0	0	0	1	49	54299.2	0
400%+	Mobile Home	AZ	Owner	1980s	0.475544	0.475544	0.0489112	0	136	7757.03	5.14438e-05
400%+	Mobile Home	AZ	Renter	1980s	0.417031	0.417031	0.165939	0	11	0	9.66942e-06
Not Available	Mobile Home	AZ	Not Available	1980s	0.187843	0.187843	0.624314	0	539	3.72185e+06	0.000156042
Not Available	Mobile Home	AZ	Owner	1980s	0	0	0	1	56	387619	0
Not Available	Mobile Home	AZ	Renter	1980s	0	0	0	1	21	144074	0
0-100%	Mobile Home	AZ	Not Available	1990s	0	0	0	1	35	0	0
0-100%	Mobile Home	AZ	Owner	1990s	0.171249	0.171249	0.657501	0	24	0	5.53509e-05
0-100%	Mobile Home	AZ	Renter	1990s	0.205195	0.205195	0.589609	0	20	0	2.58897e-05
100-150%	Mobile Home	AZ	Not Available	1990s	0	0	0	1	21	132539	0
100-150%	Mobile Home	AZ	Owner	1990s	0.171249	0.171249	0.657501	0	24	11865.3	4.44912e-05
100-150%	Mobile Home	AZ	Renter	1990s	0.205195	0.205195	0.589609	0	20	7068.85	1.65924e-05
150-200%	Mobile Home	AZ	Not Available	1990s	0	0	0	1	42	12340	0
150-200%	Mobile Home	AZ	Owner	1990s	0.171249	0.171249	0.657501	0	24	1762.85	4.05497e-05
150-200%	Mobile Home	AZ	Renter	1990s	0.205195	0.205195	0.589609	0	20	0	1.25174e-05
200-300%	Mobile Home	AZ	Not Available	1990s	0	0	0	1	14	33942.9	0
200-300%	Mobile Home	AZ	Owner	1990s	0.289977	0.289977	0.420046	0	11	4848.99	6.9184e-05
200-300%	Mobile Home	AZ	Renter	1990s	0.402248	0.402248	0.195504	0	13	0	1.81779e-05
300-400%	Mobile Home	AZ	Not Available	1990s	0	0	0	1	14	59099.1	0
300-400%	Mobile Home	AZ	Owner	1990s	0.289977	0.289977	0.420046	0	11	8442.73	4.2941e-05
300-400%	Mobile Home	AZ	Renter	1990s	0.402248	0.402248	0.195504	0	13	0	9.34948e-06
400%+	Mobile Home	AZ	Not Available	1990s	0	0	0	1	14	62886.1	0
400%+	Mobile Home	AZ	Owner	1990s	0.475544	0.475544	0.0489112	0	136	8983.73	5.57361e-05
400%+	Mobile Home	AZ	Renter	1990s	0.417031	0.417031	0.165939	0	11	0	9.4825e-06
Not Available	Mobile Home	AZ	Not Available	1990s	0.353603	0.353603	0.292794	0	343	2.10565e+06	0.000156241
Not Available	Mobile Home	AZ	Owner	1990s	0	0	0	1	42	251325	0
Not Available	Mobile Home	AZ	Renter	1990s	0	0	0	1	21	49481.9	0
0-100%	Mobile Home	AZ	Not Available	2000s	0	0	0	1	28	40551.6	0
0-100%	Mobile Home	AZ	Owner	2000s	0.209381	0.209381	0.581238	0	11	5793.09	2.58979e-05
0-100%	Mobile Home	AZ	Renter	2000s	0.5	0.5	0	0	16	0	1.61025e-05
100-150%	Mobile Home	AZ	Not Available	2000s	0	0	0	1	21	3247.04	0
100-150%	Mobile Home	AZ	Owner	2000s	0.209381	0.209381	0.581238	0	11	463.863	2.47771e-05
100-150%	Mobile Home	AZ	Renter	2000s	0.5	0.5	0	0	16	0	1.1804e-05
150-200%	Mobile Home	AZ	Not Available	2000s	0	0	0	1	28	34840.5	0
150-200%	Mobile Home	AZ	Owner	2000s	0.209381	0.209381	0.581238	0	11	4977.22	2.63933e-05
150-200%	Mobile Home	AZ	Renter	2000s	0.5	0.5	0	0	16	0	1.01044e-05
200-300%	Mobile Home	AZ	Not Available	2000s	0	0	0	1	14	2649.4	0
200-300%	Mobile Home	AZ	Owner	2000s	0.493822	0.493822	0.0123566	0	121	378.486	5.11282e-05
200-300%	Mobile Home	AZ	Renter	2000s	0.5	0.5	0	0	29	0	1.39087e-05
300-400%	Mobile Home	AZ	Not Available	2000s	0	0	0	1	21	53691.3	0
300-400%	Mobile Home	AZ	Owner	2000s	0.493822	0.493822	0.0123566	0	121	7670.19	3.56752e-05
300-400%	Mobile Home	AZ	Renter	2000s	0.5	0.5	0	0	29	0	7.92938e-06
400%+	Mobile Home	AZ	Not Available	2000s	0	0	0	1	14	47206.9	0
400%+	Mobile Home	AZ	Owner	2000s	0.5	0.5	0	0	145	6743.84	5.31764e-05
400%+	Mobile Home	AZ	Renter	2000s	0.5	0.5	0	0	20	0	7.92853e-06
Not Available	Mobile Home	AZ	Not Available	2000s	0.388709	0.388709	0.222583	0	245	1.27531e+06	0.00011226
Not Available	Mobile Home	AZ	Owner	2000s	0	0	0	1	35	182187	0
Not Available	Mobile Home	AZ	Renter	2000s	0	0	0	1	322	0	0
0-100%	Mobile Home	AZ	Not Available	2010s	0	0	0	1	35	0	0
0-100%	Mobile Home	AZ	Owner	2010s	0.209381	0.209381	0.581238	0	11	0	6.77148e-06
0-100%	Mobile Home	AZ	Renter	2010s	0.5	0.5	0	0	16	0	4.16494e-06
100-150%	Mobile Home	AZ	Not Available	2010s	0	0	0	1	14	68085.8	0
100-150%	Mobile Home	AZ	Owner	2010s	0.209381	0.209381	0.581238	0	11	6677.7	5.51061e-06
100-150%	Mobile Home	AZ	Renter	2010s	0.5	0.5	0	0	16	3048.84	2.3663e-06
150-200%	Mobile Home	AZ	Not Available	2010s	0	0	0	1	21	80157.1	0
150-200%	Mobile Home	AZ	Owner	2010s	0.209381	0.209381	0.581238	0	11	10532.1	5.70129e-06
150-200%	Mobile Home	AZ	Renter	2010s	0.5	0.5	0	0	16	918.959	1.97705e-06
200-300%	Mobile Home	AZ	Not Available	2010s	0	0	0	1	14	6944.2	0
200-300%	Mobile Home	AZ	Owner	2010s	0.493822	0.493822	0.0123566	0	121	992.029	9.98207e-06
200-300%	Mobile Home	AZ	Renter	2010s	0.5	0.5	0	0	29	0	2.79873e-06
300-400%	Mobile Home	AZ	Not Available	2010s	0	0	0	1	28	0	0
300-400%	Mobile Home	AZ	Owner	2010s	0.493822	0.493822	0.0123566	0	121	0	7.68345e-06
300-400%	Mobile Home	AZ	Renter	2010s	0.5	0.5	0	0	29	0	1.70288e-06
400%+	Mobile Home	AZ	Not Available	2010s	0	0	0	1	14	0	0
400%+	Mobile Home	AZ	Owner	2010s	0.5	0.5	0	0	145	0	1.22225e-05
400%+	Mobile Home	AZ	Renter	2010s	0.5	0.5	0	0	20	0	1.81658e-06
Not Available	Mobile Home	AZ	Not Available	2010s	0.347929	0.347929	0.304142	0	196	1.08631e+06	2.51675e-05
Not Available	Mobile Home	AZ	Owner	2010s	0	0	0	1	21	127412	0
Not Available	Mobile Home	AZ	Renter	2010s	0	0	0	1	322	27774.6	0
0-100%	Mobile Home	AZ	Not Available	<1940	0	0	0	1	21	0	0
0-100%	Mobile Home	AZ	Owner	<1940	0.0843948	0.0843948	0.83121	0	17	0	1.37593e-06
0-100%	Mobile Home	AZ	Renter	<1940	0.181586	0.181586	0.636827	0	17	0	7.35232e-07
100-150%	Mobile Home	AZ	Not Available	<1940	0	0	0	1	21	0	0
100-150%	Mobile Home	AZ	Owner	<1940	0.0843948	0.0843948	0.83121	0	17	0	1.05919e-06
100-150%	Mobile Home	AZ	Renter	<1940	0.181586	0.181586	0.636827	0	17	0	2.75993e-07
150-200%	Mobile Home	AZ	Not Available	<1940	0	0	0	1	21	0	0
150-200%	Mobile Home	AZ	Owner	<1940	0.0843948	0.0843948	0.83121	0	17	0	6.58141e-07
150-200%	Mobile Home	AZ	Renter	<1940	0.181586	0.181586	0.636827	0	17	0	2.38149e-07
200-300%	Mobile Home	AZ	Not Available	<1940	0	0	0	1	210	0	0
200-300%	Mobile Home	AZ	Owner	<1940	0.237737	0.237737	0.524526	0	27	0	1.02675e-06
200-300%	Mobile Home	AZ	Renter	<1940	0.153753	0.153753	0.692493	0	50	0	4.14218e-07
300-400%	Mobile Home	AZ	Not Available	<1940	0	0	0	1	210	0	0
300-400%	Mobile Home	AZ	Owner	<1940	0.237737	0.237737	0.524526	0	27	0	7.15324e-07
300-400%	Mobile Home	AZ	Renter	<1940	0.153753	0.153753	0.692493	0	50	0	2.64064e-07
400%+	Mobile Home	AZ	Not Available	<1940	0	0	0	1	189	0	0
400%+	Mobile Home	AZ	Owner	<1940	0.378794	0.378794	0.242411	0	22	0	1.09447e-06
400%+	Mobile Home	AZ	Renter	<1940	0.287154	0.287154	0.425692	0	35	0	3.80714e-07
Not Available	Mobile Home	AZ	Not Available	<1940	0	0	1	0	147	0	2.57971e-06
Not Available	Mobile Home	AZ	Owner	<1940	0	0	0	1	14	0	0
Not Available	Mobile Home	AZ	Renter	<1940	0	0	0	1	133	0	0
0-100%	Mobile Home	CA	Not Available	1940s	0	0	0	1	14	0	0
0-100%	Mobile Home	CA	Owner	1940s	0.216085	0.216085	0.56783	0	94	0	4.83497e-06
0-100%	Mobile Home	CA	Renter	1940s	0.0783226	0.0783226	0.843355	0	41	0	3.50418e-06
100-150%	Mobile Home	CA	Not Available	1940s	0	0	0	1	14	0	0
100-150%	Mobile Home	CA	Owner	1940s	0.216085	0.216085	0.56783	0	94	0	3.69753e-06
100-150%	Mobile Home	CA	Renter	1940s	0.0783226	0.0783226	0.843355	0	41	0	1.98223e-06
150-200%	Mobile Home	CA	Not Available	1940s	0	0	0	1	14	0	0
150-200%	Mobile Home	CA	Owner	1940s	0.216085	0.216085	0.56783	0	94	0	2.84727e-06
150-200%	Mobile Home	CA	Renter	1940s	0.0783226	0.0783226	0.843355	0	41	0	1.46268e-06
200-300%	Mobile Home	CA	Not Available	1940s	0	0	0	1	1246	0	0
200-300%	Mobile Home	CA	Owner	1940s	0.393428	0.393428	0.213144	0	144	0	4.80318e-06
200-300%	Mobile Home	CA	Renter	1940s	0.127169	0.127169	0.745661	0	34	0	2.10007e-06
