Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Dependency=Tenure	Option=Electricity	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Void	source_count	source_weight	sampling_probability
0-100%	Mobile Home	Fuel Oil	OR	Owner	0	0	1	0	0	0.579286	91.5945	1.31999e-06
0-100%	Mobile Home	Fuel Oil	OR	Renter	0.106396	0	0.893604	0	0	5.44707e-21	1.08121e-39	7.02908e-07
0-100%	Mobile Home	Fuel Oil	PA	Not Available	0	0	0	0	1	0.358211	2225.03	0
0-100%	Mobile Home	Fuel Oil	PA	Owner	0	0	1	0	0	0.163904	950.699	5.57574e-05
0-100%	Mobile Home	Fuel Oil	PA	Renter	0	0	1	0	0	0.24192	266.891	2.90226e-05
0-100%	Mobile Home	Fuel Oil	RI	Not Available	0	0	0	0	1	0.654045	65.0299	0
0-100%	Mobile Home	Fuel Oil	RI	Owner	0	0	1	0	0	0.566839	65.0299	1.42212e-06
0-100%	Mobile Home	Fuel Oil	RI	Renter	0	0	1	0	0	7.06102e-20	7.57937e-37	5.49824e-07
0-100%	Mobile Home	Fuel Oil	SC	Not Available	0	0	0	0	1	1.07548	6.7143e-18	0
0-100%	Mobile Home	Fuel Oil	SC	Owner	0	0	1	0	0	0.576799	3.59121e-18	5.74236e-06
0-100%	Mobile Home	Fuel Oil	SC	Renter	0	0	1	0	0	0.53935	4.84622e-19	4.65614e-06
0-100%	Mobile Home	Fuel Oil	SD	Not Available	0	0	0	0	1	1.1706	165.937	0
0-100%	Mobile Home	Fuel Oil	SD	Owner	0	0.0704787	0.929521	0	0	0.345285	23.8655	1.26356e-07
0-100%	Mobile Home	Fuel Oil	SD	Renter	0	0	1	0	0	1.04963	63.9429	8.26404e-08
0-100%	Mobile Home	Fuel Oil	TN	Not Available	0	0	0	0	1	0.819388	261.895	0
0-100%	Mobile Home	Fuel Oil	TN	Owner	0	0	1	0	0	0.735744	52.7889	2.90083e-06
0-100%	Mobile Home	Fuel Oil	TN	Renter	0	0	1	0	0	0.250842	79.5233	2.32639e-06
0-100%	Mobile Home	Fuel Oil	TX	Not Available	0	0	0	0	1	3.16237	4.94485e-18	0
0-100%	Mobile Home	Fuel Oil	TX	Owner	0.00585353	0	0.97162	0.0225262	0	1.64818	2.69569e-18	1.38124e-06
0-100%	Mobile Home	Fuel Oil	TX	Renter	0	0	0.977594	0.0224058	0	0.77878	3.38544e-19	9.57948e-07
0-100%	Mobile Home	Fuel Oil	UT	Not Available	0	0	0	0	1	0.612313	2.66327e-18	0
0-100%	Mobile Home	Fuel Oil	UT	Owner	0	0	1	0	0	0.385531	2.66327e-18	6.1594e-08
0-100%	Mobile Home	Fuel Oil	UT	Renter	0	0	1	0	0	3.5033e-21	6.35551e-58	4.44472e-08
0-100%	Mobile Home	Fuel Oil	VA	Not Available	0	0	0	0	1	0.749101	2100.08	0
0-100%	Mobile Home	Fuel Oil	VA	Owner	0	0	1	0	0	2.36403	773.494	1.1435e-05
0-100%	Mobile Home	Fuel Oil	VA	Renter	0	0	1	0	0	0.82454	324.536	8.40694e-06
0-100%	Mobile Home	Fuel Oil	VT	Not Available	0	0	0	0	1	0.57825	724.33	0
0-100%	Mobile Home	Fuel Oil	VT	Owner	0	0	1	0	0	0.30656	271.04	8.55798e-06
0-100%	Mobile Home	Fuel Oil	VT	Renter	0	0	1	0	0	0.224526	109.204	3.95094e-06
0-100%	Mobile Home	Fuel Oil	WA	Not Available	0	0	0	0	1	0.522743	2.50344e-18	0
0-100%	Mobile Home	Fuel Oil	WA	Owner	0	0	1	0	0	0.386827	1.83794e-18	5.62474e-07
0-100%	Mobile Home	Fuel Oil	WA	Renter	0.0581823	0	0.941818	0	0	0.17689	5.13102e-20	3.65177e-07
0-100%	Mobile Home	Fuel Oil	WI	Not Available	0	0	0	0	1	9.8541e-22	1.09036e-58	0
0-100%	Mobile Home	Fuel Oil	WI	Owner	0	0	1	0	0	6.95584e-22	1.09036e-58	7.51152e-07
0-100%	Mobile Home	Fuel Oil	WI	Renter	0	0	1	0	0	3.59385e-21	1.09036e-58	2.74292e-07
0-100%	Mobile Home	Fuel Oil	WV	Not Available	0	0	0	0	1	4.07476	166.424	0
0-100%	Mobile Home	Fuel Oil	WV	Owner	0	0	1	0	0	1.6661	65.8548	3.72802e-06
0-100%	Mobile Home	Fuel Oil	WV	Renter	0	0	1	0	0	0.529036	22.9006	2.42393e-06
0-100%	Mobile Home	Fuel Oil	WY	Not Available	0	0	0	0	1	1.11808	1.80781e-18	0
0-100%	Mobile Home	Fuel Oil	WY	Owner	0	0	1	0	0	0.378152	5.21643e-19	6.67982e-08
0-100%	Mobile Home	Fuel Oil	WY	Renter	0	0	1	0	0	0.19166	3.87257e-19	8.39867e-08
0-100%	Mobile Home	Natural Gas	AL	Not Available	0	0	0	0	1	28.0622	1.04696e-17	0
0-100%	Mobile Home	Natural Gas	AL	Owner	0.0211171	0.00745434	0.971429	0	0	12.2294	4.20678e-18	1.36504e-05
0-100%	Mobile Home	Natural Gas	AL	Renter	0	0.00738378	0.992616	0	0	12.8425	1.40335e-18	9.02294e-06
0-100%	Mobile Home	Natural Gas	AR	Not Available	0	0	0	0	1	2.82526	211.659	0
0-100%	Mobile Home	Natural Gas	AR	Owner	0	0	1	0	0	0.387442	8.95604	1.67742e-05
0-100%	Mobile Home	Natural Gas	AR	Renter	0	0	1	0	0	0.748032	133.537	1.23558e-05
0-100%	Mobile Home	Natural Gas	AZ	Not Available	0	0	0	0	1	0.434107	3433.55	0
0-100%	Mobile Home	Natural Gas	AZ	Owner	0	0	1	0	0	0.538774	1726.98	6.94766e-05
0-100%	Mobile Home	Natural Gas	AZ	Renter	0	0	1	0	0	0.284032	290.348	3.37766e-05
0-100%	Mobile Home	Natural Gas	CA	Not Available	0	0	0	0	1	0.455429	8869.51	0
0-100%	Mobile Home	Natural Gas	CA	Owner	0	0	1	0	0	0.646702	4954.03	0.00020933
0-100%	Mobile Home	Natural Gas	CA	Renter	0	0	1	0	0	0.598312	566.117	0.000137458
0-100%	Mobile Home	Natural Gas	CO	Not Available	0	0	0	0	1	0.939655	1665.77	0
0-100%	Mobile Home	Natural Gas	CO	Owner	0	0	1	0	0	0.453552	978.953	4.82868e-05
0-100%	Mobile Home	Natural Gas	CO	Renter	0	0	1	0	0	0.081225	90.7371	3.04913e-05
0-100%	Mobile Home	Natural Gas	CT	Not Available	0	0	0	0	1	1.30982e-19	6.48571e-38	0
0-100%	Mobile Home	Natural Gas	CT	Owner	0	0	1	0	0	1.13518e-19	6.48571e-38	7.35228e-07
0-100%	Mobile Home	Natural Gas	CT	Renter	0	0	1	0	0	1.30982e-19	6.48571e-38	3.2523e-07
0-100%	Mobile Home	Natural Gas	DC	Not Available	0	0	0	0	1	0.699199	4.7619e-18	0
0-100%	Mobile Home	Natural Gas	DC	Owner	0	0	1	0	0	0.454479	4.7619e-18	0
0-100%	Mobile Home	Natural Gas	DC	Renter	0	0	1	0	0	0.24472	4.7619e-18	0
0-100%	Mobile Home	Natural Gas	DE	Not Available	0	0	0	0	1	1.10129	216.713	0
0-100%	Mobile Home	Natural Gas	DE	Owner	0	0	1	0	0	0.285231	34.4072	2.23483e-06
0-100%	Mobile Home	Natural Gas	DE	Renter	0	0	1	0	0	0.231865	78.4181	1.2126e-06
0-100%	Mobile Home	Natural Gas	FL	Not Available	0	0	0	0	1	0.322803	3.38985e-18	0
0-100%	Mobile Home	Natural Gas	FL	Owner	0	0	1	0	0	0.777035	1.22762e-18	7.8275e-06
0-100%	Mobile Home	Natural Gas	FL	Renter	0	0	1	0	0	0.276865	5.37541e-19	4.82602e-06
0-100%	Mobile Home	Natural Gas	GA	Not Available	0	0	0	0	1	0.556868	2653.87	0
0-100%	Mobile Home	Natural Gas	GA	Owner	0	0	1	0	0	1.36373	994.743	1.25043e-05
0-100%	Mobile Home	Natural Gas	GA	Renter	0	0	1	0	0	0.465093	399.048	1.35316e-05
0-100%	Mobile Home	Natural Gas	IA	Not Available	0	0	0	0	1	2.22135	3147.44	0
0-100%	Mobile Home	Natural Gas	IA	Owner	0	0.0674128	0.932587	0	0	1.72772	3147.44	2.2928e-05
0-100%	Mobile Home	Natural Gas	IA	Renter	0	0	1	0	0	1.47599e-20	6.66021e-38	1.20124e-05
0-100%	Mobile Home	Natural Gas	ID	Not Available	0	0	0	0	1	2.48555	1041.26	0
0-100%	Mobile Home	Natural Gas	ID	Owner	0	0	1	0	0	3.14886	578.257	1.09778e-05
0-100%	Mobile Home	Natural Gas	ID	Renter	0	0	1	0	0	0.63328	67.5935	8.13223e-06
0-100%	Mobile Home	Natural Gas	IL	Not Available	0	0	0	0	1	0.126796	226.28	0
0-100%	Mobile Home	Natural Gas	IL	Owner	0	0	1	0	0	1.01664e-21	2.91947e-38	6.3133e-05
0-100%	Mobile Home	Natural Gas	IL	Renter	0	0	1	0	0	0.462432	226.28	3.66276e-05
0-100%	Mobile Home	Natural Gas	IN	Not Available	0	0	0	0	1	1.65829	1166.64	0
0-100%	Mobile Home	Natural Gas	IN	Owner	0	0	1	0	0	1.17056	1166.64	4.07861e-05
0-100%	Mobile Home	Natural Gas	IN	Renter	0	0	1	0	0	3.02481e-20	2.91825e-38	2.90139e-05
0-100%	Mobile Home	Natural Gas	KS	Not Available	0	0	0	0	1	0.864606	344.687	0
0-100%	Mobile Home	Natural Gas	KS	Owner	0	0.0957064	0.904294	0	0	0.672471	344.687	1.81646e-05
0-100%	Mobile Home	Natural Gas	KS	Renter	0	0	1	0	0	1.55166e-20	5.32085e-38	1.27041e-05
0-100%	Mobile Home	Natural Gas	KY	Not Available	0	0	0	0	1	37.4847	188.36	0
0-100%	Mobile Home	Natural Gas	KY	Owner	0.0579474	0.00739308	0.934659	0	0	19.8334	127.598	1.76046e-05
0-100%	Mobile Home	Natural Gas	KY	Renter	0	0.00756375	0.992436	0	0	2.36887	5.89763	1.15554e-05
0-100%	Mobile Home	Natural Gas	LA	Not Available	0	0	0	0	1	1.14922	1666.75	0
0-100%	Mobile Home	Natural Gas	LA	Owner	0	0	1	0	0	0.662949	916.88	2.02574e-05
0-100%	Mobile Home	Natural Gas	LA	Renter	0	0	1	0	0	0.263874	111.215	1.32654e-05
0-100%	Mobile Home	Natural Gas	MA	Not Available	0	0	0	0	1	8.37255	1.7623e-18	0
0-100%	Mobile Home	Natural Gas	MA	Owner	0	0	1	0	0	7.25621	1.7623e-18	4.90406e-06
0-100%	Mobile Home	Natural Gas	MA	Renter	0	0	1	0	0	2.14959e-19	1.16165e-57	1.61517e-06
0-100%	Mobile Home	Natural Gas	MD	Not Available	0	0	0	0	1	1.45887	1133.02	0
0-100%	Mobile Home	Natural Gas	MD	Owner	0	0	1	0	0	0.596972	449.04	1.8493e-06
0-100%	Mobile Home	Natural Gas	MD	Renter	0	0	1	0	0	0.189159	155.496	1.02032e-06
0-100%	Mobile Home	Natural Gas	ME	Not Available	0	0	0	0	1	6.14804	62.0883	0
0-100%	Mobile Home	Natural Gas	ME	Owner	0	0	1	0	0	5.3283	62.0883	1.01912e-07
0-100%	Mobile Home	Natural Gas	ME	Renter	0	0	1	0	0	1.04053e-19	1.77848e-38	6.35004e-08
0-100%	Mobile Home	Natural Gas	MI	Not Available	0	0	0	0	1	0.173262	4500.93	0
0-100%	Mobile Home	Natural Gas	MI	Owner	0	0	1	0	0	0.0678898	1386.89	0.000109927
0-100%	Mobile Home	Natural Gas	MI	Renter	0	0	1	0	0	0.281132	890.905	5.6654e-05
0-100%	Mobile Home	Natural Gas	MN	Not Available	0	0	0	0	1	1.50341	1024.32	0
0-100%	Mobile Home	Natural Gas	MN	Owner	0	0.0874752	0.912525	0	0	1.16932	1024.32	2.42066e-05
0-100%	Mobile Home	Natural Gas	MN	Renter	0	0	1	0	0	1.00959e-20	2.21395e-38	8.05903e-06
0-100%	Mobile Home	Natural Gas	MO	Not Available	0	0	0	0	1	1.05748	1703.85	0
0-100%	Mobile Home	Natural Gas	MO	Owner	0	0.0906355	0.909364	0	0	1.31978	601.802	1.24218e-05
0-100%	Mobile Home	Natural Gas	MO	Renter	0	0	1	0	0	1.67314	280.429	7.83116e-06
0-100%	Mobile Home	Natural Gas	MS	Not Available	0	0	0	0	1	25.7426	1658.5	0
0-100%	Mobile Home	Natural Gas	MS	Owner	0.0621296	0.00753862	0.930332	0	0	14.6346	905.861	1.46938e-05
0-100%	Mobile Home	Natural Gas	MS	Renter	0	0.00742885	0.992571	0	0	10.3347	112.937	9.44202e-06
0-100%	Mobile Home	Natural Gas	MT	Not Available	0	0	0	0	1	3.8671	711.809	0
0-100%	Mobile Home	Natural Gas	MT	Owner	0	0	1	0	0	0.412197	20.4001	1.65565e-05
0-100%	Mobile Home	Natural Gas	MT	Renter	0	0	1	0	0	1.18979	491.203	1.01362e-05
0-100%	Mobile Home	Natural Gas	NC	Not Available	0	0	0	0	1	0.474737	6.5894e-18	0
0-100%	Mobile Home	Natural Gas	NC	Owner	0	0	1	0	0	1.0968	2.54942e-18	5.17935e-06
0-100%	Mobile Home	Natural Gas	NC	Renter	0	0	1	0	0	0.358891	9.41465e-19	4.77867e-06
0-100%	Mobile Home	Natural Gas	ND	Not Available	0	0	0	0	1	0.947203	153.532	0
0-100%	Mobile Home	Natural Gas	ND	Owner	0	0.269478	0.730522	0	0	0.736714	153.532	5.39783e-06
0-100%	Mobile Home	Natural Gas	ND	Renter	0	0	1	0	0	3.56261e-20	1.04099e-37	3.62534e-06
0-100%	Mobile Home	Natural Gas	NE	Not Available	0	0	0	0	1	1.98254	1712.35	0
0-100%	Mobile Home	Natural Gas	NE	Owner	0	0.144259	0.855741	0	0	1.90341e-20	2.60917e-37	7.47674e-06
0-100%	Mobile Home	Natural Gas	NE	Renter	0	0	1	0	0	2.86367	1712.35	4.98227e-06
0-100%	Mobile Home	Natural Gas	NH	Not Available	0	0	0	0	1	8.63872	402.179	0
0-100%	Mobile Home	Natural Gas	NH	Owner	0	0	1	0	0	7.48689	402.179	8.16959e-07
0-100%	Mobile Home	Natural Gas	NH	Renter	0	0	1	0	0	8.59642e-20	3.9825e-38	2.53075e-07
0-100%	Mobile Home	Natural Gas	NJ	Not Available	0	0	0	0	1	0.353752	380.995	0
0-100%	Mobile Home	Natural Gas	NJ	Owner	0	0	1	0	0	0.173786	187.651	1.25048e-05
0-100%	Mobile Home	Natural Gas	NJ	Renter	0	0	1	0	0	0.2057	33.8781	5.0277e-06
0-100%	Mobile Home	Natural Gas	NM	Not Available	0	0	0	0	1	0.871484	4739.79	0
0-100%	Mobile Home	Natural Gas	NM	Owner	0.121031	0	0.878969	0	0	0.928085	2059.98	6.30659e-05
0-100%	Mobile Home	Natural Gas	NM	Renter	0	0	1	0	0	0.616752	550.327	3.76047e-05
0-100%	Mobile Home	Natural Gas	NV	Not Available	0	0	0	0	1	2.75785	504.033	0
0-100%	Mobile Home	Natural Gas	NV	Owner	0.029127	0	0.970873	0	0	2.06839	504.033	2.23708e-05
0-100%	Mobile Home	Natural Gas	NV	Renter	0	0.0204923	0.979508	0	0	1.60071e-20	1.82614e-38	1.51722e-05
0-100%	Mobile Home	Natural Gas	NY	Not Available	0	0	0	0	1	0.124282	1797.18	0
0-100%	Mobile Home	Natural Gas	NY	Owner	0	0	1	0	0	0.111057	885.936	2.69602e-05
0-100%	Mobile Home	Natural Gas	NY	Renter	0	0	1	0	0	0.131261	159.48	1.62564e-05
0-100%	Mobile Home	Natural Gas	OH	Not Available	0	0	0	0	1	0.490502	4885.45	0
0-100%	Mobile Home	Natural Gas	OH	Owner	0	0	1	0	0	0.282672	3256.3	5.58477e-05
0-100%	Mobile Home	Natural Gas	OH	Renter	0	0	1	0	0	0.328416	164.659	2.94197e-05
0-100%	Mobile Home	Natural Gas	OK	Not Available	0	0	0	0	1	2.59244	1625.81	0
0-100%	Mobile Home	Natural Gas	OK	Owner	0	0	1	0	0	1.05224	602.651	2.30754e-05
0-100%	Mobile Home	Natural Gas	OK	Renter	0	0	1	0	0	0.338025	248.767	1.38447e-05
0-100%	Mobile Home	Natural Gas	OR	Not Available	0	0	0	0	1	1.67688	1.84616e-18	0
0-100%	Mobile Home	Natural Gas	OR	Owner	0	0	1	0	0	1.44821	1.84616e-18	8.55807e-06
0-100%	Mobile Home	Natural Gas	OR	Renter	0	0	1	0	0	1.36177e-20	2.17927e-59	3.85768e-06
0-100%	Mobile Home	Natural Gas	PA	Not Available	0	0	0	0	1	0.358211	2787.85	0
0-100%	Mobile Home	Natural Gas	PA	Owner	0	0	1	0	0	0.163904	1191.18	3.14199e-05
0-100%	Mobile Home	Natural Gas	PA	Renter	0	0	1	0	0	0.24192	334.401	1.68743e-05
0-100%	Mobile Home	Natural Gas	RI	Not Available	0	0	0	0	1	7.9832	1.05254e-18	0
0-100%	Mobile Home	Natural Gas	RI	Owner	0.0140595	0.0121481	0.973792	0	0	6.91877	1.05254e-18	6.66577e-07
0-100%	Mobile Home	Natural Gas	RI	Renter	0.0140595	0.0121481	0.973792	0	0	8.6186e-19	1.22676e-56	2.59277e-07
0-100%	Mobile Home	Natural Gas	SC	Not Available	0	0	0	0	1	0.496376	1983.39	0
0-100%	Mobile Home	Natural Gas	SC	Owner	0	0	1	0	0	0.266215	1060.84	6.91181e-06
0-100%	Mobile Home	Natural Gas	SC	Renter	0	0	1	0	0	0.248931	143.156	5.75166e-06
0-100%	Mobile Home	Natural Gas	SD	Not Available	0	0	0	0	1	1.50506	430.162	0
0-100%	Mobile Home	Natural Gas	SD	Owner	0	0.108484	0.891516	0	0	0.443938	61.867	8.32208e-06
0-100%	Mobile Home	Natural Gas	SD	Renter	0	0	1	0	0	1.34952	165.76	4.3205e-06
0-100%	Mobile Home	Natural Gas	TN	Not Available	0	0	0	0	1	21.1948	336.213	0
0-100%	Mobile Home	Natural Gas	TN	Owner	0.038939	0.0074738	0.953587	0	0	19.0312	67.7686	1.41498e-05
0-100%	Mobile Home	Natural Gas	TN	Renter	0	0.00749508	0.992505	0	0	6.48845	102.089	1.168e-05
0-100%	Mobile Home	Natural Gas	TX	Not Available	0	0	0	0	1	0.813181	5033.79	0
0-100%	Mobile Home	Natural Gas	TX	Owner	0	0	1	0	0	0.423817	2744.18	4.96175e-05
0-100%	Mobile Home	Natural Gas	TX	Renter	0	0	1	0	0	0.200258	344.633	3.71097e-05
0-100%	Mobile Home	Natural Gas	UT	Not Available	0	0	0	0	1	1.49251	412.466	0
0-100%	Mobile Home	Natural Gas	UT	Owner	0	0	1	0	0	0.939731	412.466	1.54312e-05
0-100%	Mobile Home	Natural Gas	UT	Renter	0	0	1	0	0	8.5393e-21	9.84292e-38	1.01429e-05
0-100%	Mobile Home	Natural Gas	VA	Not Available	0	0	0	0	1	0.345739	6.55879e-18	0
0-100%	Mobile Home	Natural Gas	VA	Owner	0	0	1	0	0	1.09109	2.41571e-18	1.7258e-06
0-100%	Mobile Home	Natural Gas	VA	Renter	0	0	1	0	0	0.380557	1.01356e-18	1.65144e-06
0-100%	Mobile Home	Natural Gas	VT	Not Available	0	0	0	0	1	14.9984	3.809e-18	0
0-100%	Mobile Home	Natural Gas	VT	Owner	0	0	1	0	0	7.95141	1.4253e-18	4.62196e-07
0-100%	Mobile Home	Natural Gas	VT	Renter	0	0	1	0	0	5.82365	5.74268e-19	2.07724e-07
0-100%	Mobile Home	Natural Gas	WA	Not Available	0	0	0	0	1	1.30686	508.22	0
0-100%	Mobile Home	Natural Gas	WA	Owner	0	0	1	0	0	0.967068	373.119	7.87413e-06
0-100%	Mobile Home	Natural Gas	WA	Renter	0	0	1	0	0	0.442224	10.4164	4.93636e-06
0-100%	Mobile Home	Natural Gas	WI	Not Available	0	0	0	0	1	2.1679e-21	3.78715e-38	0
0-100%	Mobile Home	Natural Gas	WI	Owner	0	0	1	0	0	1.53028e-21	3.78715e-38	3.12749e-05
0-100%	Mobile Home	Natural Gas	WI	Renter	0	0	1	0	0	7.90647e-21	3.78715e-38	1.2649e-05
0-100%	Mobile Home	Natural Gas	WV	Not Available	0	0	0	0	1	1.88066	554.42	0
0-100%	Mobile Home	Natural Gas	WV	Owner	0	0	1	0	0	0.768968	219.386	2.0745e-05
0-100%	Mobile Home	Natural Gas	WV	Renter	0	0	1	0	0	0.24417	76.2902	1.29741e-05
0-100%	Mobile Home	Natural Gas	WY	Not Available	0	0	0	0	1	0.698797	200.387	0
0-100%	Mobile Home	Natural Gas	WY	Owner	0	0	1	0	0	0.236345	57.8217	1.2088e-05
0-100%	Mobile Home	Natural Gas	WY	Renter	0	0	1	0	0	0.119787	42.9257	9.43827e-06
0-100%	Mobile Home	None	AL	Not Available	0	0	0	0	1	13.0185	836.056	0
0-100%	Mobile Home	None	AL	Owner	0.0396465	0.00171949	0.956283	0.00235138	0	5.67342	335.935	1.78948e-06
0-100%	Mobile Home	None	AL	Renter	0	0.0017359	0.99589	0.00237382	0	5.95786	112.065	1.1647e-06
0-100%	Mobile Home	None	AR	Not Available	0	0	0	0	1	6.90619	232.802	0
0-100%	Mobile Home	None	AR	Owner	0.0199928	0.00868866	0.971319	0	0	0.947081	9.8507	5.55914e-07
0-100%	Mobile Home	None	AR	Renter	0	0.00880687	0.991193	0	0	1.82852	146.877	4.23934e-07
0-100%	Mobile Home	None	AZ	Not Available	0	0	0	0	1	1.49964	1940.82	0
0-100%	Mobile Home	None	AZ	Owner	0.128567	0	0.871433	0	0	1.86122	976.179	4.33978e-06
0-100%	Mobile Home	None	AZ	Renter	0	0.499165	0.500835	0	0	0.981201	164.12	2.27668e-06
0-100%	Mobile Home	None	CA	Not Available	0	0	0	0	1	1.21448	1141.31	0
0-100%	Mobile Home	None	CA	Owner	0	0	1	0	0	1.72454	637.473	1.16363e-05
0-100%	Mobile Home	None	CA	Renter	0.0528412	0	0.947159	0	0	1.5955	72.8467	8.89998e-06
0-100%	Mobile Home	None	CO	Not Available	0	0	0	0	1	8.6135	2.37019e-18	0
0-100%	Mobile Home	None	CO	Owner	0.123677	0	0.876323	0	0	4.15756	1.39293e-18	2.34755e-07
0-100%	Mobile Home	None	CO	Renter	0	0	1	0	0	0.744562	1.29108e-19	1.84058e-07
0-100%	Mobile Home	None	CT	Not Available	0	0	0	0	1	9.59483e-20	1.16069e-57	0
0-100%	Mobile Home	None	CT	Owner	0	0	0.998451	0.00154939	0	8.31552e-20	1.16069e-57	4.51059e-08
0-100%	Mobile Home	None	CT	Renter	0	0	0.998451	0.00154939	0	9.59483e-20	1.16069e-57	3.01317e-08
0-100%	Mobile Home	None	DC	Not Available	0	0	0	0	1	7.63292	4.7619e-18	0
0-100%	Mobile Home	None	DC	Owner	0.0578029	0	0.938497	0.00369982	0	4.9614	4.7619e-18	0
0-100%	Mobile Home	None	DC	Renter	0.150906	0	0.84562	0.00347363	0	2.67152	4.7619e-18	0
0-100%	Mobile Home	None	DE	Not Available	0	0	0	0	1	12.0224	4.00857e-18	0
0-100%	Mobile Home	None	DE	Owner	0.0693084	0	0.927727	0.00296448	0	3.11378	6.36435e-19	4.4032e-08
0-100%	Mobile Home	None	DE	Renter	0.177458	0	0.819813	0.00272963	0	2.5312	1.45051e-18	3.13495e-08
0-100%	Mobile Home	None	FL	Not Available	0	0	0	0	1	3.52394	2230.52	0
0-100%	Mobile Home	None	FL	Owner	0.0562076	0	0.940799	0.00299378	0	8.48263	807.775	1.03904e-05
0-100%	Mobile Home	None	FL	Renter	0.147146	0	0.850035	0.00281852	0	3.02245	353.701	6.90487e-06
0-100%	Mobile Home	None	GA	Not Available	0	0	0	0	1	6.07914	1238.66	0
0-100%	Mobile Home	None	GA	Owner	0.0403652	0	0.956617	0.00301813	0	14.8874	464.284	2.05238e-06
0-100%	Mobile Home	None	GA	Renter	0.108623	0	0.888457	0.00292077	0	5.07726	186.251	2.13577e-06
0-100%	Mobile Home	None	IA	Not Available	0	0	0	0	1	25.0108	7.02176e-18	0
0-100%	Mobile Home	None	IA	Owner	0	0.00439848	0.994119	0.00148265	0	19.4529	7.02176e-18	1.9245e-07
0-100%	Mobile Home	None	IA	Renter	0	0	0.998572	0.00142835	0	1.66186e-19	1.48585e-58	1.38253e-07
0-100%	Mobile Home	None	ID	Not Available	0	0	0	0	1	7.01052	9.24115e-18	0
0-100%	Mobile Home	None	ID	Owner	0.0414055	0	0.958595	0	0	8.88139	5.13203e-18	1.14315e-07
0-100%	Mobile Home	None	ID	Renter	0	0	1	0	0	1.78617	5.99892e-19	6.77072e-08
0-100%	Mobile Home	None	IL	Not Available	0	0	0	0	1	1.16806	3.92812e-19	0
0-100%	Mobile Home	None	IL	Owner	0	0	1	0	0	9.36538e-21	5.06805e-59	3.39401e-07
0-100%	Mobile Home	None	IL	Renter	0	0	1	0	0	4.25998	3.92812e-19	2.2434e-07
0-100%	Mobile Home	None	IN	Not Available	0	0	0	0	1	15.2764	2.78544e-18	0
0-100%	Mobile Home	None	IN	Owner	0	0	0.998503	0.00149694	0	10.7834	2.78544e-18	3.17936e-07
0-100%	Mobile Home	None	IN	Renter	0	0	0.998503	0.00149694	0	2.78649e-19	6.96754e-59	2.54896e-07
0-100%	Mobile Home	None	KS	Not Available	0	0	0	0	1	9.73482	1.72281e-18	0
0-100%	Mobile Home	None	KS	Owner	0	0.00642659	0.992059	0.00151468	0	7.57153	1.72281e-18	1.88031e-07
0-100%	Mobile Home	None	KS	Renter	0	0	0.998538	0.00146218	0	1.74706e-19	2.65946e-58	1.63907e-07
0-100%	Mobile Home	None	KY	Not Available	0	0	0	0	1	17.3898	1.95931e-18	0
0-100%	Mobile Home	None	KY	Owner	0.105327	0.00165101	0.890764	0.00225774	0	9.20105	1.32727e-18	9.52535e-07
0-100%	Mobile Home	None	KY	Renter	0	0.00177835	0.99579	0.00243188	0	1.09896	6.13468e-20	5.66297e-07
0-100%	Mobile Home	None	LA	Not Available	0	0	0	0	1	2.80921	7.33505e-18	0
0-100%	Mobile Home	None	LA	Owner	0	0	1	0	0	1.62054	4.03501e-18	1.14723e-06
0-100%	Mobile Home	None	LA	Renter	0	0	1	0	0	0.645026	4.89435e-19	7.21307e-07
0-100%	Mobile Home	None	MA	Not Available	0	0	0	0	1	6.13315	1.7623e-18	0
0-100%	Mobile Home	None	MA	Owner	0	0	0.998443	0.00155691	0	5.3154	1.7623e-18	1.76407e-07
0-100%	Mobile Home	None	MA	Renter	0	0	0.998443	0.00155691	0	1.57464e-19	1.16165e-57	1.37848e-07
0-100%	Mobile Home	None	MD	Not Available	0	0	0	0	1	15.926	1.67508e-17	0
0-100%	Mobile Home	None	MD	Owner	0.0516551	0	0.945342	0.00300244	0	6.51695	6.6387e-18	3.6037e-07
0-100%	Mobile Home	None	MD	Renter	0.136292	0	0.860859	0.0028489	0	2.06498	2.29888e-18	1.81416e-07
0-100%	Mobile Home	None	ME	Not Available	0	0	0	0	1	4.50362	7.90944e-19	0
0-100%	Mobile Home	None	ME	Owner	0	0	1	0	0	3.90314	7.90944e-19	6.56482e-08
0-100%	Mobile Home	None	ME	Renter	0	0	1	0	0	7.62223e-20	2.26561e-58	5.65115e-08
0-100%	Mobile Home	None	MI	Not Available	0	0	0	0	1	5.26716	4.73803e-18	0
0-100%	Mobile Home	None	MI	Owner	0	0	1	0	0	2.06385	1.45995e-18	8.56463e-07
0-100%	Mobile Home	None	MI	Renter	0	0	1	0	0	8.54641	9.37836e-19	4.63265e-07
0-100%	Mobile Home	None	MN	Not Available	0	0	0	0	1	16.9272	8.02504e-18	0
0-100%	Mobile Home	None	MN	Owner	0	0.00582448	0.992669	0.0015062	0	13.1656	8.02504e-18	1.89771e-07
0-100%	Mobile Home	None	MN	Renter	0	0	0.998547	0.00145312	0	1.13672e-19	1.73452e-58	8.75381e-08
