Dependency=Clothes Washer Presence	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage	Option=EnergyStar	Option=None	Option=Standard	Option=Void	source_count	source_weight	sampling_probability
Yes	100-150%	Mobile Home	Renter	1960s	0.301752	0	0.698248	0	0.0463707	199.859	0.000138954
Yes	100-150%	Mobile Home	Renter	1970s	0.312054	0	0.687946	0	0.210365	858.7	0.000492012
Yes	100-150%	Mobile Home	Renter	1980s	0.327103	0	0.672897	0	0.186614	838.101	0.000503755
Yes	100-150%	Mobile Home	Renter	1990s	0.343444	0	0.656556	0	0.274831	1271.76	0.000697053
Yes	100-150%	Mobile Home	Renter	2000s	0.344592	0	0.655408	0	0.17078	647.007	0.000373236
Yes	100-150%	Mobile Home	Renter	2010s	0.344703	0	0.655297	0	0.0938724	405.61	9.04543e-05
Yes	100-150%	Mobile Home	Renter	<1940	0.37382	0	0.62618	0	2.34229	41.8181	1.1794e-05
Yes	100-150%	Multi-Family with 2 - 4 Units	Not Available	1940s	0	0	0	1	1.16493	1784.88	0
Yes	100-150%	Multi-Family with 2 - 4 Units	Not Available	1950s	0	0	0	1	0.246246	1301.02	0
Yes	100-150%	Multi-Family with 2 - 4 Units	Not Available	1960s	0	0	0	1	0.47355	2614.66	0
Yes	100-150%	Multi-Family with 2 - 4 Units	Not Available	1970s	0	0	0	1	0.76715	3970.47	0
Yes	100-150%	Multi-Family with 2 - 4 Units	Not Available	1980s	0	0	0	1	0.776621	4157.44	0
Yes	100-150%	Multi-Family with 2 - 4 Units	Not Available	1990s	0	0	0	1	0.520904	2771.75	0
Yes	100-150%	Multi-Family with 2 - 4 Units	Not Available	2000s	0	0	0	1	0.558788	2685.77	0
Yes	100-150%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	1	0.47355	2023.05	0
Yes	100-150%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	1	1.16493	4612.55	0
Yes	100-150%	Multi-Family with 2 - 4 Units	Owner	1940s	0.354998	0	0.645002	0	0.0119915	24.8845	3.90406e-05
Yes	100-150%	Multi-Family with 2 - 4 Units	Owner	1950s	0.356182	0	0.643818	0	0.00253479	18.1386	3.86735e-05
Yes	100-150%	Multi-Family with 2 - 4 Units	Owner	1960s	0.340537	0	0.659463	0	0.0048746	36.4531	5.46033e-05
Yes	100-150%	Multi-Family with 2 - 4 Units	Owner	1970s	0.339075	0	0.660925	0	0.00789686	55.3556	8.24545e-05
Yes	100-150%	Multi-Family with 2 - 4 Units	Owner	1980s	0.34199	0	0.65801	0	0.00799435	57.9623	6.81835e-05
Yes	100-150%	Multi-Family with 2 - 4 Units	Owner	1990s	0.341245	0	0.658755	0	0.00536206	38.6432	4.88529e-05
Yes	100-150%	Multi-Family with 2 - 4 Units	Owner	2000s	0.332839	0	0.667161	0	0.00575203	37.4445	3.24785e-05
Yes	100-150%	Multi-Family with 2 - 4 Units	Owner	2010s	0.34159	0	0.65841	0	0.0048746	28.205	1.17872e-05
Yes	100-150%	Multi-Family with 2 - 4 Units	Owner	<1940	0.354998	0	0.645002	0	0.0119915	64.3073	0.000194208
Yes	100-150%	Multi-Family with 2 - 4 Units	Renter	1940s	0.340795	0	0.659205	0	0.937815	1388.27	0.000210695
Yes	100-150%	Multi-Family with 2 - 4 Units	Renter	1950s	0.341957	0	0.658043	0	0.198237	1011.92	0.000153236
Yes	100-150%	Multi-Family with 2 - 4 Units	Renter	1960s	0.326619	0	0.673381	0	0.381226	2033.66	0.000292056
Yes	100-150%	Multi-Family with 2 - 4 Units	Renter	1970s	0.325187	0	0.674813	0	0.617586	3088.2	0.000549367
Yes	100-150%	Multi-Family with 2 - 4 Units	Renter	1980s	0.328042	0	0.671958	0	0.62521	3233.62	0.000495789
Yes	100-150%	Multi-Family with 2 - 4 Units	Renter	1990s	0.327312	0	0.672688	0	0.419348	2155.84	0.000379909
Yes	100-150%	Multi-Family with 2 - 4 Units	Renter	2000s	0.319084	0	0.680916	0	0.449846	2088.97	0.000375639
Yes	100-150%	Multi-Family with 2 - 4 Units	Renter	2010s	0.327651	0	0.672349	0	0.381226	1573.51	0.000184452
Yes	100-150%	Multi-Family with 2 - 4 Units	Renter	<1940	0.340795	0	0.659205	0	0.937815	3587.6	0.000848993
Yes	100-150%	Multi-Family with 5+ Units	Not Available	1940s	0	0	0	1	0.569384	919.651	0
Yes	100-150%	Multi-Family with 5+ Units	Not Available	1950s	0	0	0	1	0.196824	1079.27	0
Yes	100-150%	Multi-Family with 5+ Units	Not Available	1960s	0	0	0	1	0.36553	2226.62	0
Yes	100-150%	Multi-Family with 5+ Units	Not Available	1970s	0	0	0	1	1.08253	5988.59	0
Yes	100-150%	Multi-Family with 5+ Units	Not Available	1980s	0	0	0	1	1.2653	8125.09	0
Yes	100-150%	Multi-Family with 5+ Units	Not Available	1990s	0	0	0	1	1.15986	7330.97	0
Yes	100-150%	Multi-Family with 5+ Units	Not Available	2000s	0	0	0	1	1.89795	10503	0
Yes	100-150%	Multi-Family with 5+ Units	Not Available	2010s	0	0	0	1	2.11586	10210.1	0
Yes	100-150%	Multi-Family with 5+ Units	Not Available	<1940	0	0	0	1	0.569384	2376.59	0
Yes	100-150%	Multi-Family with 5+ Units	Owner	1940s	0.35909	0	0.64091	0	0.00232326	4.18954	2.30827e-05
Yes	100-150%	Multi-Family with 5+ Units	Owner	1950s	0.343476	0	0.656524	0	0.000803102	4.91668	3.68149e-05
Yes	100-150%	Multi-Family with 5+ Units	Owner	1960s	0.34164	0	0.65836	0	0.00149147	10.1435	6.80207e-05
Yes	100-150%	Multi-Family with 5+ Units	Owner	1970s	0.347001	0	0.652999	0	0.00441706	27.2815	0.000149463
Yes	100-150%	Multi-Family with 5+ Units	Owner	1980s	0.350594	0	0.649406	0	0.0051628	37.0145	0.000145428
Yes	100-150%	Multi-Family with 5+ Units	Owner	1990s	0.35053	0	0.64947	0	0.00473256	33.3968	0.000112784
Yes	100-150%	Multi-Family with 5+ Units	Owner	2000s	0.351987	0	0.648013	0	0.00774419	47.8471	7.45221e-05
Yes	100-150%	Multi-Family with 5+ Units	Owner	2010s	0.34451	0	0.65549	0	0.00863334	46.513	3.45627e-05
Yes	100-150%	Multi-Family with 5+ Units	Owner	<1940	0.35909	0	0.64091	0	0.00232326	10.8267	5.15433e-05
Yes	100-150%	Multi-Family with 5+ Units	Renter	1940s	0.339378	0	0.660622	0	0.498855	799.697	0.000101047
Yes	100-150%	Multi-Family with 5+ Units	Renter	1950s	0.324187	0	0.675813	0	0.172444	938.492	0.000140896
Yes	100-150%	Multi-Family with 5+ Units	Renter	1960s	0.322404	0	0.677596	0	0.320253	1936.19	0.000336426
Yes	100-150%	Multi-Family with 5+ Units	Renter	1970s	0.327613	0	0.672387	0	0.948441	5207.47	0.000815753
Yes	100-150%	Multi-Family with 5+ Units	Renter	1980s	0.331107	0	0.668893	0	1.10857	7065.3	0.00110704
Yes	100-150%	Multi-Family with 5+ Units	Renter	1990s	0.331045	0	0.668955	0	1.01619	6374.76	0.00126954
Yes	100-150%	Multi-Family with 5+ Units	Renter	2000s	0.332462	0	0.667538	0	1.66285	9133.02	0.00123072
Yes	100-150%	Multi-Family with 5+ Units	Renter	2010s	0.325192	0	0.674808	0	1.85377	8878.36	0.000735001
Yes	100-150%	Multi-Family with 5+ Units	Renter	<1940	0.339378	0	0.660622	0	0.498855	2066.6	0.000288114
Yes	100-150%	Single-Family Attached	Not Available	1940s	0	0	0	1	0.945436	1025.51	0
Yes	100-150%	Single-Family Attached	Not Available	1950s	0	0	0	1	0.342479	1265.2	0
Yes	100-150%	Single-Family Attached	Not Available	1960s	0	0	0	1	0.545073	1906.49	0
Yes	100-150%	Single-Family Attached	Not Available	1970s	0	0	0	1	1.03709	3248.77	0
Yes	100-150%	Single-Family Attached	Not Available	1980s	0	0	0	1	1.39886	4237.43	0
Yes	100-150%	Single-Family Attached	Not Available	1990s	0	0	0	1	1.0805	3674.61	0
Yes	100-150%	Single-Family Attached	Not Available	2000s	0	0	0	1	1.55322	4666.54	0
Yes	100-150%	Single-Family Attached	Not Available	2010s	0	0	0	1	0.95026	2404.3	0
Yes	100-150%	Single-Family Attached	Not Available	<1940	0	0	0	1	0.945436	2650.15	0
Yes	100-150%	Single-Family Attached	Owner	1940s	0.346499	0	0.653501	0	0.20733	220.273	9.97046e-05
Yes	100-150%	Single-Family Attached	Owner	1950s	0.335081	0	0.664919	0	0.0751041	271.757	0.000145122
Yes	100-150%	Single-Family Attached	Owner	1960s	0.340836	0	0.659164	0	0.119532	409.502	0.000110688
Yes	100-150%	Single-Family Attached	Owner	1970s	0.344577	0	0.655423	0	0.227428	697.817	0.000237681
Yes	100-150%	Single-Family Attached	Owner	1980s	0.359512	0	0.640488	0	0.306763	910.174	0.000271506
Yes	100-150%	Single-Family Attached	Owner	1990s	0.35645	0	0.64355	0	0.236948	789.283	0.000219771
Yes	100-150%	Single-Family Attached	Owner	2000s	0.35871	0	0.64129	0	0.340613	1002.35	0.000214698
Yes	100-150%	Single-Family Attached	Owner	2010s	0.355238	0	0.644762	0	0.208387	516.43	4.67273e-05
Yes	100-150%	Single-Family Attached	Owner	<1940	0.346499	0	0.653501	0	0.20733	569.236	0.000287722
Yes	100-150%	Single-Family Attached	Renter	1940s	0.32339	0	0.67661	0	0.267242	295.22	9.28661e-05
Yes	100-150%	Single-Family Attached	Renter	1950s	0.31237	0	0.68763	0	0.0968072	364.221	0.000145919
Yes	100-150%	Single-Family Attached	Renter	1960s	0.317921	0	0.682079	0	0.154073	548.833	0.000124228
Yes	100-150%	Single-Family Attached	Renter	1970s	0.321533	0	0.678467	0	0.293149	935.245	0.000266807
Yes	100-150%	Single-Family Attached	Renter	1980s	0.335982	0	0.664018	0	0.39541	1219.86	0.00028887
Yes	100-150%	Single-Family Attached	Renter	1990s	0.333015	0	0.666985	0	0.30542	1057.83	0.000235715
Yes	100-150%	Single-Family Attached	Renter	2000s	0.335204	0	0.664796	0	0.439041	1343.39	0.00028431
Yes	100-150%	Single-Family Attached	Renter	2010s	0.331842	0	0.668158	0	0.268606	692.143	8.81166e-05
Yes	100-150%	Single-Family Attached	Renter	<1940	0.32339	0	0.67661	0	0.267242	762.916	0.000232096
Yes	100-150%	Single-Family Detached	Not Available	1940s	0	0	0	1	4.55981	6758.57	0
Yes	100-150%	Single-Family Detached	Not Available	1950s	0	0	0	1	3.25805	17981.1	0
Yes	100-150%	Single-Family Detached	Not Available	1960s	0	0	0	1	3.14082	15090.8	0
Yes	100-150%	Single-Family Detached	Not Available	1970s	0	0	0	1	4.27161	19139	0
Yes	100-150%	Single-Family Detached	Not Available	1980s	0	0	0	1	3.42657	15852.4	0
Yes	100-150%	Single-Family Detached	Not Available	1990s	0	0	0	1	3.85886	19606.4	0
Yes	100-150%	Single-Family Detached	Not Available	2000s	0	0	0	1	4.37908	18479.5	0
Yes	100-150%	Single-Family Detached	Not Available	2010s	0	0	0	1	2.56932	10304.5	0
Yes	100-150%	Single-Family Detached	Not Available	<1940	0	0	0	1	4.55981	17465.7	0
Yes	100-150%	Single-Family Detached	Owner	1940s	0.345943	0	0.654057	0	2.92377	4228.01	0.00184244
Yes	100-150%	Single-Family Detached	Owner	1950s	0.341814	0	0.658186	0	2.08908	11248.6	0.00421249
Yes	100-150%	Single-Family Detached	Owner	1960s	0.348125	0	0.651875	0	2.01391	9440.49	0.00314663
Yes	100-150%	Single-Family Detached	Owner	1970s	0.350575	0	0.649425	0	2.73898	11973	0.00389662
Yes	100-150%	Single-Family Detached	Owner	1980s	0.34981	0	0.65019	0	2.19713	9916.9	0.00225744
Yes	100-150%	Single-Family Detached	Owner	1990s	0.358648	0	0.641352	0	2.47432	12265.3	0.00256711
Yes	100-150%	Single-Family Detached	Owner	2000s	0.357879	0	0.642121	0	2.80788	11560.3	0.00228188
Yes	100-150%	Single-Family Detached	Owner	2010s	0.361091	0	0.638909	0	1.64746	6446.28	0.000577123
Yes	100-150%	Single-Family Detached	Owner	<1940	0.345943	0	0.654057	0	2.92377	10926.2	0.00385257
Yes	100-150%	Single-Family Detached	Renter	1940s	0.324755	0	0.675245	0	0.180466	295.406	0.00071005
Yes	100-150%	Single-Family Detached	Renter	1950s	0.320755	0	0.679245	0	0.128946	785.921	0.00153636
Yes	100-150%	Single-Family Detached	Renter	1960s	0.326871	0	0.673129	0	0.124306	659.594	0.00126259
Yes	100-150%	Single-Family Detached	Renter	1970s	0.329246	0	0.670754	0	0.16906	836.534	0.00146732
Yes	100-150%	Single-Family Detached	Renter	1980s	0.328504	0	0.671496	0	0.135616	692.88	0.0010462
Yes	100-150%	Single-Family Detached	Renter	1990s	0.337084	0	0.662916	0	0.152725	856.961	0.00117686
Yes	100-150%	Single-Family Detached	Renter	2000s	0.336336	0	0.663664	0	0.173313	807.705	0.00122435
Yes	100-150%	Single-Family Detached	Renter	2010s	0.339457	0	0.660543	0	0.101688	450.393	0.000344003
Yes	100-150%	Single-Family Detached	Renter	<1940	0.324755	0	0.675245	0	0.180466	763.396	0.00139673
Yes	150-200%	Mobile Home	Not Available	1940s	0	0	0	1	25.9137	186.592	0
Yes	150-200%	Mobile Home	Not Available	1950s	0	0	0	1	0.225228	989.504	0
Yes	150-200%	Mobile Home	Not Available	1960s	0	0	0	1	0.513019	2304.54	0
Yes	150-200%	Mobile Home	Not Available	1970s	0	0	0	1	2.32735	9901.5	0
Yes	150-200%	Mobile Home	Not Available	1980s	0	0	0	1	2.06459	9663.98	0
Yes	150-200%	Mobile Home	Not Available	1990s	0	0	0	1	3.04057	14664.4	0
Yes	150-200%	Mobile Home	Not Available	2000s	0	0	0	1	1.88941	7460.52	0
Yes	150-200%	Mobile Home	Not Available	2010s	0	0	0	1	1.03855	4677.01	0
Yes	150-200%	Mobile Home	Not Available	<1940	0	0	0	1	25.9137	482.197	0
Yes	150-200%	Mobile Home	Owner	1940s	0.478842	0	0.521158	0	16.2255	121.097	1.73139e-05
Yes	150-200%	Mobile Home	Owner	1950s	0.408725	0	0.591275	0	0.141023	642.182	6.08585e-05
Yes	150-200%	Mobile Home	Owner	1960s	0.399443	0	0.600557	0	0.321219	1495.63	0.000270074
Yes	150-200%	Mobile Home	Owner	1970s	0.411116	0	0.588884	0	1.45724	6426.01	0.000945419
Yes	150-200%	Mobile Home	Owner	1980s	0.42797	0	0.57203	0	1.29271	6271.87	0.000907904
Yes	150-200%	Mobile Home	Owner	1990s	0.44601	0	0.55399	0	1.90381	9517.12	0.00122725
Yes	150-200%	Mobile Home	Owner	2000s	0.447268	0	0.552732	0	1.18303	4841.83	0.000639958
Yes	150-200%	Mobile Home	Owner	2010s	0.447389	0	0.552611	0	0.650273	3035.35	0.000177019
Yes	150-200%	Mobile Home	Owner	<1940	0.478842	0	0.521158	0	16.2255	312.943	2.17138e-05
Yes	150-200%	Mobile Home	Renter	1940s	0.420403	0	0.579597	0	1.12223	7.05146	7.26026e-06
Yes	150-200%	Mobile Home	Renter	1950s	0.353046	0	0.646954	0	0.00975384	37.3941	2.45444e-05
Yes	150-200%	Mobile Home	Renter	1960s	0.344292	0	0.655708	0	0.0222171	87.0901	9.96775e-05
Yes	150-200%	Mobile Home	Renter	1970s	0.355308	0	0.644692	0	0.10079	374.185	0.000356301
Yes	150-200%	Mobile Home	Renter	1980s	0.371317	0	0.628683	0	0.0894102	365.209	0.000394886
Yes	150-200%	Mobile Home	Renter	1990s	0.38859	0	0.61141	0	0.131677	554.179	0.000543668
Yes	150-200%	Mobile Home	Renter	2000s	0.3898	0	0.6102	0	0.0818239	281.939	0.000294729
Yes	150-200%	Mobile Home	Renter	2010s	0.389917	0	0.610083	0	0.044976	176.748	8.07237e-05
Yes	150-200%	Mobile Home	Renter	<1940	0.420403	0	0.579597	0	1.12223	18.2226	9.16478e-06
Yes	150-200%	Multi-Family with 2 - 4 Units	Not Available	1940s	0	0	0	1	1.02481	1796.26	0
Yes	150-200%	Multi-Family with 2 - 4 Units	Not Available	1950s	0	0	0	1	0.216626	1309.31	0
Yes	150-200%	Multi-Family with 2 - 4 Units	Not Available	1960s	0	0	0	1	0.416588	2631.33	0
Yes	150-200%	Multi-Family with 2 - 4 Units	Not Available	1970s	0	0	0	1	0.674872	3995.78	0
Yes	150-200%	Multi-Family with 2 - 4 Units	Not Available	1980s	0	0	0	1	0.683204	4183.94	0
Yes	150-200%	Multi-Family with 2 - 4 Units	Not Available	1990s	0	0	0	1	0.458246	2789.41	0
Yes	150-200%	Multi-Family with 2 - 4 Units	Not Available	2000s	0	0	0	1	0.491574	2702.89	0
Yes	150-200%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	1	0.416588	2035.94	0
Yes	150-200%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	1	1.02481	4641.95	0
Yes	150-200%	Multi-Family with 2 - 4 Units	Owner	1940s	0.44385	0	0.55615	0	0.00785366	12.0499	4.25889e-05
Yes	150-200%	Multi-Family with 2 - 4 Units	Owner	1950s	0.445126	0	0.554874	0	0.00166012	8.78328	4.22505e-05
Yes	150-200%	Multi-Family with 2 - 4 Units	Owner	1960s	0.428171	0	0.571829	0	0.00319254	17.6517	5.90209e-05
Yes	150-200%	Multi-Family with 2 - 4 Units	Owner	1970s	0.426577	0	0.573423	0	0.00517192	26.8049	8.59979e-05
Yes	150-200%	Multi-Family with 2 - 4 Units	Owner	1980s	0.429755	0	0.570245	0	0.00523577	28.0672	7.24828e-05
Yes	150-200%	Multi-Family with 2 - 4 Units	Owner	1990s	0.428943	0	0.571057	0	0.0035118	18.7122	5.33713e-05
Yes	150-200%	Multi-Family with 2 - 4 Units	Owner	2000s	0.419754	0	0.580246	0	0.0037672	18.1318	3.76645e-05
Yes	150-200%	Multi-Family with 2 - 4 Units	Owner	2010s	0.42932	0	0.57068	0	0.00319254	13.6577	1.25279e-05
Yes	150-200%	Multi-Family with 2 - 4 Units	Owner	<1940	0.44385	0	0.55615	0	0.00785366	31.1396	0.000210647
Yes	150-200%	Multi-Family with 2 - 4 Units	Renter	1940s	0.39076	0	0.60924	0	0.852835	1514.07	0.000150738
Yes	150-200%	Multi-Family with 2 - 4 Units	Renter	1950s	0.39199	0	0.60801	0	0.180274	1103.62	0.000112237
Yes	150-200%	Multi-Family with 2 - 4 Units	Renter	1960s	0.37569	0	0.62431	0	0.346681	2217.94	0.000195568
Yes	150-200%	Multi-Family with 2 - 4 Units	Renter	1970s	0.374163	0	0.625837	0	0.561623	3368.04	0.000392076
Yes	150-200%	Multi-Family with 2 - 4 Units	Renter	1980s	0.377207	0	0.622793	0	0.568557	3526.64	0.000386883
Yes	150-200%	Multi-Family with 2 - 4 Units	Renter	1990s	0.376429	0	0.623571	0	0.381349	2351.2	0.000294885
Yes	150-200%	Multi-Family with 2 - 4 Units	Renter	2000s	0.36764	0	0.63236	0	0.409084	2278.26	0.000287638
Yes	150-200%	Multi-Family with 2 - 4 Units	Renter	2010s	0.37679	0	0.62321	0	0.346681	1716.09	0.00015282
Yes	150-200%	Multi-Family with 2 - 4 Units	Renter	<1940	0.39076	0	0.60924	0	0.852835	3912.7	0.000601086
Yes	150-200%	Multi-Family with 5+ Units	Not Available	1940s	0	0	0	1	0.497559	898.397	0
Yes	150-200%	Multi-Family with 5+ Units	Not Available	1950s	0	0	0	1	0.171996	1054.32	0
Yes	150-200%	Multi-Family with 5+ Units	Not Available	1960s	0	0	0	1	0.31942	2175.16	0
Yes	150-200%	Multi-Family with 5+ Units	Not Available	1970s	0	0	0	1	0.945976	5850.18	0
Yes	150-200%	Multi-Family with 5+ Units	Not Available	1980s	0	0	0	1	1.10569	7937.31	0
Yes	150-200%	Multi-Family with 5+ Units	Not Available	1990s	0	0	0	1	1.01355	7161.54	0
Yes	150-200%	Multi-Family with 5+ Units	Not Available	2000s	0	0	0	1	1.65853	10260.2	0
Yes	150-200%	Multi-Family with 5+ Units	Not Available	2010s	0	0	0	1	1.84895	9974.15	0
Yes	150-200%	Multi-Family with 5+ Units	Not Available	<1940	0	0	0	1	0.497559	2321.66	0
Yes	150-200%	Multi-Family with 5+ Units	Owner	1940s	0.443762	0	0.556238	0	0.0030845	6.2924	2.22339e-05
Yes	150-200%	Multi-Family with 5+ Units	Owner	1950s	0.426918	0	0.573082	0	0.00106625	7.38451	3.62198e-05
Yes	150-200%	Multi-Family with 5+ Units	Owner	1960s	0.424925	0	0.575075	0	0.00198017	15.2349	7.03049e-05
Yes	150-200%	Multi-Family with 5+ Units	Owner	1970s	0.430738	0	0.569262	0	0.00586436	40.9749	0.000153508
Yes	150-200%	Multi-Family with 5+ Units	Owner	1980s	0.434621	0	0.565379	0	0.00685444	55.5932	0.000153604
Yes	150-200%	Multi-Family with 5+ Units	Owner	1990s	0.434552	0	0.565448	0	0.00628324	50.1597	0.000120556
Yes	150-200%	Multi-Family with 5+ Units	Owner	2000s	0.436123	0	0.563877	0	0.0102817	71.863	8.49211e-05
Yes	150-200%	Multi-Family with 5+ Units	Owner	2010s	0.42804	0	0.57196	0	0.0114621	69.8593	3.7993e-05
Yes	150-200%	Multi-Family with 5+ Units	Owner	<1940	0.443762	0	0.556238	0	0.0030845	16.261	5.00294e-05
Yes	150-200%	Multi-Family with 5+ Units	Renter	1940s	0.39034	0	0.60966	0	0.422146	754.315	7.90371e-05
Yes	150-200%	Multi-Family with 5+ Units	Renter	1950s	0.37416	0	0.62584	0	0.145927	885.235	0.000113213
Yes	150-200%	Multi-Family with 5+ Units	Renter	1960s	0.372253	0	0.627747	0	0.271007	1826.32	0.000304224
Yes	150-200%	Multi-Family with 5+ Units	Renter	1970s	0.377819	0	0.622181	0	0.802599	4911.95	0.000769921
Yes	150-200%	Multi-Family with 5+ Units	Renter	1980s	0.381545	0	0.618455	0	0.938103	6664.36	0.00103945
Yes	150-200%	Multi-Family with 5+ Units	Renter	1990s	0.381479	0	0.618521	0	0.859927	6013	0.00120127
Yes	150-200%	Multi-Family with 5+ Units	Renter	2000s	0.382988	0	0.617012	0	1.40715	8614.74	0.00111234
Yes	150-200%	Multi-Family with 5+ Units	Renter	2010s	0.375234	0	0.624766	0	1.56872	8374.53	0.000696064
Yes	150-200%	Multi-Family with 5+ Units	Renter	<1940	0.39034	0	0.60966	0	0.422146	1949.32	0.000218562
Yes	150-200%	Single-Family Attached	Not Available	1940s	0	0	0	1	0.846088	726.275	0
Yes	150-200%	Single-Family Attached	Not Available	1950s	0	0	0	1	0.306491	896.026	0
Yes	150-200%	Single-Family Attached	Not Available	1960s	0	0	0	1	0.487796	1350.19	0
Yes	150-200%	Single-Family Attached	Not Available	1970s	0	0	0	1	0.928107	2300.81	0
Yes	150-200%	Single-Family Attached	Not Available	1980s	0	0	0	1	1.25187	3000.99	0
Yes	150-200%	Single-Family Attached	Not Available	1990s	0	0	0	1	0.966958	2602.39	0
Yes	150-200%	Single-Family Attached	Not Available	2000s	0	0	0	1	1.39	3304.89	0
Yes	150-200%	Single-Family Attached	Not Available	2010s	0	0	0	1	0.850405	1702.75	0
Yes	150-200%	Single-Family Attached	Not Available	<1940	0	0	0	1	0.846088	1876.86	0
Yes	150-200%	Single-Family Attached	Owner	1940s	0.424367	0	0.575633	0	0.224089	179.932	9.77892e-05
Yes	150-200%	Single-Family Attached	Owner	1950s	0.412001	0	0.587999	0	0.0811752	221.987	0.00013944
Yes	150-200%	Single-Family Attached	Owner	1960s	0.418247	0	0.581753	0	0.129194	334.505	0.000116554
Yes	150-200%	Single-Family Attached	Owner	1970s	0.422292	0	0.577708	0	0.245812	570.017	0.000271524
Yes	150-200%	Single-Family Attached	Owner	1980s	0.438344	0	0.561656	0	0.33156	743.484	0.000315728
Yes	150-200%	Single-Family Attached	Owner	1990s	0.435066	0	0.564934	0	0.256102	644.733	0.000263635
Yes	150-200%	Single-Family Attached	Owner	2000s	0.437486	0	0.562514	0	0.368146	818.774	0.000274038
Yes	150-200%	Single-Family Attached	Owner	2010s	0.433767	0	0.566233	0	0.225232	421.85	6.36493e-05
Yes	150-200%	Single-Family Attached	Owner	<1940	0.424367	0	0.575633	0	0.224089	464.985	0.000261829
Yes	150-200%	Single-Family Attached	Renter	1940s	0.374905	0	0.625095	0	0.198832	183.213	9.41686e-05
Yes	150-200%	Single-Family Attached	Renter	1950s	0.363071	0	0.636929	0	0.072026	226.035	0.00013811
Yes	150-200%	Single-Family Attached	Renter	1960s	0.36904	0	0.63096	0	0.114633	340.605	0.000121555
Yes	150-200%	Single-Family Attached	Renter	1970s	0.372915	0	0.627085	0	0.218107	580.412	0.000266135
Yes	150-200%	Single-Family Attached	Renter	1980s	0.388351	0	0.611649	0	0.294191	757.041	0.000306953
Yes	150-200%	Single-Family Attached	Renter	1990s	0.385191	0	0.614809	0	0.227237	656.489	0.00024623
Yes	150-200%	Single-Family Attached	Renter	2000s	0.387523	0	0.612477	0	0.326653	833.705	0.000292446
Yes	150-200%	Single-Family Attached	Renter	2010s	0.383939	0	0.616061	0	0.199847	429.543	9.80959e-05
Yes	150-200%	Single-Family Attached	Renter	<1940	0.374905	0	0.625095	0	0.198832	473.464	0.000249359
Yes	150-200%	Single-Family Detached	Not Available	1940s	0	0	0	1	6.55967	8929.79	0
Yes	150-200%	Single-Family Detached	Not Available	1950s	0	0	0	1	4.68699	23757.5	0
Yes	150-200%	Single-Family Detached	Not Available	1960s	0	0	0	1	4.51834	19938.8	0
Yes	150-200%	Single-Family Detached	Not Available	1970s	0	0	0	1	6.14508	25287.5	0
Yes	150-200%	Single-Family Detached	Not Available	1980s	0	0	0	1	4.92942	20945	0
Yes	150-200%	Single-Family Detached	Not Available	1990s	0	0	0	1	5.5513	25905	0
Yes	150-200%	Single-Family Detached	Not Available	2000s	0	0	0	1	6.29967	24416	0
Yes	150-200%	Single-Family Detached	Not Available	2010s	0	0	0	1	3.69618	13614.9	0
Yes	150-200%	Single-Family Detached	Not Available	<1940	0	0	0	1	6.55967	23076.6	0
Yes	150-200%	Single-Family Detached	Owner	1940s	0.428007	0	0.571993	0	4.6835	6392.92	0.00201977
Yes	150-200%	Single-Family Detached	Owner	1950s	0.423533	0	0.576467	0	3.34643	17008.3	0.00453591
Yes	150-200%	Single-Family Detached	Owner	1960s	0.430366	0	0.569634	0	3.22602	14274.4	0.00355598
Yes	150-200%	Single-Family Detached	Owner	1970s	0.43301	0	0.56699	0	4.38749	18103.6	0.00445624
Yes	150-200%	Single-Family Detached	Owner	1980s	0.432185	0	0.567815	0	3.51952	14994.7	0.00277617
Yes	150-200%	Single-Family Detached	Owner	1990s	0.441691	0	0.558309	0	3.96354	18545.6	0.00316166
Yes	150-200%	Single-Family Detached	Owner	2000s	0.440865	0	0.559135	0	4.49786	17479.7	0.00295835
Yes	150-200%	Single-Family Detached	Owner	2010s	0.444307	0	0.555693	0	2.63901	9747.04	0.000763304
Yes	150-200%	Single-Family Detached	Owner	<1940	0.428007	0	0.571993	0	4.6835	16520.8	0.00418941
Yes	150-200%	Single-Family Detached	Renter	1940s	0.373444	0	0.626556	0	0.157636	211.463	0.000612968
Yes	150-200%	Single-Family Detached	Renter	1950s	0.369172	0	0.630828	0	0.112633	562.595	0.00137224
Yes	150-200%	Single-Family Detached	Renter	1960s	0.3757	0	0.6243	0	0.108581	472.165	0.00115923
Yes	150-200%	Single-Family Detached	Renter	1970s	0.378231	0	0.621769	0	0.147673	598.826	0.00136438
Yes	150-200%	Single-Family Detached	Renter	1980s	0.377441	0	0.622559	0	0.118459	495.992	0.00101388
Yes	150-200%	Single-Family Detached	Renter	1990s	0.386563	0	0.613437	0	0.133404	613.448	0.00113427
Yes	150-200%	Single-Family Detached	Renter	2000s	0.385769	0	0.614231	0	0.151388	578.188	0.00121718
