Dependency=Census Division RECS	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=Geometry Foundation Type	Dependency=Geometry Stories Low Rise	Dependency=Vintage ACS	Option=1 Car	Option=2 Car	Option=3 Car	Option=None	source_count	source_weight	sampling_probability
East North Central	Multi-Family with 2 - 4 Units	4000+	Unheated Basement	2	1940-59	0	0	0	1	0	0	5.9409e-06
East North Central	Multi-Family with 2 - 4 Units	0-1499	Unheated Basement	3	1940-59	0	0	0	1	30	14069.9	0.000123194
East North Central	Multi-Family with 2 - 4 Units	1500-2499	Unheated Basement	3	1940-59	0	0	0	1	11	4107.11	1.2405e-05
East North Central	Multi-Family with 2 - 4 Units	2500-3999	Unheated Basement	3	1940-59	0	0	0	1	0	0	4.11147e-06
East North Central	Multi-Family with 2 - 4 Units	4000+	Unheated Basement	3	1940-59	0	0	0	1	0	0	1.14816e-06
East North Central	Multi-Family with 2 - 4 Units	0-1499	Unheated Basement	4+	1940-59	0	0	0	1	30	14069.9	2.2872e-05
East North Central	Multi-Family with 2 - 4 Units	1500-2499	Unheated Basement	4+	1940-59	0	0	0	1	11	4107.11	2.30309e-06
East North Central	Multi-Family with 2 - 4 Units	2500-3999	Unheated Basement	4+	1940-59	0	0	0	1	0	0	7.63327e-07
East North Central	Multi-Family with 2 - 4 Units	4000+	Unheated Basement	4+	1940-59	0	0	0	1	0	0	2.13166e-07
East North Central	Multi-Family with 5+ Units	0-1499	Unheated Basement	1	1940-59	0	0	0	1	37	16038.9	6.24889e-05
East North Central	Multi-Family with 5+ Units	1500-2499	Unheated Basement	1	1940-59	0	0	0	1	16	1636.45	1.08196e-06
East North Central	Multi-Family with 5+ Units	2500-3999	Unheated Basement	1	1940-59	0	0	0	1	0	0	1.97902e-07
East North Central	Multi-Family with 5+ Units	4000+	Unheated Basement	1	1940-59	0	0	0	1	0	0	1.61623e-07
East North Central	Multi-Family with 5+ Units	0-1499	Unheated Basement	2	1940-59	0	0	0	1	37	16038.9	0.000320358
East North Central	Multi-Family with 5+ Units	1500-2499	Unheated Basement	2	1940-59	0	0	0	1	16	1636.45	5.70607e-06
East North Central	Multi-Family with 5+ Units	2500-3999	Unheated Basement	2	1940-59	0	0	0	1	0	0	1.07621e-06
East North Central	Multi-Family with 5+ Units	4000+	Unheated Basement	2	1940-59	0	0	0	1	0	0	8.55554e-07
East North Central	Multi-Family with 5+ Units	0-1499	Unheated Basement	3	1940-59	0	0	0	1	37	16038.9	0.000244138
East North Central	Multi-Family with 5+ Units	1500-2499	Unheated Basement	3	1940-59	0	0	0	1	16	1636.45	4.31884e-06
East North Central	Multi-Family with 5+ Units	2500-3999	Unheated Basement	3	1940-59	0	0	0	1	0	0	8.14206e-07
East North Central	Multi-Family with 5+ Units	4000+	Unheated Basement	3	1940-59	0	0	0	1	0	0	6.48537e-07
East North Central	Multi-Family with 5+ Units	0-1499	Unheated Basement	4+	1940-59	0	0	0	1	37	16038.9	0.000352829
East North Central	Multi-Family with 5+ Units	1500-2499	Unheated Basement	4+	1940-59	0	0	0	1	16	1636.45	8.33148e-06
East North Central	Multi-Family with 5+ Units	2500-3999	Unheated Basement	4+	1940-59	0	0	0	1	0	0	1.76605e-06
East North Central	Multi-Family with 5+ Units	4000+	Unheated Basement	4+	1940-59	0	0	0	1	0	0	1.30189e-06
East North Central	Single-Family Attached	0-1499	Unheated Basement	1	1940-59	0	0	0	1	15	0	0.000101952
East North Central	Single-Family Attached	1500-2499	Unheated Basement	1	1940-59	0	0	0	1	12	5404.4	1.14065e-05
East North Central	Single-Family Attached	2500-3999	Unheated Basement	1	1940-59	0	0	0	1	1	0	9.23562e-07
East North Central	Single-Family Attached	4000+	Unheated Basement	1	1940-59	0	0	0	1	0	0	4.47969e-08
East North Central	Single-Family Attached	0-1499	Unheated Basement	2	1940-59	0	0	0	1	15	996.947	4.44526e-05
East North Central	Single-Family Attached	1500-2499	Unheated Basement	2	1940-59	0	0	0	1	12	11937.9	2.9712e-05
East North Central	Single-Family Attached	2500-3999	Unheated Basement	2	1940-59	0	0	0	1	1	0	6.57319e-06
East North Central	Single-Family Attached	4000+	Unheated Basement	2	1940-59	0	0	0	1	0	0	4.47969e-08
East North Central	Single-Family Attached	0-1499	Unheated Basement	3	1940-59	0	0	0	1	15	3418.57	0
East North Central	Single-Family Attached	1500-2499	Unheated Basement	3	1940-59	0	0	0	1	12	0	3.56567e-06
East North Central	Single-Family Attached	2500-3999	Unheated Basement	3	1940-59	0	0	0	1	1	0	0
East North Central	Single-Family Attached	4000+	Unheated Basement	3	1940-59	0	0	0	1	0	0	4.47969e-08
East North Central	Single-Family Attached	0-1499	Unheated Basement	4+	1940-59	0	0	0	1	15	0	0
East North Central	Single-Family Attached	1500-2499	Unheated Basement	4+	1940-59	0	0	0	1	12	0	0
East North Central	Single-Family Attached	2500-3999	Unheated Basement	4+	1940-59	0	0	0	1	1	0	0
East North Central	Single-Family Attached	4000+	Unheated Basement	4+	1940-59	0	0	0	1	0	0	0
East North Central	Single-Family Detached	0-1499	Unheated Basement	1	1940-59	0.40212	0	0	0.59788	15	66332.9	0.00318921
East North Central	Single-Family Detached	1500-2499	Unheated Basement	1	1940-59	0.24974	0.0272639	0	0.722996	28	102391	0.00141092
East North Central	Single-Family Detached	2500-3999	Unheated Basement	1	1940-59	0.177007	0.170371	0	0.652622	13	49620.6	0.000168267
East North Central	Single-Family Detached	4000+	Unheated Basement	1	1940-59	0.0877599	0.31983	0.135824	0.456586	29	0	2.18349e-05
East North Central	Single-Family Detached	0-1499	Unheated Basement	2	1940-59	0.337041	0	0	0.662959	14	35300	0.00043286
East North Central	Single-Family Detached	1500-2499	Unheated Basement	2	1940-59	0.0243505	0.0831833	0	0.892466	47	133491	0.000923645
East North Central	Single-Family Detached	2500-3999	Unheated Basement	2	1940-59	0	0.0340412	0	0.965959	16	39213	0.000277553
East North Central	Single-Family Detached	4000+	Unheated Basement	2	1940-59	0.129409	0.358404	0.0536011	0.458586	19	7959.89	4.8422e-05
East North Central	Single-Family Detached	0-1499	Unheated Basement	3	1940-59	0	0	0	1	216	2512.25	3.82525e-06
East North Central	Single-Family Detached	1500-2499	Unheated Basement	3	1940-59	0.100852	0.14745	0	0.751698	342	0	3.30849e-05
East North Central	Single-Family Detached	2500-3999	Unheated Basement	3	1940-59	0.0972693	0.160314	0.0138467	0.728569	132	0	2.28921e-05
East North Central	Single-Family Detached	4000+	Unheated Basement	3	1940-59	0.0877599	0.31983	0.135824	0.456586	29	0	1.7039e-06
East North Central	Single-Family Detached	0-1499	Unheated Basement	4+	1940-59	0	0	0	1	216	0	0
East North Central	Single-Family Detached	1500-2499	Unheated Basement	4+	1940-59	0.100852	0.14745	0	0.751698	342	0	0
East North Central	Single-Family Detached	2500-3999	Unheated Basement	4+	1940-59	0.0972693	0.160314	0.0138467	0.728569	132	0	0
East North Central	Single-Family Detached	4000+	Unheated Basement	4+	1940-59	0.0877599	0.31983	0.135824	0.456586	29	0	0
East North Central	Mobile Home	0-1499	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	1500-2499	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	2500-3999	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	4000+	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	0-1499	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	1500-2499	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	2500-3999	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	4000+	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	0-1499	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	1500-2499	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	2500-3999	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	4000+	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	0-1499	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	1500-2499	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	2500-3999	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	4000+	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0
East North Central	Multi-Family with 2 - 4 Units	0-1499	Unvented Crawlspace	1	1940-59	0	0	0	1	30	14069.9	0
East North Central	Multi-Family with 2 - 4 Units	1500-2499	Unvented Crawlspace	1	1940-59	0	0	0	1	11	4107.11	0
East North Central	Multi-Family with 2 - 4 Units	2500-3999	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0
East North Central	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0
East North Central	Multi-Family with 2 - 4 Units	0-1499	Unvented Crawlspace	2	1940-59	0	0	0	1	30	14069.9	0
East North Central	Multi-Family with 2 - 4 Units	1500-2499	Unvented Crawlspace	2	1940-59	0	0	0	1	11	4107.11	0
East North Central	Multi-Family with 2 - 4 Units	2500-3999	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0
East North Central	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0
East North Central	Multi-Family with 2 - 4 Units	0-1499	Unvented Crawlspace	3	1940-59	0	0	0	1	30	14069.9	0
East North Central	Multi-Family with 2 - 4 Units	1500-2499	Unvented Crawlspace	3	1940-59	0	0	0	1	11	4107.11	0
East North Central	Multi-Family with 2 - 4 Units	2500-3999	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0
East North Central	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0
East North Central	Multi-Family with 2 - 4 Units	0-1499	Unvented Crawlspace	4+	1940-59	0	0	0	1	30	14069.9	0
East North Central	Multi-Family with 2 - 4 Units	1500-2499	Unvented Crawlspace	4+	1940-59	0	0	0	1	11	4107.11	0
East North Central	Multi-Family with 2 - 4 Units	2500-3999	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0
East North Central	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0
East North Central	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	1	1940-59	0	0	0	1	37	16038.9	0
East North Central	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	1	1940-59	0	0	0	1	16	1636.45	0
East North Central	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0
East North Central	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0
East North Central	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	2	1940-59	0	0	0	1	37	16038.9	0
East North Central	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	2	1940-59	0	0	0	1	16	1636.45	0
East North Central	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0
East North Central	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0
East North Central	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	3	1940-59	0	0	0	1	37	16038.9	0
East North Central	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	3	1940-59	0	0	0	1	16	1636.45	0
East North Central	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0
East North Central	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0
East North Central	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	4+	1940-59	0	0	0	1	37	16038.9	0
East North Central	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	4+	1940-59	0	0	0	1	16	1636.45	0
East North Central	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0
East North Central	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0
East North Central	Single-Family Attached	0-1499	Unvented Crawlspace	1	1940-59	0	0	0	1	15	0	0
East North Central	Single-Family Attached	1500-2499	Unvented Crawlspace	1	1940-59	0	0	0	1	12	0	0
East North Central	Single-Family Attached	2500-3999	Unvented Crawlspace	1	1940-59	0	0	0	1	1	0	0
East North Central	Single-Family Attached	4000+	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0
East North Central	Single-Family Attached	0-1499	Unvented Crawlspace	2	1940-59	0	0	0	1	15	3211.77	0
East North Central	Single-Family Attached	1500-2499	Unvented Crawlspace	2	1940-59	0	0	0	1	12	0	0
East North Central	Single-Family Attached	2500-3999	Unvented Crawlspace	2	1940-59	0	0	0	1	1	0	0
East North Central	Single-Family Attached	4000+	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0
East North Central	Single-Family Attached	0-1499	Unvented Crawlspace	3	1940-59	0	0	0	1	15	875.905	0
East North Central	Single-Family Attached	1500-2499	Unvented Crawlspace	3	1940-59	0	0	0	1	12	0	0
East North Central	Single-Family Attached	2500-3999	Unvented Crawlspace	3	1940-59	0	0	0	1	1	0	0
East North Central	Single-Family Attached	4000+	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0
East North Central	Single-Family Attached	0-1499	Unvented Crawlspace	4+	1940-59	0	0	0	1	15	0	0
East North Central	Single-Family Attached	1500-2499	Unvented Crawlspace	4+	1940-59	0	0	0	1	12	0	0
East North Central	Single-Family Attached	2500-3999	Unvented Crawlspace	4+	1940-59	0	0	0	1	1	0	0
East North Central	Single-Family Attached	4000+	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0
East North Central	Single-Family Detached	0-1499	Unvented Crawlspace	1	1940-59	0.238487	0	0	0.761513	134	20093	0
East North Central	Single-Family Detached	1500-2499	Unvented Crawlspace	1	1940-59	0.370598	0.156866	0	0.472535	11	31183	0
East North Central	Single-Family Detached	2500-3999	Unvented Crawlspace	1	1940-59	0.107101	0.194242	0.032953	0.665704	52	21069.8	0
East North Central	Single-Family Detached	4000+	Unvented Crawlspace	1	1940-59	0.0877599	0.31983	0.135824	0.456586	29	4451.08	0
East North Central	Single-Family Detached	0-1499	Unvented Crawlspace	2	1940-59	0.174808	0	0	0.825192	80	19561	0
East North Central	Single-Family Detached	1500-2499	Unvented Crawlspace	2	1940-59	0	0.0963883	0	0.903612	18	34993.2	0
East North Central	Single-Family Detached	2500-3999	Unvented Crawlspace	2	1940-59	0.052284	0.330171	0	0.617545	11	14792.6	0
East North Central	Single-Family Detached	4000+	Unvented Crawlspace	2	1940-59	0.129409	0.358404	0.0536011	0.458586	19	3226.33	0
East North Central	Single-Family Detached	0-1499	Unvented Crawlspace	3	1940-59	0	0	0	1	216	0	0
East North Central	Single-Family Detached	1500-2499	Unvented Crawlspace	3	1940-59	0.100852	0.14745	0	0.751698	342	0	0
East North Central	Single-Family Detached	2500-3999	Unvented Crawlspace	3	1940-59	0.0972693	0.160314	0.0138467	0.728569	132	0	0
East North Central	Single-Family Detached	4000+	Unvented Crawlspace	3	1940-59	0.0877599	0.31983	0.135824	0.456586	29	0	0
East North Central	Single-Family Detached	0-1499	Unvented Crawlspace	4+	1940-59	0	0	0	1	216	0	0
East North Central	Single-Family Detached	1500-2499	Unvented Crawlspace	4+	1940-59	0.100852	0.14745	0	0.751698	342	0	0
East North Central	Single-Family Detached	2500-3999	Unvented Crawlspace	4+	1940-59	0.0972693	0.160314	0.0138467	0.728569	132	0	0
East North Central	Single-Family Detached	4000+	Unvented Crawlspace	4+	1940-59	0.0877599	0.31983	0.135824	0.456586	29	0	0
East North Central	Mobile Home	0-1499	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	1500-2499	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	2500-3999	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	4000+	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	0-1499	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	1500-2499	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	2500-3999	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	4000+	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	0-1499	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	1500-2499	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	2500-3999	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	4000+	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	0-1499	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	1500-2499	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	2500-3999	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	0
East North Central	Mobile Home	4000+	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	0
East North Central	Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	1	1940-59	0	0	0	1	30	14069.9	4.75619e-05
East North Central	Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	1	1940-59	0	0	0	1	11	4107.11	4.87508e-06
East North Central	Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	1.5463e-06
East North Central	Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	4.56387e-07
East North Central	Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	2	1940-59	0	0	0	1	30	14069.9	0.000358905
East North Central	Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	2	1940-59	0	0	0	1	11	4107.11	3.67877e-05
East North Central	Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	1.16685e-05
East North Central	Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	3.44392e-06
East North Central	Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	3	1940-59	0	0	0	1	30	14069.9	7.72438e-05
East North Central	Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	3	1940-59	0	0	0	1	11	4107.11	7.43516e-06
East North Central	Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	2.65838e-06
East North Central	Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	6.35311e-07
East North Central	Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	4+	1940-59	0	0	0	1	30	14069.9	1.43409e-05
East North Central	Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	4+	1940-59	0	0	0	1	11	4107.11	1.3804e-06
East North Central	Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	4.93549e-07
East North Central	Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	1.17951e-07
East North Central	Multi-Family with 5+ Units	0-1499	Vented Crawlspace	1	1940-59	0	0	0	1	37	16038.9	3.82064e-05
East North Central	Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	1	1940-59	0	0	0	1	16	1636.45	5.88346e-07
East North Central	Multi-Family with 5+ Units	2500-3999	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	1.0534e-07
East North Central	Multi-Family with 5+ Units	4000+	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	8.75377e-08
East North Central	Multi-Family with 5+ Units	0-1499	Vented Crawlspace	2	1940-59	0	0	0	1	37	16038.9	0.000193866
East North Central	Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	2	1940-59	0	0	0	1	16	1636.45	3.08478e-06
East North Central	Multi-Family with 5+ Units	2500-3999	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	5.70235e-07
East North Central	Multi-Family with 5+ Units	4000+	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	4.59854e-07
East North Central	Multi-Family with 5+ Units	0-1499	Vented Crawlspace	3	1940-59	0	0	0	1	37	16038.9	0.000147847
East North Central	Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	3	1940-59	0	0	0	1	16	1636.45	2.33368e-06
East North Central	Multi-Family with 5+ Units	2500-3999	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	4.31246e-07
East North Central	Multi-Family with 5+ Units	4000+	Vented Crawlspace	3	1940-59	0	0	0	1	0	0	3.4848e-07
East North Central	Multi-Family with 5+ Units	0-1499	Vented Crawlspace	4+	1940-59	0	0	0	1	37	16038.9	0.000210922
East North Central	Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	4+	1940-59	0	0	0	1	16	1636.45	4.41574e-06
East North Central	Multi-Family with 5+ Units	2500-3999	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	9.20419e-07
East North Central	Multi-Family with 5+ Units	4000+	Vented Crawlspace	4+	1940-59	0	0	0	1	0	0	6.88477e-07
East North Central	Single-Family Attached	0-1499	Vented Crawlspace	1	1940-59	0	0	0	1	15	4251.93	6.00076e-05
East North Central	Single-Family Attached	1500-2499	Vented Crawlspace	1	1940-59	0	0	0	1	12	3153.45	6.69731e-06
East North Central	Single-Family Attached	2500-3999	Vented Crawlspace	1	1940-59	0	0	0	1	1	0	5.31077e-07
East North Central	Single-Family Attached	4000+	Vented Crawlspace	1	1940-59	0	0	0	1	0	0	3.09138e-08
East North Central	Single-Family Attached	0-1499	Vented Crawlspace	2	1940-59	0	0	0	1	15	0	2.61643e-05
East North Central	Single-Family Attached	1500-2499	Vented Crawlspace	2	1940-59	0	0	0	1	12	0	1.74454e-05
East North Central	Single-Family Attached	2500-3999	Vented Crawlspace	2	1940-59	0	0	0	1	1	0	3.77979e-06
East North Central	Single-Family Attached	4000+	Vented Crawlspace	2	1940-59	0	0	0	1	0	0	3.09138e-08
East North Central	Single-Family Attached	0-1499	Vented Crawlspace	3	1940-59	0	0	0	1	15	3418.57	0
East North Central	Single-Family Attached	1500-2499	Vented Crawlspace	3	1940-59	0	0	0	1	12	0	2.09358e-06
East North Central	Single-Family Attached	2500-3999	Vented Crawlspace	3	1940-59	0	0	0	1	1	0	0
