Dependency=Location	Dependency=Geometry Building Type ACS	Dependency=Vintage ACS	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane	Counts
FL_Orlando.Intl.AP.722050	Single-Family Detached	2010s	0.898621	0.000774	0.083605	0.006398	0.002550	0.008052	36693.641910
FL_Orlando.Intl.AP.722050	Single-Family Detached	1940-59s	0.937521	0.006082	0.030323	0.011007	0.002613	0.012454	212889.558700
FL_Orlando.Intl.AP.722050	Single-Family Detached	1960-79s	0.940743	0.003340	0.040103	0.007921	0.001858	0.006035	451830.169100
FL_Orlando.Intl.AP.722050	Single-Family Detached	1980-99s	0.939916	0.000682	0.045942	0.006454	0.001838	0.005167	651065.251000
FL_Orlando.Intl.AP.722050	Single-Family Detached	2000-09s	0.866525	0.000434	0.120056	0.006211	0.000727	0.006046	424026.733400
FL_Tallahassee.Rgnl.AP.722140	Single-Family Detached	<1940	0.644163	0.005973	0.212971	0.003903	0.021730	0.111260	15735.239340
FL_Tallahassee.Rgnl.AP.722140	Single-Family Detached	2010s	0.917260	0.000581	0.036954	0.005472	0.011228	0.028506	4927.900174
FL_Tallahassee.Rgnl.AP.722140	Single-Family Detached	1940-59s	0.707890	0.008386	0.198612	0.007383	0.012112	0.065617	42236.180410
FL_Tallahassee.Rgnl.AP.722140	Single-Family Detached	1960-79s	0.800770	0.005134	0.123793	0.004775	0.010606	0.054922	80055.208270
FL_Tallahassee.Rgnl.AP.722140	Single-Family Detached	1980-99s	0.879733	0.002584	0.072754	0.003363	0.011342	0.030223	84634.581530
FL_Tallahassee.Rgnl.AP.722140	Single-Family Detached	2000-09s	0.909415	0.001989	0.048192	0.006657	0.006283	0.027463	49663.817380
FL_West.Palm.Beach.Intl.AP.722030	Single-Family Detached	<1940	0.887451	0.000655	0.056407	0.036631	0.004156	0.014699	8920.242131
FL_West.Palm.Beach.Intl.AP.722030	Single-Family Detached	2010s	0.930362	0.000362	0.055290	0.007585	0.000915	0.005485	6559.427591
FL_West.Palm.Beach.Intl.AP.722030	Single-Family Detached	1940-59s	0.925015	0.000700	0.025498	0.031206	0.002150	0.015432	47714.242240
FL_West.Palm.Beach.Intl.AP.722030	Single-Family Detached	1960-79s	0.955058	0.000788	0.017111	0.018919	0.000684	0.007440	135070.807800
FL_West.Palm.Beach.Intl.AP.722030	Single-Family Detached	1980-99s	0.960507	0.000713	0.019526	0.013335	0.000599	0.005320	226793.039400
FL_West.Palm.Beach.Intl.AP.722030	Single-Family Detached	2000-09s	0.943689	0.000714	0.037983	0.010987	0.000541	0.006087	144217.305300
GA_Athens-Ben.Epps.AP.723110	Single-Family Detached	<1940	0.383603	0.015402	0.381374	0.005587	0.061707	0.152327	13715.044480
GA_Athens-Ben.Epps.AP.723110	Single-Family Detached	2010s	0.611520	0.000980	0.325347	0.013009	0.019167	0.029978	2957.121609
GA_Athens-Ben.Epps.AP.723110	Single-Family Detached	1940-59s	0.397394	0.012637	0.425848	0.002861	0.044809	0.116452	23867.931000
GA_Athens-Ben.Epps.AP.723110	Single-Family Detached	1960-79s	0.502913	0.006427	0.334135	0.002230	0.041167	0.113128	54128.330740
GA_Athens-Ben.Epps.AP.723110	Single-Family Detached	1980-99s	0.647496	0.000848	0.245531	0.002678	0.026156	0.077291	87998.535590
GA_Athens-Ben.Epps.AP.723110	Single-Family Detached	2000-09s	0.723836	0.000852	0.217325	0.002552	0.012404	0.043031	65325.453080
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	Single-Family Detached	<1940	0.231537	0.003560	0.666466	0.002899	0.021675	0.073863	45641.084610
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	Single-Family Detached	2010s	0.313832	0.000970	0.653500	0.002598	0.003728	0.025372	18082.460780
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	Single-Family Detached	1940-59s	0.247931	0.002243	0.693140	0.001361	0.010689	0.044635	106704.374600
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	Single-Family Detached	1960-79s	0.243353	0.002206	0.699222	0.001711	0.008663	0.044844	264904.782400
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	Single-Family Detached	1980-99s	0.230177	0.000401	0.722436	0.001992	0.007299	0.037695	532679.302400
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	Single-Family Detached	2000-09s	0.350029	0.000661	0.614458	0.001562	0.003120	0.030170	346360.306600
GA_Augusta-Bush-Field.722180	Single-Family Detached	<1940	0.459592	0.009227	0.373514	0.002272	0.022705	0.132690	10910.586980
GA_Augusta-Bush-Field.722180	Single-Family Detached	2010s	0.796910	0.000598	0.189439	0.002513	0.002636	0.007904	5621.916980
GA_Augusta-Bush-Field.722180	Single-Family Detached	1940-59s	0.434039	0.006366	0.477393	0.004610	0.015961	0.061631	25576.531520
GA_Augusta-Bush-Field.722180	Single-Family Detached	1960-79s	0.502771	0.005518	0.399882	0.003164	0.020614	0.068051	51411.556180
GA_Augusta-Bush-Field.722180	Single-Family Detached	1980-99s	0.541327	0.001047	0.406493	0.001402	0.009824	0.039907	51325.390240
GA_Augusta-Bush-Field.722180	Single-Family Detached	2000-09s	0.648541	0.000115	0.319730	0.003095	0.004733	0.023786	28322.772080
GA_Columbus.Metro.AP.722255	Single-Family Detached	<1940	0.443629	0.005710	0.383087	0.004672	0.013775	0.149126	15666.576320
GA_Columbus.Metro.AP.722255	Single-Family Detached	2010s	0.901839	0.000617	0.062812	0.005798	0.012055	0.016879	6153.746423
GA_Columbus.Metro.AP.722255	Single-Family Detached	1940-59s	0.425704	0.000777	0.474722	0.000948	0.010748	0.087102	31815.029270
GA_Columbus.Metro.AP.722255	Single-Family Detached	1960-79s	0.539213	0.001132	0.355518	0.003676	0.011423	0.089039	54116.513480
GA_Columbus.Metro.AP.722255	Single-Family Detached	1980-99s	0.682978	0.001541	0.215045	0.005489	0.014366	0.080581	49120.953740
GA_Columbus.Metro.AP.722255	Single-Family Detached	2000-09s	0.852567	0.000489	0.100992	0.002797	0.005821	0.037333	29248.787110
GA_Macon-Middle.Georgia.Rgnl.AP.722170	Single-Family Detached	<1940	0.547822	0.003145	0.280971	0.001582	0.022842	0.143638	16872.243660
GA_Macon-Middle.Georgia.Rgnl.AP.722170	Single-Family Detached	2010s	0.919766	0.002166	0.039505	0.006321	0.011767	0.020475	3295.480196
GA_Macon-Middle.Georgia.Rgnl.AP.722170	Single-Family Detached	1940-59s	0.570120	0.001427	0.338967	0.003068	0.011528	0.074890	35476.273500
GA_Macon-Middle.Georgia.Rgnl.AP.722170	Single-Family Detached	1960-79s	0.651616	0.001930	0.246537	0.004173	0.013976	0.081768	69960.300990
GA_Macon-Middle.Georgia.Rgnl.AP.722170	Single-Family Detached	1980-99s	0.788787	0.000555	0.138984	0.003675	0.012605	0.055394	66170.534500
GA_Macon-Middle.Georgia.Rgnl.AP.722170	Single-Family Detached	2000-09s	0.886868	0.000625	0.070109	0.002346	0.003517	0.036535	41204.415370
GA_Savannah.Intl.AP.722070	Single-Family Detached	<1940	0.609548	0.005814	0.280008	0.004030	0.016098	0.084502	10430.090590
GA_Savannah.Intl.AP.722070	Single-Family Detached	2010s	0.898071	0.000568	0.076550	0.004998	0.002149	0.017664	5380.830876
GA_Savannah.Intl.AP.722070	Single-Family Detached	1940-59s	0.587857	0.002286	0.345877	0.005096	0.014586	0.044298	25656.134930
GA_Savannah.Intl.AP.722070	Single-Family Detached	1960-79s	0.685321	0.005412	0.242987	0.005164	0.010871	0.050245	45193.251720
GA_Savannah.Intl.AP.722070	Single-Family Detached	1980-99s	0.805683	0.000805	0.166740	0.002275	0.005947	0.018550	61379.118650
GA_Savannah.Intl.AP.722070	Single-Family Detached	2000-09s	0.857022	0.000224	0.119318	0.002566	0.003604	0.017265	51730.568220
IA_Des.Moines.Intl.AP.725460	Single-Family Detached	<1940	0.116331	0.008052	0.644283	0.003046	0.037263	0.191026	73814.680240
IA_Des.Moines.Intl.AP.725460	Single-Family Detached	2010s	0.244724	0.001712	0.590827	0.007310	0.042456	0.112971	5826.480022
IA_Des.Moines.Intl.AP.725460	Single-Family Detached	1940-59s	0.109746	0.004095	0.783004	0.001336	0.012220	0.089599	50273.647620
IA_Des.Moines.Intl.AP.725460	Single-Family Detached	1960-79s	0.169316	0.002235	0.691167	0.001085	0.020521	0.115677	64991.781070
IA_Des.Moines.Intl.AP.725460	Single-Family Detached	1980-99s	0.189191	0.001461	0.630651	0.001095	0.023070	0.154532	47247.316920
IA_Des.Moines.Intl.AP.725460	Single-Family Detached	2000-09s	0.196021	0.002977	0.610827	0.006721	0.033326	0.150128	39152.759730
IA_Mason.City.Muni.AP.725485	Single-Family Detached	<1940	0.087520	0.022572	0.557764	0.001430	0.031666	0.299048	40696.222760
IA_Mason.City.Muni.AP.725485	Single-Family Detached	2010s	0.181183	0.000508	0.248081	0.087644	0.100619	0.381966	723.958648
IA_Mason.City.Muni.AP.725485	Single-Family Detached	1940-59s	0.087416	0.013483	0.712433	0.003254	0.014572	0.168844	28510.828670
IA_Mason.City.Muni.AP.725485	Single-Family Detached	1960-79s	0.150146	0.011045	0.627431	0.001863	0.021614	0.187901	26930.754740
IA_Mason.City.Muni.AP.725485	Single-Family Detached	1980-99s	0.119513	0.005231	0.591995	0.002158	0.033017	0.248086	10311.899430
IA_Mason.City.Muni.AP.725485	Single-Family Detached	2000-09s	0.150723	0.002341	0.508024	0.007422	0.036437	0.295053	5485.261461
IA_Sioux.City-Sioux.Gateway.AP.725570	Single-Family Detached	<1940	0.190907	0.020684	0.557203	0.003212	0.030230	0.197763	28846.008110
IA_Sioux.City-Sioux.Gateway.AP.725570	Single-Family Detached	2010s	0.615350	0.006802	0.288133	0.003471	0.009764	0.076479	722.267553
IA_Sioux.City-Sioux.Gateway.AP.725570	Single-Family Detached	1940-59s	0.153362	0.014394	0.701558	0.004281	0.015263	0.111143	15630.293220
IA_Sioux.City-Sioux.Gateway.AP.725570	Single-Family Detached	1960-79s	0.310804	0.012676	0.569565	0.002372	0.012881	0.091701	19879.703880
IA_Sioux.City-Sioux.Gateway.AP.725570	Single-Family Detached	1980-99s	0.274627	0.006225	0.507835	0.005018	0.021169	0.185126	10311.230080
IA_Sioux.City-Sioux.Gateway.AP.725570	Single-Family Detached	2000-09s	0.393079	0.001589	0.461263	0.007170	0.016780	0.120119	6055.493856
IA_Waterloo.Muni.AP.725480	Single-Family Detached	<1940	0.083340	0.020931	0.611625	0.001515	0.045117	0.237472	57954.093900
IA_Waterloo.Muni.AP.725480	Single-Family Detached	2010s	0.217604	0.001203	0.568527	0.023717	0.057542	0.131407	3640.230996
IA_Waterloo.Muni.AP.725480	Single-Family Detached	1940-59s	0.087518	0.014156	0.778230	0.001501	0.020379	0.098216	41205.842590
IA_Waterloo.Muni.AP.725480	Single-Family Detached	1960-79s	0.127623	0.007849	0.698067	0.001627	0.027152	0.137682	52793.143440
IA_Waterloo.Muni.AP.725480	Single-Family Detached	1980-99s	0.114949	0.002846	0.634273	0.003520	0.044098	0.200314	26858.954890
IA_Waterloo.Muni.AP.725480	Single-Family Detached	2000-09s	0.165005	0.001003	0.597631	0.008913	0.043469	0.183979	22609.990510
ID_Boise.Air.Terminal.726810	Single-Family Detached	<1940	0.243838	0.063573	0.498300	0.008164	0.140928	0.045196	14512.890940
ID_Boise.Air.Terminal.726810	Single-Family Detached	2010s	0.124302	0.000988	0.836583	0.003393	0.018554	0.016180	5815.140283
ID_Boise.Air.Terminal.726810	Single-Family Detached	1940-59s	0.241485	0.041873	0.593678	0.002519	0.093723	0.026721	24265.186040
ID_Boise.Air.Terminal.726810	Single-Family Detached	1960-79s	0.300508	0.014547	0.577072	0.002634	0.081434	0.023804	45719.733890
ID_Boise.Air.Terminal.726810	Single-Family Detached	1980-99s	0.182455	0.004724	0.726126	0.000616	0.055216	0.030862	64218.840460
ID_Boise.Air.Terminal.726810	Single-Family Detached	2000-09s	0.132703	0.003334	0.803240	0.001850	0.033298	0.025575	61682.634520
ID_Pocatello.Muni.AP.725780	Single-Family Detached	<1940	0.259396	0.075007	0.430549	0.001736	0.104915	0.128397	19150.379940
ID_Pocatello.Muni.AP.725780	Single-Family Detached	2010s	0.244441	0.001065	0.634747	0.003757	0.031724	0.084267	2673.555587
ID_Pocatello.Muni.AP.725780	Single-Family Detached	1940-59s	0.258001	0.042820	0.564419	0.001044	0.062066	0.071650	24984.397120
ID_Pocatello.Muni.AP.725780	Single-Family Detached	1960-79s	0.437592	0.015150	0.413032	0.001855	0.076799	0.055571	38102.872870
ID_Pocatello.Muni.AP.725780	Single-Family Detached	1980-99s	0.340671	0.008087	0.430095	0.003382	0.096796	0.120968	30217.834690
ID_Pocatello.Muni.AP.725780	Single-Family Detached	2000-09s	0.193433	0.004764	0.589936	0.000843	0.072028	0.138996	26705.254040
IL_Chicago-OHare.Intl.AP.725300	Single-Family Detached	<1940	0.030789	0.001516	0.939416	0.001570	0.003701	0.023007	290034.983600
IL_Chicago-OHare.Intl.AP.725300	Single-Family Detached	2010s	0.050632	0.000739	0.910767	0.004010	0.004221	0.029631	9565.898386
IL_Chicago-OHare.Intl.AP.725300	Single-Family Detached	1940-59s	0.032864	0.000894	0.954245	0.001413	0.002098	0.008485	459584.939700
IL_Chicago-OHare.Intl.AP.725300	Single-Family Detached	1960-79s	0.043337	0.000453	0.943020	0.001191	0.002064	0.009934	469586.270500
IL_Chicago-OHare.Intl.AP.725300	Single-Family Detached	1980-99s	0.036756	0.000532	0.944608	0.000515	0.002375	0.015215	345275.341800
IL_Chicago-OHare.Intl.AP.725300	Single-Family Detached	2000-09s	0.038076	0.000480	0.941708	0.000650	0.004236	0.014851	196180.815700
IL_Moline-Quad.City.Intl.AP.725440	Single-Family Detached	<1940	0.071593	0.009644	0.730218	0.001738	0.028935	0.157873	84624.930460
IL_Moline-Quad.City.Intl.AP.725440	Single-Family Detached	2010s	0.198206	0.002073	0.610176	0.005789	0.046396	0.137360	3115.276639
IL_Moline-Quad.City.Intl.AP.725440	Single-Family Detached	1940-59s	0.078597	0.006490	0.837108	0.001501	0.011906	0.064398	59636.850440
IL_Moline-Quad.City.Intl.AP.725440	Single-Family Detached	1960-79s	0.119784	0.004820	0.749111	0.001432	0.021056	0.103797	76722.009610
IL_Moline-Quad.City.Intl.AP.725440	Single-Family Detached	1980-99s	0.120819	0.001382	0.655204	0.002345	0.035489	0.184761	35338.129690
IL_Moline-Quad.City.Intl.AP.725440	Single-Family Detached	2000-09s	0.137648	0.000641	0.598840	0.009281	0.040077	0.213513	20873.705380
IL_Peoria-Greater.Peoria.AP.725320	Single-Family Detached	<1940	0.073406	0.006150	0.756226	0.001207	0.021065	0.141945	77596.794570
IL_Peoria-Greater.Peoria.AP.725320	Single-Family Detached	2010s	0.174790	0.000350	0.643985	0.006933	0.032543	0.141398	2954.691706
IL_Peoria-Greater.Peoria.AP.725320	Single-Family Detached	1940-59s	0.085967	0.002943	0.853663	0.000884	0.008215	0.048328	68036.953530
IL_Peoria-Greater.Peoria.AP.725320	Single-Family Detached	1960-79s	0.172322	0.001097	0.720624	0.001329	0.012556	0.092072	79994.622150
IL_Peoria-Greater.Peoria.AP.725320	Single-Family Detached	1980-99s	0.129741	0.001354	0.712622	0.003191	0.018320	0.134773	42164.567230
IL_Peoria-Greater.Peoria.AP.725320	Single-Family Detached	2000-09s	0.178458	0.003048	0.665497	0.006804	0.025535	0.120658	27161.247620
IL_Rockford-Greater.Rockford.AP.725430	Single-Family Detached	<1940	0.055221	0.016022	0.759741	0.001762	0.026046	0.141207	54154.998720
IL_Rockford-Greater.Rockford.AP.725430	Single-Family Detached	2010s	0.059291	0.002998	0.725787	0.004520	0.038032	0.169372	912.162276
IL_Rockford-Greater.Rockford.AP.725430	Single-Family Detached	1940-59s	0.066104	0.008493	0.876525	0.001916	0.007909	0.039054	52096.964880
IL_Rockford-Greater.Rockford.AP.725430	Single-Family Detached	1960-79s	0.089826	0.004199	0.834766	0.000183	0.010182	0.060844	64065.657680
IL_Rockford-Greater.Rockford.AP.725430	Single-Family Detached	1980-99s	0.060783	0.002765	0.812202	0.000074	0.017041	0.107134	47944.555750
IL_Rockford-Greater.Rockford.AP.725430	Single-Family Detached	2000-09s	0.052668	0.000645	0.839649	0.000355	0.013292	0.093392	30366.433850
IL_Springfield-Capital.AP.724390	Single-Family Detached	<1940	0.087398	0.004766	0.754419	0.001506	0.028038	0.123874	58502.525480
IL_Springfield-Capital.AP.724390	Single-Family Detached	2010s	0.236421	0.001369	0.563056	0.008351	0.061052	0.129752	2144.634648
IL_Springfield-Capital.AP.724390	Single-Family Detached	1940-59s	0.117095	0.001111	0.821834	0.001668	0.006899	0.051393	56588.228290
IL_Springfield-Capital.AP.724390	Single-Family Detached	1960-79s	0.211979	0.000835	0.671690	0.002387	0.014204	0.098904	65503.534210
IL_Springfield-Capital.AP.724390	Single-Family Detached	1980-99s	0.166022	0.001236	0.652311	0.001529	0.027148	0.151754	38365.807350
IL_Springfield-Capital.AP.724390	Single-Family Detached	2000-09s	0.246900	0.003841	0.565680	0.003394	0.030276	0.149910	20342.705120
IN_Evansville.Rgnl.AP.724320	Single-Family Detached	<1940	0.162410	0.007634	0.676737	0.001833	0.033280	0.118107	73670.751110
IN_Evansville.Rgnl.AP.724320	Single-Family Detached	2010s	0.514200	0.003556	0.305114	0.001933	0.049401	0.125797	5359.571493
IN_Evansville.Rgnl.AP.724320	Single-Family Detached	1940-59s	0.183365	0.006174	0.698317	0.001782	0.017982	0.092378	94107.438310
IN_Evansville.Rgnl.AP.724320	Single-Family Detached	1960-79s	0.334217	0.003760	0.527747	0.001512	0.028144	0.104621	110230.625000
IN_Evansville.Rgnl.AP.724320	Single-Family Detached	1980-99s	0.382844	0.001832	0.419441	0.002100	0.036663	0.157120	81308.692410
IN_Evansville.Rgnl.AP.724320	Single-Family Detached	2000-09s	0.462477	0.000271	0.380164	0.002157	0.037567	0.117364	41456.816530
IN_Fort.Wayne.Intl.AP.725330	Single-Family Detached	<1940	0.133910	0.031944	0.608895	0.002873	0.063797	0.158581	82948.453360
IN_Fort.Wayne.Intl.AP.725330	Single-Family Detached	2010s	0.269271	0.000831	0.558303	0.009996	0.070762	0.090838	3874.183608
IN_Fort.Wayne.Intl.AP.725330	Single-Family Detached	1940-59s	0.140689	0.009194	0.738240	0.001761	0.027857	0.082258	65244.731710
IN_Fort.Wayne.Intl.AP.725330	Single-Family Detached	1960-79s	0.287162	0.006643	0.590398	0.004471	0.033211	0.078115	81966.827100
IN_Fort.Wayne.Intl.AP.725330	Single-Family Detached	1980-99s	0.174259	0.001317	0.626727	0.004838	0.043477	0.149382	66382.946050
IN_Fort.Wayne.Intl.AP.725330	Single-Family Detached	2000-09s	0.211969	0.002931	0.580688	0.008167	0.054358	0.141887	33864.035430
IN_Indianapolis.Intl.AP.724380	Single-Family Detached	<1940	0.124386	0.022408	0.704839	0.002333	0.035620	0.110414	137096.081100
IN_Indianapolis.Intl.AP.724380	Single-Family Detached	2010s	0.402052	0.001676	0.516652	0.003589	0.015196	0.060835	13365.482390
IN_Indianapolis.Intl.AP.724380	Single-Family Detached	1940-59s	0.124484	0.013030	0.786757	0.001419	0.016978	0.057332	154148.987900
IN_Indianapolis.Intl.AP.724380	Single-Family Detached	1960-79s	0.278572	0.010635	0.608189	0.001620	0.023885	0.077099	191035.084300
IN_Indianapolis.Intl.AP.724380	Single-Family Detached	1980-99s	0.317343	0.002342	0.569586	0.001486	0.021652	0.087590	188568.246900
IN_Indianapolis.Intl.AP.724380	Single-Family Detached	2000-09s	0.371297	0.001360	0.556140	0.001875	0.014045	0.055282	126386.497500
IN_South.Bend-Michiana.Rgnl.AP.725350	Single-Family Detached	<1940	0.069159	0.020758	0.734970	0.001226	0.060083	0.113804	76610.946510
IN_South.Bend-Michiana.Rgnl.AP.725350	Single-Family Detached	2010s	0.131293	0.001952	0.649614	0.011023	0.047324	0.158794	3123.635784
IN_South.Bend-Michiana.Rgnl.AP.725350	Single-Family Detached	1940-59s	0.072498	0.017711	0.824212	0.001457	0.020882	0.063240	81168.212100
IN_South.Bend-Michiana.Rgnl.AP.725350	Single-Family Detached	1960-79s	0.103892	0.014254	0.770093	0.001060	0.038523	0.072178	89845.169510
IN_South.Bend-Michiana.Rgnl.AP.725350	Single-Family Detached	1980-99s	0.078744	0.003410	0.744809	0.001989	0.049090	0.121957	71683.567890
IN_South.Bend-Michiana.Rgnl.AP.725350	Single-Family Detached	2000-09s	0.072592	0.002233	0.722966	0.001008	0.044705	0.156496	39466.876990
KS_Dodge.City.Rgnl.AP.724510	Single-Family Detached	<1940	0.103082	0.001147	0.697804	0.001652	0.031085	0.165230	18135.444740
KS_Dodge.City.Rgnl.AP.724510	Single-Family Detached	2010s	0.382584	0.000297	0.397017	0.000062	0.018724	0.201315	702.255249
KS_Dodge.City.Rgnl.AP.724510	Single-Family Detached	1940-59s	0.108076	0.000996	0.807638	0.000386	0.013313	0.069591	21836.875050
KS_Dodge.City.Rgnl.AP.724510	Single-Family Detached	1960-79s	0.176405	0.001658	0.744304	0.000286	0.014854	0.062492	27243.873600
KS_Dodge.City.Rgnl.AP.724510	Single-Family Detached	1980-99s	0.170919	0.000943	0.701644	0.000175	0.010139	0.116180	13529.667670
KS_Dodge.City.Rgnl.AP.724510	Single-Family Detached	2000-09s	0.282649	0.000980	0.564307	0.000505	0.020449	0.131109	4220.408309
KS_Goodland-Renner.Field.724650	Single-Family Detached	<1940	0.082557	0.003403	0.622420	0.001050	0.040063	0.250507	7476.788259
KS_Goodland-Renner.Field.724650	Single-Family Detached	2010s	0.284279	0.000491	0.339499	0.006863	0.054404	0.314464	161.781932
KS_Goodland-Renner.Field.724650	Single-Family Detached	1940-59s	0.091701	0.003465	0.756043	0.000095	0.021743	0.126953	6844.788620
