Dependency=PUMA	Dependency=Geometry Building Type ACS	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	Option=<1940	source_count	source_weight
AL, 01700	3 or 4 Unit	0.000000	0.106388	0.035966	0.353873	0.290241	0.116197	0.055332	0.004276	0.037726	124.000000	3976.000000
AL, 01700	5 to 9 Unit	0.000000	0.004767	0.021450	0.353081	0.156282	0.198502	0.195778	0.013619	0.056520	98.000000	2937.000000
AL, 01700	50 or more Unit	0.019827	0.000000	0.131970	0.226146	0.149318	0.000000	0.192689	0.049566	0.230483	45.000000	1614.000000
AL, 01700	Mobile Home	0.000000	0.000273	0.032541	0.110565	0.176569	0.428396	0.222632	0.028273	0.000751	1550.000000	29286.000000
AL, 01700	Single-Family Attached	0.029032	0.001613	0.253226	0.277419	0.067742	0.045161	0.048387	0.000000	0.277419	49.000000	620.000000
AL, 01700	Single-Family Detached	0.069360	0.088317	0.157251	0.239655	0.102638	0.110958	0.122212	0.018297	0.091311	3926.000000	68152.000000
AL, 01800	10 to 19 Unit	0.000000	0.007812	0.000000	0.000000	0.543527	0.040179	0.381696	0.026786	0.000000	29.000000	896.000000
AL, 01800	2 Unit	0.038608	0.005836	0.327946	0.086195	0.210774	0.172615	0.126375	0.010774	0.020875	128.000000	4455.000000
AL, 01800	20 to 49 Unit	0.000000	0.000000	0.000000	0.156780	0.000000	0.203390	0.639831	0.000000	0.000000	13.000000	236.000000
AL, 01800	3 or 4 Unit	0.034895	0.006481	0.329013	0.296610	0.151545	0.043868	0.137587	0.000000	0.000000	73.000000	2006.000000
AL, 01800	5 to 9 Unit	0.000000	0.000000	0.099954	0.181944	0.129433	0.375403	0.101336	0.111930	0.000000	86.000000	2171.000000
AL, 01800	50 or more Unit	0.000000	0.091644	0.000000	0.000000	0.369272	0.067385	0.202156	0.269542	0.000000	14.000000	371.000000
AL, 01800	Mobile Home	0.000000	0.016211	0.014283	0.072987	0.171684	0.429459	0.256418	0.036815	0.002142	1239.000000	28005.000000
AL, 01800	Single-Family Attached	0.000000	0.000000	0.159420	0.295957	0.149504	0.006865	0.303585	0.046529	0.038139	59.000000	1311.000000
AL, 01800	Single-Family Detached	0.058856	0.117269	0.128235	0.189368	0.110377	0.118992	0.135682	0.017699	0.123522	4195.000000	81249.000000
AL, 01900	10 to 19 Unit	0.003130	0.004126	0.023335	0.054781	0.150256	0.240609	0.408936	0.114826	0.000000	236.000000	7028.000000
AL, 01900	2 Unit	0.023820	0.048696	0.066335	0.084426	0.134178	0.353234	0.151364	0.134781	0.003166	171.000000	6633.000000
AL, 01900	20 to 49 Unit	0.000000	0.010379	0.015968	0.109780	0.160878	0.225549	0.325349	0.137325	0.014770	79.000000	2505.000000
AL, 01900	3 or 4 Unit	0.000000	0.000000	0.080785	0.175864	0.044215	0.169548	0.365027	0.140957	0.023604	90.000000	3008.000000
AL, 01900	5 to 9 Unit	0.019216	0.000000	0.033281	0.083796	0.153328	0.310222	0.295959	0.104200	0.000000	158.000000	5048.000000
AL, 01900	50 or more Unit	0.007762	0.034929	0.071798	0.213454	0.091850	0.219276	0.077620	0.272316	0.010996	80.000000	1546.000000
AL, 01900	Mobile Home	0.000000	0.006314	0.011215	0.083202	0.214630	0.440101	0.190247	0.053959	0.000332	765.000000	24074.000000
AL, 01900	Single-Family Attached	0.007282	0.021845	0.040183	0.052319	0.193905	0.251888	0.335761	0.062028	0.034790	150.000000	3708.000000
AL, 01900	Single-Family Detached	0.020184	0.057479	0.073794	0.140030	0.105572	0.209293	0.266077	0.095738	0.031834	3372.000000	89181.000000
AL, 02000	10 to 19 Unit	0.003051	0.012204	0.023714	0.270420	0.074608	0.197337	0.357787	0.050478	0.010401	163.000000	7211.000000
AL, 02000	2 Unit	0.039870	0.133849	0.169650	0.137103	0.072823	0.000000	0.235964	0.070382	0.140358	111.000000	2458.000000
AL, 02000	20 to 49 Unit	0.019848	0.017322	0.029231	0.163479	0.145796	0.328762	0.258390	0.037171	0.000000	82.000000	2771.000000
AL, 02000	3 or 4 Unit	0.070619	0.064955	0.211858	0.132679	0.093152	0.149295	0.152568	0.034617	0.090257	297.000000	7944.000000
AL, 02000	5 to 9 Unit	0.020431	0.006859	0.054802	0.227910	0.198259	0.235507	0.228721	0.016890	0.010621	354.000000	13558.000000
AL, 02000	50 or more Unit	0.018326	0.039885	0.088394	0.298958	0.128997	0.149479	0.167445	0.061804	0.046712	132.000000	2783.000000
AL, 02000	Mobile Home	0.000000	0.010368	0.000000	0.129791	0.178671	0.561563	0.075171	0.044436	0.000000	187.000000	5401.000000
AL, 02000	Single-Family Attached	0.135191	0.126872	0.060524	0.165973	0.209859	0.126248	0.057196	0.082987	0.035150	341.000000	4808.000000
AL, 02000	Single-Family Detached	0.050700	0.137549	0.137098	0.200136	0.132516	0.136914	0.106336	0.024498	0.074253	6339.000000	135523.000000
AL, 02100	10 to 19 Unit	0.000000	0.000000	0.066424	0.050856	0.019720	0.072652	0.749870	0.040477	0.000000	39.000000	1927.000000
AL, 02100	2 Unit	0.000000	0.015827	0.135252	0.264748	0.095683	0.101439	0.245324	0.096403	0.045324	75.000000	1390.000000
AL, 02100	20 to 49 Unit	0.000000	0.000000	0.045455	0.174487	0.000000	0.067449	0.428152	0.284457	0.000000	24.000000	682.000000
AL, 02100	3 or 4 Unit	0.000000	0.011679	0.049940	0.144180	0.052759	0.271043	0.204591	0.260975	0.004833	76.000000	2483.000000
AL, 02100	5 to 9 Unit	0.000000	0.000000	0.273977	0.022803	0.138162	0.161301	0.191818	0.169014	0.042924	65.000000	2982.000000
AL, 02100	50 or more Unit	0.000000	0.000000	0.000000	0.252525	0.000000	0.000000	0.303030	0.444444	0.000000	5.000000	99.000000
AL, 02100	Mobile Home	0.000000	0.002514	0.014570	0.077291	0.250026	0.405607	0.187545	0.062102	0.000344	1275.000000	29033.000000
AL, 02100	Single-Family Attached	0.000000	0.043607	0.032520	0.194383	0.127125	0.060606	0.509239	0.000000	0.032520	62.000000	1353.000000
AL, 02100	Single-Family Detached	0.024276	0.040450	0.088112	0.157327	0.105707	0.239070	0.256127	0.052191	0.036740	5685.000000	124524.000000
AL, 02200	10 to 19 Unit	0.000000	0.000000	0.000000	0.252788	0.356877	0.390335	0.000000	0.000000	0.000000	18.000000	269.000000
AL, 02200	2 Unit	0.000000	0.178541	0.047210	0.121888	0.255794	0.147639	0.222318	0.026609	0.000000	65.000000	1165.000000
AL, 02200	20 to 49 Unit	0.000000	0.003407	0.061329	0.187394	0.168654	0.270869	0.308348	0.000000	0.000000	34.000000	587.000000
AL, 02200	3 or 4 Unit	0.020709	0.000000	0.076862	0.030665	0.260454	0.375149	0.223815	0.012346	0.000000	106.000000	2511.000000
AL, 02200	5 to 9 Unit	0.000000	0.020515	0.063154	0.069590	0.188656	0.375704	0.135961	0.139984	0.006436	113.000000	2486.000000
AL, 02200	50 or more Unit	0.000000	0.000000	0.260274	0.000000	0.223744	0.315068	0.073059	0.127854	0.000000	11.000000	219.000000
AL, 02200	Mobile Home	0.004098	0.003199	0.016660	0.105058	0.224210	0.426496	0.191190	0.028289	0.000800	1628.000000	30012.000000
AL, 02200	Single-Family Attached	0.014210	0.000000	0.383659	0.094139	0.124334	0.376554	0.007105	0.000000	0.000000	35.000000	563.000000
AL, 02200	Single-Family Detached	0.046931	0.106280	0.125879	0.177496	0.166622	0.157104	0.131934	0.029721	0.058033	4847.000000	74492.000000
AL, 02300	10 to 19 Unit	0.000000	0.133903	0.062678	0.296296	0.022792	0.376068	0.000000	0.000000	0.108262	15.000000	351.000000
AL, 02300	2 Unit	0.023757	0.142544	0.104167	0.254386	0.096126	0.336623	0.008406	0.013889	0.020102	161.000000	2736.000000
AL, 02300	20 to 49 Unit	0.000000	0.000000	0.000000	0.060345	0.068966	0.000000	0.443966	0.426724	0.000000	14.000000	232.000000
AL, 02300	3 or 4 Unit	0.090204	0.028613	0.085354	0.138215	0.346266	0.205626	0.074200	0.031523	0.000000	122.000000	2062.000000
AL, 02300	5 to 9 Unit	0.051113	0.031293	0.066759	0.216620	0.170376	0.154033	0.267385	0.029903	0.012517	126.000000	2876.000000
AL, 02300	50 or more Unit	0.000000	0.000000	0.000000	0.066158	0.071247	0.208651	0.608142	0.000000	0.045802	26.000000	393.000000
AL, 02300	Mobile Home	0.001170	0.001755	0.012915	0.082269	0.186081	0.434350	0.228970	0.050736	0.001755	1930.000000	20518.000000
AL, 02300	Single-Family Attached	0.032033	0.045428	0.024461	0.124636	0.068142	0.107746	0.532906	0.051835	0.012813	99.000000	1717.000000
AL, 02300	Single-Family Detached	0.045001	0.097701	0.128290	0.201880	0.123182	0.134114	0.153400	0.040213	0.076219	6637.000000	81043.000000
AL, 02400	10 to 19 Unit	0.025332	0.043065	0.010766	0.115263	0.053198	0.445218	0.110830	0.196327	0.000000	52.000000	1579.000000
AL, 02400	2 Unit	0.048012	0.115664	0.130698	0.245150	0.177498	0.091901	0.103783	0.012609	0.074685	212.000000	4124.000000
AL, 02400	20 to 49 Unit	0.000000	0.000000	0.166247	0.152393	0.071788	0.010076	0.321159	0.278338	0.000000	22.000000	794.000000
AL, 02400	3 or 4 Unit	0.057303	0.089663	0.121798	0.198427	0.183820	0.276404	0.044270	0.015281	0.013034	194.000000	4450.000000
AL, 02400	5 to 9 Unit	0.071566	0.022998	0.135896	0.215664	0.160019	0.165487	0.071406	0.112094	0.044870	212.000000	6218.000000
AL, 02400	50 or more Unit	0.000000	0.000000	0.161151	0.356835	0.102158	0.094964	0.181295	0.103597	0.000000	29.000000	695.000000
AL, 02400	Mobile Home	0.000729	0.004243	0.031324	0.071829	0.252875	0.388147	0.175677	0.074878	0.000298	1645.000000	30169.000000
AL, 02400	Single-Family Attached	0.000000	0.078473	0.128314	0.125133	0.144221	0.156946	0.239661	0.018028	0.109226	72.000000	943.000000
AL, 02400	Single-Family Detached	0.044252	0.086299	0.138022	0.165869	0.108840	0.131735	0.148871	0.080099	0.096013	4635.000000	79364.000000
AL, 02500	10 to 19 Unit	0.038505	0.038505	0.004530	0.284824	0.145527	0.152322	0.211212	0.124575	0.000000	263.000000	1766.000000
AL, 02500	2 Unit	0.038845	0.157810	0.126248	0.248988	0.133801	0.165902	0.065012	0.012139	0.051254	361.000000	3707.000000
AL, 02500	20 to 49 Unit	0.000000	0.045349	0.024419	0.136047	0.079070	0.108140	0.226744	0.376744	0.003488	97.000000	860.000000
AL, 02500	3 or 4 Unit	0.083761	0.122650	0.109188	0.154701	0.174359	0.120085	0.125214	0.083333	0.026709	491.000000	4680.000000
AL, 02500	5 to 9 Unit	0.038795	0.115353	0.106892	0.275691	0.199340	0.140735	0.088733	0.021874	0.012588	515.000000	4846.000000
AL, 02500	50 or more Unit	0.015625	0.028846	0.055288	0.213942	0.121394	0.239183	0.096154	0.215144	0.014423	154.000000	832.000000
AL, 02500	Mobile Home	0.001260	0.002785	0.008720	0.068298	0.199556	0.463033	0.222565	0.031894	0.001890	2890.000000	30162.000000
AL, 02500	Single-Family Attached	0.008940	0.140060	0.084291	0.126011	0.210302	0.236696	0.088974	0.015751	0.088974	261.000000	2349.000000
AL, 02500	Single-Family Detached	0.032733	0.088538	0.125525	0.207322	0.133773	0.127143	0.191670	0.044186	0.049111	16458.000000	126692.000000
AL, 02600	10 to 19 Unit	0.000000	0.000000	0.000000	0.020266	0.098176	0.399910	0.391128	0.090520	0.000000	94.000000	4441.000000
AL, 02600	2 Unit	0.000000	0.065678	0.029661	0.100282	0.181497	0.286723	0.320621	0.015537	0.000000	55.000000	1416.000000
AL, 02600	20 to 49 Unit	0.000000	0.000000	0.057827	0.009913	0.152416	0.279223	0.384552	0.116068	0.000000	65.000000	2421.000000
AL, 02600	3 or 4 Unit	0.000000	0.000000	0.065728	0.143883	0.242198	0.275614	0.226457	0.036178	0.009942	118.000000	3621.000000
AL, 02600	5 to 9 Unit	0.000000	0.000000	0.021288	0.065940	0.123313	0.347352	0.333853	0.108255	0.000000	97.000000	3852.000000
AL, 02600	50 or more Unit	0.000000	0.000000	0.000000	0.077844	0.205896	0.202672	0.410871	0.102718	0.000000	82.000000	2171.000000
AL, 02600	Mobile Home	0.003847	0.010782	0.003942	0.122780	0.211694	0.420633	0.169849	0.052294	0.004180	716.000000	21054.000000
AL, 02600	Single-Family Attached	0.000000	0.016058	0.000000	0.118426	0.279004	0.325974	0.180650	0.079888	0.000000	109.000000	2491.000000
AL, 02600	Single-Family Detached	0.019096	0.044655	0.076291	0.106714	0.107683	0.221781	0.319687	0.078117	0.025976	5129.000000	127040.000000
AL, 02701	10 to 19 Unit	0.022426	0.010069	0.037986	0.383524	0.121281	0.152860	0.158352	0.098398	0.015103	89.000000	2185.000000
AL, 02701	2 Unit	0.169688	0.185836	0.227195	0.123229	0.080453	0.034278	0.004533	0.066006	0.108782	208.000000	3530.000000
AL, 02701	20 to 49 Unit	0.000000	0.041369	0.151213	0.119829	0.239658	0.021398	0.152639	0.225392	0.048502	39.000000	701.000000
AL, 02701	3 or 4 Unit	0.095063	0.266177	0.171114	0.100067	0.078386	0.039360	0.056037	0.003336	0.190460	153.000000	2998.000000
AL, 02701	5 to 9 Unit	0.022877	0.120624	0.113692	0.125130	0.195147	0.238128	0.105026	0.039861	0.039515	114.000000	2885.000000
AL, 02701	50 or more Unit	0.059282	0.058242	0.078003	0.304212	0.144566	0.042122	0.200208	0.065003	0.048362	123.000000	1923.000000
AL, 02701	Mobile Home	0.012806	0.095460	0.008149	0.188591	0.025611	0.407451	0.250291	0.000000	0.011641	59.000000	859.000000
AL, 02701	Single-Family Attached	0.053299	0.160745	0.195431	0.072758	0.114213	0.072758	0.037225	0.122673	0.170897	65.000000	1182.000000
AL, 02701	Single-Family Detached	0.115707	0.260946	0.225540	0.150661	0.071538	0.039048	0.029834	0.002136	0.104589	4584.000000	73038.000000
AL, 02702	10 to 19 Unit	0.000000	0.075241	0.039370	0.305483	0.137504	0.284194	0.084427	0.073782	0.000000	190.000000	6858.000000
AL, 02702	2 Unit	0.000000	0.000000	0.124820	0.147186	0.450938	0.213564	0.000000	0.046898	0.016595	44.000000	1386.000000
AL, 02702	20 to 49 Unit	0.000000	0.010541	0.021082	0.340829	0.214336	0.139143	0.066760	0.207309	0.000000	95.000000	2846.000000
AL, 02702	3 or 4 Unit	0.000000	0.027551	0.067155	0.293586	0.269910	0.142488	0.176496	0.022815	0.000000	101.000000	2323.000000
AL, 02702	5 to 9 Unit	0.001756	0.047529	0.025332	0.398044	0.282919	0.090168	0.105468	0.048784	0.000000	277.000000	7974.000000
AL, 02702	50 or more Unit	0.000000	0.023651	0.053942	0.195436	0.242739	0.178838	0.198340	0.107054	0.000000	114.000000	2410.000000
AL, 02702	Mobile Home	0.000000	0.000000	0.000000	0.288609	0.005590	0.306080	0.399720	0.000000	0.000000	53.000000	1431.000000
AL, 02702	Single-Family Attached	0.000000	0.000000	0.127897	0.216309	0.393991	0.224893	0.026609	0.000000	0.010300	67.000000	1165.000000
AL, 02702	Single-Family Detached	0.033705	0.133131	0.200751	0.238827	0.179431	0.110778	0.074322	0.011212	0.017844	3496.000000	71621.000000
AL, 02703	10 to 19 Unit	0.000000	0.000000	0.000000	0.232435	0.053883	0.259905	0.285790	0.167987	0.000000	40.000000	1893.000000
AL, 02703	2 Unit	0.051881	0.031128	0.064851	0.019455	0.320363	0.062257	0.450065	0.000000	0.000000	27.000000	771.000000
AL, 02703	20 to 49 Unit	0.007105	0.000000	0.000000	0.157194	0.406750	0.069272	0.359680	0.000000	0.000000	21.000000	1126.000000
AL, 02703	3 or 4 Unit	0.000000	0.007812	0.107143	0.167411	0.160714	0.130580	0.320312	0.079241	0.026786	44.000000	896.000000
AL, 02703	5 to 9 Unit	0.000000	0.017633	0.008817	0.096984	0.297912	0.112297	0.354988	0.111369	0.000000	56.000000	2155.000000
AL, 02703	50 or more Unit	0.000000	0.010614	0.000000	0.060652	0.112964	0.288097	0.157695	0.369977	0.000000	40.000000	1319.000000
AL, 02703	Mobile Home	0.009122	0.005784	0.009200	0.109856	0.191918	0.413299	0.239082	0.021350	0.000388	909.000000	25761.000000
AL, 02703	Single-Family Attached	0.046154	0.044444	0.092308	0.083761	0.430769	0.138462	0.164103	0.000000	0.000000	34.000000	585.000000
AL, 02703	Single-Family Detached	0.013678	0.045920	0.081992	0.208583	0.155557	0.179003	0.239120	0.050066	0.026081	5838.000000	148344.000000
AR, 00100	10 to 19 Unit	0.002821	0.002144	0.008802	0.044685	0.258858	0.359400	0.277928	0.045362	0.000000	362.000000	8862.000000
AR, 00100	2 Unit	0.000000	0.036637	0.021301	0.177506	0.151377	0.316671	0.184607	0.084067	0.027833	214.000000	3521.000000
AR, 00100	20 to 49 Unit	0.000000	0.000000	0.070555	0.081844	0.188147	0.180621	0.241769	0.237065	0.000000	58.000000	1063.000000
AR, 00100	3 or 4 Unit	0.002650	0.018550	0.029529	0.131554	0.276737	0.274276	0.229983	0.007950	0.028772	227.000000	5283.000000
AR, 00100	5 to 9 Unit	0.009424	0.004635	0.016376	0.051135	0.194500	0.370771	0.234049	0.089603	0.029507	284.000000	6473.000000
AR, 00100	50 or more Unit	0.000000	0.000000	0.027216	0.047434	0.122862	0.282271	0.428460	0.091757	0.000000	84.000000	1286.000000
AR, 00100	Mobile Home	0.000000	0.004606	0.036187	0.139732	0.225347	0.347479	0.214738	0.031911	0.000000	578.000000	12159.000000
AR, 00100	Single-Family Attached	0.020166	0.007815	0.013816	0.039913	0.190915	0.371014	0.261880	0.092527	0.001954	517.000000	14331.000000
AR, 00100	Single-Family Detached	0.019311	0.026687	0.045712	0.117136	0.137531	0.226051	0.323419	0.080537	0.023616	9799.000000	192793.000000
AR, 00200	10 to 19 Unit	0.003733	0.015232	0.008730	0.067188	0.118904	0.392595	0.353221	0.038772	0.001626	394.000000	16610.000000
AR, 00200	2 Unit	0.001180	0.010231	0.001023	0.093256	0.234359	0.425671	0.194617	0.005666	0.033997	314.000000	12707.000000
AR, 00200	20 to 49 Unit	0.000000	0.000000	0.004321	0.068171	0.112338	0.477436	0.229237	0.097936	0.010562	113.000000	4166.000000
AR, 00200	3 or 4 Unit	0.000000	0.016315	0.042238	0.038335	0.240617	0.416975	0.211691	0.013913	0.019918	235.000000	9991.000000
AR, 00200	5 to 9 Unit	0.006389	0.003508	0.016662	0.166249	0.160611	0.349912	0.240416	0.037459	0.018792	238.000000	7982.000000
AR, 00200	50 or more Unit	0.000000	0.006340	0.000000	0.102501	0.189151	0.201832	0.149701	0.319831	0.030645	114.000000	2839.000000
AR, 00200	Mobile Home	0.000000	0.000000	0.013877	0.168642	0.298448	0.256336	0.225210	0.035752	0.001735	407.000000	10377.000000
AR, 00200	Single-Family Attached	0.028037	0.015966	0.016939	0.111955	0.120911	0.358840	0.293030	0.046145	0.008178	194.000000	5136.000000
AR, 00200	Single-Family Detached	0.021504	0.061757	0.087458	0.137596	0.121399	0.191043	0.279673	0.050901	0.048668	5960.000000	144161.000000
AR, 00300	10 to 19 Unit	0.000000	0.000000	0.067907	0.036279	0.293953	0.540465	0.061395	0.000000	0.000000	61.000000	1075.000000
AR, 00300	2 Unit	0.059750	0.030570	0.175081	0.209356	0.091709	0.227883	0.116258	0.080593	0.008800	111.000000	2159.000000
AR, 00300	20 to 49 Unit	0.000000	0.000000	0.046595	0.170251	0.143369	0.231183	0.308244	0.041219	0.059140	51.000000	558.000000
AR, 00300	3 or 4 Unit	0.002804	0.056075	0.081308	0.330374	0.120561	0.162617	0.180841	0.052336	0.013084	130.000000	2140.000000
AR, 00300	5 to 9 Unit	0.000000	0.000000	0.034552	0.050075	0.156234	0.425638	0.321482	0.000000	0.012018	101.000000	1997.000000
AR, 00300	50 or more Unit	0.000000	0.000000	0.038194	0.263889	0.302083	0.319444	0.000000	0.076389	0.000000	13.000000	288.000000
AR, 00300	Mobile Home	0.000000	0.001851	0.029613	0.175779	0.157471	0.417188	0.191286	0.023611	0.003201	1096.000000	19991.000000
AR, 00300	Single-Family Attached	0.000000	0.017944	0.137730	0.239088	0.124151	0.127546	0.303589	0.036372	0.013579	115.000000	2062.000000
AR, 00300	Single-Family Detached	0.038537	0.057810	0.083308	0.238686	0.137482	0.172746	0.161889	0.026805	0.082737	6580.000000	115499.000000
AR, 00400	10 to 19 Unit	0.222222	0.045351	0.099773	0.326531	0.081633	0.106576	0.086168	0.031746	0.000000	32.000000	441.000000
AR, 00400	2 Unit	0.000000	0.000000	0.087410	0.113873	0.129912	0.257418	0.231756	0.115477	0.064154	87.000000	1247.000000
AR, 00400	20 to 49 Unit	0.000000	0.010060	0.016097	0.108652	0.279678	0.511066	0.024145	0.050302	0.000000	33.000000	497.000000
AR, 00400	3 or 4 Unit	0.006286	0.066003	0.225249	0.049764	0.241488	0.117863	0.149817	0.136197	0.007334	115.000000	1909.000000
AR, 00400	5 to 9 Unit	0.045760	0.018843	0.080754	0.209960	0.481830	0.037685	0.021534	0.103634	0.000000	56.000000	743.000000
AR, 00400	50 or more Unit	0.000000	0.000000	0.000000	0.276423	0.195122	0.430894	0.040650	0.056911	0.000000	20.000000	246.000000
AR, 00400	Mobile Home	0.000000	0.000987	0.016818	0.138167	0.268546	0.309020	0.192095	0.073160	0.001207	1532.000000	27351.000000
AR, 00400	Single-Family Attached	0.000000	0.000000	0.483491	0.226415	0.136006	0.042453	0.111635	0.000000	0.000000	66.000000	1272.000000
AR, 00400	Single-Family Detached	0.037540	0.052252	0.088399	0.258631	0.154263	0.156295	0.161269	0.032702	0.058650	5815.000000	95499.000000
AR, 00500	10 to 19 Unit	0.010456	0.000000	0.012064	0.121448	0.072118	0.282038	0.249598	0.241555	0.010724	118.000000	3730.000000
AR, 00500	2 Unit	0.014025	0.015662	0.050958	0.075736	0.200561	0.270921	0.127863	0.231183	0.013090	213.000000	4278.000000
AR, 00500	20 to 49 Unit	0.000000	0.015625	0.024639	0.177284	0.330529	0.165264	0.218750	0.046274	0.021635	76.000000	1664.000000
AR, 00500	3 or 4 Unit	0.007058	0.004705	0.061306	0.082895	0.097426	0.257957	0.103238	0.348464	0.036950	244.000000	7226.000000
AR, 00500	5 to 9 Unit	0.007918	0.043083	0.056591	0.234513	0.120633	0.187471	0.209362	0.140429	0.000000	158.000000	4294.000000
AR, 00500	50 or more Unit	0.000000	0.000000	0.081369	0.149270	0.194164	0.301347	0.225028	0.048822	0.000000	60.000000	1782.000000
AR, 00500	Mobile Home	0.000000	0.002341	0.031630	0.140435	0.219699	0.365827	0.218307	0.019484	0.002277	869.000000	15808.000000
