Dependency=Location	Dependency=Geometry Building Type ACS	Dependency=Vintage ACS	Option=0-1499	Option=1500-2499	Option=2500-3499	Option=3500+	Counts
GA_Augusta-Bush-Field.722180	Single-Family Detached	1980-99s	0.162699	0.598858	0.125680	0.112763	51325.390240
GA_Augusta-Bush-Field.722180	Single-Family Detached	2000-09s	0.239012	0.279321	0.246960	0.234706	28322.772080
GA_Augusta-Bush-Field.722180	Single-Family Detached	<1940	0.290980	0.395848	0.164151	0.149020	10910.586980
GA_Augusta-Bush-Field.722180	Single-Family Detached	2010s	0.243213	0.258747	0.252845	0.245194	5621.916980
GA_Columbus.Metro.AP.722255	Single-Family Detached	1940-59s	0.507445	0.372290	0.085029	0.035235	31815.029270
GA_Columbus.Metro.AP.722255	Single-Family Detached	1960-79s	0.350744	0.457448	0.129403	0.062405	54116.513480
GA_Columbus.Metro.AP.722255	Single-Family Detached	1980-99s	0.239303	0.478215	0.186914	0.095569	49120.953740
GA_Columbus.Metro.AP.722255	Single-Family Detached	2000-09s	0.163280	0.495384	0.221636	0.119700	29248.787110
GA_Columbus.Metro.AP.722255	Single-Family Detached	<1940	0.381831	0.433899	0.116321	0.067949	15666.576320
GA_Columbus.Metro.AP.722255	Single-Family Detached	2010s	0.168143	0.354147	0.291457	0.186253	6153.746423
GA_Macon-Middle.Georgia.Rgnl.AP.722170	Single-Family Detached	1940-59s	0.512155	0.370815	0.082527	0.034503	35476.273500
GA_Macon-Middle.Georgia.Rgnl.AP.722170	Single-Family Detached	1960-79s	0.349631	0.456682	0.129759	0.063928	69960.300990
GA_Macon-Middle.Georgia.Rgnl.AP.722170	Single-Family Detached	1980-99s	0.239862	0.483257	0.182429	0.094452	66170.534500
GA_Macon-Middle.Georgia.Rgnl.AP.722170	Single-Family Detached	2000-09s	0.158454	0.491127	0.228984	0.121434	41204.415370
GA_Macon-Middle.Georgia.Rgnl.AP.722170	Single-Family Detached	<1940	0.381592	0.442825	0.109304	0.066279	16872.243660
GA_Macon-Middle.Georgia.Rgnl.AP.722170	Single-Family Detached	2010s	0.168334	0.371403	0.293537	0.166726	3295.480196
GA_Savannah.Intl.AP.722070	Single-Family Detached	1940-59s	0.511500	0.369590	0.085265	0.033645	25656.134930
GA_Savannah.Intl.AP.722070	Single-Family Detached	1960-79s	0.358192	0.462325	0.119609	0.059874	45193.251720
GA_Savannah.Intl.AP.722070	Single-Family Detached	1980-99s	0.248088	0.486073	0.177235	0.088604	61379.118650
GA_Savannah.Intl.AP.722070	Single-Family Detached	2000-09s	0.163423	0.495429	0.223739	0.117409	51730.568220
GA_Savannah.Intl.AP.722070	Single-Family Detached	<1940	0.402703	0.440598	0.100027	0.056671	10430.090590
GA_Savannah.Intl.AP.722070	Single-Family Detached	2010s	0.170745	0.340734	0.298593	0.189927	5380.830876
IA_Des.Moines.Intl.AP.725460	Single-Family Detached	1940-59s	0.361033	0.413559	0.121721	0.103688	50273.647620
IA_Des.Moines.Intl.AP.725460	Single-Family Detached	1960-79s	0.263377	0.495780	0.164085	0.076758	64991.781070
IA_Des.Moines.Intl.AP.725460	Single-Family Detached	1980-99s	0.231329	0.299727	0.264626	0.204318	47247.316920
IA_Des.Moines.Intl.AP.725460	Single-Family Detached	2000-09s	0.228140	0.270769	0.250898	0.250192	39152.759730
IA_Des.Moines.Intl.AP.725460	Single-Family Detached	<1940	0.334004	0.386737	0.134935	0.144324	73814.680240
IA_Des.Moines.Intl.AP.725460	Single-Family Detached	2010s	0.226197	0.267079	0.244667	0.262056	5826.480022
IA_Mason.City.Muni.AP.725485	Single-Family Detached	1940-59s	0.478242	0.376421	0.091919	0.053418	28510.828670
IA_Mason.City.Muni.AP.725485	Single-Family Detached	1960-79s	0.319178	0.447221	0.164964	0.068636	26930.754740
IA_Mason.City.Muni.AP.725485	Single-Family Detached	1980-99s	0.181314	0.425702	0.285713	0.107272	10311.899430
IA_Mason.City.Muni.AP.725485	Single-Family Detached	2000-09s	0.161940	0.349837	0.241067	0.247157	5485.261461
IA_Mason.City.Muni.AP.725485	Single-Family Detached	<1940	0.396505	0.438767	0.104320	0.060408	40696.222760
IA_Mason.City.Muni.AP.725485	Single-Family Detached	2010s	0.156234	0.319003	0.222336	0.302427	723.958648
IA_Sioux.City-Sioux.Gateway.AP.725570	Single-Family Detached	1940-59s	0.473006	0.377975	0.087001	0.062018	15630.293220
IA_Sioux.City-Sioux.Gateway.AP.725570	Single-Family Detached	1960-79s	0.327246	0.431133	0.169834	0.071787	19879.703880
IA_Sioux.City-Sioux.Gateway.AP.725570	Single-Family Detached	1980-99s	0.179365	0.440374	0.261249	0.119013	10311.230080
IA_Sioux.City-Sioux.Gateway.AP.725570	Single-Family Detached	2000-09s	0.142963	0.369240	0.216814	0.270983	6055.493856
IA_Sioux.City-Sioux.Gateway.AP.725570	Single-Family Detached	<1940	0.412837	0.425960	0.105561	0.055642	28846.008110
IA_Sioux.City-Sioux.Gateway.AP.725570	Single-Family Detached	2010s	0.069809	0.217496	0.302670	0.410025	722.267553
IA_Waterloo.Muni.AP.725480	Single-Family Detached	1940-59s	0.484138	0.380277	0.086951	0.048634	41205.842590
IA_Waterloo.Muni.AP.725480	Single-Family Detached	1960-79s	0.322029	0.452134	0.157952	0.067885	52793.143440
IA_Waterloo.Muni.AP.725480	Single-Family Detached	1980-99s	0.164995	0.434234	0.290038	0.110733	26858.954890
IA_Waterloo.Muni.AP.725480	Single-Family Detached	2000-09s	0.156673	0.343812	0.240551	0.258965	22609.990510
IA_Waterloo.Muni.AP.725480	Single-Family Detached	<1940	0.404138	0.433252	0.103699	0.058911	57954.093900
IA_Waterloo.Muni.AP.725480	Single-Family Detached	2010s	0.089960	0.324323	0.198355	0.387361	3640.230996
ID_Boise.Air.Terminal.726810	Single-Family Detached	1940-59s	0.554972	0.330330	0.071191	0.043508	24265.186040
ID_Boise.Air.Terminal.726810	Single-Family Detached	1960-79s	0.346624	0.467287	0.144781	0.041307	45719.733890
ID_Boise.Air.Terminal.726810	Single-Family Detached	1980-99s	0.225309	0.523325	0.172399	0.078967	64218.840460
ID_Boise.Air.Terminal.726810	Single-Family Detached	2000-09s	0.161292	0.429302	0.254409	0.154997	61682.634520
ID_Boise.Air.Terminal.726810	Single-Family Detached	<1940	0.470823	0.359465	0.095999	0.073713	14512.890940
ID_Boise.Air.Terminal.726810	Single-Family Detached	2010s	0.164814	0.468268	0.226365	0.140553	5815.140283
ID_Pocatello.Muni.AP.725780	Single-Family Detached	1940-59s	0.534413	0.340041	0.082310	0.043235	24984.397120
ID_Pocatello.Muni.AP.725780	Single-Family Detached	1960-79s	0.343566	0.469723	0.148267	0.038444	38102.872870
ID_Pocatello.Muni.AP.725780	Single-Family Detached	1980-99s	0.213625	0.497155	0.197393	0.091827	30217.834690
ID_Pocatello.Muni.AP.725780	Single-Family Detached	2000-09s	0.156937	0.418766	0.255456	0.168840	26705.254040
ID_Pocatello.Muni.AP.725780	Single-Family Detached	<1940	0.467708	0.356761	0.097739	0.077792	19150.379940
ID_Pocatello.Muni.AP.725780	Single-Family Detached	2010s	0.164851	0.438649	0.246486	0.150014	2673.555587
IL_Chicago-OHare.Intl.AP.725300	Single-Family Detached	1940-59s	0.440941	0.371980	0.118426	0.068652	459584.939700
IL_Chicago-OHare.Intl.AP.725300	Single-Family Detached	1960-79s	0.289176	0.439157	0.176626	0.095041	469586.270500
IL_Chicago-OHare.Intl.AP.725300	Single-Family Detached	1980-99s	0.100986	0.363090	0.321511	0.214414	345275.341800
IL_Chicago-OHare.Intl.AP.725300	Single-Family Detached	2000-09s	0.046700	0.175362	0.348429	0.429508	196180.815700
IL_Chicago-OHare.Intl.AP.725300	Single-Family Detached	<1940	0.346723	0.375229	0.190748	0.087300	290034.983600
IL_Chicago-OHare.Intl.AP.725300	Single-Family Detached	2010s	0.063028	0.370470	0.246287	0.320215	9565.898386
IL_Moline-Quad.City.Intl.AP.725440	Single-Family Detached	1940-59s	0.428327	0.282814	0.170914	0.117945	59636.850440
IL_Moline-Quad.City.Intl.AP.725440	Single-Family Detached	1960-79s	0.286788	0.324471	0.305628	0.083114	76722.009610
IL_Moline-Quad.City.Intl.AP.725440	Single-Family Detached	1980-99s	0.158172	0.505255	0.219711	0.116862	35338.129690
IL_Moline-Quad.City.Intl.AP.725440	Single-Family Detached	2000-09s	0.137443	0.471759	0.197375	0.193423	20873.705380
IL_Moline-Quad.City.Intl.AP.725440	Single-Family Detached	<1940	0.410969	0.391939	0.117497	0.079595	84624.930460
IL_Moline-Quad.City.Intl.AP.725440	Single-Family Detached	2010s	0.165034	0.280968	0.222512	0.331486	3115.276639
IL_Peoria-Greater.Peoria.AP.725320	Single-Family Detached	1940-59s	0.411090	0.339806	0.138516	0.110589	68036.953530
IL_Peoria-Greater.Peoria.AP.725320	Single-Family Detached	1960-79s	0.350042	0.346797	0.165083	0.138077	79994.622150
IL_Peoria-Greater.Peoria.AP.725320	Single-Family Detached	1980-99s	0.174523	0.423593	0.235128	0.166756	42164.567230
IL_Peoria-Greater.Peoria.AP.725320	Single-Family Detached	2000-09s	0.177196	0.377402	0.228523	0.216879	27161.247620
IL_Peoria-Greater.Peoria.AP.725320	Single-Family Detached	<1940	0.407066	0.369170	0.147916	0.075848	77596.794570
IL_Peoria-Greater.Peoria.AP.725320	Single-Family Detached	2010s	0.158007	0.324840	0.271705	0.245448	2954.691706
IL_Rockford-Greater.Rockford.AP.725430	Single-Family Detached	1940-59s	0.427156	0.353465	0.124012	0.095366	52096.964880
IL_Rockford-Greater.Rockford.AP.725430	Single-Family Detached	1960-79s	0.279679	0.412575	0.176515	0.131231	64065.657680
IL_Rockford-Greater.Rockford.AP.725430	Single-Family Detached	1980-99s	0.133037	0.526594	0.199271	0.141098	47944.555750
IL_Rockford-Greater.Rockford.AP.725430	Single-Family Detached	2000-09s	0.101019	0.460516	0.216162	0.222302	30366.433850
IL_Rockford-Greater.Rockford.AP.725430	Single-Family Detached	<1940	0.340154	0.385320	0.174309	0.100217	54154.998720
IL_Rockford-Greater.Rockford.AP.725430	Single-Family Detached	2010s	0.146812	0.322631	0.228650	0.301907	912.162276
IL_Springfield-Capital.AP.724390	Single-Family Detached	1940-59s	0.547245	0.319887	0.093066	0.039802	56588.228290
IL_Springfield-Capital.AP.724390	Single-Family Detached	1960-79s	0.348255	0.449140	0.140647	0.061958	65503.534210
IL_Springfield-Capital.AP.724390	Single-Family Detached	1980-99s	0.155526	0.469206	0.236546	0.138722	38365.807350
IL_Springfield-Capital.AP.724390	Single-Family Detached	2000-09s	0.145985	0.463472	0.210265	0.180278	20342.705120
IL_Springfield-Capital.AP.724390	Single-Family Detached	<1940	0.392176	0.409611	0.143487	0.054726	58502.525480
IL_Springfield-Capital.AP.724390	Single-Family Detached	2010s	0.100592	0.382557	0.272473	0.244378	2144.634648
IN_Evansville.Rgnl.AP.724320	Single-Family Detached	1940-59s	0.470376	0.347220	0.110979	0.071425	94107.438310
IN_Evansville.Rgnl.AP.724320	Single-Family Detached	1960-79s	0.327968	0.451560	0.141786	0.078686	110230.625000
IN_Evansville.Rgnl.AP.724320	Single-Family Detached	1980-99s	0.226464	0.403333	0.218962	0.151241	81308.692410
IN_Evansville.Rgnl.AP.724320	Single-Family Detached	2000-09s	0.151504	0.476097	0.205815	0.166584	41456.816530
IN_Evansville.Rgnl.AP.724320	Single-Family Detached	<1940	0.343320	0.355112	0.155605	0.145963	73670.751110
IN_Evansville.Rgnl.AP.724320	Single-Family Detached	2010s	0.150003	0.351392	0.244512	0.254093	5359.571493
IN_Fort.Wayne.Intl.AP.725330	Single-Family Detached	1940-59s	0.464068	0.289202	0.143805	0.102925	65244.731710
IN_Fort.Wayne.Intl.AP.725330	Single-Family Detached	1960-79s	0.337803	0.381607	0.164708	0.115882	81966.827100
IN_Fort.Wayne.Intl.AP.725330	Single-Family Detached	1980-99s	0.160399	0.521182	0.185671	0.132748	66382.946050
IN_Fort.Wayne.Intl.AP.725330	Single-Family Detached	2000-09s	0.144216	0.318832	0.388275	0.148677	33864.035430
IN_Fort.Wayne.Intl.AP.725330	Single-Family Detached	<1940	0.365714	0.401070	0.156090	0.077127	82948.453360
IN_Fort.Wayne.Intl.AP.725330	Single-Family Detached	2010s	0.186014	0.338799	0.237375	0.237812	3874.183608
IN_Indianapolis.Intl.AP.724380	Single-Family Detached	1940-59s	0.490999	0.262608	0.189579	0.056815	154148.987900
IN_Indianapolis.Intl.AP.724380	Single-Family Detached	1960-79s	0.262755	0.468707	0.201577	0.066961	191035.084300
IN_Indianapolis.Intl.AP.724380	Single-Family Detached	1980-99s	0.205141	0.344491	0.185519	0.264850	188568.246900
IN_Indianapolis.Intl.AP.724380	Single-Family Detached	2000-09s	0.216274	0.308408	0.231072	0.244246	126386.497500
IN_Indianapolis.Intl.AP.724380	Single-Family Detached	<1940	0.384539	0.378017	0.137524	0.099920	137096.081100
IN_Indianapolis.Intl.AP.724380	Single-Family Detached	2010s	0.213518	0.287426	0.249088	0.249968	13365.482390
IN_South.Bend-Michiana.Rgnl.AP.725350	Single-Family Detached	1940-59s	0.543962	0.316898	0.096988	0.042151	81168.212100
IN_South.Bend-Michiana.Rgnl.AP.725350	Single-Family Detached	1960-79s	0.328783	0.456876	0.145604	0.068737	89845.169510
IN_South.Bend-Michiana.Rgnl.AP.725350	Single-Family Detached	1980-99s	0.147450	0.449759	0.253788	0.149002	71683.567890
IN_South.Bend-Michiana.Rgnl.AP.725350	Single-Family Detached	2000-09s	0.122703	0.407334	0.249984	0.219979	39466.876990
IN_South.Bend-Michiana.Rgnl.AP.725350	Single-Family Detached	<1940	0.385575	0.409158	0.150731	0.054536	76610.946510
IN_South.Bend-Michiana.Rgnl.AP.725350	Single-Family Detached	2010s	0.137824	0.339524	0.268881	0.253771	3123.635784
KS_Dodge.City.Rgnl.AP.724510	Single-Family Detached	1940-59s	0.526011	0.356019	0.071951	0.046019	21836.875050
KS_Dodge.City.Rgnl.AP.724510	Single-Family Detached	1960-79s	0.336753	0.451876	0.152166	0.059205	27243.873600
KS_Dodge.City.Rgnl.AP.724510	Single-Family Detached	1980-99s	0.188728	0.463646	0.243349	0.104278	13529.667670
KS_Dodge.City.Rgnl.AP.724510	Single-Family Detached	2000-09s	0.168127	0.382257	0.225544	0.224072	4220.408309
KS_Dodge.City.Rgnl.AP.724510	Single-Family Detached	<1940	0.447698	0.396857	0.101926	0.053520	18135.444740
KS_Dodge.City.Rgnl.AP.724510	Single-Family Detached	2010s	0.097668	0.313465	0.264936	0.323930	702.255249
KS_Goodland-Renner.Field.724650	Single-Family Detached	1940-59s	0.516196	0.356028	0.078844	0.048932	6844.788620
KS_Goodland-Renner.Field.724650	Single-Family Detached	1960-79s	0.321794	0.465100	0.157168	0.055938	7750.169983
KS_Goodland-Renner.Field.724650	Single-Family Detached	1980-99s	0.197150	0.470002	0.224078	0.108770	2988.709978
KS_Goodland-Renner.Field.724650	Single-Family Detached	2000-09s	0.149161	0.396462	0.257603	0.196774	1159.945148
KS_Goodland-Renner.Field.724650	Single-Family Detached	<1940	0.443412	0.377742	0.101801	0.077045	7476.788259
KS_Goodland-Renner.Field.724650	Single-Family Detached	2010s	0.095240	0.402845	0.255392	0.246523	161.781932
KS_Topeka-Phillip.Billard.Muni.AP.724560	Single-Family Detached	1940-59s	0.509210	0.356232	0.078271	0.056286	35245.496660
KS_Topeka-Phillip.Billard.Muni.AP.724560	Single-Family Detached	1960-79s	0.320929	0.445635	0.161276	0.072159	48654.495750
KS_Topeka-Phillip.Billard.Muni.AP.724560	Single-Family Detached	1980-99s	0.178887	0.437360	0.262546	0.121207	37587.842810
KS_Topeka-Phillip.Billard.Muni.AP.724560	Single-Family Detached	2000-09s	0.161737	0.348841	0.229530	0.259892	20678.210280
KS_Topeka-Phillip.Billard.Muni.AP.724560	Single-Family Detached	<1940	0.419930	0.409075	0.102716	0.068278	45315.348960
KS_Topeka-Phillip.Billard.Muni.AP.724560	Single-Family Detached	2010s	0.122918	0.281111	0.221565	0.374406	2486.700034
KS_Wichita-Mid.Continent.AP.724500	Single-Family Detached	1940-59s	0.539351	0.349141	0.068292	0.043215	80863.571420
KS_Wichita-Mid.Continent.AP.724500	Single-Family Detached	1960-79s	0.349841	0.436961	0.152248	0.060950	64181.232580
KS_Wichita-Mid.Continent.AP.724500	Single-Family Detached	1980-99s	0.165266	0.465963	0.255028	0.113742	58427.590440
KS_Wichita-Mid.Continent.AP.724500	Single-Family Detached	2000-09s	0.153930	0.355098	0.230686	0.260286	29873.466530
KS_Wichita-Mid.Continent.AP.724500	Single-Family Detached	<1940	0.444379	0.398027	0.101777	0.055817	58489.255800
KS_Wichita-Mid.Continent.AP.724500	Single-Family Detached	2010s	0.077345	0.306525	0.216446	0.399684	3364.458656
KY_Cincinnati-Northern.Kentucky.AP.724210	Single-Family Detached	1940-59s	0.492952	0.286791	0.118056	0.102201	118291.683000
KY_Cincinnati-Northern.Kentucky.AP.724210	Single-Family Detached	1960-79s	0.328621	0.418156	0.126379	0.126845	134910.392300
KY_Cincinnati-Northern.Kentucky.AP.724210	Single-Family Detached	1980-99s	0.094066	0.526457	0.272972	0.106505	137295.420900
KY_Cincinnati-Northern.Kentucky.AP.724210	Single-Family Detached	2000-09s	0.242487	0.271981	0.244388	0.241145	78307.878220
KY_Cincinnati-Northern.Kentucky.AP.724210	Single-Family Detached	<1940	0.300814	0.324000	0.241525	0.133660	105316.514300
KY_Cincinnati-Northern.Kentucky.AP.724210	Single-Family Detached	2010s	0.167846	0.482368	0.175232	0.174554	7996.427881
KY_Lexington-Bluegrass.AP.724220	Single-Family Detached	1940-59s	0.366103	0.407089	0.129529	0.097278	45889.447590
KY_Lexington-Bluegrass.AP.724220	Single-Family Detached	1960-79s	0.268173	0.507216	0.133165	0.091446	86798.446400
KY_Lexington-Bluegrass.AP.724220	Single-Family Detached	1980-99s	0.258537	0.364922	0.220050	0.156492	91771.197170
KY_Lexington-Bluegrass.AP.724220	Single-Family Detached	2000-09s	0.152802	0.428980	0.156527	0.261691	56875.511230
KY_Lexington-Bluegrass.AP.724220	Single-Family Detached	<1940	0.309734	0.437973	0.140479	0.111814	29003.031620
KY_Lexington-Bluegrass.AP.724220	Single-Family Detached	2010s	0.211193	0.312132	0.269133	0.207542	5372.690594
KY_Louisville-Standiford.Field.724230	Single-Family Detached	1940-59s	0.496416	0.371662	0.094972	0.036950	97361.946630
KY_Louisville-Standiford.Field.724230	Single-Family Detached	1960-79s	0.326717	0.463016	0.145556	0.064710	130529.326900
KY_Louisville-Standiford.Field.724230	Single-Family Detached	1980-99s	0.212583	0.457540	0.215395	0.114482	108558.866400
KY_Louisville-Standiford.Field.724230	Single-Family Detached	2000-09s	0.138127	0.453104	0.238973	0.169796	69424.950910
KY_Louisville-Standiford.Field.724230	Single-Family Detached	<1940	0.370732	0.430040	0.135103	0.064126	57462.640240
KY_Louisville-Standiford.Field.724230	Single-Family Detached	2010s	0.132627	0.367189	0.282530	0.217655	7015.259216
LA_Baton.Rouge-Ryan.AP.722317	Single-Family Detached	1940-59s	0.414552	0.399529	0.103829	0.082091	67535.194600
LA_Baton.Rouge-Ryan.AP.722317	Single-Family Detached	1960-79s	0.310547	0.410060	0.148485	0.130907	139926.356900
LA_Baton.Rouge-Ryan.AP.722317	Single-Family Detached	1980-99s	0.283616	0.363478	0.258262	0.094645	108218.526300
LA_Baton.Rouge-Ryan.AP.722317	Single-Family Detached	2000-09s	0.329316	0.347672	0.181713	0.141299	66670.287760
LA_Baton.Rouge-Ryan.AP.722317	Single-Family Detached	<1940	0.417233	0.319249	0.145378	0.118140	22670.719890
LA_Baton.Rouge-Ryan.AP.722317	Single-Family Detached	2010s	0.188668	0.314164	0.284339	0.212829	12517.230100
LA_Lake.Charles.Rgnl.AP.722400	Single-Family Detached	1940-59s	0.537659	0.351090	0.072973	0.038277	28177.772130
LA_Lake.Charles.Rgnl.AP.722400	Single-Family Detached	1960-79s	0.362240	0.462222	0.122251	0.053287	39655.718790
LA_Lake.Charles.Rgnl.AP.722400	Single-Family Detached	1980-99s	0.236777	0.511715	0.174376	0.077132	29871.798850
LA_Lake.Charles.Rgnl.AP.722400	Single-Family Detached	2000-09s	0.179588	0.515392	0.198594	0.106425	18108.380920
LA_Lake.Charles.Rgnl.AP.722400	Single-Family Detached	<1940	0.527234	0.361704	0.074160	0.036901	10081.316540
LA_Lake.Charles.Rgnl.AP.722400	Single-Family Detached	2010s	0.098992	0.364449	0.364594	0.171966	2771.832420
LA_New.Orleans.Intl.AP.722310	Single-Family Detached	1940-59s	0.395996	0.419434	0.097197	0.087373	71585.450320
LA_New.Orleans.Intl.AP.722310	Single-Family Detached	1960-79s	0.299355	0.451596	0.145255	0.103795	149637.079100
LA_New.Orleans.Intl.AP.722310	Single-Family Detached	1980-99s	0.236211	0.475458	0.169990	0.118341	109947.373000
LA_New.Orleans.Intl.AP.722310	Single-Family Detached	2000-09s	0.277762	0.386994	0.157301	0.177943	68507.134530
LA_New.Orleans.Intl.AP.722310	Single-Family Detached	<1940	0.320962	0.234975	0.254906	0.189157	32487.659990
LA_New.Orleans.Intl.AP.722310	Single-Family Detached	2010s	0.205484	0.312711	0.266903	0.214902	8210.877206
LA_Shreveport.Rgnl.AP.722480	Single-Family Detached	1940-59s	0.548424	0.344206	0.067913	0.039457	78238.029280
LA_Shreveport.Rgnl.AP.722480	Single-Family Detached	1960-79s	0.378499	0.448728	0.122588	0.050185	143001.617900
LA_Shreveport.Rgnl.AP.722480	Single-Family Detached	1980-99s	0.227557	0.499745	0.193184	0.079514	89928.885880
