Dependency=Geometry Building Type FPL	Dependency=Location	Option=<1940	Option=1940-59s	Option=1960-79s	Option=1980-99s	Option=2000-09s	Option=2010s	Counts
2 Unit	FL_Jacksonville.Intl.AP.722060	0.090798482	0.160953201	0.358620739	0.246381067	0.120462081	0.02278443	12409.31593
2 Unit	FL_Key.West.Intl.AP.722010	0.225491258	0.222453902	0.316664798	0.215113294	0.020276748	0	1181.684113
2 Unit	FL_Miami.Intl.AP.722020	0.038440934	0.227575794	0.417836441	0.221716344	0.086754304	0.007676183	39732.20969
2 Unit	FL_Orlando.Intl.AP.722050	0.049011315	0.115321817	0.38159987	0.334663919	0.102434359	0.01696872	55176.68233
2 Unit	FL_Tallahassee.Rgnl.AP.722140	0.04371899	0.109626429	0.291415201	0.382724653	0.154281386	0.018233342	13415.30435
2 Unit	FL_West.Palm.Beach.Intl.AP.722030	0.027059637	0.092003698	0.370504067	0.389907444	0.115427186	0.005097967	28921.40764
2 Unit	GA_Athens-Ben.Epps.AP.723110	0.066162159	0.074818934	0.260200621	0.434361728	0.150524714	0.013931844	9847.333429
2 Unit	GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	0.080058059	0.126091698	0.282118515	0.365918279	0.130034253	0.015779196	23046.38048
2 Unit	GA_Augusta-Bush-Field.722180	0.065274064	0.169704488	0.336689995	0.295505643	0.124913819	0.007911992	5504.305667
2 Unit	GA_Columbus.Metro.AP.722255	0.061830743	0.138834446	0.285735835	0.348737115	0.135468676	0.029393183	9692.371959
2 Unit	GA_Macon-Middle.Georgia.Rgnl.AP.722170	0.039982389	0.13960462	0.364977076	0.33715234	0.098831236	0.019452339	11440.28409
2 Unit	GA_Savannah.Intl.AP.722070	0.184340702	0.122570045	0.204540713	0.282642793	0.160146742	0.045759006	8725.677194
2 Unit	IA_Des.Moines.Intl.AP.725460	0.2045584	0.170054352	0.312576443	0.221768139	0.081124206	0.009918461	7395.286473
2 Unit	IA_Mason.City.Muni.AP.725485	0.32956088	0.228379327	0.272907588	0.111228485	0.050541309	0.00738241	2626.182308
2 Unit	IA_Sioux.City-Sioux.Gateway.AP.725570	0.328369807	0.188591367	0.200815825	0.222598735	0.049892014	0.009732253	2166.069571
2 Unit	IA_Waterloo.Muni.AP.725480	0.325015594	0.160766891	0.276433487	0.136231426	0.094882617	0.006669985	5686.187168
2 Unit	ID_Boise.Air.Terminal.726810	0.095956981	0.101456228	0.34831713	0.301079728	0.140976345	0.012213588	6041.664842
2 Unit	ID_Pocatello.Muni.AP.725780	0.09252131	0.141161287	0.356489603	0.258955433	0.13387287	0.016999497	4602.069804
2 Unit	IL_Chicago-OHare.Intl.AP.725300	0.613064968	0.173708491	0.129275635	0.05503732	0.027218687	0.001694899	202329.4038
2 Unit	IL_Moline-Quad.City.Intl.AP.725440	0.448451311	0.185464289	0.175537369	0.122671035	0.056626691	0.011249305	11867.15797
2 Unit	IL_Peoria-Greater.Peoria.AP.725320	0.238382081	0.167877334	0.290968054	0.217610832	0.079354058	0.005807641	9558.677335
2 Unit	IL_Rockford-Greater.Rockford.AP.725430	0.425307634	0.182127021	0.20885325	0.138854838	0.040901101	0.003956157	14532.76358
2 Unit	IL_Springfield-Capital.AP.724390	0.241433458	0.139756006	0.343778706	0.207050639	0.056824925	0.011156266	8905.916915
2 Unit	IN_Evansville.Rgnl.AP.724320	0.106690912	0.154767585	0.309089981	0.300074071	0.100627389	0.028750063	14526.86742
2 Unit	IN_Fort.Wayne.Intl.AP.725330	0.310767979	0.138157359	0.266260303	0.181317834	0.09257071	0.010925815	11801.51607
2 Unit	IN_Indianapolis.Intl.AP.724380	0.21901126	0.143900043	0.291104565	0.24537664	0.086431451	0.01417604	22766.97908
2 Unit	IN_South.Bend-Michiana.Rgnl.AP.725350	0.353786421	0.145196094	0.253360082	0.174356719	0.065368588	0.007932095	11199.656
2 Unit	KS_Dodge.City.Rgnl.AP.724510	0.064859027	0.165633314	0.350900589	0.342617709	0.074185506	0.001803857	2686.376187
2 Unit	KS_Goodland-Renner.Field.724650	0.097662693	0.135003001	0.446375793	0.249796902	0.071161611	0	619.9249854
2 Unit	KS_Topeka-Phillip.Billard.Muni.AP.724560	0.118770098	0.108014744	0.328339916	0.237922291	0.172651421	0.03430153	8146.016144
2 Unit	KS_Wichita-Mid.Continent.AP.724500	0.110204135	0.308881002	0.300512475	0.206759582	0.050403831	0.023238974	10163.51612
2 Unit	KY_Cincinnati-Northern.Kentucky.AP.724210	0.451741362	0.198576474	0.187750828	0.116676079	0.037200822	0.008054434	28489.40154
2 Unit	KY_Lexington-Bluegrass.AP.724220	0.089250259	0.124780715	0.303367684	0.345126351	0.11910868	0.018366311	18389.17467
2 Unit	KY_Louisville-Standiford.Field.724230	0.289523577	0.159653553	0.199896599	0.232028364	0.100636163	0.018261744	12804.20267
2 Unit	LA_Baton.Rouge-Ryan.AP.722317	0.045845868	0.108713644	0.397625303	0.274673188	0.147041089	0.026100907	12930.75006
2 Unit	LA_Lake.Charles.Rgnl.AP.722400	0.030158072	0.161288878	0.265209361	0.368532192	0.130282946	0.044528551	5791.090126
2 Unit	LA_New.Orleans.Intl.AP.722310	0.303551033	0.182738217	0.241906783	0.133477048	0.12441864	0.01390828	38195.01527
2 Unit	LA_Shreveport.Rgnl.AP.722480	0.05888792	0.147757284	0.34546275	0.291562554	0.129013185	0.027316307	15327.16838
2 Unit	MA_Boston-Logan.Intl.AP.725090	0.666572798	0.139122964	0.106076068	0.058267686	0.026730889	0.003229595	172822.7788
2 Unit	MA_Worcester.Rgnl.AP.725095	0.597063025	0.167102875	0.119641451	0.082337468	0.028072838	0.005782342	35232.54434
2 Unit	MD_Baltimore-Washington.Intl.AP.724060	0.37555639	0.250002959	0.201434827	0.11217308	0.047394055	0.01343869	26995.36394
2 Unit	ME_Caribou.Muni.AP.727120	0.369026899	0.174014805	0.231062992	0.158560369	0.035212884	0.032122051	1642.091253
2 Unit	ME_Portland.Intl.Jetport.726060	0.476594445	0.161789876	0.151127298	0.155739517	0.048525009	0.006223856	29452.31319
2 Unit	MI_Alpena.County.Rgnl.AP.726390	0.198725763	0.194181191	0.466392172	0.116078729	0.020933605	0.00368854	807.7524466
2 Unit	MI_Detroit.Metro.AP.725370	0.41564998	0.299543219	0.153432014	0.091530305	0.034830211	0.005014272	34717.31782
2 Unit	MI_Flint-Bishop.Intl.AP.726370	0.258877705	0.214325321	0.285523781	0.166288139	0.067940544	0.00704451	9670.734608
2 Unit	MI_Grand.Rapids-Kent.County.Intl.AP.726350	0.451717626	0.164571273	0.182022441	0.14506326	0.053160259	0.003465141	13728.22403
2 Unit	MI_Houghton-Lake.Roscommon.County.AP.726380	0.284938098	0.185971081	0.289105383	0.180934907	0.030742899	0.028307632	1989.26933
2 Unit	MI_Lansing-Capital.City.AP.725390	0.327435549	0.203038188	0.244510042	0.168753908	0.055427308	0.000835004	6667.78015
2 Unit	MI_Muskegon.County.AP.726360	0.348926366	0.180439583	0.192604582	0.229112605	0.04149525	0.007421614	4296.74774
2 Unit	MI_Sault.Ste.Marie-Sanderson.Field.727340	0.436778559	0.186132399	0.258970571	0.098721819	0.01827012	0.001126533	983.2451993
2 Unit	MI_Traverse.City-Cherry.Capital.AP.726387	0.422367799	0.127982712	0.141631387	0.23669244	0.070848021	0.000477641	2911.329699
2 Unit	MN_Duluth.Intl.AP.727450	0.466678168	0.17295693	0.159750844	0.128964033	0.070183148	0.001466877	6958.13733
2 Unit	MN_International.Falls.Intl.AP.727470	0.257180141	0.156689084	0.206389627	0.177777892	0.194826857	0.0071364	551.8852535
2 Unit	MN_Minneapolis-St.Paul.Intl.AP.726580	0.521255019	0.159734093	0.186321901	0.087820152	0.041762748	0.003106087	33442.57395
2 Unit	MN_Rochester.Intl.AP.726440	0.313427522	0.257043169	0.240970828	0.116475967	0.06517806	0.006904454	2302.310879
2 Unit	MN_St.Cloud.Muni.AP.726550	0.249748751	0.127609929	0.258610855	0.242619517	0.105876247	0.015534701	4956.763785
2 Unit	MO_Columbia.Rgnl.AP.724450	0.074846835	0.092951712	0.259842489	0.327013453	0.219373972	0.025971539	14056.52853
2 Unit	MO_Kansas.City.Intl.AP.724460	0.15211707	0.137704326	0.356224926	0.243480182	0.099424443	0.011049054	18871.15917
2 Unit	MO_Springfield.Rgnl.AP.724400	0.051349531	0.071077513	0.20411796	0.437125434	0.191833312	0.044496249	15609.34598
2 Unit	MO_St.Louis-Lambert.Intl.AP.724340	0.406926756	0.175331696	0.188721483	0.137359788	0.079595792	0.012064484	41015.85962
2 Unit	MS_Jackson.Intl.AP.722350	0.068862918	0.129589995	0.392785997	0.326889192	0.071688586	0.010183312	6903.473727
2 Unit	MS_Meridian-Key.Field.722340	0.02665717	0.138177542	0.422785052	0.302766544	0.097830515	0.011783176	5994.985664
2 Unit	MT_Billings-Logan.Intl.AP.726770	0.166803257	0.272372399	0.331421294	0.109833719	0.087108476	0.032460855	3142.969974
2 Unit	MT_Cut.Bank.Muni.AP.727796	0.036092831	0.058843208	0.438318548	0.345682584	0.121062829	0	257.7480066
2 Unit	MT_Glasgow.Intl.AP.727680	0.062907306	0.266493318	0.419883833	0.140943137	0.007676164	0.102096242	306.8307447
2 Unit	MT_Great.Falls.Intl.AP.727750	0.191234767	0.330325786	0.212078851	0.184099387	0.081925624	0.000335585	977.5341372
2 Unit	MT_Helena.Rgnl.AP.727720	0.214268312	0.09157702	0.239233989	0.266943199	0.132095163	0.055882318	3828.037366
2 Unit	MT_Kalispell-Glacier.Park.Intl.AP.727790	0.045695927	0.09198926	0.374964371	0.264156278	0.173005078	0.050189086	1551.23357
2 Unit	MT_Lewistown.Muni.AP.726776	0.311662452	0.159280654	0.387730173	0.122123612	0.019203108	0	383.3292624
2 Unit	MT_Miles.City.Muni.AP.742300	0.190890878	0.117133327	0.467541611	0.202849842	0.020324826	0.001259516	390.2517091
2 Unit	MT_Missoula.Intl.AP.727730	0.059251064	0.081864538	0.4417993	0.25150224	0.15761095	0.007971908	3221.279683
2 Unit	NC_Asheville.Rgnl.AP.723150	0.082726205	0.102687719	0.268416946	0.367797768	0.142659045	0.035712317	5824.125264
2 Unit	NC_Cape.Hatteras.723040	0.042765534	0.137117235	0.339983996	0.31035929	0.142768198	0.027005746	1127.274984
2 Unit	NC_Charlotte-Douglas.Intl.AP.723140	0.052726872	0.143638614	0.353946872	0.315953371	0.116489372	0.017244899	17390.34717
2 Unit	NC_Greensboro-Piedmont.Triad.Intl.AP.723170	0.066020402	0.181765918	0.3148703	0.32193018	0.097202156	0.018211043	11311.31367
2 Unit	NC_Raleigh-Durham.Intl.AP.723060	0.054859965	0.152154708	0.302792971	0.329201035	0.139180931	0.02181039	24275.5841
2 Unit	NC_Wilmington.Intl.AP.723013	0.052240938	0.170225305	0.281400689	0.321665633	0.138897019	0.035570416	15049.30611
2 Unit	ND_Bismarck.Muni.AP.727640	0.069378419	0.331970672	0.341512662	0.170874814	0.035895799	0.050367635	1938.207054
2 Unit	ND_Fargo-Hector.Intl.AP.727530	0.188455324	0.219519184	0.265039794	0.233393095	0.08506006	0.008532544	3764.962158
2 Unit	ND_Minot.Intl.AP.727676	0.072164558	0.206764167	0.401305955	0.125228429	0.096289329	0.098247563	1748.680791
2 Unit	NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	0.159801274	0.110174638	0.367586272	0.22807268	0.105919389	0.028445746	2687.638116
2 Unit	NE_Norfolk-Karl.Stefan.Mem.AP.725560	0.29075066	0.076768699	0.276271545	0.219804248	0.109593189	0.026811659	1073.397687
2 Unit	NE_North.Platte.Rgnl.AP.725620	0.278733512	0.113073834	0.302564545	0.259973687	0.036579484	0.009074938	976.1299976
2 Unit	NE_Omaha-Eppley.Airfield.725500	0.278478638	0.14158305	0.305057948	0.160732443	0.097031268	0.017116653	9804.408838
2 Unit	NE_Scottsbluff-W.B.Heilig.Field.725660	0.166799177	0.181662022	0.177909584	0.330370614	0.129895872	0.013362731	1007.282962
2 Unit	NH_Concord.Muni.AP.726050	0.493258307	0.129433894	0.146360762	0.17467588	0.052464576	0.00380658	26826.77811
2 Unit	NJ_Atlantic.City.Intl.AP.724070	0.248789512	0.211983998	0.30588156	0.147959976	0.075844215	0.009540738	14058.63821
2 Unit	NJ_Newark.Intl.AP.725020	0.324888855	0.263612907	0.222665729	0.113769796	0.068043138	0.007019576	324666.7511
2 Unit	NM_Albuquerque.Intl.AP.723650	0.093385861	0.255571014	0.272035502	0.281978725	0.081270084	0.015758814	7321.080527
2 Unit	NM_Tucumcari.AP.723676	0.009623178	0.192354808	0.317060295	0.365186753	0.083946543	0.031828422	1580.484599
2 Unit	NV_Elko.Muni.AP.725825	0.031884869	0.092610949	0.455340199	0.321902225	0.098261758	0	441.407744
2 Unit	NV_Ely-Yelland.Field.724860	0	0.085573511	0.370180787	0.540547587	0.003698115	0	88.53815518
2 Unit	NV_Las.Vegas-McCarran.Intl.AP.723860	0.021221504	0.103600498	0.301505973	0.344525172	0.212573703	0.016573149	9142.66551
2 Unit	NV_Reno-Tahoe.Intl.AP.724880	0.06455896	0.157058118	0.384238322	0.270454742	0.116068642	0.007621217	5945.782732
2 Unit	NV_Tonopah.AP.724855	0.027058579	0.485127063	0.240891677	0.229750207	0.012350423	0.00482205	156.8804945
2 Unit	NV_Winnemucca.Muni.AP.725830	0.394006697	0.09752077	0.072185382	0.287819557	0.100462163	0.048005431	208.2705697
2 Unit	NY_Albany.County.AP.725180	0.611150504	0.164338797	0.116227088	0.07862342	0.024484717	0.005175475	66418.9602
2 Unit	NY_Binghamton-Edwin.A.Link.Field.725150	0.55902888	0.182203339	0.145510816	0.079935205	0.028599596	0.004722163	23417.98493
2 Unit	NY_Buffalo-Greater.Buffalo.Intl.AP.725280	0.568166564	0.235328486	0.128390127	0.052997316	0.013918508	0.001199	76274.05361
2 Unit	NY_Massena.AP.726223	0.465351546	0.183316719	0.215159721	0.080237271	0.045126231	0.010808512	3049.488658
2 Unit	NY_New.York-J.F.Kennedy.Intl.AP.744860	0.410597063	0.274780953	0.183409216	0.072337489	0.05509961	0.003775669	410420.5111
2 Unit	NY_Rochester-Greater.Rochester.Intl.AP.725290	0.5186056	0.169453952	0.202161176	0.068373104	0.037811304	0.003594864	27781.58801
2 Unit	NY_Syracuse-Hancock.Intl.AP.725190	0.576964034	0.203968365	0.141307224	0.058437253	0.01567542	0.003647704	39972.83509
2 Unit	OH_Akron.Canton.Rgnl.AP.725210	0.256651534	0.15074004	0.405945886	0.124745467	0.057690464	0.004226609	23641.29303
2 Unit	OH_Cleveland-Hopkins.Intl.AP.725240	0.568295308	0.211868897	0.143096638	0.052361178	0.020570435	0.003807545	48556.72361
2 Unit	OH_Columbus-Port.Columbus.Intl.AP.724280	0.27101326	0.175035624	0.282398622	0.204521067	0.05771506	0.009316366	25478.10986
2 Unit	OH_Dayton.Intl.AP.724290	0.291371909	0.177081293	0.252504694	0.210692361	0.057537334	0.010812409	19812.19418
2 Unit	OH_Mansfield-Lahm.Muni.AP.725246	0.323123217	0.170377033	0.255705581	0.175804671	0.069784659	0.005204839	6660.257971
2 Unit	OH_Toledo.Express.AP.725360	0.42694116	0.16931384	0.191133859	0.150522495	0.054089051	0.007999596	16700.21515
2 Unit	OH_Youngstown.Rgnl.AP.725250	0.283265182	0.215010077	0.250113437	0.164808371	0.079132479	0.007670455	11376.7759
2 Unit	OK_Oklahoma.City-Will.Rogers.World.AP.723530	0.11934325	0.110825556	0.344763757	0.26919505	0.114239824	0.041632563	13776.63399
2 Unit	OK_Tulsa.Intl.AP.723560	0.098370425	0.094275093	0.416380482	0.250024834	0.121747366	0.0192018	8830.97356
2 Unit	OR_Astoria.Rgnl.AP.727910	0.09126993	0.304788172	0.233024907	0.266324786	0.099133601	0.005458604	1208.327433
2 Unit	OR_Burns.Muni.AP.726830	0.150656244	0.298545261	0.200384609	0.154651048	0.195755041	7.80E-06	376.065902
2 Unit	OR_Eugene-Mahlon.Sweet.AP.726930	0.05177637	0.135332249	0.444380383	0.248402268	0.105908155	0.014200575	5292.23197
2 Unit	OR_Medford-Rogue.Valley.Intl.AP.725970	0.104150061	0.116800749	0.375830191	0.238977749	0.160169225	0.004072024	4250.587861
2 Unit	OR_North.Bend.Muni.AP.726917	0.07610765	0.206254489	0.451693235	0.206434005	0.052129292	0.007381329	1675.016174
2 Unit	OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	0.071669697	0.281233983	0.338306985	0.220319269	0.079622593	0.008847473	5833.080234
2 Unit	OR_Portland.Intl.AP.726980	0.138782553	0.148274814	0.36205893	0.266063212	0.080047627	0.004772864	25779.74602
2 Unit	OR_Redmond-Roberts.Field.726835	0.005232361	0.022626873	0.191815909	0.502110643	0.253013876	0.025200338	2231.428693
2 Unit	OR_Salem-McNary.Field.726940	0.04199345	0.105092785	0.436315168	0.283552911	0.116824816	0.01622087	7679.746522
2 Unit	PA_Allentown-Lehigh.Valley.Intl.AP.725170	0.442726268	0.202734042	0.242591628	0.083696675	0.02218736	0.006064027	28174.4154
2 Unit	PA_Bradford.Rgnl.AP.725266	0.557757115	0.217081674	0.143745433	0.064634507	0.016545935	0.000235336	11812.22858
2 Unit	PA_Erie.Intl.AP.725260	0.51677327	0.200496129	0.161080757	0.087541253	0.028296935	0.005811655	11970.0312
2 Unit	PA_Harrisburg-Capital.City.AP.725118	0.479003095	0.206267175	0.173703279	0.106062431	0.030730099	0.00423392	25480.67084
2 Unit	PA_Philadelphia.Intl.AP.724080	0.311601112	0.28695899	0.256683282	0.106276531	0.033012124	0.005467961	86080.38171
2 Unit	PA_Pittsburgh.Intl.AP.725200	0.434109565	0.25463252	0.191628835	0.093255204	0.022866171	0.003507705	48866.34346
2 Unit	PA_Wilkes-Barre-Scranton.Intl.AP.725130	0.541963663	0.236297629	0.120537788	0.078452536	0.018459207	0.004289178	21449.0507
2 Unit	PA_Williamsport.Rgnl.AP.725140	0.442935868	0.241764867	0.18338936	0.105457157	0.014950976	0.011501772	10318.60713
2 Unit	RI_Providence-T.F.Green.State.AP.725070	0.56669189	0.174320574	0.133788688	0.095509795	0.02613951	0.003549543	74623.79086
2 Unit	SC_Charleston.Intl.AP.722080	0.168951854	0.137778853	0.293886026	0.248309575	0.144653739	0.006419954	7725.114562
2 Unit	SC_Columbia.Metro.AP.723100	0.075501271	0.181493719	0.282510227	0.286780247	0.145311339	0.028403198	11695.55459
2 Unit	SC_Greer.Greenville-Spartanburg.AP.723120	0.055847766	0.118153324	0.286692699	0.378936395	0.150631769	0.009738047	12751.86426
2 Unit	SD_Huron.Rgnl.AP.726540	0.265545221	0.087056222	0.276426931	0.255337343	0.107023664	0.008610617	1145.472141
2 Unit	SD_Pierre.Muni.AP.726686	0.151067281	0.075270513	0.501107474	0.235266991	0.037087127	0.000200613	430.7628052
2 Unit	SD_Rapid.City.Rgnl.AP.726620	0.14173689	0.300469828	0.344399087	0.137947478	0.065550568	0.009896149	1840.5411
2 Unit	SD_Sioux.Falls-Foss.Field.726510	0.251708119	0.167436685	0.248665521	0.183057303	0.121280008	0.027852364	2860.161605
2 Unit	TN_Bristol-TriCities.Rgnl.AP.723183	0.098855646	0.130687348	0.334952735	0.31619181	0.101405116	0.017907345	9633.837415
2 Unit	TN_Chattanooga-Lovell.Field.AP.723240	0.055126212	0.116952265	0.389298652	0.331484188	0.088101098	0.019037585	19603.75569
2 Unit	TN_Knoxville-McGhee.Tyson.AP.723260	0.075052515	0.149417547	0.333162146	0.323034259	0.100377287	0.018956245	11120.38618
2 Unit	TN_Memphis.Intl.AP.723340	0.082616166	0.137572114	0.355676931	0.295365549	0.105916171	0.022853069	29352.96902
2 Unit	TN_Nashville.Intl.AP.723270	0.065378067	0.127356302	0.345144896	0.317051948	0.121926368	0.023142419	34256.21945
2 Unit	TX_Abilene.Rgnl.AP.722660	0.054600116	0.176938579	0.410049179	0.300833429	0.051586616	0.005992081	3104.841447
2 Unit	TX_Amarillo.Intl.AP.723630	0.097623373	0.198982023	0.372620249	0.226767148	0.07874089	0.025266316	3235.834016
2 Unit	TX_Austin-Mueller.Muni.AP.722540	0.033887242	0.079893253	0.34184135	0.386077628	0.134688526	0.023612002	22147.78062
2 Unit	TX_Brownsville-South.Padre.Island.AP.722500	0.020527186	0.056845044	0.175940644	0.374727856	0.315063785	0.056895485	11983.34456
2 Unit	TX_Corpus.Christi.Intl.AP.722510	0.023171072	0.171844586	0.374176356	0.248863608	0.154189389	0.02775499	7140.98391
2 Unit	TX_Dallas-Fort.Worth.Intl.AP.722590	0.055416306	0.137474126	0.338671792	0.316250699	0.126405444	0.025781634	34804.77874
2 Unit	TX_El.Paso.Intl.AP.722700	0.06102534	0.171540589	0.398480836	0.238500772	0.087187553	0.04326491	10499.2879
2 Unit	TX_Houston-Bush.Intercontinental.AP.722430	0.096155018	0.147964421	0.287951525	0.263376524	0.16117966	0.043372852	27266.74601
2 Unit	TX_Lubbock.Intl.AP.722670	0.021497008	0.099284087	0.40165329	0.331811466	0.109029033	0.036725115	4836.381889
2 Unit	TX_Lufkin-Angelina.Co.AP.722446	0.033389018	0.11449035	0.38779332	0.346634475	0.088702299	0.028990538	4529.720902
2 Unit	TX_Midland.Intl.AP.722650	0.013473273	0.135796349	0.391026425	0.370502536	0.057232323	0.031969095	2257.535328
2 Unit	TX_Port.Arthur-Jefferson.Co.AP.722410	0.02498272	0.178243444	0.431702653	0.197894204	0.124227861	0.042949119	2620.892987
2 Unit	TX_San.Angelo-Mathis.AP.722630	0.018041931	0.180044498	0.384561117	0.366102402	0.050067637	0.001182416	786.6523406
2 Unit	TX_San.Antonio.Intl.AP.722530	0.066748176	0.15451553	0.305080667	0.300871393	0.13253502	0.040249213	14700.32831
2 Unit	TX_Victoria.Rgnl.AP.722550	0.043024554	0.168452061	0.440201782	0.193896342	0.149340299	0.005084961	1853.127874
2 Unit	TX_Waco.Rgnl.AP.722560	0.021638284	0.077922415	0.255996519	0.324414746	0.272197622	0.047830414	10903.85699
2 Unit	TX_Wichita.Falls.Muni.AP.723510	0.080342348	0.169793555	0.377581284	0.241381496	0.093308145	0.037593172	4367.429624
2 Unit	UT_Cedar.City.Muni.AP.724755	0.072945527	0.088694848	0.198463275	0.388958644	0.193932166	0.05700554	1554.793555
2 Unit	UT_Salt.Lake.City.Intl.AP.725720	0.126504745	0.173842576	0.362045967	0.242681433	0.082987243	0.011938036	25907.90226
2 Unit	VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	0.163300899	0.164322543	0.288729481	0.270527831	0.097802808	0.015316438	4873.617094
2 Unit	VA_Norfolk.Intl.AP.723080	0.146532267	0.236388051	0.32021913	0.222317423	0.058237211	0.016305918	16016.5692
2 Unit	VA_Richmond.Intl.AP.724010	0.262078698	0.171790325	0.261280983	0.227192218	0.064699799	0.012957977	11166.57006
2 Unit	VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	0.188657976	0.193009915	0.288639698	0.255520777	0.070123712	0.004047921	7317.354407
2 Unit	VA_Sterling-Washington.Dulles.Intl.AP.724030	0.298763539	0.183000451	0.229778702	0.169048772	0.095615304	0.023793232	16007.85826
2 Unit	VT_Burlington.Intl.AP.726170	0.527352439	0.12488439	0.160388101	0.131191042	0.047872155	0.008311873	15878.15875
2 Unit	WA_Olympia.AP.727920	0.063646608	0.100799721	0.446467105	0.252674138	0.116237896	0.020174532	5632.389594
