Dependency=County Name	Option=Single-Family Detached	Option=Single-Family Attached	Option=2 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=10 to 19 Unit	Option=20 to 49 Unit	Option=50 or more Unit	Option=Mobile Home
"Yuba County, CA"	0.69704163	0.029619132	0.032630647	0.040779451	0.037023915	0.015022143	0.019982285	0.022639504	0.105261293
"Adams County, CO"	0.624150052	0.073253581	0.008619111	0.02612908	0.046947275	0.071061882	0.05579678	0.030323438	0.063718801
"Alamosa County, CO"	0.555555556	0.023008592	0.050094656	0.051405272	0.078636959	0.04077472	0.005533712	0.014853648	0.180136887
"Arapahoe County, CO"	0.562405746	0.099991464	0.007910215	0.027181711	0.059078659	0.093544598	0.077569702	0.06164765	0.010670255
"Archuleta County, CO"	0.699265431	0.018309396	0.016226291	0.036180243	0.078500164	0.028724921	0.003179476	0.000657823	0.118956255
"Baca County, CO"	0.813026141	0.007532122	0.01107665	0.030571555	0.007532122	0.008418254	0.001329198	0	0.120513957
"Bent County, CO"	0.812166963	0.010213144	0.005328597	0.011101243	0.009325044	0.001776199	0	0.003996448	0.146092362
"Boulder County, CO"	0.600597887	0.074479861	0.018456186	0.042650281	0.068403099	0.061189298	0.048719513	0.056784211	0.028719663
"Broomfield County, CO"	0.626035899	0.057081274	0.002564198	0.022446022	0.037496748	0.059088037	0.064142109	0.103980081	0.027165632
"Chaffee County, CO"	0.80667921	0.022107244	0.028222013	0.020507996	0.014863594	0.015522107	0.003198495	0.001599247	0.087300094
"Cheyenne County, CO"	0.765472313	0.026058632	0.018458198	0.005428882	0.024972856	0	0.003257329	0.004343105	0.152008686
"Clear Creek County, CO"	0.8161918	0.04343294	0.009207783	0.025017373	0.00590688	0.037004864	0.011987491	0	0.051250869
"Conejos County, CO"	0.733850719	0.008902077	0.021912805	0.010956403	0.02122803	0.012325953	0.002282584	0	0.188541429
"Costilla County, CO"	0.721305595	0.010401722	0.016499283	0.004662841	0.037661406	0.003586801	0	0	0.205882353
"Crowley County, CO"	0.751732829	0.003150599	0.006931317	0.030245747	0.017643352	0.001890359	0.005040958	0.001890359	0.18147448
"Custer County, CO"	0.893491124	0.001820665	0.007282658	0.006372326	0.016385981	0.005689577	0.005234411	0	0.063723259
"Delta County, CO"	0.751426243	0.011477859	0.021529476	0.012157023	0.015552839	0.004007063	0.014262429	0.002716653	0.166870416
"Denver County, CO"	0.458518359	0.078535704	0.024687494	0.033170967	0.046342847	0.086830076	0.10662376	0.162053248	0.003237544
"Dolores County, CO"	0.829817159	0.004219409	0.004219409	0	0.008438819	0	0	0	0.153305204
"Douglas County, CO"	0.777125479	0.059859036	0.002812511	0.016044865	0.037333537	0.040391718	0.029353461	0.032437057	0.004642337
"Eagle County, CO"	0.364909752	0.17128353	0.023282778	0.042303836	0.071885184	0.099304337	0.08363625	0.086017799	0.057376535
"Elbert County, CO"	0.934048257	0.011045576	0.002252011	0.003967828	0.002895442	0.003002681	0.000428954	0	0.042359249
"El Paso County, CO"	0.673485234	0.078569948	0.012977516	0.040613633	0.03972786	0.04518196	0.044642958	0.032106444	0.032694446
"Fremont County, CO"	0.757157412	0.021141111	0.022873153	0.016505349	0.015180846	0.009220581	0.013092206	0.012684666	0.132144677
"Garfield County, CO"	0.612302507	0.084010954	0.023762376	0.056583105	0.057467874	0.028017695	0.02700653	0.009395408	0.10145355
"Gilpin County, CO"	0.866573427	0.013146853	0.01958042	0.008951049	0.00979021	0.009230769	0.043636364	0.008111888	0.020979021
"Grand County, CO"	0.586436573	0.11280654	0.011444142	0.017741447	0.060793218	0.090099909	0.021980018	0.048925219	0.049772934
"Gunnison County, CO"	0.63054564	0.039350671	0.067567568	0.040880503	0.059408465	0.054054054	0.030681625	0.021162672	0.056348802
"Hinsdale County, CO"	0.837387074	0.017373176	0.022237665	0.023627519	0.021542738	0.002084781	0	0	0.075747047
"Huerfano County, CO"	0.775047985	0.02706334	0.028790787	0.029942418	0.017274472	0.010556622	0.001535509	0	0.109788868
"Jackson County, CO"	0.750762195	0.042682927	0.009908537	0.013719512	0.004573171	0	0	0	0.178353659
"Jefferson County, CO"	0.65623706	0.0885087	0.010677495	0.030431072	0.053645222	0.065750889	0.050286057	0.034026856	0.010436649
"Kiowa County, CO"	0.755	0.01	0.0225	0	0.01875	0.00875	0.01	0	0.175
"Kit Carson County, CO"	0.709695603	0.014656144	0.033821871	0.030157835	0.014374295	0.021420519	0.017474634	0	0.158399098
"Lake County, CO"	0.725565514	0.021980367	0.016005122	0.001707213	0.00789586	0.040332907	0.027742211	0.012377294	0.146393513
"La Plata County, CO"	0.643112932	0.050799276	0.019972681	0.020895633	0.034223059	0.030346661	0.028943774	0.023184553	0.148521431
"Larimer County, CO"	0.671618457	0.06848614	0.022384711	0.040878563	0.048856578	0.049571655	0.032816422	0.026710226	0.038677248
"Las Animas County, CO"	0.762541022	0.014650727	0.028012189	0.030707923	0.027191749	0.016643226	0.002578528	0.006680731	0.110993905
"Lincoln County, CO"	0.766684183	0.023646873	0	0.004729375	0.02942722	0.012611666	0.011560694	0.005780347	0.145559643
"Logan County, CO"	0.700231609	0.036175141	0.022278593	0.05238778	0.023712364	0.026579905	0.027241646	0.015330319	0.096062645
"Mesa County, CO"	0.703575424	0.034865366	0.026252471	0.048765536	0.035371105	0.021685491	0.02021425	0.015631944	0.093638412
"Mineral County, CO"	0.912875867	0.00616808	0	0.00308404	0	0	0.00308404	0	0.074787972
"Moffat County, CO"	0.607467688	0.025849689	0.012446146	0.03574278	0.025370991	0.027604915	0.053295037	0.00319132	0.209031434
"Montezuma County, CO"	0.714577379	0.010943242	0.012984892	0.033401388	0.017149857	0.004328297	0.008084933	0.00163332	0.196896693
"Montrose County, CO"	0.685670015	0.026928831	0.013784997	0.029974353	0.018059414	0.013945287	0.014319299	0.006465057	0.190852746
"Morgan County, CO"	0.694790147	0.025405545	0.027637113	0.021714874	0.031070294	0.029439533	0.011844477	0.024718908	0.133379109
"Otero County, CO"	0.778050139	0.021392758	0.028635097	0.027966574	0.03810585	0.009916435	0.018050139	0.007465181	0.070417827
"Ouray County, CO"	0.771384137	0.023017107	0.034214619	0.034525661	0.037325039	0.011508554	0	0	0.088024883
"Park County, CO"	0.933756363	0.005090301	0.001534063	0.005717872	0.012272505	0.00020919	0	0	0.041419706
"Phillips County, CO"	0.865803109	0.006217617	0.002590674	0.033160622	0.010880829	0.014507772	0.005699482	0.002072539	0.059067358
"Pitkin County, CO"	0.413363784	0.090025048	0.003830853	0.061662001	0.122218948	0.133269486	0.11116841	0.023869162	0.040592309
"Prowers County, CO"	0.719839142	0.004189008	0.023961126	0.051273458	0.03116622	0.019269437	0.011226542	0.008545576	0.130529491
"Pueblo County, CO"	0.74857685	0.035118525	0.017318531	0.03644963	0.022317256	0.020872865	0.024342236	0.037200147	0.057803959
"Rio Blanco County, CO"	0.716192171	0.014531435	0.029062871	0.041221827	0.047746145	0.021648873	0.03262159	0.002372479	0.09460261
"Rio Grande County, CO"	0.734979179	0.009666865	0.045359905	0.015913147	0.023944081	0.012790006	0.015466984	0.011154075	0.130725758
"Routt County, CO"	0.490059043	0.145800699	0.013796843	0.035305458	0.05729606	0.059585492	0.072478612	0.062778648	0.062899144
"Saguache County, CO"	0.712935323	0.015920398	0.022885572	0.017412935	0.016915423	0.000248756	0	0	0.213681592
"San Juan County, CO"	0.6545961	0.006963788	0.048746518	0.061281337	0	0.06545961	0.082172702	0.038997214	0.04178273
"San Miguel County, CO"	0.542806447	0.02277096	0.052639361	0.051308591	0.067129972	0.077776135	0.07319237	0.091083839	0.021292326
"Sedgwick County, CO"	0.794140324	0.00848111	0.022359291	0.053199692	0.01002313	0.037779491	0.0077101	0.00231303	0.063993832
"Summit County, CO"	0.327776328	0.109976511	0.022412893	0.056635782	0.105278612	0.106453086	0.149093044	0.11141198	0.010961764
"Teller County, CO"	0.836345459	0.01168961	0.00822887	0.017226794	0.015227255	0.011151273	0.005690994	0.001845728	0.092594017
"Washington County, CO"	0.858573217	0.013767209	0.022110972	0.009595327	0.007509387	0.008343763	0.002503129	0.000834376	0.07676262
"Weld County, CO"	0.737044754	0.030466552	0.022612269	0.029160706	0.035872373	0.030927439	0.024446215	0.015324493	0.074145199
"Yuma County, CO"	0.787480508	0.024504344	0.021385609	0.020271775	0.00757407	0.007796837	0.017821341	0.008910671	0.104254845
"Fairfield County, CT"	0.579540651	0.067997312	0.08577839	0.081507896	0.044726374	0.034296723	0.033337488	0.068875256	0.00393991
"Hartford County, CT"	0.555997248	0.060398581	0.076331251	0.096165043	0.063021385	0.045434575	0.041771649	0.055375291	0.005504976
"Litchfield County, CT"	0.736283327	0.037641368	0.073863378	0.060805287	0.037391561	0.022380433	0.013205705	0.01438661	0.004042331
"Middlesex County, CT"	0.70770892	0.039519081	0.059864626	0.041612895	0.048473755	0.035002239	0.025968553	0.030919961	0.010929969
"New Haven County, CT"	0.536455056	0.048614949	0.09527939	0.108763329	0.062607716	0.042221772	0.042938508	0.056947689	0.00617159
"New London County, CT"	0.654858523	0.040375533	0.078026738	0.066860252	0.050506122	0.029951305	0.026394995	0.029731074	0.023295459
"Tolland County, CT"	0.691957563	0.040694428	0.046024467	0.071879389	0.059171898	0.03316469	0.020914059	0.023418332	0.012775174
"Windham County, CT"	0.661677794	0.04106743	0.088286907	0.076265204	0.058898279	0.020594227	0.012949553	0.012989895	0.02727071
"Kent County, DE"	0.666762582	0.085517797	0.012257935	0.015192933	0.02487555	0.044873824	0.015466291	0.010718499	0.12433459
"New Castle County, DE"	0.539653308	0.206476835	0.020791573	0.028999606	0.042927019	0.077876771	0.021429573	0.03837052	0.023474794
"Sussex County, DE"	0.630057151	0.089193864	0.010851256	0.0166416	0.034020153	0.024349526	0.013024515	0.015190254	0.16667168
"District of Columbia, DC"	0.11935644	0.250859129	0.031561424	0.071654103	0.067760035	0.104607656	0.079189125	0.274447448	0.00056464
"Alachua County, FL"	0.503131452	0.049860342	0.024331639	0.058057633	0.084844121	0.085581444	0.06264638	0.045939522	0.085607467
"Baker County, FL"	0.554990852	0.008639967	0.010063021	0.007013621	0.015145355	0	0	0.00182964	0.402317544
"Bay County, FL"	0.489909993	0.056882597	0.025621815	0.047132703	0.047320011	0.044401944	0.031408658	0.121977188	0.135345091
"Bradford County, FL"	0.565102985	0.005897831	0.010343889	0.013428908	0.029761365	0.017149079	0.010162417	0.003266491	0.344887034
"Brevard County, FL"	0.651371804	0.042006249	0.019027538	0.033047829	0.053171499	0.048153327	0.041955266	0.032851181	0.078415307
"Broward County, FL"	0.414968804	0.083465912	0.02513374	0.044777378	0.055483869	0.07496377	0.119345245	0.153374585	0.028486697
"Calhoun County, FL"	0.574662893	0.00815715	0.018811387	0.009155985	0.005660063	0	0.00133178	0	0.382220742
"Charlotte County, FL"	0.66272149	0.026057648	0.02102146	0.042890402	0.044575626	0.038370496	0.029837225	0.022463154	0.112062499
"Citrus County, FL"	0.681738027	0.025233111	0.015261656	0.013675864	0.010009515	0.010466223	0.006038693	0.006000634	0.231576277
"Clay County, FL"	0.720738438	0.03301402	0.002994354	0.028979255	0.039256487	0.022394214	0.016430882	0.006978367	0.129213982
"Collier County, FL"	0.410013356	0.051334841	0.036224163	0.071373124	0.100471064	0.102674503	0.091314976	0.086618805	0.049975169
"Columbia County, FL"	0.538568354	0.004096369	0.020204124	0.018260085	0.015691175	0.023675623	0.009997917	0.002360619	0.367145734
"DeSoto County, FL"	0.530235349	0.022868191	0.021801453	0.014867658	0.065871058	0.008267218	0.002133476	0.003933596	0.330022001
"Dixie County, FL"	0.436759526	0.0021347	0.011207173	0.002668374	0.007684918	0.002561639	0.003095314	0.003949194	0.529939161
"Duval County, FL"	0.608806812	0.052342046	0.019372786	0.042923329	0.058438569	0.082271799	0.049877919	0.039523586	0.046443152
"Escambia County, FL"	0.673054218	0.026146503	0.033624089	0.042625813	0.043305594	0.034783293	0.032851286	0.041130296	0.072478909
"Flagler County, FL"	0.792656974	0.051572227	0.009765508	0.01115774	0.007816385	0.017701227	0.020505579	0.041349271	0.047475089
"Franklin County, FL"	0.660497397	0.021399653	0.019201851	0.021399653	0.049161365	0.00670908	0.004742626	0	0.216888375
"Gadsden County, FL"	0.645426829	0.002794715	0.011737805	0.030030488	0.021646341	0.002845528	0.002083333	0.002591463	0.280843496
"Gilchrist County, FL"	0.45239376	0.006051641	0.004975793	0.006724045	0.008068854	0.000403443	0	0.001882733	0.519499731
"Glades County, FL"	0.414316392	0.007587688	0.018754474	0.010307802	0.026198998	0	0.001145311	0.002290623	0.519398712
"Gulf County, FL"	0.667413572	0.041826718	0.021873666	0.031370038	0.01845924	0.008749466	0.002454119	0.001387111	0.206466069
"Hamilton County, FL"	0.501639344	0.003106126	0.033994823	0.013977567	0.012079379	0	0.001207938	0	0.433994823
"Hardee County, FL"	0.57301522	0.002159605	0.011620732	0.018305224	0.04267791	0.025915261	0	0.008741259	0.317564788
"Hendry County, FL"	0.486230402	0.022903885	0.033128834	0.013565099	0.014996592	0.008793456	0.002181322	0	0.418200409
"Hernando County, FL"	0.740417143	0.021895341	0.011501761	0.014394699	0.015666192	0.008982106	0.005284278	0.010778527	0.171079952
"Highlands County, FL"	0.587150013	0.032917733	0.040070628	0.028287269	0.026449497	0.011729307	0.005621419	0.011531116	0.256243018
"Hillsborough County, FL"	0.562032723	0.069184477	0.020699456	0.042988585	0.061967078	0.076893325	0.041044074	0.052492912	0.07269737
"Holmes County, FL"	0.642371122	0.003575136	0.014415869	0.005189713	0.007380925	0.001037943	0.00115327	0	0.324876024
"Indian River County, FL"	0.630631205	0.037632696	0.02265863	0.028469842	0.049395303	0.091258969	0.033605628	0.026124967	0.080222763
"Jackson County, FL"	0.619373219	0.001946819	0.015764482	0.020750237	0.014672365	0.011063628	0.001661918	0.002611586	0.312155745
"Jefferson County, FL"	0.60508982	0.005538922	0.00239521	0.004191617	0.033383234	0	0	0	0.349401198
"Lafayette County, FL"	0.486050837	0.004959702	0	0.009609423	0.006509609	0	0.014569126	0.003099814	0.475201488
"Lake County, FL"	0.648825143	0.023979642	0.015982022	0.025704749	0.023986252	0.029974553	0.021547308	0.012115404	0.197884927
"Lee County, FL"	0.547356115	0.074982256	0.027198192	0.042826128	0.047181283	0.057089326	0.061175709	0.043084462	0.099106528
"Leon County, FL"	0.520346131	0.068881882	0.040606198	0.059039378	0.053038423	0.052670699	0.036115262	0.089857839	0.079444188
"Levy County, FL"	0.420770404	0.004230826	0.01436513	0.008264869	0.017661239	0.004132435	0.003000935	0.004968761	0.522605402
"Liberty County, FL"	0.458262351	0.012776831	0.010221465	0	0.001419648	0	0.002555366	0	0.514764338
"Madison County, FL"	0.547194026	0.020301015	0.007817058	0.014350718	0.010967215	0.003966865	0.00746704	0.004550228	0.383385836
"Manatee County, FL"	0.518392156	0.080528258	0.023670378	0.033465017	0.048347427	0.04969691	0.048614059	0.031946848	0.165338949
"Marion County, FL"	0.662575064	0.025415221	0.014036079	0.028012046	0.026196673	0.01455304	0.006810654	0.007574073	0.214827149
"Martin County, FL"	0.538322246	0.082969707	0.026910454	0.044024999	0.064974913	0.08398828	0.046728619	0.016951071	0.095129711
"Miami-Dade County, FL"	0.398721192	0.100290611	0.018922439	0.03484064	0.052906707	0.06918272	0.087883137	0.223999611	0.013252943
"Monroe County, FL"	0.523268013	0.057608003	0.053973547	0.050751246	0.049627187	0.044962344	0.043782083	0.034452396	0.141575181
"Nassau County, FL"	0.640153859	0.031955241	0.017483928	0.023562956	0.038141862	0.027947387	0.019097829	0.016596283	0.185060656
"Okaloosa County, FL"	0.621781267	0.044118723	0.019780243	0.040543225	0.050527438	0.030297645	0.043376441	0.08989974	0.059675278
"Okeechobee County, FL"	0.527153457	0.009140768	0.018227766	0.023765996	0.016130767	0.008226691	0	0.006290999	0.391063555
"Orange County, FL"	0.56073535	0.065612376	0.016295392	0.039634411	0.068297687	0.09060122	0.069564999	0.049573924	0.03968464
"Osceola County, FL"	0.590152794	0.06720507	0.012482474	0.038549029	0.071110761	0.097256002	0.026531517	0.016166414	0.080545938
"Palm Beach County, FL"	0.459397972	0.10213608	0.028738435	0.070147184	0.061661507	0.066121682	0.096429356	0.086252142	0.029115642
"Pasco County, FL"	0.624871042	0.046601623	0.015116999	0.022018604	0.031762541	0.029454988	0.01702452	0.017576143	0.195573541
"Pinellas County, FL"	0.482946603	0.048701991	0.02958331	0.04411335	0.059956404	0.069425906	0.071489216	0.098472164	0.095311056
"Polk County, FL"	0.610356063	0.023764097	0.03595259	0.03483762	0.029383962	0.022500234	0.010609528	0.015903905	0.216692002
"Putnam County, FL"	0.495825615	0.004295187	0.017019677	0.012617111	0.013422458	0.011382245	0.004885775	0.010066844	0.430485088
"St. Johns County, FL"	0.693546779	0.052002552	0.006768206	0.030731046	0.042333686	0.048753015	0.033681545	0.017573414	0.074609757
"St. Lucie County, FL"	0.678714108	0.030686064	0.025676094	0.030491711	0.025100235	0.036919733	0.040216523	0.048703238	0.083492294
"Santa Rosa County, FL"	0.771665269	0.011653124	0.014689298	0.025200243	0.020009831	0.011927826	0.00990371	0.015773646	0.119177052
"Sarasota County, FL"	0.573412851	0.083139232	0.01758854	0.024392741	0.037263133	0.04864044	0.059766055	0.061357257	0.094439752
"Seminole County, FL"	0.612305947	0.09081228	0.008647769	0.036453344	0.074030471	0.07921057	0.047139975	0.022630827	0.028768817
"Sumter County, FL"	0.804263768	0.007867668	0.002806682	0.007106281	0.002463312	0.003672574	0.001806428	0.011868683	0.158144604
"Suwannee County, FL"	0.413396482	0.007234308	0.011189757	0.003539086	0.006037264	0.007702717	0.007858853	0.007806808	0.535234725
"Taylor County, FL"	0.59898615	0.007694397	0.011948945	0.018104463	0.014302526	0.001810446	0.006517607	0.007603874	0.333031592
"Union County, FL"	0.435880545	0.000878349	0.028985507	0.020421607	0.005489679	0.01163812	0.003732982	0.003293808	0.489679403
"Volusia County, FL"	0.653626283	0.037446855	0.017204159	0.029893147	0.035156326	0.03755925	0.034574973	0.067363256	0.087175751
"Wakulla County, FL"	0.646643914	0.017823284	0.004854001	0.009328783	0.008342814	0.004323094	0.005536595	0	0.303147516
