Dependency=Geometry Building Type RECS	Dependency=Geometry Story Bin	Dependency=State	Dependency=Vintage ACS	Option=Brick	Option=Concrete	Option=Steel Frame	Option=Wood Frame	Option=Void	source_count	source_weight	fallback_count	fallback_weight
Single-Family Detached	8+	CA	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	CA	1980-99	0.000711677	0.000195831	0.000114633	0.998978	0	418729	418729	418729	418729
Single-Family Detached	8+	CA	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	CA	2000-09	0.00154802	9.80412e-05	9.28812e-05	0.998261	0	193796	193796	193796	193796
Single-Family Detached	8+	CA	2010s	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	CA	2010s	0.00240175	0.000218341	0.000363901	0.997016	0	13740	13740	13740	13740
Single-Family Detached	8+	CA	<1940	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	CA	<1940	0.00962401	0.000443903	9.61028e-05	0.989836	0	218516	218516	218516	218516
Mobile Home	8+	CO	1940-59	0	0	0	0	1	0	0	0	0
Mobile Home	<8	CO	1940-59	0.0128755	0.00429185	0.317597	0.665236	0	233	233	233	233
Mobile Home	8+	CO	1960-79	0	0	0	0	1	0	0	0	0
Mobile Home	<8	CO	1960-79	0.00278164	0	0.429366	0.567852	0	5033	5033	5033	5033
Mobile Home	8+	CO	1980-99	0	0	0	0	1	0	0	0	0
Mobile Home	<8	CO	1980-99	0.00142428	0	0.468429	0.530147	0	6319	6319	6319	6319
Mobile Home	8+	CO	2000-09	0	0	0	0	1	0	0	0	0
Mobile Home	<8	CO	2000-09	0.00343137	0.000490196	0.364216	0.631863	0	2040	2040	2040	2040
Mobile Home	8+	CO	2010s	0	0	0	0	1	0	0	0	0
Mobile Home	<8	CO	2010s	0	0	0.111486	0.888514	0	296	296	296	296
Mobile Home	8+	CO	<1940	0	0	0	0	1	0	0	0	0
Mobile Home	<8	CO	<1940	0.00529801	0	0.0238411	0.970861	0	755	755	755	755
Multi-Family with 2 - 4 Units	8+	CO	1940-59	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	CO	1940-59	0.222504	0.00253807	0.00169205	0.773266	0	1182	1182	1182	1182
Multi-Family with 2 - 4 Units	8+	CO	1960-79	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	CO	1960-79	0.134314	6.9377e-05	0	0.865617	0	14414	14414	14414	14414
Multi-Family with 2 - 4 Units	8+	CO	1980-99	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	CO	1980-99	0.0122016	0	0	0.987798	0	30242	30242	30242	30242
Multi-Family with 2 - 4 Units	8+	CO	2000-09	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	CO	2000-09	0.0315984	0	0.000422721	0.967979	0	18925	18925	18925	18925
Multi-Family with 2 - 4 Units	8+	CO	2010s	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	CO	2010s	0.0213964	0.000563063	0.000563063	0.977477	0	1776	1776	1776	1776
Multi-Family with 2 - 4 Units	8+	CO	<1940	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	CO	<1940	0.0902592	0	0.00357462	0.906166	0	1119	1119	1119	1119
Multi-Family with 5+ Units	8+	CO	1940-59	0	0	1	0	0	1	1	1	1
Multi-Family with 5+ Units	<8	CO	1940-59	0.163577	0.0272628	0.00218103	0.806979	0	917	917	917	917
Multi-Family with 5+ Units	8+	CO	1960-79	0	0	1	0	0	38	38	38	38
Multi-Family with 5+ Units	<8	CO	1960-79	0.160612	0.00572435	0.00242184	0.831242	0	9084	9084	9084	9084
Multi-Family with 5+ Units	8+	CO	1980-99	0	0	1	0	0	1	1	2	2
Multi-Family with 5+ Units	<8	CO	1980-99	0.0103745	0.00788744	0.0165565	0.965182	0	14073	14073	14073	14073
Multi-Family with 5+ Units	8+	CO	2000-09	0	0	1	0	0	0	0	0	0
Multi-Family with 5+ Units	<8	CO	2000-09	0.00620133	0.0601384	0.00158639	0.932074	0	6934	6934	6934	6934
Multi-Family with 5+ Units	8+	CO	2010s	0	0	1	0	0	0	0	0	0
Multi-Family with 5+ Units	<8	CO	2010s	0.0222377	0.0229326	0.00833912	0.946491	0	1439	1439	1439	1439
Multi-Family with 5+ Units	8+	CO	<1940	0	0	1	0	0	3	3	3	3
Multi-Family with 5+ Units	<8	CO	<1940	0.189338	0.00827206	0.00735294	0.795037	0	1088	1088	1088	1088
Single-Family Attached	8+	CO	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	CO	1940-59	0.158523	0.00271444	0.00271444	0.836048	0	3684	3684	3684	3684
Single-Family Attached	8+	CO	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	CO	1960-79	0.156556	0.000378358	0.000504477	0.842561	0	23787	23787	23787	23787
Single-Family Attached	8+	CO	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	CO	1980-99	0.0228615	4.47387e-05	2.23694e-05	0.977071	0	44704	44704	44704	44704
Single-Family Attached	8+	CO	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	CO	2000-09	0.0119096	4.05088e-05	0.000121526	0.987928	0	24686	24686	24686	24686
Single-Family Attached	8+	CO	2010s	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	CO	2010s	0.0217576	0	0	0.978242	0	8227	8227	8227	8227
Single-Family Attached	8+	CO	<1940	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	CO	<1940	0.0654485	0.00199336	0.00265781	0.9299	0	3010	3010	3010	3010
Single-Family Detached	8+	CO	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	CO	1940-59	0.197529	0.00125943	0.0011009	0.800111	0	113543	113543	113543	113543
Single-Family Detached	8+	CO	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	CO	1960-79	0.169074	0.000241718	0.000447889	0.830236	0	281320	281320	281320	281320
Single-Family Detached	8+	CO	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	CO	1980-99	0.0303647	0.000159509	0.000516229	0.96896	0	344808	344808	344808	344808
Single-Family Detached	8+	CO	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	CO	2000-09	0.0224336	0.000265975	0.00101804	0.976282	0	218066	218066	218066	218066
Single-Family Detached	8+	CO	2010s	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	CO	2010s	0.00596069	0.000346032	0.00119437	0.992499	0	89587	89587	89587	89587
Single-Family Detached	8+	CO	<1940	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	CO	<1940	0.0874062	0.00363464	0.0026604	0.906299	0	80063	80063	80063	80063
Mobile Home	8+	CT	1940-59	0	0	0	0	1	0	0	0	0
Mobile Home	<8	CT	1940-59	0	0	0.133333	0.866667	0	30	30	30	30
Mobile Home	8+	CT	1960-79	0	0	0	0	1	0	0	0	0
Mobile Home	<8	CT	1960-79	0	0	0.350746	0.649254	0	268	268	268	268
Mobile Home	8+	CT	1980-99	0	0	0	0	1	0	0	0	0
Mobile Home	<8	CT	1980-99	0	0.00529101	0.259259	0.73545	0	378	378	378	378
Mobile Home	8+	CT	2000-09	0	0	0	0	1	0	0	0	0
Mobile Home	<8	CT	2000-09	0	0.010989	0.263736	0.725275	0	91	91	91	91
Mobile Home	8+	CT	2010s	0	0	0	0	1	0	0	0	0
Mobile Home	<8	CT	2010s	0	0	0.20339	0.79661	0	59	59	59	59
Mobile Home	8+	CT	<1940	0	0	0	0	1	0	0	0	0
Mobile Home	<8	CT	<1940	0.4	0.266667	0	0.333333	0	0	0	30	30
Multi-Family with 2 - 4 Units	8+	CT	1940-59	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	CT	1940-59	0.0821678	0.167832	0	0.75	0	572	572	572	572
Multi-Family with 2 - 4 Units	8+	CT	1960-79	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	CT	1960-79	0.0526316	0.0569456	0.0200173	0.870406	0	5795	5795	5795	5795
Multi-Family with 2 - 4 Units	8+	CT	1980-99	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	CT	1980-99	0.00650976	0.0345518	0.010641	0.948297	0	7988	7988	7988	7988
Multi-Family with 2 - 4 Units	8+	CT	2000-09	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	CT	2000-09	0.0069735	0.112971	0.037192	0.842864	0	2151	2151	2151	2151
Multi-Family with 2 - 4 Units	8+	CT	2010s	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	CT	2010s	0.00943396	0.00314465	0	0.987421	0	318	318	318	318
Multi-Family with 2 - 4 Units	8+	CT	<1940	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	CT	<1940	0.110814	0.0727637	0.0453939	0.771028	0	1498	1498	1498	1498
Multi-Family with 5+ Units	8+	CT	1940-59	0	0	1	0	0	3	3	6	6
Multi-Family with 5+ Units	<8	CT	1940-59	0.189091	0.112727	0.0218182	0.676364	0	275	275	275	275
Multi-Family with 5+ Units	8+	CT	1960-79	0	0	1	0	0	30	30	30	30
Multi-Family with 5+ Units	<8	CT	1960-79	0.141278	0.405094	0.0182605	0.435368	0	2081	2081	2081	2081
Multi-Family with 5+ Units	8+	CT	1980-99	0	0	1	0	0	8	8	20	20
Multi-Family with 5+ Units	<8	CT	1980-99	0.0136919	0.246944	0.00635697	0.733007	0	2045	2045	2045	2045
Multi-Family with 5+ Units	8+	CT	2000-09	0	0	1	0	0	2	2	12	12
Multi-Family with 5+ Units	<8	CT	2000-09	0.00542741	0.0122117	0.0176391	0.964722	0	737	737	737	737
Multi-Family with 5+ Units	8+	CT	2010s	0	0	1	0	0	2	2	4	4
Multi-Family with 5+ Units	<8	CT	2010s	0.0179211	0.0143369	0.0716846	0.896057	0	279	279	279	279
Multi-Family with 5+ Units	8+	CT	<1940	0	0	1	0	0	4	4	21	21
Multi-Family with 5+ Units	<8	CT	<1940	0.168957	0.0485044	0.00606306	0.776475	0	2474	2474	2474	2474
Single-Family Attached	8+	CT	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	CT	1940-59	0.0251323	0.191138	0.000661376	0.783069	0	1512	1512	1512	1512
Single-Family Attached	8+	CT	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	CT	1960-79	0.0194946	0.152347	0.00144404	0.826715	0	1385	1385	1385	1385
Single-Family Attached	8+	CT	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	CT	1980-99	0.00973574	0.173853	0.00417246	0.812239	0	719	719	719	719
Single-Family Attached	8+	CT	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	CT	2000-09	0.0165563	0.13245	0	0.850993	0	302	302	302	302
Single-Family Attached	8+	CT	2010s	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	CT	2010s	0	0	0.0113636	0.988636	0	88	88	88	88
Single-Family Attached	8+	CT	<1940	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	CT	<1940	0.0246291	0.0811271	0.000638796	0.893605	0	14089	14089	14089	14089
Single-Family Detached	8+	CT	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	CT	1940-59	0.0213053	0.289469	0.00118178	0.688044	0	60079	60079	60079	60079
Single-Family Detached	8+	CT	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	CT	1960-79	0.00970327	0.258576	0.00107988	0.73064	0	63896	63896	63896	63896
Single-Family Detached	8+	CT	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	CT	1980-99	0.0154689	0.28302	0.00453154	0.69698	0	42149	42149	42149	42149
Single-Family Detached	8+	CT	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	CT	2000-09	0.0328846	0.303333	0.00474359	0.659038	0	15600	15600	15600	15600
Single-Family Detached	8+	CT	2010s	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	CT	2010s	0.015674	0.126785	0.00417973	0.853361	0	2871	2871	2871	2871
Single-Family Detached	8+	CT	<1940	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	CT	<1940	0.091946	0.204006	0.00175268	0.702295	0	35945	35945	35945	35945
Mobile Home	8+	DC	1940-59	0	0	0	0	1	0	0	0	0
Mobile Home	<8	DC	1940-59	0.034452	0.03564	0.038907	0.891001	0	0	0	3367	3367
Mobile Home	8+	DC	1960-79	0	0	0	0	1	0	0	0	0
Mobile Home	<8	DC	1960-79	0.0352284	0.0194868	0.0791468	0.866138	0	0	0	68354	68354
Mobile Home	8+	DC	1980-99	0	0	0	0	1	0	0	0	0
Mobile Home	<8	DC	1980-99	0.0568057	0.0283992	0.105834	0.808961	0	0	0	135004	135004
Mobile Home	8+	DC	2000-09	0	0	0	0	1	0	0	0	0
Mobile Home	<8	DC	2000-09	0.068443	0.0374824	0.0771469	0.816928	0	0	0	41246	41246
Mobile Home	8+	DC	2010s	0	0	0	0	1	0	0	0	0
Mobile Home	<8	DC	2010s	0.0654636	0.0341008	0.0908525	0.809583	0	0	0	8035	8035
Mobile Home	8+	DC	<1940	0	0	0	0	1	0	0	0	0
Mobile Home	<8	DC	<1940	0.109496	0.174777	0.0397626	0.675964	0	0	0	3370	3370
Multi-Family with 2 - 4 Units	8+	DC	1940-59	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	DC	1940-59	1	0	0	0	0	122	122	122	122
Multi-Family with 2 - 4 Units	8+	DC	1960-79	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	DC	1960-79	0.996503	0.0034965	0	0	0	286	286	286	286
Multi-Family with 2 - 4 Units	8+	DC	1980-99	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	DC	1980-99	0.28413	0.453925	0.261945	0	0	1172	1172	1172	1172
Multi-Family with 2 - 4 Units	8+	DC	2000-09	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	DC	2000-09	0.5025	0.4975	0	0	0	1200	1200	1200	1200
Multi-Family with 2 - 4 Units	8+	DC	2010s	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	DC	2010s	0.725995	0.0197152	0.000182548	0.254107	0	5	5	5478	5478
Multi-Family with 2 - 4 Units	8+	DC	<1940	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	DC	<1940	0.908815	0.0273556	0	0.0638298	0	329	329	329	329
Multi-Family with 5+ Units	8+	DC	1940-59	0	0	1	0	0	50	50	50	50
Multi-Family with 5+ Units	<8	DC	1940-59	0.970874	0.0228849	0.00624133	0	0	1442	1442	1442	1442
Multi-Family with 5+ Units	8+	DC	1960-79	0	0	1	0	0	61	61	61	61
Multi-Family with 5+ Units	<8	DC	1960-79	0.977688	0.0182556	0.0020284	0.0020284	0	493	493	493	493
Multi-Family with 5+ Units	8+	DC	1980-99	0	0	1	0	0	20	20	20	20
Multi-Family with 5+ Units	<8	DC	1980-99	0.195876	0.793814	0.0103093	0	0	97	97	97	97
Multi-Family with 5+ Units	8+	DC	2000-09	0	0	1	0	0	18	18	18	18
Multi-Family with 5+ Units	<8	DC	2000-09	0.443548	0.443548	0.00806452	0.104839	0	124	124	124	124
Multi-Family with 5+ Units	8+	DC	2010s	0	0	1	0	0	41	41	41	41
Multi-Family with 5+ Units	<8	DC	2010s	0.556962	0.164557	0.151899	0.126582	0	79	79	79	79
Multi-Family with 5+ Units	8+	DC	<1940	0	0	1	0	0	45	45	45	45
Multi-Family with 5+ Units	<8	DC	<1940	0.967619	0.0285714	0	0.00380952	0	1050	1050	1050	1050
Single-Family Attached	8+	DC	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	DC	1940-59	0.433766	0.103433	0.00158292	0.461218	0	0	0	22111	22111
Single-Family Attached	8+	DC	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	DC	1960-79	0.27596	0.197223	0.000363816	0.526453	0	0	0	85208	85208
Single-Family Attached	8+	DC	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	DC	1980-99	0.23143	0.0449677	0.000213295	0.723389	0	0	0	239105	239105
Single-Family Attached	8+	DC	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	DC	2000-09	0.337448	0.0139186	0.000735581	0.647898	0	0	0	87006	87006
Single-Family Attached	8+	DC	2010s	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	DC	2010s	0.348174	0.00245667	0.000302877	0.649066	0	0	0	29715	29715
Single-Family Attached	8+	DC	<1940	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	DC	<1940	0.11506	0.00820767	0.000190876	0.876541	0	0	0	26195	26195
Single-Family Detached	8+	DC	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	DC	1940-59	0.255463	0.115466	0.00304275	0.626029	0	2	2	787774	787774
Single-Family Detached	8+	DC	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	DC	1960-79	0.309882	0.11814	0.00389125	0.568087	0	0	0	1.37308e+06	1.37308e+06
Single-Family Detached	8+	DC	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	DC	1980-99	0.19312	0.0907962	0.00421449	0.711869	0	2	2	1.87259e+06	1.87259e+06
Single-Family Detached	8+	DC	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	DC	2000-09	0.289383	0.0971527	0.00485525	0.608609	0	0	0	1.0053e+06	1.0053e+06
Single-Family Detached	8+	DC	2010s	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	DC	2010s	0.282571	0.0616849	0.0058061	0.649938	0	1	1	382184	382184
Single-Family Detached	8+	DC	<1940	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	DC	<1940	0.957143	0.0142857	0	0.0285714	0	70	70	70	70
Mobile Home	8+	DE	1940-59	0	0	0	0	1	0	0	0	0
Mobile Home	<8	DE	1940-59	0.034452	0.03564	0.038907	0.891001	0	1	1	3367	3367
Mobile Home	8+	DE	1960-79	0	0	0	0	1	0	0	0	0
Mobile Home	<8	DE	1960-79	0.0352284	0.0194868	0.0791468	0.866138	0	2	2	68354	68354
Mobile Home	8+	DE	1980-99	0	0	0	0	1	0	0	0	0
Mobile Home	<8	DE	1980-99	0.0568057	0.0283992	0.105834	0.808961	0	2	2	135004	135004
Mobile Home	8+	DE	2000-09	0	0	0	0	1	0	0	0	0
Mobile Home	<8	DE	2000-09	0.068443	0.0374824	0.0771469	0.816928	0	1	1	41246	41246
Mobile Home	8+	DE	2010s	0	0	0	0	1	0	0	0	0
Mobile Home	<8	DE	2010s	0.0654636	0.0341008	0.0908525	0.809583	0	3	3	8035	8035
Mobile Home	8+	DE	<1940	0	0	0	0	1	0	0	0	0
Mobile Home	<8	DE	<1940	0.109496	0.174777	0.0397626	0.675964	0	3	3	3370	3370
Multi-Family with 2 - 4 Units	8+	DE	1940-59	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	DE	1940-59	0.262148	0.258894	0.000976139	0.477983	0	0	0	9220	9220
Multi-Family with 2 - 4 Units	8+	DE	1960-79	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	DE	1960-79	0.634473	0.0851521	0.000192217	0.280182	0	0	0	57227	57227
Multi-Family with 2 - 4 Units	8+	DE	1980-99	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	DE	1980-99	0.50169	0.0519693	0.00474347	0.441598	0	0	0	81375	81375
Multi-Family with 2 - 4 Units	8+	DE	2000-09	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	DE	2000-09	0.554132	0.0762747	0.00263696	0.366957	0	0	0	40577	40577
Multi-Family with 2 - 4 Units	8+	DE	2010s	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	DE	2010s	0.725995	0.0197152	0.000182548	0.254107	0	0	0	5478	5478
Multi-Family with 2 - 4 Units	8+	DE	<1940	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	DE	<1940	0.179394	0.0194844	0.0033458	0.797776	0	1	1	10162	10162
Multi-Family with 5+ Units	8+	DE	1940-59	0	0	1	0	0	0	0	56	56
Multi-Family with 5+ Units	<8	DE	1940-59	0.728689	0.0507915	0.0033861	0.217134	0	0	0	11813	11813
Multi-Family with 5+ Units	8+	DE	1960-79	0	0	1	0	0	0	0	131	131
Multi-Family with 5+ Units	<8	DE	1960-79	0.686049	0.104053	0.00518597	0.204712	0	0	0	137872	137872
Multi-Family with 5+ Units	8+	DE	1980-99	0	0	1	0	0	0	0	33	33
Multi-Family with 5+ Units	<8	DE	1980-99	0.562358	0.0527294	0.00916397	0.375748	0	3	3	157028	157028
Multi-Family with 5+ Units	8+	DE	2000-09	0	0	1	0	0	0	0	44	44
Multi-Family with 5+ Units	<8	DE	2000-09	0.454161	0.0456117	0.00588702	0.494341	0	0	0	59283	59283
Multi-Family with 5+ Units	8+	DE	2010s	0	0	1	0	0	0	0	114	114
Multi-Family with 5+ Units	<8	DE	2010s	0.433548	0.055709	0.00798036	0.502762	0	0	0	6516	6516
Multi-Family with 5+ Units	8+	DE	<1940	0	0	1	0	0	0	0	50	50
Multi-Family with 5+ Units	<8	DE	<1940	0.329999	0.020805	0.00936225	0.639834	0	0	0	12497	12497
Single-Family Attached	8+	DE	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	DE	1940-59	0.433766	0.103433	0.00158292	0.461218	0	0	0	22111	22111
Single-Family Attached	8+	DE	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	DE	1960-79	0.27596	0.197223	0.000363816	0.526453	0	6	6	85208	85208
Single-Family Attached	8+	DE	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	DE	1980-99	0.23143	0.0449677	0.000213295	0.723389	0	0	0	239105	239105
Single-Family Attached	8+	DE	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	DE	2000-09	0.337448	0.0139186	0.000735581	0.647898	0	0	0	87006	87006
Single-Family Attached	8+	DE	2010s	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	DE	2010s	0.348174	0.00245667	0.000302877	0.649066	0	0	0	29715	29715
Single-Family Attached	8+	DE	<1940	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	DE	<1940	0.11506	0.00820767	0.000190876	0.876541	0	1	1	26195	26195
Single-Family Detached	8+	DE	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	DE	1940-59	0.00109529	0	0	0.998905	0	1826	1826	1826	1826
Single-Family Detached	8+	DE	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	DE	1960-79	0.00852383	0	0	0.991476	0	2581	2581	2581	2581
Single-Family Detached	8+	DE	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	DE	1980-99	0.0257732	0	0	0.974227	0	582	582	582	582
Single-Family Detached	8+	DE	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	DE	2000-09	0	0	0	1	0	342	342	342	342
Single-Family Detached	8+	DE	2010s	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	DE	2010s	0	0	0	1	0	135	135	135	135
Single-Family Detached	8+	DE	<1940	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	DE	<1940	0.00100351	0	0	0.998996	0	1993	1993	1993	1993
Mobile Home	8+	FL	1940-59	0	0	0	0	1	0	0	0	0
Mobile Home	<8	FL	1940-59	0.0271761	0.0208744	0.0311146	0.920835	0	2539	2539	2539	2539
Mobile Home	8+	FL	1960-79	0	0	0	0	1	0	0	0	0
Mobile Home	<8	FL	1960-79	0.0299839	0.0184181	0.0343165	0.917282	0	55163	55163	55163	55163
Mobile Home	8+	FL	1980-99	0	0	0	0	1	0	0	0	0
Mobile Home	<8	FL	1980-99	0.0611887	0.0332637	0.0458251	0.859722	0	82793	82793	82793	82793
Mobile Home	8+	FL	2000-09	0	0	0	0	1	0	0	0	0
Mobile Home	<8	FL	2000-09	0.0775693	0.0391379	0.0522886	0.831004	0	25474	25474	25474	25474
Mobile Home	8+	FL	2010s	0	0	0	0	1	0	0	0	0
Mobile Home	<8	FL	2010s	0.0529669	0.0366388	0.0529669	0.857427	0	5022	5022	5022	5022
Mobile Home	8+	FL	<1940	0	0	0	0	1	0	0	0	0
Mobile Home	<8	FL	<1940	0.315578	0.00201005	0.0180905	0.664322	0	995	995	995	995
Multi-Family with 2 - 4 Units	8+	FL	1940-59	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	FL	1940-59	0.284545	0.414537	0.000199681	0.300719	0	5008	5008	5008	5008
Multi-Family with 2 - 4 Units	8+	FL	1960-79	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	FL	1960-79	0.817706	0.123127	5.21064e-05	0.0591147	0	38383	38383	38383	38383
Multi-Family with 2 - 4 Units	8+	FL	1980-99	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	FL	1980-99	0.72397	0.0675278	0.000130291	0.208372	0	53726	53726	53726	53726
Multi-Family with 2 - 4 Units	8+	FL	2000-09	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	FL	2000-09	0.798545	0.10007	0.00012334	0.101262	0	24323	24323	24323	24323
Multi-Family with 2 - 4 Units	8+	FL	2010s	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	FL	2010s	0.855814	0.021041	0	0.123145	0	4515	4515	4515	4515
Multi-Family with 2 - 4 Units	8+	FL	<1940	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	FL	<1940	0.110289	0.0390047	0	0.850706	0	2974	2974	2974	2974
Multi-Family with 5+ Units	8+	FL	1940-59	0	0	1	0	0	2	2	56	56
Multi-Family with 5+ Units	<8	FL	1940-59	0.656169	0.0624677	0.00258131	0.278782	0	1937	1937	1937	1937
Multi-Family with 5+ Units	8+	FL	1960-79	0	0	1	0	0	60	60	60	60
Multi-Family with 5+ Units	<8	FL	1960-79	0.816366	0.0175972	0.000133157	0.165904	0	97629	97629	97629	97629
Multi-Family with 5+ Units	8+	FL	1980-99	0	0	1	0	0	9	9	33	33
Multi-Family with 5+ Units	<8	FL	1980-99	0.78381	0.0193471	0.000131485	0.196711	0	106476	106476	106476	106476
Multi-Family with 5+ Units	8+	FL	2000-09	0	0	1	0	0	20	20	20	20
Multi-Family with 5+ Units	<8	FL	2000-09	0.597604	0.0200521	0.00167937	0.380665	0	39896	39896	39896	39896
Multi-Family with 5+ Units	8+	FL	2010s	0	0	1	0	0	70	70	70	70
Multi-Family with 5+ Units	<8	FL	2010s	0.683497	0.101356	0.0075358	0.207611	0	2654	2654	2654	2654
Multi-Family with 5+ Units	8+	FL	<1940	0	0	1	0	0	0	0	50	50
Multi-Family with 5+ Units	<8	FL	<1940	0.402646	0.0142857	0.000529101	0.58254	0	1890	1890	1890	1890
Single-Family Attached	8+	FL	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	FL	1940-59	0.738867	0.0314618	0.000242014	0.229429	0	4132	4132	4132	4132
Single-Family Attached	8+	FL	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	FL	1960-79	0.815581	0.10472	9.9686e-05	0.0795993	0	20063	20063	20063	20063
Single-Family Attached	8+	FL	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	FL	1980-99	0.626191	0.107198	1.2751e-05	0.266599	0	78425	78425	78425	78425
Single-Family Attached	8+	FL	2000-09	0	0	0	0	1	0	0	0	0
