Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=HVAC Cooling Type	Option=<10% Conditioned	Option=20% Conditioned	Option=40% Conditioned	Option=60% Conditioned	Option=80% Conditioned	Option=100% Conditioned	Option=None	Option=Void	source_count	source_weight
2A	Single-Family Detached	4000+	Central AC	0	0	0	0.0171838	0.0325293	0.950287	0	0	16.5949	117237
2A	Single-Family Detached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	3.38659	17354.3
2A	Single-Family Detached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
2A	Single-Family Detached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	3.38659	2101.19
2A	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0	0.104384	707.078
2A	Single-Family Detached	4000+	Room AC	0	0.369982	0.118236	0.197941	0.13496	0.178882	0	0	0.343139	2779.04
2B	Mobile Home	0-1499	Central AC	0	0	0	8.88942e-05	0.00172143	0.99819	0	0	0.148528	4493.45
2B	Mobile Home	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.188333	5239.48
2B	Mobile Home	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
2B	Mobile Home	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.188333	634.376
2B	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0	0.0503568	1476.85
2B	Mobile Home	0-1499	Room AC	0	0.055724	0.0842772	0.371528	0	0.488471	0	0	0.201132	5143.68
2B	Mobile Home	1500-2499	Central AC	0	0	0	0.0003521	0.0042417	0.995406	0	0	0.104356	2963.36
2B	Mobile Home	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.217244	5545.68
2B	Mobile Home	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
2B	Mobile Home	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.217244	671.449
2B	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0	0.0133594	358.085
2B	Mobile Home	1500-2499	Room AC	0	0.122326	0.132347	0.467946	0	0.277381	0	0	0.0295992	671.055
2B	Mobile Home	2500-3999	Central AC	0	0	0	0.000847584	0.00779387	0.991359	0	0	0.048507	1332.05
2B	Mobile Home	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0566338	1456.99
2B	Mobile Home	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
2B	Mobile Home	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0566338	176.407
2B	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0	0.00411084	107.829
2B	Mobile Home	2500-3999	Room AC	0	0.207806	0.126029	0.450922	0	0.215243	0	0	0.0126265	279.547
2B	Mobile Home	4000+	Central AC	0	0	0	0.000795404	0.00801439	0.99119	0	0	0.00979638	271.44
2B	Mobile Home	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00976162	214.449
2B	Mobile Home	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
2B	Mobile Home	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00976162	25.9647
2B	Mobile Home	4000+	None	0	0	0	0	0	0	1	0	0.000486306	12.3185
2B	Mobile Home	4000+	Room AC	0	0.193057	0.0779109	0.410644	0	0.318389	0	0	0.00116904	27.6725
2B	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.000200505	0.000722529	0.999077	0	0	1.63929	18987.2
2B	Multi-Family with 2 - 4 Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.237989	2566.41
2B	Multi-Family with 2 - 4 Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
2B	Multi-Family with 2 - 4 Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.237989	310.731
2B	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	0	0.968533	11074.8
2B	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.0416602	0.1696	0.243209	0	0.54553	0	0	2.27955	23281
2B	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.000795082	0.00178237	0.997423	0	0	1.15176	12521.7
2B	Multi-Family with 2 - 4 Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.274523	2716.39
2B	Multi-Family with 2 - 4 Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
2B	Multi-Family with 2 - 4 Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.274523	328.89
2B	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	0	0.256948	2685.27
2B	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.0939041	0.273475	0.314536	0	0.318085	0	0	0.335466	3037.28
2B	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.00191671	0.00327975	0.994804	0	0	0.535366	5628.58
2B	Multi-Family with 2 - 4 Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0715658	713.666
2B	Multi-Family with 2 - 4 Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
2B	Multi-Family with 2 - 4 Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0715658	86.4079
2B	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0	0.0790654	808.606
2B	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.16448	0.26851	0.312511	0	0.254499	0	0	0.143104	1265.27
2B	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.00179906	0.0033732	0.994828	0	0	0.108121	1146.97
2B	Multi-Family with 2 - 4 Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0123353	105.042
2B	Multi-Family with 2 - 4 Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
2B	Multi-Family with 2 - 4 Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0123353	12.718
2B	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0	0.00935333	92.3762
2B	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.155948	0.169407	0.290449	0	0.384197	0	0	0.0132494	125.249
2B	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.000200505	0.000722529	0.999077	0	0	1.63929	18987.2
2B	Multi-Family with 5+ Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.237989	2566.41
2B	Multi-Family with 5+ Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
2B	Multi-Family with 5+ Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.237989	310.731
2B	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	0	0.968533	11074.8
2B	Multi-Family with 5+ Units	0-1499	Room AC	0	0.0416602	0.1696	0.243209	0	0.54553	0	0	2.27955	23281
2B	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.000795082	0.00178237	0.997423	0	0	1.15176	12521.7
2B	Multi-Family with 5+ Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.274523	2716.39
2B	Multi-Family with 5+ Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
2B	Multi-Family with 5+ Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.274523	328.89
2B	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	0	0.256948	2685.27
2B	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.0939041	0.273475	0.314536	0	0.318085	0	0	0.335466	3037.28
2B	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.00191671	0.00327975	0.994804	0	0	0.535366	5628.58
2B	Multi-Family with 5+ Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0715658	713.666
2B	Multi-Family with 5+ Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
2B	Multi-Family with 5+ Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0715658	86.4079
2B	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0	0.0790654	808.606
2B	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.16448	0.26851	0.312511	0	0.254499	0	0	0.143104	1265.27
2B	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.00179906	0.0033732	0.994828	0	0	0.108121	1146.97
2B	Multi-Family with 5+ Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0123353	105.042
2B	Multi-Family with 5+ Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
2B	Multi-Family with 5+ Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0123353	12.718
2B	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0	0.00935333	92.3762
2B	Multi-Family with 5+ Units	4000+	Room AC	0	0.155948	0.169407	0.290449	0	0.384197	0	0	0.0132494	125.249
2B	Single-Family Attached	0-1499	Central AC	0	0	0	0.00230405	0.00432574	0.99337	0	0	28.356	299655
2B	Single-Family Attached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	9.44418	90654
2B	Single-Family Attached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
2B	Single-Family Attached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	9.44418	10976
2B	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	0	3.79772	38778.3
2B	Single-Family Attached	0-1499	Room AC	0	0.116563	0.198531	0.331469	0	0.353438	0	0	5.84524	55485.2
2B	Single-Family Attached	1500-2499	Central AC	0	0	0	0.00903227	0.0105493	0.980418	0	0	19.9229	197617
2B	Single-Family Attached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	10.8939	95951.9
2B	Single-Family Attached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
2B	Single-Family Attached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	10.8939	11617.5
2B	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	0	1.00752	9402.43
2B	Single-Family Attached	1500-2499	Room AC	0	0.215779	0.262909	0.352064	0	0.169248	0	0	0.860203	7238.71
2B	Single-Family Attached	2500-3999	Central AC	0	0	0	0.0213675	0.0190493	0.959583	0	0	9.26066	88830
2B	Single-Family Attached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	2.83996	25209
2B	Single-Family Attached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
2B	Single-Family Attached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	2.83996	3052.22
2B	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	0	0.310024	2831.32
2B	Single-Family Attached	2500-3999	Room AC	0	0.337067	0.230212	0.311956	0	0.120766	0	0	0.366948	3015.49
2B	Single-Family Attached	4000+	Central AC	0	0	0	0.0200709	0.0196066	0.960322	0	0	1.87026	18101.5
2B	Single-Family Attached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.489507	3710.42
2B	Single-Family Attached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
2B	Single-Family Attached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.489507	449.244
2B	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0	0.0366754	323.454
2B	Single-Family Attached	4000+	Room AC	0	0.341044	0.154998	0.309404	0	0.194554	0	0	0.0339741	298.505
2B	Single-Family Detached	0-1499	Central AC	0	0	0	0.00230405	0.00432574	0.99337	0	0	28.356	299655
2B	Single-Family Detached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	9.44418	90654
2B	Single-Family Detached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
2B	Single-Family Detached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	9.44418	10976
2B	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	0	3.79772	38778.3
2B	Single-Family Detached	0-1499	Room AC	0	0.116563	0.198531	0.331469	0	0.353438	0	0	5.84524	55485.2
2B	Single-Family Detached	1500-2499	Central AC	0	0	0	0.00903227	0.0105493	0.980418	0	0	19.9229	197617
2B	Single-Family Detached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	10.8939	95951.9
2B	Single-Family Detached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
2B	Single-Family Detached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	10.8939	11617.5
2B	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	0	1.00752	9402.43
2B	Single-Family Detached	1500-2499	Room AC	0	0.215779	0.262909	0.352064	0	0.169248	0	0	0.860203	7238.71
2B	Single-Family Detached	2500-3999	Central AC	0	0	0	0.0213675	0.0190493	0.959583	0	0	9.26066	88830
2B	Single-Family Detached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	2.83996	25209
2B	Single-Family Detached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
2B	Single-Family Detached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	2.83996	3052.22
2B	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0	0.310024	2831.32
2B	Single-Family Detached	2500-3999	Room AC	0	0.337067	0.230212	0.311956	0	0.120766	0	0	0.366948	3015.49
2B	Single-Family Detached	4000+	Central AC	0	0	0	0.0200709	0.0196066	0.960322	0	0	1.87026	18101.5
2B	Single-Family Detached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.489507	3710.42
2B	Single-Family Detached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
2B	Single-Family Detached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.489507	449.244
2B	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0	0.0366754	323.454
2B	Single-Family Detached	4000+	Room AC	0	0.341044	0.154998	0.309404	0	0.194554	0	0	0.0339741	298.505
3A	Mobile Home	0-1499	Central AC	0	0	0	0.000186561	0.00489491	0.994919	0	0	1.04441	33055.7
3A	Mobile Home	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.726429	24272.5
3A	Mobile Home	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
3A	Mobile Home	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.726429	2938.83
3A	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0	0.127829	4161.7
3A	Mobile Home	0-1499	Room AC	0	0.127914	0.119717	0.551219	0.00862807	0.192522	0	0	1.27719	41493.8
3A	Mobile Home	1500-2499	Central AC	0	0	0	0.000735313	0.012002	0.987263	0	0	0.733802	21799.7
3A	Mobile Home	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.837943	25691
3A	Mobile Home	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
3A	Mobile Home	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.837943	3110.57
3A	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0	0.0339124	1009.07
3A	Mobile Home	1500-2499	Room AC	0	0.216083	0.144673	0.534264	0.0208508	0.0841287	0	0	0.187955	5413.36
3A	Mobile Home	2500-3999	Central AC	0	0	0	0.00175764	0.0218981	0.976344	0	0	0.341089	9799.06
3A	Mobile Home	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.218445	6749.7
3A	Mobile Home	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
3A	Mobile Home	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.218445	817.228
3A	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0	0.0104352	303.858
3A	Mobile Home	2500-3999	Room AC	0	0.330971	0.124215	0.464185	0.0217692	0.0588609	0	0	0.0801784	2255.09
3A	Mobile Home	4000+	Central AC	0	0	0	0.00164886	0.0225099	0.975841	0	0	0.0688856	1996.82
3A	Mobile Home	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0376519	993.461
3A	Mobile Home	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
3A	Mobile Home	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0376519	120.285
3A	Mobile Home	4000+	None	0	0	0	0	0	0	1	0	0.00123447	34.7131
3A	Mobile Home	4000+	Room AC	0	0.338764	0.0846027	0.465733	0.0149738	0.0959263	0	0	0.00742338	223.233
3A	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.000421525	0.00205807	0.99752	0	0	11.527	139677
3A	Multi-Family with 2 - 4 Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.917958	11889.2
3A	Multi-Family with 2 - 4 Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
3A	Multi-Family with 2 - 4 Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.917958	1439.5
3A	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	0	2.45858	31208.4
3A	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.101306	0.255218	0.382253	0.0334521	0.227771	0	0	14.4752	187806
3A	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.00166715	0.0050637	0.993269	0	0	8.09889	92114.8
3A	Multi-Family with 2 - 4 Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	1.05887	12584
3A	Multi-Family with 2 - 4 Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
3A	Multi-Family with 2 - 4 Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.05887	1523.62
3A	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	0	0.652251	7566.99
3A	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.166082	0.299314	0.359557	0.0784542	0.0965933	0	0	2.13021	24501.6
3A	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.004003	0.00928061	0.986716	0	0	3.76456	41406.1
3A	Multi-Family with 2 - 4 Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.276039	3306.14
3A	Multi-Family with 2 - 4 Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
3A	Multi-Family with 2 - 4 Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.276039	400.296
3A	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0	0.200704	2278.62
3A	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.261374	0.264049	0.320978	0.0841605	0.0694388	0	0	0.908711	10206.8
3A	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.00375713	0.00954463	0.986698	0	0	0.760282	8437.6
3A	Multi-Family with 2 - 4 Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0475792	486.618
3A	Multi-Family with 2 - 4 Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
3A	Multi-Family with 2 - 4 Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0475792	58.9179
3A	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0	0.0237431	260.313
3A	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.284462	0.191226	0.342431	0.0615534	0.120328	0	0	0.0841337	1010.38
3A	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.000421525	0.00205807	0.99752	0	0	11.527	139677
3A	Multi-Family with 5+ Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.917958	11889.2
3A	Multi-Family with 5+ Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
3A	Multi-Family with 5+ Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.917958	1439.5
3A	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	0	2.45858	31208.4
3A	Multi-Family with 5+ Units	0-1499	Room AC	0	0.101306	0.255218	0.382253	0.0334521	0.227771	0	0	14.4752	187806
3A	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.00166715	0.0050637	0.993269	0	0	8.09889	92114.8
3A	Multi-Family with 5+ Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	1.05887	12584
3A	Multi-Family with 5+ Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
3A	Multi-Family with 5+ Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.05887	1523.62
3A	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	0	0.652251	7566.99
3A	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.166082	0.299314	0.359557	0.0784542	0.0965933	0	0	2.13021	24501.6
3A	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.004003	0.00928061	0.986716	0	0	3.76456	41406.1
3A	Multi-Family with 5+ Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.276039	3306.14
3A	Multi-Family with 5+ Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
3A	Multi-Family with 5+ Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.276039	400.296
3A	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0	0.200704	2278.62
3A	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.261374	0.264049	0.320978	0.0841605	0.0694388	0	0	0.908711	10206.8
3A	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.00375713	0.00954463	0.986698	0	0	0.760282	8437.6
3A	Multi-Family with 5+ Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0475792	486.618
3A	Multi-Family with 5+ Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
3A	Multi-Family with 5+ Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0475792	58.9179
3A	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0	0.0237431	260.313
3A	Multi-Family with 5+ Units	4000+	Room AC	0	0.284462	0.191226	0.342431	0.0615534	0.120328	0	0	0.0841337	1010.38
3A	Single-Family Attached	0-1499	Central AC	0	0	0	0.00480067	0.0122118	0.982988	0	0	199.392	2.20438e+06
3A	Single-Family Attached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	36.4276	419966
3A	Single-Family Attached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
3A	Single-Family Attached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	36.4276	50847.9
3A	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	0	9.64038	109276
3A	Single-Family Attached	0-1499	Room AC	0	0.213487	0.225017	0.392388	0.0579627	0.111146	0	0	37.1173	447596
3A	Single-Family Attached	1500-2499	Central AC	0	0	0	0.0184727	0.0292324	0.952295	0	0	140.093	1.45375e+06
3A	Single-Family Attached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	42.0195	444509
3A	Single-Family Attached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
3A	Single-Family Attached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	42.0195	53819.5
3A	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	0	2.55755	26495.7
3A	Single-Family Attached	1500-2499	Room AC	0	0.300153	0.226315	0.316529	0.11658	0.0404226	0	0	5.46229	58394.3
3A	Single-Family Attached	2500-3999	Central AC	0	0	0	0.0424879	0.0513212	0.906191	0	0	65.1186	653469
3A	Single-Family Attached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	10.9541	116784
3A	Single-Family Attached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
3A	Single-Family Attached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	10.9541	14139.8
3A	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	0	0.786984	7978.56
3A	Single-Family Attached	2500-3999	Room AC	0	0.426057	0.180074	0.254862	0.112797	0.0262097	0	0	2.33012	24325.8
3A	Single-Family Attached	4000+	Central AC	0	0	0	0.0399248	0.0528428	0.907232	0	0	13.1512	133162
3A	Single-Family Attached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	1.8881	17189
3A	Single-Family Attached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
3A	Single-Family Attached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.8881	2081.18
3A	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0	0.0930992	911.481
3A	Single-Family Attached	4000+	Room AC	0	0.46653	0.13121	0.273561	0.083003	0.0456959	0	0	0.215736	2408.03
3A	Single-Family Detached	0-1499	Central AC	0	0	0	0.00480067	0.0122118	0.982988	0	0	199.392	2.20438e+06
3A	Single-Family Detached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	36.4276	419966
3A	Single-Family Detached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
3A	Single-Family Detached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	36.4276	50847.9
3A	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	0	9.64038	109276
3A	Single-Family Detached	0-1499	Room AC	0	0.213487	0.225017	0.392388	0.0579627	0.111146	0	0	37.1173	447596
3A	Single-Family Detached	1500-2499	Central AC	0	0	0	0.0184727	0.0292324	0.952295	0	0	140.093	1.45375e+06
3A	Single-Family Detached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	42.0195	444509
3A	Single-Family Detached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
3A	Single-Family Detached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	42.0195	53819.5
3A	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	0	2.55755	26495.7
3A	Single-Family Detached	1500-2499	Room AC	0	0.300153	0.226315	0.316529	0.11658	0.0404226	0	0	5.46229	58394.3
3A	Single-Family Detached	2500-3999	Central AC	0	0	0	0.0424879	0.0513212	0.906191	0	0	65.1186	653469
3A	Single-Family Detached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	10.9541	116784
3A	Single-Family Detached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
3A	Single-Family Detached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	10.9541	14139.8
