Dependency=County	Dependency=Geometry Building Type RECS	Dependency=Vacancy Status	Option=No	Option=Yes	source_count	source_weight	fallback_count	fallback_weight
AL, Bibb County	Single-Family Detached	Occupied	0.999951	4.93542e-05	0.507308	8972	109.04	2.20934e+06
AL, Bibb County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Blount County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Blount County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Blount County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Blount County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Blount County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Blount County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Blount County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Blount County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Blount County	Single-Family Detached	Occupied	0.999951	4.93542e-05	1.30093	23850	109.04	2.20934e+06
AL, Blount County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Bullock County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Bullock County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Bullock County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Bullock County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Bullock County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Bullock County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Bullock County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Bullock County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Bullock County	Single-Family Detached	Occupied	0.999951	4.93542e-05	0.234419	4462	109.04	2.20934e+06
AL, Bullock County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Butler County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Butler County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Butler County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Butler County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Butler County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Butler County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Butler County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Butler County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Butler County	Single-Family Detached	Occupied	0.999951	4.93542e-05	0.452252	9914	109.04	2.20934e+06
AL, Butler County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Calhoun County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Calhoun County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Calhoun County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Calhoun County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Calhoun County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Calhoun County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Calhoun County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Calhoun County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Calhoun County	Single-Family Detached	Occupied	0.999951	4.93542e-05	2.60087	53326	109.04	2.20934e+06
AL, Calhoun County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Chambers County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Chambers County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Chambers County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Chambers County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Chambers County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Chambers County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Chambers County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Chambers County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Chambers County	Single-Family Detached	Occupied	0.999951	4.93542e-05	0.762169	16905	109.04	2.20934e+06
AL, Chambers County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Cherokee County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Cherokee County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Cherokee County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Cherokee County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Cherokee County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Cherokee County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Cherokee County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Cherokee County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Cherokee County	Single-Family Detached	Occupied	0.999951	4.93542e-05	0.585213	16260	109.04	2.20934e+06
AL, Cherokee County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Chilton County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Chilton County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Chilton County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Chilton County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Chilton County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Chilton County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Chilton County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Chilton County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Chilton County	Single-Family Detached	Occupied	0.999951	4.93542e-05	0.990711	19260	109.04	2.20934e+06
AL, Chilton County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Choctaw County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Choctaw County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Choctaw County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Choctaw County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Choctaw County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Choctaw County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Choctaw County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Choctaw County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Choctaw County	Single-Family Detached	Occupied	0.999951	4.93542e-05	0.294995	7241	109.04	2.20934e+06
AL, Choctaw County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Clarke County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Clarke County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Clarke County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Clarke County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Clarke County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Clarke County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Clarke County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Clarke County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Clarke County	Single-Family Detached	Occupied	0.999951	4.93542e-05	0.551409	12589	109.04	2.20934e+06
AL, Clarke County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Clay County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Clay County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Clay County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Clay County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Clay County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Clay County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Clay County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Clay County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Clay County	Single-Family Detached	Occupied	0.999951	4.93542e-05	0.301736	6745	109.04	2.20934e+06
AL, Clay County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Cleburne County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Cleburne County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Cleburne County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Cleburne County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Cleburne County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Cleburne County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Cleburne County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Cleburne County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Cleburne County	Single-Family Detached	Occupied	0.999951	4.93542e-05	0	6689	109.04	2.20934e+06
AL, Cleburne County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Coffee County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Coffee County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Coffee County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Coffee County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Coffee County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Coffee County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Coffee County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Coffee County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Coffee County	Single-Family Detached	Occupied	0.999951	4.93542e-05	1.16037	22862	109.04	2.20934e+06
AL, Coffee County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Colbert County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Colbert County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Colbert County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Colbert County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Colbert County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Colbert County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Colbert County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Colbert County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Colbert County	Single-Family Detached	Occupied	0.999951	4.93542e-05	1.2339	26156	109.04	2.20934e+06
AL, Colbert County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Conecuh County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Conecuh County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Conecuh County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Conecuh County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Conecuh County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Conecuh County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Conecuh County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Conecuh County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Conecuh County	Single-Family Detached	Occupied	0.999951	4.93542e-05	0.282412	7055	109.04	2.20934e+06
AL, Conecuh County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Coosa County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Coosa County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Coosa County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Coosa County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Coosa County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Coosa County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Coosa County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Coosa County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Coosa County	Single-Family Detached	Occupied	0.999951	4.93542e-05	0.245628	6453	109.04	2.20934e+06
AL, Coosa County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Covington County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Covington County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Covington County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Covington County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Covington County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Covington County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Covington County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Covington County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Covington County	Single-Family Detached	Occupied	0.999951	4.93542e-05	0.84456	18783	109.04	2.20934e+06
AL, Covington County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Crenshaw County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Crenshaw County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Crenshaw County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Crenshaw County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Crenshaw County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Crenshaw County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Crenshaw County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Crenshaw County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Crenshaw County	Single-Family Detached	Occupied	0.999951	4.93542e-05	0.312638	6699	109.04	2.20934e+06
AL, Crenshaw County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Cullman County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Cullman County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Cullman County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Cullman County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Cullman County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Cullman County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Cullman County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Cullman County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Cullman County	Single-Family Detached	Occupied	0.999951	4.93542e-05	1.85444	37150	109.04	2.20934e+06
AL, Cullman County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Dale County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Dale County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Dale County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Dale County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Dale County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Dale County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Dale County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Dale County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Dale County	Single-Family Detached	Occupied	0.999951	4.93542e-05	1.11601	22839	109.04	2.20934e+06
AL, Dale County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Dallas County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Dallas County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Dallas County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Dallas County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Dallas County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Dallas County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Dallas County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Dallas County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Dallas County	Single-Family Detached	Occupied	0.999951	4.93542e-05	0.903864	20242	109.04	2.20934e+06
AL, Dallas County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, DeKalb County	Mobile Home	Occupied	1	0	0	1	0	67
AL, DeKalb County	Mobile Home	Vacant	1	0	0	1	0	67
AL, DeKalb County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, DeKalb County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, DeKalb County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, DeKalb County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, DeKalb County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, DeKalb County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, DeKalb County	Single-Family Detached	Occupied	0.999951	4.93542e-05	1.60643	31068	109.04	2.20934e+06
AL, DeKalb County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Elmore County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Elmore County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Elmore County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Elmore County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Elmore County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Elmore County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Elmore County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Elmore County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Elmore County	Single-Family Detached	Occupied	0.999951	4.93542e-05	1.82918	33322	109.04	2.20934e+06
AL, Elmore County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Escambia County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Escambia County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Escambia County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Escambia County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Escambia County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Escambia County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Escambia County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Escambia County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Escambia County	Single-Family Detached	Occupied	0.999951	4.93542e-05	0.841856	16421	109.04	2.20934e+06
AL, Escambia County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Etowah County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Etowah County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Etowah County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Etowah County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Etowah County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Etowah County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Etowah County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Etowah County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Etowah County	Single-Family Detached	Occupied	0.999951	4.93542e-05	2.32743	47504	109.04	2.20934e+06
AL, Etowah County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Fayette County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Fayette County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Fayette County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Fayette County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Fayette County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Fayette County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Fayette County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Fayette County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Fayette County	Single-Family Detached	Occupied	0.999951	4.93542e-05	0.374883	8412	109.04	2.20934e+06
AL, Fayette County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Franklin County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Franklin County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Franklin County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Franklin County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Franklin County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Franklin County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Franklin County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Franklin County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Franklin County	Single-Family Detached	Occupied	0.999951	4.93542e-05	0.712806	14050	109.04	2.20934e+06
AL, Franklin County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Geneva County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Geneva County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Geneva County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Geneva County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Geneva County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Geneva County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Geneva County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Geneva County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Geneva County	Single-Family Detached	Occupied	0.999951	4.93542e-05	0.598293	12643	109.04	2.20934e+06
AL, Geneva County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Greene County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Greene County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Greene County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Greene County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Greene County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Greene County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Greene County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Greene County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Greene County	Single-Family Detached	Occupied	0.999951	4.93542e-05	0	4996	109.04	2.20934e+06
AL, Greene County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Hale County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Hale County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Hale County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Hale County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Hale County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Hale County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Hale County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Hale County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Hale County	Single-Family Detached	Occupied	0.999951	4.93542e-05	0.336987	7655	109.04	2.20934e+06
AL, Hale County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Henry County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Henry County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Henry County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Henry County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Henry County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Henry County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Henry County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Henry County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Henry County	Single-Family Detached	Occupied	0.999951	4.93542e-05	0.385938	8950	109.04	2.20934e+06
AL, Henry County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Houston County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Houston County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Houston County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Houston County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Houston County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Houston County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Houston County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Houston County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Houston County	Single-Family Detached	Occupied	0.999951	4.93542e-05	2.35965	46385	109.04	2.20934e+06
AL, Houston County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Jackson County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Jackson County	Mobile Home	Vacant	1	0	0	1	0	67
AL, Jackson County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
AL, Jackson County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
AL, Jackson County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
AL, Jackson County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
AL, Jackson County	Single-Family Attached	Occupied	1	0	0	1	0	67
AL, Jackson County	Single-Family Attached	Vacant	1	0	0	1	0	67
AL, Jackson County	Single-Family Detached	Occupied	0.999951	4.93542e-05	1.17809	24773	109.04	2.20934e+06
AL, Jackson County	Single-Family Detached	Vacant	1	0	0	1	0	67
AL, Jefferson County	Mobile Home	Occupied	1	0	0	1	0	67
AL, Jefferson County	Mobile Home	Vacant	1	0	0	1	0	67
