Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=Other Fuel	Option=Propane	source_count	source_weight	fallback_count	fallback_weight
Multi-Family with 2 - 4 Units	Other Fuel	CO	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	CO	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	CO	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	CO	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	CT	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	CT	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	CT	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	CT	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	CT	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	DC	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	DC	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	DC	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	DC	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	DC	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	DE	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	DE	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	DE	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	DE	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	DE	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	FL	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	FL	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	FL	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	FL	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	FL	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	GA	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	GA	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	GA	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	GA	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	GA	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	HI	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	HI	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	HI	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	HI	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	HI	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	IA	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	IA	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	IA	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	IA	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	IA	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	ID	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	ID	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	ID	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	ID	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	ID	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	IL	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	IL	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	IL	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	IL	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	IL	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	IN	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	IN	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	IN	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	IN	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	IN	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	KS	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	KS	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	KS	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	KS	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	KS	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	KY	1	0	0	0	0	1	4706.32	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	KY	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	KY	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	KY	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	KY	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	LA	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	LA	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	LA	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	LA	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	LA	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	MA	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	MA	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	MA	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	MA	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	MA	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	MD	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	MD	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	MD	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	MD	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	MD	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	ME	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	ME	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	ME	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	ME	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	ME	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	MI	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	MI	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	MI	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	MI	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	MI	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	MN	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	MN	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	MN	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	MN	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	MN	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	MO	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	MO	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	MO	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	MO	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	MO	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	MS	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	MS	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	MS	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	MS	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	MS	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	MT	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	MT	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	MT	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	MT	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	MT	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	NC	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	NC	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	NC	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	NC	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	NC	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	ND	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	ND	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	ND	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	ND	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	ND	1	0	0	0	0	1	944.269	7	44591
Mobile Home	Other Fuel	NE	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	NE	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	NE	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	NE	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	NE	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	NH	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	NH	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	NH	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	NH	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	NH	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	NJ	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	NJ	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	NJ	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	NJ	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	NJ	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	NM	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	NM	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	NM	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	NM	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	NM	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	NV	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	NV	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	NV	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	NV	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	NV	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	NY	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	NY	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	NY	1	0	0	0	0	1	9919.43	1	9919.43
Single-Family Attached	Other Fuel	NY	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	NY	1	0	0	0	0	2	16031.9	7	44591
Mobile Home	Other Fuel	OH	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	OH	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	OH	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	OH	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	OH	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	OK	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	OK	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	OK	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	OK	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	OK	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	OR	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	OR	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	OR	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	OR	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	OR	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	PA	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	PA	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	PA	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	PA	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	PA	1	0	0	0	0	3	22908.5	7	44591
Mobile Home	Other Fuel	RI	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	RI	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	RI	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	RI	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	RI	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	SC	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	SC	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	SC	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	SC	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	SC	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	SD	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	SD	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	SD	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	SD	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	SD	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	TN	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	TN	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	TN	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	TN	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	TN	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	TX	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	TX	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	TX	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	TX	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	TX	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	UT	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	UT	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	UT	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	UT	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	UT	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	VA	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	VA	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	VA	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	VA	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	VA	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	VT	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	VT	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	VT	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	VT	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	VT	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	WA	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	WA	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	WA	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	WA	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	WA	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	WI	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	WI	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	WI	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	WI	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	WI	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	WV	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	WV	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	WV	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	WV	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	WV	1	0	0	0	0	0	0	7	44591
Mobile Home	Other Fuel	WY	1	0	0	0	0	0	0	7	44591
Multi-Family with 2 - 4 Units	Other Fuel	WY	1	0	0	0	0	0	0	1	9919.43
Multi-Family with 5+ Units	Other Fuel	WY	1	0	0	0	0	0	0	1	9919.43
Single-Family Attached	Other Fuel	WY	1	0	0	0	0	0	0	7	44591
Single-Family Detached	Other Fuel	WY	1	0	0	0	0	0	0	7	44591
Mobile Home	Propane	AL	0.816521	0	0	0	0.183479	4	35598.1	13	89167
Multi-Family with 2 - 4 Units	Propane	AL	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	AL	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	AL	0.762143	0	0	0	0.237857	0	0	48	262387
Single-Family Detached	Propane	AL	0.762143	0	0	0	0.237857	7	54709.6	48	262387
Mobile Home	Propane	AR	0.346369	0	0	0	0.653631	1	4764.62	46	342282
Multi-Family with 2 - 4 Units	Propane	AR	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	AR	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	AR	0.228976	0	0	0	0.771024	0	0	39	283988
Single-Family Detached	Propane	AR	0.445319	0	0	0	0.554681	11	44680.4	11	44680.4
Mobile Home	Propane	AZ	0.171442	0	0	0	0.828558	3	18176.6	28	135689
Multi-Family with 2 - 4 Units	Propane	AZ	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	AZ	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	AZ	0.178045	0	0	0	0.821955	0	0	23	104783
Single-Family Detached	Propane	AZ	0.178045	0	0	0	0.821955	7	36456.7	23	104783
Mobile Home	Propane	CA	0.268726	0	0.0349132	0	0.696361	2	23160.2	40	359004
Multi-Family with 2 - 4 Units	Propane	CA	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	CA	0.734571	0	0	0	0.265429	1	18703.8	34	191691
Single-Family Attached	Propane	CA	0.2992	0	0	0	0.7008	0	0	36	322439
Single-Family Detached	Propane	CA	0.265782	0	0	0	0.734218	24	255907	24	255907
Mobile Home	Propane	CO	0.714066	0	0	0	0.285934	2	10054.4	13	31270.3
Multi-Family with 2 - 4 Units	Propane	CO	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	CO	0.734571	0	0	0	0.265429	2	15072.9	34	191691
Single-Family Attached	Propane	CO	0.397872	0	0	0	0.602128	0	0	48	147306
Single-Family Detached	Propane	CO	0.178302	0	0	0	0.821698	11	67759.1	11	67759.1
Mobile Home	Propane	CT	0.417611	0	0.0212468	0.00868636	0.552456	2	11061.5	131	298766
Multi-Family with 2 - 4 Units	Propane	CT	0.455664	0	0	0	0.544336	0	0	13	42781.1
Multi-Family with 5+ Units	Propane	CT	0.455664	0	0	0	0.544336	1	6671.25	13	42781.1
Single-Family Attached	Propane	CT	0.177298	0	0	0	0.822702	0	0	16	18701.3
Single-Family Detached	Propane	CT	0.439387	0	0	0	0.560613	13	42699.7	13	42699.7
Mobile Home	Propane	DC	0.876818	0	0	0	0.123182	0	0	16	126967
Multi-Family with 2 - 4 Units	Propane	DC	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	DC	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	DC	0.601373	0	0.0101586	0	0.388468	0	0	82	553899
Single-Family Detached	Propane	DC	0.595285	0	0.0103138	0	0.394401	0	0	79	545566
Mobile Home	Propane	DE	0.876818	0	0	0	0.123182	4	11568.6	16	126967
Multi-Family with 2 - 4 Units	Propane	DE	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	DE	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	DE	0.601373	0	0.0101586	0	0.388468	1	1891.62	82	553899
Single-Family Detached	Propane	DE	0.595285	0	0.0103138	0	0.394401	8	21276.4	79	545566
Mobile Home	Propane	FL	0.876818	0	0	0	0.123182	1	13254.5	16	126967
Multi-Family with 2 - 4 Units	Propane	FL	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	FL	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	FL	0.601373	0	0.0101586	0	0.388468	0	0	82	553899
Single-Family Detached	Propane	FL	0.595285	0	0.0103138	0	0.394401	1	14835	79	545566
Mobile Home	Propane	GA	0.876818	0	0	0	0.123182	5	59595	16	126967
Multi-Family with 2 - 4 Units	Propane	GA	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	GA	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	GA	0.601373	0	0.0101586	0	0.388468	0	0	82	553899
Single-Family Detached	Propane	GA	0.564497	0	0	0	0.435503	13	119002	13	119002
Mobile Home	Propane	HI	0.273017	0	0.034327	0	0.692656	0	0	46	365134
Multi-Family with 2 - 4 Units	Propane	HI	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	HI	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	HI	0.273017	0	0.034327	0	0.692656	0	0	46	365134
Single-Family Detached	Propane	HI	0.273017	0	0.034327	0	0.692656	1	1424.56	46	365134
Mobile Home	Propane	IA	0.914451	0	0	0	0.0855493	1	4777.85	18	75891.6
Multi-Family with 2 - 4 Units	Propane	IA	0.901956	0	0	0	0.0980437	0	0	10	48392.6
Multi-Family with 5+ Units	Propane	IA	0.901956	0	0	0	0.0980437	0	0	10	48392.6
Single-Family Attached	Propane	IA	0.599789	0	0	0	0.400211	0	0	172	711795
Single-Family Detached	Propane	IA	0.413486	0	0	0	0.586514	38	155499	38	155499
Mobile Home	Propane	ID	0.714066	0	0	0	0.285934	4	8543.66	13	31270.3
Multi-Family with 2 - 4 Units	Propane	ID	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	ID	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	ID	0.397872	0	0	0	0.602128	0	0	48	147306
Single-Family Detached	Propane	ID	0.748891	0	0	0	0.251109	12	28764.7	12	28764.7
Mobile Home	Propane	IL	0.443599	0	0	0	0.556401	0	0	10	106843
Multi-Family with 2 - 4 Units	Propane	IL	0.812471	0	0	0	0.187529	0	0	12	63710.9
Multi-Family with 5+ Units	Propane	IL	0.812471	0	0	0	0.187529	0	0	12	63710.9
Single-Family Attached	Propane	IL	0.555825	0	0	0	0.444175	1	4526.98	134	1.15816e+06
Single-Family Detached	Propane	IL	0.371381	0	0	0	0.628619	19	171790	19	171790
Mobile Home	Propane	IN	0.443599	0	0	0	0.556401	0	0	10	106843
Multi-Family with 2 - 4 Units	Propane	IN	0.812471	0	0	0	0.187529	0	0	12	63710.9
Multi-Family with 5+ Units	Propane	IN	0.812471	0	0	0	0.187529	0	0	12	63710.9
Single-Family Attached	Propane	IN	0.555825	0	0	0	0.444175	2	9116.45	134	1.15816e+06
Single-Family Detached	Propane	IN	0.658868	0	0	0	0.341132	28	179740	28	179740
Mobile Home	Propane	KS	0.914451	0	0	0	0.0855493	3	15587.8	18	75891.6
Multi-Family with 2 - 4 Units	Propane	KS	0.901956	0	0	0	0.0980437	0	0	10	48392.6
Multi-Family with 5+ Units	Propane	KS	0.901956	0	0	0	0.0980437	0	0	10	48392.6
Single-Family Attached	Propane	KS	0.599789	0	0	0	0.400211	0	0	172	711795
Single-Family Detached	Propane	KS	0.183322	0	0	0	0.816678	11	54118.1	11	54118.1
Mobile Home	Propane	KY	0.816521	0	0	0	0.183479	0	0	13	89167
Multi-Family with 2 - 4 Units	Propane	KY	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	KY	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	KY	0.762143	0	0	0	0.237857	0	0	48	262387
Single-Family Detached	Propane	KY	0.798943	0	0	0	0.201057	16	65385.8	16	65385.8
Mobile Home	Propane	LA	0.346369	0	0	0	0.653631	1	6558.07	46	342282
Multi-Family with 2 - 4 Units	Propane	LA	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	LA	0.734571	0	0	0	0.265429	0	0	34	191691
Single-Family Attached	Propane	LA	0.228976	0	0	0	0.771024	0	0	39	283988
Single-Family Detached	Propane	LA	0.228976	0	0	0	0.771024	1	5449.18	39	283988
Mobile Home	Propane	MA	0.417611	0	0.0212468	0.00868636	0.552456	1	6702.42	131	298766
Multi-Family with 2 - 4 Units	Propane	MA	0.455664	0	0	0	0.544336	0	0	13	42781.1
Multi-Family with 5+ Units	Propane	MA	0.455664	0	0	0	0.544336	1	6395.74	13	42781.1
Single-Family Attached	Propane	MA	0.177298	0	0	0	0.822702	2	5203.98	16	18701.3
Single-Family Detached	Propane	MA	0.49323	0	0.123992	0	0.382779	13	51195.5	13	51195.5
Mobile Home	Propane	MD	0.876818	0	0	0	0.123182	0	0	16	126967
Multi-Family with 2 - 4 Units	Propane	MD	0.734571	0	0	0	0.265429	0	0	34	191691
Multi-Family with 5+ Units	Propane	MD	0.734571	0	0	0	0.265429	0	0	34	191691
