Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=HVAC Cooling Type	Option=<10% Conditioned	Option=20% Conditioned	Option=40% Conditioned	Option=60% Conditioned	Option=80% Conditioned	Option=100% Conditioned	Option=None	source_count	source_weight	sampling_probability
6A	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.347938	0.413423	0.132087	0.0136059	0.0929452	0	32.0283	234408	0.00196577
6A	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.0240389	0.0382421	0.937719	0	3.93641	26739.9	6.57068e-05
6A	Multi-Family with 2 - 4 Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.0676876	387.138	1.05707e-05
6A	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	2.80143	21646.7	0.000239692
6A	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.550569	0.317196	0.100298	0.0230329	0.0089043	0	2.42767	16650	0.000264653
6A	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.0526604	0.0624989	0.884841	0	1.19063	7858.58	9.70245e-06
6A	Multi-Family with 2 - 4 Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.0130914	73.3139	2.51881e-06
6A	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0.361666	2860.86	5.1273e-05
6A	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.627882	0.287448	0.0552818	0.00777849	0.0216088	0	0.365042	2435.65	6.2472e-05
6A	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.058622	0.0771848	0.864193	0	0.160728	1046.19	2.80566e-06
6A	Multi-Family with 2 - 4 Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.00174183	8.34171	2.17298e-07
6A	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0.0345895	238.429	9.11303e-06
6A	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.795996	0.158526	0.0454779	0	0	0	0.0158397	103.735	1.12419e-05
6A	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.00777483	0.0190828	0.973142	0	7.26151	51359.1	0.00150701
6A	Multi-Family with 5+ Units	0-1499	Heat Pump	0	0	0	0	0	1	0	0.0757505	466.261	0.000339184
6A	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	21.8752	186521	0.00324378
6A	Multi-Family with 5+ Units	0-1499	Room AC	0	0.347938	0.413423	0.132087	0.0136059	0.0929452	0	32.0283	234408	0.00310049
6A	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.0240389	0.0382421	0.937719	0	3.93641	26739.9	8.36959e-05
6A	Multi-Family with 5+ Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.0676876	387.138	2.31006e-05
6A	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	2.80143	21646.7	0.000195774
6A	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.550569	0.317196	0.100298	0.0230329	0.0089043	0	2.42767	16650	0.000161173
6A	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.0526604	0.0624989	0.884841	0	1.19063	7858.58	1.98403e-06
6A	Multi-Family with 5+ Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.0130914	73.3139	3.84112e-07
6A	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0.361666	2860.86	7.99933e-06
6A	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.627882	0.287448	0.0552818	0.00777849	0.0216088	0	0.365042	2435.65	8.18105e-06
6A	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.058622	0.0771848	0.864193	0	0.160728	1046.19	2.92429e-06
6A	Multi-Family with 5+ Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.00174183	8.34171	7.89855e-07
6A	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0.0345895	238.429	7.63255e-06
6A	Multi-Family with 5+ Units	4000+	Room AC	0	0.795996	0.158526	0.0454779	0	0	0	0.0158397	103.735	6.75794e-06
6A	Single-Family Attached	0-1499	Central AC	0	0	0	0.0760887	0.0972997	0.826612	0	126.365	815626	0.000899113
6A	Single-Family Attached	0-1499	Heat Pump	0	0	0	0	0	1	0	3.00603	16469.9	2.52811e-05
6A	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	84.022	638329	0.000369914
6A	Single-Family Attached	0-1499	Room AC	0.0208938	0.552541	0.275031	0.102308	0.0177884	0.031438	0	81.5122	555204	0.000281546
6A	Single-Family Attached	1500-2499	Central AC	0	0	0	0.19177	0.158945	0.649285	0	68.5017	424652	0.000591003
6A	Single-Family Attached	1500-2499	Heat Pump	0	0	0	0	0	1	0	2.68606	13675	2.00199e-05
6A	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	10.7602	74081	0.000219344
6A	Single-Family Attached	1500-2499	Room AC	0.215041	0.573765	0.138476	0.0509803	0.0197614	0.00197646	0	6.17844	39436.2	0.000153414
6A	Single-Family Attached	2500-3999	Central AC	0	0	0	0.325019	0.200973	0.474008	0	20.7194	124801	0.000107058
6A	Single-Family Attached	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.51951	2589.69	3.95726e-06
6A	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	1.38915	9790.68	3.86349e-05
6A	Single-Family Attached	2500-3999	Room AC	0.418369	0.464467	0.0890761	0.0199455	0.00473717	0.00340466	0	0.929034	5768.92	2.65753e-05
6A	Single-Family Attached	4000+	Central AC	0	0	0	0.337212	0.23132	0.431468	0	2.797	16614.4	3.33921e-05
6A	Single-Family Attached	4000+	Heat Pump	0	0	0	0	0	1	0	0.0691217	294.657	6.48026e-07
6A	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0.132858	815.972	1.34751e-05
6A	Single-Family Attached	4000+	Room AC	0.262827	0.663346	0.0553419	0.0184849	0	0	0	0.0403122	245.701	1.05379e-05
6A	Single-Family Detached	0-1499	Central AC	0	0	0	0.0760887	0.0972997	0.826612	0	126.365	815626	0.00603496
6A	Single-Family Detached	0-1499	Heat Pump	0	0	0	0	0	1	0	3.00603	16469.9	9.30225e-05
6A	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	84.022	638329	0.00354322
6A	Single-Family Detached	0-1499	Room AC	0.0208938	0.552541	0.275031	0.102308	0.0177884	0.031438	0	81.5122	555204	0.00313688
6A	Single-Family Detached	1500-2499	Central AC	0	0	0	0.19177	0.158945	0.649285	0	68.5017	424652	0.00907137
6A	Single-Family Detached	1500-2499	Heat Pump	0	0	0	0	0	1	0	2.68606	13675	0.000137865
6A	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	10.7602	74081	0.00470416
6A	Single-Family Detached	1500-2499	Room AC	0.215041	0.573765	0.138476	0.0509803	0.0197614	0.00197646	0	6.17844	39436.2	0.00400725
6A	Single-Family Detached	2500-3999	Central AC	0	0	0	0.325019	0.200973	0.474008	0	20.7194	124801	0.00498244
6A	Single-Family Detached	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.51951	2589.69	9.19974e-05
6A	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	1.38915	9790.68	0.00221235
6A	Single-Family Detached	2500-3999	Room AC	0.418369	0.464467	0.0890761	0.0199455	0.00473717	0.00340466	0	0.929034	5768.92	0.00177097
6A	Single-Family Detached	4000+	Central AC	0	0	0	0.337212	0.23132	0.431468	0	2.797	16614.4	0.00111604
6A	Single-Family Detached	4000+	Heat Pump	0	0	0	0	0	1	0	0.0691217	294.657	2.62594e-05
6A	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0.132858	815.972	0.000460508
6A	Single-Family Detached	4000+	Room AC	0.262827	0.663346	0.0553419	0.0184849	0	0	0	0.0403122	245.701	0.000350386
6B	Mobile Home	0-1499	Central AC	0	0	0	0.00338961	0.0367904	0.95982	0	0.656355	1653.45	8.74596e-05
6B	Mobile Home	0-1499	Heat Pump	0	0	0	0	0	1	0	0.0583964	126.677	1.17187e-05
6B	Mobile Home	0-1499	None	0	0	0	0	0	0	1	1.0869	3250.73	0.00031956
6B	Mobile Home	0-1499	Room AC	0	0.467504	0.219839	0.215923	0.00397817	0.0927568	0	2.76386	6896.68	0.000356585
6B	Mobile Home	1500-2499	Central AC	0	0	0	0.0103859	0.073064	0.91655	0	0.355805	860.863	2.46098e-05
6B	Mobile Home	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.0521807	105.181	5.85962e-06
6B	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0.139193	377.262	9.43925e-05
6B	Mobile Home	1500-2499	Room AC	0	0.679923	0.155025	0.150694	0.00618968	0.00816742	0	0.209495	489.871	7.53677e-05
6B	Mobile Home	2500-3999	Central AC	0	0	0	0.0225929	0.118575	0.858832	0	0.107619	252.999	3.78718e-06
6B	Mobile Home	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.0100922	19.9185	2.98535e-07
6B	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0.0179699	49.8596	1.16473e-05
6B	Mobile Home	2500-3999	Room AC	0	0.759559	0.137616	0.0813616	0.00204762	0.0194156	0	0.0315011	71.6608	1.38574e-05
6B	Mobile Home	4000+	Central AC	0	0	0	0.0248922	0.144933	0.830174	0	0.0145279	33.6811	4.44711e-07
6B	Mobile Home	4000+	Heat Pump	0	0	0	0	0	1	0	0.00134279	2.26634	4.97691e-08
6B	Mobile Home	4000+	None	0	0	0	0	0	0	1	0.00171863	4.15538	2.16479e-06
6B	Mobile Home	4000+	Room AC	0	0.870833	0.0686359	0.0605312	0	0	0	0.00136688	3.05206	3.61145e-06
6B	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.00777483	0.0190828	0.973142	0	7.26151	7003.51	0.000103915
6B	Multi-Family with 2 - 4 Units	0-1499	Heat Pump	0	0	0	0	0	1	0	0.0757505	63.581	2.4392e-05
6B	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	21.8752	25434.7	0.000228573
6B	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.347938	0.413423	0.132087	0.0136059	0.0929452	0	32.0283	31964.8	0.000219378
6B	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.0240389	0.0382421	0.937719	0	3.93641	3646.35	8.08608e-06
6B	Multi-Family with 2 - 4 Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.0676876	52.7916	1.69248e-06
6B	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	2.80143	2951.82	1.7013e-05
6B	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.550569	0.317196	0.100298	0.0230329	0.0089043	0	2.42767	2270.46	1.52256e-05
6B	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.0526604	0.0624989	0.884841	0	1.19063	1071.62	3.35937e-06
6B	Multi-Family with 2 - 4 Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.0130914	9.99735	9.00473e-07
6B	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0.361666	390.118	9.2755e-06
6B	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.627882	0.287448	0.0552818	0.00777849	0.0216088	0	0.365042	332.134	1.10249e-05
6B	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.058622	0.0771848	0.864193	0	0.160728	142.663	3.0444e-07
6B	Multi-Family with 2 - 4 Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.00174183	1.13751	5.1689e-08
6B	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0.0345895	32.5131	5.32762e-07
6B	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.795996	0.158526	0.0454779	0	0	0	0.0158397	14.1457	6.52468e-07
6B	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.00777483	0.0190828	0.973142	0	7.26151	7003.51	0.000161446
6B	Multi-Family with 5+ Units	0-1499	Heat Pump	0	0	0	0	0	1	0	0.0757505	63.581	4.99388e-05
6B	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	21.8752	25434.7	0.000348234
6B	Multi-Family with 5+ Units	0-1499	Room AC	0	0.347938	0.413423	0.132087	0.0136059	0.0929452	0	32.0283	31964.8	0.000326119
6B	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.0240389	0.0382421	0.937719	0	3.93641	3646.35	6.34976e-06
6B	Multi-Family with 5+ Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.0676876	52.7916	1.90348e-06
6B	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	2.80143	2951.82	1.18695e-05
6B	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.550569	0.317196	0.100298	0.0230329	0.0089043	0	2.42767	2270.46	1.04267e-05
6B	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.0526604	0.0624989	0.884841	0	1.19063	1071.62	5.7029e-08
6B	Multi-Family with 5+ Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.0130914	9.99735	3.49097e-08
6B	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0.361666	390.118	1.37951e-07
6B	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.627882	0.287448	0.0552818	0.00777849	0.0216088	0	0.365042	332.134	9.95114e-08
6B	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.058622	0.0771848	0.864193	0	0.160728	142.663	0
6B	Multi-Family with 5+ Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.00174183	1.13751	0
6B	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0.0345895	32.5131	0
6B	Multi-Family with 5+ Units	4000+	Room AC	0	0.795996	0.158526	0.0454779	0	0	0	0.0158397	14.1457	0
6B	Single-Family Attached	0-1499	Central AC	0	0	0	0.0760887	0.0972997	0.826612	0	126.365	111222	0.000111637
6B	Single-Family Attached	0-1499	Heat Pump	0	0	0	0	0	1	0	3.00603	2245.89	6.10089e-06
6B	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	84.022	87044.9	4.73761e-05
6B	Single-Family Attached	0-1499	Room AC	0.0208938	0.552541	0.275031	0.102308	0.0177884	0.031438	0	81.5122	75709.7	3.54678e-05
6B	Single-Family Attached	1500-2499	Central AC	0	0	0	0.19177	0.158945	0.649285	0	68.5017	57907.1	8.16579e-05
6B	Single-Family Attached	1500-2499	Heat Pump	0	0	0	0	0	1	0	2.68606	1864.77	5.89981e-06
6B	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	10.7602	10102	3.08871e-05
6B	Single-Family Attached	1500-2499	Room AC	0.215041	0.573765	0.138476	0.0509803	0.0197614	0.00197646	0	6.17844	5377.66	2.10165e-05
6B	Single-Family Attached	2500-3999	Central AC	0	0	0	0.325019	0.200973	0.474008	0	20.7194	17018.3	1.72203e-05
6B	Single-Family Attached	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.51951	353.14	1.4716e-06
6B	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	1.38915	1335.09	6.10934e-06
6B	Single-Family Attached	2500-3999	Room AC	0.418369	0.464467	0.0890761	0.0199455	0.00473717	0.00340466	0	0.929034	786.671	3.80136e-06
6B	Single-Family Attached	4000+	Central AC	0	0	0	0.337212	0.23132	0.431468	0	2.797	2265.61	4.18432e-06
6B	Single-Family Attached	4000+	Heat Pump	0	0	0	0	0	1	0	0.0691217	40.1805	3.85388e-07
6B	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0.132858	111.269	1.72418e-06
6B	Single-Family Attached	4000+	Room AC	0.262827	0.663346	0.0553419	0.0184849	0	0	0	0.0403122	33.5046	1.24796e-06
6B	Single-Family Detached	0-1499	Central AC	0	0	0	0.0760887	0.0972997	0.826612	0	126.365	111222	0.00115314
6B	Single-Family Detached	0-1499	Heat Pump	0	0	0	0	0	1	0	3.00603	2245.89	4.17354e-05
6B	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	84.022	87044.9	0.000616658
6B	Single-Family Detached	0-1499	Room AC	0.0208938	0.552541	0.275031	0.102308	0.0177884	0.031438	0	81.5122	75709.7	0.00052504
6B	Single-Family Detached	1500-2499	Central AC	0	0	0	0.19177	0.158945	0.649285	0	68.5017	57907.1	0.00141973
6B	Single-Family Detached	1500-2499	Heat Pump	0	0	0	0	0	1	0	2.68606	1864.77	5.25396e-05
6B	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	10.7602	10102	0.000686506
6B	Single-Family Detached	1500-2499	Room AC	0.215041	0.573765	0.138476	0.0509803	0.0197614	0.00197646	0	6.17844	5377.66	0.000551416
6B	Single-Family Detached	2500-3999	Central AC	0	0	0	0.325019	0.200973	0.474008	0	20.7194	17018.3	0.00058784
6B	Single-Family Detached	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.51951	353.14	2.45293e-05
6B	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	1.38915	1335.09	0.00023593
6B	Single-Family Detached	2500-3999	Room AC	0.418369	0.464467	0.0890761	0.0199455	0.00473717	0.00340466	0	0.929034	786.671	0.00017294
6B	Single-Family Detached	4000+	Central AC	0	0	0	0.337212	0.23132	0.431468	0	2.797	2265.61	0.000163519
6B	Single-Family Detached	4000+	Heat Pump	0	0	0	0	0	1	0	0.0691217	40.1805	6.0393e-06
6B	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0.132858	111.269	6.11796e-05
6B	Single-Family Detached	4000+	Room AC	0.262827	0.663346	0.0553419	0.0184849	0	0	0	0.0403122	33.5046	4.14322e-05
7A	Mobile Home	0-1499	Central AC	0	0	0	0.00407268	0.0642878	0.93164	0	0.0425284	637.794	0.000195021
7A	Mobile Home	0-1499	Heat Pump	0	0	0	0	0	1	0	0.0179681	227.434	4.79489e-06
7A	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0.231634	3959.88	8.21572e-05
7A	Mobile Home	0-1499	Room AC	0	0.629125	0.15714	0.138695	0	0.0750408	0	0.331664	4552.15	0.000159603
7A	Mobile Home	1500-2499	Central AC	0	0	0	0.0121178	0.123979	0.863903	0	0.0230543	332.065	6.34078e-05
7A	Mobile Home	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.0160556	188.84	3.46346e-07
7A	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0.0296641	459.562	1.38565e-05
7A	Mobile Home	1500-2499	Room AC	0	0.810294	0.0981329	0.0857213	0	0.0058515	0	0.0251394	323.339	3.08639e-05
7A	Mobile Home	2500-3999	Central AC	0	0	0	0.0254184	0.194014	0.780568	0	0.00697315	97.5904	1.36433e-05
7A	Mobile Home	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.0031053	35.7613	2.99307e-08
7A	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0.00382965	60.7366	1.90629e-06
7A	Mobile Home	2500-3999	Room AC	0	0.860043	0.0827672	0.0439731	0	0.0132163	0	0.00378013	47.2996	6.02068e-06
7A	Mobile Home	4000+	Central AC	0	0	0	0.0274651	0.232567	0.739968	0	0.000941334	12.992	9.86705e-07
7A	Mobile Home	4000+	Heat Pump	0	0	0	0	0	1	0	0.000413166	4.06895	0
7A	Mobile Home	4000+	None	0	0	0	0	0	0	1	0.000366266	5.06189	9.316e-08
7A	Mobile Home	4000+	Room AC	0	0.930196	0.0389422	0.0308622	0	0	0	0.000164026	2.01451	5.53379e-07
7A	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.00946219	0.0337758	0.956762	0	0.470508	2701.5	5.53238e-05
7A	Multi-Family with 2 - 4 Units	0-1499	Heat Pump	0	0	0	0	0	1	0	0.0233078	114.152	1.58035e-05
7A	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	4.66192	30983.4	0.000122507
7A	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.50686	0.319897	0.0918451	0	0.0813978	0	3.8434	21098.3	0.000110909
7A	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.028714	0.0664328	0.904853	0	0.255059	1406.52	7.69683e-06
7A	Multi-Family with 2 - 4 Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.020827	94.7811	2.7251e-06
7A	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	0.597025	3595.76	1.48876e-05
7A	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.712914	0.218164	0.061991	0	0.00693147	0	0.291321	1498.61	1.22017e-05
7A	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.0613495	0.105892	0.832759	0	0.0771466	413.363	1.86151e-06
7A	Multi-Family with 2 - 4 Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.00402813	17.9491	1.91307e-07
7A	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0.0770763	475.223	3.55735e-06
7A	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.765764	0.186211	0.0321816	0	0.0158434	0	0.0438051	219.225	4.02793e-06
7A	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.0674587	0.129173	0.803368	0	0.0104143	55.03	3.43801e-08
7A	Multi-Family with 2 - 4 Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.000535949	2.04226	1.09882e-08
7A	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0.00737154	39.6059	5.53679e-08
7A	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.88257	0.0933616	0.0240684	0	0	0	0.00190077	9.33687	1.79995e-08
7A	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.00946219	0.0337758	0.956762	0	0.470508	2701.5	9.95359e-05
7A	Multi-Family with 5+ Units	0-1499	Heat Pump	0	0	0	0	0	1	0	0.0233078	114.152	5.92259e-05
7A	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	4.66192	30983.4	0.000361167
7A	Multi-Family with 5+ Units	0-1499	Room AC	0	0.50686	0.319897	0.0918451	0	0.0813978	0	3.8434	21098.3	0.000395926
7A	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.028714	0.0664328	0.904853	0	0.255059	1406.52	4.24456e-06
7A	Multi-Family with 5+ Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.020827	94.7811	1.71818e-06
7A	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	0.597025	3595.76	2.28782e-05
7A	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.712914	0.218164	0.061991	0	0.00693147	0	0.291321	1498.61	3.20049e-05
7A	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.0613495	0.105892	0.832759	0	0.0771466	413.363	6.12205e-08
7A	Multi-Family with 5+ Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.00402813	17.9491	0
7A	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0.0770763	475.223	3.52463e-07
7A	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.765764	0.186211	0.0321816	0	0.0158434	0	0.0438051	219.225	3.11849e-07
7A	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.0674587	0.129173	0.803368	0	0.0104143	55.03	0
7A	Multi-Family with 5+ Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.000535949	2.04226	0
7A	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0.00737154	39.6059	0
7A	Multi-Family with 5+ Units	4000+	Room AC	0	0.88257	0.0933616	0.0240684	0	0	0	0.00190077	9.33687	0
7A	Single-Family Attached	0-1499	Central AC	0	0	0	0.0859403	0.159827	0.754232	0	8.18783	42902.1	3.71796e-05
7A	Single-Family Attached	0-1499	Heat Pump	0	0	0	0	0	1	0	0.924931	4032.24	3.65395e-06
7A	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	17.9063	106034	5.79463e-05
7A	Single-Family Attached	0-1499	Room AC	0.0112745	0.712864	0.188475	0.0630029	0	0.0243835	0	9.78147	49972.1	2.77602e-05
7A	Single-Family Attached	1500-2499	Central AC	0	0	0	0.202407	0.24398	0.553613	0	4.43855	22336.8	1.89858e-05
7A	Single-Family Attached	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.826481	3347.99	3.06779e-06
7A	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	2.29316	12305.7	2.93626e-05
7A	Single-Family Attached	1500-2499	Room AC	0.117912	0.752201	0.096428	0.0319015	0	0.00155771	0	0.741413	3549.52	1.59405e-05
7A	Single-Family Attached	2500-3999	Central AC	0	0	0	0.324946	0.292215	0.382839	0	1.34251	6564.55	2.53834e-06
7A	Single-Family Attached	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.159849	634.021	1.23178e-08
7A	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	0.296048	1626.35	3.75031e-06
7A	Single-Family Attached	2500-3999	Room AC	0.250573	0.66511	0.067753	0.013633	0	0.00293097	0	0.111484	519.241	2.04318e-06
7A	Single-Family Attached	4000+	Central AC	0	0	0	0.329893	0.329114	0.340993	0	0.181231	873.923	2.20823e-06
7A	Single-Family Attached	4000+	Heat Pump	0	0	0	0	0	1	0	0.0212682	72.1394	5.05882e-09
7A	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0.0283139	135.542	3.48984e-06
7A	Single-Family Attached	4000+	Room AC	0.135463	0.81744	0.0362242	0.0108728	0	0	0	0.00483747	22.1147	1.47258e-06
7A	Single-Family Detached	0-1499	Central AC	0	0	0	0.0859403	0.159827	0.754232	0	8.18783	42902.1	0.000465038
7A	Single-Family Detached	0-1499	Heat Pump	0	0	0	0	0	1	0	0.924931	4032.24	2.90124e-05
7A	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	17.9063	106034	0.000980197
7A	Single-Family Detached	0-1499	Room AC	0.0112745	0.712864	0.188475	0.0630029	0	0.0243835	0	9.78147	49972.1	0.000400935
7A	Single-Family Detached	1500-2499	Central AC	0	0	0	0.202407	0.24398	0.553613	0	4.43855	22336.8	0.000624442
7A	Single-Family Detached	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.826481	3347.99	4.26268e-05
7A	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	2.29316	12305.7	0.00121032
7A	Single-Family Detached	1500-2499	Room AC	0.117912	0.752201	0.096428	0.0319015	0	0.00155771	0	0.741413	3549.52	0.000542582
7A	Single-Family Detached	2500-3999	Central AC	0	0	0	0.324946	0.292215	0.382839	0	1.34251	6564.55	0.000365714
7A	Single-Family Detached	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.159849	634.021	1.85008e-05
7A	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0.296048	1626.35	0.000605237
7A	Single-Family Detached	2500-3999	Room AC	0.250573	0.66511	0.067753	0.013633	0	0.00293097	0	0.111484	519.241	0.000273628
7A	Single-Family Detached	4000+	Central AC	0	0	0	0.329893	0.329114	0.340993	0	0.181231	873.923	8.25412e-05
7A	Single-Family Detached	4000+	Heat Pump	0	0	0	0	0	1	0	0.0212682	72.1394	3.19926e-06
7A	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0.0283139	135.542	0.0001311
7A	Single-Family Detached	4000+	Room AC	0.135463	0.81744	0.0362242	0.0108728	0	0	0	0.00483747	22.1147	5.9081e-05
7B	Mobile Home	0-1499	Central AC	0	0	0	0.00407268	0.0642878	0.93164	0	0.0425284	63.0785	2.78566e-05
7B	Mobile Home	0-1499	Heat Pump	0	0	0	0	0	1	0	0.0179681	22.4935	9.69009e-07
