Dependency=Location EPW	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane
0325150_United_States_MT_Cascade_30013_727760_47.45_-111.38_NSRDB_2.0.1_2012_AMY.epw	1980s	0.3	0.0	0.67	0.0	0.02	0.0
0325150_United_States_MT_Cascade_30013_727760_47.45_-111.38_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.0	0.72	0.0	0.0	0.28
0325150_United_States_MT_Cascade_30013_727760_47.45_-111.38_NSRDB_2.0.1_2012_AMY.epw	2000s	0.27	0.0	0.57	0.0	0.0	0.16
0311954_United_States_MT_Lewis_and_Clark_30049.0_727720.0_46.61_-111.98_NSRDB_2.0.1_2012_AMY.epw	<1950	0.08	0.0	0.92	0.0	0.0	0.0
0311954_United_States_MT_Lewis_and_Clark_30049.0_727720.0_46.61_-111.98_NSRDB_2.0.1_2012_AMY.epw	1950s	0.2	0.0	0.62	0.0	0.18	0.0
0311954_United_States_MT_Lewis_and_Clark_30049.0_727720.0_46.61_-111.98_NSRDB_2.0.1_2012_AMY.epw	1960s	0.0	0.0	1.0	0.0	0.0	0.0
0311954_United_States_MT_Lewis_and_Clark_30049.0_727720.0_46.61_-111.98_NSRDB_2.0.1_2012_AMY.epw	1970s	0.04	0.0	0.81	0.0	0.0	0.15
0311954_United_States_MT_Lewis_and_Clark_30049.0_727720.0_46.61_-111.98_NSRDB_2.0.1_2012_AMY.epw	1980s	0.3	0.0	0.67	0.0	0.02	0.0
0311954_United_States_MT_Lewis_and_Clark_30049.0_727720.0_46.61_-111.98_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.0	0.72	0.0	0.0	0.28
0311954_United_States_MT_Lewis_and_Clark_30049.0_727720.0_46.61_-111.98_NSRDB_2.0.1_2012_AMY.epw	2000s	0.27	0.0	0.57	0.0	0.0	0.16
0264842_United_States_MT_Flathead_30029_727790_48.33_-114.26_NSRDB_2.0.1_2012_AMY.epw	<1950	0.08	0.0	0.92	0.0	0.0	0.0
0264842_United_States_MT_Flathead_30029_727790_48.33_-114.26_NSRDB_2.0.1_2012_AMY.epw	1950s	0.2	0.0	0.62	0.0	0.18	0.0
0264842_United_States_MT_Flathead_30029_727790_48.33_-114.26_NSRDB_2.0.1_2012_AMY.epw	1960s	0.0	0.0	1.0	0.0	0.0	0.0
0264842_United_States_MT_Flathead_30029_727790_48.33_-114.26_NSRDB_2.0.1_2012_AMY.epw	1970s	0.04	0.0	0.81	0.0	0.0	0.15
0264842_United_States_MT_Flathead_30029_727790_48.33_-114.26_NSRDB_2.0.1_2012_AMY.epw	1980s	0.3	0.0	0.67	0.0	0.02	0.0
0264842_United_States_MT_Flathead_30029_727790_48.33_-114.26_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.0	0.72	0.0	0.0	0.28
0264842_United_States_MT_Flathead_30029_727790_48.33_-114.26_NSRDB_2.0.1_2012_AMY.epw	2000s	0.27	0.0	0.57	0.0	0.0	0.16
0367624_United_States_MT_Fergus_30027_727770_47.05_-109.46_NSRDB_2.0.1_2012_AMY.epw	<1950	0.08	0.0	0.92	0.0	0.0	0.0
0367624_United_States_MT_Fergus_30027_727770_47.05_-109.46_NSRDB_2.0.1_2012_AMY.epw	1950s	0.2	0.0	0.62	0.0	0.18	0.0
0367624_United_States_MT_Fergus_30027_727770_47.05_-109.46_NSRDB_2.0.1_2012_AMY.epw	1960s	0.0	0.0	1.0	0.0	0.0	0.0
0367624_United_States_MT_Fergus_30027_727770_47.05_-109.46_NSRDB_2.0.1_2012_AMY.epw	1970s	0.04	0.0	0.81	0.0	0.0	0.15
0367624_United_States_MT_Fergus_30027_727770_47.05_-109.46_NSRDB_2.0.1_2012_AMY.epw	1980s	0.3	0.0	0.67	0.0	0.02	0.0
0367624_United_States_MT_Fergus_30027_727770_47.05_-109.46_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.0	0.72	0.0	0.0	0.28
0367624_United_States_MT_Fergus_30027_727770_47.05_-109.46_NSRDB_2.0.1_2012_AMY.epw	2000s	0.27	0.0	0.57	0.0	0.0	0.16
0448678_United_States_MT_Custer_30017_742300_46.45_-105.9_NSRDB_2.0.1_2012_AMY.epw	<1950	0.08	0.0	0.92	0.0	0.0	0.0
0448678_United_States_MT_Custer_30017_742300_46.45_-105.9_NSRDB_2.0.1_2012_AMY.epw	1950s	0.2	0.0	0.62	0.0	0.18	0.0
0448678_United_States_MT_Custer_30017_742300_46.45_-105.9_NSRDB_2.0.1_2012_AMY.epw	1960s	0.0	0.0	1.0	0.0	0.0	0.0
0448678_United_States_MT_Custer_30017_742300_46.45_-105.9_NSRDB_2.0.1_2012_AMY.epw	1970s	0.04	0.0	0.81	0.0	0.0	0.15
0448678_United_States_MT_Custer_30017_742300_46.45_-105.9_NSRDB_2.0.1_2012_AMY.epw	1980s	0.3	0.0	0.67	0.0	0.02	0.0
0448678_United_States_MT_Custer_30017_742300_46.45_-105.9_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.0	0.72	0.0	0.0	0.28
0448678_United_States_MT_Custer_30017_742300_46.45_-105.9_NSRDB_2.0.1_2012_AMY.epw	2000s	0.27	0.0	0.57	0.0	0.0	0.16
0268333_United_States_MT_Missoula_30063_727730_46.93_-114.1_NSRDB_2.0.1_2012_AMY.epw	<1950	0.08	0.0	0.92	0.0	0.0	0.0
0268333_United_States_MT_Missoula_30063_727730_46.93_-114.1_NSRDB_2.0.1_2012_AMY.epw	1950s	0.2	0.0	0.62	0.0	0.18	0.0
0268333_United_States_MT_Missoula_30063_727730_46.93_-114.1_NSRDB_2.0.1_2012_AMY.epw	1960s	0.0	0.0	1.0	0.0	0.0	0.0
0268333_United_States_MT_Missoula_30063_727730_46.93_-114.1_NSRDB_2.0.1_2012_AMY.epw	1970s	0.04	0.0	0.81	0.0	0.0	0.15
0268333_United_States_MT_Missoula_30063_727730_46.93_-114.1_NSRDB_2.0.1_2012_AMY.epw	1980s	0.3	0.0	0.67	0.0	0.02	0.0
0268333_United_States_MT_Missoula_30063_727730_46.93_-114.1_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.0	0.72	0.0	0.0	0.28
0268333_United_States_MT_Missoula_30063_727730_46.93_-114.1_NSRDB_2.0.1_2012_AMY.epw	2000s	0.27	0.0	0.57	0.0	0.0	0.16
0996216_United_States_NC_Buncombe_37021_723150_35.45_-82.54_NSRDB_2.0.1_2012_AMY.epw	<1950	0.19	0.05	0.59	0.0	0.12	0.06
0996216_United_States_NC_Buncombe_37021_723150_35.45_-82.54_NSRDB_2.0.1_2012_AMY.epw	1950s	0.51	0.11	0.12	0.0	0.14	0.13
0996216_United_States_NC_Buncombe_37021_723150_35.45_-82.54_NSRDB_2.0.1_2012_AMY.epw	1960s	0.31	0.06	0.44	0.05	0.05	0.1
0996216_United_States_NC_Buncombe_37021_723150_35.45_-82.54_NSRDB_2.0.1_2012_AMY.epw	1970s	0.57	0.0	0.27	0.0	0.07	0.09
0996216_United_States_NC_Buncombe_37021_723150_35.45_-82.54_NSRDB_2.0.1_2012_AMY.epw	1980s	0.62	0.05	0.23	0.0	0.0	0.11
0996216_United_States_NC_Buncombe_37021_723150_35.45_-82.54_NSRDB_2.0.1_2012_AMY.epw	1990s	0.69	0.0	0.2	0.0	0.05	0.06
0996216_United_States_NC_Buncombe_37021_723150_35.45_-82.54_NSRDB_2.0.1_2012_AMY.epw	2000s	0.4	0.0	0.58	0.0	0.0	0.02
1182412_United_States_NC_Dare_37055_723040_35.25_-75.54_NSRDB_2.0.1_2012_AMY.epw	<1950	0.19	0.05	0.59	0.0	0.12	0.06
1182412_United_States_NC_Dare_37055_723040_35.25_-75.54_NSRDB_2.0.1_2012_AMY.epw	1950s	0.51	0.11	0.12	0.0	0.14	0.13
1182412_United_States_NC_Dare_37055_723040_35.25_-75.54_NSRDB_2.0.1_2012_AMY.epw	1960s	0.31	0.06	0.44	0.05	0.05	0.1
1182412_United_States_NC_Dare_37055_723040_35.25_-75.54_NSRDB_2.0.1_2012_AMY.epw	1970s	0.57	0.0	0.27	0.0	0.07	0.09
1182412_United_States_NC_Dare_37055_723040_35.25_-75.54_NSRDB_2.0.1_2012_AMY.epw	1980s	0.62	0.05	0.23	0.0	0.0	0.11
1182412_United_States_NC_Dare_37055_723040_35.25_-75.54_NSRDB_2.0.1_2012_AMY.epw	1990s	0.69	0.0	0.2	0.0	0.05	0.06
1182412_United_States_NC_Dare_37055_723040_35.25_-75.54_NSRDB_2.0.1_2012_AMY.epw	2000s	0.4	0.0	0.58	0.0	0.0	0.02
1029976_United_States_NC_Mecklenburg_37119_723140_35.21_-80.94_NSRDB_2.0.1_2012_AMY.epw	<1950	0.19	0.05	0.59	0.0	0.12	0.06
1029976_United_States_NC_Mecklenburg_37119_723140_35.21_-80.94_NSRDB_2.0.1_2012_AMY.epw	1950s	0.51	0.11	0.12	0.0	0.14	0.13
1029976_United_States_NC_Mecklenburg_37119_723140_35.21_-80.94_NSRDB_2.0.1_2012_AMY.epw	1960s	0.31	0.06	0.44	0.05	0.05	0.1
1029976_United_States_NC_Mecklenburg_37119_723140_35.21_-80.94_NSRDB_2.0.1_2012_AMY.epw	1970s	0.57	0.0	0.27	0.0	0.07	0.09
1029976_United_States_NC_Mecklenburg_37119_723140_35.21_-80.94_NSRDB_2.0.1_2012_AMY.epw	1980s	0.62	0.05	0.23	0.0	0.0	0.11
1029976_United_States_NC_Mecklenburg_37119_723140_35.21_-80.94_NSRDB_2.0.1_2012_AMY.epw	1990s	0.69	0.0	0.2	0.0	0.05	0.06
1029976_United_States_NC_Mecklenburg_37119_723140_35.21_-80.94_NSRDB_2.0.1_2012_AMY.epw	2000s	0.4	0.0	0.58	0.0	0.0	0.02
1053331_United_States_NC_Guilford_37081_723170_36.09_-79.94_NSRDB_2.0.1_2012_AMY.epw	<1950	0.19	0.05	0.59	0.0	0.12	0.06
1053331_United_States_NC_Guilford_37081_723170_36.09_-79.94_NSRDB_2.0.1_2012_AMY.epw	1950s	0.51	0.11	0.12	0.0	0.14	0.13
1053331_United_States_NC_Guilford_37081_723170_36.09_-79.94_NSRDB_2.0.1_2012_AMY.epw	1960s	0.31	0.06	0.44	0.05	0.05	0.1
1053331_United_States_NC_Guilford_37081_723170_36.09_-79.94_NSRDB_2.0.1_2012_AMY.epw	1970s	0.57	0.0	0.27	0.0	0.07	0.09
1053331_United_States_NC_Guilford_37081_723170_36.09_-79.94_NSRDB_2.0.1_2012_AMY.epw	1980s	0.62	0.05	0.23	0.0	0.0	0.11
1053331_United_States_NC_Guilford_37081_723170_36.09_-79.94_NSRDB_2.0.1_2012_AMY.epw	1990s	0.69	0.0	0.2	0.0	0.05	0.06
1053331_United_States_NC_Guilford_37081_723170_36.09_-79.94_NSRDB_2.0.1_2012_AMY.epw	2000s	0.4	0.0	0.58	0.0	0.0	0.02
1080453_United_States_NC_Wake_37183_723060_35.85_-78.78_NSRDB_2.0.1_2012_AMY.epw	<1950	0.19	0.05	0.59	0.0	0.12	0.06
1080453_United_States_NC_Wake_37183_723060_35.85_-78.78_NSRDB_2.0.1_2012_AMY.epw	1950s	0.51	0.11	0.12	0.0	0.14	0.13
1080453_United_States_NC_Wake_37183_723060_35.85_-78.78_NSRDB_2.0.1_2012_AMY.epw	1960s	0.31	0.06	0.44	0.05	0.05	0.1
1080453_United_States_NC_Wake_37183_723060_35.85_-78.78_NSRDB_2.0.1_2012_AMY.epw	1970s	0.57	0.0	0.27	0.0	0.07	0.09
1080453_United_States_NC_Wake_37183_723060_35.85_-78.78_NSRDB_2.0.1_2012_AMY.epw	1980s	0.62	0.05	0.23	0.0	0.0	0.11
1080453_United_States_NC_Wake_37183_723060_35.85_-78.78_NSRDB_2.0.1_2012_AMY.epw	1990s	0.69	0.0	0.2	0.0	0.05	0.06
1080453_United_States_NC_Wake_37183_723060_35.85_-78.78_NSRDB_2.0.1_2012_AMY.epw	2000s	0.4	0.0	0.58	0.0	0.0	0.02
1104848_United_States_NC_New_Hanover_37129_723020.0_34.25_-77.90_NSRDB_2.0.1_2012_AMY.epw	<1950	0.19	0.05	0.59	0.0	0.12	0.06
1104848_United_States_NC_New_Hanover_37129_723020.0_34.25_-77.90_NSRDB_2.0.1_2012_AMY.epw	1950s	0.51	0.11	0.12	0.0	0.14	0.13
1104848_United_States_NC_New_Hanover_37129_723020.0_34.25_-77.90_NSRDB_2.0.1_2012_AMY.epw	1960s	0.31	0.06	0.44	0.05	0.05	0.1
1104848_United_States_NC_New_Hanover_37129_723020.0_34.25_-77.90_NSRDB_2.0.1_2012_AMY.epw	1970s	0.57	0.0	0.27	0.0	0.07	0.09
1104848_United_States_NC_New_Hanover_37129_723020.0_34.25_-77.90_NSRDB_2.0.1_2012_AMY.epw	1980s	0.62	0.05	0.23	0.0	0.0	0.11
1104848_United_States_NC_New_Hanover_37129_723020.0_34.25_-77.90_NSRDB_2.0.1_2012_AMY.epw	1990s	0.69	0.0	0.2	0.0	0.05	0.06
1104848_United_States_NC_New_Hanover_37129_723020.0_34.25_-77.90_NSRDB_2.0.1_2012_AMY.epw	2000s	0.4	0.0	0.58	0.0	0.0	0.02
0582358_United_States_ND_Burleigh_38015_727640_46.77_-100.78_NSRDB_2.0.1_2012_AMY.epw	<1950	0.1	0.06	0.52	0.0	0.09	0.23
0582358_United_States_ND_Burleigh_38015_727640_46.77_-100.78_NSRDB_2.0.1_2012_AMY.epw	1950s	0.07	0.1	0.69	0.0	0.0	0.14
0582358_United_States_ND_Burleigh_38015_727640_46.77_-100.78_NSRDB_2.0.1_2012_AMY.epw	1960s	0.14	0.05	0.68	0.0	0.0	0.13
0582358_United_States_ND_Burleigh_38015_727640_46.77_-100.78_NSRDB_2.0.1_2012_AMY.epw	1970s	0.14	0.06	0.64	0.0	0.01	0.15
0582358_United_States_ND_Burleigh_38015_727640_46.77_-100.78_NSRDB_2.0.1_2012_AMY.epw	1980s	0.14	0.05	0.55	0.0	0.03	0.23
0582358_United_States_ND_Burleigh_38015_727640_46.77_-100.78_NSRDB_2.0.1_2012_AMY.epw	1990s	0.03	0.0	0.67	0.0	0.01	0.29
0582358_United_States_ND_Burleigh_38015_727640_46.77_-100.78_NSRDB_2.0.1_2012_AMY.epw	2000s	0.16	0.0	0.58	0.0	0.0	0.26
0688666_United_States_ND_Cass_38017_727530_46.93_-96.82_NSRDB_2.0.1_2012_AMY.epw	<1950	0.1	0.06	0.52	0.0	0.09	0.23
0688666_United_States_ND_Cass_38017_727530_46.93_-96.82_NSRDB_2.0.1_2012_AMY.epw	1950s	0.07	0.1	0.69	0.0	0.0	0.14
0688666_United_States_ND_Cass_38017_727530_46.93_-96.82_NSRDB_2.0.1_2012_AMY.epw	1960s	0.14	0.05	0.68	0.0	0.0	0.13
0688666_United_States_ND_Cass_38017_727530_46.93_-96.82_NSRDB_2.0.1_2012_AMY.epw	1970s	0.14	0.06	0.64	0.0	0.01	0.15
0688666_United_States_ND_Cass_38017_727530_46.93_-96.82_NSRDB_2.0.1_2012_AMY.epw	1980s	0.14	0.05	0.55	0.0	0.03	0.23
0688666_United_States_ND_Cass_38017_727530_46.93_-96.82_NSRDB_2.0.1_2012_AMY.epw	1990s	0.03	0.0	0.67	0.0	0.01	0.29
0688666_United_States_ND_Cass_38017_727530_46.93_-96.82_NSRDB_2.0.1_2012_AMY.epw	2000s	0.16	0.0	0.58	0.0	0.0	0.26
0568167_United_States_ND_Ward_38101_727650_48.25_-101.3_NSRDB_2.0.1_2012_AMY.epw	<1950	0.1	0.06	0.52	0.0	0.09	0.23
0568167_United_States_ND_Ward_38101_727650_48.25_-101.3_NSRDB_2.0.1_2012_AMY.epw	1950s	0.07	0.1	0.69	0.0	0.0	0.14
0568167_United_States_ND_Ward_38101_727650_48.25_-101.3_NSRDB_2.0.1_2012_AMY.epw	1960s	0.14	0.05	0.68	0.0	0.0	0.13
0568167_United_States_ND_Ward_38101_727650_48.25_-101.3_NSRDB_2.0.1_2012_AMY.epw	1970s	0.14	0.06	0.64	0.0	0.01	0.15
0568167_United_States_ND_Ward_38101_727650_48.25_-101.3_NSRDB_2.0.1_2012_AMY.epw	1980s	0.14	0.05	0.55	0.0	0.03	0.23
0568167_United_States_ND_Ward_38101_727650_48.25_-101.3_NSRDB_2.0.1_2012_AMY.epw	1990s	0.03	0.0	0.67	0.0	0.01	0.29
0568167_United_States_ND_Ward_38101_727650_48.25_-101.3_NSRDB_2.0.1_2012_AMY.epw	2000s	0.16	0.0	0.58	0.0	0.0	0.26
0649310_United_States_NE_Hall_31079_725520_40.97_-98.3_NSRDB_2.0.1_2012_AMY.epw	<1950	0.11	0.0	0.75	0.0	0.04	0.11
0649310_United_States_NE_Hall_31079_725520_40.97_-98.3_NSRDB_2.0.1_2012_AMY.epw	1950s	0.08	0.0	0.92	0.0	0.0	0.0
0649310_United_States_NE_Hall_31079_725520_40.97_-98.3_NSRDB_2.0.1_2012_AMY.epw	1960s	0.04	0.0	0.96	0.0	0.0	0.0
0649310_United_States_NE_Hall_31079_725520_40.97_-98.3_NSRDB_2.0.1_2012_AMY.epw	1970s	0.12	0.0	0.76	0.0	0.06	0.07
0649310_United_States_NE_Hall_31079_725520_40.97_-98.3_NSRDB_2.0.1_2012_AMY.epw	1980s	0.39	0.0	0.57	0.0	0.0	0.05
0649310_United_States_NE_Hall_31079_725520_40.97_-98.3_NSRDB_2.0.1_2012_AMY.epw	1990s	0.14	0.0	0.86	0.0	0.0	0.0
0649310_United_States_NE_Hall_31079_725520_40.97_-98.3_NSRDB_2.0.1_2012_AMY.epw	2000s	0.19	0.0	0.68	0.0	0.0	0.13
0673600_United_States_NE_Madison_31119_725560_41.97_-97.42_NSRDB_2.0.1_2012_AMY.epw	<1950	0.11	0.0	0.75	0.0	0.04	0.11
0673600_United_States_NE_Madison_31119_725560_41.97_-97.42_NSRDB_2.0.1_2012_AMY.epw	1950s	0.08	0.0	0.92	0.0	0.0	0.0
0673600_United_States_NE_Madison_31119_725560_41.97_-97.42_NSRDB_2.0.1_2012_AMY.epw	1960s	0.04	0.0	0.96	0.0	0.0	0.0
0673600_United_States_NE_Madison_31119_725560_41.97_-97.42_NSRDB_2.0.1_2012_AMY.epw	1970s	0.12	0.0	0.76	0.0	0.06	0.07
0673600_United_States_NE_Madison_31119_725560_41.97_-97.42_NSRDB_2.0.1_2012_AMY.epw	1980s	0.39	0.0	0.57	0.0	0.0	0.05
0673600_United_States_NE_Madison_31119_725560_41.97_-97.42_NSRDB_2.0.1_2012_AMY.epw	1990s	0.14	0.0	0.86	0.0	0.0	0.0
0673600_United_States_NE_Madison_31119_725560_41.97_-97.42_NSRDB_2.0.1_2012_AMY.epw	2000s	0.19	0.0	0.68	0.0	0.0	0.13
0585417_United_States_NE_Lincoln_31111_725620_41.13_-100.66_NSRDB_2.0.1_2012_AMY.epw	<1950	0.11	0.0	0.75	0.0	0.04	0.11
0585417_United_States_NE_Lincoln_31111_725620_41.13_-100.66_NSRDB_2.0.1_2012_AMY.epw	1950s	0.08	0.0	0.92	0.0	0.0	0.0
0585417_United_States_NE_Lincoln_31111_725620_41.13_-100.66_NSRDB_2.0.1_2012_AMY.epw	1960s	0.04	0.0	0.96	0.0	0.0	0.0
0585417_United_States_NE_Lincoln_31111_725620_41.13_-100.66_NSRDB_2.0.1_2012_AMY.epw	1970s	0.12	0.0	0.76	0.0	0.06	0.07
0585417_United_States_NE_Lincoln_31111_725620_41.13_-100.66_NSRDB_2.0.1_2012_AMY.epw	1980s	0.39	0.0	0.57	0.0	0.0	0.05
0585417_United_States_NE_Lincoln_31111_725620_41.13_-100.66_NSRDB_2.0.1_2012_AMY.epw	1990s	0.14	0.0	0.86	0.0	0.0	0.0
0585417_United_States_NE_Lincoln_31111_725620_41.13_-100.66_NSRDB_2.0.1_2012_AMY.epw	2000s	0.19	0.0	0.68	0.0	0.0	0.13
0709364_United_States_NE_Douglas_31055_725500_41.33_-95.9_NSRDB_2.0.1_2012_AMY.epw	<1950	0.11	0.0	0.75	0.0	0.04	0.11
0709364_United_States_NE_Douglas_31055_725500_41.33_-95.9_NSRDB_2.0.1_2012_AMY.epw	1950s	0.08	0.0	0.92	0.0	0.0	0.0
0709364_United_States_NE_Douglas_31055_725500_41.33_-95.9_NSRDB_2.0.1_2012_AMY.epw	1960s	0.04	0.0	0.96	0.0	0.0	0.0
0709364_United_States_NE_Douglas_31055_725500_41.33_-95.9_NSRDB_2.0.1_2012_AMY.epw	1970s	0.12	0.0	0.76	0.0	0.06	0.07
0709364_United_States_NE_Douglas_31055_725500_41.33_-95.9_NSRDB_2.0.1_2012_AMY.epw	1980s	0.39	0.0	0.57	0.0	0.0	0.05
0709364_United_States_NE_Douglas_31055_725500_41.33_-95.9_NSRDB_2.0.1_2012_AMY.epw	1990s	0.14	0.0	0.86	0.0	0.0	0.0
0709364_United_States_NE_Douglas_31055_725500_41.33_-95.9_NSRDB_2.0.1_2012_AMY.epw	2000s	0.19	0.0	0.68	0.0	0.0	0.13
0508156_United_States_NE_Scotts_Bluff_31157_725660.0_41.85_-103.58_NSRDB_2.0.1_2012_AMY.epw	<1950	0.11	0.0	0.75	0.0	0.04	0.11
0508156_United_States_NE_Scotts_Bluff_31157_725660.0_41.85_-103.58_NSRDB_2.0.1_2012_AMY.epw	1950s	0.08	0.0	0.92	0.0	0.0	0.0
0508156_United_States_NE_Scotts_Bluff_31157_725660.0_41.85_-103.58_NSRDB_2.0.1_2012_AMY.epw	1960s	0.04	0.0	0.96	0.0	0.0	0.0
0508156_United_States_NE_Scotts_Bluff_31157_725660.0_41.85_-103.58_NSRDB_2.0.1_2012_AMY.epw	1970s	0.12	0.0	0.76	0.0	0.06	0.07
0508156_United_States_NE_Scotts_Bluff_31157_725660.0_41.85_-103.58_NSRDB_2.0.1_2012_AMY.epw	1980s	0.39	0.0	0.57	0.0	0.0	0.05
0508156_United_States_NE_Scotts_Bluff_31157_725660.0_41.85_-103.58_NSRDB_2.0.1_2012_AMY.epw	1990s	0.14	0.0	0.86	0.0	0.0	0.0
0508156_United_States_NE_Scotts_Bluff_31157_725660.0_41.85_-103.58_NSRDB_2.0.1_2012_AMY.epw	2000s	0.19	0.0	0.68	0.0	0.0	0.13
1311916_United_States_NH_Merrimack_33013_726050_43.21_-71.5_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.68	0.2	0.0	0.1	0.02
1311916_United_States_NH_Merrimack_33013_726050_43.21_-71.5_NSRDB_2.0.1_2012_AMY.epw	1950s	0.02	0.78	0.12	0.0	0.08	0.0
1311916_United_States_NH_Merrimack_33013_726050_43.21_-71.5_NSRDB_2.0.1_2012_AMY.epw	1960s	0.0	0.73	0.13	0.0	0.1	0.04
1311916_United_States_NH_Merrimack_33013_726050_43.21_-71.5_NSRDB_2.0.1_2012_AMY.epw	1970s	0.02	0.49	0.15	0.0	0.28	0.06
1311916_United_States_NH_Merrimack_33013_726050_43.21_-71.5_NSRDB_2.0.1_2012_AMY.epw	1980s	0.07	0.59	0.16	0.0	0.14	0.03
1311916_United_States_NH_Merrimack_33013_726050_43.21_-71.5_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.61	0.13	0.0	0.21	0.05
1311916_United_States_NH_Merrimack_33013_726050_43.21_-71.5_NSRDB_2.0.1_2012_AMY.epw	2000s	0.0	0.66	0.1	0.0	0.15	0.09
1212830_United_States_NJ_Atlantic_34001_724070_39.45_-74.58_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.3	0.62	0.0	0.09	0.0
1212830_United_States_NJ_Atlantic_34001_724070_39.45_-74.58_NSRDB_2.0.1_2012_AMY.epw	1950s	0.0	0.11	0.89	0.0	0.0	0.0
1212830_United_States_NJ_Atlantic_34001_724070_39.45_-74.58_NSRDB_2.0.1_2012_AMY.epw	1960s	0.05	0.1	0.85	0.0	0.0	0.0
1212830_United_States_NJ_Atlantic_34001_724070_39.45_-74.58_NSRDB_2.0.1_2012_AMY.epw	1970s	0.09	0.13	0.78	0.0	0.0	0.0
1212830_United_States_NJ_Atlantic_34001_724070_39.45_-74.58_NSRDB_2.0.1_2012_AMY.epw	1980s	0.0	0.0	1.0	0.0	0.0	0.0
1212830_United_States_NJ_Atlantic_34001_724070_39.45_-74.58_NSRDB_2.0.1_2012_AMY.epw	1990s	0.07	0.07	0.76	0.0	0.0	0.1
1212830_United_States_NJ_Atlantic_34001_724070_39.45_-74.58_NSRDB_2.0.1_2012_AMY.epw	2000s	0.0	0.0	1.0	0.0	0.0	0.0
1225556_United_States_NJ_Essex_34013_725020_40.73_-74.18_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.3	0.62	0.0	0.09	0.0
1225556_United_States_NJ_Essex_34013_725020_40.73_-74.18_NSRDB_2.0.1_2012_AMY.epw	1950s	0.0	0.11	0.89	0.0	0.0	0.0
1225556_United_States_NJ_Essex_34013_725020_40.73_-74.18_NSRDB_2.0.1_2012_AMY.epw	1960s	0.05	0.1	0.85	0.0	0.0	0.0
1225556_United_States_NJ_Essex_34013_725020_40.73_-74.18_NSRDB_2.0.1_2012_AMY.epw	1970s	0.09	0.13	0.78	0.0	0.0	0.0
1225556_United_States_NJ_Essex_34013_725020_40.73_-74.18_NSRDB_2.0.1_2012_AMY.epw	1980s	0.0	0.0	1.0	0.0	0.0	0.0
1225556_United_States_NJ_Essex_34013_725020_40.73_-74.18_NSRDB_2.0.1_2012_AMY.epw	1990s	0.07	0.07	0.76	0.0	0.0	0.1
1225556_United_States_NJ_Essex_34013_725020_40.73_-74.18_NSRDB_2.0.1_2012_AMY.epw	2000s	0.0	0.0	1.0	0.0	0.0	0.0
0431499_United_States_NM_Bernalillo_35001_723650_35.05_-106.62_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.0	0.52	0.0	0.48	0.0
0431499_United_States_NM_Bernalillo_35001_723650_35.05_-106.62_NSRDB_2.0.1_2012_AMY.epw	1950s	0.0	0.0	1.0	0.0	0.0	0.0
0431499_United_States_NM_Bernalillo_35001_723650_35.05_-106.62_NSRDB_2.0.1_2012_AMY.epw	1960s	0.8	0.0	0.2	0.0	0.0	0.0
0431499_United_States_NM_Bernalillo_35001_723650_35.05_-106.62_NSRDB_2.0.1_2012_AMY.epw	1970s	0.04	0.12	0.79	0.0	0.04	0.0
0431499_United_States_NM_Bernalillo_35001_723650_35.05_-106.62_NSRDB_2.0.1_2012_AMY.epw	1980s	0.25	0.0	0.6	0.0	0.07	0.08
0431499_United_States_NM_Bernalillo_35001_723650_35.05_-106.62_NSRDB_2.0.1_2012_AMY.epw	1990s	0.03	0.0	0.78	0.0	0.0	0.19
0431499_United_States_NM_Bernalillo_35001_723650_35.05_-106.62_NSRDB_2.0.1_2012_AMY.epw	2000s	0.14	0.0	0.64	0.05	0.12	0.04
0507311_United_States_NM_Quay_35037_747310_35.17_-103.58_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.0	0.52	0.0	0.48	0.0
0507311_United_States_NM_Quay_35037_747310_35.17_-103.58_NSRDB_2.0.1_2012_AMY.epw	1950s	0.0	0.0	1.0	0.0	0.0	0.0
0507311_United_States_NM_Quay_35037_747310_35.17_-103.58_NSRDB_2.0.1_2012_AMY.epw	1960s	0.8	0.0	0.2	0.0	0.0	0.0
0507311_United_States_NM_Quay_35037_747310_35.17_-103.58_NSRDB_2.0.1_2012_AMY.epw	1970s	0.04	0.12	0.79	0.0	0.04	0.0
0507311_United_States_NM_Quay_35037_747310_35.17_-103.58_NSRDB_2.0.1_2012_AMY.epw	1980s	0.25	0.0	0.6	0.0	0.07	0.08
