County,electricity_fixed_charge,electricity_marginal_rate,natural_gas_fixed_charge,natural_gas_marginal_rate,propane_fixed_charge,propane_marginal_rate,fuel_oil_fixed_charge,fuel_oil_marginal_rate,wood_fixed_charge,wood_marginal_rate
"TX, San Saba County",,,,,,,,,,
"TX, Schleicher County",,,,,,,,,,
"TX, Scurry County",,,,,,,,,,
"TX, Shackelford County",,,,,,,,,,
"TX, Shelby County",,,,,,,,,,
"TX, Sherman County",,,,,,,,,,
"TX, Smith County",,,,,,,,,,
"TX, Somervell County",,,,,,,,,,
"TX, Starr County",,,,,,,,,,
"TX, Stephens County",,,,,,,,,,
"TX, Sterling County",,,,,,,,,,
"TX, Stonewall County",,,,,,,,,,
"TX, Sutton County",,,,,,,,,,
"TX, Swisher County",,,,,,,,,,
"TX, Tarrant County",,,,,,,,,,
"TX, Taylor County",,,,,,,,,,
"TX, Terrell County",,,,,,,,,,
"TX, Terry County",,,,,,,,,,
"TX, Throckmorton County",,,,,,,,,,
"TX, Titus County",,,,,,,,,,
"TX, Tom Green County",,,,,,,,,,
"TX, Travis County",,,,,,,,,,
"TX, Trinity County",,,,,,,,,,
"TX, Tyler County",,,,,,,,,,
"TX, Upshur County",,,,,,,,,,
"TX, Upton County",,,,,,,,,,
"TX, Uvalde County",,,,,,,,,,
"TX, Val Verde County",,,,,,,,,,
"TX, Van Zandt County",,,,,,,,,,
"TX, Victoria County",,,,,,,,,,
"TX, Walker County",,,,,,,,,,
"TX, Waller County",,,,,,,,,,
"TX, Ward County",,,,,,,,,,
"TX, Washington County",,,,,,,,,,
"TX, Webb County",,,,,,,,,,
"TX, Wharton County",,,,,,,,,,
"TX, Wheeler County",,,,,,,,,,
"TX, Wichita County",,,,,,,,,,
"TX, Wilbarger County",,,,,,,,,,
"TX, Willacy County",,,,,,,,,,
"TX, Williamson County",,,,,,,,,,
"TX, Wilson County",,,,,,,,,,
"TX, Winkler County",,,,,,,,,,
"TX, Wise County",,,,,,,,,,
"TX, Wood County",,,,,,,,,,
"TX, Yoakum County",,,,,,,,,,
"TX, Young County",,,,,,,,,,
"TX, Zapata County",,,,,,,,,,
"TX, Zavala County",,,,,,,,,,
"UT, Beaver County",,,,,,,,,,
"UT, Box Elder County",,,,,,,,,,
"UT, Cache County",,,,,,,,,,
"UT, Carbon County",,,,,,,,,,
"UT, Daggett County",,,,,,,,,,
"UT, Davis County",,,,,,,,,,
"UT, Duchesne County",,,,,,,,,,
"UT, Emery County",,,,,,,,,,
"UT, Garfield County",,,,,,,,,,
"UT, Grand County",,,,,,,,,,
"UT, Iron County",,,,,,,,,,
"UT, Juab County",,,,,,,,,,
"UT, Kane County",,,,,,,,,,
"UT, Millard County",,,,,,,,,,
"UT, Morgan County",,,,,,,,,,
"UT, Piute County",,,,,,,,,,
"UT, Rich County",,,,,,,,,,
"UT, Salt Lake County",,,,,,,,,,
"UT, San Juan County",,,,,,,,,,
"UT, Sanpete County",,,,,,,,,,
"UT, Sevier County",,,,,,,,,,
"UT, Summit County",,,,,,,,,,
"UT, Tooele County",,,,,,,,,,
"UT, Uintah County",,,,,,,,,,
"UT, Utah County",,,,,,,,,,
"UT, Wasatch County",,,,,,,,,,
"UT, Washington County",,,,,,,,,,
"UT, Wayne County",,,,,,,,,,
"UT, Weber County",,,,,,,,,,
"VA, Accomack County",,,,,,,,,,
"VA, Albemarle County",,,,,,,,,,
"VA, Alexandria city",,,,,,,,,,
"VA, Alleghany County",,,,,,,,,,
"VA, Amelia County",,,,,,,,,,
"VA, Amherst County",,,,,,,,,,
"VA, Appomattox County",,,,,,,,,,
"VA, Arlington County",,,,,,,,,,
"VA, Augusta County",,,,,,,,,,
"VA, Bath County",,,,,,,,,,
"VA, Bedford County",,,,,,,,,,
"VA, Bland County",,,,,,,,,,
"VA, Botetourt County",,,,,,,,,,
"VA, Bristol city",,,,,,,,,,
"VA, Brunswick County",,,,,,,,,,
"VA, Buchanan County",,,,,,,,,,
"VA, Buckingham County",,,,,,,,,,
"VA, Buena Vista city",,,,,,,,,,
"VA, Campbell County",,,,,,,,,,
"VA, Caroline County",,,,,,,,,,
"VA, Carroll County",,,,,,,,,,
"VA, Charles City County",,,,,,,,,,
"VA, Charlotte County",,,,,,,,,,
"VA, Charlottesville city",,,,,,,,,,
"VA, Chesapeake city",,,,,,,,,,
"VA, Chesterfield County",,,,,,,,,,
"VA, Clarke County",,,,,,,,,,
"VA, Colonial Heights city",,,,,,,,,,
"VA, Covington city",,,,,,,,,,
"VA, Craig County",,,,,,,,,,
"VA, Culpeper County",,,,,,,,,,
"VA, Cumberland County",,,,,,,,,,
"VA, Danville city",,,,,,,,,,
"VA, Dickenson County",,,,,,,,,,
"VA, Dinwiddie County",,,,,,,,,,
"VA, Emporia city",,,,,,,,,,
"VA, Essex County",,,,,,,,,,
"VA, Fairfax city",,,,,,,,,,
"VA, Fairfax County",,,,,,,,,,
"VA, Falls Church city",,,,,,,,,,
"VA, Fauquier County",,,,,,,,,,
"VA, Floyd County",,,,,,,,,,
"VA, Fluvanna County",,,,,,,,,,
"VA, Franklin city",,,,,,,,,,
"VA, Franklin County",,,,,,,,,,
"VA, Frederick County",,,,,,,,,,
"VA, Fredericksburg city",,,,,,,,,,
"VA, Galax city",,,,,,,,,,
"VA, Giles County",,,,,,,,,,
"VA, Gloucester County",,,,,,,,,,
"VA, Goochland County",,,,,,,,,,
"VA, Grayson County",,,,,,,,,,
"VA, Greene County",,,,,,,,,,
"VA, Greensville County",,,,,,,,,,
"VA, Halifax County",,,,,,,,,,
"VA, Hampton city",,,,,,,,,,
"VA, Hanover County",,,,,,,,,,
"VA, Harrisonburg city",,,,,,,,,,
"VA, Henrico County",,,,,,,,,,
"VA, Henry County",,,,,,,,,,
"VA, Highland County",,,,,,,,,,
"VA, Hopewell city",,,,,,,,,,
"VA, Isle of Wight County",,,,,,,,,,
"VA, James City County",,,,,,,,,,
"VA, King and Queen County",,,,,,,,,,
"VA, King George County",,,,,,,,,,
"VA, King William County",,,,,,,,,,
"VA, Lancaster County",,,,,,,,,,
"VA, Lee County",,,,,,,,,,
"VA, Lexington city",,,,,,,,,,
"VA, Loudoun County",,,,,,,,,,
"VA, Louisa County",,,,,,,,,,
"VA, Lunenburg County",,,,,,,,,,
"VA, Lynchburg city",,,,,,,,,,
"VA, Madison County",,,,,,,,,,
"VA, Manassas city",,,,,,,,,,
"VA, Manassas Park city",,,,,,,,,,
"VA, Martinsville city",,,,,,,,,,
"VA, Mathews County",,,,,,,,,,
"VA, Mecklenburg County",,,,,,,,,,
"VA, Middlesex County",,,,,,,,,,
"VA, Montgomery County",,,,,,,,,,
"VA, Nelson County",,,,,,,,,,
"VA, New Kent County",,,,,,,,,,
"VA, Newport News city",,,,,,,,,,
"VA, Norfolk city",,,,,,,,,,
"VA, Northampton County",,,,,,,,,,
"VA, Northumberland County",,,,,,,,,,
"VA, Norton city",,,,,,,,,,
"VA, Nottoway County",,,,,,,,,,
"VA, Orange County",,,,,,,,,,
"VA, Page County",,,,,,,,,,
"VA, Patrick County",,,,,,,,,,
"VA, Petersburg city",,,,,,,,,,
"VA, Pittsylvania County",,,,,,,,,,
"VA, Poquoson city",,,,,,,,,,
"VA, Portsmouth city",,,,,,,,,,
"VA, Powhatan County",,,,,,,,,,
"VA, Prince Edward County",,,,,,,,,,
"VA, Prince George County",,,,,,,,,,
"VA, Prince William County",,,,,,,,,,
"VA, Pulaski County",,,,,,,,,,
"VA, Radford city",,,,,,,,,,
"VA, Rappahannock County",,,,,,,,,,
"VA, Richmond city",,,,,,,,,,
"VA, Richmond County",,,,,,,,,,
"VA, Roanoke city",,,,,,,,,,
"VA, Roanoke County",,,,,,,,,,
"VA, Rockbridge County",,,,,,,,,,
"VA, Rockingham County",,,,,,,,,,
"VA, Russell County",,,,,,,,,,
"VA, Salem city",,,,,,,,,,
"VA, Scott County",,,,,,,,,,
"VA, Shenandoah County",,,,,,,,,,
"VA, Smyth County",,,,,,,,,,
"VA, Southampton County",,,,,,,,,,
"VA, Spotsylvania County",,,,,,,,,,
"VA, Stafford County",,,,,,,,,,
"VA, Staunton city",,,,,,,,,,
"VA, Suffolk city",,,,,,,,,,
"VA, Surry County",,,,,,,,,,
"VA, Sussex County",,,,,,,,,,
"VA, Tazewell County",,,,,,,,,,
"VA, Virginia Beach city",,,,,,,,,,
"VA, Warren County",,,,,,,,,,
"VA, Washington County",,,,,,,,,,
"VA, Waynesboro city",,,,,,,,,,
"VA, Westmoreland County",,,,,,,,,,
"VA, Williamsburg city",,,,,,,,,,
"VA, Winchester city",,,,,,,,,,
"VA, Wise County",,,,,,,,,,
"VA, Wythe County",,,,,,,,,,
"VA, York County",,,,,,,,,,
"VT, Addison County",,,,,,,,,,
"VT, Bennington County",,,,,,,,,,
"VT, Caledonia County",,,,,,,,,,
"VT, Chittenden County",,,,,,,,,,
"VT, Essex County",,,,,,,,,,
"VT, Franklin County",,,,,,,,,,
"VT, Grand Isle County",,,,,,,,,,
"VT, Lamoille County",,,,,,,,,,
"VT, Orange County",,,,,,,,,,
"VT, Orleans County",,,,,,,,,,
"VT, Rutland County",,,,,,,,,,
"VT, Washington County",,,,,,,,,,
"VT, Windham County",,,,,,,,,,
"VT, Windsor County",,,,,,,,,,
"WA, Adams County",,,,,,,,,,
"WA, Asotin County",,,,,,,,,,
"WA, Benton County",,,,,,,,,,
"WA, Chelan County",,,,,,,,,,
"WA, Clallam County",,,,,,,,,,
"WA, Clark County",,,,,,,,,,
"WA, Columbia County",,,,,,,,,,
"WA, Cowlitz County",,,,,,,,,,
"WA, Douglas County",,,,,,,,,,
"WA, Ferry County",,,,,,,,,,
"WA, Franklin County",,,,,,,,,,
"WA, Garfield County",,,,,,,,,,
"WA, Grant County",,,,,,,,,,
"WA, Grays Harbor County",,,,,,,,,,
"WA, Island County",,,,,,,,,,
"WA, Jefferson County",,,,,,,,,,
"WA, King County",,,,,,,,,,
"WA, Kitsap County",,,,,,,,,,
"WA, Kittitas County",,,,,,,,,,
"WA, Klickitat County",,,,,,,,,,
"WA, Lewis County",,,,,,,,,,
"WA, Lincoln County",,,,,,,,,,
"WA, Mason County",,,,,,,,,,
"WA, Okanogan County",,,,,,,,,,
"WA, Pacific County",,,,,,,,,,
"WA, Pend Oreille County",,,,,,,,,,
"WA, Pierce County",,,,,,,,,,
"WA, San Juan County",,,,,,,,,,
"WA, Skagit County",,,,,,,,,,
"WA, Skamania County",,,,,,,,,,
"WA, Snohomish County",,,,,,,,,,
"WA, Spokane County",,,,,,,,,,
"WA, Stevens County",,,,,,,,,,
"WA, Thurston County",,,,,,,,,,
"WA, Wahkiakum County",,,,,,,,,,
"WA, Walla Walla County",,,,,,,,,,
"WA, Whatcom County",,,,,,,,,,
"WA, Whitman County",,,,,,,,,,
"WA, Yakima County",,,,,,,,,,
"WI, Adams County",,,,,,,,,,
"WI, Ashland County",,,,,,,,,,
"WI, Barron County",,,,,,,,,,
"WI, Bayfield County",,,,,,,,,,
"WI, Brown County",,,,,,,,,,
"WI, Buffalo County",,,,,,,,,,
"WI, Burnett County",,,,,,,,,,
"WI, Calumet County",,,,,,,,,,
"WI, Chippewa County",,,,,,,,,,
"WI, Clark County",,,,,,,,,,
"WI, Columbia County",,,,,,,,,,
"WI, Crawford County",,,,,,,,,,
"WI, Dane County",,,,,,,,,,
"WI, Dodge County",,,,,,,,,,
"WI, Door County",,,,,,,,,,
"WI, Douglas County",,,,,,,,,,
"WI, Dunn County",,,,,,,,,,
"WI, Eau Claire County",,,,,,,,,,
"WI, Florence County",,,,,,,,,,
"WI, Fond du Lac County",,,,,,,,,,
"WI, Forest County",,,,,,,,,,
"WI, Grant County",,,,,,,,,,
"WI, Green County",,,,,,,,,,
"WI, Green Lake County",,,,,,,,,,
"WI, Iowa County",,,,,,,,,,
"WI, Iron County",,,,,,,,,,
"WI, Jackson County",,,,,,,,,,
"WI, Jefferson County",,,,,,,,,,
"WI, Juneau County",,,,,,,,,,
"WI, Kenosha County",,,,,,,,,,
"WI, Kewaunee County",,,,,,,,,,
"WI, La Crosse County",,,,,,,,,,
"WI, Lafayette County",,,,,,,,,,
"WI, Langlade County",,,,,,,,,,
"WI, Lincoln County",,,,,,,,,,
"WI, Manitowoc County",,,,,,,,,,
"WI, Marathon County",,,,,,,,,,
"WI, Marinette County",,,,,,,,,,
"WI, Marquette County",,,,,,,,,,
"WI, Menominee County",,,,,,,,,,
"WI, Milwaukee County",,,,,,,,,,
"WI, Monroe County",,,,,,,,,,
"WI, Oconto County",,,,,,,,,,
"WI, Oneida County",,,,,,,,,,
"WI, Outagamie County",,,,,,,,,,
"WI, Ozaukee County",,,,,,,,,,
"WI, Pepin County",,,,,,,,,,
"WI, Pierce County",,,,,,,,,,
"WI, Polk County",,,,,,,,,,
"WI, Portage County",,,,,,,,,,
"WI, Price County",,,,,,,,,,
"WI, Racine County",,,,,,,,,,
"WI, Richland County",,,,,,,,,,
"WI, Rock County",,,,,,,,,,
"WI, Rusk County",,,,,,,,,,
"WI, Sauk County",,,,,,,,,,
"WI, Sawyer County",,,,,,,,,,
"WI, Shawano County",,,,,,,,,,
"WI, Sheboygan County",,,,,,,,,,
"WI, St. Croix County",,,,,,,,,,
"WI, Taylor County",,,,,,,,,,
"WI, Trempealeau County",,,,,,,,,,
"WI, Vernon County",,,,,,,,,,
"WI, Vilas County",,,,,,,,,,
"WI, Walworth County",,,,,,,,,,
"WI, Washburn County",,,,,,,,,,
"WI, Washington County",,,,,,,,,,
"WI, Waukesha County",,,,,,,,,,
"WI, Waupaca County",,,,,,,,,,
"WI, Waushara County",,,,,,,,,,
"WI, Winnebago County",,,,,,,,,,
"WI, Wood County",,,,,,,,,,
"WV, Barbour County",,,,,,,,,,
"WV, Berkeley County",,,,,,,,,,
"WV, Boone County",,,,,,,,,,
"WV, Braxton County",,,,,,,,,,
"WV, Brooke County",,,,,,,,,,
"WV, Cabell County",,,,,,,,,,
"WV, Calhoun County",,,,,,,,,,
"WV, Clay County",,,,,,,,,,
"WV, Doddridge County",,,,,,,,,,
"WV, Fayette County",,,,,,,,,,
"WV, Gilmer County",,,,,,,,,,
"WV, Grant County",,,,,,,,,,
"WV, Greenbrier County",,,,,,,,,,
"WV, Hampshire County",,,,,,,,,,
"WV, Hancock County",,,,,,,,,,
"WV, Hardy County",,,,,,,,,,
"WV, Harrison County",,,,,,,,,,
"WV, Jackson County",,,,,,,,,,
"WV, Jefferson County",,,,,,,,,,
"WV, Kanawha County",,,,,,,,,,
"WV, Lewis County",,,,,,,,,,
"WV, Lincoln County",,,,,,,,,,
"WV, Logan County",,,,,,,,,,
"WV, Marion County",,,,,,,,,,
"WV, Marshall County",,,,,,,,,,
"WV, Mason County",,,,,,,,,,
"WV, McDowell County",,,,,,,,,,
"WV, Mercer County",,,,,,,,,,
"WV, Mineral County",,,,,,,,,,
"WV, Mingo County",,,,,,,,,,
"WV, Monongalia County",,,,,,,,,,
"WV, Monroe County",,,,,,,,,,
"WV, Morgan County",,,,,,,,,,
"WV, Nicholas County",,,,,,,,,,
"WV, Ohio County",,,,,,,,,,
"WV, Pendleton County",,,,,,,,,,
"WV, Pleasants County",,,,,,,,,,
"WV, Pocahontas County",,,,,,,,,,
"WV, Preston County",,,,,,,,,,
"WV, Putnam County",,,,,,,,,,
"WV, Raleigh County",,,,,,,,,,
"WV, Randolph County",,,,,,,,,,
"WV, Ritchie County",,,,,,,,,,
"WV, Roane County",,,,,,,,,,
"WV, Summers County",,,,,,,,,,
"WV, Taylor County",,,,,,,,,,
"WV, Tucker County",,,,,,,,,,
"WV, Tyler County",,,,,,,,,,
"WV, Upshur County",,,,,,,,,,
"WV, Wayne County",,,,,,,,,,
"WV, Webster County",,,,,,,,,,
"WV, Wetzel County",,,,,,,,,,
"WV, Wirt County",,,,,,,,,,
"WV, Wood County",,,,,,,,,,
"WV, Wyoming County",,,,,,,,,,
"WY, Albany County",,,,,,,,,,
"WY, Big Horn County",,,,,,,,,,
"WY, Campbell County",,,,,,,,,,
"WY, Carbon County",,,,,,,,,,
"WY, Converse County",,,,,,,,,,
"WY, Crook County",,,,,,,,,,
"WY, Fremont County",,,,,,,,,,
"WY, Goshen County",,,,,,,,,,
"WY, Hot Springs County",,,,,,,,,,
"WY, Johnson County",,,,,,,,,,
"WY, Laramie County",,,,,,,,,,
"WY, Lincoln County",,,,,,,,,,
"WY, Natrona County",,,,,,,,,,
"WY, Niobrara County",,,,,,,,,,
"WY, Park County",,,,,,,,,,
"WY, Platte County",,,,,,,,,,
"WY, Sheridan County",,,,,,,,,,
"WY, Sublette County",,,,,,,,,,
"WY, Sweetwater County",,,,,,,,,,
"WY, Teton County",,,,,,,,,,
"WY, Uinta County",,,,,,,,,,
"WY, Washakie County",,,,,,,,,,
"WY, Weston County",,,,,,,,,,
