Building,ASHRAE IECC Climate Zone 2004,Bathroom Spot Vent Hour,County and PUMA,AIANNH Area,CEC Climate Zone,City,County,AHS Region,ASHRAE IECC Climate Zone 2004 - 2A Split,Building America Climate Zone,Dehumidifier,Door Area,Doors,Eaves,Electric Vehicle,Energystar Climate Zone 2023,Ground Thermal Conductivity,HVAC Secondary Heating Efficiency,HVAC Secondary Heating Fuel,HVAC Secondary Heating Partial Space Conditioning,HVAC System Is Faulted,Holiday Lighting,Hot Water Distribution,ISO RTO Region,Interior Shading,Lighting Interior Use,Lighting Other Use,Mechanical Ventilation,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Misc Well Pump,Natural Ventilation,Orientation,Overhangs,PUMA,Geometry Building Type ACS,Geometry Building Number Units SFA,Geometry Building Horizontal Location SFA,Geometry Building Type RECS,Cooling Setpoint Has Offset,Cooling Setpoint Offset Magnitude,Cooling Setpoint Offset Period,Corridor,Neighbors,PUMA Metro Status,REEDS Balancing Area,Generation And Emissions Assessment Region,Radiant Barrier,Range Spot Vent Hour,Solar Hot Water,State,Census Division,Census Division RECS,Census Region,Lighting,Location Region,Plug Loads,Usage Level,Clothes Dryer Usage Level,Clothes Washer Usage Level,Cooking Range Usage Level,Dishwasher Usage Level,Hot Water Fixtures,Plug Load Diversity,Refrigerator Usage Level,Vacancy Status,Ceiling Fan,Has PV,Battery,PV Orientation,PV System Size,Tenure,Vintage,Heating Fuel,HVAC Heating Type,Vintage ACS,Geometry Foundation Type,HVAC Cooling Type,Cooling Setpoint,HVAC Has Shared System,HVAC Cooling Efficiency,HVAC Has Ducts,HVAC Heating Efficiency,HVAC Has Zonal Electric Heating,HVAC Heating Type And Fuel,HVAC Shared Efficiencies,HVAC System Single Speed AC Airflow,HVAC System Single Speed AC Charge,HVAC System Single Speed ASHP Airflow,HVAC System Single Speed ASHP Charge,Heating Setpoint,Heating Setpoint Has Offset,Heating Setpoint Offset Magnitude,Heating Setpoint Offset Period,Income,Income RECS2015,Income RECS2020,Geometry Floor Area,Bedrooms,Geometry Floor Area Bin,Geometry Stories,Geometry Building Level MF,Geometry Building Number Units MF,Geometry Building Horizontal Location MF,Geometry Building Type Height,Geometry Stories Low Rise,Geometry Attic Type,Geometry Garage,Geometry Space Combination,Duct Location,Duct Leakage and Insulation,Geometry Story Bin,Geometry Wall Type,Geometry Wall Exterior Finish,HVAC Cooling Partial Space Conditioning,Infiltration,Insulation Ceiling,Insulation Floor,Insulation Foundation Wall,Insulation Rim Joist,Insulation Roof,Insulation Slab,Insulation Wall,Occupants,Area Median Income,Federal Poverty Level,Clothes Washer Presence,Clothes Dryer,Clothes Washer,Cooking Range,Dishwasher,Household Has Tribal Persons,Misc Extra Refrigerator,Misc Freezer,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,Refrigerator,Roof Material,Water Heater Fuel,Water Heater Efficiency,Water Heater In Unit,Water Heater Location,Window Areas,Windows
141,3A,Hour1,"G4804390, G48002509",No,None,"TX, Fort Worth","TX, Tarrant County","CBSA Dallas-Fort Worth-Arlington, TX",3A,Hot-Humid,None,20 ft^2,Fiberglass,2 ft,None,South-Central,1.1,None,None,None,No,No Exterior Use,Uninsulated,ERCOT,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"TX, 02509",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",63,ERCTc,No,Hour16,None,TX,West South Central,West South Central,South,100% Incandescent,CR09,113%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1960s,Natural Gas,Ducted Heating,1960-79,Vented Crawlspace,Central AC,72F,None,"AC, SEER 15",Yes,"Fuel Furnace, 76% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,75F,Yes,3F,Night -3h,80000-99999,80000-99999,60000-99999,2500-2999,4,2500-3999,1,None,None,None,Single-Family Detached,1,Vented Attic,None,"Single-Family Detached, Vented Crawlspace, Vented Attic, No Garage",Crawlspace,"10% Leakage to Outside, Uninsulated",<8,Brick,None,100% Conditioned,20 ACH50,R-19,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Brick, 12-in, 3-wythe, Uninsulated",5,100-120%,200-300%,Yes,Electric,Standard,Gas,None,No,None,None,None,None,None,None,EF 19.9,Composition Shingles,Natural Gas,Natural Gas Standard,Yes,Outside,F12 B12 L12 R12,"Double, Clear, Metal, Air"
142,6A,Hour4,"G2700370, G27001501",No,None,In another census Place,"MN, Dakota County",Non-CBSA West North Central,6A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.1,None,None,None,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,None,"Cooling Season, 7 days/wk",Southeast,None,"MN, 01501",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",43,MROWc,No,Hour19,None,MN,West North Central,West North Central,Midwest,100% Incandescent,CR02,95%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Owner,1980s,Natural Gas,Ducted Heating,1980-99,Slab,Central AC,72F,None,"AC, SEER 13",Yes,"Fuel Furnace, 92.5% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,72F,No,0F,None,200000+,140000+,150000+,3000-3999,4,2500-3999,1,None,None,None,Single-Family Detached,1,Vented Attic,2 Car,"Single-Family Detached, Slab, Vented Attic, 2 Car Garage",Attic,"10% Leakage to Outside, R-4",<8,Wood Frame,"Vinyl, Light",80% Conditioned,15 ACH50,R-38,None,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, R-19",2,150%+,400%+,Yes,Gas,EnergyStar,Gas,318 Rated kWh,No,None,"EF 12, National Average",None,None,None,None,EF 19.9,Composition Shingles,Natural Gas,Natural Gas Premium,Yes,Garage,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain"
143,4A,Hour19,"G2900950, G29001001",No,None,"MO, Kansas City","MO, Jackson County",Non-CBSA West North Central,4A,Mixed-Humid,None,20 ft^2,Fiberglass,2 ft,None,North-Central,1.1,None,None,None,No,No Exterior Use,Uninsulated,SPP,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,None,"Cooling Season, 7 days/wk",South,None,"MO, 01001",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, principal city",54,SPNOc,No,Hour14,None,MO,West North Central,West North Central,Midwest,100% Incandescent,CR08,95%,Low,80% Usage,80% Usage,80% Usage,80% Usage,50% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,<1940,Natural Gas,Ducted Heating,<1940,Vented Crawlspace,Central AC,70F,None,"AC, SEER 13",Yes,"Fuel Furnace, 92.5% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,72F,Yes,6F,Night +4h,200000+,140000+,150000+,2000-2499,3,1500-2499,2,None,None,None,Single-Family Detached,2,None,None,"Single-Family Detached, Vented Crawlspace, No Attic, No Garage",Crawlspace,"30% Leakage to Outside, Uninsulated",<8,Wood Frame,"Wood, Medium/Dark",100% Conditioned,20 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-30",None,"Wood Stud, Uninsulated",3,150%+,400%+,Yes,Gas,EnergyStar,Electric Resistance,318 Rated kWh,No,None,"EF 12, National Average",None,None,None,None,EF 17.6,"Metal, Dark",Natural Gas,Natural Gas Standard,Yes,Living Space,F9 B9 L9 R9,"Double, Clear, Metal, Air"
144,3B,Hour5,"G3200030, G32000413",No,None,"NV, Paradise","NV, Clark County",Non-CBSA Mountain,3B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,None,South-Central,1.1,None,None,None,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,None,"Cooling Season, 7 days/wk",South,None,"NV, 00413",Single-Family Detached,None,None,Single-Family Detached,Yes,2F,Night Setback -1h,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",13,AZNMc,No,Hour11,None,NV,Mountain,Mountain South,West,100% CFL,CR10,84%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,2000s,Natural Gas,Ducted Heating,2000-09,Slab,Central AC,72F,None,"AC, SEER 15",Yes,"Fuel Furnace, 92.5% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,65F,No,0F,None,100000-119999,100000-119999,100000-149999,3000-3999,4,2500-3999,2,None,None,None,Single-Family Detached,2,Vented Attic,3 Car,"Single-Family Detached, Slab, Vented Attic, 3 Car Garage",Attic,"30% Leakage to Outside, R-8",<8,Wood Frame,"Stucco, Light",100% Conditioned,4 ACH50,R-30,None,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, R-15",2,150%+,400%+,Yes,Gas,EnergyStar,Gas,318 Rated kWh,No,EF 17.6,None,None,None,None,None,EF 17.6,Composition Shingles,Natural Gas,Natural Gas Standard,Yes,Garage,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain"
145,4A,Hour18,"G4701650, G47000500",No,None,In another census Place,"TN, Sumner County",Non-CBSA East South Central,4A,Mixed-Humid,None,20 ft^2,Fiberglass,2 ft,None,North-Central,0.8,None,None,None,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,None,"Cooling Season, 7 days/wk",North,None,"TN, 00500",Single-Family Detached,None,None,Single-Family Detached,Yes,5F,Night Setback -2h,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",92,SRTVc,No,Hour17,None,TN,East South Central,East South Central,South,100% CFL,CR08,110%,Low,80% Usage,80% Usage,80% Usage,80% Usage,50% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,2000s,Natural Gas,Ducted Heating,2000-09,Heated Basement,Central AC,75F,None,"AC, SEER 13",Yes,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,72F,Yes,3F,Night -1h,200000+,140000+,150000+,2500-2999,4,2500-3999,2,None,None,None,Single-Family Detached,2,Vented Attic,2 Car,"Single-Family Detached, Heated Basement, Vented Attic, 2 Car Garage",Heated Basement,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Brick, Medium/Dark",100% Conditioned,7 ACH50,R-38,Uninsulated,"Wall R-10, Exterior","R-10, Exterior","Unfinished, Uninsulated",None,"Wood Stud, R-11",3,150%+,400%+,Yes,Electric,EnergyStar,Electric Resistance,290 Rated kWh,No,None,None,None,None,None,None,EF 19.9,"Asphalt Shingles, Medium",Electricity,Electric Standard,Yes,Heated Basement,F12 B12 L12 R12,"Double, Clear, Non-metal, Air"
146,6A,Hour22,"G1900130, G19000500",No,None,"IA, Waterloo","IA, Black Hawk County",Non-CBSA West North Central,6A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.4,None,None,None,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,None,"Cooling Season, 7 days/wk",Southeast,None,"IA, 00500",Single-Family Detached,None,None,Single-Family Detached,Yes,2F,Night Setback -3h,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",69,MROWc,No,Hour17,None,IA,West North Central,West North Central,Midwest,100% LED,CR02,95%,Low,80% Usage,80% Usage,80% Usage,80% Usage,50% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,<1940,Natural Gas,Ducted Heating,<1940,Heated Basement,Room AC,70F,None,"Room AC, EER 12.0",Yes,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,75F,Yes,3F,Night,80000-99999,80000-99999,60000-99999,1000-1499,3,0-1499,2,None,None,None,Single-Family Detached,2,Vented Attic,None,"Single-Family Detached, Heated Basement, Vented Attic, No Garage",Heated Basement,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Vinyl, Light",40% Conditioned,15 ACH50,R-19,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, R-7",4,120-150%,300-400%,Yes,Electric,EnergyStar,Gas,None,No,None,"EF 12, National Average",None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",Natural Gas,Natural Gas Premium,Yes,Heated Basement,F15 B15 L15 R15,"Double, Clear, Non-metal, Air"
147,3B,Hour17,"G0600370, G06003731",No,9,"CA, Los Angeles","CA, Los Angeles County","CBSA Los Angeles-Long Beach-Anaheim, CA",3B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,None,South-Central,1.4,None,None,None,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,None,"Cooling Season, 7 days/wk",South,None,"CA, 03731",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",10,CAMXc,No,Hour8,None,CA,Pacific,Pacific,West,100% CFL,CR11,94%,Low,80% Usage,80% Usage,80% Usage,80% Usage,50% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,<1940,Natural Gas,Ducted Heating,<1940,Vented Crawlspace,Central AC,75F,None,"AC, SEER 13",Yes,"Fuel Furnace, 92.5% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,75F,No,0F,None,200000+,140000+,150000+,2000-2499,4,1500-2499,2,None,None,None,Single-Family Detached,2,None,None,"Single-Family Detached, Vented Crawlspace, No Attic, No Garage",Crawlspace,"20% Leakage to Outside, Uninsulated",<8,Wood Frame,"Wood, Medium/Dark",100% Conditioned,10 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-13",None,"Wood Stud, Uninsulated",2,150%+,400%+,Yes,Electric,EnergyStar,Gas,318 Rated kWh,No,None,None,Natural Gas,None,None,None,EF 19.9,Composition Shingles,Natural Gas,Natural Gas Standard,Yes,Outside,F6 B6 L6 R6,"Single, Clear, Non-metal"
148,5A,Hour17,"G1700310, G17003525",No,None,"IL, Chicago","IL, Cook County","CBSA Chicago-Naperville-Elgin, IL-IN-WI",5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.4,None,None,None,No,No Exterior Use,Uninsulated,PJM,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"IL, 03525",50 or more Unit,None,None,Multi-Family with 5+ Units,No,0F,None,Double-Loaded Interior,12,"In metro area, principal city",80,RFCWc,None,Hour18,None,IL,East North Central,East North Central,Midwest,100% Incandescent,CR04,89%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,2000s,Electricity,Non-Ducted Heating,2000-09,Slab,Room AC,70F,None,"Room AC, EER 12.0",No,"Electric Baseboard, 100% Efficiency",Yes,Electricity Baseboard,None,None,None,None,None,72F,Yes,3F,Night +5h,200000+,140000+,150000+,1000-1499,2,0-1499,5,Middle,67,Middle,"Multifamily with 5+ units, 4-7 stories",4+,None,None,"Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage",None,None,<8,Wood Frame,"Brick, Medium/Dark",60% Conditioned,15 ACH50,None,None,None,None,"Finished, R-13","2ft R10 Perimeter, Vertical","Wood Stud, R-11",2,150%+,400%+,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",Electricity,Electric Standard,No,None,F18 B18 L18 R18,"Double, Clear, Metal, Air"
149,4A,Hour17,"G2400030, G24001201",No,None,In another census Place,"MD, Anne Arundel County",Non-CBSA South Atlantic,4A,Mixed-Humid,None,20 ft^2,Fiberglass,2 ft,None,North-Central,0.8,None,None,None,No,No Exterior Use,Uninsulated,PJM,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,Gas Grill,None,None,"Cooling Season, 7 days/wk",South,None,"MD, 01201",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",123,RFCEc,No,Hour14,None,MD,South Atlantic,South Atlantic,South,100% LED,CR08,106%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Owner,1990s,Natural Gas,Ducted Heating,1980-99,Heated Basement,Central AC,76F,None,"AC, SEER 15",Yes,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,68F,No,0F,None,200000+,140000+,150000+,2000-2499,4,1500-2499,1,None,None,None,Single-Family Detached,1,Vented Attic,None,"Single-Family Detached, Heated Basement, Vented Attic, No Garage",Heated Basement,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Brick, Medium/Dark",100% Conditioned,15 ACH50,R-30,Uninsulated,"Wall R-10, Exterior","R-10, Exterior","Unfinished, Uninsulated",None,"Wood Stud, R-11",4,150%+,400%+,Yes,Electric,Standard,Gas,318 Rated kWh,No,None,None,None,None,None,None,EF 19.9,Composition Shingles,Natural Gas,Natural Gas Premium,Yes,Heated Basement,F9 B9 L9 R9,"Double, Clear, Metal, Air"
150,4A,Hour20,"G1301390, G13003400",No,None,Not in a census Place,"GA, Hall County",Non-CBSA South Atlantic,4A,Mixed-Humid,None,20 ft^2,Fiberglass,2 ft,None,North-Central,1.4,None,None,None,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"GA, 03400",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",94,SRSOc,No,Hour16,None,GA,South Atlantic,South Atlantic,South,100% CFL,CR09,106%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,2000s,Electricity,Ducted Heat Pump,2000-09,Slab,Ducted Heat Pump,70F,None,Ducted Heat Pump,Yes,"ASHP, SEER 15, 8.5 HSPF",No,Electricity ASHP,None,None,None,None,None,75F,No,0F,None,80000-99999,80000-99999,60000-99999,1500-1999,4,1500-2499,1,None,None,None,Single-Family Detached,1,None,2 Car,"Single-Family Detached, Slab, No Attic, 2 Car Garage",Garage,"20% Leakage to Outside, R-8",<8,Wood Frame,"Brick, Medium/Dark",100% Conditioned,10 ACH50,None,None,None,None,"Finished, R-38",Uninsulated,"Wood Stud, R-11",4,120-150%,300-400%,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,None,"EF 12, National Average",None,None,None,None,EF 19.9,"Asphalt Shingles, Medium",Electricity,Electric Standard,Yes,Living Space,F9 B9 L9 R9,"Double, Clear, Metal, Air"
151,5B,Hour18,"G0400050, G04000400",No,None,"AZ, Flagstaff","AZ, Coconino County",Non-CBSA Mountain,5B,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,0.8,None,None,None,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"AZ, 00400",Single-Family Detached,None,None,Single-Family Detached,Yes,9F,Night Setback -4h,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",28,AZNMc,No,Hour18,None,AZ,Mountain,Mountain South,West,100% CFL,CR10,84%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,2000s,Natural Gas,Ducted Heating,2000-09,Slab,Central AC,70F,None,"AC, SEER 15",Yes,"Fuel Furnace, 76% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,68F,Yes,3F,Night,80000-99999,80000-99999,60000-99999,1000-1499,3,0-1499,1,None,None,None,Single-Family Detached,1,None,1 Car,"Single-Family Detached, Slab, No Attic, 1 Car Garage",Garage,"20% Leakage to Outside, R-8",<8,Wood Frame,"Wood, Medium/Dark",100% Conditioned,15 ACH50,None,None,None,None,"Finished, R-13",Uninsulated,"Wood Stud, R-11",1,150%+,400%+,Yes,Electric,Standard,Gas,318 Rated kWh,No,EF 19.9,None,None,None,None,None,EF 15.9,"Metal, Dark",Natural Gas,Natural Gas Standard,Yes,Garage,F9 B9 L9 R9,"Double, Clear, Metal, Air"
152,5A,Hour4,"G4400030, G44000201",No,None,"RI, Warwick","RI, Kent County",Non-CBSA New England,5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.1,None,None,None,No,No Exterior Use,Uninsulated,NEISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,None,"Cooling Season, 7 days/wk",West,None,"RI, 00201",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",133,NEWEc,No,Hour9,None,RI,New England,New England,Northeast,100% LED,CR03,99%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1950s,Fuel Oil,Ducted Heating,1940-59,Vented Crawlspace,Room AC,68F,None,"Room AC, EER 10.7",Yes,"Fuel Furnace, 80% AFUE",No,Fuel Oil Fuel Furnace,None,None,None,None,None,70F,Yes,6F,Night +4h,80000-99999,80000-99999,60000-99999,1000-1499,2,0-1499,1,None,None,None,Single-Family Detached,1,Vented Attic,None,"Single-Family Detached, Vented Crawlspace, Vented Attic, No Garage",Crawlspace,"20% Leakage to Outside, Uninsulated",<8,Wood Frame,"Wood, Medium/Dark",40% Conditioned,30 ACH50,R-38,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",2,120-150%,400%+,Yes,Electric,Standard,Electric Resistance,290 Rated kWh,No,None,None,None,None,None,None,EF 17.6,Composition Shingles,Fuel Oil,Fuel Oil Standard,Yes,Living Space,F6 B6 L6 R6,"Double, Clear, Metal, Air"
153,3B,Hour22,"G0600370, G06003747",No,8,"CA, Los Angeles","CA, Los Angeles County","CBSA Los Angeles-Long Beach-Anaheim, CA",3B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,None,South-Central,1.4,None,None,None,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,None,"Cooling Season, 7 days/wk",Northeast,None,"CA, 03747",Single-Family Detached,None,None,Single-Family Detached,Yes,5F,Night Setback -3h,Not Applicable,Left/Right at 15ft,"In metro area, principal city",10,CAMXc,No,Hour17,None,CA,Pacific,Pacific,West,100% CFL,CR11,94%,High,120% Usage,120% Usage,120% Usage,120% Usage,200% Usage,200%,105% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,<1940,Natural Gas,Non-Ducted Heating,<1940,Unheated Basement,None,76F,None,None,No,"Fuel Wall/Floor Furnace, 60% AFUE",No,Natural Gas Fuel Wall/Floor Furnace,None,None,None,None,None,75F,No,0F,None,200000+,140000+,150000+,3000-3999,4,2500-3999,2,None,None,None,Single-Family Detached,2,None,None,"Single-Family Detached, Unheated Basement, No Attic, No Garage",None,None,<8,Wood Frame,"Wood, Medium/Dark",None,15 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-38",None,"Wood Stud, Uninsulated",3,150%+,400%+,Yes,Electric,EnergyStar,Gas,None,No,None,"EF 12, National Average",None,None,None,None,EF 15.9,"Asphalt Shingles, Medium",Natural Gas,Natural Gas Standard,Yes,Outside,F18 B18 L18 R18,"Double, Clear, Non-metal, Air"
154,5A,Hour17,"G1700310, G17003410",No,None,In another census Place,"IL, Cook County","CBSA Chicago-Naperville-Elgin, IL-IN-WI",5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.4,None,None,None,No,No Exterior Use,Uninsulated,PJM,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,Typical Efficiency,"Cooling Season, 7 days/wk",Northeast,None,"IL, 03410",Single-Family Detached,None,None,Single-Family Detached,Yes,5F,Night Setup +2h,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",80,RFCWc,No,Hour17,None,IL,East North Central,East North Central,Midwest,100% CFL,CR04,85%,High,120% Usage,120% Usage,120% Usage,120% Usage,200% Usage,200%,105% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1970s,Natural Gas,Ducted Heating,1960-79,Heated Basement,Central AC,75F,None,"AC, SEER 8",Yes,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,70F,Yes,3F,Night +4h,80000-99999,80000-99999,60000-99999,2000-2499,2,1500-2499,1,None,None,None,Single-Family Detached,1,Vented Attic,2 Car,"Single-Family Detached, Heated Basement, Vented Attic, 2 Car Garage",Heated Basement,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Brick, Medium/Dark",80% Conditioned,15 ACH50,R-30,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, R-7",2,120-150%,400%+,Yes,Gas,EnergyStar,Gas,318 Rated kWh,No,None,None,None,None,None,None,EF 17.6,Composition Shingles,Natural Gas,Natural Gas Standard,Yes,Heated Basement,F12 B12 L12 R12,"Double, Clear, Non-metal, Air, Exterior Clear Storm"
155,5A,Hour11,"G1700310, G17003413",No,None,In another census Place,"IL, Cook County","CBSA Chicago-Naperville-Elgin, IL-IN-WI",5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.4,None,None,None,No,No Exterior Use,Uninsulated,PJM,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,Gas Grill,None,None,"Cooling Season, 7 days/wk",Southwest,None,"IL, 03413",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",80,RFCWc,No,Hour12,None,IL,East North Central,East North Central,Midwest,100% Incandescent,CR04,85%,High,120% Usage,120% Usage,120% Usage,120% Usage,200% Usage,200%,105% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1950s,Natural Gas,Ducted Heating,1940-59,Vented Crawlspace,Central AC,70F,None,"AC, SEER 13",Yes,"Fuel Furnace, 92.5% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,67F,Yes,3F,Day and Night +1h,50000-59999,40000-59999,40000-59999,1500-1999,2,1500-2499,1,None,None,None,Single-Family Detached,1,Vented Attic,None,"Single-Family Detached, Vented Crawlspace, Vented Attic, No Garage",Crawlspace,"30% Leakage to Outside, Uninsulated",<8,Wood Frame,"Brick, Medium/Dark",100% Conditioned,15 ACH50,R-19,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",2,60-80%,300-400%,Yes,Gas,EnergyStar,Gas,318 Rated kWh,No,None,"EF 12, National Average",None,None,None,None,EF 19.9,Composition Shingles,Natural Gas,Natural Gas Premium,Yes,Living Space,F15 B15 L15 R15,"Double, Low-E, Non-metal, Air, M-Gain"
