Dependency=Geometry Building Type RECS	Dependency=PUMA	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane	source_count	source_weight	sampling_probability
Multi-Family with 2 - 4 Units	CA, 03736	2000s	0.355009	0.0011379	0.574909	0.0444787	0.0051373	0.0193276	6	156	5.92518e-06
Multi-Family with 2 - 4 Units	CA, 03736	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	1	12	4.55782e-07
Multi-Family with 2 - 4 Units	CA, 03736	<1940	0.239748	0	0.706625	0.0536278	0	0	48	951	3.61208e-05
Multi-Family with 5+ Units	CA, 03736	1940s	0.355578	0	0.552789	0.0498008	0	0.0418327	51	1004	3.81338e-05
Multi-Family with 5+ Units	CA, 03736	1950s	0.551522	0	0.425521	0.0138815	0	0.00907635	89	1873	7.11402e-05
Multi-Family with 5+ Units	CA, 03736	1960s	0.568015	0	0.371137	0.0522459	0	0.00860147	162	3139	0.000119225
Multi-Family with 5+ Units	CA, 03736	1970s	0.556178	0	0.402428	0.0267663	0	0.0146281	166	3213	0.000122036
Multi-Family with 5+ Units	CA, 03736	1980s	0.550485	0	0.347334	0.0682553	0.0157512	0.0181745	146	2476	9.40431e-05
Multi-Family with 5+ Units	CA, 03736	1990s	0.545175	0	0.411704	0.0318275	0	0.0112936	52	974	3.69943e-05
Multi-Family with 5+ Units	CA, 03736	2000s	0.641651	0	0.358349	0	0	0	30	533	2.02443e-05
Multi-Family with 5+ Units	CA, 03736	2010s	0.740385	0	0.139423	0	0.0480769	0.0721154	13	208	7.90023e-06
Multi-Family with 5+ Units	CA, 03736	<1940	0.414041	0	0.540954	0.0126013	0.0126013	0.019802	52	1111	4.21979e-05
Single-Family Attached	CA, 03736	1940s	0.216606	0	0.743682	0	0	0.0397112	19	277	1.0521e-05
Single-Family Attached	CA, 03736	1950s	0.547893	0	0.40613	0.045977	0	0	18	261	9.91329e-06
Single-Family Attached	CA, 03736	1960s	0.742466	0	0.235616	0.0219178	0	0	22	365	1.38634e-05
Single-Family Attached	CA, 03736	1970s	0.313514	0	0.686486	0	0	0	27	370	1.40533e-05
Single-Family Attached	CA, 03736	1980s	0.384314	0	0.566275	0.0407843	0	0.00862745	71	1275	4.8427e-05
Single-Family Attached	CA, 03736	1990s	0.514286	0	0.485714	0	0	0	21	385	1.46231e-05
Single-Family Attached	CA, 03736	2000s	0.275318	0.00107701	0.676398	0.0187513	0.00586121	0.0225946	8	115	4.36792e-06
Single-Family Attached	CA, 03736	2010s	0.296508	0.000531138	0.646838	0.0223078	0.0163325	0.0174833	2	22	8.35603e-07
Single-Family Attached	CA, 03736	<1940	0.487336	0	0.482969	0.0104803	0	0.019214	51	1145	4.34894e-05
Single-Family Detached	CA, 03736	1940s	0.345565	0.00382897	0.614869	0.0252074	0.00255265	0.00797703	201	3134	0.000119035
Single-Family Detached	CA, 03736	1950s	0.206445	0	0.743538	0.0439745	0	0.0060423	185	2979	0.000113148
Single-Family Detached	CA, 03736	1960s	0.432638	0	0.55155	0	0.0158128	0	103	1581	6.00493e-05
Single-Family Detached	CA, 03736	1970s	0.213064	0	0.769829	0.0171073	0	0	42	643	2.44224e-05
Single-Family Detached	CA, 03736	1980s	0.45124	0	0.52562	0	0	0.0231405	34	605	2.2979e-05
Single-Family Detached	CA, 03736	1990s	0.387366	0	0.599523	0.0131108	0	0	39	839	3.18667e-05
Single-Family Detached	CA, 03736	2000s	0.313653	0	0.686347	0	0	0	15	271	1.02931e-05
Single-Family Detached	CA, 03736	2010s	0.20847	0.00189329	0.697331	0.00657837	0.0448131	0.0409142	5	85	3.22846e-06
Single-Family Detached	CA, 03736	<1940	0.336962	0	0.641756	0.0143102	0.0013454	0.00562622	470	8176	0.00031054
Mobile Home	CA, 03744	1940s	0.27644	0.00942408	0.543246	0.0703665	0.0467016	0.053822	1	36	2.61666e-05
Mobile Home	CA, 03744	1950s	0.245718	0.0144714	0.555286	0.0614294	0.0341996	0.0888955	1	64	4.65183e-05
Mobile Home	CA, 03744	1960s	0.219518	0.00822522	0.6194	0.0423446	0.0483836	0.0621282	1	14	1.01759e-05
Mobile Home	CA, 03744	1970s	0.20279	0.0107468	0.62047	0.0265523	0.0608849	0.0785554	1	41	2.98008e-05
Mobile Home	CA, 03744	1980s	0.226907	0.0090661	0.54274	0.0239257	0.0729682	0.124393	0	0	0
Mobile Home	CA, 03744	1990s	0.250204	0.011341	0.482191	0.0385061	0.0712372	0.146521	2	39	2.83471e-05
Mobile Home	CA, 03744	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	0	0	0
Mobile Home	CA, 03744	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	0	0	0
Mobile Home	CA, 03744	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	1	5	3.63424e-06
Multi-Family with 2 - 4 Units	CA, 03744	1940s	0.274686	0	0.54219	0.183124	0	0	32	557	0.000404855
Multi-Family with 2 - 4 Units	CA, 03744	1950s	0.240631	0	0.654832	0.104536	0	0	29	507	0.000368512
Multi-Family with 2 - 4 Units	CA, 03744	1960s	0.195164	0	0.53886	0.265976	0	0	35	579	0.000420845
Multi-Family with 2 - 4 Units	CA, 03744	1970s	0.226306	0	0.609284	0.16441	0	0	37	517	0.000375781
Multi-Family with 2 - 4 Units	CA, 03744	1980s	0.154971	0.0614035	0.508772	0.274854	0	0	20	342	0.000248582
Multi-Family with 2 - 4 Units	CA, 03744	1990s	0.377644	0	0.558912	0.0634441	0	0	19	331	0.000240587
Multi-Family with 2 - 4 Units	CA, 03744	2000s	0.13468	0	0.787879	0.0538721	0.023569	0	16	297	0.000215874
Multi-Family with 2 - 4 Units	CA, 03744	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	6	67	4.86989e-05
Multi-Family with 2 - 4 Units	CA, 03744	<1940	0.221854	0	0.561589	0.178808	0.0311258	0.00662252	103	1510	0.00109754
Multi-Family with 5+ Units	CA, 03744	1940s	0.40009	0	0.381555	0.187613	0.00949367	0.0212477	108	2212	0.00160779
Multi-Family with 5+ Units	CA, 03744	1950s	0.399681	0	0.413518	0.179351	0	0.00745077	105	1879	0.00136575
Multi-Family with 5+ Units	CA, 03744	1960s	0.522282	0	0.361516	0.100375	0.0120783	0.00374844	132	2401	0.00174516
Multi-Family with 5+ Units	CA, 03744	1970s	0.495381	0	0.34793	0.141293	0	0.0153951	147	2923	0.00212458
Multi-Family with 5+ Units	CA, 03744	1980s	0.615607	0	0.243563	0.136626	0.00420389	0	199	3806	0.00276639
Multi-Family with 5+ Units	CA, 03744	1990s	0.523658	0	0.289463	0.176143	0.00516899	0.0055666	130	2515	0.00182803
Multi-Family with 5+ Units	CA, 03744	2000s	0.613962	0.00449283	0.283912	0.0806981	0.00466563	0.0122689	282	5787	0.00420629
Multi-Family with 5+ Units	CA, 03744	2010s	0.816289	0	0.133507	0.0502045	0	0	107	2689	0.0019545
Multi-Family with 5+ Units	CA, 03744	<1940	0.505865	0.00286273	0.294023	0.180073	0.00516688	0.0120095	614	14322	0.0104099
Single-Family Attached	CA, 03744	1940s	0.331169	0	0.613636	0.0551948	0	0	24	308	0.00022387
Single-Family Attached	CA, 03744	1950s	0.142574	0	0.673267	0.184158	0	0	34	505	0.000367059
Single-Family Attached	CA, 03744	1960s	0.135279	0	0.785146	0.0795756	0	0	23	377	0.000274022
Single-Family Attached	CA, 03744	1970s	0.288288	0	0.59009	0.121622	0	0	14	222	0.000161361
Single-Family Attached	CA, 03744	1980s	0.0893617	0	0.859574	0.0510638	0	0	14	235	0.00017081
Single-Family Attached	CA, 03744	1990s	0.124514	0	0.680934	0.194553	0	0	14	257	0.0001868
Single-Family Attached	CA, 03744	2000s	0.512397	0	0.363636	0.123967	0	0	11	121	8.79487e-05
Single-Family Attached	CA, 03744	2010s	0.296508	0.000531138	0.646838	0.0223078	0.0163325	0.0174833	3	52	3.77962e-05
Single-Family Attached	CA, 03744	<1940	0.229157	0	0.632976	0.125757	0.00372613	0.00838379	124	2147	0.00156055
Single-Family Detached	CA, 03744	1940s	0.322498	0	0.563416	0.0847674	0	0.029318	91	1569	0.00114042
Single-Family Detached	CA, 03744	1950s	0.250341	0	0.639154	0.110505	0	0	98	1466	0.00106556
Single-Family Detached	CA, 03744	1960s	0.128806	0	0.67096	0.190867	0	0.00936768	46	854	0.00062073
Single-Family Detached	CA, 03744	1970s	0.150585	0	0.752924	0.0964912	0	0	46	684	0.000497165
Single-Family Detached	CA, 03744	1980s	0.267188	0	0.589063	0.065625	0	0.078125	38	640	0.000465183
Single-Family Detached	CA, 03744	1990s	0.263043	0	0.506522	0.202174	0	0.0282609	27	460	0.000334351
Single-Family Detached	CA, 03744	2000s	0.189612	0.00185012	0.707882	0.00863106	0.028471	0.0635544	8	72	5.23332e-05
Single-Family Detached	CA, 03744	2010s	0.20847	0.00189329	0.697331	0.00657837	0.0448131	0.0409142	3	35	2.54397e-05
Single-Family Detached	CA, 03744	<1940	0.182105	0	0.689447	0.118842	0.00164677	0.00795938	457	7287	0.00529655
Mobile Home	CA, 03745	1940s	0.27644	0.00942408	0.543246	0.0703665	0.0467016	0.053822	0	0	0
Mobile Home	CA, 03745	1950s	0.245718	0.0144714	0.555286	0.0614294	0.0341996	0.0888955	0	0	0
Mobile Home	CA, 03745	1960s	0.219518	0.00822522	0.6194	0.0423446	0.0483836	0.0621282	0	0	0
Mobile Home	CA, 03745	1970s	0.20279	0.0107468	0.62047	0.0265523	0.0608849	0.0785554	1	11	7.8654e-06
Mobile Home	CA, 03745	1980s	0.226907	0.0090661	0.54274	0.0239257	0.0729682	0.124393	2	28	2.00211e-05
Mobile Home	CA, 03745	1990s	0.250204	0.011341	0.482191	0.0385061	0.0712372	0.146521	1	22	1.57308e-05
Mobile Home	CA, 03745	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	0	0	0
Mobile Home	CA, 03745	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	0	0	0
Mobile Home	CA, 03745	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	6	118	8.43743e-05
Multi-Family with 2 - 4 Units	CA, 03745	1940s	0.286301	0	0.530137	0.183562	0	0	41	730	0.000521978
Multi-Family with 2 - 4 Units	CA, 03745	1950s	0.129298	0.0151307	0.68088	0.151307	0	0.0233838	43	727	0.000519832
Multi-Family with 2 - 4 Units	CA, 03745	1960s	0.213997	0	0.573351	0.212651	0	0	42	743	0.000531273
Multi-Family with 2 - 4 Units	CA, 03745	1970s	0.0769231	0	0.790598	0.132479	0	0	24	468	0.000334637
Multi-Family with 2 - 4 Units	CA, 03745	1980s	0.110442	0	0.688755	0.162651	0.0240964	0.0140562	33	498	0.000356088
Multi-Family with 2 - 4 Units	CA, 03745	1990s	0.172012	0	0.600583	0.227405	0	0	23	343	0.000245258
Multi-Family with 2 - 4 Units	CA, 03745	2000s	0.0479452	0	0.616438	0.335616	0	0	11	146	0.000104395
Multi-Family with 2 - 4 Units	CA, 03745	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	7	110	7.8654e-05
Multi-Family with 2 - 4 Units	CA, 03745	<1940	0.165865	0	0.567308	0.252404	0	0.0144231	90	1664	0.00118982
Multi-Family with 5+ Units	CA, 03745	1940s	0.313413	0	0.507304	0.179283	0	0	40	753	0.000538423
Multi-Family with 5+ Units	CA, 03745	1950s	0.271487	0	0.653479	0.053206	0	0.0218281	42	733	0.000524122
Multi-Family with 5+ Units	CA, 03745	1960s	0.257962	0	0.665605	0.0764331	0	0	32	628	0.000449042
Multi-Family with 5+ Units	CA, 03745	1970s	0.222462	0	0.777538	0	0	0	25	463	0.000331063
Multi-Family with 5+ Units	CA, 03745	1980s	0.362683	0	0.540881	0.0838574	0	0.0125786	32	477	0.000341073
Multi-Family with 5+ Units	CA, 03745	1990s	0.191011	0	0.498127	0.254682	0	0.0561798	20	267	0.000190915
Multi-Family with 5+ Units	CA, 03745	2000s	0.638243	0	0.361757	0	0	0	26	387	0.000276719
Multi-Family with 5+ Units	CA, 03745	2010s	0.592885	0	0.300395	0.0671937	0	0.0395257	14	253	0.000180904
Multi-Family with 5+ Units	CA, 03745	<1940	0.164884	0	0.705475	0.129641	0	0	84	1589	0.00113619
Single-Family Attached	CA, 03745	1940s	0.186567	0	0.634328	0.136194	0	0.0429104	33	536	0.00038326
Single-Family Attached	CA, 03745	1950s	0.264605	0	0.570447	0.164948	0	0	18	291	0.000208076
Single-Family Attached	CA, 03745	1960s	0.109718	0	0.84953	0.0407524	0	0	20	319	0.000228097
Single-Family Attached	CA, 03745	1970s	0.243151	0	0.688356	0.0445205	0	0.0239726	21	292	0.000208791
Single-Family Attached	CA, 03745	1980s	0.22549	0	0.651961	0.0735294	0	0.0490196	15	204	0.000145867
Single-Family Attached	CA, 03745	1990s	0.142857	0	0.751152	0.105991	0	0	16	217	0.000155163
Single-Family Attached	CA, 03745	2000s	0.0509554	0	0.694268	0.10828	0	0.146497	12	157	0.000112261
Single-Family Attached	CA, 03745	2010s	0.147651	0	0.798658	0.0536913	0	0	10	149	0.00010654
Single-Family Attached	CA, 03745	<1940	0.192713	0	0.653036	0.144534	0.00323887	0.00647773	146	2470	0.00176614
Single-Family Detached	CA, 03745	1940s	0.12962	0	0.724156	0.146224	0	0	107	1867	0.00133497
Single-Family Detached	CA, 03745	1950s	0.201104	0	0.702636	0.0876763	0	0.00858369	97	1631	0.00116623
Single-Family Detached	CA, 03745	1960s	0.104918	0	0.695082	0.2	0	0	57	915	0.000654258
Single-Family Detached	CA, 03745	1970s	0.0838323	0	0.802395	0.0978044	0	0.0159681	33	501	0.000358234
Single-Family Detached	CA, 03745	1980s	0.139647	0	0.617978	0.17496	0	0.0674157	42	623	0.000445468
Single-Family Detached	CA, 03745	1990s	0.388587	0	0.519022	0.0923913	0	0	26	368	0.000263134
Single-Family Detached	CA, 03745	2000s	0.135977	0	0.756374	0.107649	0	0	22	353	0.000252408
Single-Family Detached	CA, 03745	2010s	0.20847	0.00189329	0.697331	0.00657837	0.0448131	0.0409142	5	74	5.29127e-05
Single-Family Detached	CA, 03745	<1940	0.176537	0	0.649353	0.15712	0.00598706	0.0110032	383	6180	0.00441893
Mobile Home	CA, 03746	1940s	0.27644	0.00942408	0.543246	0.0703665	0.0467016	0.053822	0	0	0
Mobile Home	CA, 03746	1950s	0.245718	0.0144714	0.555286	0.0614294	0.0341996	0.0888955	0	0	0
Mobile Home	CA, 03746	1960s	0.219518	0.00822522	0.6194	0.0423446	0.0483836	0.0621282	0	0	0
Mobile Home	CA, 03746	1970s	0.20279	0.0107468	0.62047	0.0265523	0.0608849	0.0785554	0	0	0
Mobile Home	CA, 03746	1980s	0.226907	0.0090661	0.54274	0.0239257	0.0729682	0.124393	1	40	2.93271e-05
Mobile Home	CA, 03746	1990s	0.250204	0.011341	0.482191	0.0385061	0.0712372	0.146521	0	0	0
Mobile Home	CA, 03746	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	0	0	0
Mobile Home	CA, 03746	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	0	0	0
Mobile Home	CA, 03746	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	0	0	0
Multi-Family with 2 - 4 Units	CA, 03746	1940s	0.143564	0	0.726073	0.10396	0	0.0264026	40	606	0.000444308
Multi-Family with 2 - 4 Units	CA, 03746	1950s	0.215739	0	0.660787	0.0909091	0	0.0325645	44	737	0.000540352
Multi-Family with 2 - 4 Units	CA, 03746	1960s	0.283186	0	0.617699	0.060177	0.0123894	0.0265487	36	565	0.000414246
Multi-Family with 2 - 4 Units	CA, 03746	1970s	0.17737	0	0.733945	0.0764526	0	0.0122324	40	654	0.000479499
Multi-Family with 2 - 4 Units	CA, 03746	1980s	0.313084	0	0.485981	0.168224	0	0.0327103	28	428	0.0003138
Multi-Family with 2 - 4 Units	CA, 03746	1990s	0.398895	0.00190177	0.525946	0.0456092	0.00463766	0.0230104	6	99	7.25847e-05
Multi-Family with 2 - 4 Units	CA, 03746	2000s	0.334975	0	0.665025	0	0	0	11	203	0.000148835
Multi-Family with 2 - 4 Units	CA, 03746	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	2	35	2.56613e-05
Multi-Family with 2 - 4 Units	CA, 03746	<1940	0.174813	0	0.678556	0.134742	0	0.011889	144	2271	0.00166505
Multi-Family with 5+ Units	CA, 03746	1940s	0.212879	0	0.57803	0.209091	0	0	71	1320	0.000967794
Multi-Family with 5+ Units	CA, 03746	1950s	0.264091	0	0.602913	0.103863	0	0.0291324	98	1579	0.00115769
Multi-Family with 5+ Units	CA, 03746	1960s	0.240741	0	0.644317	0.100255	0.00702427	0.00766284	95	1566	0.00114815
Multi-Family with 5+ Units	CA, 03746	1970s	0.368127	0	0.472509	0.137457	0.00515464	0.0167526	157	2328	0.00170684
Multi-Family with 5+ Units	CA, 03746	1980s	0.323224	0	0.494812	0.172386	0	0.00957702	85	1253	0.000918673
Multi-Family with 5+ Units	CA, 03746	1990s	0.313291	0.00791139	0.503956	0.155854	0	0.0189873	93	1264	0.000926737
Multi-Family with 5+ Units	CA, 03746	2000s	0.519463	0	0.440268	0.0322148	0	0.00805369	53	745	0.000546218
Multi-Family with 5+ Units	CA, 03746	2010s	0.687708	0	0.262458	0	0.0498339	0	28	301	0.000220687
Multi-Family with 5+ Units	CA, 03746	<1940	0.2348	0	0.64528	0.114881	0.00503863	0	181	2977	0.00218267
Single-Family Attached	CA, 03746	1940s	0.229508	0	0.65808	0.112412	0	0	22	427	0.000313067
Single-Family Attached	CA, 03746	1950s	0.503185	0	0.315287	0.181529	0	0	21	314	0.000230218
Single-Family Attached	CA, 03746	1960s	0.270408	0	0.663265	0.0663265	0	0	14	196	0.000143703
Single-Family Attached	CA, 03746	1970s	0.329787	0	0.48227	0.187943	0	0	19	282	0.000206756
Single-Family Attached	CA, 03746	1980s	0.263027	0	0.501241	0.235732	0	0	22	403	0.00029547
Single-Family Attached	CA, 03746	1990s	0.278545	0.000581558	0.666412	0.0236177	0.00620329	0.0246408	6	80	5.86543e-05
Single-Family Attached	CA, 03746	2000s	0.275318	0.00107701	0.676398	0.0187513	0.00586121	0.0225946	2	30	2.19953e-05
Single-Family Attached	CA, 03746	2010s	0.296508	0.000531138	0.646838	0.0223078	0.0163325	0.0174833	2	19	1.39303e-05
Single-Family Attached	CA, 03746	<1940	0.329022	0	0.525868	0.130599	0.00504732	0.00946372	163	3170	0.00232417
Single-Family Detached	CA, 03746	1940s	0.140022	0	0.710033	0.127894	0	0.0220507	53	907	0.000664991
Single-Family Detached	CA, 03746	1950s	0.154391	0	0.726629	0.0382436	0.0325779	0.0481586	47	706	0.000517623
Single-Family Detached	CA, 03746	1960s	0.376147	0	0.458716	0.12844	0	0.0366972	21	327	0.000239749
Single-Family Detached	CA, 03746	1970s	0.298658	0	0.624161	0.0771812	0	0	16	298	0.000218487
Single-Family Detached	CA, 03746	1980s	0.220339	0	0.677966	0.101695	0	0	16	236	0.00017303
Single-Family Detached	CA, 03746	1990s	0.684932	0	0.210046	0.105023	0	0	12	219	0.000160566
Single-Family Detached	CA, 03746	2000s	0.189612	0.00185012	0.707882	0.00863106	0.028471	0.0635544	6	88	6.45198e-05
Single-Family Detached	CA, 03746	2010s	0.20847	0.00189329	0.697331	0.00657837	0.0448131	0.0409142	1	14	1.02645e-05
Single-Family Detached	CA, 03746	<1940	0.197727	0.00156771	0.684891	0.109935	0	0.00587889	330	5103	0.0037414
Mobile Home	CA, 03747	1940s	0.27644	0.00942408	0.543246	0.0703665	0.0467016	0.053822	0	0	0
Mobile Home	CA, 03747	1950s	0.245718	0.0144714	0.555286	0.0614294	0.0341996	0.0888955	1	42	3.09182e-05
Mobile Home	CA, 03747	1960s	0.219518	0.00822522	0.6194	0.0423446	0.0483836	0.0621282	0	0	0
Mobile Home	CA, 03747	1970s	0.20279	0.0107468	0.62047	0.0265523	0.0608849	0.0785554	1	15	1.10422e-05
Mobile Home	CA, 03747	1980s	0.226907	0.0090661	0.54274	0.0239257	0.0729682	0.124393	3	46	3.38628e-05
Mobile Home	CA, 03747	1990s	0.250204	0.011341	0.482191	0.0385061	0.0712372	0.146521	0	0	0
Mobile Home	CA, 03747	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	0	0	0
Mobile Home	CA, 03747	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	0	0	0
Mobile Home	CA, 03747	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	2	42	3.09182e-05
Multi-Family with 2 - 4 Units	CA, 03747	1940s	0.216028	0	0.720093	0.0530391	0	0.0108401	106	2583	0.00190148
Multi-Family with 2 - 4 Units	CA, 03747	1950s	0.0894539	0	0.815913	0.0781544	0.00564972	0.0108286	92	2124	0.00156358
Multi-Family with 2 - 4 Units	CA, 03747	1960s	0.15336	0	0.748995	0.0821367	0	0.0155083	83	1741	0.00128164
Multi-Family with 2 - 4 Units	CA, 03747	1970s	0.12827	0	0.740928	0.111392	0	0.0194093	52	1185	0.000872338
Multi-Family with 2 - 4 Units	CA, 03747	1980s	0.199134	0	0.699134	0.0454545	0	0.0562771	23	462	0.000340101
Multi-Family with 2 - 4 Units	CA, 03747	1990s	0.177285	0	0.65928	0.119114	0	0.0443213	19	361	0.00026575
Multi-Family with 2 - 4 Units	CA, 03747	2000s	0.355009	0.0011379	0.574909	0.0444787	0.0051373	0.0193276	8	224	0.000164898
Multi-Family with 2 - 4 Units	CA, 03747	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	1	27	1.9876e-05
Multi-Family with 2 - 4 Units	CA, 03747	<1940	0.13888	0	0.819188	0.0298558	0	0.0120765	147	2981	0.00219446
Multi-Family with 5+ Units	CA, 03747	1940s	0.0615791	0	0.836796	0.101624	0	0	100	2647	0.00194859
Multi-Family with 5+ Units	CA, 03747	1950s	0.226609	0	0.681788	0.0865867	0	0.00501636	177	4585	0.00337526
Multi-Family with 5+ Units	CA, 03747	1960s	0.161702	0	0.704521	0.113298	0	0.0204787	175	3760	0.00276793
Multi-Family with 5+ Units	CA, 03747	1970s	0.200272	0	0.725477	0.0742507	0	0	122	2936	0.00216134
Multi-Family with 5+ Units	CA, 03747	1980s	0.269885	0	0.6983	0.0318157	0	0	66	1823	0.001342
Multi-Family with 5+ Units	CA, 03747	1990s	0.278689	0	0.660782	0.0151324	0	0.0453972	38	793	0.000583768
Multi-Family with 5+ Units	CA, 03747	2000s	0.214356	0	0.73943	0.0462144	0	0	39	1017	0.000748666
Multi-Family with 5+ Units	CA, 03747	2010s	0.550985	0.000687278	0.393285	0.0364662	0.00800477	0.010572	0	0	0
Multi-Family with 5+ Units	CA, 03747	<1940	0.202149	0	0.721173	0.0583793	0.00638978	0.0119082	146	3443	0.00253457
Single-Family Attached	CA, 03747	1940s	0.13522	0	0.748428	0.107966	0	0.00838574	39	954	0.000702288
Single-Family Attached	CA, 03747	1950s	0.279627	0	0.652463	0.0679095	0	0	29	751	0.000552848
Single-Family Attached	CA, 03747	1960s	0	0	0.801325	0.198675	0	0	10	151	0.000111159
Single-Family Attached	CA, 03747	1970s	0.299743	0.000849697	0.65369	0.0239771	0.00649481	0.0152457	8	120	8.83381e-05
Single-Family Attached	CA, 03747	1980s	0.274009	0.000619145	0.684407	0.0196868	0.00505384	0.0162236	7	88	6.47812e-05
Single-Family Attached	CA, 03747	1990s	0.278545	0.000581558	0.666412	0.0236177	0.00620329	0.0246408	3	40	2.9446e-05
Single-Family Attached	CA, 03747	2000s	0.0457143	0	0.954286	0	0	0	11	175	0.000128826
Single-Family Attached	CA, 03747	2010s	0.296508	0.000531138	0.646838	0.0223078	0.0163325	0.0174833	2	22	1.61953e-05
Single-Family Attached	CA, 03747	<1940	0.143095	0	0.758319	0.093178	0	0.00540765	102	2404	0.00176971
Single-Family Detached	CA, 03747	1940s	0.0987469	0.00150376	0.841938	0.0369256	0.0031746	0.0177109	341	5985	0.00440585
Single-Family Detached	CA, 03747	1950s	0.130215	0	0.833439	0.017067	0.00379267	0.0154867	176	3164	0.00232918
Single-Family Detached	CA, 03747	1960s	0.149407	0	0.797628	0.0197628	0	0.0332016	58	1265	0.000931231
Single-Family Detached	CA, 03747	1970s	0.379412	0	0.523529	0.05	0.0470588	0	22	340	0.000250291
Single-Family Detached	CA, 03747	1980s	0.212121	0	0.705234	0.0826446	0	0	23	363	0.000267222
Single-Family Detached	CA, 03747	1990s	0.185315	0	0.660839	0.027972	0	0.125874	15	286	0.000210538
Single-Family Detached	CA, 03747	2000s	0.142857	0	0.724868	0	0	0.132275	10	189	0.000139133
Single-Family Detached	CA, 03747	2010s	0.20847	0.00189329	0.697331	0.00657837	0.0448131	0.0409142	4	83	6.11006e-05
Single-Family Detached	CA, 03747	<1940	0.13956	0.00135233	0.796881	0.0566174	0.00225388	0.00333574	653	11092	0.00816538
Mobile Home	CA, 03748	1940s	0.27644	0.00942408	0.543246	0.0703665	0.0467016	0.053822	0	0	0
Mobile Home	CA, 03748	1950s	0.245718	0.0144714	0.555286	0.0614294	0.0341996	0.0888955	0	0	0
Mobile Home	CA, 03748	1960s	0.219518	0.00822522	0.6194	0.0423446	0.0483836	0.0621282	3	134	6.23636e-05
Mobile Home	CA, 03748	1970s	0.20279	0.0107468	0.62047	0.0265523	0.0608849	0.0785554	2	40	1.8616e-05
Mobile Home	CA, 03748	1980s	0.226907	0.0090661	0.54274	0.0239257	0.0729682	0.124393	1	35	1.6289e-05
Mobile Home	CA, 03748	1990s	0.250204	0.011341	0.482191	0.0385061	0.0712372	0.146521	1	21	9.77339e-06
Mobile Home	CA, 03748	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	5	158	7.35331e-05
Mobile Home	CA, 03748	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	0	0	0
Mobile Home	CA, 03748	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	0	0	0
Multi-Family with 2 - 4 Units	CA, 03748	1940s	0.0738975	0	0.916567	0.00953516	0	0	48	839	0.000390471
Multi-Family with 2 - 4 Units	CA, 03748	1950s	0.144899	0	0.756985	0.0981157	0	0	81	1539	0.00071625
Multi-Family with 2 - 4 Units	CA, 03748	1960s	0.285821	0	0.618905	0.0952738	0	0	66	1333	0.000620378
Multi-Family with 2 - 4 Units	CA, 03748	1970s	0.290473	0	0.638223	0.0444185	0.019287	0.0075979	61	1711	0.0007963
Multi-Family with 2 - 4 Units	CA, 03748	1980s	0.191489	0	0.808511	0	0	0	21	470	0.000218738
Multi-Family with 2 - 4 Units	CA, 03748	1990s	0.264901	0	0.673289	0.0618102	0	0	14	453	0.000210826
Multi-Family with 2 - 4 Units	CA, 03748	2000s	0.355009	0.0011379	0.574909	0.0444787	0.0051373	0.0193276	6	250	0.00011635
Multi-Family with 2 - 4 Units	CA, 03748	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	1	73	3.3974e-05
Multi-Family with 2 - 4 Units	CA, 03748	<1940	0.0973111	0	0.84507	0.0460948	0	0.0115237	39	781	0.000363478
Multi-Family with 5+ Units	CA, 03748	1940s	0.196429	0	0.77466	0.0102041	0	0.0187075	46	1176	0.00054731
Multi-Family with 5+ Units	CA, 03748	1950s	0.295961	0	0.642061	0.0477019	0	0.0142758	108	2872	0.00133663
Multi-Family with 5+ Units	CA, 03748	1960s	0.484313	0	0.416235	0.0723424	0.00852878	0.0185806	231	6566	0.00305582
Multi-Family with 5+ Units	CA, 03748	1970s	0.522681	0	0.4375	0.0359879	0.00171371	0.00211694	368	9920	0.00461676
