Dependency=Geometry Building Type RECS	Dependency=PUMA	Dependency=Tenure	Dependency=Vintage ACS	Option=<10000	Option=10000-14999	Option=15000-19999	Option=20000-24999	Option=25000-29999	Option=30000-34999	Option=35000-39999	Option=40000-44999	Option=45000-49999	Option=50000-59999	Option=60000-69999	Option=70000-79999	Option=80000-99999	Option=100000-119999	Option=120000-139999	Option=140000-159999	Option=160000-179999	Option=180000-199999	Option=200000+	source_count	source_weight	sampling_probability
Single-Family Detached	CA, 03706	Owner	2000-09	0.0042343	0.00988003	0.0197601	0.037403	0	0.0261115	0	0.0515173	0.00917431	0.0705716	0.0811574	0.0437544	0.120677	0.156669	0.037403	0.0755116	0.0289344	0.0613973	0.165843	76	1417	0.000874015
Single-Family Detached	CA, 03706	Renter	2000-09	0.04093	0.0377657	0.0449886	0.0186421	0.0354956	0.0348077	0.0347389	0.0355644	0.0328128	0.0670702	0.0493224	0.0407925	0.115154	0.0906652	0.069753	0.0645938	0.0444383	0.0313682	0.111096	626	14537	0.000191024
Mobile Home	CA, 03706	Owner	2010s	0.0464316	0.0773861	0.0799656	0.00601892	0.0593293	0.0541702	0.0902837	0.00859845	0.0094583	0.049871	0.0687876	0.0963027	0.104901	0.044712	0.0799656	0.0206363	0.00601892	0.0300946	0.0670679	67	1163	8.89217e-05
Mobile Home	CA, 03706	Renter	2010s	0.0750507	0.0507099	0.127789	0.0466531	0.131846	0	0	0.030426	0	0.0567951	0.168357	0	0.0993915	0.0121704	0.150101	0	0	0	0.0507099	21	493	1.92624e-05
Multi-Family with 2 - 4 Units	CA, 03706	Owner	2010s	0.0452261	0.0577889	0	0.0565327	0	0.0163317	0	0.0100503	0	0.0163317	0.0364322	0	0.0904523	0.0376884	0.0565327	0.0841709	0.0515075	0.0565327	0.384422	36	796	2.27073e-06
Multi-Family with 2 - 4 Units	CA, 03706	Renter	2010s	0.109621	0.02897	0.0507868	0.0225322	0.0708155	0.0770744	0.0636624	0.0171674	0.0300429	0.0416667	0.0779685	0.0500715	0.0872675	0.0734979	0.0532904	0.0416667	0.0236052	0.0109084	0.0693848	208	5592	1.38561e-05
Multi-Family with 5+ Units	CA, 03706	Owner	2010s	0.0187114	0.0139453	0.0180053	0.0128861	0.00529568	0.00794351	0.0121801	0.00935569	0.00617829	0.0342454	0.0566637	0.0331862	0.0686673	0.039541	0.104501	0.078376	0.0368932	0.0375993	0.405825	249	5665	1.70104e-05
Multi-Family with 5+ Units	CA, 03706	Renter	2010s	0	0	0.125	0	0	0	0	0	0.0446429	0.0401786	0.0625	0	0.540179	0.0848214	0.102679	0	0	0	0	10	224	0.000214812
Single-Family Attached	CA, 03706	Owner	2010s	0.00290992	0.00328947	0.00366903	0.00885628	0.00240385	0.00265688	0.0122723	0.013917	0.00253036	0.0236589	0.0231528	0.0208755	0.0563006	0.0823634	0.0864119	0.0803391	0.0587045	0.0536437	0.462045	373	7904	5.5413e-06
Single-Family Attached	CA, 03706	Renter	2010s	0.0547445	0.0346715	0.00583942	0.0529197	0.0452555	0.0116788	0.0591241	0.0153285	0.0259124	0.0375912	0.0346715	0.070073	0.0766423	0.0744526	0.0624088	0.0291971	0.019708	0.0562044	0.233577	129	2740	3.19404e-06
Single-Family Detached	CA, 03706	Owner	2010s	0	0	0	0.0384615	0	0	0	0	0	0	0.0879121	0	0.192308	0.241758	0.0796703	0.0604396	0.129121	0.0467033	0.123626	20	364	0.000206786
Single-Family Detached	CA, 03706	Renter	2010s	0.0541631	0.036877	0.0337079	0.0328436	0.0250648	0.0334198	0.0282339	0.0115241	0.0253529	0.0602132	0.0535869	0.0985307	0.115817	0.0841256	0.0838375	0.0452319	0.0302506	0.056756	0.0904638	162	3471	4.5195e-05
Mobile Home	CA, 03706	Owner	<1940	0	0.0477387	0.138191	0	0.0301508	0.0628141	0.0276382	0	0.0904523	0.120603	0.0201005	0	0.0477387	0.213568	0.0326633	0.110553	0.0226131	0.0351759	0	26	398	3.31385e-06
Mobile Home	CA, 03706	Renter	<1940	0.110924	0.0344538	0.087395	0.0714286	0.0705882	0.123529	0.0731092	0	0.0394958	0.0487395	0.0445378	0.0134454	0.0756303	0.0504202	0.010084	0	0	0.0756303	0.0705882	48	1190	7.17852e-07
Multi-Family with 2 - 4 Units	CA, 03706	Owner	<1940	0.0426459	0.0160197	0.0165918	0.021477	0.0175601	0.013115	0.0168999	0.0221811	0.0192765	0.0411055	0.0461227	0.0412376	0.0752134	0.0728369	0.0462987	0.0404454	0.0550568	0.0334478	0.362468	1246	22722	4.25762e-06
Multi-Family with 2 - 4 Units	CA, 03706	Renter	<1940	0.0575528	0.0418613	0.0431904	0.0334736	0.0372545	0.043384	0.0381449	0.0314089	0.0275892	0.0640824	0.0599401	0.0527138	0.0919297	0.0681343	0.0431904	0.0505071	0.0359899	0.0298733	0.149779	3640	77494	2.59801e-05
Multi-Family with 5+ Units	CA, 03706	Owner	<1940	0.0450005	0.0186661	0.00948441	0.0270407	0.0204823	0.0193724	0.020785	0.0132176	0.0167491	0.0343053	0.0426799	0.0450005	0.0909091	0.115024	0.0556957	0.0487337	0.0559984	0.0386439	0.282212	465	9911	1.42986e-06
Multi-Family with 5+ Units	CA, 03706	Renter	<1940	0.0959531	0.102805	0.0592899	0.0607608	0.0514378	0.0534501	0.0459588	0.0436459	0.0361765	0.0659281	0.0524658	0.0442692	0.0706525	0.0496115	0.0409283	0.0270394	0.0215222	0.0149332	0.0631722	7977	182881	1.80567e-05
Single-Family Attached	CA, 03706	Owner	<1940	0.0259088	0.0212382	0.0174488	0.0203569	0.0254241	0.0335316	0.01833	0.0289932	0.0279797	0.0469707	0.0455166	0.038731	0.0919145	0.0736286	0.0638026	0.0632298	0.0454285	0.047896	0.26367	1295	22695	2.08865e-05
Single-Family Attached	CA, 03706	Renter	<1940	0.0761475	0.0619908	0.0655215	0.0516363	0.0387697	0.0430133	0.0488865	0.0540467	0.037242	0.0922053	0.0626358	0.0553028	0.0802892	0.0551331	0.0376494	0.0277702	0.0162955	0.021931	0.0735334	1368	29456	1.20391e-05
Single-Family Detached	CA, 03706	Owner	<1940	0	0.0727848	0.0474684	0.0189873	0	0	0	0.0411392	0.0727848	0.0870253	0.068038	0	0.142405	0.110759	0	0	0.0806962	0.0822785	0.175633	39	632	0.000469267
Single-Family Detached	CA, 03706	Renter	<1940	0.0578287	0.0491904	0.0414477	0.046527	0.049815	0.039291	0.0363684	0.0391378	0.0428619	0.06543	0.064829	0.0564145	0.0886582	0.0739977	0.0586419	0.0445825	0.0298866	0.0212011	0.0938907	4008	84854	0.000102563
Mobile Home	CA, 03707	Owner	1940-59	0.0906963	0.0953785	0.0910431	0.0806382	0.0808983	0.0583543	0.0702332	0.0532385	0.046562	0.0743952	0.0538455	0.043614	0.0457817	0.0491633	0.0228041	0.00832394	0.00832394	0.0090176	0.0176884	620	11533	3.90377e-05
Mobile Home	CA, 03707	Renter	1940-59	0.147429	0.109689	0.0857427	0.0721695	0.0493269	0.0804458	0.0821011	0.0389539	0.0708453	0.0570514	0.0568307	0.0513132	0.0395056	0.0119179	0.0253807	0.00750386	0	0	0.0137939	376	9062	1.39543e-05
Multi-Family with 2 - 4 Units	CA, 03707	Owner	1940-59	0.0419373	0.0275124	0.0226404	0.0534008	0.0435613	0.0304738	0.0420329	0.0519679	0.0410776	0.0789071	0.0714559	0.0534008	0.0749904	0.0968666	0.0746083	0.0514903	0.024551	0.0213985	0.0977264	604	10468	3.04244e-05
Multi-Family with 2 - 4 Units	CA, 03707	Renter	1940-59	0.182045	0.0648379	0.102244	0.112219	0.187032	0.0149626	0.129676	0.0274314	0	0.119701	0	0	0.0598504	0	0	0	0	0	0	16	401	0.000220083
Multi-Family with 5+ Units	CA, 03707	Owner	1940-59	0.0606437	0.0674126	0.042271	0.0266611	0.0542893	0.0454483	0.0552563	0.0553944	0.0129852	0.0915872	0.0656168	0.0563614	0.0924161	0.0797071	0.0479348	0.0252797	0.0223788	0.0104987	0.0878574	388	7239	4.91396e-05
Multi-Family with 5+ Units	CA, 03707	Renter	1940-59	0.0852632	0.104211	0.0642105	0.146316	0.0778947	0.0589474	0.0852632	0.0515789	0.0536842	0.0284211	0.0621053	0.0705263	0.0536842	0.0452632	0	0	0	0	0.0126316	55	950	0.000479709
Single-Family Attached	CA, 03707	Owner	1940-59	0.0614035	0	0	0.0307018	0	0.157895	0.0701754	0	0.0833333	0.127193	0	0	0.197368	0	0	0.144737	0.127193	0	0	17	228	0.00021948
Single-Family Attached	CA, 03707	Renter	1940-59	0.0215054	0.0860215	0.126882	0.113978	0.0731183	0.0688172	0	0.0989247	0.0408602	0.215054	0.0795699	0	0.0752688	0	0	0	0	0	0	23	465	0.000193216
Single-Family Detached	CA, 03707	Owner	1940-59	0.0221183	0.0160043	0.0250854	0.0344363	0.0215789	0.0374033	0.0307499	0.0412696	0.0297608	0.0687826	0.0617695	0.0763352	0.105017	0.108703	0.0843373	0.078583	0.0534077	0.0161841	0.0884733	720	11122	0.00608474
Single-Family Detached	CA, 03707	Renter	1940-59	0.0334984	0.0544713	0.0498107	0.0754442	0.0559278	0.103408	0.0393242	0.0693271	0.0314594	0.050102	0.0914652	0.0827265	0.137198	0.0460239	0.0448587	0.0171861	0.0154384	0.00233032	0	163	3433	0.00195505
Mobile Home	CA, 03707	Owner	1960-79	0.0348525	0.0428954	0	0.308311	0.0589812	0.0214477	0.0616622	0.0402145	0.104558	0.0214477	0	0.0268097	0.0857909	0.0268097	0.0884718	0.0375335	0	0	0.0402145	21	373	0.000219242
Mobile Home	CA, 03707	Renter	1960-79	0.109628	0.1056	0.0997633	0.0933241	0.0731392	0.0749915	0.0580409	0.0572764	0.0433984	0.0752709	0.05144	0.0374002	0.0455595	0.0268447	0.0147013	0.00939416	0.00799753	0.00455742	0.0116729	2938	68021	7.83693e-05
Multi-Family with 2 - 4 Units	CA, 03707	Owner	1960-79	0.0532591	0.0298432	0.0306498	0.0366739	0.0380602	0.0493018	0.0427736	0.0428996	0.0351364	0.0800272	0.070676	0.0654837	0.115138	0.0781368	0.054721	0.0400766	0.0304986	0.0199627	0.0866815	2182	39674	1.96329e-05
Multi-Family with 2 - 4 Units	CA, 03707	Renter	1960-79	0.0433071	0.0433071	0.0866142	0.192913	0.0551181	0	0.11811	0.0472441	0.0393701	0.0669291	0.141732	0.0314961	0.0708661	0	0	0	0	0	0.0629921	16	254	0.00014202
Multi-Family with 5+ Units	CA, 03707	Owner	1960-79	0.0494996	0.030038	0.0311385	0.0364904	0.0348223	0.0425374	0.0354015	0.0362356	0.0382628	0.0849706	0.069019	0.0643622	0.108985	0.0904499	0.0509823	0.0383207	0.0364325	0.0206316	0.10142	4445	86324	8.54969e-05
Multi-Family with 5+ Units	CA, 03707	Renter	1960-79	0.113697	0.159574	0.0392287	0.150931	0.0378989	0.037234	0.0551862	0.03125	0.0432181	0.0724734	0.0265957	0.0764628	0.0804521	0.0206117	0.0445479	0	0	0	0.0106383	70	1504	0.000834636
Single-Family Attached	CA, 03707	Owner	1960-79	0	0.0920245	0.150307	0	0.0490798	0	0	0.0368098	0.0245399	0.101227	0.187117	0.0552147	0.0828221	0.168712	0	0	0	0	0.0521472	16	326	0.000180195
Single-Family Attached	CA, 03707	Renter	1960-79	0.0963855	0.0240964	0.204819	0.0522088	0.140562	0.064257	0.136546	0.184739	0	0	0	0.0963855	0	0	0	0	0	0	0	13	249	0.000158632
Single-Family Detached	CA, 03707	Owner	1960-79	0.00971564	0.0151659	0.0111374	0.0338863	0.0381517	0.042891	0.0338863	0.0191943	0.0490521	0.0957346	0.0597156	0.0618483	0.146445	0.150948	0.0670616	0.0398104	0.0274882	0.0324645	0.0654028	262	4220	0.0022994
Single-Family Detached	CA, 03707	Renter	1960-79	0.0617193	0.0698016	0.0411462	0.0653931	0.0786187	0.0808229	0.0844967	0.0903747	0.0213079	0.0543718	0.0808229	0.050698	0.041881	0.0492285	0.0227774	0.0205731	0.041881	0.0286554	0.0154298	68	1361	0.000738806
Mobile Home	CA, 03707	Owner	1980-99	0	0.0460358	0	0.0664962	0.0306905	0.0179028	0.120205	0.11509	0	0.194373	0.0409207	0	0	0.0588235	0.207161	0.0434783	0	0	0.0588235	26	391	0.00022279
Mobile Home	CA, 03707	Renter	1980-99	0.107541	0.0930073	0.0738756	0.0612324	0.0635312	0.0771569	0.062697	0.0543918	0.0549108	0.0941567	0.0664603	0.0519261	0.0577472	0.0420081	0.0208743	0.00691483	0.00205777	0.00322569	0.00628453	2424	53942	7.96378e-05
Multi-Family with 2 - 4 Units	CA, 03707	Owner	1980-99	0.033824	0.0211874	0.0283851	0.0308475	0.0429159	0.0394523	0.0319028	0.0390735	0.0446206	0.0789317	0.0626421	0.0707869	0.0993614	0.108805	0.0675127	0.0455136	0.0360429	0.0253545	0.0928401	1914	36956	2.72389e-05
Multi-Family with 2 - 4 Units	CA, 03707	Renter	1980-99	0	0.216117	0.0512821	0	0	0	0	0.150183	0	0.113553	0.234432	0.043956	0	0	0	0.190476	0	0	0	10	273	0.00019704
Multi-Family with 5+ Units	CA, 03707	Owner	1980-99	0	0.0331633	0.0331633	0	0.0688776	0	0.0280612	0	0.178571	0.117347	0	0.0790816	0.17602	0.186224	0.0994898	0	0	0	0	21	392	0.000119268
Multi-Family with 5+ Units	CA, 03707	Renter	1980-99	0.130413	0.107489	0.0366786	0.0662252	0.0825267	0.0692817	0.0815079	0.080489	0.0657157	0.0310749	0.0646969	0.033622	0.0463576	0.0677534	0.0285278	0	0	0	0.00764137	104	1963	0.00116432
Single-Family Attached	CA, 03707	Owner	1980-99	0	0	0.0997921	0.043659	0.022869	0.022869	0.0873181	0.0956341	0	0.02079	0.143451	0.027027	0.106029	0.0810811	0.158004	0.0644491	0.027027	0	0	27	481	0.000208093
Single-Family Attached	CA, 03707	Renter	1980-99	0.0479655	0.0315499	0.0332869	0.037595	0.0434166	0.0442593	0.04536	0.0449816	0.0393148	0.0877876	0.0778041	0.0667372	0.112278	0.0813556	0.0562034	0.042978	0.0293055	0.0209731	0.0568483	5644	116292	0.000183192
Single-Family Detached	CA, 03707	Owner	1980-99	0	0.0211841	0.0130364	0.0293319	0.00434546	0.0537751	0.0554047	0.0461706	0.017925	0.044541	0.0689842	0.0640956	0.134709	0.112439	0.0554047	0.0923411	0.0418251	0.0277023	0.116784	112	1841	0.000978743
Single-Family Detached	CA, 03707	Renter	1980-99	0.0464135	0.139241	0	0.0780591	0.021097	0.0696203	0.07173	0.0632911	0	0.0464135	0.120253	0.14557	0.0590717	0.0506329	0	0	0.0253165	0.0379747	0.0253165	28	474	0.000314474
Mobile Home	CA, 03707	Owner	2000-09	0.0480857	0.0473818	0.0524941	0.0570693	0.0595329	0.0520681	0.0520496	0.0471595	0.0594958	0.0840202	0.0878545	0.0661826	0.107952	0.0743698	0.0392317	0.0231908	0.0128179	0.00759442	0.0214496	3091	53987	1.65614e-05
Mobile Home	CA, 03707	Renter	2000-09	0.0873005	0.077738	0.0690699	0.105325	0.0628096	0.0658365	0.0614337	0.0745735	0.0434095	0.0773941	0.0515272	0.0579939	0.0756054	0.0271739	0.0266236	0.0152724	0.00729224	0.00192625	0.0116951	645	14536	5.91999e-06
Multi-Family with 2 - 4 Units	CA, 03707	Owner	2000-09	0.0495081	0.00814556	0.0320533	0.0393526	0.0260235	0.0318417	0.0415741	0.0195705	0.0221094	0.0842061	0.0748969	0.0627314	0.103248	0.117211	0.0578652	0.0465461	0.0474981	0.0358616	0.0997567	412	9453	7.41108e-06
Multi-Family with 2 - 4 Units	CA, 03707	Renter	2000-09	0.0788073	0.0692836	0.0626241	0.0648381	0.0654179	0.0607088	0.0484616	0.0481453	0.0438228	0.0803184	0.0718315	0.0478291	0.0819174	0.0580028	0.0307673	0.0253554	0.012704	0.0137759	0.0353886	2165	56911	5.36101e-05
Multi-Family with 5+ Units	CA, 03707	Owner	2000-09	0.045697	0.0173233	0.0159749	0.0215441	0.0262633	0.0263513	0.032624	0.0192285	0.0268203	0.0517939	0.0458143	0.0605288	0.105083	0.0645445	0.0704655	0.0639583	0.0527319	0.0384863	0.214767	1694	34116	2.67582e-05
Multi-Family with 5+ Units	CA, 03707	Renter	2000-09	0.15251	0.144788	0.0521236	0.0250965	0.0598456	0.0617761	0	0.027027	0.0579151	0.0656371	0	0.0810811	0.0521236	0.0482625	0	0.0328185	0.138996	0	0	25	518	0.000261218
Single-Family Attached	CA, 03707	Owner	2000-09	0.0243669	0.0140883	0.00878464	0.0187346	0.0179129	0.0188989	0.0194368	0.027833	0.0224247	0.0578472	0.0577575	0.0542765	0.128229	0.104818	0.0824083	0.064107	0.0557257	0.0467767	0.175573	3321	66935	4.61163e-05
Single-Family Attached	CA, 03707	Renter	2000-09	0.0471967	0.0394515	0.0267222	0.0233527	0.0341164	0.0401301	0.0384921	0.0398493	0.0312149	0.0829277	0.0702686	0.0763291	0.107333	0.0827171	0.0709238	0.051549	0.0296471	0.0258564	0.0819216	1862	42736	4.05979e-05
Single-Family Detached	CA, 03707	Owner	2000-09	0	0	0.0136986	0	0	0.0650685	0	0	0.0273973	0.0582192	0.0171233	0.0770548	0.126712	0.111301	0.0770548	0.123288	0.179795	0.0445205	0.0787671	37	584	0.000384854
Single-Family Detached	CA, 03707	Renter	2000-09	0.0491228	0	0	0	0.0561404	0	0.140351	0.126316	0.105263	0.154386	0.0526316	0	0.077193	0.210526	0.0280702	0	0	0	0	13	285	0.000123655
Mobile Home	CA, 03707	Owner	2010s	0.0369289	0.0400852	0.0390594	0.0429259	0.0560246	0.0553934	0.05997	0.0739367	0.0431626	0.0749625	0.0671506	0.0579184	0.13075	0.0739367	0.0445041	0.0276178	0.0198059	0.0127831	0.0430837	730	12673	7.49209e-06
Mobile Home	CA, 03707	Renter	2010s	0.0873162	0.0675551	0.0351562	0.0307904	0.115579	0.0429688	0.0990349	0.0507812	0.0445772	0.0638787	0.0627298	0.0266544	0.0953585	0.0618107	0.0595129	0.00689338	0.00643382	0.00298713	0.0399816	196	4352	2.67809e-06
Multi-Family with 2 - 4 Units	CA, 03707	Owner	2010s	0.0955951	0.0351453	0	0.0468604	0.0670103	0.0112465	0.0173383	0.0192127	0.0215558	0.0431115	0.0356139	0.0477976	0.126992	0.0852858	0.0918463	0.0674789	0.0435801	0.0234302	0.1209	82	2134	2.27533e-06
Multi-Family with 2 - 4 Units	CA, 03707	Renter	2010s	0.0953544	0.0567596	0.0620448	0.0785219	0.0706609	0.0605347	0.0403713	0.0526737	0.0283354	0.0764345	0.0544946	0.0634216	0.0826523	0.0556937	0.0300231	0.031844	0.016033	0.00741695	0.0367294	824	22516	1.64592e-05
Multi-Family with 5+ Units	CA, 03707	Owner	2010s	0.0324036	0.0318567	0.00560569	0.0138091	0.00451189	0.0154498	0.0110747	0.0300793	0.0355483	0.030216	0.0585179	0.0514083	0.156139	0.0798469	0.0597484	0.0445721	0.0549631	0.0425212	0.241728	310	7314	1.29315e-05
Multi-Family with 5+ Units	CA, 03707	Renter	2010s	0.184685	0.0720721	0.103604	0.108108	0.0585586	0.0630631	0.0495495	0.135135	0	0.157658	0	0	0	0	0	0.0675676	0	0	0	13	222	0.000126239
Single-Family Attached	CA, 03707	Owner	2010s	0.0215193	0.00984716	0.00536081	0.0102654	0.00657745	0.0130789	0.0126606	0.0169569	0.0108357	0.0321268	0.0474869	0.0463463	0.0863813	0.103452	0.0969888	0.0742149	0.0631891	0.0604517	0.28226	1304	26302	9.67873e-06
Single-Family Attached	CA, 03707	Renter	2010s	0.0408585	0.0268825	0.0155448	0.039575	0.0230319	0.0291643	0.0416429	0.0353679	0.0412151	0.0613234	0.0566885	0.0652453	0.121221	0.0964062	0.0840702	0.0483457	0.0276669	0.0320878	0.113662	587	14024	8.52053e-06
Single-Family Detached	CA, 03707	Owner	2010s	0	0	0	0	0	0	0	0	0	0	0	0	0.0614754	0.102459	0.557377	0.110656	0	0.0696721	0.0983607	10	244	0.000179058
Single-Family Detached	CA, 03707	Renter	2010s	0.0584686	0.0263666	0.0238386	0.0258501	0.0344125	0.0336242	0.0321564	0.0393324	0.0277257	0.0752942	0.0490092	0.0644214	0.12164	0.0997309	0.0677648	0.0471337	0.0323738	0.0293838	0.111474	1483	36789	5.75321e-05
Mobile Home	CA, 03707	Owner	<1940	0.0612731	0.0809042	0.118977	0.0761452	0.0380726	0.0297442	0.0172516	0.0315289	0.0458061	0.134444	0.071981	0.0434265	0.0832838	0.0826889	0.00416419	0	0.00892326	0.0362879	0.0350982	93	1681	2.40535e-05
Mobile Home	CA, 03707	Renter	<1940	0.275077	0.0451389	0.0432099	0.0451389	0.0706019	0.0771605	0.0239198	0.0258488	0.0817901	0.0563272	0.0578704	0.00810185	0.0555556	0.0532407	0	0.027392	0.0177469	0	0.0358796	128	2592	8.59807e-06
Multi-Family with 2 - 4 Units	CA, 03707	Owner	<1940	0.0506318	0.0289324	0.0304889	0.0383629	0.026735	0.0171214	0.0197766	0.0291155	0.032961	0.0710493	0.0302142	0.0534701	0.0651895	0.0724226	0.0742538	0.0555759	0.0383629	0.0327779	0.232558	635	10922	2.40535e-06
Multi-Family with 2 - 4 Units	CA, 03707	Renter	<1940	0.0754793	0.0574793	0.0597879	0.0615778	0.054418	0.0590184	0.0494664	0.0496504	0.0349794	0.0698083	0.0705778	0.0567433	0.0764495	0.0602563	0.0451838	0.0276356	0.0229014	0.0139516	0.0546355	2723	59778	1.73997e-05
Multi-Family with 5+ Units	CA, 03707	Owner	<1940	0.0634058	0.0214372	0.0202295	0.0326087	0.0612923	0.0371377	0.0298913	0.0307971	0.040157	0.0667271	0.0612923	0.0673309	0.0673309	0.0794082	0.071256	0.0528382	0.0256643	0.022343	0.148853	185	3312	3.63076e-06
Multi-Family with 5+ Units	CA, 03707	Renter	<1940	0.114078	0.116018	0.0727694	0.0610501	0.0629329	0.0598062	0.0515787	0.0509055	0.0375201	0.0708409	0.0521037	0.0424041	0.0664133	0.0430203	0.0283113	0.0183378	0.0166604	0.00845572	0.0267936	3905	87633	3.54442e-05
Single-Family Attached	CA, 03707	Owner	<1940	0.0273637	0.0278354	0.0285903	0.0317985	0.0369881	0.0436875	0.0254765	0.0351953	0.0252878	0.0632195	0.0685035	0.0383091	0.105397	0.0764295	0.0647292	0.032742	0.0511417	0.044348	0.172957	663	10598	3.72916e-05
Single-Family Attached	CA, 03707	Renter	<1940	0.0560142	0.0651165	0.0793042	0.0723393	0.0575988	0.0501548	0.0654113	0.0510392	0.0327978	0.0660746	0.0671433	0.0619472	0.0953715	0.0550192	0.0313237	0.0188679	0.0184257	0.0145563	0.0414947	1240	27136	3.28291e-05
Single-Family Detached	CA, 03707	Owner	<1940	0.0231047	0.00866426	0.105415	0	0.0252708	0.0122744	0.0202166	0.0462094	0.0137184	0.0476534	0.0700361	0.0902527	0.166065	0.0909747	0.0498195	0.0606498	0.0483755	0.0115523	0.109747	83	1385	0.000820346
Single-Family Detached	CA, 03707	Renter	<1940	0	0.217476	0	0.133981	0.118447	0.0485437	0.0543689	0.031068	0.11068	0.0291262	0	0	0.130097	0.0368932	0.0174757	0.0582524	0	0	0.0135922	25	515	0.000263581
Mobile Home	CA, 03708	Owner	1940-59	0.134486	0.0989433	0.0115274	0.0720461	0.054755	0.116234	0.0326609	0.0480307	0.0384246	0.0893372	0.0480307	0.0201729	0.0730067	0.0826129	0.0230548	0.012488	0	0	0.0441883	58	1041	8.41649e-05
Mobile Home	CA, 03708	Renter	1940-59	0.0637652	0.1083	0.114372	0.0759109	0.0394737	0.0293522	0.0404858	0.232794	0	0.00809717	0.0192308	0.0991903	0.0303644	0.00708502	0.090081	0.0334008	0.00809717	0	0	40	988	2.54662e-05
Multi-Family with 2 - 4 Units	CA, 03708	Owner	1940-59	0.0133349	0.0464299	0.0121227	0.0425506	0.0212147	0.0317614	0.0327312	0.044369	0.036368	0.0682507	0.0915262	0.0303067	0.123288	0.07213	0.0581889	0.0478846	0.0209722	0.0269124	0.179658	417	8249	3.64046e-05
Multi-Family with 2 - 4 Units	CA, 03708	Renter	1940-59	0.171946	0.0927602	0	0.0135747	0.0927602	0.0950226	0	0	0.0339367	0.0339367	0	0.0565611	0.11991	0	0.158371	0	0.0542986	0	0.0769231	20	442	0.000330385
Multi-Family with 5+ Units	CA, 03708	Owner	1940-59	0.0691653	0.047438	0.0275213	0.026616	0.0365743	0.0200978	0.086185	0.0204599	0.00959623	0.0452653	0.0485244	0.0512403	0.0941517	0.0838313	0.0597501	0.0554047	0.0409198	0.020641	0.156618	263	5523	5.1801e-05
Multi-Family with 5+ Units	CA, 03708	Renter	1940-59	0.11978	0.104396	0.00769231	0.0989011	0.105495	0.16044	0.0406593	0.0725275	0	0.0406593	0.0175824	0.056044	0.0593407	0.067033	0	0.0406593	0	0	0.00879121	46	910	0.000601923
Single-Family Attached	CA, 03708	Owner	1940-59	0.0608696	0.026087	0	0	0	0	0	0	0	0.104348	0.1	0.108696	0	0.321739	0.0869565	0.0652174	0.0304348	0	0.0956522	19	230	0.000194515
Single-Family Attached	CA, 03708	Renter	1940-59	0.077551	0.110204	0.0979592	0.0367347	0	0.171429	0.0530612	0.138776	0	0.0938776	0.0285714	0.0693878	0	0.0571429	0	0	0	0	0.0653061	13	245	0.000137761
Single-Family Detached	CA, 03708	Owner	1940-59	0.0400701	0.0251644	0.0236738	0.02911	0.0210434	0.0326173	0.0367383	0.0313021	0.033231	0.0650592	0.0751425	0.0860149	0.12135	0.106181	0.0776852	0.0443665	0.0353354	0.0276195	0.0882946	782	11405	0.00803966
Single-Family Detached	CA, 03708	Renter	1940-59	0.0691152	0.0777963	0.0928214	0.0570952	0.0487479	0.0774624	0.0387312	0.0477462	0.0360601	0.042404	0.0474124	0.0457429	0.158598	0.0587646	0.0140234	0.0193656	0.0146912	0.0113523	0.0420701	153	2995	0.00241315
Mobile Home	CA, 03708	Owner	1960-79	0.0562771	0	0.103896	0.030303	0.207792	0	0	0	0	0	0.160173	0.038961	0.0952381	0	0.0865801	0.190476	0	0.030303	0	13	231	0.000169888
Mobile Home	CA, 03708	Renter	1960-79	0.0589731	0.0391459	0.0472801	0.0790544	0.104982	0.0986274	0.0465175	0.0803254	0.0246568	0.0854093	0.0490595	0.0386375	0.118963	0.0327911	0.0338078	0.0238943	0.00686324	0.00584647	0.0251652	154	3934	5.1404e-05
Multi-Family with 2 - 4 Units	CA, 03708	Owner	1960-79	0.0212461	0.0241108	0.0261399	0.0259012	0.0352113	0.0360468	0.042731	0.0225591	0.0365242	0.048699	0.0479828	0.0710193	0.0965624	0.0857006	0.0577704	0.0787778	0.048699	0.0331821	0.161136	415	8378	4.03675e-05
